,회사명,거래소코드,회계년도,유동자산(IFRS연결),자산(IFRS연결),유동자산(IFRS개별),자산(IFRS개별),유동자산구성비율(개별),유동자산구성비율(연결)
202,(주)고영테크놀러지,98460,Dec-14,108649874.0,141720465.0,107119140.0,141873467.0,75.50329336774438,76.66491497893406
203,(주)고영테크놀러지,98460,Dec-15,121834639.0,158857627.0,124933566.0,160170850.0,78.0001891729987,76.6942332583125
204,(주)고영테크놀러지,98460,Dec-16,154891864.0,195121241.0,156029191.0,194332855.0,80.2896612618592,79.38236924190124
205,(주)고영테크놀러지,98460,Dec-17,161356541.0,205207385.0,159374622.0,205696350.0,77.48052991703548,78.63096203872
206,(주)고영테크놀러지,98460,Dec-18,227563739.0,279059436.0,231667150.0,279985447.0,82.74256840213556,81.54669208175423
207,(주)고영테크놀러지,98460,Dec-19,225797248.0,305481184.0,229213476.0,308020011.0,74.41512493160712,73.91527197956651
208,(주)골드앤에스,35290,Dec-11,23477041.0,46677146.0,23165184.0,46347129.0,49.98191797381883,50.29665052786218
209,(주)골드앤에스,35290,Dec-12,26661256.0,51950606.0,27310447.0,51062616.0,53.48423002848111,51.320394607138944
210,(주)골드앤에스,35290,Dec-13,15792977.0,51442505.0,17985887.0,34508798.0,52.11971451454206,30.700248753438427
211,(주)골드앤에스,35290,Dec-14,15072221.0,46528474.0,15782408.0,28884288.0,54.640114376369596,32.39354250044822
212,(주)골드앤에스,35290,Dec-15,15364121.0,24102094.0,15122533.0,23597566.0,64.08513911985668,63.74600065869795
213,(주)골드앤에스,35290,Dec-16,8660668.0,18671644.0,8552277.0,18296141.0,46.74361112542804,46.384067733939226
214,(주)골드앤에스,35290,Dec-17,10831000.0,17173934.0,10974294.0,16994788.0,64.57446836053501,63.066505321378315
215,(주)골드앤에스,35290,Dec-18,21031370.0,42472631.0,21031370.0,42472631.0,49.517464552643325,49.517464552643325
216,(주)골드앤에스,35290,Dec-19,3910189.0,16096170.0,3910189.0,16096170.0,24.292667137586147,24.292667137586147
217,(주)골드퍼시픽,38530,Dec-11,,,15105931.0,27473520.0,54.98360239241277,
218,(주)골드퍼시픽,38530,Dec-12,,,19029706.0,29861540.0,63.72647224490097,
219,(주)골드퍼시픽,38530,Dec-13,16708814.0,33687572.0,15961156.0,30517744.0,52.30123170310361,49.59934185817844
220,(주)골드퍼시픽,38530,Dec-14,23894969.0,41948832.0,15761409.0,31936409.0,49.35247729323607,56.962179542925064
221,(주)골드퍼시픽,38530,Dec-15,14304863.0,28573328.0,14304863.0,27495738.0,52.02574668117656,50.06369226573817
222,(주)골드퍼시픽,38530,Dec-16,,,5438550.0,11122066.0,48.89873877748972,
223,(주)골드퍼시픽,38530,Dec-17,,,17215160.0,26567967.0,64.79667789409706,
224,(주)골드퍼시픽,38530,Dec-18,23990386.0,37825442.0,22006122.0,37288362.0,59.01605975612444,63.4239409548737
225,(주)골드퍼시픽,38530,Dec-19,,,28455147.0,72945743.0,39.00864646755329,
226,(주)골프존,215000,Dec-15,81295773.0,178132253.0,71290784.0,171629353.0,41.53764070881279,45.63787390035425
227,(주)골프존,215000,Dec-16,89781733.0,187914226.0,75788492.0,177635830.0,42.66509296013085,47.778039433799975
228,(주)골프존,215000,Dec-17,160591890.0,253672419.0,142686039.0,239011847.0,59.69831236022372,63.306799624913104
229,(주)골프존,215000,Dec-18,145265354.0,254057808.0,134088763.0,254578679.0,52.670853477089494,57.178071063259736
230,(주)골프존,215000,Dec-19,81730468.0,312587283.0,70491340.0,304860836.0,23.12246496627727,26.146446910957664
