,회사명,거래소코드,회계년도,매출액(IFRS연결),자산(IFRS연결),매출액(IFRS개별),자산(IFRS개별),총자산회전율(개별),총자산회전율(연결)
171,(주)경방,50,Dec-12,333620804.0,1335039930.0,265409209.0,1301719900.0,0.20389118196625863,0.24989574956008995
172,(주)경방,50,Dec-13,347189559.0,1296989142.0,264782077.0,1261257414.0,0.209935001420733,0.267688870906523
173,(주)경방,50,Dec-14,329036023.0,1301841379.0,256979444.0,1275008413.0,0.20155117517644175,0.25274663127757285
174,(주)경방,50,Dec-15,357628146.0,1318643312.0,307744480.0,1259512344.0,0.24433621589023505,0.2712091607681092
175,(주)경방,50,Dec-16,377445013.0,1301910960.0,313876822.0,1237024388.0,0.25373535481177595,0.28991614987249203
176,(주)경방,50,Dec-17,360788750.0,1274042237.0,288103985.0,1199063663.0,0.2402741354693191,0.28318429289248126
177,(주)경방,50,Dec-18,351438926.0,1301792841.0,279085217.0,1226545382.0,0.22753761996553667,0.2699653239220725
178,(주)경방,50,Dec-19,343892085.0,1370742491.0,253552382.0,1296265431.0,0.1956022091898245,0.25088015236845823
179,(주)경보제약,214390,Dec-15,,,178032632.0,195488457.0,0.9107066203914025,
180,(주)경보제약,214390,Dec-16,,,186726170.0,203735980.0,0.9165105250432447,
181,(주)경보제약,214390,Dec-17,,,191661374.0,204869399.0,0.9355295370393506,
182,(주)경보제약,214390,Dec-18,,,201343596.0,221622993.0,0.90849597000073,
183,(주)경보제약,214390,Dec-19,,,191706189.0,237816742.0,0.8061088861439368,
184,(주)경인양행,12610,Dec-11,233095049.0,319596954.0,128707611.0,245825940.0,0.5235721299387689,0.7293406463442077
185,(주)경인양행,12610,Dec-12,218604655.0,287452678.0,141304459.0,241045608.0,0.5862146179406845,0.7604891925898147
186,(주)경인양행,12610,Dec-13,260808400.0,316944796.0,183106757.0,274570963.0,0.666883180214508,0.8228827331810805
187,(주)경인양행,12610,Dec-14,277181095.0,313039125.0,190395047.0,267331084.0,0.7122069164242794,0.8854519223435728
188,(주)경인양행,12610,Dec-15,263163677.0,326687437.0,175006703.0,273778266.0,0.6392278888931234,0.8055518737318326
189,(주)경인양행,12610,Dec-16,274873817.0,344298515.0,179267850.0,290035389.0,0.6180895738898952,0.7983589966979672
190,(주)경인양행,12610,Dec-17,299987729.0,357951470.0,193975818.0,296909084.0,0.6533172221837443,0.8380681576751172
191,(주)경인양행,12610,Dec-18,331102011.0,412996589.0,222659442.0,344908257.0,0.6455613557549595,0.8017064058608968
192,(주)경인양행,12610,Dec-19,358802386.0,472081003.0,245244968.0,381063538.0,0.6435802524879722,0.76004411048076
193,(주)고려시멘트,198440,Dec-14,,,,,,
194,(주)고려시멘트,198440,Dec-15,,,,,,
195,(주)고려시멘트,198440,Dec-16,,,,,,
196,(주)고려시멘트,198440,Dec-17,,,87660276.0,115881620.0,0.756464019056689,
197,(주)고려시멘트,198440,Dec-18,,,85775723.0,127536833.0,0.6725564762926174,
198,(주)고려시멘트,198440,Dec-19,,,70921781.0,127035573.0,0.5582828441290221,
199,(주)고영테크놀러지,98460,Dec-11,86130810.0,87006201.0,80200892.0,87017886.0,0.9216598527801514,0.9899387516069114
200,(주)고영테크놀러지,98460,Dec-12,107841666.0,103351965.0,100791139.0,103019642.0,0.9783681737119607,1.043440886682706
201,(주)고영테크놀러지,98460,Dec-13,111902729.0,120951617.0,103933681.0,121329325.0,0.8566245711826057,0.9251858865185738
202,(주)고영테크놀러지,98460,Dec-14,142840131.0,141720465.0,135531589.0,141873467.0,0.9552990553194841,1.0079005244584824
203,(주)고영테크놀러지,98460,Dec-15,145904431.0,158857627.0,138554625.0,160170850.0,0.8650427028388749,0.9184603456275977
204,(주)고영테크놀러지,98460,Dec-16,171793841.0,195121241.0,153254768.0,194332855.0,0.7886199582669642,0.8804466398407131
205,(주)고영테크놀러지,98460,Dec-17,203368626.0,205207385.0,188934907.0,205696350.0,0.918513658604054,0.9910395086414653
206,(주)고영테크놀러지,98460,Dec-18,238208865.0,279059436.0,219818022.0,279985447.0,0.7851051701269316,0.8536133678704919
207,(주)고영테크놀러지,98460,Dec-19,222057035.0,305481184.0,209480760.0,308020011.0,0.680088151805176,0.726909042620445
208,(주)골드앤에스,35290,Dec-11,47522791.0,46677146.0,47522791.0,46347129.0,1.0253664471859736,1.0181168960073095
209,(주)골드앤에스,35290,Dec-12,43889087.0,51950606.0,43889087.0,51062616.0,0.859515051089431,0.8448233885856885
210,(주)골드앤에스,35290,Dec-13,39548810.0,51442505.0,36607591.0,34508798.0,1.060819069965868,0.7687963484670897
211,(주)골드앤에스,35290,Dec-14,31287203.0,46528474.0,29428881.0,28884288.0,1.0188542989184985,0.6724313159292523
212,(주)골드앤에스,35290,Dec-15,22197935.0,24102094.0,22197935.0,23597566.0,0.94068748446344,0.9209961175987448
213,(주)골드앤에스,35290,Dec-16,15893494.0,18671644.0,15893494.0,18296141.0,0.8686801222181224,0.8512102094491519
214,(주)골드앤에스,35290,Dec-17,12802035.0,17173934.0,12802035.0,16994788.0,0.7532918327666106,0.7454340397488426
215,(주)골드앤에스,35290,Dec-18,8680452.0,42472631.0,8680452.0,42472631.0,0.20437754374105055,0.20437754374105055
216,(주)골드앤에스,35290,Dec-19,7642733.0,16096170.0,7642733.0,16096170.0,0.47481686637255943,0.47481686637255943
217,(주)골드퍼시픽,38530,Dec-11,,,11236925.0,27473520.0,0.4090092933122512,
218,(주)골드퍼시픽,38530,Dec-12,,,10491048.0,29861540.0,0.3513230730900014,
219,(주)골드퍼시픽,38530,Dec-13,7167832.0,33687572.0,6488691.0,30517744.0,0.21262027101347988,0.21277377900669125
220,(주)골드퍼시픽,38530,Dec-14,16486257.0,41948832.0,4855121.0,31936409.0,0.1520246374600225,0.3930087254872794
221,(주)골드퍼시픽,38530,Dec-15,18635305.0,28573328.0,6121489.0,27495738.0,0.22263410423826413,0.6521923172547489
222,(주)골드퍼시픽,38530,Dec-16,,,9588100.0,11122066.0,0.862079041789538,
223,(주)골드퍼시픽,38530,Dec-17,,,5031439.0,26567967.0,0.18937990249686776,
224,(주)골드퍼시픽,38530,Dec-18,5708281.0,37825442.0,5580994.0,37288362.0,0.1496712030418499,0.15091115128277946
225,(주)골드퍼시픽,38530,Dec-19,,,11323125.0,72945743.0,0.1552266730630189,
