,회사명,거래소코드,회계년도,매출원가감소율여부,이자보상배율,총자산증가율,유형자산증가율,유동자산증가율,자기자본증가율,매출액증가율,매출액총이익율,매출액순이익율,자기자본순이익율,총자본영업이익율,매출액영업이익률,총자본순이익률,총자본회전율,재고자산회전율,매출채권회전율,유형자산회전율,매입채무회전율,자기자본회전율,타인자본회전율,유동자산회전율,순운전자본회전율,유동비율,당좌비율,현금비율,부채비율,차입금의존도,CASH_FLOW_대_부채비율,CASH_FLOW_대_매출액비율,CASH_FLOW_대_차입금비율,자기자본구성비율,당좌자산구성비율,유동자산구성비율,매출채권_대_매입채무비율,유동부채비율,타인자본구성비율,재고자산_대_유동자산비율,재고자산_대_순운전자본비율,순운전자본비율,노동장비율,기계장비율,자본집약도,설비투자효율,총자본투자효율,부가가치율,종업원1인딩부가가치,배당금감소율여부,변화율여부,직원감소율여부,자본증가율여부,투자활동감소율여부
7923,일진머티리얼즈,20150,2018-12,0,33.95,6.45,54.46,-9.39,-0.38,10.57,15.84,8.23,7.8,7.26,9.71,6.15,0.75,7.7,6.62,2.25,21.73,0.95,3.54,1.34,4.04,327.92,280.99,48.71,31.0,2.91,44.93,14.66,365.16,76.34,44.25,51.64,290.58,20.63,23.66,14.31,20.59,35.89,289052.59,364525.5,1286.63,80.51167288,18.09,24.94,232721.08,0,0.0,0.0,0,0
7924,일진머티리얼즈,20150,2019-12,0,45.96,49.8,37.98,65.8,54.32,9.6,14.07,8.51,6.97,5.42,8.51,5.42,0.64,7.0,6.34,1.7,23.3,0.82,2.86,1.16,2.24,586.93,503.81,329.75,27.16,0.57,30.31,12.2,1126.95,78.64,49.07,57.16,282.88,12.38,21.36,14.16,17.07,47.42,546440.13,562796.34,2021.3,48.8229884,13.2,24.87,266788.4,1,0.0,,0,0
7925,일진전기,103590,2011-12,0,-0.32,3.97,6.32,2.98,-4.47,-2.57,8.53,-1.34,-3.99,-0.46,-0.34,-1.81,1.35,12.66,6.6,2.32,9.5,2.98,2.47,3.63,107.97,107.09,79.81,13.32,130.33,15.01,0.55,0.24,2.07,43.42,27.6,37.03,110.47,79.64,56.58,25.48,384.61,2.45,418463.94,38504.84,757.29,12.6704892,7.0,5.29,53021.43,0,0.0,0.0,0,1
7926,일진전기,103590,2012-12,0,-0.52,7.77,7.63,10.07,-5.12,-3.05,7.72,-1.27,-3.86,-0.83,-0.67,-1.57,1.24,10.62,6.26,2.1,8.09,3.03,2.08,3.3,-69.55,91.69,62.74,8.77,161.63,20.13,-1.71,-0.89,-5.26,38.22,25.88,37.82,98.23,107.91,61.78,31.58,-348.6,-3.43,378917.32,42428.18,743.59,16.32815933,8.32,6.98,61870.22,1,0.0,0.0,0,0
7927,일진전기,103590,2013-12,0,1.73,0.89,2.75,-8.24,1.41,-11.05,9.75,0.57,1.56,2.42,2.29,0.6,1.05,9.15,5.23,1.78,7.22,2.75,1.71,2.92,-17.76,74.41,55.21,5.57,160.29,30.26,-2.75,-1.61,-5.6,38.42,25.52,34.39,134.68,120.31,61.58,25.8,-75.03,-11.83,435583.83,65285.0,784.74,18.88276095,10.48,9.98,82250.25,1,0.0,0.0,0,0
7928,일진전기,103590,2014-12,0,3.06,-4.93,-21.93,-5.79,-2.36,-12.2,11.58,1.67,4.06,3.75,3.96,1.58,0.95,8.41,4.91,1.73,8.28,2.43,1.55,2.76,-19.61,77.5,52.35,7.28,153.44,27.6,2.91,1.82,6.39,39.46,23.02,34.09,150.23,111.46,60.54,32.46,-111.81,-9.89,389556.18,64817.64,794.51,26.53796465,13.01,13.41,103380.28,0,0.0,0.0,0,0
7929,일진전기,103590,2015-12,0,2.09,-7.44,-3.15,-16.55,2.48,-7.27,11.1,1.17,2.63,1.85,1.98,1.09,0.93,7.73,5.57,1.86,9.89,2.25,1.6,2.88,-14.57,69.73,46.16,5.86,128.92,27.98,8.49,4.92,17.1,43.68,20.34,30.73,138.88,100.89,56.32,33.8,-77.86,-13.34,389402.57,172672.63,767.68,23.47876127,11.91,12.26,91426.9,0,0.0,0.0,0,0
7930,일진전기,103590,2016-12,0,0.73,-0.91,-1.76,12.23,-0.42,-5.12,10.9,0.21,0.44,0.61,0.66,0.19,0.93,7.94,5.28,1.81,10.02,2.12,1.65,2.83,-16.41,75.43,52.91,6.43,127.8,30.8,2.04,1.23,3.72,43.9,24.41,34.8,182.58,105.11,56.1,29.86,-91.65,-11.34,406212.4,188047.8,802.6,23.01843433,11.65,12.52,93503.73,0,0.0,0.0,0,1
7931,일진전기,103590,2017-12,0,1.08,3.84,1.25,9.88,-0.61,12.37,9.79,-0.27,-0.65,0.8,0.78,-0.28,1.03,8.77,5.41,2.04,11.39,2.39,1.8,2.86,-106.56,95.12,67.46,5.78,138.0,31.28,-0.63,-0.36,-1.16,42.02,26.12,36.83,180.77,92.14,57.98,29.08,-566.64,-1.89,441796.29,213571.61,908.49,19.62889367,9.55,9.48,86719.72,1,0.0,0.0,0,0
7932,일진전기,103590,2018-12,0,0.68,2.89,1.34,5.96,-5.55,-4.01,8.98,-1.97,-4.67,0.68,0.72,-1.88,0.95,8.12,4.76,1.93,13.38,2.37,1.6,2.55,-19.35,79.62,57.27,3.54,159.26,34.63,-1.41,-0.92,-2.5,38.57,27.28,37.93,296.61,123.5,61.43,28.07,-109.65,-9.71,442327.82,219437.52,922.55,16.16501499,7.75,8.25,71502.36,0,0.0,0.0,0,1
7933,일진전기,103590,2019-12,0,1.29,0.28,-1.64,2.96,1.13,-8.63,9.41,0.54,1.19,1.47,1.71,0.46,0.86,7.89,3.78,1.77,13.71,2.21,1.4,2.23,43.2,111.33,85.52,10.15,157.09,34.88,0.79,0.57,1.39,38.9,29.91,38.94,298.79,89.92,61.1,23.19,227.85,3.96,447368.5,234468.23,948.78,21.96037019,10.35,12.1,98243.78,0,0.0,,0,0
7934,일진홀딩스,15860,2011-12,0,-0.05,3.62,7.57,1.4,-4.22,-1.43,11.12,-1.29,-3.19,-0.07,-0.07,-1.43,1.11,9.13,6.13,2.26,9.39,2.47,2.0,2.98,137.12,104.51,74.58,13.87,132.15,21.22,5.18,2.71,13.88,43.08,26.18,36.69,124.95,81.51,56.92,28.64,663.29,1.58,27123930.5,11488944.44,57579.46,25.23411937,11.89,10.94,6844485.0,0,0.0,0.0,0,1
7935,일진홀딩스,15860,2012-12,0,-0.42,6.98,9.31,6.66,-6.5,-1.51,10.24,-2.21,-5.68,-0.78,-0.76,-2.29,1.03,8.2,5.94,2.05,8.61,2.57,1.73,2.82,-37.34,87.23,58.44,9.68,165.62,25.84,0.96,0.6,2.32,37.65,24.51,36.58,120.9,111.41,62.35,33.0,-225.34,-5.36,35698022.57,16400928.57,79196.74,25.63661209,11.56,11.55,9151763.57,1,0.0,0.0,0,0
7936,일진홀딩스,15860,2013-12,0,1.74,0.7,1.57,-4.94,1.1,-8.52,13.13,0.62,1.5,2.92,3.2,0.57,0.91,7.04,5.06,1.78,7.85,2.42,1.46,2.56,-14.39,73.23,51.1,7.46,164.56,26.38,-3.03,-2.07,-7.14,37.8,24.1,34.54,152.4,124.79,62.2,30.22,-82.64,-12.63,53712510.9,26203800.0,111648.12,31.17645353,15.0,16.51,16745656.0,1,0.0,0.0,0,0
7937,일진홀딩스,15860,2014-12,0,2.74,0.17,-20.07,2.82,4.18,-8.16,16.64,2.2,4.76,3.73,4.47,1.84,0.83,6.11,4.77,1.8,8.27,2.16,1.36,2.38,-27.81,85.54,55.87,12.27,154.38,28.6,2.73,1.99,5.8,39.31,23.15,35.45,148.71,105.42,60.69,34.69,-205.27,-5.99,41583395.45,23625000.0,101673.7,38.85584795,15.89,19.08,16157580.91,0,0.0,0.0,0,0
7938,일진홀딩스,15860,2015-12,0,2.6,-3.8,-3.15,-7.75,3.66,-4.38,16.58,2.81,5.58,2.79,3.44,2.28,0.81,5.46,5.05,1.97,9.46,1.99,1.37,2.34,-16.15,76.83,48.53,8.36,136.08,28.57,7.01,4.88,14.15,42.36,21.47,33.99,173.18,104.46,57.64,36.83,-122.12,-10.25,36528213.17,22022000.0,89659.93,40.22693345,16.39,19.79,14694180.0,0,0.0,0.0,0,0
7939,일진홀딩스,15860,2016-12,0,0.15,-0.94,2.19,11.75,-0.77,-4.67,15.65,-1.35,-2.52,0.15,0.19,-1.07,0.79,5.47,4.61,1.89,9.44,1.87,1.38,2.19,-20.3,83.0,57.13,12.19,135.67,31.86,2.74,1.98,4.95,42.43,26.39,38.35,191.06,108.89,57.57,31.18,-152.25,-7.85,32193384.07,19480857.14,76131.08,30.63719767,12.96,16.26,9863150.71,0,0.0,0.0,0,0
7940,일진홀딩스,15860,2017-12,0,0.63,1.27,3.03,3.41,-0.46,11.23,14.1,-2.1,-4.39,0.61,0.69,-1.85,0.88,6.31,4.84,2.05,10.25,2.09,1.52,2.27,-141.26,96.93,67.15,9.71,139.76,31.16,1.95,1.3,3.65,41.71,27.13,39.16,187.19,96.86,58.29,30.73,-971.01,-1.24,56326415.25,35531125.0,134915.15,26.04778093,10.87,12.42,14671781.25,0,0.0,0.0,0,0
7941,일진홀딩스,15860,2018-12,0,1.97,3.45,-3.69,8.79,-0.59,-1.62,14.87,0.1,0.2,2.19,2.59,0.08,0.85,6.15,4.55,2.02,12.09,2.07,1.43,2.11,-38.77,90.56,65.5,13.2,149.5,32.83,2.39,1.72,4.36,40.08,29.78,41.18,275.43,113.46,59.92,27.67,-265.36,-4.29,48593941.44,30480111.11,124067.32,31.41120658,12.3,14.78,15263943.33,1,0.0,0.0,0,0
7942,일진홀딩스,15860,2019-12,0,2.48,6.45,0.8,15.34,15.41,-3.58,16.37,2.5,4.65,2.75,3.53,1.94,0.78,6.3,3.99,1.98,11.92,1.86,1.34,1.81,13.0,135.13,106.91,37.52,130.13,28.32,6.75,5.06,13.48,43.45,35.3,44.62,257.27,75.99,56.55,20.88,80.33,11.6,24714025.17,15958555.56,66032.03,35.23002041,13.19,17.49,8706756.11,0,0.0,,0,0
7943,자이글,234920,2016-12,0,-14.09,-3.25,24.26,-32.31,27.69,-8.27,73.94,10.6,14.91,0.0,0.0,12.3,1.16,1.78,10.43,3.83,23.04,1.41,6.62,2.33,6.74,696.62,625.63,153.42,6.33,0.0,172.85,8.72,0.0,94.05,36.69,40.85,227.5,6.24,5.95,10.19,11.9,34.99,459166.03,268.84,1350.91,0,0.0,0.0,0.0,1,0.0,0.0,0,#DIV/0!
7944,자이글,234920,2017-12,0,-14.09,2.83,39.75,-26.98,4.66,-19.21,71.87,6.25,6.15,6.74,7.21,5.84,0.94,7.39,24.75,2.33,47.83,0.99,18.42,2.7,7.43,680.52,610.73,178.48,4.57,0.0,226.2,10.44,0.0,95.63,26.24,29.24,141.28,4.49,4.37,10.26,12.02,24.94,372849.95,200.07,1035.19,39.97171878,14.4,15.54,149034.53,0,0.0,1.0,0,#DIV/0!
7945,자이글,234920,2018-12,0,-14.09,5.92,3.84,30.06,-3.41,-32.35,69.74,-11.18,-7.45,-6.99,-11.49,-6.8,0.61,4.63,26.04,1.33,41.73,0.67,7.0,1.86,5.1,282.47,243.92,23.35,14.67,0.0,4.24,0.92,0.0,87.21,31.0,35.9,144.25,14.57,12.79,13.65,21.13,23.19,620464.87,249.36,1366.61,0,-0.5,-0.84,-6803.91,1,0.0,0.0,0,1
7946,자이글,234920,2019-12,0,-22.91,-33.59,-1.52,-43.47,-37.17,-46.78,60.79,-100.71,-44.68,0.0,0.0,-38.15,0.38,2.35,29.51,0.7,71.75,0.44,2.59,1.13,7.18,176.87,127.72,24.91,21.14,0.0,-74.83,-27.51,0.0,82.55,21.97,30.43,453.93,20.84,17.45,27.79,63.94,13.22,714597.14,291.63,1060.73,0,0.0,0.0,0.0,0,0.0,,0,0
7947,자화전자,33240,2011-12,0,24.3,20.04,2.4,26.97,10.95,94.48,17.86,7.13,12.4,9.32,8.06,8.24,1.16,7.44,9.91,4.66,11.64,1.74,3.45,1.82,6.89,189.51,145.87,27.59,55.98,16.66,16.47,5.58,35.47,64.11,50.11,65.1,99.54,53.58,35.89,23.03,48.75,30.75,187792.07,194933.99,837.02,109.6202843,24.59,23.2,205858.2,0,0.0,0.0,0,1
7948,자화전자,33240,2012-12,0,51.24,24.42,-0.04,29.23,32.89,30.4,26.98,13.32,24.66,18.92,15.36,16.4,1.23,7.93,9.91,6.0,13.35,1.85,3.68,1.85,5.94,223.99,196.15,30.23,46.03,11.36,45.57,12.93,126.41,68.48,59.21,67.62,124.72,44.08,31.52,12.43,22.45,37.43,193993.74,200241.2,1067.8,150.7393663,27.39,24.65,292424.93,0,0.0,0.0,0,1
7949,자화전자,33240,2013-12,0,114.52,21.16,26.89,18.41,18.93,43.13,23.56,9.25,19.62,17.01,11.83,13.3,1.44,12.72,11.47,7.57,17.23,2.12,4.46,2.15,6.4,263.7,228.42,62.73,48.77,8.2,48.25,12.05,192.86,67.22,57.24,66.08,125.19,37.28,32.78,13.38,21.55,41.02,174043.7,184482.9,934.75,158.8416853,29.58,22.54,276453.95,0,1.0,1.0,0,0
7950,자화전자,33240,2014-12,0,49.52,0.7,6.38,-3.82,8.06,-30.4,22.8,6.9,9.01,7.19,7.9,6.28,0.91,10.23,8.87,4.57,13.86,1.31,3.0,1.41,4.24,310.84,286.7,74.75,38.64,10.4,47.28,14.53,126.77,72.13,58.21,63.12,167.87,28.15,27.87,7.77,11.45,42.81,188646.71,228684.83,966.62,104.2378443,20.34,22.43,196641.26,0,1.0,0.0,0,1
7951,자화전자,33240,2015-12,0,41.49,11.04,5.49,2.41,5.99,-18.03,26.93,7.78,7.78,6.37,9.05,5.48,0.7,10.4,9.12,3.53,13.9,1.0,2.38,1.16,3.38,312.18,285.41,79.29,45.24,9.11,37.6,17.49,128.55,68.85,53.22,58.21,114.22,27.08,31.15,8.58,12.62,39.56,178169.55,254796.71,950.66,110.783813,20.76,31.01,197383.02,0,0.0,0.0,0,0
7952,자화전자,33240,2016-12,0,34.69,6.89,32.93,2.55,3.56,11.66,25.77,5.0,5.33,4.68,6.48,3.61,0.72,11.13,9.51,3.3,12.28,1.07,2.24,1.27,4.27,241.78,221.62,58.49,49.92,11.41,35.15,16.74,102.57,66.7,51.19,55.85,114.45,34.63,33.3,8.34,14.22,32.75,128679.73,208293.31,713.71,111.6059979,20.12,28.77,143614.3,0,0.0,1.0,0,1
7953,자화전자,33240,2017-12,0,14.22,7.96,27.58,19.85,-0.37,49.3,20.66,5.59,8.76,6.29,6.26,5.61,1.0,15.81,10.14,3.79,16.75,1.57,2.79,1.7,7.59,169.85,155.06,42.74,62.46,24.69,25.05,9.96,39.01,61.55,56.6,62.0,187.65,59.3,38.45,8.7,21.17,25.49,208829.52,303931.94,799.97,109.1167315,28.48,29.45,227867.95,0,0.0,0.0,0,1
7954,자화전자,33240,2018-12,0,-5.99,-23.56,-13.17,-31.33,-2.35,-19.59,13.8,-0.36,-0.46,-1.9,-2.15,-0.32,0.88,11.65,8.07,2.91,15.0,1.28,2.84,1.49,5.83,267.48,229.07,49.76,27.17,8.89,49.77,10.45,119.59,78.64,47.7,55.7,160.43,26.48,21.36,14.36,22.94,34.87,192899.94,356825.61,647.43,104.5847109,31.16,30.63,201743.84,0,0.0,0.0,0,0
7955,자화전자,33240,2019-12,0,-13.75,-1.06,0.74,-8.43,0.59,1.31,11.45,-0.08,-0.1,-2.61,-2.52,-0.08,1.04,10.76,10.88,3.16,19.96,1.31,5.0,1.93,6.46,267.19,220.25,101.25,25.07,7.45,42.42,8.16,114.2,79.95,42.49,51.55,164.77,24.13,20.05,17.57,28.07,32.26,195490.87,373294.6,639.37,101.9568694,31.17,29.92,199316.37,1,0.0,,0,0
7956,재영솔루텍,49630,2011-12,0,0.77,-11.85,-3.72,-22.27,-8.39,5.01,15.67,-2.77,-8.18,2.16,3.13,-1.91,0.69,7.72,5.1,1.17,4.84,2.96,0.9,1.95,-4.18,48.36,36.3,10.31,319.36,43.4,4.49,4.64,7.87,23.85,24.79,33.03,88.81,286.43,76.15,24.95,-23.36,-35.27,348472.06,140295.25,569.18,28.75340362,17.6,23.89,100197.58,0,0.0,0.0,0,0
7957,재영솔루텍,49630,2012-12,0,0.25,-11.74,-5.77,-21.88,-16.67,17.2,13.2,-4.38,-17.32,0.74,0.81,-4.02,0.92,9.44,6.19,1.43,5.73,3.95,1.2,2.94,46.77,116.7,82.14,25.84,344.18,44.47,2.36,1.87,4.11,22.51,20.58,29.24,84.45,111.28,77.49,29.62,206.94,4.18,352750.49,142679.94,542.81,24.5954027,15.98,16.33,86760.4,0,0.0,0.0,0,0
7958,재영솔루텍,49630,2013-12,0,0.21,-1.18,-10.48,20.7,-13.28,9.1,8.91,-2.62,-13.31,0.45,0.42,-2.81,1.07,10.26,6.66,1.7,6.27,5.08,1.36,3.31,-5.71,48.56,34.38,6.83,406.2,41.98,1.31,0.97,2.5,19.76,25.28,35.71,93.59,372.22,80.25,29.21,-27.58,-37.82,321227.58,154974.23,543.73,27.72038151,16.38,15.16,89045.51,0,0.0,0.0,0,0
7959,재영솔루텍,49630,2014-12,0,1.7,3.31,-9.36,24.94,1.02,-12.31,14.25,0.43,2.07,3.11,3.34,0.4,0.93,6.47,4.48,1.66,4.22,4.77,1.16,2.36,24.98,120.48,80.8,13.87,417.63,35.65,0.68,0.6,1.55,19.32,28.96,43.19,83.99,185.55,80.68,32.94,193.75,7.34,303577.66,164800.13,579.44,32.13147009,16.83,18.36,97543.96,0,0.0,0.0,0,1
7960,재영솔루텍,49630,2015-12,0,1.18,-5.84,-1.33,-11.38,9.19,8.33,12.4,0.69,3.38,2.49,2.43,0.7,1.02,7.11,5.34,1.9,5.1,4.92,1.29,2.44,12.25,173.61,127.15,30.24,346.38,37.21,2.81,2.07,5.86,22.4,29.77,40.64,98.41,104.5,77.6,26.76,63.12,17.23,295365.92,168712.35,536.19,32.16965775,17.72,16.79,95018.21,0,0.0,0.0,0,0
7961,재영솔루텍,49630,2016-12,0,-0.05,-1.2,-7.35,3.15,14.23,-15.38,11.39,-3.52,-13.11,-0.15,-0.17,-3.17,0.9,6.16,5.26,1.68,5.33,3.72,1.18,2.16,-10.3,70.74,45.75,13.2,286.08,34.49,1.77,1.46,3.81,25.9,27.44,42.44,96.24,231.6,74.1,35.33,-85.42,-17.55,265853.86,166224.2,529.74,27.19824555,13.65,15.1,72307.59,0,0.0,0.0,0,0
7962,재영솔루텍,49630,2017-12,0,-8.56,-5.06,14.57,-21.52,-60.68,-4.53,-5.19,-27.39,-130.96,-17.44,-19.7,-24.24,0.89,6.37,5.16,1.56,4.06,4.78,1.09,2.28,-4.81,48.13,28.61,5.72,832.2,39.06,-2.23,-2.19,-5.1,10.73,20.85,35.08,58.55,679.35,89.27,40.56,-37.63,-37.8,306780.71,158906.07,492.77,-4.077368849,-2.54,-2.79,-12508.58,0,0.0,0.0,0,0
7963,재영솔루텍,49630,2018-12,0,0.8,10.33,0.31,28.84,170.52,-2.98,15.46,1.98,8.8,2.03,2.42,1.66,0.84,6.36,5.04,1.41,3.84,4.44,1.03,2.2,-8.52,68.58,54.6,24.32,280.19,31.67,-1.51,-1.39,-3.51,26.3,32.61,40.96,91.47,227.09,73.7,20.38,-44.47,-18.77,401878.56,161255.2,708.92,36.03611247,20.43,25.56,144821.41,0,0.0,0.0,0,0
7964,재영솔루텍,49630,2019-12,0,2.32,2.2,6.27,1.16,31.61,3.7,20.18,4.47,12.17,4.92,6.0,3.67,0.82,9.91,5.84,1.42,5.47,2.72,1.17,2.01,-73.49,94.84,83.37,48.8,195.22,23.27,7.34,5.99,20.87,33.87,35.65,40.55,90.57,126.22,66.13,12.09,-222.08,-2.21,609514.14,235445.89,1034.35,42.92770603,25.3,31.2,261650.44,0,0.0,,0,1
7965,전방,950,2011-12,0,-3.75,9.39,12.7,7.38,-14.17,-7.35,-3.83,-12.38,-14.81,-5.53,-8.97,-7.63,0.62,4.3,6.8,1.01,20.6,1.2,1.27,2.45,-6.72,58.68,24.42,3.08,119.64,36.68,-1.64,-1.51,-2.43,45.53,10.38,24.94,286.05,93.36,54.47,58.38,-82.91,-17.56,359389.32,225077.96,595.84,3.469695033,2.09,3.55,12469.71,0,0.0,0.0,0,1
7966,전방,950,2012-12,0,-4.14,4.34,11.75,-15.13,-14.76,-3.7,-4.37,-11.9,-16.03,-7.25,-13.04,-6.62,0.56,4.29,6.9,0.87,19.63,1.35,0.95,2.46,-3.99,42.63,16.34,0.97,168.87,49.7,-7.1,-8.2,-8.98,37.19,7.78,20.29,258.97,127.97,62.81,61.66,-45.81,-27.31,419284.42,287698.35,633.35,0,3.14,5.77,19905.47,1,0.0,0.0,0,1
7967,전방,950,2013-12,0,0.74,-3.08,-3.66,2.08,-0.61,-0.45,6.87,0.01,0.0,1.37,2.49,0.0,0.55,3.99,7.55,0.83,23.17,1.46,0.88,2.64,-4.34,45.35,17.36,1.65,162.21,47.25,-1.97,-2.18,-2.57,38.14,8.18,21.37,332.49,123.54,61.86,61.72,-51.22,-25.75,395183.13,281761.31,600.52,0,11.05,19.76,66354.75,0,0.0,0.0,0,0
7968,전방,950,2014-12,0,-1.1,-3.63,-3.45,-6.6,-11.84,-16.55,0.05,-9.86,-12.83,-2.19,-4.61,-4.69,0.48,3.78,6.38,0.72,25.99,1.3,0.75,2.26,-2.83,37.71,16.01,2.04,186.62,50.65,0.69,0.93,0.89,34.89,8.79,20.71,484.05,157.41,65.11,57.54,-34.83,-34.21,409650.94,294301.18,621.32,0,6.59,13.61,40962.85,0,0.0,0.0,0,0
7969,전방,950,2015-12,0,-1.11,2.59,8.65,-14.59,5.23,-3.23,0.78,-9.89,-12.94,-2.05,-4.43,-4.57,0.46,4.02,6.89,0.68,34.34,1.31,0.72,2.44,-2.46,31.72,11.56,0.43,179.43,49.48,0.01,0.01,0.01,35.79,6.28,17.24,486.48,151.89,64.21,63.55,-29.52,-37.12,518947.33,340386.92,743.18,0,6.1,13.36,45360.13,0,0.0,0.0,0,0
7970,전방,950,2016-12,0,-1.28,-6.81,-3.69,-12.49,-10.61,-15.38,-1.06,-8.73,-9.96,-2.48,-6.21,-3.49,0.4,3.89,6.8,0.56,35.32,1.14,0.62,2.39,-2.12,29.31,11.59,0.82,191.29,51.06,1.0,1.59,1.29,34.33,6.4,16.19,527.53,160.89,65.67,60.45,-25.07,-39.04,596168.34,405507.39,826.13,0,6.98,16.82,57622.71,0,0.0,0.0,0,1
7971,전방,950,2017-12,0,-1.74,-14.58,-4.95,-19.3,-10.4,-9.12,-4.64,-7.15,-8.28,-4.04,-9.95,-2.91,0.41,4.55,6.88,0.54,46.2,1.16,0.63,2.58,-2.31,28.62,12.07,0.66,177.71,50.18,-1.33,-1.93,-1.7,36.01,6.45,15.3,877.04,148.41,63.99,57.81,-23.18,-38.15,779519.24,500987.82,970.69,0,8.18,18.54,79424.46,0,0.0,0.0,0,1
7972,전방,950,2018-12,0,-0.97,-11.97,-14.81,1.18,-16.07,-18.17,-1.64,-15.57,-16.98,-2.24,-5.84,-5.98,0.38,3.74,6.99,0.49,60.11,1.09,0.59,2.35,-2.15,31.57,9.55,0.26,191.25,52.4,-4.96,-7.93,-6.21,34.33,5.32,17.58,781.81,162.21,65.67,69.75,-32.17,-38.11,740552.77,555427.11,952.89,0,2.77,6.76,26409.45,0,0.0,0.0,0,0
7973,전방,950,2019-12,0,-3.17,6.21,16.05,-36.35,5.08,-7.93,-15.76,-29.28,-31.41,-8.12,-22.18,-10.73,0.37,4.49,8.59,0.45,87.89,1.07,0.56,2.63,-1.67,19.8,7.04,0.2,194.38,50.12,-4.14,-7.7,-5.46,33.97,3.75,10.54,1610.6,156.66,66.03,64.44,-15.91,-42.68,1087082.29,702518.11,1280.12,0,-0.94,-2.63,-11983.25,1,0.0,,0,0
7974,전진바이오팜,110020,2018-12,0,-16.98,-98.1,-99.88,-97.23,-97.21,-98.68,9.61,-245.5,-4.71,0.0,0.0,-1.78,0.01,0.14,0.15,0.02,5.49,0.02,0.01,0.01,0.81,225.82,202.14,196.84,82.06,0.0,-278.84,-646.39,0.0,54.93,76.91,85.92,1268.84,69.27,45.07,10.49,18.82,47.88,6860.58,14861.42,296.66,0,0.0,0.0,0.0,0,0.0,0.0,0,#DIV/0!
7975,전진바이오팜,110020,2019-12,0,-6.21,-9.96,573.43,-25.91,-25.89,185.24,52.84,-37.03,-42.96,0.0,0.0,-21.62,0.58,3.83,55.39,6.2,772.41,1.16,1.17,0.74,2.04,690.67,640.07,634.19,121.19,0.0,-49.26,-43.81,0.0,45.21,65.52,70.7,754.3,22.64,54.79,7.33,8.57,60.46,30882.67,20024.96,237.44,0,0.0,0.0,0.0,0,0.0,,0,#DIV/0!
7976,제너셈,217190,2015-12,0,37.05,140.81,110.2,174.77,157.75,775.79,36.38,14.29,23.97,0.0,0.0,15.18,1.06,8.27,7.96,2.71,14.64,1.68,2.9,1.81,4.46,223.64,183.98,40.06,54.82,0.0,2.2,1.04,0.0,64.59,50.14,60.95,166.09,42.19,35.41,17.74,32.08,33.7,155768.4,6379.22,616.72,0,0.0,0.0,0.0,0,0.0,0.0,0,#DIV/0!
7977,제너셈,217190,2016-12,0,-16.12,11.09,55.02,-16.96,-3.34,-47.41,25.43,-10.16,-6.33,0.0,0.0,-3.81,0.37,2.29,2.21,0.83,4.45,0.62,0.94,0.71,2.46,273.92,192.73,24.02,77.93,0.0,-6.06,-7.46,0.0,56.2,32.06,45.56,207.17,29.6,43.8,29.64,46.68,28.93,345084.21,5984.64,658.09,0,0.0,0.0,0.0,0,0.0,0.0,0,#DIV/0!
7978,제너셈,217190,2017-12,0,-3.06,-11.13,-1.41,-23.53,-23.18,55.36,15.49,-23.74,-26.43,0.0,0.0,-13.9,0.59,3.9,3.73,1.06,9.27,1.11,1.24,1.38,12.91,132.61,92.79,14.53,105.83,0.0,-16.07,-13.28,0.0,48.58,27.43,39.21,263.14,60.85,51.42,30.03,122.12,9.64,315322.2,5708.94,542.05,0,0.0,0.0,0.0,1,0.0,0.0,0,#DIV/0!
7979,제너셈,217190,2018-12,0,-4.26,5.48,9.21,-6.18,-32.01,-5.97,11.23,-30.73,-44.07,0.0,0.0,-17.51,0.57,3.5,3.9,0.96,5.77,1.43,0.95,1.54,-9.77,75.43,38.62,7.6,219.31,0.0,-8.27,-10.24,0.0,31.32,17.85,34.87,85.19,147.62,68.68,48.8,-149.83,-11.36,285243.18,4728.62,473.58,0,0.0,0.0,0.0,0,0.0,1.0,0,#DIV/0!
7980,제너셈,217190,2019-12,0,5.35,4.03,-0.39,11.4,18.26,48.72,35.64,7.97,19.24,0.0,0.0,6.45,0.81,3.23,6.0,1.37,6.4,2.41,1.22,2.24,-27.27,86.52,51.19,17.25,180.89,0.0,2.61,2.12,0.0,35.6,22.1,37.34,106.58,121.24,64.4,40.83,-262.06,-5.82,238373.74,5984.18,413.35,0,0.0,0.0,0.0,0,0.0,,0,#DIV/0!
7981,제룡전기,33100,2011-12,0,-1.95,-37.52,-32.58,-34.49,-39.98,-25.66,11.21,3.07,2.26,0.0,0.0,1.74,0.57,2.87,5.09,1.31,6.74,0.73,2.5,1.21,4.5,309.43,184.41,106.58,32.64,0.0,19.92,6.64,0.0,75.39,28.85,48.41,133.1,20.75,24.61,40.4,59.7,32.77,223309.42,38817.11,497.78,0,0.0,0.0,0.0,0,0.0,0.0,0,#DIV/0!
7982,제룡전기,33100,2012-12,0,4.09,-0.45,-2.86,2.63,0.77,26.14,11.96,2.08,2.56,0.0,0.0,1.94,0.93,4.33,5.87,2.08,9.97,1.23,3.86,1.9,5.47,317.73,200.65,71.09,31.04,0.0,3.43,0.87,0.0,76.31,31.52,49.91,195.92,20.59,23.69,36.85,53.77,34.2,202850.46,33516.72,459.03,0,0.0,0.0,0.0,1,0.0,0.0,0,#DIV/0!
