,회사명,거래소코드,회계년도,매출원가감소율,중간값
9217,힘스,238490,18-Dec,,
9218,힘스,238490,19-Dec,,
9219,AJ네트웍스,95570,15-Dec,,
9220,AJ네트웍스,95570,16-Dec,,
9221,AJ네트웍스,95570,17-Dec,,
9222,AJ네트웍스,95570,18-Dec,,
9223,AJ네트웍스,95570,19-Dec,,
9224,CS홀딩스,590,11-Dec,-1.204819277,
9225,CS홀딩스,590,12-Dec,2.352941176,
9226,CS홀딩스,590,13-Dec,-6.25,
9227,CS홀딩스,590,14-Dec,-5.263157895,
9228,CS홀딩스,590,15-Dec,-4.109589041,
9229,CS홀딩스,590,16-Dec,0,
9230,CS홀딩스,590,17-Dec,1.351351351,
9231,CS홀딩스,590,18-Dec,3.896103896,
9232,CS홀딩스,590,19-Dec,-2.666666667,
9233,HD현대,267250,17-Dec,,
9234,HD현대,267250,18-Dec,3.225806452,
9235,HD현대,267250,19-Dec,0,
9236,KB오토시스,24120,11-Dec,1.063829787,
9237,KB오토시스,24120,12-Dec,-5.617977528,
9238,KB오토시스,24120,13-Dec,0,
9239,KB오토시스,24120,14-Dec,0,
9240,KB오토시스,24120,15-Dec,-2.298850575,
9241,KB오토시스,24120,16-Dec,-3.571428571,
9242,KB오토시스,24120,17-Dec,0,
9243,KB오토시스,24120,18-Dec,2.325581395,
9244,KB오토시스,24120,19-Dec,0,
9245,KD,44180,11-Dec,1.149425287,
9246,KD,44180,12-Dec,-8.75,
9247,KD,44180,13-Dec,15.78947368,
9248,KD,44180,14-Dec,6.862745098,
9249,KD,44180,15-Dec,-24.3902439,
9250,KD,44180,16-Dec,1.204819277,
9251,KD,44180,17-Dec,9.782608696,
9252,KD,44180,18-Dec,-10.84337349,
9253,KD,44180,19-Dec,-1.219512195,
9254,KG스틸,16380,11-Dec,2.127659574,
9255,KG스틸,16380,12-Dec,0,
9256,KG스틸,16380,13-Dec,0,
9257,KG스틸,16380,14-Dec,2.083333333,
9258,KG스틸,16380,15-Dec,-7.865168539,
9259,KG스틸,16380,16-Dec,-2.298850575,
9260,KG스틸,16380,17-Dec,7.446808511,
9261,KG스틸,16380,18-Dec,2.083333333,
9262,KG스틸,16380,19-Dec,-2.127659574,
9263,KISCO홀딩스,1940,11-Dec,2.173913043,
9264,KISCO홀딩스,1940,12-Dec,-2.222222222,
9265,KISCO홀딩스,1940,13-Dec,4.255319149,
9266,KISCO홀딩스,1940,14-Dec,0,
9267,KISCO홀딩스,1940,15-Dec,-9.302325581,
9268,KISCO홀딩스,1940,16-Dec,0,
9269,KISCO홀딩스,1940,17-Dec,1.149425287,
9270,KISCO홀딩스,1940,18-Dec,4.395604396,
9271,KISCO홀딩스,1940,19-Dec,-1.111111111,
9272,LG이노텍,11070,11-Dec,4.395604396,
9273,LG이노텍,11070,12-Dec,-2.247191011,
9274,LG이노텍,11070,13-Dec,0,
9275,LG이노텍,11070,14-Dec,-2.298850575,
9276,LG이노텍,11070,15-Dec,0,
9277,LG이노텍,11070,16-Dec,2.247191011,
9278,LG이노텍,11070,17-Dec,-1.136363636,
9279,LG이노텍,11070,18-Dec,1.123595506,
9280,LG이노텍,11070,19-Dec,-1.136363636,
9281,LS일렉트릭,10120,11-Dec,3.614457831,
9282,LS일렉트릭,10120,12-Dec,-1.219512195,
9283,LS일렉트릭,10120,13-Dec,0,
9284,LS일렉트릭,10120,14-Dec,0,
9285,LS일렉트릭,10120,15-Dec,-2.5,
9286,LS일렉트릭,10120,16-Dec,1.234567901,
9287,LS일렉트릭,10120,17-Dec,0,
9288,LS일렉트릭,10120,18-Dec,0,
9289,LS일렉트릭,10120,19-Dec,0,
9290,OCI,10060,11-Dec,3.076923077,
9291,OCI,10060,12-Dec,22.61904762,
9292,OCI,10060,13-Dec,8.695652174,
9293,OCI,10060,14-Dec,-9.523809524,
9294,OCI,10060,15-Dec,12.5,
9295,OCI,10060,16-Dec,-9.090909091,
9296,OCI,10060,17-Dec,-2.325581395,
9297,OCI,10060,18-Dec,2.272727273,
9298,OCI,10060,19-Dec,10.20408163,
9299,SK이노베이션,96770,11-Dec,0,
9300,SK이노베이션,96770,12-Dec,2.105263158,
9301,SK이노베이션,96770,13-Dec,0,
9302,SK이노베이션,96770,14-Dec,3.06122449,
9303,SK이노베이션,96770,15-Dec,-7.692307692,
9304,SK이노베이션,96770,16-Dec,-4.597701149,
9305,SK이노베이션,96770,17-Dec,1.136363636,
9306,SK이노베이션,96770,18-Dec,5.376344086,
9307,SK이노베이션,96770,19-Dec,1.063829787,
9308,SNT모티브,64960,11-Dec,4.545454545,
9309,SNT모티브,64960,12-Dec,1.123595506,
9310,SNT모티브,64960,13-Dec,-1.136363636,
9311,SNT모티브,64960,14-Dec,-2.325581395,
9312,SNT모티브,64960,15-Dec,-4.87804878,
9313,SNT모티브,64960,16-Dec,3.529411765,
9314,SNT모티브,64960,17-Dec,0,
9315,SNT모티브,64960,18-Dec,2.298850575,
9316,SNT모티브,64960,19-Dec,-3.571428571,
9317,SNT중공업,3570,11-Dec,1.176470588,
9318,SNT중공업,3570,12-Dec,2.298850575,
9319,SNT중공업,3570,13-Dec,5.434782609,
9320,SNT중공업,3570,14-Dec,4.166666667,
9321,SNT중공업,3570,15-Dec,-9.090909091,
9322,SNT중공업,3570,16-Dec,7.368421053,
9323,SNT중공업,3570,17-Dec,-1.063829787,
9324,SNT중공업,3570,18-Dec,-6.818181818,
9325,SNT중공업,3570,19-Dec,2.222222222,
9326,STX엔진,77970,11-Dec,0,
9327,STX엔진,77970,12-Dec,4.444444444,
9328,STX엔진,77970,13-Dec,7.216494845,
9329,STX엔진,77970,14-Dec,-3.191489362,
9330,STX엔진,77970,15-Dec,,
9331,STX엔진,77970,16-Dec,,
9332,STX엔진,77970,17-Dec,-1.111111111,
9333,STX엔진,77970,18-Dec,-3.448275862,
9334,STX엔진,77970,19-Dec,2.247191011,
9335,STX중공업,71970,11-Dec,0,
9336,STX중공업,71970,12-Dec,1.052631579,
9337,STX중공업,71970,13-Dec,5.940594059,
9338,STX중공업,71970,14-Dec,-4.12371134,
9339,STX중공업,71970,15-Dec,-5.434782609,
9340,STX중공업,71970,16-Dec,27.55905512,
9341,STX중공업,71970,17-Dec,-47.6744186,
9342,STX중공업,71970,18-Dec,14,
9343,STX중공업,71970,19-Dec,-5.263157895,
9344,가온미디어,78890,11-Dec,2.409638554,
9345,가온미디어,78890,12-Dec,-1.219512195,
9346,가온미디어,78890,13-Dec,2.380952381,
9347,가온미디어,78890,14-Dec,0,
9348,가온미디어,78890,15-Dec,-3.703703704,
9349,가온미디어,78890,16-Dec,2.409638554,
9350,가온미디어,78890,17-Dec,2.352941176,
9351,가온미디어,78890,18-Dec,3.409090909,
9352,가온미디어,78890,19-Dec,-4.761904762,
9353,가온전선,500,11-Dec,1.041666667,
9354,가온전선,500,12-Dec,-1.052631579,
9355,가온전선,500,13-Dec,0,
9356,가온전선,500,14-Dec,0,
9357,가온전선,500,15-Dec,0,
9358,가온전선,500,16-Dec,-1.063829787,
9359,가온전선,500,17-Dec,2.083333333,
9360,가온전선,500,18-Dec,0,
9361,가온전선,500,19-Dec,-1.052631579,
9362,감성코퍼레이션,36620,11-Dec,,
9363,감성코퍼레이션,36620,12-Dec,,
9364,감성코퍼레이션,36620,13-Dec,,
9365,감성코퍼레이션,36620,14-Dec,,
9366,감성코퍼레이션,36620,15-Dec,,
9367,감성코퍼레이션,36620,16-Dec,,
9368,감성코퍼레이션,36620,17-Dec,,
9369,감성코퍼레이션,36620,18-Dec,,
9370,감성코퍼레이션,36620,19-Dec,-10.97560976,
9371,강남제비스코,860,11-Dec,1.149425287,
9372,강남제비스코,860,12-Dec,-1.162790698,
9373,강남제비스코,860,13-Dec,-2.380952381,
9374,강남제비스코,860,14-Dec,0,
9375,강남제비스코,860,15-Dec,-3.703703704,
9376,강남제비스코,860,16-Dec,-1.25,
9377,강남제비스코,860,17-Dec,4.761904762,
9378,강남제비스코,860,18-Dec,4.545454545,
9379,강남제비스코,860,19-Dec,0,
9380,갤럭시아머니트리,94480,11-Dec,0,
9381,갤럭시아머니트리,94480,12-Dec,-10.84337349,
9382,갤럭시아머니트리,94480,13-Dec,0,
9383,갤럭시아머니트리,94480,14-Dec,-6.41025641,
9384,갤럭시아머니트리,94480,15-Dec,-39.28571429,
9385,갤럭시아머니트리,94480,16-Dec,-3.703703704,
9386,갤럭시아머니트리,94480,17-Dec,5.263157895,
9387,갤럭시아머니트리,94480,18-Dec,6.557377049,
9388,갤럭시아머니트리,94480,19-Dec,0,
9389,경남스틸,39240,11-Dec,,
9390,경남스틸,39240,12-Dec,,
9391,경남스틸,39240,13-Dec,,
9392,경남스틸,39240,14-Dec,,
9393,경남스틸,39240,15-Dec,,
9394,경남스틸,39240,16-Dec,,
9395,경남스틸,39240,17-Dec,,
9396,경남스틸,39240,18-Dec,,
9397,경남스틸,39240,19-Dec,,
9398,경남제약,53950,11-Dec,,
9399,경남제약,53950,12-Dec,,
9400,경남제약,53950,13-Dec,,
9401,경남제약,53950,14-Dec,,
9402,경남제약,53950,15-Dec,,
9403,경남제약,53950,16-Dec,,
9404,경남제약,53950,17-Dec,,
9405,경남제약,53950,18-Dec,,
9406,경남제약,53950,19-Dec,3.225806452,
9407,경동제약,11040,11-Dec,-23.07692308,
9408,경동제약,11040,12-Dec,2.5,
9409,경동제약,11040,13-Dec,0,
9410,경동제약,11040,14-Dec,2.43902439,
9411,경동제약,11040,15-Dec,-2.5,
9412,경동제약,11040,16-Dec,0,
9413,경동제약,11040,17-Dec,4.761904762,
9414,경동제약,11040,18-Dec,-2.43902439,
9415,경동제약,11040,19-Dec,0,
9416,경인전자,9140,11-Dec,3.571428571,
9417,경인전자,9140,12-Dec,-6.329113924,
9418,경인전자,9140,13-Dec,0,
9419,경인전자,9140,14-Dec,-6.756756757,
9420,경인전자,9140,15-Dec,1.333333333,
9421,경인전자,9140,16-Dec,3.846153846,
9422,경인전자,9140,17-Dec,3.703703704,
9423,경인전자,9140,18-Dec,4.705882353,
9424,경인전자,9140,19-Dec,-4.938271605,
9425,경창산업,24910,11-Dec,3.225806452,
9426,경창산업,24910,12-Dec,-2.197802198,
9427,경창산업,24910,13-Dec,-3.409090909,
9428,경창산업,24910,14-Dec,0,
9429,경창산업,24910,15-Dec,0,
9430,경창산업,24910,16-Dec,-1.149425287,
9431,경창산업,24910,17-Dec,4.395604396,
9432,경창산업,24910,18-Dec,-3.409090909,
9433,경창산업,24910,19-Dec,5.376344086,
9434,계룡건설산업,13580,11-Dec,0,
9435,계룡건설산업,13580,12-Dec,0,
9436,계룡건설산업,13580,13-Dec,1.075268817,
9437,계룡건설산업,13580,14-Dec,7,
9438,계룡건설산업,13580,15-Dec,-7.52688172,
9439,계룡건설산업,13580,16-Dec,-1.086956522,
9440,계룡건설산업,13580,17-Dec,-2.222222222,
9441,계룡건설산업,13580,18-Dec,-1.123595506,
9442,계룡건설산업,13580,19-Dec,1.111111111,
9443,계양전기,12200,11-Dec,3.614457831,
9444,계양전기,12200,12-Dec,-1.219512195,
9445,계양전기,12200,13-Dec,-2.5,
9446,계양전기,12200,14-Dec,1.234567901,
9447,계양전기,12200,15-Dec,-1.25,
9448,계양전기,12200,16-Dec,-1.265822785,
9449,계양전기,12200,17-Dec,1.25,
9450,계양전기,12200,18-Dec,1.234567901,
9451,계양전기,12200,19-Dec,2.409638554,
9452,고려산업,2140,11-Dec,2.272727273,
9453,고려산업,2140,12-Dec,-1.149425287,
9454,고려산업,2140,13-Dec,1.136363636,
9455,고려산업,2140,14-Dec,-3.529411765,
9456,고려산업,2140,15-Dec,-1.19047619,
9457,고려산업,2140,16-Dec,-5,
9458,고려산업,2140,17-Dec,1.234567901,
9459,고려산업,2140,18-Dec,0,
9460,고려산업,2140,19-Dec,2.409638554,
9461,고려신용정보,49720,11-Dec,,
9462,고려신용정보,49720,12-Dec,,
9463,고려신용정보,49720,13-Dec,,
9464,고려신용정보,49720,14-Dec,,
9465,고려신용정보,49720,15-Dec,,
9466,고려신용정보,49720,16-Dec,,
9467,고려신용정보,49720,17-Dec,,
9468,고려신용정보,49720,18-Dec,,
9469,고려신용정보,49720,19-Dec,,
9470,고려아연,10130,11-Dec,0,
9471,고려아연,10130,12-Dec,4.761904762,
9472,고려아연,10130,13-Dec,1.176470588,
9473,고려아연,10130,14-Dec,-2.409638554,
9474,고려아연,10130,15-Dec,-1.219512195,
9475,고려아연,10130,16-Dec,2.380952381,
9476,고려아연,10130,17-Dec,0,
9477,고려아연,10130,18-Dec,3.448275862,
9478,고려아연,10130,19-Dec,-1.162790698,
9479,고려제강,2240,11-Dec,1.234567901,
9480,고려제강,2240,12-Dec,3.571428571,
9481,고려제강,2240,13-Dec,0,
9482,고려제강,2240,14-Dec,-1.204819277,
9483,고려제강,2240,15-Dec,1.19047619,
9484,고려제강,2240,16-Dec,0,
9485,고려제강,2240,17-Dec,0,
9486,고려제강,2240,18-Dec,3.448275862,
9487,고려제강,2240,19-Dec,1.136363636,
9488,고려제약,14570,11-Dec,,
9489,고려제약,14570,12-Dec,,
9490,고려제약,14570,13-Dec,,
9491,고려제약,14570,14-Dec,,
9492,고려제약,14570,15-Dec,,
9493,고려제약,14570,16-Dec,,
9494,고려제약,14570,17-Dec,,
9495,고려제약,14570,18-Dec,,
9496,고려제약,14570,19-Dec,,
9497,광동제약,9290,11-Dec,0,
9498,광동제약,9290,12-Dec,5.084745763,
9499,광동제약,9290,13-Dec,7.8125,
9500,광동제약,9290,14-Dec,-1.587301587,
9501,광동제약,9290,15-Dec,17.10526316,
9502,광동제약,9290,16-Dec,1.298701299,
9503,광동제약,9290,17-Dec,1.282051282,
9504,광동제약,9290,18-Dec,2.5,
9505,광동제약,9290,19-Dec,-1.265822785,
9506,광전자,17900,11-Dec,6.593406593,
9507,광전자,17900,12-Dec,2.150537634,
9508,광전자,17900,13-Dec,-1.086956522,
9509,광전자,17900,14-Dec,6.12244898,
9510,광전자,17900,15-Dec,-3.157894737,
9511,광전자,17900,16-Dec,-5.555555556,
9512,광전자,17900,17-Dec,-7.142857143,
9513,광전자,17900,18-Dec,3.448275862,
9514,광전자,17900,19-Dec,1.136363636,
9515,광진실업,26910,11-Dec,,
9516,광진실업,26910,12-Dec,,
9517,광진실업,26910,13-Dec,,
9518,광진실업,26910,14-Dec,,
9519,광진실업,26910,15-Dec,,
9520,광진실업,26910,16-Dec,,
9521,광진실업,26910,17-Dec,,
9522,광진실업,26910,18-Dec,,
9523,광진실업,26910,19-Dec,,
9524,국도화학,7690,11-Dec,2.197802198,
9525,국도화학,7690,12-Dec,-1.111111111,
9526,국도화학,7690,13-Dec,0,
9527,국도화학,7690,14-Dec,1.098901099,
9528,국도화학,7690,15-Dec,-5.813953488,
9529,국도화학,7690,16-Dec,3.370786517,
9530,국도화학,7690,17-Dec,-1.136363636,
9531,국도화학,7690,18-Dec,1.123595506,
9532,국도화학,7690,19-Dec,0,
9533,국일신동,60480,14-Dec,,
9534,국일신동,60480,15-Dec,,
9535,국일신동,60480,16-Dec,,
9536,국일신동,60480,17-Dec,,
9537,국일신동,60480,18-Dec,,
9538,국일신동,60480,19-Dec,,
9539,국일제지,78130,11-Dec,1.075268817,
9540,국일제지,78130,12-Dec,0,
9541,국일제지,78130,13-Dec,-3.333333333,
9542,국일제지,78130,14-Dec,2.173913043,
9543,국일제지,78130,15-Dec,,
9544,국일제지,78130,16-Dec,,
9545,국일제지,78130,17-Dec,,
9546,국일제지,78130,18-Dec,,
9547,국일제지,78130,19-Dec,,
9548,국제약품,2720,10-Mar,,
9549,국제약품,2720,11-Mar,,
9550,국제약품,2720,12-Dec,13.84615385,
9551,국제약품,2720,13-Dec,-8.333333333,
9552,국제약품,2720,14-Dec,1.639344262,
9553,국제약품,2720,15-Dec,-10.90909091,
9554,국제약품,2720,16-Dec,0,
9555,국제약품,2720,17-Dec,5.172413793,
9556,국제약품,2720,18-Dec,-5.454545455,
9557,국제약품,2720,19-Dec,-5.769230769,
9558,그랜드코리아레저,114090,11-Dec,,
9559,그랜드코리아레저,114090,12-Dec,,
9560,그랜드코리아레저,114090,13-Dec,,
9561,그랜드코리아레저,114090,14-Dec,,
9562,그랜드코리아레저,114090,15-Dec,,
9563,그랜드코리아레저,114090,16-Dec,,
9564,그랜드코리아레저,114090,17-Dec,,
9565,그랜드코리아레저,114090,18-Dec,,
9566,그랜드코리아레저,114090,19-Dec,2.739726027,
9567,그레이트리치과기유한공사,900290,16-Jun,,
9568,그레이트리치과기유한공사,900290,17-Jun,5.797101449,
9569,그레이트리치과기유한공사,900290,18-Jun,6.756756757,
9570,그레이트리치과기유한공사,900290,19-Jun,0,
9571,그린케미칼,83420,11-Dec,,
9572,그린케미칼,83420,12-Dec,,
9573,그린케미칼,83420,13-Dec,,
9574,그린케미칼,83420,14-Dec,,
9575,그린케미칼,83420,15-Dec,,
9576,그린케미칼,83420,16-Dec,,
9577,그린케미칼,83420,17-Dec,,
9578,그린케미칼,83420,18-Dec,,
9579,그린케미칼,83420,19-Dec,,
9580,극동유화,14530,11-Dec,,
9581,극동유화,14530,12-Dec,,
9582,극동유화,14530,13-Dec,,
9583,극동유화,14530,14-Dec,,
9584,극동유화,14530,15-Dec,-4.761904762,
9585,극동유화,14530,16-Dec,0,
9586,극동유화,14530,17-Dec,9.677419355,
9587,극동유화,14530,18-Dec,2.105263158,
9588,극동유화,14530,19-Dec,-1.063829787,
9589,글로벌에스엠테크리미티드,900070,11-Dec,5.194805195,
9590,글로벌에스엠테크리미티드,900070,12-Dec,-1.315789474,
9591,글로벌에스엠테크리미티드,900070,13-Dec,0,
9592,글로벌에스엠테크리미티드,900070,14-Dec,-1.333333333,
9593,글로벌에스엠테크리미티드,900070,15-Dec,1.315789474,
9594,글로벌에스엠테크리미티드,900070,16-Dec,-4.109589041,
9595,글로벌에스엠테크리미티드,900070,17-Dec,1.351351351,
9596,글로벌에스엠테크리미티드,900070,18-Dec,1.333333333,
9597,글로벌에스엠테크리미티드,900070,19-Dec,-1.351351351,
9598,글로벌텍스프리,204620,14-Dec,,
9599,글로벌텍스프리,204620,15-Dec,,
9600,글로벌텍스프리,204620,16-Dec,,
9601,글로벌텍스프리,204620,17-Dec,,
9602,글로벌텍스프리,204620,18-Dec,,
9603,글로벌텍스프리,204620,19-Dec,,
9604,글로본,19660,10-Mar,,
9605,글로본,19660,11-Mar,,
9606,글로본,19660,12-Mar,,
9607,글로본,19660,13-Mar,,
9608,글로본,19660,14-Mar,,
9609,글로본,19660,15-Mar,,
9610,글로본,19660,16-Mar,,
9611,글로본,19660,17-Dec,,
9612,글로본,19660,18-Dec,,
9613,글로본,19660,19-Dec,,
9614,금강공업,14280,11-Dec,3.488372093,
9615,금강공업,14280,12-Dec,-1.176470588,
9616,금강공업,14280,13-Dec,-1.19047619,
9617,금강공업,14280,14-Dec,0,
9618,금강공업,14280,15-Dec,-2.43902439,
9619,금강공업,14280,16-Dec,-5.128205128,
9620,금강공업,14280,17-Dec,1.265822785,
9621,금강공업,14280,18-Dec,3.658536585,
9622,금강공업,14280,19-Dec,2.380952381,
9623,금강철강,53260,11-Dec,-1.052631579,
9624,금강철강,53260,12-Dec,0,
9625,금강철강,53260,13-Dec,0,
9626,금강철강,53260,14-Dec,0,
9627,금강철강,53260,15-Dec,-2.150537634,
9628,금강철강,53260,16-Dec,1.063829787,
9629,금강철강,53260,17-Dec,1.052631579,
9630,금강철강,53260,18-Dec,0,
9631,금강철강,53260,19-Dec,-1.063829787,
9632,금호건설,2990,11-Dec,-3.296703297,
9633,금호건설,2990,12-Dec,2.150537634,
9634,금호건설,2990,13-Dec,0,
9635,금호건설,2990,14-Dec,1.063829787,
9636,금호건설,2990,15-Dec,0,
9637,금호건설,2990,16-Dec,-2.173913043,
9638,금호건설,2990,17-Dec,0,
9639,금호건설,2990,18-Dec,1.075268817,
9640,금호건설,2990,19-Dec,0,
9641,금호석유화학,11780,11-Dec,-1.19047619,
9642,금호석유화학,11780,12-Dec,9.677419355,
9643,금호석유화학,11780,13-Dec,1.063829787,
9644,금호석유화학,11780,14-Dec,-1.075268817,
9645,금호석유화학,11780,15-Dec,-1.086956522,
9646,금호석유화학,11780,16-Dec,0,
9647,금호석유화학,11780,17-Dec,0,
9648,금호석유화학,11780,18-Dec,-5.747126437,
9649,금호석유화학,11780,19-Dec,2.247191011,
9650,금호전기,1210,11-Dec,2.5,
9651,금호전기,1210,12-Dec,10.11235955,
9652,금호전기,1210,13-Dec,0,
9653,금호전기,1210,14-Dec,-1.136363636,
9654,금호전기,1210,15-Dec,2.222222222,
9655,금호전기,1210,16-Dec,-2.272727273,
9656,금호전기,1210,17-Dec,0,
9657,금호전기,1210,18-Dec,26.05042017,
9658,금호전기,1210,19-Dec,-63.01369863,
9659,금호타이어,73240,11-Dec,3.797468354,
9660,금호타이어,73240,12-Dec,-5.333333333,
9661,금호타이어,73240,13-Dec,-1.351351351,
9662,금호타이어,73240,14-Dec,-4.225352113,
9663,금호타이어,73240,15-Dec,4.054054054,
9664,금호타이어,73240,16-Dec,1.333333333,
9665,금호타이어,73240,17-Dec,10.71428571,
9666,금호타이어,73240,18-Dec,2.325581395,
9667,금호타이어,73240,19-Dec,-11.68831169,
9668,기신정기,92440,10-Mar,,
9669,기신정기,92440,11-Mar,1.369863014,
9670,기신정기,92440,12-Mar,2.666666667,
9671,기신정기,92440,13-Mar,-1.351351351,
9672,기신정기,92440,14-Mar,-1.369863014,
9673,기신정기,92440,15-Mar,1.351351351,
9674,기신정기,92440,16-Mar,5.128205128,
9675,기신정기,92440,17-Mar,0,
9676,기신정기,92440,18-Mar,3.703703704,
9677,기신정기,92440,19-Mar,0,
9678,기아,270,11-Dec,-1.298701299,
9679,기아,270,12-Dec,0,
9680,기아,270,13-Dec,2.53164557,
9681,기아,270,14-Dec,1.25,
9682,기아,270,15-Dec,0,
9683,기아,270,16-Dec,0,
9684,기아,270,17-Dec,3.614457831,
9685,기아,270,18-Dec,2.352941176,
9686,기아,270,19-Dec,-1.19047619,
9687,깨끗한나라,4540,11-Dec,0,
9688,깨끗한나라,4540,12-Dec,-2.409638554,
9689,깨끗한나라,4540,13-Dec,-2.469135802,
9690,깨끗한나라,4540,14-Dec,2.409638554,
9691,깨끗한나라,4540,15-Dec,0,
9692,깨끗한나라,4540,16-Dec,-2.469135802,
9693,깨끗한나라,4540,17-Dec,5.813953488,
9694,깨끗한나라,4540,18-Dec,6.52173913,
9695,깨끗한나라,4540,19-Dec,-6.976744186,
9696,나노캠텍,91970,11-Dec,7.954545455,
9697,나노캠텍,91970,12-Dec,-2.325581395,
9698,나노캠텍,91970,13-Dec,-3.614457831,
9699,나노캠텍,91970,14-Dec,-1.219512195,
9700,나노캠텍,91970,15-Dec,5.747126437,
9701,나노캠텍,91970,16-Dec,-3.571428571,
9702,나노캠텍,91970,17-Dec,6.666666667,
9703,나노캠텍,91970,18-Dec,-13.92405063,
9704,나노캠텍,91970,19-Dec,-21.53846154,
9705,나라엠앤디,51490,11-Dec,-1.19047619,
9706,나라엠앤디,51490,12-Dec,-1.204819277,
9707,나라엠앤디,51490,13-Dec,2.352941176,
9708,나라엠앤디,51490,14-Dec,1.162790698,
9709,나라엠앤디,51490,15-Dec,1.149425287,
9710,나라엠앤디,51490,16-Dec,3.333333333,
9711,나라엠앤디,51490,17-Dec,-4.651162791,
9712,나라엠앤디,51490,18-Dec,1.149425287,
9713,나라엠앤디,51490,19-Dec,3.333333333,
9714,나무기술,242040,16-Dec,,
9715,나무기술,242040,17-Dec,,
9716,나무기술,242040,18-Dec,,
9717,나무기술,242040,19-Dec,-10.84337349,
9718,나이스정보통신,36800,11-Dec,,
9719,나이스정보통신,36800,12-Dec,,
9720,나이스정보통신,36800,13-Dec,,
9721,나이스정보통신,36800,14-Dec,,
9722,나이스정보통신,36800,15-Dec,,
9723,나이스정보통신,36800,16-Dec,,
9724,나이스정보통신,36800,17-Dec,1.470588235,
9725,나이스정보통신,36800,18-Dec,5.555555556,
9726,나이스정보통신,36800,19-Dec,4,
9727,나이스평가정보,30190,11-Dec,,
9728,나이스평가정보,30190,12-Dec,,
9729,나이스평가정보,30190,13-Dec,,
9730,나이스평가정보,30190,14-Dec,,
9731,나이스평가정보,30190,15-Dec,,
9732,나이스평가정보,30190,16-Dec,,
9733,나이스평가정보,30190,17-Dec,,
9734,나이스평가정보,30190,18-Dec,,
9735,나이스평가정보,30190,19-Dec,,
9736,남광토건,1260,11-Dec,0,
9737,남광토건,1260,12-Dec,2.97029703,
9738,남광토건,1260,13-Dec,0.980392157,
9739,남광토건,1260,14-Dec,7.272727273,
9740,남광토건,1260,15-Dec,2.654867257,
9741,남광토건,1260,16-Dec,-11.88118812,
9742,남광토건,1260,17-Dec,-10.98901099,
9743,남광토건,1260,18-Dec,-8.333333333,
9744,남광토건,1260,19-Dec,7.692307692,
9745,남양유업,3920,11-Dec,0,
9746,남양유업,3920,12-Dec,0,
9747,남양유업,3920,13-Dec,5.405405405,
9748,남양유업,3920,14-Dec,1.333333333,
9749,남양유업,3920,15-Dec,-4.166666667,
9750,남양유업,3920,16-Dec,1.369863014,
9751,남양유업,3920,17-Dec,1.351351351,
9752,남양유업,3920,18-Dec,1.333333333,
9753,남양유업,3920,19-Dec,1.315789474,
9754,남해화학,25860,11-Dec,,
9755,남해화학,25860,12-Dec,,
9756,남해화학,25860,13-Dec,,
9757,남해화학,25860,14-Dec,,
9758,남해화학,25860,15-Dec,,
9759,남해화학,25860,16-Dec,,
9760,남해화학,25860,17-Dec,-1.111111111,
9761,남해화학,25860,18-Dec,,
9762,남해화학,25860,19-Dec,,
9763,남화산업,111710,18-Dec,,
9764,남화산업,111710,19-Dec,,
9765,남화토건,91590,12-Dec,,
9766,남화토건,91590,13-Dec,3.260869565,
9767,남화토건,91590,14-Dec,0,
9768,남화토건,91590,15-Dec,3.157894737,
9769,남화토건,91590,16-Dec,-7.954545455,
9770,남화토건,91590,17-Dec,-2.325581395,
9771,남화토건,91590,18-Dec,5.494505495,
9772,남화토건,91590,19-Dec,0,
9773,네이버,35420,11-Dec,,
9774,네이버,35420,12-Dec,,
9775,네이버,35420,13-Dec,,
9776,네이버,35420,14-Dec,,
9777,네이버,35420,15-Dec,,
9778,네이버,35420,16-Dec,,
9779,네이버,35420,17-Dec,,
9780,네이버,35420,18-Dec,,
9781,네이버,35420,19-Dec,,
9782,넥센타이어,2350,11-Dec,7.894736842,
9783,넥센타이어,2350,12-Dec,-4.109589041,
9784,넥센타이어,2350,13-Dec,-1.388888889,
9785,넥센타이어,2350,14-Dec,-5.882352941,
9786,넥센타이어,2350,15-Dec,-3.03030303,
9787,넥센타이어,2350,16-Dec,-3.125,
9788,넥센타이어,2350,17-Dec,5.882352941,
9789,넥센타이어,2350,18-Dec,5.555555556,
9790,넥센타이어,2350,19-Dec,-2.857142857,
9791,넷마블,251270,17-Dec,,
9792,넷마블,251270,18-Dec,,
9793,넷마블,251270,19-Dec,,
9794,농업회사법인농우바이오,54050,10-Oct,,
9795,농업회사법인농우바이오,54050,11-Oct,-5.714285714,
9796,농업회사법인농우바이오,54050,13-Sep,16.66666667,
9797,농업회사법인농우바이오,54050,14-Sep,2.325581395,
9798,농업회사법인농우바이오,54050,15-Sep,-4.87804878,
9799,농업회사법인농우바이오,54050,16-Dec,10.86956522,
9800,농업회사법인농우바이오,54050,17-Dec,0,
9801,농업회사법인농우바이오,54050,18-Dec,2.127659574,
9802,농업회사법인농우바이오,54050,19-Dec,9.615384615,
9803,농업회사법인아시아종묘,154030,18-Sep,,
9804,농업회사법인아시아종묘,154030,19-Sep,-6,
9805,뉴지랩파마,214870,15-Dec,,
9806,뉴지랩파마,214870,16-Dec,,
