,구분,코드,산업명,2011년,2011년.mid,2012년,2012년.mid,2012년 감소율,2013년,2013년.mid,2013년 감소율,2014년,2014년.mid,2014년 감소율,2015년,2015년.mid,2015년 감소율,2016년,2016년.mid,2016년 감소율,2017년,2017년.mid,2017년 감소율,2018년,2018년.mid,2018년 감소율,2019년,2019년.mid,2019년 감소율
1154,(주)비츠로셀,82920,  전기장비 제조업,71.51,79.665,73.26,81.545,-2.45,73.53,81.135,-0.37,75.21,81.835,-2.28,73.12,82.075,2.78,69.17,81.51,5.4,73.44,83.595,-6.17,75.54,84.085,-2.86,73.63,86.18,2.53
1155,(주)비츠로시스,54220,  전기장비 제조업,85.69,79.665,84.36,81.545,1.55,84.8,81.135,-0.52,82.78,81.835,2.38,97.89,82.075,-18.25,77.11,81.51,21.23,81.71,83.595,-5.97,88.39,84.085,-8.18,103.28,86.18,-16.85
1156,(주)비츠로테크,42370,  전기장비 제조업,85.42,79.665,87.62,81.545,-2.58,86.72,81.135,1.03,86.68,81.835,0.05,88.61,82.075,-2.23,91.65,81.51,-3.43,84.6,83.595,7.69,70.04,84.085,17.21,72.65,86.18,-3.73
1157,(주)서전기전,189860,  전기장비 제조업,0,79.665,0,81.545,,0,81.135,,68.79,81.835,#NAME?,72.98,82.075,-6.09,73.06,81.51,-0.11,74.03,83.595,-1.33,76.47,84.085,-3.3,81.35,86.18,-6.38
1158,(주)신화콘텍,187270,  전기장비 제조업,0,79.665,0,81.545,,0,81.135,,74.85,81.835,#NAME?,85.6,82.075,-14.36,80.67,81.51,5.76,71.76,83.595,11.04,80.25,84.085,-11.83,76.55,86.18,4.61
1159,(주)씨엔플러스,115530,  전기장비 제조업,78.94,79.665,82.07,81.545,-3.97,89.33,81.135,-8.85,99.26,81.835,-11.12,91.82,82.075,7.5,91,81.51,0.89,76.63,83.595,15.79,86.84,84.085,-13.32,82.8,86.18,4.65
1160,(주)에스씨디,42110,  전기장비 제조업,89.61,79.665,89.2,81.545,0.46,86.04,81.135,3.54,84.32,81.835,2,83.46,82.075,1.02,87.07,81.51,-4.33,89.05,83.595,-2.27,91.95,84.085,-3.26,92.75,86.18,-0.87
1161,(주)에스에너지,95910,  전기장비 제조업,92.3,79.665,83.24,81.545,9.82,88.52,81.135,-6.34,90.05,81.835,-1.73,93.36,82.075,-3.68,91.78,81.51,1.69,88.62,83.595,3.44,84.03,84.085,5.18,88.69,86.18,-5.55
1162,(주)에스피지,58610,  전기장비 제조업,83.52,79.665,83.95,81.545,-0.51,85.3,81.135,-1.61,85.14,81.835,0.19,85.35,82.075,-0.25,84.77,81.51,0.68,87.03,83.595,-2.67,87.94,84.085,-1.05,88.83,86.18,-1.01
1163,(주)에이치앤비디자인,227100,  전기장비 제조업,0,79.665,0,81.545,,0,81.135,,0,81.835,,0,82.075,,0,81.51,,0,83.595,,83.69,84.085,#NAME?,87.35,86.18,-4.37
1164,(주)에코프로비엠,247540,  전기장비 제조업,0,79.665,0,81.545,,0,81.135,,0,81.835,,0,82.075,,0,81.51,,0,83.595,,0,84.085,,88.14,86.18,#NAME?
1165,(주)우리기술,32820,  전기장비 제조업,58.14,79.665,78.8,81.545,-35.53,73.33,81.135,6.94,69.4,81.835,5.36,63.79,82.075,8.08,61.5,81.51,3.59,56.22,83.595,8.59,76.99,84.085,-36.94,90.56,86.18,-17.63
1166,(주)원익피앤이,131390,  전기장비 제조업,72.92,79.665,69.26,81.545,5.02,75.93,81.135,-9.63,84.38,81.835,-11.13,80.85,82.075,4.18,78.99,81.51,2.3,74.27,83.595,5.98,74.49,84.085,-0.3,78.44,86.18,-5.3
1167,(주)위니아,71460,  전기장비 제조업,0,79.665,0,81.545,,0,81.135,,0,81.835,,0,82.075,,73.88,81.51,#NAME?,73.24,83.595,0.87,80.62,84.085,-10.08,81.01,86.18,-0.48
1168,(주)윌링스,313760,  전기장비 제조업,0,79.665,0,81.545,,0,81.135,,0,81.835,,0,82.075,,0,81.51,,0,83.595,,0,84.085,,76.89,86.18,#NAME?
1169,(주)유라테크,48430,  전기장비 제조업,90.96,79.665,85.43,81.545,6.08,88.75,81.135,-3.89,90.29,81.835,-1.74,91.29,82.075,-1.11,91.86,81.51,-0.62,94.89,83.595,-3.3,95.06,84.085,-0.18,92.54,86.18,2.65
1170,(주)지엔씨에너지,119850,  전기장비 제조업,0,79.665,0,81.545,,87.28,81.135,#NAME?,87.42,81.835,-0.16,87.51,82.075,-0.1,87.45,81.51,0.07,88.28,83.595,-0.95,90.72,84.085,-2.76,91.81,86.18,-1.2
1171,(주)티에이치엔,19180,  전기장비 제조업,90.62,79.665,90.06,81.545,0.62,89.65,81.135,0.46,90.14,81.835,-0.55,87.09,82.075,3.38,88.86,81.51,-2.03,90,83.595,-1.28,89.35,84.085,0.72,88.68,86.18,0.75
1172,(주)파루,43200,  전기장비 제조업,114.58,79.665,89.36,81.545,22.01,79.55,81.135,10.98,69.64,81.835,12.46,67.19,82.075,3.52,64.79,81.51,3.57,98.04,83.595,-51.32,124.14,84.085,-26.62,77.63,86.18,37.47
1173,(주)파세코,37070,  전기장비 제조업,83.39,79.665,81.96,81.545,1.71,78.9,81.135,3.73,81.15,81.835,-2.85,79.28,82.075,2.3,78.58,81.51,0.88,80.17,83.595,-2.02,82.53,84.085,-2.94,80.75,86.18,2.16
1174,(주)파워넷,37030,  전기장비 제조업,0,79.665,0,81.545,,0,81.135,,0,81.835,,0,82.075,,0,81.51,,0,83.595,,87.35,84.085,#NAME?,86.13,86.18,1.4
1175,(주)파워로직스,47310,  전기장비 제조업,97.54,79.665,95.1,81.545,2.5,99.09,81.135,-4.2,93.07,81.835,6.08,94.65,82.075,-1.7,94.81,81.51,-0.17,94.95,83.595,-0.15,92.66,84.085,2.41,92.51,86.18,0.16
1176,(주)프리엠스,53160,  전기장비 제조업,77.33,79.665,76.3,81.545,1.33,75.35,81.135,1.25,74.78,81.835,0.76,73.45,82.075,1.78,81.63,81.51,-11.14,84.24,83.595,-3.2,82.16,84.085,2.47,83.41,86.18,-1.52
1177,(주)하츠,66130,  전기장비 제조업,77.63,79.665,77.26,81.545,0.48,77.9,81.135,-0.83,74.73,81.835,4.07,75.53,82.075,-1.07,76.5,81.51,-1.28,78.08,83.595,-2.07,79.41,84.085,-1.7,78.05,86.18,1.71
1178,LS일렉트릭(주),10120,  전기장비 제조업,79.42,79.665,79.1,81.545,0.4,79.08,81.135,0.03,79.79,81.835,-0.9,78.8,82.075,1.24,80.64,81.51,-2.34,79.45,83.595,1.48,79.05,84.085,0.5,78.58,86.18,0.59
1179,가온전선(주),500,  전기장비 제조업,96.3,79.665,95.25,81.545,1.09,95.4,81.135,-0.16,95.27,81.835,0.14,94.86,82.075,0.43,94.13,81.51,0.77,95.39,83.595,-1.34,95.61,84.085,-0.23,95.2,86.18,0.43
1180,금호전기(주),1210,  전기장비 제조업,84.71,79.665,86.89,81.545,-2.57,89.05,81.135,-2.49,89.13,81.835,-0.09,90.42,82.075,-1.45,79.37,81.51,12.22,73.88,83.595,6.92,79.84,84.085,-8.07,72.62,86.18,9.04
1181,대보마그네틱(주),290670,  전기장비 제조업,0,79.665,0,81.545,,0,81.135,,0,81.835,,0,82.075,,0,81.51,,0,83.595,,64,84.085,#NAME?,65.02,86.18,-1.59
1182,대원전선(주),6340,  전기장비 제조업,96.65,79.665,95.85,81.545,0.83,96.48,81.135,-0.66,97.4,81.835,-0.95,96.87,82.075,0.54,97.23,81.51,-0.37,98.38,83.595,-1.18,97.48,84.085,0.91,97.45,86.18,0.03
1183,대한전선(주),1440,  전기장비 제조업,95.06,79.665,94.54,81.545,0.55,95.83,81.135,-1.36,92.36,81.835,3.62,91.26,82.075,1.19,90.56,81.51,0.77,92.69,83.595,-2.35,93.2,84.085,-0.55,94.6,86.18,-1.5
1184,동양이엔피(주),79960,  전기장비 제조업,91.64,79.665,89.19,81.545,2.67,89.53,81.135,-0.38,90.4,81.835,-0.97,90.55,82.075,-0.17,91.71,81.51,-1.28,91.16,83.595,0.6,92.7,84.085,-1.69,87.27,86.18,5.86
1185,두산퓨얼셀(주),336260,  전기장비 제조업,0,79.665,0,81.545,,0,81.135,,0,81.835,,0,82.075,,0,81.51,,0,83.595,,0,84.085,,88.4,86.18,#NAME?
1186,로체시스템즈(주),71280,  전기장비 제조업,81.7,79.665,86.03,81.545,-5.3,79.86,81.135,7.17,93.8,81.835,-17.46,83.84,82.075,10.62,85.3,81.51,-1.74,93.13,83.595,-9.18,89.63,84.085,3.76,82.14,86.18,8.36
1187,보성파워텍(주),6910,  전기장비 제조업,94.19,79.665,90.38,81.545,4.05,92.73,81.135,-2.6,97.74,81.835,-5.4,91,82.075,6.9,97.24,81.51,-6.86,100.49,83.595,-3.34,93.49,84.085,6.97,93.07,86.18,0.45
1188,상신이디피(주),91580,  전기장비 제조업,86.4,79.665,87.87,81.545,-1.7,85.12,81.135,3.13,85.47,81.835,-0.41,91.55,82.075,-7.11,88.06,81.51,3.81,86.07,83.595,2.26,84.14,84.085,2.24,90.55,86.18,-7.62
1189,서울전자통신(주),27040,  전기장비 제조업,89.18,79.665,92.46,81.545,-3.68,91.13,81.135,1.44,87.15,81.835,4.37,87.83,82.075,-0.78,91.87,81.51,-4.6,94.53,83.595,-2.9,96.42,84.085,-2,96.87,86.18,-0.47
1190,서호전기(주),65710,  전기장비 제조업,77.43,79.665,77.23,81.545,0.26,75.46,81.135,2.29,76.02,81.835,-0.74,81.65,82.075,-7.41,70.29,81.51,13.91,47.3,83.595,32.71,53.53,84.085,-13.17,64.84,86.18,-21.13
1191,선도전기(주),7610,  전기장비 제조업,92.36,79.665,93.46,81.545,-1.19,92.6,81.135,0.92,92.78,81.835,-0.19,88.64,82.075,4.46,90.11,81.51,-1.66,90.93,83.595,-0.91,90.46,84.085,0.52,91.85,86.18,-1.54
1192,세방전지(주),4490,  전기장비 제조업,78.89,79.665,77.41,81.545,1.88,82.67,81.135,-6.79,82.52,81.835,0.18,81.03,82.075,1.81,82.83,81.51,-2.22,84.83,83.595,-2.41,83.12,84.085,2.02,82.9,86.18,0.26
1193,신성델타테크(주),65350,  전기장비 제조업,90.05,79.665,86.01,81.545,4.49,85.66,81.135,0.41,86.88,81.835,-1.42,86.19,82.075,0.79,85.24,81.51,1.1,83.75,83.595,1.75,86.47,84.085,-3.25,88.27,86.18,-2.08
1194,신흥에스이씨(주),243840,  전기장비 제조업,0,79.665,0,81.545,,0,81.135,,0,81.835,,0,82.075,,0,81.51,,83.44,83.595,#NAME?,84.55,84.085,-1.33,85.73,86.18,-1.4
1195,아비코전자(주),36010,  전기장비 제조업,87.39,79.665,89.42,81.545,-2.32,84.13,81.135,5.92,77.88,81.835,7.43,77.43,82.075,0.58,76.95,81.51,0.62,79.5,83.595,-3.31,81.66,84.085,-2.72,80.15,86.18,1.85
1196,에스퓨얼셀(주),288620,  전기장비 제조업,0,79.665,0,81.545,,0,81.135,,0,81.835,,0,82.075,,0,81.51,,0,83.595,,76.89,84.085,#NAME?,68.36,86.18,11.09
1197,에이에프더블류(주),312610,  전기장비 제조업,0,79.665,0,81.545,,0,81.135,,0,81.835,,0,82.075,,0,81.51,,0,83.595,,0,84.085,,61.37,86.18,#NAME?
1198,에이치엘비(주),28300,  전기장비 제조업,79.92,79.665,91.49,81.545,-14.48,92.97,81.135,-1.62,83.96,81.835,9.69,84.34,82.075,-0.45,85.97,81.51,-1.93,90.53,83.595,-5.3,80.51,84.085,11.07,89.69,86.18,-11.4
1199,우리엔터프라이즈(주),37400,  전기장비 제조업,82.07,79.665,81.13,81.545,1.15,83.54,81.135,-2.97,85.03,81.835,-1.78,85.91,82.075,-1.03,85.84,81.51,0.08,73.61,83.595,14.25,72.31,84.085,1.77,70.86,86.18,2.01
1200,이화전기공업(주),24810,  전기장비 제조업,79.91,79.665,86.39,81.545,-8.11,83.68,81.135,3.14,94.64,81.835,-13.1,81.9,82.075,13.46,81.49,81.51,0.5,79.96,83.595,1.88,88.28,84.085,-10.41,84.26,86.18,4.55
1201,일진전기(주),103590,  전기장비 제조업,91.39,79.665,92.37,81.545,-1.07,90.45,81.135,2.08,87.6,81.835,3.15,89.49,82.075,-2.16,89.44,81.51,0.06,90.29,83.595,-0.95,91.16,84.085,-0.96,90.93,86.18,0.25
1202,자이글(주),234920,  전기장비 제조업,0,79.665,0,81.545,,0,81.135,,0,81.835,,0,82.075,,26.06,81.51,#NAME?,28.1,83.595,-7.83,30.26,84.085,-7.69,39.21,86.18,-29.58
1203,제룡전기(주),33100,  전기장비 제조업,88.79,79.665,88.04,81.545,0.84,82.41,81.135,6.39,81.06,81.835,1.64,84.13,82.075,-3.79,95.94,81.51,-14.04,88.71,83.595,7.54,80.14,84.085,9.66,77.66,86.18,3.09
1204,케이비아이메탈(주),24840,  전기장비 제조업,97.45,79.665,97.3,81.545,0.15,97.93,81.135,-0.65,98.87,81.835,-0.96,98.68,82.075,0.19,95.87,81.51,2.85,94.49,83.595,1.44,97.29,84.085,-2.96,96.49,86.18,0.82
1205,쿠쿠홀딩스(주),192400,  전기장비 제조업,0,79.665,0,81.545,,0,81.135,,57.95,81.835,#NAME?,56.67,82.075,2.21,55.93,81.51,1.31,64.19,83.595,-14.77,1.57,84.085,97.55,0.6,86.18,61.78
1206,크로바하이텍(주),43590,  전기장비 제조업,88.85,79.665,85.64,81.545,3.61,96.78,81.135,-13.01,95.81,81.835,1,91.14,82.075,4.87,87.62,81.51,3.86,92.33,83.595,-5.38,102.25,84.085,-10.74,97.99,86.18,4.17
1207,피앤씨테크(주),237750,  전기장비 제조업,0,79.665,0,81.545,,0,81.135,,0,81.835,,0,82.075,,69.21,81.51,#NAME?,73.65,83.595,-6.42,75.8,84.085,-2.92,72.47,86.18,4.39
1208,한국단자공업(주),25540,  전기장비 제조업,86.78,79.665,85.54,81.545,1.43,85.4,81.135,0.16,82.62,81.835,3.26,82.25,82.075,0.45,81.53,81.51,0.88,85.23,83.595,-4.54,89.15,84.085,-4.6,90.97,86.18,-2.04
1209,현대일렉트릭앤에너지시스템(주),267260,  전기장비 제조업,0,79.665,0,81.545,,0,81.135,,0,81.835,,0,82.075,,0,81.51,,86.78,83.595,#NAME?,93.4,84.085,-7.63,93.32,86.18,0.09
1210,효성중공업(주),298040,  전기장비 제조업,0,79.665,0,81.545,,0,81.135,,0,81.835,,0,82.075,,0,81.51,,0,83.595,,88.71,84.085,#NAME?,89.5,86.18,-0.89
1211,(주)경동도시가스,267290,"  전기, 가스, 증기 및 공기조절 공급업",0,91.06,0,91.5,,0,92.2,,0,91.89,,0,89.76,,0,87.27,,91.13,87.11,#NAME?,92.2,87.65,-1.17,92.19,86.35,0.01
1212,(주)경동인베스트,12320,"  전기, 가스, 증기 및 공기조절 공급업",93.98,91.06,95.38,91.5,-1.49,95.83,92.2,-0.47,95.6,91.89,0.24,93.44,89.76,2.26,90.54,87.27,3.1,0,87.11,100,48.73,87.65,#NAME?,45.47,86.35,6.69
1213,(주)삼천리,4690,"  전기, 가스, 증기 및 공기조절 공급업",92.15,91.06,92.66,91.5,-0.55,92.49,92.2,0.18,93.21,91.89,-0.78,90.29,89.76,3.13,88.29,87.27,2.22,88.43,87.11,-0.16,88.08,87.65,0.4,87.76,86.35,0.36
1214,(주)예스코홀딩스,15360,"  전기, 가스, 증기 및 공기조절 공급업",91.01,91.06,91.59,91.5,-0.64,92.2,92.2,-0.67,91.89,91.89,0.34,89.76,89.76,2.32,87.52,87.27,2.5,87.05,87.11,0.54,88.65,87.65,-1.84,0,86.35,100
1215,(주)지에스이,53050,"  전기, 가스, 증기 및 공기조절 공급업",82.88,91.06,84.66,91.5,-2.15,86.18,92.2,-1.8,86.01,91.89,0.2,82.26,89.76,4.36,78.56,87.27,4.5,79.47,87.11,-1.16,81.51,87.65,-2.57,82.3,86.35,-0.97
1216,대성에너지(주),117580,"  전기, 가스, 증기 및 공기조절 공급업",89.14,91.06,90.05,91.5,-1.02,90.22,92.2,-0.19,90.34,91.89,-0.13,87.57,89.76,3.07,83.8,87.27,4.31,83.58,87.11,0.26,83.32,87.65,0.31,83.62,86.35,-0.36
1217,서울도시가스(주),17390,"  전기, 가스, 증기 및 공기조절 공급업",91.06,91.06,91.5,91.5,-0.48,91.55,92.2,-0.05,90.99,91.89,0.61,89.83,89.76,1.27,87.27,87.27,2.85,87.11,87.11,0.18,87.38,87.65,-0.31,86.35,86.35,1.18
1218,에코바이오홀딩스(주),38870,"  전기, 가스, 증기 및 공기조절 공급업",74.41,91.06,68.44,91.5,8.02,93.9,92.2,-37.2,86.59,91.89,7.78,79.96,89.76,7.66,81.47,87.27,-1.89,69.09,87.11,15.2,65.46,87.65,5.25,59.01,86.35,9.85
1219,인천도시가스(주),34590,"  전기, 가스, 증기 및 공기조절 공급업",91.91,91.06,92.39,91.5,-0.52,92.38,92.2,0.01,92.52,91.89,-0.15,90.92,89.76,1.73,87.83,87.27,3.4,87.22,87.11,0.69,87.65,87.65,-0.49,87.92,86.35,-0.31
1220,케이지이티에스(주),151860,"  전기, 가스, 증기 및 공기조절 공급업",0,91.06,0,91.5,,76.83,92.2,#NAME?,75.57,91.89,1.64,81.24,89.76,-7.5,83.75,87.27,-3.09,81.01,87.11,3.27,80.72,87.65,0.36,85.64,86.35,-6.1
1221,한국가스공사(주),36460,"  전기, 가스, 증기 및 공기조절 공급업",95.53,91.06,95.67,91.5,-0.15,95.54,92.2,0.14,96.61,91.89,-1.12,94.87,89.76,1.8,93.81,87.27,1.12,94.05,87.11,-0.26,94.25,87.65,-0.21,93.52,86.35,0.77
1222,한국전력공사(주),15760,"  전기, 가스, 증기 및 공기조절 공급업",105.47,91.06,102.94,91.5,2.4,97.15,92.2,5.62,94.95,91.89,2.26,90.13,89.76,5.08,89.08,87.27,1.16,94.6,87.11,-6.2,100.83,87.65,-6.59,101.65,86.35,-0.81
1223,한국지역난방공사,71320,"  전기, 가스, 증기 및 공기조절 공급업",93.79,91.06,88.59,91.5,5.54,89.11,92.2,-0.59,93.23,91.89,-4.62,85.61,89.76,8.17,86.06,87.27,-0.53,88.63,87.11,-2.99,95.45,87.65,-7.69,93.89,86.35,1.63
1224,(주)경방,50,  섬유제품 제조업; 의복제외,89.36,89.195,94.42,90.545,-5.66,84.38,88.935,10.63,81.36,89.09,3.58,68.07,88.755,16.33,66.94,87.06,1.66,65.38,91.84,2.33,63.71,92.455,2.55,59.78,90.715,6.17
1225,(주)방림,3610,  섬유제품 제조업; 의복제외,93.06,89.195,92.01,90.545,1.13,91.62,88.935,0.42,92.16,89.09,-0.59,89.58,88.755,2.8,88.29,87.06,1.44,87.46,91.84,0.94,91.4,92.455,-4.5,90.86,90.715,0.59
1226,(주)비와이씨,1460,  섬유제품 제조업; 의복제외,60.16,89.195,63.23,90.545,-5.1,59.45,88.935,5.98,59.04,89.09,0.69,61.06,88.755,-3.42,67.72,87.06,-10.91,64.71,91.84,4.44,63.48,92.455,1.9,58.69,90.715,7.55
1227,(주)성안,11300,  섬유제품 제조업; 의복제외,85.58,89.195,84.24,90.545,1.57,85.66,88.935,-1.69,88.91,89.09,-3.79,83.19,88.755,6.43,81.95,87.06,1.49,91,91.84,-11.04,95.69,92.455,-5.15,99.45,90.715,-3.93
1228,(주)아즈텍더블유비이,32080,  섬유제품 제조업; 의복제외,73.38,89.195,83.34,90.545,-13.57,90.85,88.935,-9.01,80.69,89.09,11.18,80.43,88.755,0.32,81.11,87.06,-0.85,93.81,91.84,-15.66,81.02,92.455,13.63,81.53,90.715,-0.63
1229,(주)에스아이리소스,65420,  섬유제품 제조업; 의복제외,76.12,89.195,92.81,90.545,-21.93,94.67,88.935,-2,97.49,89.09,-2.98,86.7,88.755,11.07,97.5,87.06,-12.46,97.88,91.84,-0.39,95.18,92.455,2.76,90.47,90.715,4.95
1230,(주)에스지글로벌,1380,  섬유제품 제조업; 의복제외,91.88,89.195,98.43,90.545,-7.13,90.83,88.935,7.72,91.7,89.09,-0.96,91.66,88.755,0.04,89.64,87.06,2.2,93.94,91.84,-4.8,90.96,92.455,3.17,88.43,90.715,2.78
1231,(주)원림,5820,  섬유제품 제조업; 의복제외,89.03,89.195,90.24,90.545,-1.36,89.19,88.935,1.16,89.27,89.09,-0.09,91.11,88.755,-2.06,91.5,87.06,-0.43,92.82,91.84,-1.44,97.34,92.455,-4.87,96,90.715,1.38
1232,(주)웰크론,65950,  섬유제품 제조업; 의복제외,69.01,89.195,68.24,90.545,1.12,67.66,88.935,0.85,63.24,89.09,6.53,56.98,88.755,9.9,55.57,87.06,2.47,57.48,91.84,-3.44,56.26,92.455,2.12,54.83,90.715,2.54
1233,대한방직(주),1070,  섬유제품 제조업; 의복제외,97.18,89.195,95.64,90.545,1.58,93.4,88.935,2.34,96.75,89.09,-3.59,92.47,88.755,4.42,92.97,87.06,-0.54,96.4,91.84,-3.69,98.13,92.455,-1.79,97.81,90.715,0.33
1234,디아이동일(주),1530,  섬유제품 제조업; 의복제외,96.21,89.195,106.1,90.545,-10.28,97.78,88.935,7.84,100.74,89.09,-3.03,98.52,88.755,2.2,95.88,87.06,2.68,96.35,91.84,-0.49,95.74,92.455,0.63,96.48,90.715,-0.77
1235,디에스알(주),155660,  섬유제품 제조업; 의복제외,0,89.195,0,90.545,,85.86,88.935,#NAME?,85.86,89.09,0,83.69,88.755,2.53,82.1,87.06,1.9,83.41,91.84,-1.6,87.67,92.455,-5.11,86.78,90.715,1.02
1236,신라섬유(주),1000,  섬유제품 제조업; 의복제외,80.25,89.195,72.38,90.545,9.81,64.64,88.935,10.69,64.53,89.09,0.17,105.3,88.755,-63.18,61.35,87.06,41.74,69.69,91.84,-13.59,71.24,92.455,-2.22,69.37,90.715,2.62
1237,일신방직(주),3200,  섬유제품 제조업; 의복제외,101.9,89.195,102.69,90.545,-0.78,91.1,88.935,11.29,95.44,89.09,-4.76,92.75,88.755,2.82,92.59,87.06,0.17,95.51,91.84,-3.15,94.19,92.455,1.38,96.9,90.715,-2.88
1238,일정실업(주),8500,  섬유제품 제조업; 의복제외,92.91,89.195,86.69,90.545,6.69,88.68,88.935,-2.3,84.22,89.09,5.03,80.98,88.755,3.85,80.18,87.06,0.99,90.86,91.84,-13.32,97.45,92.455,-7.25,111.17,90.715,-14.08
1239,전방(주),950,  섬유제품 제조업; 의복제외,105.98,89.195,106.16,90.545,-0.17,93.95,88.935,11.5,101.06,89.09,-7.57,101.6,88.755,-0.53,102.58,87.06,-0.96,105.44,91.84,-2.79,101.73,92.455,3.52,115.92,90.715,-13.95
1240,지에이치신소재(주),130500,  섬유제품 제조업; 의복제외,0,89.195,0,90.545,,86.51,88.935,#NAME?,88.05,89.09,-1.78,87.93,88.755,0.14,85.83,87.06,2.39,87.82,91.84,-2.32,92.82,92.455,-5.69,90.57,90.715,2.42
1241,진원생명과학(주),11000,  섬유제품 제조업; 의복제외,92.09,89.195,90.85,90.545,1.35,86.65,88.935,4.62,91.38,89.09,-5.46,92.37,88.755,-1.08,91.68,87.06,0.75,92.68,91.84,-1.09,92.09,92.455,0.64,93.48,90.715,-1.51
1242,(주)고려시멘트,198440,  기타금융업,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,86.67,0,#NAME?,85.23,13.425,1.66,92.5,43.41,-8.53
1243,(주)국전약품,307750,  기타금융업,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,13.425,,0,43.41,
1244,(주)나노,187790,  기타금융업,0,0,0,0,,0,0,,0,0,,117.93,0,#NAME?,117.25,0,0.58,82.14,0,29.94,85.27,13.425,-3.81,86.94,43.41,-1.96
1245,(주)나인테크,267320,  기타금융업,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,13.425,,0,43.41,
1246,(주)네오셈,253590,  기타금융업,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,13.425,,53.99,43.41,#NAME?
1247,(주)네온테크,306620,  기타금융업,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,13.425,,0,43.41,
1248,(주)넥슨게임즈,225570,  기타금융업,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,13.425,,0,43.41,
1249,(주)넵튠,217270,  기타금융업,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,13.425,,0,43.41,
1250,(주)누보,332290,  기타금융업,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,13.425,,0,43.41,
1251,(주)다보링크,340360,  기타금융업,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,13.425,,0,43.41,
1252,(주)더블유에스아이,299170,  기타금융업,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,13.425,,0,43.41,
1253,(주)덴티스,261200,  기타금융업,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,13.425,,0,43.41,
1254,(주)드림시큐리티,203650,  기타금융업,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,74.28,0,#NAME?,70.34,13.425,5.3,70.93,43.41,-0.84
1255,(주)디딤,217620,  기타금융업,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,48.51,0,#NAME?,47.88,13.425,1.3,52.41,43.41,-9.46
1256,(주)디알텍,214680,  기타금융업,0,0,0,0,,0,0,,0,0,,0,0,,53.37,0,#NAME?,59.21,0,-10.94,57.85,13.425,2.3,56.71,43.41,1.97
1257,(주)디와이디,219550,  기타금융업,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,46.42,0,#NAME?,62.22,13.425,-34.04,66.07,43.41,-6.19
1258,(주)러셀,217500,  기타금융업,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,69.68,13.425,#NAME?,79.38,43.41,-13.92
1259,(주)레이크머티리얼즈,281740,  기타금융업,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,13.425,,0,43.41,
1260,(주)로보로보,215100,  기타금융업,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,59.5,0,#NAME?,56.68,13.425,4.74,62.24,43.41,-9.81
1261,(주)모비스,250060,  기타금융업,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,64.21,0,#NAME?,73.19,13.425,-13.99,66.44,43.41,9.22
1262,(주)미래생명자원,218150,  기타금융업,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,78.81,0,#NAME?,76,13.425,3.57,82.06,43.41,-7.97
1263,(주)바이오로그디바이스,208710,  기타금융업,0,0,0,0,,0,0,,0,0,,95.01,0,#NAME?,89.53,0,5.77,89.09,0,0.49,89.08,13.425,0.01,87.06,43.41,2.27
1264,(주)베노홀딩스,206400,  기타금융업,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,13.425,,0,43.41,
1265,(주)본느,226340,  기타금융업,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,66.58,13.425,#NAME?,66.85,43.41,-0.41
1266,(주)비올,335890,  기타금융업,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,13.425,,0,43.41,
1267,(주)비투엔,307870,  기타금융업,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,13.425,,0,43.41,
1268,(주)삼기,122350,  기타금융업,0,0,87.65,0,#NAME?,89.34,0,-1.93,85.38,0,4.43,83.46,0,2.25,84.13,0,-0.8,85.46,0,-1.58,87.97,13.425,-2.94,87.76,43.41,0.24
1269,(주)서진오토모티브,122690,  기타금융업,0,0,88.47,0,#NAME?,87.96,0,0.58,90.14,0,-2.48,92.03,0,-2.1,90.66,0,1.49,94.82,0,-4.59,97.72,13.425,-3.06,95.9,43.41,1.86
1270,(주)세림비앤지,340440,  기타금융업,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,13.425,,0,43.41,
