,구분,코드,산업명,2011년,2011년.mid,2012년,2012년.mid,2012년 감소율,2013년,2013년.mid,2013년 감소율,2014년,2014년.mid,2014년 감소율,2015년,2015년.mid,2015년 감소율,2016년,2016년.mid,2016년 감소율,2017년,2017년.mid,2017년 감소율,2018년,2018년.mid,2018년 감소율,2019년,2019년.mid,2019년 감소율
103,일동홀딩스(주),230,  의료용 물질 및 의약품 제조업,41.73,41.73,46.21,41.84,-10.74,47.31,43.25,-2.38,49.79,44.93,-5.24,49.17,48.21,1.25,31.89,52.51,35.14,0,52.32,100,0,54.69,,0,57.6,
104,일성신약(주),3120,  의료용 물질 및 의약품 제조업,64.13,41.73,72.44,41.84,-12.96,66.43,43.25,8.3,66.07,44.93,0.54,64.11,48.21,2.97,62.96,52.51,1.79,60.85,52.32,3.35,63.35,54.69,-4.11,62.48,57.6,1.37
105,일양약품(주),7570,  의료용 물질 및 의약품 제조업,57.76,41.73,59.71,41.84,-3.38,61.2,43.25,-2.5,58.94,44.93,3.69,68.43,48.21,-16.1,65.6,52.51,4.14,62.9,52.32,4.12,66.12,54.69,-5.12,63.03,57.6,4.67
106,제이더블유생명과학(주),234080,  의료용 물질 및 의약품 제조업,0,41.73,0,41.84,,0,43.25,,0,44.93,,0,48.21,,75.63,52.51,#NAME?,75.07,52.32,0.74,74.99,54.69,0.11,71.55,57.6,4.59
107,제이더블유중외제약(주),1060,  의료용 물질 및 의약품 제조업,65.66,41.73,67.52,41.84,-2.83,63.35,43.25,6.18,63.35,44.93,0,63.02,48.21,0.52,62.92,52.51,0.16,62.49,52.32,0.68,63.32,54.69,-1.33,68.43,57.6,-8.07
108,제일약품(주),271980,  의료용 물질 및 의약품 제조업,0,41.73,0,41.84,,0,43.25,,0,44.93,,0,48.21,,0,52.51,,79.27,52.32,#NAME?,77.89,54.69,1.74,77.37,57.6,0.67
109,제일파마홀딩스(주),2620,  의료용 물질 및 의약품 제조업,71.23,41.73,74.75,41.84,-4.94,75.79,43.25,-1.39,74.87,44.93,1.21,76.42,48.21,-2.07,78.13,52.51,-2.24,0,52.32,100,0,54.69,,0,57.6,
110,조아제약(주),34940,  의료용 물질 및 의약품 제조업,45.92,41.73,48.11,41.84,-4.77,47.11,43.25,2.08,52.99,44.93,-12.48,51.55,48.21,2.72,52.63,52.51,-2.1,52.46,52.32,0.32,54.69,54.69,-4.25,56.42,57.6,-3.16
111,진양제약(주),7370,  의료용 물질 및 의약품 제조업,43.23,41.73,41.07,41.84,5,40.18,43.25,2.17,38.09,44.93,5.2,44.41,48.21,-16.59,52.17,52.51,-17.47,47.3,52.32,9.33,44.97,54.69,4.93,49.18,57.6,-9.36
112,케이피엑스라이프사이언스(주),114450,  의료용 물질 및 의약품 제조업,88.34,41.73,88.45,41.84,-0.12,98.51,43.25,-11.37,98.42,44.93,0.09,82.88,48.21,15.79,82.94,52.51,-0.07,89.09,52.32,-7.41,99.78,54.69,-12,91.94,57.6,7.86
113,코아스템(주),166480,  의료용 물질 및 의약품 제조업,0,41.73,0,41.84,,0,43.25,,0,44.93,,62.08,48.21,#NAME?,91.51,52.51,-47.41,95.05,52.32,-3.87,89.75,54.69,5.58,87.26,57.6,2.77
114,코오롱생명과학(주),102940,  의료용 물질 및 의약품 제조업,71.28,41.73,67.51,41.84,5.29,68.94,43.25,-2.12,74.67,44.93,-8.31,78.63,48.21,-5.3,69.3,52.51,11.87,75.74,52.32,-9.29,91.91,54.69,-21.35,82.79,57.6,9.92
115,코오롱티슈진(주),950160,  의료용 물질 및 의약품 제조업,0,41.73,0,41.84,,0,43.25,,0,44.93,,0,48.21,,0,52.51,,52.22,52.32,#NAME?,63.96,54.69,-22.48,91.63,57.6,-43.26
116,테고사이언스(주),191420,  의료용 물질 및 의약품 제조업,0,41.73,0,41.84,,0,43.25,,19.51,44.93,#NAME?,19.37,48.21,0.72,18.83,52.51,2.79,20.47,52.32,-8.71,23.83,54.69,-16.41,25.83,57.6,-8.39
117,팜젠사이언스(주),4720,  의료용 물질 및 의약품 제조업,45.24,41.73,45.41,41.84,-0.38,43.25,43.25,4.76,45.99,44.93,-6.34,46.5,48.21,-1.11,44.43,52.51,4.45,48.81,52.32,-9.86,48.37,54.69,0.9,46.98,57.6,2.87
118,피씨엘(주),241820,  의료용 물질 및 의약품 제조업,0,41.73,0,41.84,,0,43.25,,0,44.93,,0,48.21,,0,52.51,,63.53,52.32,#NAME?,65.6,54.69,-3.26,68.95,57.6,-5.11
119,하나제약(주),293480,  의료용 물질 및 의약품 제조업,0,41.73,0,41.84,,0,43.25,,0,44.93,,0,48.21,,0,52.51,,0,52.32,,33.32,54.69,#NAME?,33.75,57.6,-1.29
120,한국유나이티드제약(주),33270,  의료용 물질 및 의약품 제조업,38.52,41.73,44.08,41.84,-14.43,47.27,43.25,-7.24,46.52,44.93,1.59,45.99,48.21,1.14,45.26,52.51,1.59,43.22,52.32,4.51,40.79,54.69,5.62,41.9,57.6,-2.72
121,한국유니온제약(주),80720,  의료용 물질 및 의약품 제조업,0,41.73,0,41.84,,0,43.25,,0,44.93,,0,48.21,,0,52.51,,0,52.32,,42.82,54.69,#NAME?,52.55,57.6,-22.72
122,한미약품(주),128940,  의료용 물질 및 의약품 제조업,50.55,41.73,48.11,41.84,4.83,49.15,43.25,-2.16,51.37,44.93,-4.52,32.17,48.21,37.38,55.43,52.51,-72.3,49.17,52.32,11.29,53.96,54.69,-9.74,50.76,57.6,5.93
123,한스바이오메드(주),42520,  의료용 물질 및 의약품 제조업,62.9,41.73,57.9,41.84,7.95,58.98,43.25,-1.87,55.05,44.93,6.66,55.39,48.21,-0.62,55.58,52.51,-0.34,54.14,52.32,2.59,51.07,54.69,5.67,41.59,57.6,18.56
124,한올바이오파마(주),9420,  의료용 물질 및 의약품 제조업,49.39,41.73,53.37,41.84,-8.06,57.21,43.25,-7.2,50.49,44.93,11.75,53.89,48.21,-6.73,53.55,52.51,0.63,49.33,52.32,7.88,46.62,54.69,5.49,42.11,57.6,9.67
125,현대약품(주),4310,  의료용 물질 및 의약품 제조업,59.79,41.73,61.52,41.84,-2.89,62.26,43.25,-1.2,61.49,44.93,1.24,61.51,48.21,-0.03,60.73,52.51,1.27,52.5,52.32,13.55,53.77,54.69,-2.42,52.7,57.6,1.99
126,화일약품(주),61250,  의료용 물질 및 의약품 제조업,81.86,41.73,82.54,41.84,-0.83,82.93,43.25,-0.47,85.22,44.93,-2.76,90.75,48.21,-6.49,86.76,52.51,4.4,85.23,52.32,1.76,85.11,54.69,0.14,86.68,57.6,-1.84
127,환인제약(주),16580,  의료용 물질 및 의약품 제조업,48.96,41.73,49.75,41.84,-1.61,44.83,43.25,9.89,45.45,44.93,-1.38,50.08,48.21,-10.19,50.97,52.51,-1.78,46.71,52.32,8.36,48.73,54.69,-4.32,50.26,57.6,-3.14
128,휴젤(주),145020,  의료용 물질 및 의약품 제조업,0,41.73,0,41.84,,0,43.25,,0,44.93,,23.91,48.21,#NAME?,20.86,52.51,12.76,17.99,52.32,13.76,35.48,54.69,-97.22,38.58,57.6,-8.74
129,(주)DB하이텍,990,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",82.94,78.63,83.4,79.75,-0.55,81.92,81.65,1.77,75.89,81.58,7.36,65.54,81.36,13.64,62.49,82.3,4.65,62.7,81.2,-0.34,67.83,81.97,-8.18,63.57,81.8,6.28
130,(주)골드퍼시픽,38530,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",59.06,78.63,69.92,79.75,-18.39,117.48,81.65,-68.02,166.74,81.58,-41.93,136.85,81.36,17.93,84.65,82.3,38.14,39.53,81.2,53.3,25.24,81.97,36.15,70.91,81.8,-180.94
131,(주)광무,29480,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",80.26,78.63,82.21,79.75,-2.43,101.15,81.65,-23.04,82.1,81.58,18.83,77.36,81.36,5.77,82.3,82.3,-6.39,81.26,81.2,1.26,82.67,81.97,-1.74,82.69,81.8,-0.02
132,(주)기가레인,49080,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",0,78.63,0,79.75,,79.97,81.65,#NAME?,80.95,81.58,-1.23,118.69,81.36,-46.62,102.99,82.3,13.23,83.62,81.2,18.81,84.88,81.97,-1.51,120.24,81.8,-41.66
133,(주)기산텔레콤,35460,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",88.08,78.63,76.27,79.75,13.41,78.58,81.65,-3.03,77.25,81.58,1.69,81.65,81.36,-5.7,78.65,82.3,3.67,79.34,81.2,-0.88,84.57,81.97,-6.59,74.69,81.8,11.68
134,(주)나무가,190510,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",0,78.63,0,79.75,,0,81.65,,0,81.58,,88.69,81.36,#NAME?,94.74,82.3,-6.82,97.68,81.2,-3.1,94.52,81.97,3.24,93.57,81.8,1.01
135,(주)네패스,33640,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",80.09,78.63,73.7,79.75,7.98,78.71,81.65,-6.8,81.93,81.58,-4.09,76.06,81.36,7.16,80.64,82.3,-6.02,77.14,81.2,4.34,76.39,81.97,0.97,74.53,81.8,2.43
136,(주)뉴인텍,12340,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",88.93,78.63,97.63,79.75,-9.78,94.63,81.65,3.07,96.67,81.58,-2.16,89.27,81.36,7.65,96.08,82.3,-7.63,94.25,81.2,1.9,94.7,81.97,-0.48,89.9,81.8,5.07
137,(주)뉴프렉스,85670,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",89.58,78.63,87.15,79.75,2.71,91.83,81.65,-5.37,90.75,81.58,1.18,93.81,81.36,-3.37,93.26,82.3,0.59,90.11,81.2,3.38,89.38,81.97,0.81,99.49,81.8,-11.31
138,(주)다산네트웍스,39560,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",65.25,78.63,58.74,79.75,9.98,64.16,81.65,-9.23,68.77,81.58,-7.19,72.82,81.36,-5.89,71.34,82.3,2.03,62.2,81.2,12.81,67.26,81.97,-8.14,71.47,81.8,-6.26
139,(주)대덕,8060,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",90.89,78.63,87.91,79.75,3.28,95.59,81.65,-8.74,92.34,81.58,3.4,90.26,81.36,2.25,89.93,82.3,0.37,89.42,81.2,0.57,90.63,81.97,-1.35,91.04,81.8,-0.45
140,(주)대성엘텍,25440,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",97.58,78.63,92.59,79.75,5.11,95.45,81.65,-3.09,94.79,81.58,0.69,94.85,81.36,-0.06,95.02,82.3,-0.18,95.98,81.2,-1.01,97.26,81.97,-1.33,99.03,81.8,-1.82
141,(주)더 미동,161570,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",0,78.63,0,79.75,,83.14,81.65,#NAME?,83.92,81.58,-0.94,89.23,81.36,-6.33,96.41,82.3,-8.05,90.97,81.2,5.64,95.73,81.97,-5.23,95.51,81.8,0.23
142,(주)동운아나텍,94170,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",0,78.63,0,79.75,,0,81.65,,0,81.58,,60.87,81.36,#NAME?,70.05,82.3,-15.08,75.33,81.2,-7.54,78.14,81.97,-3.73,71.83,81.8,8.08
143,(주)동일기연,32960,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",62.88,78.63,64.11,79.75,-1.96,64.09,81.65,0.03,65.85,81.58,-2.75,61.32,81.36,6.88,62.72,82.3,-2.28,62.19,81.2,0.85,69.98,81.97,-12.53,65.88,81.8,5.86
144,(주)드림어스컴퍼니,60570,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",95.35,78.63,78.64,79.75,17.52,78.97,81.65,-0.42,65.73,81.58,16.77,62.71,81.36,4.59,72.5,82.3,-15.61,79.7,81.2,-9.93,76.07,81.97,4.55,84.76,81.8,-11.42
145,(주)드림텍,192650,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",0,78.63,0,79.75,,0,81.65,,0,81.58,,0,81.36,,0,82.3,,0,81.2,,0,81.97,,87.78,81.8,#NAME?
146,(주)디스플레이테크,66670,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",93.65,78.63,90.8,79.75,3.04,92.38,81.65,-1.74,93.68,81.58,-1.41,93.23,81.36,0.48,89.11,82.3,4.42,85.04,81.2,4.57,85.44,81.97,-0.47,75.01,81.8,12.21
147,(주)디에스앤엘,141020,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",0,78.63,0,79.75,,83.15,81.65,#NAME?,87.68,81.58,-5.45,101.1,81.36,-15.31,89.2,82.3,11.77,86.23,81.2,3.33,88.32,81.97,-2.42,50.01,81.8,43.38
148,(주)디에이피,66900,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",97.58,78.63,86.44,79.75,11.42,86.68,81.65,-0.28,93.36,81.58,-7.71,91.03,81.36,2.5,93.85,82.3,-3.1,93.83,81.2,0.02,92.77,81.97,1.13,95.76,81.8,-3.22
149,(주)디지아이,43360,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",73.22,78.63,73.45,79.75,-0.31,77.02,81.65,-4.86,71.05,81.58,7.75,72.13,81.36,-1.52,73.31,82.3,-1.64,73.86,81.2,-0.75,73.43,81.97,0.58,76.36,81.8,-3.99
150,(주)디케이티,290550,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",0,78.63,0,79.75,,0,81.65,,0,81.58,,0,81.36,,0,82.3,,0,81.2,,90.8,81.97,#NAME?,90.79,81.8,0.01
151,(주)딜리,131180,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",64.68,78.63,66.93,79.75,-3.48,67.69,81.65,-1.14,68.42,81.58,-1.08,62.86,81.36,8.13,66.04,82.3,-5.06,72.74,81.2,-10.15,74.33,81.97,-2.19,71.1,81.8,4.35
152,(주)라닉스,317120,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",0,78.63,0,79.75,,0,81.65,,0,81.58,,0,81.36,,0,82.3,,0,81.2,,0,81.97,,38.45,81.8,#NAME?
153,(주)라이트론,69540,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",87.87,78.63,86.45,79.75,1.62,90.68,81.65,-4.89,89.25,81.58,1.58,96.69,81.36,-8.34,83.33,82.3,13.82,87.11,81.2,-4.54,80.32,81.97,7.79,63.33,81.8,21.15
154,(주)레드로버,60300,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",68.16,78.63,95.91,79.75,-40.71,58.01,81.65,39.52,69.15,81.58,-19.2,86.27,81.36,-24.76,76.99,82.3,10.76,97.69,81.2,-26.89,184.61,81.97,-88.98,121.41,81.8,34.23
155,(주)루멘스,38060,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",90.17,78.63,83.76,79.75,7.11,80.82,81.65,3.51,84.2,81.58,-4.18,87.28,81.36,-3.66,84.88,82.3,2.75,87.63,81.2,-3.24,95.68,81.97,-9.19,110.06,81.8,-15.03
156,(주)머큐리,100590,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",0,78.63,0,79.75,,0,81.65,,0,81.58,,0,81.36,,0,82.3,,0,81.2,,82.55,81.97,#NAME?,85.1,81.8,-3.09
157,(주)멜파스,96640,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",85.67,78.63,86.56,79.75,-1.04,95.66,81.65,-10.51,98.36,81.58,-2.82,93.63,81.36,4.81,76.42,82.3,18.38,119.73,81.2,-56.67,102.28,81.97,14.57,83.85,81.8,18.02
158,(주)모다이노칩,80420,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",60.49,78.63,56.09,79.75,7.27,63.12,81.65,-12.53,62.13,81.58,1.57,70.66,81.36,-13.73,38.92,82.3,44.92,28.21,81.2,27.52,32.86,81.97,-16.48,34.55,81.8,-5.14
159,(주)모베이스,101330,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",88.31,78.63,85.77,79.75,2.88,82.81,81.65,3.45,73.55,81.58,11.18,77.87,81.36,-5.87,65.98,82.3,15.27,66.31,81.2,-0.5,44.24,81.97,33.28,38.4,81.8,13.2
160,(주)모아텍,33200,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",90.26,78.63,95.19,79.75,-5.46,96.97,81.65,-1.87,97.11,81.58,-0.14,84.24,81.36,13.25,83.62,82.3,0.74,0,81.2,100,83.14,81.97,#NAME?,83.39,81.8,-0.3
161,(주)미래아이앤지,7120,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",70.22,78.63,79.75,79.75,-13.57,79.67,81.65,0.1,86.62,81.58,-8.72,65.68,81.36,24.17,69.71,82.3,-6.14,66.43,81.2,4.71,76.18,81.97,-14.68,72.09,81.8,5.37
162,(주)미코,59090,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",68.85,78.63,65.6,79.75,4.72,79.55,81.65,-21.27,71.64,81.58,9.94,64.03,81.36,10.62,64.67,82.3,-1,64.49,81.2,0.28,66.87,81.97,-3.69,64.37,81.8,3.74
163,(주)바른전자,64520,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",91.04,78.63,88.01,79.75,3.33,90.97,81.65,-3.36,90.75,81.58,0.24,91.38,81.36,-0.69,92.67,82.3,-1.41,104.29,81.2,-12.54,109.8,81.97,-5.28,113.74,81.8,-3.59
164,(주)바이오스마트,38460,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",65.99,78.63,62.29,79.75,5.61,72.72,81.65,-16.74,75.9,81.58,-4.37,75.61,81.36,0.38,80.03,82.3,-5.85,76.97,81.2,3.82,77.73,81.97,-0.99,79.45,81.8,-2.21
165,(주)브이티지엠피,18290,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",84.93,78.63,87.66,79.75,-3.21,83.1,81.65,5.2,85.53,81.58,-2.92,109.95,81.36,-28.55,99.04,82.3,9.92,105.02,81.2,-6.04,76.31,81.97,27.34,75.8,81.8,0.67
166,(주)블루콤,33560,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",78.84,78.63,77.75,79.75,1.38,77.87,81.65,-0.15,78.26,81.58,-0.5,79.92,81.36,-2.12,80.43,82.3,-0.64,79.07,81.2,1.69,82.05,81.97,-3.77,87.67,81.8,-6.85
167,(주)비덴트,121800,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",0,78.63,52.9,79.75,#NAME?,66.15,81.65,-25.05,66.95,81.58,-1.21,66.81,81.36,0.21,71.2,82.3,-6.57,69.71,81.2,2.09,60.56,81.97,13.13,64.54,81.8,-6.57
168,(주)비보존헬스케어,82800,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",93.9,78.63,88.33,79.75,5.93,92.34,81.65,-4.54,96.38,81.58,-4.38,99.64,81.36,-3.38,92.04,82.3,7.63,98.85,81.2,-7.4,118.01,81.97,-19.38,88.19,81.8,25.27
169,(주)비에이치,90460,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",88.74,78.63,88.49,79.75,0.28,87.63,81.65,0.97,90.26,81.58,-3,94.88,81.36,-5.12,102.25,82.3,-7.77,83.53,81.2,18.31,76.68,81.97,8.2,86.9,81.8,-13.33
170,(주)비엔지티,32790,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",96.26,78.63,103.88,79.75,-7.92,96.26,81.65,7.34,82.17,81.58,14.64,80.59,81.36,1.92,84.19,82.3,-4.47,81.2,81.2,3.55,88.05,81.97,-8.44,70.36,81.8,20.09
171,(주)비케이홀딩스,50090,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",91.96,78.63,87.76,79.75,4.57,86.96,81.65,0.91,82.56,81.58,5.06,86.79,81.36,-5.12,89.05,82.3,-2.6,92.85,81.2,-4.27,98.9,81.97,-6.52,84.19,81.8,14.87
172,(주)빅솔론,93190,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",76.21,78.63,75.51,79.75,0.92,69.76,81.65,7.61,72.34,81.58,-3.7,69.51,81.36,3.91,71.19,82.3,-2.42,71.45,81.2,-0.37,73.28,81.97,-2.56,75.15,81.8,-2.55
173,(주)삼진,32750,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",90.79,78.63,87.08,79.75,4.09,89.48,81.65,-2.76,89.84,81.58,-0.4,90.09,81.36,-0.28,87.49,82.3,2.89,86.66,81.2,0.95,88.78,81.97,-2.45,87,81.8,2
174,(주)삼진엘앤디,54090,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",87.84,78.63,93.84,79.75,-6.83,87.69,81.65,6.55,87.31,81.58,0.43,82.56,81.36,5.44,81.49,82.3,1.3,82.96,81.2,-1.8,79.98,81.97,3.59,82.23,81.8,-2.81
175,(주)상보,27580,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",85.8,78.63,80.55,79.75,6.12,84.54,81.65,-4.95,88.33,81.58,-4.48,88.52,81.36,-0.22,96.69,82.3,-9.23,95.04,81.2,1.71,82.29,81.97,13.42,90.65,81.8,-10.16
176,(주)상상인,38540,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",83.19,78.63,83.7,79.75,-0.61,85.49,81.65,-2.14,86.66,81.58,-1.37,88.12,81.36,-1.68,94.57,82.3,-7.32,91.69,81.2,3.05,65.16,81.97,28.93,40.95,81.8,37.15
177,(주)상아프론테크,89980,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",83.19,78.63,81.36,79.75,2.2,78.7,81.65,3.27,79.92,81.58,-1.55,75.8,81.36,5.16,74.83,82.3,1.28,75.38,81.2,-0.73,77.21,81.97,-2.43,79.17,81.8,-2.54
178,(주)새로닉스,42600,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",91.46,78.63,90.87,79.75,0.65,93.66,81.65,-3.07,88.42,81.58,5.59,88.65,81.36,-0.26,89.53,82.3,-0.99,84.2,81.2,5.95,86.33,81.97,-2.53,87.98,81.8,-1.91
179,(주)서울리거,43710,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",90.71,78.63,92.75,79.75,-2.25,110.29,81.65,-18.91,95.31,81.58,13.58,55.22,81.36,42.06,92.43,82.3,-67.39,88.53,81.2,4.22,82.99,81.97,6.26,95.29,81.8,-14.82
180,(주)서원인텍,93920,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",89.21,78.63,88.15,79.75,1.19,88.08,81.65,0.08,89.68,81.58,-1.82,92.08,81.36,-2.68,93.9,82.3,-1.98,93.71,81.2,0.2,98.73,81.97,-5.36,94.68,81.8,4.1
181,(주)서진시스템,178320,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",0,78.63,0,79.75,,0,81.65,,0,81.58,,0,81.36,,0,82.3,,70.69,81.2,#NAME?,71.71,81.97,-1.44,77.87,81.8,-8.59
182,(주)선익시스템,171090,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",0,78.63,0,79.75,,0,81.65,,0,81.58,,0,81.36,,0,82.3,,74.13,81.2,#NAME?,80.84,81.97,-9.05,73.53,81.8,9.04
183,(주)세경하이테크,148150,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",0,78.63,0,79.75,,0,81.65,,0,81.58,,0,81.36,,0,82.3,,0,81.2,,0,81.97,,72.3,81.8,#NAME?
184,(주)세진티에스,67770,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",92.15,78.63,102.93,79.75,-11.7,103.55,81.65,-0.6,88.46,81.58,14.57,107.12,81.36,-21.09,90.69,82.3,15.34,100.03,81.2,-10.3,98.51,81.97,1.52,83.15,81.8,15.59
185,(주)셀피글로벌,68940,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",68.6,78.63,75.31,79.75,-9.78,85.27,81.65,-13.23,87.05,81.58,-2.09,81.01,81.36,6.94,74.6,82.3,7.91,77.31,81.2,-3.63,80.6,81.97,-4.26,76.77,81.8,4.75
186,(주)소프트센,32680,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",113.68,78.63,81.8,79.75,28.04,86.45,81.65,-5.68,88,81.58,-1.79,90.14,81.36,-2.43,87.39,82.3,3.05,90.39,81.2,-3.43,89.1,81.97,1.43,91.48,81.8,-2.67
187,(주)솔루에타,154040,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",0,78.63,0,79.75,,66.77,81.65,#NAME?,83.56,81.58,-25.15,67.97,81.36,18.66,87.08,82.3,-28.12,76.21,81.2,12.48,76.14,81.97,0.09,79.39,81.8,-4.27
188,(주)슈프리마,236200,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",0,78.63,0,79.75,,0,81.65,,0,81.58,,0,81.36,,50.87,82.3,#NAME?,47.01,81.2,7.59,45.98,81.97,2.19,35.01,81.8,23.86
189,(주)슈프리마아이디,317770,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",0,78.63,0,79.75,,0,81.65,,0,81.58,,0,81.36,,0,82.3,,0,81.2,,0,81.97,,61.1,81.8,#NAME?
190,(주)슈프리마에이치큐,94840,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",54.5,78.63,52.34,79.75,3.96,49.56,81.65,5.31,52.2,81.58,-5.33,68.66,81.36,-31.53,69.42,82.3,-1.11,69.98,81.2,-0.81,67.58,81.97,3.43,61.85,81.8,8.48
191,(주)스카이문스테크놀로지,33790,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",89.56,78.63,94.9,79.75,-5.96,91.7,81.65,3.37,84.7,81.58,7.63,92.13,81.36,-8.77,96.29,82.3,-4.52,95.19,81.2,1.14,74.57,81.97,21.66,87.78,81.8,-17.71
192,(주)시너지이노베이션,48870,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",76.82,78.63,84.31,79.75,-9.75,98.62,81.65,-16.97,88.49,81.58,10.27,116.34,81.36,-31.47,68.29,82.3,41.3,96.92,81.2,-41.92,67.44,81.97,30.42,69.3,81.8,-2.76
193,(주)시노펙스,25320,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",92.56,78.63,95.6,79.75,-3.28,92.66,81.65,3.08,95.22,81.58,-2.76,98.65,81.36,-3.6,84.98,82.3,13.86,76.73,81.2,9.71,79.71,81.97,-3.88,82.24,81.8,-3.17
194,(주)신도리코,29530,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",82.46,78.63,85.76,79.75,-4,82.84,81.65,3.4,85.66,81.58,-3.4,87.06,81.36,-1.63,86.41,82.3,0.75,84.48,81.2,2.23,84.36,81.97,0.14,85.94,81.8,-1.87
195,(주)신성이엔지,11930,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",109.3,78.63,106.49,79.75,2.57,99.77,81.65,6.31,96.41,81.58,3.37,88.58,81.36,8.12,98.46,82.3,-11.15,94.33,81.2,4.19,91.78,81.97,2.7,87.45,81.8,4.72
196,(주)심텍,222800,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",0,78.63,0,79.75,,0,81.65,,0,81.58,,89.83,81.36,#NAME?,90.51,82.3,-0.76,90.12,81.2,0.43,86.93,81.97,3.54,89.06,81.8,-2.45
197,(주)심텍홀딩스,36710,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",83.94,78.63,86.33,79.75,-2.85,98.05,81.65,-13.58,92.07,81.58,6.1,0,81.36,100,0,82.3,,0,81.2,,0,81.97,,0,81.8,
