,회사명,거래소코드,회계년도,이자보상배율,부실기업,이보배2,회생기업2
4258,케이아이엔엑스,93320,14-Dec,1264.7,0,0,
4259,케이아이엔엑스,93320,15-Dec,0,0,7777,
4260,케이아이엔엑스,93320,16-Dec,7777,0,7777,
4261,케이아이엔엑스,93320,17-Dec,7777,0,1061.77,
4262,케이아이엔엑스,93320,18-Dec,1061.77,0,49.74,
4263,케이아이엔엑스,93320,19-Dec,49.74,0,,
4264,케이에스피,73010,11-Dec,35.52,0,2.54,
4265,케이에스피,73010,12-Dec,2.54,0,0.92,
4266,케이에스피,73010,13-Dec,0.92,0,-0.67,
4267,케이에스피,73010,14-Dec,-0.67,1,-1.12,
4268,케이에스피,73010,15-Dec,-1.12,1,-16.1,
4269,케이에스피,73010,16-Dec,-16.1,1,-2.85,
4270,케이에스피,73010,17-Dec,-2.85,1,-1.76,
4271,케이에스피,73010,18-Dec,-1.76,1,4.2,
4272,케이에스피,73010,19-Dec,4.2,0,,
4273,케이에이치바텍,60720,11-Dec,6.57,0,1.77,
4274,케이에이치바텍,60720,12-Dec,1.77,0,12.93,
4275,케이에이치바텍,60720,13-Dec,12.93,0,9.99,
4276,케이에이치바텍,60720,14-Dec,9.99,0,10.13,
4277,케이에이치바텍,60720,15-Dec,10.13,0,-5.15,
4278,케이에이치바텍,60720,16-Dec,-5.15,0,-9.95,
4279,케이에이치바텍,60720,17-Dec,-9.95,1,-5.86,
4280,케이에이치바텍,60720,18-Dec,-5.86,1,1.88,
4281,케이에이치바텍,60720,19-Dec,1.88,0,,
4282,케이에이치필룩스,33180,11-Dec,3.89,0,5.32,
4283,케이에이치필룩스,33180,12-Dec,5.32,0,12.19,
4284,케이에이치필룩스,33180,13-Dec,12.19,0,17.38,
4285,케이에이치필룩스,33180,14-Dec,17.38,0,10.94,
4286,케이에이치필룩스,33180,15-Dec,10.94,0,9.38,
4287,케이에이치필룩스,33180,16-Dec,9.38,0,3.47,
4288,케이에이치필룩스,33180,17-Dec,3.47,0,0.27,
4289,케이에이치필룩스,33180,18-Dec,0.27,0,0.44,
4290,케이에이치필룩스,33180,19-Dec,0.44,1,,
4291,케이엑스하이텍,52900,11-Dec,-0.4,0,-4.14,
4292,케이엑스하이텍,52900,12-Dec,-4.14,1,0.27,
4293,케이엑스하이텍,52900,13-Dec,0.27,1,4.31,
4294,케이엑스하이텍,52900,14-Dec,4.31,0,2.37,
4295,케이엑스하이텍,52900,15-Dec,2.37,0,6.62,
4296,케이엑스하이텍,52900,16-Dec,6.62,0,3.66,
4297,케이엑스하이텍,52900,17-Dec,3.66,0,29.13,
4298,케이엑스하이텍,52900,18-Dec,29.13,0,29.14,
4299,케이엑스하이텍,52900,19-Dec,29.14,0,,
4300,케이엔더블유,105330,11-Dec,4.61,0,-3.29,
4301,케이엔더블유,105330,12-Dec,-3.29,0,0.13,
4302,케이엔더블유,105330,13-Dec,0.13,1,9.65,
4303,케이엔더블유,105330,14-Dec,9.65,0,4.38,
4304,케이엔더블유,105330,15-Dec,4.38,0,-0.36,
4305,케이엔더블유,105330,16-Dec,-0.36,0,-4.55,
4306,케이엔더블유,105330,17-Dec,-4.55,1,2.05,
4307,케이엔더블유,105330,18-Dec,2.05,0,-5.97,1
4308,케이엔더블유,105330,19-Dec,-5.97,0,,
4309,케이엠더블유,32500,11-Dec,-2.13,0,5.46,
4310,케이엠더블유,32500,12-Dec,5.46,0,9.21,
4311,케이엠더블유,32500,13-Dec,9.21,0,-2.45,
4312,케이엠더블유,32500,14-Dec,-2.45,0,-6.49,
4313,케이엠더블유,32500,15-Dec,-6.49,1,-2.03,
4314,케이엠더블유,32500,16-Dec,-2.03,1,-0.54,
4315,케이엠더블유,32500,17-Dec,-0.54,1,-4.09,
4316,케이엠더블유,32500,18-Dec,-4.09,1,24.1,
4317,케이엠더블유,32500,19-Dec,24.1,0,,
4318,케이이씨,92220,11-Dec,-1.92,0,-1.64,
4319,케이이씨,92220,12-Dec,-1.64,1,-0.66,
4320,케이이씨,92220,13-Dec,-0.66,1,0.42,
4321,케이이씨,92220,14-Dec,0.42,1,0.9,
4322,케이이씨,92220,15-Dec,0.9,1,0.76,
4323,케이이씨,92220,16-Dec,0.76,1,1.67,
4324,케이이씨,92220,17-Dec,1.67,0,1.22,
4325,케이이씨,92220,18-Dec,1.22,0,-2.73,
4326,케이이씨,92220,19-Dec,-2.73,0,,
4327,케이티,30200,11-Dec,4.1,0,2.57,
4328,케이티,30200,12-Dec,2.57,0,1.86,
4329,케이티,30200,13-Dec,1.86,0,-0.58,
4330,케이티,30200,14-Dec,-0.58,0,3.35,
4331,케이티,30200,15-Dec,3.35,0,4.27,
4332,케이티,30200,16-Dec,4.27,0,4.55,
4333,케이티,30200,17-Dec,4.55,0,4.25,
4334,케이티,30200,18-Dec,4.25,0,4.29,
4335,케이티,30200,19-Dec,4.29,0,,
4336,케이티서브마린,60370,11-Dec,12.99,0,23.28,
4337,케이티서브마린,60370,12-Dec,23.28,0,66.69,
4338,케이티서브마린,60370,13-Dec,66.69,0,5310.39,
4339,케이티서브마린,60370,14-Dec,5310.39,0,151.6,
4340,케이티서브마린,60370,15-Dec,151.6,0,14.2,
4341,케이티서브마린,60370,16-Dec,14.2,0,20.7,
4342,케이티서브마린,60370,17-Dec,20.7,0,-10.98,
4343,케이티서브마린,60370,18-Dec,-10.98,0,2.6,
4344,케이티서브마린,60370,19-Dec,2.6,0,,
4345,케이티알파,36030,11-Dec,-221.04,0,-69.58,
4346,케이티알파,36030,12-Dec,-69.58,1,41.03,
4347,케이티알파,36030,13-Dec,41.03,0,1416.54,
4348,케이티알파,36030,14-Dec,1416.54,0,7777,
4349,케이티알파,36030,15-Dec,7777,0,7777,
4350,케이티알파,36030,16-Dec,7777,0,533.46,
4351,케이티알파,36030,17-Dec,533.46,0,324.85,
4352,케이티알파,36030,18-Dec,324.85,0,26.04,
4353,케이티알파,36030,19-Dec,26.04,0,,
4354,케이프,64820,11-Dec,3.52,0,0.12,
4355,케이프,64820,12-Dec,0.12,0,-1.26,
4356,케이프,64820,13-Dec,-1.26,1,-1.53,
4357,케이프,64820,14-Dec,-1.53,1,-1.7,
4358,케이프,64820,15-Dec,-1.7,1,1.3,
4359,케이프,64820,16-Dec,1.3,0,2.64,
4360,케이프,64820,17-Dec,2.64,0,2.13,
4361,케이프,64820,18-Dec,2.13,0,2.47,
4362,케이프,64820,19-Dec,2.47,0,,
4363,케이피에스,256940,17-Dec,21.31,0,298.07,
4364,케이피에스,256940,18-Dec,298.07,0,-14.75,
4365,케이피에스,256940,19-Dec,-14.75,0,,
4366,케이피엠테크,42040,11-Dec,-0.98,0,-2.39,
4367,케이피엠테크,42040,12-Dec,-2.39,1,-2.12,
4368,케이피엠테크,42040,13-Dec,-2.12,1,2.13,
4369,케이피엠테크,42040,14-Dec,2.13,0,-1.63,
4370,케이피엠테크,42040,15-Dec,-1.63,0,-2.13,
4371,케이피엠테크,42040,16-Dec,-2.13,1,-0.98,
4372,케이피엠테크,42040,17-Dec,-0.98,1,-0.17,
4373,케이피엠테크,42040,18-Dec,-0.17,1,-1.9,
4374,케이피엠테크,42040,19-Dec,-1.9,1,,
4375,케이피티유,54410,11-Dec,1.45,0,1.3,
4376,케이피티유,54410,12-Dec,1.3,0,1.56,
4377,케이피티유,54410,13-Dec,1.56,0,0.98,
4378,케이피티유,54410,14-Dec,0.98,0,1.81,
4379,케이피티유,54410,15-Dec,1.81,0,0.99,
4380,케이피티유,54410,16-Dec,0.99,0,3.18,
4381,케이피티유,54410,17-Dec,3.18,0,2.08,
4382,케이피티유,54410,18-Dec,2.08,0,0.78,
4383,케이피티유,54410,19-Dec,0.78,0,,
4384,케일럼,258610,17-Dec,4.53,0,3.08,
4385,케일럼,258610,18-Dec,3.08,0,0.52,
4386,케일럼,258610,19-Dec,0.52,0,,
4387,켐트로닉스,89010,11-Dec,4.37,0,4.21,
4388,켐트로닉스,89010,12-Dec,4.21,0,9.21,
4389,켐트로닉스,89010,13-Dec,9.21,0,-1.19,
4390,켐트로닉스,89010,14-Dec,-1.19,0,-1.12,
4391,켐트로닉스,89010,15-Dec,-1.12,1,0.16,
4392,켐트로닉스,89010,16-Dec,0.16,1,-2.65,
4393,켐트로닉스,89010,17-Dec,-2.65,1,1.81,
4394,켐트로닉스,89010,18-Dec,1.81,0,4.57,
4395,켐트로닉스,89010,19-Dec,4.57,0,,
4396,코다코,46070,11-Dec,1.66,0,1.38,
4397,코다코,46070,12-Dec,1.38,0,1.63,
4398,코다코,46070,13-Dec,1.63,0,1.95,
4399,코다코,46070,14-Dec,1.95,0,1.95,
4400,코다코,46070,15-Dec,1.95,0,2.4,
4401,코다코,46070,16-Dec,2.4,0,0.6,
4402,코다코,46070,17-Dec,0.6,0,-1.51,
4403,코다코,46070,18-Dec,-1.51,1,-0.78,
4404,코다코,46070,19-Dec,-0.78,1,,
4405,코데즈컴바인,47770,11-Dec,3.74,0,-2.35,
4406,코데즈컴바인,47770,12-Dec,-2.35,0,-5.79,
4407,코데즈컴바인,47770,13-Dec,-5.79,1,-17.85,
4408,코데즈컴바인,47770,14-Dec,-17.85,1,-23.63,
4409,코데즈컴바인,47770,15-Dec,-23.63,1,138.01,
4410,코데즈컴바인,47770,16-Dec,138.01,0,7777,
4411,코데즈컴바인,47770,17-Dec,7777,0,22.33,
4412,코데즈컴바인,47770,18-Dec,22.33,0,11.91,
4413,코데즈컴바인,47770,19-Dec,11.91,0,,
4414,코디,80530,11-Dec,4.85,0,-4.02,
4415,코디,80530,12-Dec,-4.02,0,0.6,
4416,코디,80530,13-Dec,0.6,1,0.84,
4417,코디,80530,14-Dec,0.84,1,-3.43,
4418,코디,80530,15-Dec,-3.43,1,-5.43,
4419,코디,80530,16-Dec,-5.43,1,-3.16,
4420,코디,80530,17-Dec,-3.16,1,-2.8,
4421,코디,80530,18-Dec,-2.8,1,0.01,
4422,코디,80530,19-Dec,0.01,1,,
4423,코디엠,224060,15-Dec,6.69,0,-3.85,
4424,코디엠,224060,16-Dec,-3.85,0,-1.59,
4425,코디엠,224060,17-Dec,-1.59,1,-15.69,
4426,코디엠,224060,18-Dec,-15.69,1,-4.32,
4427,코디엠,224060,19-Dec,-4.32,1,,
4428,코렌텍,104540,13-Dec,2.26,0,-0.27,
4429,코렌텍,104540,14-Dec,-0.27,0,1.36,
4430,코렌텍,104540,15-Dec,1.36,0,4.67,
4431,코렌텍,104540,16-Dec,4.67,0,-0.63,
4432,코렌텍,104540,17-Dec,-0.63,0,-4.38,
4433,코렌텍,104540,18-Dec,-4.38,1,3.67,
4434,코렌텍,104540,19-Dec,3.67,0,,
4435,코리아나화장품,27050,11-Dec,-0.28,0,-10.65,
4436,코리아나화장품,27050,12-Dec,-10.65,1,-3.12,
4437,코리아나화장품,27050,13-Dec,-3.12,1,-5.11,
4438,코리아나화장품,27050,14-Dec,-5.11,1,7.86,
4439,코리아나화장품,27050,15-Dec,7.86,0,7.12,
4440,코리아나화장품,27050,16-Dec,7.12,0,4.05,
4441,코리아나화장품,27050,17-Dec,4.05,0,3.51,
4442,코리아나화장품,27050,18-Dec,3.51,0,4.17,
4443,코리아나화장품,27050,19-Dec,4.17,0,,
4444,코리아써키트,7810,11-Dec,1.86,0,10.28,
4445,코리아써키트,7810,12-Dec,10.28,0,14.59,
4446,코리아써키트,7810,13-Dec,14.59,0,14.64,
4447,코리아써키트,7810,14-Dec,14.64,0,36.22,
4448,코리아써키트,7810,15-Dec,36.22,0,15.78,
4449,코리아써키트,7810,16-Dec,15.78,0,7.68,
4450,코리아써키트,7810,17-Dec,7.68,0,-9.72,
4451,코리아써키트,7810,18-Dec,-9.72,0,29.74,
4452,코리아써키트,7810,19-Dec,29.74,0,,
4453,코리아에스이,101670,11-Dec,40189.81,0,7777,
4454,코리아에스이,101670,12-Dec,7777,0,40866.84,
4455,코리아에스이,101670,13-Dec,40866.84,0,-7777,
4456,코리아에스이,101670,14-Dec,-7777,0,7777,
4457,코리아에스이,101670,15-Dec,7777,0,7777,
4458,코리아에스이,101670,16-Dec,7777,0,-43.66,
4459,코리아에스이,101670,17-Dec,-43.66,0,-7777,
4460,코리아에스이,101670,18-Dec,-7777,1,-7777,
4461,코리아에스이,101670,19-Dec,-7777,1,,
4462,코미팜,41960,11-Dec,0.34,0,0.59,
4463,코미팜,41960,12-Dec,0.59,1,0.4,
4464,코미팜,41960,13-Dec,0.4,1,0.08,
4465,코미팜,41960,14-Dec,0.08,1,-0.39,
4466,코미팜,41960,15-Dec,-0.39,1,0.42,
4467,코미팜,41960,16-Dec,0.42,1,-0.11,
4468,코미팜,41960,17-Dec,-0.11,1,-5.59,
4469,코미팜,41960,18-Dec,-5.59,1,-2.85,
4470,코미팜,41960,19-Dec,-2.85,1,,
4471,코세스,89890,11-Dec,22.5,0,19.96,
4472,코세스,89890,12-Dec,19.96,0,-12.97,
4473,코세스,89890,13-Dec,-12.97,0,-4.59,
4474,코세스,89890,14-Dec,-4.59,1,-0.18,
4475,코세스,89890,15-Dec,-0.18,1,-4.29,
4476,코세스,89890,16-Dec,-4.29,1,8.12,
4477,코세스,89890,17-Dec,8.12,0,22.11,
4478,코세스,89890,18-Dec,22.11,0,10.05,
4479,코세스,89890,19-Dec,10.05,0,,
4480,코센,9730,11-Dec,-9.21,0,-2.47,
4481,코센,9730,12-Dec,-2.47,1,1.77,
4482,코센,9730,13-Dec,1.77,0,0.75,
4483,코센,9730,14-Dec,0.75,0,1.29,
4484,코센,9730,15-Dec,1.29,0,-4.3,
4485,코센,9730,16-Dec,-4.3,0,0.77,
4486,코센,9730,17-Dec,0.77,1,-0.25,
4487,코센,9730,18-Dec,-0.25,1,-0.46,
4488,코센,9730,19-Dec,-0.46,1,,
4489,코스나인,82660,11-Dec,-9.06,0,1.68,
4490,코스나인,82660,12-Dec,1.68,0,2.72,
4491,코스나인,82660,13-Dec,2.72,0,3.38,
4492,코스나인,82660,14-Dec,3.38,0,1.46,
4493,코스나인,82660,15-Dec,1.46,0,0.67,
4494,코스나인,82660,16-Dec,0.67,0,-5.44,
4495,코스나인,82660,17-Dec,-5.44,1,-4.62,
4496,코스나인,82660,18-Dec,-4.62,1,-1.17,
4497,코스나인,82660,19-Dec,-1.17,1,,
4498,코스온,69110,11-Dec,1.14,0,0.83,
4499,코스온,69110,12-Dec,0.83,0,-0.37,
4500,코스온,69110,13-Dec,-0.37,1,1.69,
4501,코스온,69110,14-Dec,1.69,0,8.18,
4502,코스온,69110,15-Dec,8.18,0,9.32,
4503,코스온,69110,16-Dec,9.32,0,2.43,
4504,코스온,69110,17-Dec,2.43,0,1.04,
4505,코스온,69110,18-Dec,1.04,0,0.13,
4506,코스온,69110,19-Dec,0.13,0,,
4507,코썬바이오,204990,16-Dec,0,0,-1441.11,
4508,코썬바이오,204990,17-Dec,-1441.11,0,-230.74,
4509,코썬바이오,204990,18-Dec,-230.74,1,-104.45,
4510,코썬바이오,204990,19-Dec,-104.45,1,,
4511,코아스,71950,11-Dec,1.68,0,1.01,
4512,코아스,71950,12-Dec,1.01,0,0.18,
4513,코아스,71950,13-Dec,0.18,0,1.47,
4514,코아스,71950,14-Dec,1.47,0,-7.4,
4515,코아스,71950,15-Dec,-7.4,0,-2.31,
4516,코아스,71950,16-Dec,-2.31,1,0.44,
4517,코아스,71950,17-Dec,0.44,1,0.81,
4518,코아스,71950,18-Dec,0.81,1,2.3,
4519,코아스,71950,19-Dec,2.3,0,,
4520,코아시아,45970,11-Dec,1.18,0,0.86,
4521,코아시아,45970,12-Dec,0.86,0,0.03,
4522,코아시아,45970,13-Dec,0.03,1,-3.23,
4523,코아시아,45970,14-Dec,-3.23,1,0.76,
4524,코아시아,45970,15-Dec,0.76,1,1.68,
4525,코아시아,45970,16-Dec,1.68,0,2.97,
4526,코아시아,45970,17-Dec,2.97,0,1.02,
4527,코아시아,45970,18-Dec,1.02,0,3.74,
4528,코아시아,45970,19-Dec,3.74,0,,
4529,코아시아옵틱스,196450,14-Dec,-7777,0,-102.09,
4530,코아시아옵틱스,196450,15-Dec,-102.09,1,-9.95,
4531,코아시아옵틱스,196450,16-Dec,-9.95,1,-0.35,
4532,코아시아옵틱스,196450,17-Dec,-0.35,1,-2.38,
4533,코아시아옵틱스,196450,18-Dec,-2.38,1,1.23,
4534,코아시아옵틱스,196450,19-Dec,1.23,0,,
4535,코엔텍,29960,11-Dec,138.66,0,5910.45,
4536,코엔텍,29960,12-Dec,5910.45,0,0,
4537,코엔텍,29960,13-Dec,0,0,0,
4538,코엔텍,29960,14-Dec,0,0,903.85,
4539,코엔텍,29960,15-Dec,903.85,0,70.32,
4540,코엔텍,29960,16-Dec,70.32,0,43.15,
4541,코엔텍,29960,17-Dec,43.15,0,73.09,
4542,코엔텍,29960,18-Dec,73.09,0,75.88,
4543,코엔텍,29960,19-Dec,75.88,0,,
4544,코오롱,2020,11-Dec,6.11,0,0.42,
4545,코오롱,2020,12-Dec,0.42,0,0.73,
4546,코오롱,2020,13-Dec,0.73,1,0.8,
4547,코오롱,2020,14-Dec,0.8,1,0.63,
4548,코오롱,2020,15-Dec,0.63,1,2.52,
4549,코오롱,2020,16-Dec,2.52,0,1.78,
4550,코오롱,2020,17-Dec,1.78,0,1.7,
4551,코오롱,2020,18-Dec,1.7,0,1.55,
4552,코오롱,2020,19-Dec,1.55,0,,
4553,코원플레이,56000,11-Dec,-7.81,0,-8.01,
4554,코원플레이,56000,12-Dec,-8.01,1,-5.27,
4555,코원플레이,56000,13-Dec,-5.27,1,-1.28,
4556,코원플레이,56000,14-Dec,-1.28,1,-10.64,
4557,코원플레이,56000,15-Dec,-10.64,1,-8.25,
4558,코원플레이,56000,16-Dec,-8.25,1,0.92,
4559,코원플레이,56000,17-Dec,0.92,1,-74.76,
4560,코원플레이,56000,18-Dec,-74.76,1,-28.51,
4561,코원플레이,56000,19-Dec,-28.51,1,,
4562,코이즈,121850,12-Dec,15.21,0,-0.18,
4563,코이즈,121850,13-Dec,-0.18,0,-0.15,
4564,코이즈,121850,14-Dec,-0.15,1,-1.92,
4565,코이즈,121850,15-Dec,-1.92,1,1.62,
4566,코이즈,121850,16-Dec,1.62,0,-14.45,
4567,코이즈,121850,17-Dec,-14.45,0,-9.15,
4568,코이즈,121850,18-Dec,-9.15,1,-2.76,
4569,코이즈,121850,19-Dec,-2.76,1,,
4570,콤텍시스템,31820,11-Dec,9.82,0,3.58,
4571,콤텍시스템,31820,12-Dec,3.58,0,-5.55,
4572,콤텍시스템,31820,13-Dec,-5.55,0,-29.29,
4573,콤텍시스템,31820,14-Dec,-29.29,1,1.71,
4574,콤텍시스템,31820,15-Dec,1.71,0,6.36,
4575,콤텍시스템,31820,16-Dec,6.36,0,4.86,
4576,콤텍시스템,31820,17-Dec,4.86,0,53.28,
4577,콤텍시스템,31820,18-Dec,53.28,0,17.89,
4578,콤텍시스템,31820,19-Dec,17.89,0,,
4579,큐로,15590,11-Dec,-2.63,0,2.27,
4580,큐로,15590,12-Dec,2.27,0,2.23,
4581,큐로,15590,13-Dec,2.23,0,0.79,
4582,큐로,15590,14-Dec,0.79,0,-2.02,
4583,큐로,15590,15-Dec,-2.02,1,-2.37,
4584,큐로,15590,16-Dec,-2.37,1,1.43,
4585,큐로,15590,17-Dec,1.43,0,-2.64,
4586,큐로,15590,18-Dec,-2.64,0,3.61,
4587,큐로,15590,19-Dec,3.61,0,,
4588,큐로컴,40350,11-Dec,-2.07,0,-3.15,
4589,큐로컴,40350,12-Dec,-3.15,1,-3.91,
4590,큐로컴,40350,13-Dec,-3.91,1,-13.89,
4591,큐로컴,40350,14-Dec,-13.89,1,-7.6,
4592,큐로컴,40350,15-Dec,-7.6,1,-3.8,
4593,큐로컴,40350,16-Dec,-3.8,1,-1.95,
4594,큐로컴,40350,17-Dec,-1.95,1,-4.11,
4595,큐로컴,40350,18-Dec,-4.11,1,-4.57,
4596,큐로컴,40350,19-Dec,-4.57,1,,
4597,큐로홀딩스,51780,11-Dec,-0.57,0,-0.31,
4598,큐로홀딩스,51780,12-Dec,-0.31,1,0.08,
4599,큐로홀딩스,51780,13-Dec,0.08,1,-0.02,
4600,큐로홀딩스,51780,14-Dec,-0.02,1,-0.09,
4601,큐로홀딩스,51780,15-Dec,-0.09,1,-13.85,
4602,큐로홀딩스,51780,16-Dec,-13.85,1,-6.27,
4603,큐로홀딩스,51780,17-Dec,-6.27,1,-0.39,
4604,큐로홀딩스,51780,18-Dec,-0.39,1,0.28,
4605,큐로홀딩스,51780,19-Dec,0.28,1,,
4606,큐리언트,115180,16-Dec,-7777,0,-7777,
4607,큐리언트,115180,17-Dec,-7777,1,-7777,
4608,큐리언트,115180,18-Dec,-7777,1,-2208.97,
4609,큐리언트,115180,19-Dec,-2208.97,1,,
4610,큐에스아이,66310,11-Dec,338.84,0,189.17,
4611,큐에스아이,66310,12-Dec,189.17,0,321.68,
4612,큐에스아이,66310,13-Dec,321.68,0,307.44,
4613,큐에스아이,66310,14-Dec,307.44,0,165.31,
4614,큐에스아이,66310,15-Dec,165.31,0,398.73,
4615,큐에스아이,66310,16-Dec,398.73,0,7777,
4616,큐에스아이,66310,17-Dec,7777,0,-7777,
4617,큐에스아이,66310,18-Dec,-7777,0,19.66,
4618,큐에스아이,66310,19-Dec,19.66,0,,
4619,클라우드에어,36170,11-Dec,6.13,0,0.92,
4620,클라우드에어,36170,12-Dec,0.92,0,2.04,
4621,클라우드에어,36170,13-Dec,2.04,0,-1.41,
4622,클라우드에어,36170,14-Dec,-1.41,0,1.91,
4623,클라우드에어,36170,15-Dec,1.91,0,3.84,
4624,클라우드에어,36170,16-Dec,3.84,0,4.83,
4625,클라우드에어,36170,17-Dec,4.83,0,0.19,
4626,클라우드에어,36170,18-Dec,0.19,0,0,
4627,클라우드에어,36170,19-Dec,0,0,,
4628,클리오,237880,16-Dec,11.82,0,2.13,
4629,클리오,237880,17-Dec,2.13,0,-0.35,
4630,클리오,237880,18-Dec,-0.35,0,16.75,
4631,클리오,237880,19-Dec,16.75,0,,
4632,키다리스튜디오,20120,11-Dec,-4,0,-15.24,
4633,키다리스튜디오,20120,12-Dec,-15.24,1,3.38,
4634,키다리스튜디오,20120,13-Dec,3.38,0,7.88,
4635,키다리스튜디오,20120,14-Dec,7.88,0,6.27,
4636,키다리스튜디오,20120,15-Dec,6.27,0,3.32,
4637,키다리스튜디오,20120,16-Dec,3.32,0,-10.91,
4638,키다리스튜디오,20120,17-Dec,-10.91,0,43.62,
4639,키다리스튜디오,20120,18-Dec,43.62,0,1.87,
4640,키다리스튜디오,20120,19-Dec,1.87,0,,
4641,키이스트,54780,11-Dec,7777,0,7777,
4642,키이스트,54780,12-Dec,7777,0,-172.18,
4643,키이스트,54780,13-Dec,-172.18,0,103.74,
4644,키이스트,54780,14-Dec,103.74,0,67.87,
4645,키이스트,54780,15-Dec,67.87,0,-3.92,
4646,키이스트,54780,16-Dec,-3.92,0,14.39,
4647,키이스트,54780,17-Dec,14.39,0,-16.12,
4648,키이스트,54780,18-Dec,-16.12,0,-4.99,
4649,키이스트,54780,19-Dec,-4.99,1,,
4650,탑코미디어,134580,13-Dec,557.65,0,1304.71,
4651,탑코미디어,134580,14-Dec,1304.71,0,7777,
4652,탑코미디어,134580,15-Dec,7777,0,-7777,
4653,탑코미디어,134580,16-Dec,-7777,0,-7777,
4654,탑코미디어,134580,17-Dec,-7777,1,7777,
4655,탑코미디어,134580,18-Dec,7777,0,-445.61,
4656,탑코미디어,134580,19-Dec,-445.61,0,,
4657,태양,53620,11-Dec,53.64,0,83.92,
4658,태양,53620,12-Dec,83.92,0,158.62,
4659,태양,53620,13-Dec,158.62,0,381.73,
4660,태양,53620,14-Dec,381.73,0,7.2,
4661,태양,53620,15-Dec,7.2,0,64.05,
4662,태양,53620,16-Dec,64.05,0,57.64,
4663,태양,53620,17-Dec,57.64,0,-12.86,
4664,태양,53620,18-Dec,-12.86,0,46.4,
4665,태양,53620,19-Dec,46.4,0,,
4666,태영건설,9410,11-Dec,3.05,0,2.33,
4667,태영건설,9410,12-Dec,2.33,0,2.48,
4668,태영건설,9410,13-Dec,2.48,0,0.48,
4669,태영건설,9410,14-Dec,0.48,0,1.34,
4670,태영건설,9410,15-Dec,1.34,0,2.87,
4671,태영건설,9410,16-Dec,2.87,0,8.46,
4672,태영건설,9410,17-Dec,8.46,0,11.9,
4673,태영건설,9410,18-Dec,11.9,0,9.5,
4674,태영건설,9410,19-Dec,9.5,0,,
4675,태웅,44490,11-Dec,12.14,0,1.56,
4676,태웅,44490,12-Dec,1.56,0,0.72,
4677,태웅,44490,13-Dec,0.72,0,10.47,
4678,태웅,44490,14-Dec,10.47,0,16.08,
4679,태웅,44490,15-Dec,16.08,0,10.08,
4680,태웅,44490,16-Dec,10.08,0,-0.66,
4681,태웅,44490,17-Dec,-0.66,0,-4.38,
4682,태웅,44490,18-Dec,-4.38,1,-3.67,
4683,태웅,44490,19-Dec,-3.67,1,,
4684,테라젠이텍스,66700,11-Dec,-2.78,0,-5.31,
4685,테라젠이텍스,66700,12-Dec,-5.31,1,2.74,
4686,테라젠이텍스,66700,13-Dec,2.74,0,2.44,
4687,테라젠이텍스,66700,14-Dec,2.44,0,4.24,
4688,테라젠이텍스,66700,15-Dec,4.24,0,1.37,
4689,테라젠이텍스,66700,16-Dec,1.37,0,0.21,
4690,테라젠이텍스,66700,17-Dec,0.21,0,-3.14,
4691,테라젠이텍스,66700,18-Dec,-3.14,1,1.24,
4692,테라젠이텍스,66700,19-Dec,1.24,0,,1
4693,텔레칩스,54450,11-Dec,-7777,0,-252.87,
4694,텔레칩스,54450,12-Dec,-252.87,1,-7777,
4695,텔레칩스,54450,13-Dec,-7777,1,7777,
4696,텔레칩스,54450,14-Dec,7777,0,7777,
4697,텔레칩스,54450,15-Dec,7777,0,7777,
4698,텔레칩스,54450,16-Dec,7777,0,7777,
4699,텔레칩스,54450,17-Dec,7777,0,7777,
4700,텔레칩스,54450,18-Dec,7777,0,203.02,
4701,텔레칩스,54450,19-Dec,203.02,0,,
4702,텔레필드,91440,11-Dec,3.2,0,4.31,
4703,텔레필드,91440,12-Dec,4.31,0,2.05,
4704,텔레필드,91440,13-Dec,2.05,0,9.83,
4705,텔레필드,91440,14-Dec,9.83,0,4.52,
4706,텔레필드,91440,15-Dec,4.52,0,-4.43,
4707,텔레필드,91440,16-Dec,-4.43,0,1.35,
4708,텔레필드,91440,17-Dec,1.35,0,-10.79,
4709,텔레필드,91440,18-Dec,-10.79,0,4.92,
4710,텔레필드,91440,19-Dec,4.92,0,,
4711,텔콘알에프제약,200230,14-Dec,139.45,0,-30.17,
4712,텔콘알에프제약,200230,15-Dec,-30.17,0,-7.56,
4713,텔콘알에프제약,200230,16-Dec,-7.56,1,-3.6,
4714,텔콘알에프제약,200230,17-Dec,-3.6,1,-1.54,
4715,텔콘알에프제약,200230,18-Dec,-1.54,1,1.63,
4716,텔콘알에프제약,200230,19-Dec,1.63,0,,
4717,토니모리,214420,15-Dec,71.94,0,141.73,
4718,토니모리,214420,16-Dec,141.73,0,-2.37,
4719,토니모리,214420,17-Dec,-2.37,0,-2.26,
4720,토니모리,214420,18-Dec,-2.26,1,-0.08,
4721,토니모리,214420,19-Dec,-0.08,1,,
4722,토탈소프트뱅크,45340,11-Dec,-47.57,0,-40.02,
4723,토탈소프트뱅크,45340,12-Dec,-40.02,1,-57.39,
4724,토탈소프트뱅크,45340,13-Dec,-57.39,1,8.1,
4725,토탈소프트뱅크,45340,14-Dec,8.1,0,-15.07,
4726,토탈소프트뱅크,45340,15-Dec,-15.07,0,8.47,
4727,토탈소프트뱅크,45340,16-Dec,8.47,0,3.33,
4728,토탈소프트뱅크,45340,17-Dec,3.33,0,15.39,
