,회사명,거래소코드,회계년도,이자보상배율,부실기업,이보배2,회생기업2
477,대동스틸,48470,14-Dec,2.92,0,-5.64,
478,대동스틸,48470,15-Dec,-5.64,0,510.41,
479,대동스틸,48470,16-Dec,510.41,0,1421.75,
480,대동스틸,48470,17-Dec,1421.75,0,-14.84,
481,대동스틸,48470,18-Dec,-14.84,0,-16.84,
482,대동스틸,48470,19-Dec,-16.84,1,,
483,대림제지,17650,11-Dec,4.02,0,23.85,
484,대림제지,17650,12-Dec,23.85,0,35.98,
485,대림제지,17650,13-Dec,35.98,0,86.15,
486,대림제지,17650,14-Dec,86.15,0,-44.32,
487,대림제지,17650,15-Dec,-44.32,0,239.14,
488,대림제지,17650,16-Dec,239.14,0,13.52,
489,대림제지,17650,17-Dec,13.52,0,10.06,
490,대림제지,17650,18-Dec,10.06,0,4.6,
491,대림제지,17650,19-Dec,4.6,0,,
492,대명소노시즌,7720,11-Dec,-10.93,0,-12.1,
493,대명소노시즌,7720,12-Dec,-12.1,1,194.97,
494,대명소노시즌,7720,13-Dec,194.97,0,225.92,
495,대명소노시즌,7720,14-Dec,225.92,0,-21.65,
496,대명소노시즌,7720,15-Dec,-21.65,0,0.23,
497,대명소노시즌,7720,16-Dec,0.23,1,1.44,
498,대명소노시즌,7720,17-Dec,1.44,0,0.9,1
499,대명소노시즌,7720,18-Dec,0.9,0,1.72,
500,대명소노시즌,7720,19-Dec,1.72,0,,
501,대성미생물연구소,36480,11-Dec,-3.52,0,1.18,
502,대성미생물연구소,36480,12-Dec,1.18,0,10.5,
503,대성미생물연구소,36480,13-Dec,10.5,0,18.57,
504,대성미생물연구소,36480,14-Dec,18.57,0,94.9,
505,대성미생물연구소,36480,15-Dec,94.9,0,141.74,
506,대성미생물연구소,36480,16-Dec,141.74,0,77.35,
507,대성미생물연구소,36480,17-Dec,77.35,0,136.12,
508,대성미생물연구소,36480,18-Dec,136.12,0,228.76,
509,대성미생물연구소,36480,19-Dec,228.76,0,,
510,대성엘텍,25440,11-Dec,-1.38,0,0.62,
511,대성엘텍,25440,12-Dec,0.62,1,-0.49,
512,대성엘텍,25440,13-Dec,-0.49,1,1.98,
513,대성엘텍,25440,14-Dec,1.98,0,1.25,
514,대성엘텍,25440,15-Dec,1.25,0,2.04,
515,대성엘텍,25440,16-Dec,2.04,0,1.5,
516,대성엘텍,25440,17-Dec,1.5,0,-1.03,
517,대성엘텍,25440,18-Dec,-1.03,0,-4.24,
518,대성엘텍,25440,19-Dec,-4.24,1,,
519,대성파인텍,104040,11-Dec,12.61,0,16.88,
520,대성파인텍,104040,12-Dec,16.88,0,40.85,
521,대성파인텍,104040,13-Dec,40.85,0,19.72,
522,대성파인텍,104040,14-Dec,19.72,0,18.82,
523,대성파인텍,104040,15-Dec,18.82,0,8.21,
524,대성파인텍,104040,16-Dec,8.21,0,5.57,
525,대성파인텍,104040,17-Dec,5.57,0,0.87,
526,대성파인텍,104040,18-Dec,0.87,0,0.32,
527,대성파인텍,104040,19-Dec,0.32,1,,
528,대양금속,9190,11-Dec,-1.84,0,-2.2,
529,대양금속,9190,12-Dec,-2.2,1,-0.66,
530,대양금속,9190,13-Dec,-0.66,1,-1.83,
531,대양금속,9190,14-Dec,-1.83,1,-0.99,
532,대양금속,9190,15-Dec,-0.99,1,1.66,
533,대양금속,9190,16-Dec,1.66,0,3.54,
534,대양금속,9190,17-Dec,3.54,0,2.76,
535,대양금속,9190,18-Dec,2.76,0,1.16,
536,대양금속,9190,19-Dec,1.16,0,,
537,대우건설,47040,11-Dec,1.69,0,2.55,
538,대우건설,47040,12-Dec,2.55,0,-2.04,
539,대우건설,47040,13-Dec,-2.04,0,3.46,
540,대우건설,47040,14-Dec,3.46,0,3.53,
541,대우건설,47040,15-Dec,3.53,0,-5.02,
542,대우건설,47040,16-Dec,-5.02,0,4.67,
543,대우건설,47040,17-Dec,4.67,0,5.68,
544,대우건설,47040,18-Dec,5.68,0,2.77,
545,대우건설,47040,19-Dec,2.77,0,,
546,대유에이텍,2880,11-Dec,3.03,0,2.64,
547,대유에이텍,2880,12-Dec,2.64,0,2.35,
548,대유에이텍,2880,13-Dec,2.35,0,2.48,
549,대유에이텍,2880,14-Dec,2.48,0,2.09,
550,대유에이텍,2880,15-Dec,2.09,0,1.64,
551,대유에이텍,2880,16-Dec,1.64,0,0.89,
552,대유에이텍,2880,17-Dec,0.89,0,0.49,
553,대유에이텍,2880,18-Dec,0.49,1,1.86,
554,대유에이텍,2880,19-Dec,1.86,0,,
555,대유플러스,300,11-Dec,0.65,0,-4.88,
556,대유플러스,300,12-Dec,-4.88,1,2.74,
557,대유플러스,300,13-Dec,2.74,0,0.21,
558,대유플러스,300,14-Dec,0.21,0,0.38,
559,대유플러스,300,15-Dec,0.38,1,2.6,
560,대유플러스,300,16-Dec,2.6,0,1.97,
561,대유플러스,300,17-Dec,1.97,0,6.13,
562,대유플러스,300,18-Dec,6.13,0,2.6,
563,대유플러스,300,19-Dec,2.6,0,,
564,대창,12800,11-Dec,1.4,0,0.57,
565,대창,12800,12-Dec,0.57,0,0.06,
566,대창,12800,13-Dec,0.06,1,0.88,
567,대창,12800,14-Dec,0.88,1,-1.99,
568,대창,12800,15-Dec,-1.99,1,2.25,
569,대창,12800,16-Dec,2.25,0,3.03,
570,대창,12800,17-Dec,3.03,0,1.38,
571,대창,12800,18-Dec,1.38,0,1.4,
572,대창,12800,19-Dec,1.4,0,,
573,대창솔루션,96350,11-Dec,2.11,0,0.62,
574,대창솔루션,96350,12-Dec,0.62,0,-1.23,
575,대창솔루션,96350,13-Dec,-1.23,1,-2.46,
576,대창솔루션,96350,14-Dec,-2.46,1,-0.05,
577,대창솔루션,96350,15-Dec,-0.05,1,-2.1,
578,대창솔루션,96350,16-Dec,-2.1,1,-2.64,
579,대창솔루션,96350,17-Dec,-2.64,1,-2.2,
580,대창솔루션,96350,18-Dec,-2.2,1,0.26,
581,대창솔루션,96350,19-Dec,0.26,1,,
582,대창스틸,140520,14-Dec,1.81,0,1.13,
583,대창스틸,140520,15-Dec,1.13,0,-0.38,
584,대창스틸,140520,16-Dec,-0.38,0,1.27,
585,대창스틸,140520,17-Dec,1.27,0,0.61,
586,대창스틸,140520,18-Dec,0.61,0,0.95,
587,대창스틸,140520,19-Dec,0.95,1,,
588,대한과학,131220,11-Dec,5.43,0,4.77,
589,대한과학,131220,12-Dec,4.77,0,2.58,
590,대한과학,131220,13-Dec,2.58,0,2.33,
591,대한과학,131220,14-Dec,2.33,0,-0.33,
592,대한과학,131220,15-Dec,-0.33,0,7.1,
593,대한과학,131220,16-Dec,7.1,0,20.22,
594,대한과학,131220,17-Dec,20.22,0,93.88,
595,대한과학,131220,18-Dec,93.88,0,41.33,
596,대한과학,131220,19-Dec,41.33,0,,
597,대한항공,3490,11-Dec,0.81,0,0.55,
598,대한항공,3490,12-Dec,0.55,1,-0.04,
599,대한항공,3490,13-Dec,-0.04,1,0.86,
600,대한항공,3490,14-Dec,0.86,1,2.38,
601,대한항공,3490,15-Dec,2.38,0,2.76,
602,대한항공,3490,16-Dec,2.76,0,2.05,
603,대한항공,3490,17-Dec,2.05,0,1.14,
604,대한항공,3490,18-Dec,1.14,0,0.42,
605,대한항공,3490,19-Dec,0.42,0,,
606,대호에이엘,69460,11-Dec,2.82,0,0.82,
607,대호에이엘,69460,12-Dec,0.82,0,0.34,
608,대호에이엘,69460,13-Dec,0.34,1,-0.46,
609,대호에이엘,69460,14-Dec,-0.46,1,1.24,
610,대호에이엘,69460,15-Dec,1.24,0,-0.05,
611,대호에이엘,69460,16-Dec,-0.05,0,0.83,
612,대호에이엘,69460,17-Dec,0.83,1,0.9,
613,대호에이엘,69460,18-Dec,0.9,1,-0.46,
614,대호에이엘,69460,19-Dec,-0.46,1,,
615,대호특수강,21040,11-Dec,0.54,0,-0.45,
616,대호특수강,21040,12-Dec,-0.45,1,0.83,
617,대호특수강,21040,13-Dec,0.83,1,2.03,
618,대호특수강,21040,14-Dec,2.03,0,2.26,
619,대호특수강,21040,15-Dec,2.26,0,3.91,
620,대호특수강,21040,16-Dec,3.91,0,4.74,
621,대호특수강,21040,17-Dec,4.74,0,2.68,
622,대호특수강,21040,18-Dec,2.68,0,1.93,
623,대호특수강,21040,19-Dec,1.93,0,,
624,더 미동,161570,13-Dec,449.88,0,92.13,
625,더 미동,161570,14-Dec,92.13,0,40.46,
626,더 미동,161570,15-Dec,40.46,0,-4728.83,
627,더 미동,161570,16-Dec,-4728.83,0,-171.6,
628,더 미동,161570,17-Dec,-171.6,1,-23.55,
629,더 미동,161570,18-Dec,-23.55,1,-22.62,
630,더 미동,161570,19-Dec,-22.62,1,,
631,더블유아이,73570,11-Dec,0.05,0,-4.74,
632,더블유아이,73570,12-Dec,-4.74,1,-1.94,
633,더블유아이,73570,13-Dec,-1.94,1,-0.44,
634,더블유아이,73570,14-Dec,-0.44,1,0.18,
635,더블유아이,73570,15-Dec,0.18,1,-4.46,
636,더블유아이,73570,16-Dec,-4.46,1,-4.07,
637,더블유아이,73570,17-Dec,-4.07,1,-4.63,
638,더블유아이,73570,18-Dec,-4.63,1,0.81,
639,더블유아이,73570,19-Dec,0.81,1,,
640,덕성,4830,11-Dec,0.56,0,4.24,
641,덕성,4830,12-Dec,4.24,0,6.61,
642,덕성,4830,13-Dec,6.61,0,2,
643,덕성,4830,14-Dec,2,0,0.96,
644,덕성,4830,15-Dec,0.96,0,5.46,
645,덕성,4830,16-Dec,5.46,0,2.56,
646,덕성,4830,17-Dec,2.56,0,-2.67,
647,덕성,4830,18-Dec,-2.67,0,0.54,
648,덕성,4830,19-Dec,0.54,1,,
649,덕신하우징,90410,14-Dec,21.83,0,33.43,
650,덕신하우징,90410,15-Dec,33.43,0,-15.9,
651,덕신하우징,90410,16-Dec,-15.9,0,9.91,
652,덕신하우징,90410,17-Dec,9.91,0,10.37,
653,덕신하우징,90410,18-Dec,10.37,0,2.49,
654,덕신하우징,90410,19-Dec,2.49,0,,
655,데이타솔루션,263800,17-Dec,2.37,0,-9.93,
656,데이타솔루션,263800,18-Dec,-9.93,0,1.04,
657,데이타솔루션,263800,19-Dec,1.04,0,,
658,덱스터스튜디오,206560,15-Dec,8.42,0,35.49,
659,덱스터스튜디오,206560,16-Dec,35.49,0,-8.98,
660,덱스터스튜디오,206560,17-Dec,-8.98,0,1.37,
661,덱스터스튜디오,206560,18-Dec,1.37,0,-22.45,
662,덱스터스튜디오,206560,19-Dec,-22.45,0,,
663,도화엔지니어링,2150,11-Dec,9.27,0,0.32,
664,도화엔지니어링,2150,12-Dec,0.32,0,2.52,
665,도화엔지니어링,2150,13-Dec,2.52,0,0.97,
666,도화엔지니어링,2150,14-Dec,0.97,0,9.07,
667,도화엔지니어링,2150,15-Dec,9.07,0,362.4,
668,도화엔지니어링,2150,16-Dec,362.4,0,79.08,
669,도화엔지니어링,2150,17-Dec,79.08,0,50.02,
670,도화엔지니어링,2150,18-Dec,50.02,0,116.83,
671,도화엔지니어링,2150,19-Dec,116.83,0,,
672,동국알앤에스,75970,11-Dec,1.85,0,2.77,
673,동국알앤에스,75970,12-Dec,2.77,0,2,
674,동국알앤에스,75970,13-Dec,2,0,1.58,
675,동국알앤에스,75970,14-Dec,1.58,0,0.41,
676,동국알앤에스,75970,15-Dec,0.41,0,3.56,
677,동국알앤에스,75970,16-Dec,3.56,0,4.25,
678,동국알앤에스,75970,17-Dec,4.25,0,6.54,
679,동국알앤에스,75970,18-Dec,6.54,0,4.38,
680,동국알앤에스,75970,19-Dec,4.38,0,,
681,동국에스엔씨,100130,11-Dec,-118.61,0,21.23,
682,동국에스엔씨,100130,12-Dec,21.23,0,46.79,
683,동국에스엔씨,100130,13-Dec,46.79,0,225.15,
684,동국에스엔씨,100130,14-Dec,225.15,0,354.85,
685,동국에스엔씨,100130,15-Dec,354.85,0,21.99,
686,동국에스엔씨,100130,16-Dec,21.99,0,6.91,
687,동국에스엔씨,100130,17-Dec,6.91,0,-2.8,
688,동국에스엔씨,100130,18-Dec,-2.8,0,7.46,
689,동국에스엔씨,100130,19-Dec,7.46,0,,
690,동방,4140,11-Dec,1.24,0,1.03,
691,동방,4140,12-Dec,1.03,0,0.15,
692,동방,4140,13-Dec,0.15,0,-0.03,
693,동방,4140,14-Dec,-0.03,1,1.46,
694,동방,4140,15-Dec,1.46,0,2.77,
695,동방,4140,16-Dec,2.77,0,1.08,
696,동방,4140,17-Dec,1.08,0,1.02,
697,동방,4140,18-Dec,1.02,0,1.21,
698,동방,4140,19-Dec,1.21,0,,
699,동방선기,99410,11-Dec,2,0,-1.33,
700,동방선기,99410,12-Dec,-1.33,0,-3.39,
701,동방선기,99410,13-Dec,-3.39,1,-0.86,
702,동방선기,99410,14-Dec,-0.86,1,0.86,
703,동방선기,99410,15-Dec,0.86,1,2.64,
704,동방선기,99410,16-Dec,2.64,0,-7777,
705,동방선기,99410,17-Dec,-7777,0,-4741.58,
706,동방선기,99410,18-Dec,-4741.58,1,-160.58,
707,동방선기,99410,19-Dec,-160.58,1,,
708,동성케미컬,102260,11-Dec,1.8,0,3.67,
709,동성케미컬,102260,12-Dec,3.67,0,3.49,
710,동성케미컬,102260,13-Dec,3.49,0,4.95,
711,동성케미컬,102260,14-Dec,4.95,0,9.13,
712,동성케미컬,102260,15-Dec,9.13,0,10.75,
713,동성케미컬,102260,16-Dec,10.75,0,0.59,
714,동성케미컬,102260,17-Dec,0.59,0,1.09,
715,동성케미컬,102260,18-Dec,1.09,0,6.51,
716,동성케미컬,102260,19-Dec,6.51,0,,
717,동성화인텍,33500,11-Dec,0.66,0,1.89,
718,동성화인텍,33500,12-Dec,1.89,0,2.86,
719,동성화인텍,33500,13-Dec,2.86,0,5.39,
720,동성화인텍,33500,14-Dec,5.39,0,6.46,
721,동성화인텍,33500,15-Dec,6.46,0,5.1,
722,동성화인텍,33500,16-Dec,5.1,0,-8.98,
723,동성화인텍,33500,17-Dec,-8.98,0,-2.75,
724,동성화인텍,33500,18-Dec,-2.75,1,7.3,
725,동성화인텍,33500,19-Dec,7.3,0,,
726,동양,1520,11-Dec,-0.13,0,0.34,
727,동양,1520,12-Dec,0.34,1,-0.12,
728,동양,1520,13-Dec,-0.12,1,0.48,
729,동양,1520,14-Dec,0.48,1,2.07,
730,동양,1520,15-Dec,2.07,0,20.89,
731,동양,1520,16-Dec,20.89,0,16.77,
732,동양,1520,17-Dec,16.77,0,2.17,
733,동양,1520,18-Dec,2.17,0,-21.49,
734,동양,1520,19-Dec,-21.49,0,,
735,동양고속,84670,11-Dec,0.07,0,2.32,
736,동양고속,84670,12-Dec,2.32,0,2.57,
737,동양고속,84670,13-Dec,2.57,0,6.01,
738,동양고속,84670,14-Dec,6.01,0,5.39,
739,동양고속,84670,15-Dec,5.39,0,7.92,
740,동양고속,84670,16-Dec,7.92,0,2.68,
741,동양고속,84670,17-Dec,2.68,0,2.03,
742,동양고속,84670,18-Dec,2.03,0,7.01,
743,동양고속,84670,19-Dec,7.01,0,,
744,동양에스텍,60380,11-Dec,1.35,0,-0.48,
745,동양에스텍,60380,12-Dec,-0.48,0,1.57,
746,동양에스텍,60380,13-Dec,1.57,0,1.02,
747,동양에스텍,60380,14-Dec,1.02,0,1.58,
748,동양에스텍,60380,15-Dec,1.58,0,2.96,
749,동양에스텍,60380,16-Dec,2.96,0,1.37,
750,동양에스텍,60380,17-Dec,1.37,0,0.95,
751,동양에스텍,60380,18-Dec,0.95,0,1.16,
752,동양에스텍,60380,19-Dec,1.16,0,,
753,동우팜투테이블,88910,11-Dec,39.53,0,-5.55,
754,동우팜투테이블,88910,12-Dec,-5.55,0,17.81,
755,동우팜투테이블,88910,13-Dec,17.81,0,8.22,
756,동우팜투테이블,88910,14-Dec,8.22,0,39.84,
757,동우팜투테이블,88910,15-Dec,39.84,0,140.63,
758,동우팜투테이블,88910,16-Dec,140.63,0,220.07,
759,동우팜투테이블,88910,17-Dec,220.07,0,633.74,
760,동우팜투테이블,88910,18-Dec,633.74,0,124.27,
761,동우팜투테이블,88910,19-Dec,124.27,0,,
762,동운아나텍,94170,15-Dec,41.32,0,45.4,
763,동운아나텍,94170,16-Dec,45.4,0,-13.85,
764,동운아나텍,94170,17-Dec,-13.85,0,-10.17,
765,동운아나텍,94170,18-Dec,-10.17,1,-1.77,
766,동운아나텍,94170,19-Dec,-1.77,1,,
767,동일기연,32960,11-Dec,362.85,0,839.85,
768,동일기연,32960,12-Dec,839.85,0,7777,
769,동일기연,32960,13-Dec,7777,0,7777,
770,동일기연,32960,14-Dec,7777,0,7777,
771,동일기연,32960,15-Dec,7777,0,7777,
772,동일기연,32960,16-Dec,7777,0,7777,
773,동일기연,32960,17-Dec,7777,0,-2538.84,
774,동일기연,32960,18-Dec,-2538.84,0,26.51,
775,동일기연,32960,19-Dec,26.51,0,,
776,두산,150,11-Dec,6.95,0,2.8,
777,두산,150,12-Dec,2.8,0,1.48,
778,두산,150,13-Dec,1.48,0,1.43,
779,두산,150,14-Dec,1.43,0,0.38,
780,두산,150,15-Dec,0.38,0,1.57,
781,두산,150,16-Dec,1.57,0,2.08,
782,두산,150,17-Dec,2.08,0,2.08,
783,두산,150,18-Dec,2.08,0,2.11,
784,두산,150,19-Dec,2.11,0,,
785,두산테스나,131970,13-Dec,6.54,0,5.14,
786,두산테스나,131970,14-Dec,5.14,0,-3.66,
787,두산테스나,131970,15-Dec,-3.66,0,-2.43,
788,두산테스나,131970,16-Dec,-2.43,1,22.88,
789,두산테스나,131970,17-Dec,22.88,0,41.15,
790,두산테스나,131970,18-Dec,41.15,0,12.14,
791,두산테스나,131970,19-Dec,12.14,0,,
792,듀오백,73190,11-Dec,10.84,0,-13.05,
793,듀오백,73190,12-Dec,-13.05,0,2.85,
794,듀오백,73190,13-Dec,2.85,0,-63.35,
795,듀오백,73190,14-Dec,-63.35,0,-123.36,
796,듀오백,73190,15-Dec,-123.36,1,-157.57,
797,듀오백,73190,16-Dec,-157.57,1,108.72,
798,듀오백,73190,17-Dec,108.72,0,-7777,
799,듀오백,73190,18-Dec,-7777,0,-119.78,
800,듀오백,73190,19-Dec,-119.78,1,,
801,드래곤플라이,30350,11-Dec,7777,0,2.54,
802,드래곤플라이,30350,12-Dec,2.54,0,0.18,
803,드래곤플라이,30350,13-Dec,0.18,0,1.63,
804,드래곤플라이,30350,14-Dec,1.63,0,2.65,
805,드래곤플라이,30350,15-Dec,2.65,0,1.34,
806,드래곤플라이,30350,16-Dec,1.34,0,-4.35,
807,드래곤플라이,30350,17-Dec,-4.35,0,-4.25,
808,드래곤플라이,30350,18-Dec,-4.25,1,-73.66,
809,드래곤플라이,30350,19-Dec,-73.66,1,,
810,드림어스컴퍼니,60570,11-Dec,-30.53,0,-19.73,
811,드림어스컴퍼니,60570,12-Dec,-19.73,1,-44.51,
812,드림어스컴퍼니,60570,13-Dec,-44.51,1,11.17,
813,드림어스컴퍼니,60570,14-Dec,11.17,0,0.83,
814,드림어스컴퍼니,60570,15-Dec,0.83,0,-24.34,
815,드림어스컴퍼니,60570,16-Dec,-24.34,1,-19.57,
816,드림어스컴퍼니,60570,17-Dec,-19.57,1,-7.4,
817,드림어스컴퍼니,60570,18-Dec,-7.4,1,-50.17,
818,드림어스컴퍼니,60570,19-Dec,-50.17,1,,
819,디비아이엔씨,12030,11-Dec,0.7,0,1.13,
820,디비아이엔씨,12030,12-Dec,1.13,0,1.03,
821,디비아이엔씨,12030,13-Dec,1.03,0,-0.87,
822,디비아이엔씨,12030,14-Dec,-0.87,0,2.07,
823,디비아이엔씨,12030,15-Dec,2.07,0,4.72,
824,디비아이엔씨,12030,16-Dec,4.72,0,1.82,
825,디비아이엔씨,12030,17-Dec,1.82,0,0.3,
826,디비아이엔씨,12030,18-Dec,0.3,0,2.69,
827,디비아이엔씨,12030,19-Dec,2.69,0,,
828,디아이,3160,11-Dec,-2.08,0,0.33,
829,디아이,3160,12-Dec,0.33,1,2.66,
830,디아이,3160,13-Dec,2.66,0,4.91,
831,디아이,3160,14-Dec,4.91,0,1.21,
832,디아이,3160,15-Dec,1.21,0,4.43,
833,디아이,3160,16-Dec,4.43,0,11.05,
834,디아이,3160,17-Dec,11.05,0,25.81,
835,디아이,3160,18-Dec,25.81,0,-6.16,
836,디아이,3160,19-Dec,-6.16,0,,
837,디아이씨,92200,11-Dec,1.92,0,1.24,
838,디아이씨,92200,12-Dec,1.24,0,1.37,
839,디아이씨,92200,13-Dec,1.37,0,1.18,
840,디아이씨,92200,14-Dec,1.18,0,2.96,
841,디아이씨,92200,15-Dec,2.96,0,2.4,
842,디아이씨,92200,16-Dec,2.4,0,1.66,
843,디아이씨,92200,17-Dec,1.66,0,1.03,
844,디아이씨,92200,18-Dec,1.03,0,-1.44,
845,디아이씨,92200,19-Dec,-1.44,0,,
846,디아크,78590,11-Dec,10.43,0,1.56,
847,디아크,78590,12-Dec,1.56,0,1.69,
848,디아크,78590,13-Dec,1.69,0,4.84,
849,디아크,78590,14-Dec,4.84,0,53.71,
850,디아크,78590,15-Dec,53.71,0,7777,
851,디아크,78590,16-Dec,7777,0,9.72,
852,디아크,78590,17-Dec,9.72,0,3.95,
853,디아크,78590,18-Dec,3.95,0,0.84,
854,디아크,78590,19-Dec,0.84,0,,
855,디에스앤엘,141020,13-Dec,-20.8,0,-16.91,
856,디에스앤엘,141020,14-Dec,-16.91,1,-10.88,
857,디에스앤엘,141020,15-Dec,-10.88,1,-1.3,
858,디에스앤엘,141020,16-Dec,-1.3,1,2.16,
859,디에스앤엘,141020,17-Dec,2.16,0,-2.45,
860,디에스앤엘,141020,18-Dec,-2.45,0,-2.26,
861,디에스앤엘,141020,19-Dec,-2.26,1,,
862,디에스케이,109740,11-Dec,30.66,0,-5.74,
863,디에스케이,109740,12-Dec,-5.74,0,50.34,
864,디에스케이,109740,13-Dec,50.34,0,176.39,
865,디에스케이,109740,14-Dec,176.39,0,901.33,
866,디에스케이,109740,15-Dec,901.33,0,2.77,
867,디에스케이,109740,16-Dec,2.77,0,3.75,
868,디에스케이,109740,17-Dec,3.75,0,5.14,
869,디에스케이,109740,18-Dec,5.14,0,3.28,
870,디에스케이,109740,19-Dec,3.28,0,,
871,디에이테크놀로지,196490,14-Dec,13.77,0,9.06,
872,디에이테크놀로지,196490,15-Dec,9.06,0,13.67,
873,디에이테크놀로지,196490,16-Dec,13.67,0,2.95,
874,디에이테크놀로지,196490,17-Dec,2.95,0,1.14,
875,디에이테크놀로지,196490,18-Dec,1.14,0,0.11,
876,디에이테크놀로지,196490,19-Dec,0.11,0,,
877,디에이피,66900,11-Dec,1.87,0,5.25,
878,디에이피,66900,12-Dec,5.25,0,5.58,
879,디에이피,66900,13-Dec,5.58,0,1.27,
880,디에이피,66900,14-Dec,1.27,0,2.55,
881,디에이피,66900,15-Dec,2.55,0,1.4,
882,디에이피,66900,16-Dec,1.4,0,2.4,
883,디에이피,66900,17-Dec,2.4,0,4.31,
884,디에이피,66900,18-Dec,4.31,0,0.42,
885,디에이피,66900,19-Dec,0.42,0,,
886,디엔에이링크,127120,11-Dec,3.27,0,1.06,
887,디엔에이링크,127120,12-Dec,1.06,0,-9.3,
888,디엔에이링크,127120,13-Dec,-9.3,0,-6.19,
889,디엔에이링크,127120,14-Dec,-6.19,1,-7.65,
890,디엔에이링크,127120,15-Dec,-7.65,1,-4.18,
891,디엔에이링크,127120,16-Dec,-4.18,1,0.76,
892,디엔에이링크,127120,17-Dec,0.76,1,-3.16,
893,디엔에이링크,127120,18-Dec,-3.16,1,-6.69,
894,디엔에이링크,127120,19-Dec,-6.69,1,,
895,디엔에프,92070,11-Dec,2.16,0,0.48,
896,디엔에프,92070,12-Dec,0.48,0,-3.18,
897,디엔에프,92070,13-Dec,-3.18,1,5.89,
898,디엔에프,92070,14-Dec,5.89,0,47.95,
899,디엔에프,92070,15-Dec,47.95,0,32.16,
900,디엔에프,92070,16-Dec,32.16,0,46.19,
901,디엔에프,92070,17-Dec,46.19,0,32.25,
902,디엔에프,92070,18-Dec,32.25,0,12.9,
903,디엔에프,92070,19-Dec,12.9,0,,
904,디엠에스,68790,11-Dec,0.83,0,-1.23,
905,디엠에스,68790,12-Dec,-1.23,1,-0.23,
906,디엠에스,68790,13-Dec,-0.23,1,-1.19,
907,디엠에스,68790,14-Dec,-1.19,1,2.91,
908,디엠에스,68790,15-Dec,2.91,0,9.47,
909,디엠에스,68790,16-Dec,9.47,0,5.62,
910,디엠에스,68790,17-Dec,5.62,0,8.52,
911,디엠에스,68790,18-Dec,8.52,0,7.21,
912,디엠에스,68790,19-Dec,7.21,0,,
913,디오,39840,11-Dec,1.54,0,1.11,
914,디오,39840,12-Dec,1.11,0,-0.37,
915,디오,39840,13-Dec,-0.37,0,0.45,
916,디오,39840,14-Dec,0.45,1,3.61,
917,디오,39840,15-Dec,3.61,0,39.97,
918,디오,39840,16-Dec,39.97,0,19.64,
919,디오,39840,17-Dec,19.64,0,4.35,
920,디오,39840,18-Dec,4.35,0,14.72,
921,디오,39840,19-Dec,14.72,0,,
922,디이엔티,79810,11-Dec,-7.69,0,3.79,
923,디이엔티,79810,12-Dec,3.79,0,-6.68,
924,디이엔티,79810,13-Dec,-6.68,0,-110.96,
925,디이엔티,79810,14-Dec,-110.96,1,15.65,
926,디이엔티,79810,15-Dec,15.65,0,-7.92,
927,디이엔티,79810,16-Dec,-7.92,0,4.17,
928,디이엔티,79810,17-Dec,4.17,0,-6.92,
929,디이엔티,79810,18-Dec,-6.92,0,-4.92,
930,디이엔티,79810,19-Dec,-4.92,1,,
931,디지아이,43360,11-Dec,-4.28,0,0.23,
932,디지아이,43360,12-Dec,0.23,1,-26.1,
933,디지아이,43360,13-Dec,-26.1,1,0.49,
934,디지아이,43360,14-Dec,0.49,1,-52.55,
935,디지아이,43360,15-Dec,-52.55,1,-92.94,
936,디지아이,43360,16-Dec,-92.94,1,32.97,
937,디지아이,43360,17-Dec,32.97,0,-86.85,
938,디지아이,43360,18-Dec,-86.85,0,-188.41,
939,디지아이,43360,19-Dec,-188.41,1,,
940,디티앤씨,187220,14-Dec,8.84,0,5.32,
941,디티앤씨,187220,15-Dec,5.32,0,4.27,
942,디티앤씨,187220,16-Dec,4.27,0,4.67,
943,디티앤씨,187220,17-Dec,4.67,0,2.34,
944,디티앤씨,187220,18-Dec,2.34,0,0.14,
945,디티앤씨,187220,19-Dec,0.14,0,,
946,라이트론,69540,11-Dec,78.61,0,39.01,
947,라이트론,69540,12-Dec,39.01,0,11.53,
948,라이트론,69540,13-Dec,11.53,0,13.78,
949,라이트론,69540,14-Dec,13.78,0,-35.72,
950,라이트론,69540,15-Dec,-35.72,0,3.44,
951,라이트론,69540,16-Dec,3.44,0,0.05,
952,라이트론,69540,17-Dec,0.05,0,-0.64,
953,라이트론,69540,18-Dec,-0.64,1,5.52,
954,라이트론,69540,19-Dec,5.52,0,,
955,랩지노믹스,84650,14-Dec,10.88,0,13.55,
956,랩지노믹스,84650,15-Dec,13.55,0,2.43,
957,랩지노믹스,84650,16-Dec,2.43,0,-3.33,
958,랩지노믹스,84650,17-Dec,-3.33,0,-5.37,
959,랩지노믹스,84650,18-Dec,-5.37,1,2.6,
960,랩지노믹스,84650,19-Dec,2.6,0,,
961,레고켐바이오사이언스,141080,13-Dec,-119.36,0,-40.52,
962,레고켐바이오사이언스,141080,14-Dec,-40.52,1,-9.17,
963,레고켐바이오사이언스,141080,15-Dec,-9.17,1,-9.48,
964,레고켐바이오사이언스,141080,16-Dec,-9.48,1,-7.27,
965,레고켐바이오사이언스,141080,17-Dec,-7.27,1,-127.06,
966,레고켐바이오사이언스,141080,18-Dec,-127.06,1,326.2,
967,레고켐바이오사이언스,141080,19-Dec,326.2,0,,
