회사명,거래소코드,회계년도,매출액(수익)(*)(IFRS연결)(천원),매출액(수익)(*)(IFRS)(천원),자산(*)(IFRS연결)(천원),자산(*)(IFRS)(천원),매출원가(*)(IFRS연결)(천원),매출원가(*)(IFRS)(천원),재고자산(*)(IFRS연결)(천원),재고자산(*)(IFRS)(천원),매출채권(IFRS연결)(천원),매출채권(IFRS)(천원),유형자산(*)(IFRS연결)(천원),유형자산(*)(IFRS)(천원),매입채무(IFRS연결)(천원),매입채무(IFRS)(천원),자본(*)(IFRS연결)(천원),자본(*)(IFRS)(천원),부채(*)(IFRS연결)(천원),부채(*)(IFRS)(천원),유동자산(*)(IFRS연결)(천원),유동자산(*)(IFRS)(천원)
우진비앤지(주),018620,2015/12,,23506553,,42241036,,16942934,,7698423,,4844534,,24081530,,1018850,,21903985,,20337051,,0
우진비앤지(주),018620,2016/12,,24235437,,58145597,,17533242,,7332554,,5421993,,37244064,,1468567,,22137999,,36007597,,0
우진비앤지(주),018620,2017/12,,22933553,,60637891,,17852680,,8848666,,4866678,,44782302,,2395175,,23039304,,37598587,,0
우진비앤지(주),018620,2018/12,28130629,28130629,60048957,47192507,26437665,26437665,8678825,7654378,5611279,5611279,42517345,12085872,1258153,1254748,26512628,27513062,33536329,19679446,16496945,0
우진비앤지(주),018620,2019/12,29655800,25852361,85132438,58381255,21346547,18821617,11043241,10371560,6952967,5305857,17067302,14082459,2914466,2619305,38702596,28347533,46429842,30033721,46839409,0
원텍(주),336570,2019/12,,,,,,,,,,,,,,,,,,,,
원풍물산(주),008290,2010/12,,37826732,,47687315,,15042612,,15106030,,5364142,,16608582,,7293627,,16343911,,31343403,,0
원풍물산(주),008290,2011/12,,43977999,,50319501,,17785489,,15936531,,6272262,,16741225,,6428210,,20269481,,30050020,,0
원풍물산(주),008290,2012/12,,45396984,,50929563,,17677445,,17048786,,6801341,,16507082,,5754357,,21093216,,29836347,,0
원풍물산(주),008290,2013/12,47766868,47517049,55570521,54912116,17939111,17836237,21355321,19242902,8206039,7856945,16792898,16689267,5077658,5030241,22130804,22675752,33439717,32236364,30703988,0
원풍물산(주),008290,2014/12,47947042,47630598,57285892,56824087,18750305,18646049,23489056,21274971,8964832,8532044,16275511,16193585,5645665,5601899,23647306,24364733,33638586,32459354,33571813,0
원풍물산(주),008290,2015/12,,48275201,,46811972,,16591949,,11525777,,6633078,,15741270,,6412082,,28219787,,18592184,,0
원풍물산(주),008290,2016/12,,46367137,,47263739,,17424422,,13029037,,4734622,,15732704,,6716472,,29106281,,18157458,,0
원풍물산(주),008290,2017/12,,44115323,,47000227,,16898960,,13258421,,4838343,,15549734,,3951803,,30207384,,16792843,,0
원풍물산(주),008290,2018/12,,42670879,,46570934,,16183813,,14252105,,5155304,,15232692,,3214868,,24417416,,22153519,,0
원풍물산(주),008290,2019/12,,40753665,,64045771,,16002099,,13840951,,4475440,,15290801,,3524605,,45552550,,18493221,,0
웰바이오텍(주),010600,2010/12,86836584,64678948,63526574,55522751,75293570,59530019,21657282,1477448,10343606,21061116,10064478,82059,6027070,2509455,37404139,36292684,26122436,19230067,38649396,0
웰바이오텍(주),010600,2011/12,119782625,73009870,71154950,54738012,105768693,64778328,30048323,1395619,11780028,23274754,8945425,47629,8183260,2501676,39675922,38509673,31479028,16228339,48823752,0
웰바이오텍(주),010600,2012/12,136748153,77116117,61813589,50025590,121695092,68788118,28309263,1641279,11470053,21299034,6792622,21896,7467550,2690635,36040281,36544670,25773307,13480920,45057220,0
웰바이오텍(주),010600,2013/12,137762428,83703498,61228213,49290241,124346498,75902231,29095392,2299572,12059116,21778505,5126824,17838,6587627,2931680,40688803,40870970,20539410,8419270,45766183,0
웰바이오텍(주),010600,2014/12,119630044,80516907,61253425,54128968,109864004,73588861,28169235,1060570,12580277,25759283,13521060,8954542,4902839,1713394,35121012,39540145,26132414,14588823,43370148,0
웰바이오텍(주),010600,2015/12,112488077,64601714,59088348,55673618,101846448,59276514,23959013,2043296,11621420,25167369,13800268,8912135,3709729,1423723,36572649,42823721,22515700,12849897,40847187,0
웰바이오텍(주),010600,2016/12,85292459,51156450,59864700,59869993,77391290,46950917,26000748,705500,10912427,30621110,14541224,9350067,3985225,1766230,33857970,44457941,26006729,15412052,40845199,0
웰바이오텍(주),010600,2017/12,70785771,32026434,87006465,71489094,68010352,28771989,23751042,1589964,11106535,30864712,15358106,10236431,5739137,2305698,26849847,22618980,60156618,48870113,45911914,0
웰바이오텍(주),010600,2018/12,73932352,28822815,111157697,97448900,70565580,25595790,16820710,1286680,18588190,29912760,5325876,682392,4995945,744087,76402144,73185551,34755553,24263349,71625375,0
웰바이오텍(주),010600,2019/12,83816106,29115362,119823956,96052525,74782031,25181269,17282620,3392997,22598302,20624169,2323756,605198,6088169,687362,75636486,73515601,44187470,22536923,72351330,0
웹케시(주),053580,2019/12,,61201347,,63272158,,0,,0,,4325295,,5099649,,0,,54224416,,9047742,,0
위즈코프(주),038620,2010/12,15803116,15803116,41102810,40166476,11058760,11058760,185295,185295,213736,213736,781653,781652,243381,243381,38977759,38536302,2125051,1630174,31952333,0
위즈코프(주),038620,2011/12,11225533,11225533,31662265,33501348,7900935,7900935,127831,127831,224823,224823,122977,122976,255148,255148,30610289,33041012,1051977,460336,26339962,0
위즈코프(주),038620,2012/12,10386044,10386044,32195782,34099130,7452931,7452931,262172,262172,217632,217632,19068355,19068354,201881,201881,31041912,33610954,1153870,488176,9497473,0
위즈코프(주),038620,2013/12,10595492,10595492,37817468,40928291,7103492,7103492,247110,247110,253430,253430,19037286,19037285,219906,219906,31702750,35182578,6114718,5745713,10303329,0
위즈코프(주),038620,2014/12,11091097,11091097,37766710,41792508,7381597,7381597,165031,165031,344155,344155,18972072,18972071,354706,354706,31676297,35903519,6090413,5888988,15184830,0
위즈코프(주),038620,2015/12,13863123,13863123,36085604,40122367,9571322,9571322,446510,446510,388622,388622,19737042,19737041,602933,602933,34390577,38648116,1695027,1474252,11804876,0
위즈코프(주),038620,2016/12,29645403,29645403,43738671,43512042,21512581,21512581,1264794,437933,1332480,631618,24017894,20424889,997995,710758,38406535,41668199,5332136,1843843,13435754,0
위즈코프(주),038620,2017/12,36272381,31108388,45944152,46752693,26828308,22501343,1062065,379190,1170328,520116,22979221,20280282,860546,575872,41160380,44996699,4783772,1755994,16120732,0
위즈코프(주),038620,2018/12,39602235,33903223,44698781,44045947,29663421,25007939,1006394,333378,545854,429338,23390266,20200522,874433,457456,40522774,42546308,4176007,1499639,17657812,0
위즈코프(주),038620,2019/12,36756137,35221336,41680874,41726591,27658930,26005223,393108,393108,467533,467533,20798545,20798544,484797,484797,39962966,40008755,1717907,1717835,17526025,0
윈텍(주),320000,2019/12,,,,,,,,,,,,,,,,,,,,
윙입푸드홀딩스,900340,2018/12,96175443,,110058296,,56190618,,2535854,,5663714,,18493160,,5099194,,83993754,,26064542,,90328213,
윙입푸드홀딩스,900340,2019/12,111593709,,126212171,,70970701,,7172142,,8581671,,18755272,,6209154,,100148158,,26064013,,104820755,
유네코(주),064510,2018/12,14661966,12705742,83116774,76980979,11845393,12211039,6546635,6453983,8374476,10460615,34407445,29832408,1901006,1901006,18126383,16196938,64990392,60784042,15701084,0
유네코(주),064510,2019/12,18720579,15386367,75608367,69496270,13117647,12631880,5560086,5424278,7075691,9337375,32044769,27646353,2610853,2298857,13079236,10970733,62529131,58525536,13863945,0
유니셈(주),036200,2010/12,96148095,90265642,87447924,86390627,74052503,72383110,22798167,22595515,24485438,22883845,25516482,25469004,13437600,12466714,44848611,44970756,42599313,41419872,57457781,0
유니셈(주),036200,2011/12,78653054,74337279,93488580,92623943,59177542,57656097,29377370,29137151,25327767,25045504,26915991,26858549,13145786,13138711,47406344,47004618,46082235,45619326,62273264,0
유니셈(주),036200,2012/12,76673094,72252020,82562258,80666320,58229733,57005584,27006987,26756158,18411576,17148467,27856672,27819353,7111575,6190116,48983823,48373789,33578435,32292531,50722683,0
유니셈(주),036200,2013/12,77660080,73283832,96981244,95266142,58008714,56638558,30726921,30585115,25663530,25971734,28036053,27964369,12478052,12453980,52101040,50870521,44880204,44395621,64383916,0
유니셈(주),036200,2014/12,96456950,92116350,101117477,99976690,72686349,71255344,29069445,28783133,28080680,28175443,28826747,28482464,19610568,19635727,58372108,58013623,42745369,41963068,67884998,0
유니셈(주),036200,2015/12,109641190,106118754,96001310,97204265,76505530,75462686,20456684,20292764,21892978,22083503,22947186,22614999,11934161,12299964,64145744,65311139,31855565,31893126,65345447,0
유니셈(주),036200,2016/12,115417105,112693049,95652492,99895121,76179627,76476012,20324777,20022167,31195619,31573513,25095778,24690303,9874526,9872188,68038693,72848417,27613799,27046704,65532107,0
유니셈(주),036200,2017/12,209284354,205257408,129995506,133413327,141553058,139855567,23945679,23638987,32496834,32765629,25377873,25048954,12935133,12937066,86799443,90814745,43196063,42598581,96888156,0
유니셈(주),036200,2018/12,214304332,208976766,141265243,140088892,144535188,142106029,18861578,18395434,48690984,48264652,28728746,28449606,9837026,9644573,104231997,103626485,37033245,36462406,107246061,0
유니셈(주),036200,2019/12,179032324,173111386,167715642,165363811,110767231,106120194,21343135,20684903,56479989,56845458,31221016,31051453,13326384,13176253,123779186,123892418,43936455,41471394,127609372,0
유니슨(주),018000,2010/12,63031999,66331322,453543819,378679475,48540297,52570155,83884927,80264466,15637971,7715359,300796085,239893654,8368066,8396885,100802408,88831058,352741411,289848416,133382286,0
유니슨(주),018000,2011/12,66547161,66547161,330844651,321768188,64088848,64088848,41861494,41861494,19305756,19348769,118653209,109717424,2523536,2599045,95341879,63594783,235502772,258173405,192310168,7101211
유니슨(주),018000,2012/12,113870608,112283053,332366396,334330990,98634275,99108796,45277984,45242598,12857618,12680423,125640142,114791135,2775520,4243317,133471723,135017730,198894673,199313261,191664024,6974292
유니슨(주),018000,2013/12,40746103,40030028,291119882,290983873,51752518,51752518,48348815,48259687,12389976,12182780,120368052,114864320,2576684,3302473,61632890,61406632,229486992,229577241,162400152,0
유니슨(주),018000,2014/12,81980548,81530246,307339723,314118815,68998790,68998790,70550065,70459544,8361197,8144955,122240322,116734225,5089993,5089993,46995389,50483082,260344334,263635733,165523177,0
유니슨(주),018000,2015/12,118346511,118155207,237813154,246536936,102637471,102634268,31890833,31799458,8610725,13417967,120132813,115477373,4626247,6935028,41400956,52611015,196412198,193925920,98973407,0
유니슨(주),018000,2016/12,52519512,58075223,239820603,248927801,45064361,50913782,45136709,45136709,7693510,10872491,123620686,113856794,13245128,13542361,28969161,34232597,210851442,214695204,98588867,0
유니슨(주),018000,2017/12,186653299,185584191,266962413,289503951,153557535,153551550,42654548,42654548,17788059,20672219,114663571,111076740,16005116,15936583,44797342,67736768,222165070,221767183,124907930,0
유니슨(주),018000,2018/12,165234057,164740598,229657555,259147957,146539811,146533715,29990570,29990570,18764249,23035991,140528358,136915909,18665832,18957734,72018870,102025791,157638685,157122166,55565975,0
유니슨(주),018000,2019/12,75933109,73652840,236352875,248355549,72724048,72209530,40272759,40272759,6157623,10496212,142592590,138076082,16722104,17683680,71195149,84530558,165157726,163824991,61194528,0
유니온머티리얼(주),047400,2010/12,80447668,80447668,120142082,120142082,59383580,59383580,16663051,16663051,24333243,24333243,71498252,71498252,1082014,1082014,81776388,81776388,38365694,38365694,46745280,0
유니온머티리얼(주),047400,2011/12,89123064,89123064,134831291,134449795,68061111,68061111,21823717,21823717,27075662,27075662,73454214,73454214,9180376,9180376,86547648,86166152,48283643,48283643,59113833,0
유니온머티리얼(주),047400,2012/12,98469090,92402693,143208299,136647435,77430485,72818198,24535411,22594247,29203681,28646476,79748102,74502397,8129689,7255184,87492597,86765385,55715702,49882051,60677027,0
유니온머티리얼(주),047400,2013/12,98030267,92178546,144373713,138391317,77133967,72573586,22691352,20550849,32664109,32189395,82061981,77064878,8842835,8214667,91106989,90386331,53266725,48004986,59746961,0
유니온머티리얼(주),047400,2014/12,105740666,100216517,146707527,140811864,85819094,81558238,19534180,16884418,33876871,34369289,87743274,83108858,11095776,10449083,92710427,91993652,53997100,48818212,55939723,0
유니온머티리얼(주),047400,2015/12,106583823,100473681,145698700,140213993,85681255,80518075,20015693,17384789,36293728,36077665,85259494,80986136,10090197,9732374,94906036,94005783,50792664,46208209,57508447,0
유니온머티리얼(주),047400,2016/12,107248041,104612914,144778673,139973443,84987740,83048623,18704896,16180481,39859578,39876635,81973105,78027955,9221031,9166987,99280972,98457838,45497701,41515605,60071945,0
유니온머티리얼(주),047400,2017/12,109898285,106823398,140497532,135638610,93465851,91109271,17467472,14627141,36250141,36132391,80357885,76680755,9883050,9310128,91144330,90595762,49353202,45042848,56485528,0
유니온머티리얼(주),047400,2018/12,112336021,109259663,144252759,142329399,98568001,95024047,21695314,20555317,39416835,39061416,71158180,67795942,8487368,7942981,78527723,79325565,65725036,63003833,66704524,0
유니온머티리얼(주),047400,2019/12,109109285,106728812,174875889,160958339,91193001,89375369,28073352,26837762,38939120,38817506,85263417,67368255,6589293,6047541,86126272,87965129,88749617,72993210,79993180,0
유니퀘스트(주),077500,2010/12,218969287,218969287,136583420,129396246,197544911,197544911,32156857,32156857,23824634,23824634,7168325,7010199,21079146,21079146,95374838,88627071,41208583,40769175,83516978,0
유니퀘스트(주),077500,2011/12,223762069,223021439,159106470,143612212,200432491,200429660,45147377,45147377,21539222,21556222,7394403,7124898,29887643,30260215,102455855,95714039,56650616,47898173,98068404,0
유니퀘스트(주),077500,2012/12,201158744,199424076,187396014,158151579,178421947,177451445,57737176,57737176,17461903,17461903,9137031,6677214,41203958,41897871,118403929,100251997,68992084,57899582,107026475,0
유니퀘스트(주),077500,2013/12,211216575,211238938,218347948,169704472,189355940,189543753,58915800,58915800,19822394,19822394,9150280,4757933,37733590,38430739,146442236,114630767,71905712,55073705,118356922,0
유니퀘스트(주),077500,2014/12,282338116,282063818,244003513,195965321,252553739,252569586,45734926,45734926,43271974,43271974,9247994,9152365,32576964,32576964,172504737,141518448,71498776,54446874,131941390,0
유니퀘스트(주),077500,2015/12,295982238,295667138,244386643,201765550,268657785,268642185,34987321,34987321,29934197,29884697,8949855,8887621,33070757,33070757,169366919,146772146,75019724,54993405,134170520,0
유니퀘스트(주),077500,2016/12,263584730,261936079,284420090,226131842,238511458,237954645,66279647,63596846,31315821,30272845,11127672,8681669,46005623,45477997,182597525,152840405,101822564,73291436,148564962,0
유니퀘스트(주),077500,2017/12,246092146,223567483,266917348,203617288,216186968,202994023,61792807,59939237,30726825,30029692,12809050,10066617,31131928,30666203,180664414,146562266,86252933,57055022,126894127,0
유니퀘스트(주),077500,2018/12,270301572,253633391,324112689,262339557,244139981,226802699,72087886,68091111,42165211,41125377,15095593,10992616,91462040,91036264,191595305,151095243,132517383,111244314,185874934,0
유니퀘스트(주),077500,2019/12,335250952,325382224,349702333,280657244,302454099,294075562,68629884,66676735,44383542,43215177,15727094,11482897,66728210,66570259,214435786,154350925,135266547,126306320,191273959,0
유비벨록스(주),089850,2010/12,80279645,80279645,55251606,55251606,54930918,54930918,10599252,10599252,11233083,11233083,4849520,4849520,5541437,5541437,42462186,42462186,12789420,12789420,43746567,0
유비벨록스(주),089850,2011/12,96776564,93933648,88204430,87859958,64501303,62490812,11811477,11173327,13797275,14339723,4847134,4663629,3844354,3717374,53805157,53784443,34399273,34075515,34928685,0
유비벨록스(주),089850,2012/12,87217780,83473032,109613545,108364505,61247640,58676158,8726503,8262185,18785263,17877591,13752967,13509412,8093532,7812010,69002452,69406264,40611092,38958241,42846826,0
유비벨록스(주),089850,2013/12,80856319,75989637,122722263,120183779,61008863,57597735,8562454,7650085,15430390,14330403,14558280,14439550,4371826,3840919,68639238,67842539,54083025,52341241,52776115,0
유비벨록스(주),089850,2014/12,61872372,58601946,110788363,109663454,48223690,45697426,8915120,8915120,9815086,8733583,13644795,13442313,5428635,4171830,66065116,66380647,44723247,43282807,39059636,0
유비벨록스(주),089850,2015/12,81877472,73989289,119703452,109140680,68104419,61787567,13117674,11517431,11129519,8884699,14157163,13822035,4243054,3608485,66193201,71000682,53510250,38139998,37834734,0
유비벨록스(주),089850,2016/12,96448027,80168077,124996029,115552391,73108649,61260101,14156028,12661426,16522372,15582021,16475752,13418981,5357946,5678342,73581897,81354792,51414132,34197599,44567368,0
유비벨록스(주),089850,2017/12,99361947,85930798,126996795,115447636,76324859,64032160,20703278,18704485,13707084,15101769,15967479,13285370,5826227,4689494,67585009,64043215,59411785,51404421,51493093,0
유비벨록스(주),089850,2018/12,108635626,94171950,289458122,102941979,85219790,72964596,63021462,24489996,44168077,17972120,77232261,12205803,14052773,5013895,170232356,43236676,119225766,59705303,166794912,0
유비벨록스(주),089850,2019/12,279431721,91236770,291875648,86404357,199598465,70115734,60231169,15778605,40974052,15674364,74554751,9910719,15594866,3291530,182680508,42779758,109195140,43624599,161227952,0
유성기업(주),002920,2010/12,230104102,229915636,279392361,240679397,210766666,222244197,26602324,22005887,66862547,66788142,103152337,72099927,33489739,48146467,186433249,162786740,92959113,77892657,120753709,0
유성기업(주),002920,2011/12,279716885,279436176,330691056,266050397,252225568,269632327,32877171,26167502,79545758,79427756,124172389,74702482,44131066,61968609,200150269,165542614,130540787,100507783,140271283,0
유성기업(주),002920,2012/12,298708961,298399432,328962825,260947566,262634665,281262903,35493688,29074557,67547403,67438134,120592733,73137682,25632786,43293074,219378893,172042782,109583933,88904784,137152741,0
유성기업(주),002920,2013/12,284284981,283968064,353659805,274866504,255656072,274249749,32610189,26224149,67594294,67463718,125150933,49500949,30642924,45441498,249610789,191520273,104049016,83346231,149260962,0
유성기업(주),002920,2014/12,303454306,303098635,377733035,286888720,273326122,294413910,35293109,29380711,67306027,67150873,115453613,50105142,29245626,44142825,267288720,197420100,110444316,89468621,173685659,0
유성기업(주),002920,2015/12,267926688,267576036,373789816,283516598,250720796,265687280,31221220,27224723,49904931,49792409,119401647,57018400,25252428,36638153,282571819,201634729,91217997,81881869,162286456,0
유성기업(주),002920,2016/12,257795674,257530123,377300325,288384847,239894680,255216385,32023543,27339671,41690254,41657931,110115569,58960928,22782316,31027713,289111077,206279574,88189248,82105272,175648679,0
유성기업(주),002920,2017/12,251728704,251413206,382743466,297470448,238157710,248953181,35713313,29630724,36415297,36345418,94079883,53768392,21196256,27359236,291764525,210487337,90978942,86983111,193009979,0
유성기업(주),002920,2018/12,246613791,246202329,375587754,288556471,233745695,246293763,33602036,28900154,36527412,36443679,87831016,50269724,19007461,27655146,290426114,206871393,85161640,81685078,194583100,0
유성기업(주),002920,2019/12,259585534,259202196,396398403,299264305,238443033,253297856,39227074,32268711,39774788,39749289,84594287,41860480,20194239,27084938,305855644,215504961,90542760,83759344,211529868,0
유아이엘(주),049520,2010/12,172738166,113116231,143415019,127541740,162047480,108613777,9458866,2995360,27866412,20986545,45839541,28006707,17902569,14089509,105769475,107419500,37645544,20122240,80303620,0
유아이엘(주),049520,2011/12,149736589,74756782,127293077,118431789,136178901,71577790,6889531,824962,17851478,18628533,38616323,21347006,10100754,13267920,102500272,100156961,24792806,18274828,75635250,0
유아이엘(주),049520,2012/12,157496248,88608495,133086633,124499310,134864911,76872157,8648869,4184721,23004952,26028877,41825405,23967786,13557929,11718464,105960720,106829266,27125913,17670043,74962644,0
유아이엘(주),049520,2013/12,286343979,182996948,186688321,156074553,250231756,162587095,11966315,5527170,35032435,39874735,65985979,26586457,13335404,17391339,121854004,117305482,64834317,38769071,87860476,0
유아이엘(주),049520,2014/12,416854797,267867360,234469608,183669273,368390551,242288240,19052123,5522773,48717813,59597793,73295710,34862038,38317007,30786135,137598311,123571937,96871296,60097337,123349455,0
유아이엘(주),049520,2015/12,454032615,288575564,237498161,177663462,411283489,271812323,21606336,10921656,50332304,38342907,76689561,38168725,42842804,35254601,145586072,114749518,91912089,62913943,134180664,0
유아이엘(주),049520,2016/12,444330193,249132666,251407975,179191641,408109533,240527097,25688993,6157785,36595769,47553155,78448610,37347243,44814422,33234820,173703228,136490123,77704747,42701518,151335642,0
유아이엘(주),049520,2017/12,479784155,183466914,244270993,158133308,439458465,170914766,23677387,6681536,47022160,27356147,73923556,37824639,47081968,26765504,174152560,127323253,70118433,30810055,150647010,0
유아이엘(주),049520,2018/12,423594391,126435327,220193003,124448023,398521010,123188466,21100489,3048092,32055116,19138121,74830784,34915465,30733202,10649969,167956961,109852921,52236042,14595101,125880103,0
유아이엘(주),049520,2019/12,408486203,100478694,211559225,110356000,382240126,99416369,16562905,2272071,25544965,15201369,88590767,31650373,19235209,5540361,169630749,100724285,41928476,9631715,105519182,0
유엔젤(주),072130,2010/12,54252632,50595024,94043220,91401688,29066754,28373873,0,0,13239277,12844349,12703091,11326778,5670525,4235590,82363286,81808500,11679934,9593188,60285320,0
유엔젤(주),072130,2011/12,49530340,44525040,91344787,90897238,28366542,27610991,53768,53768,13978897,12689975,14907463,13049554,3974273,3559259,80732527,81183778,10612260,9713460,55243149,0
유엔젤(주),072130,2012/12,49658661,40039191,81354992,78528190,27567902,25077865,54912,54912,9687021,9290801,12971277,11649516,2654707,1941039,69464062,67938953,11890930,10589237,48533605,0
유엔젤(주),072130,2013/12,48121695,38602576,72642507,71870824,25622197,23604652,88347,88347,10419986,11489671,11644509,10683643,1711984,1146035,64340650,64474491,8301857,7396333,39878707,0
유엔젤(주),072130,2014/12,35389422,25693226,60241807,60985098,20147318,17196525,91300,91300,9647965,11301455,10338577,9591049,1229911,710180,53015770,54637308,7226036,6347790,35778646,0
유엔젤(주),072130,2015/12,41156827,33080609,62111452,61317088,23254437,19443521,182049,182049,11802145,11298921,9623577,9250443,3144263,1211427,52707412,54289010,9404040,7028077,37427851,0
유엔젤(주),072130,2016/12,30341828,26097712,58271070,54941548,18272561,15927197,0,0,11434464,12200094,9503501,9253459,3913789,1568260,46255603,45704952,12015467,9236596,34630470,0
유엔젤(주),072130,2017/12,31907135,28923903,51217643,49614546,18192268,16835597,0,0,10359226,12612323,9306731,9236967,3133336,2577127,39810265,39156030,11407379,10458516,32125919,0
유엔젤(주),072130,2018/12,33517791,31365060,51154130,49131449,17897712,17815281,0,0,9423851,11049717,9105846,9079947,2521631,2108766,40953981,39555870,10200149,9575579,33073008,0
유엔젤(주),072130,2019/12,26557494,25481484,46198028,44418184,15599033,15575469,0,0,8334431,11706481,9954238,9942461,733507,243321,35446819,35635861,10751209,8782323,29001398,0
유진기업(주),023410,2010/12,821455585,653424484,1529266785,1461469605,717233964,558374512,16016299,14938748,339006264,309295606,276745541,246434680,160255504,144152816,539048588,533708984,990218197,927760622,553429425,0
유진기업(주),023410,2011/12,740499859,566717194,1632838065,1510823745,680262930,516483516,15040800,13746390,291558099,259881270,286408290,257095936,165264006,146221514,510577140,460830859,1122260924,1049992885,1083223210,0
유진기업(주),023410,2012/12,738815603,529748909,1221358086,1107351465,656040627,472328028,6262206,4706359,232027439,222875621,322152837,192965921,133017067,109305939,528570308,532031390,692787778,575320075,627390266,19370636
유진기업(주),023410,2013/12,681976473,432214297,1238423862,1017009530,589623181,365271486,6515477,5205352,254741741,233926715,326823899,200336033,132189278,107002422,585190788,516956920,653233074,500052611,522060056,0
유진기업(주),023410,2014/12,738997480,484038610,1242357453,1013034770,641713502,411175504,6776898,5333131,196714273,157543551,401755024,206049700,117055537,97243506,574688666,587068623,667668786,425966147,369514135,0
유진기업(주),023410,2015/12,889552236,565117676,1384478068,1111322859,769322436,481691367,5551713,4304805,228155987,178251930,417657089,214445678,164242158,140573953,592786028,592557563,791692040,518765296,445958923,0
유진기업(주),023410,2016/12,1074645854,710926253,1519602788,1271252020,893692775,573589210,5873980,5313907,273245411,218161944,419362158,212249877,200284527,166422075,647996492,648780434,871606296,622471586,408606854,0
유진기업(주),023410,2017/12,1299043715,827817372,3677273732,1438477812,1083924606,689302026,7153071,6677733,284961738,229719210,426805456,225526912,188746504,164042834,726066595,727901346,2951207138,710576466,473640673,0
유진기업(주),023410,2018/12,1451043143,780987279,4135331305,1506384961,1178361276,661510034,9725072,8768268,270627257,220450637,426992201,220070520,166724310,144560146,780193746,766618173,3355137559,739766788,467444051,0
유진기업(주),023410,2019/12,1457764778,806997640,4527888217,1444273589,1185559842,705736568,8568573,7671413,211177236,162434482,420957648,217487759,147855650,126888172,791395226,779040117,3736492992,665233472,411657733,0
율촌화학(주),008730,2010/12,,342683549,,377794206,,289755556,,32447386,,95962515,,200320544,,51483635,,286924187,,90870019,,0
율촌화학(주),008730,2011/12,,376634932,,388984274,,326557481,,41429629,,111493909,,200050102,,47939851,,294337985,,94646290,,0
율촌화학(주),008730,2012/12,,405702111,,444607018,,348037878,,40234738,,117941213,,248100238,,57469785,,304170115,,140436903,,0
율촌화학(주),008730,2013/12,,440653000,,522867533,,373892676,,52536156,,127369582,,307357068,,56446715,,318899617,,203967916,,0
율촌화학(주),008730,2014/12,,451934965,,566234547,,403509543,,62008090,,132245102,,309164750,,50945344,,314103603,,252130944,,0
율촌화학(주),008730,2015/12,,436228668,,515207692,,375014541,,52676334,,127373300,,301767010,,46586974,,314803977,,200403714,,0
율촌화학(주),008730,2016/12,,443482416,,526762593,,380161153,,46446447,,136883761,,303086900,,61066757,,321188999,,205573594,,0
율촌화학(주),008730,2017/12,,492204661,,577661654,,414840869,,52974782,,132262771,,351323672,,70593959,,335727088,,241934566,,0
율촌화학(주),008730,2018/12,489770532,483572047,614211350,603109297,433385731,427525421,55411127,52278843,138291237,135718696,385059809,381201737,55513975,54577414,336213095,334340294,277998255,268769003,207064558,0
율촌화학(주),008730,2019/12,506617381,483893130,606491434,595535057,439925175,418822867,58269287,54167824,133949468,130422296,371296772,368072660,50407041,49173156,341983595,340792792,264507839,254742265,208445037,0
이건산업(주),008250,2010/12,219027147,149680644,374897070,246052014,190988592,139944188,55011119,43952027,67253622,60644744,152980682,87403454,21234790,18119055,128571086,86168318,246325983,159883696,138066722,0
이건산업(주),008250,2011/12,220059102,144645629,374226955,240185563,183284617,126534057,52897538,45550654,65849320,59391226,156808128,86211835,22462489,16973414,123540195,81217860,250686761,158967703,131611157,0
이건산업(주),008250,2012/12,246356081,157870366,352102941,232515229,202733792,140411721,43995081,36554053,66179966,58808104,152014855,85771813,18698449,12241667,123873891,82415366,228229051,150099863,119171902,0
이건산업(주),008250,2013/12,228538092,142736036,382494365,229777320,182853418,124238546,50017536,41221971,57688388,51561363,164829188,84712622,15209940,13028817,163078305,88041225,219416060,141736095,137128629,0
이건산업(주),008250,2014/12,246009952,159554062,421742096,228977715,195200212,140572792,55825529,39486789,59222676,49459099,200268012,83837944,25641867,16056829,159215149,87821220,262526947,141156495,132304972,0
이건산업(주),008250,2015/12,267746740,179574495,467596733,266767556,222273891,159076270,56336230,36373646,60870109,53174141,240602865,112414921,28968314,25530952,160433800,80897621,307162933,185869935,135695311,0
이건산업(주),008250,2016/12,290340968,198323660,471363908,264244780,245058377,176190326,51033757,37412738,57764441,48829712,242335652,112395487,32537240,28853413,162108786,80230310,309255122,184014470,132861069,0
이건산업(주),008250,2017/12,298667667,213608194,439283119,276393737,255494897,192543409,43603912,33191054,65869521,54051061,228305530,107912906,48421205,43555399,153345211,80718452,285937908,195675285,121105342,0
이건산업(주),008250,2018/12,339611061,225873544,434159077,259669738,290070949,210972878,48366830,30870875,49153840,37380850,221778558,102809764,40077810,31598044,180472991,93320803,253686086,166348934,116580279,0
이건산업(주),008250,2019/12,279669847,175856875,422594845,249254873,244765181,159314823,38098747,22347065,49514055,39067706,226247617,101105465,26661875,25799314,178462899,97385818,244131946,151869055,99821023,0
이구산업(주),025820,2010/12,,249477632,,295015073,,235549400,,75085160,,52344121,,147105408,,27304960,,125984666,,169030407,,0
이구산업(주),025820,2011/12,,270888704,,313854138,,257813598,,94738652,,48692947,,153084020,,2317546,,123747280,,190106859,,0
