회사명,거래소코드,회계년도,매출액(IFRS연결),유동자산(IFRS연결),재고자산(IFRS연결),매출액(IFRS개별),유동자산(IFRS개별),재고자산(IFRS개별)
(주)코렌텍,104540,Dec-19,40189165,36621581,16350557,40160881,34788377,16345655
(주)코리아나화장품,27050,Dec-11,105626347,52804072,8587025,98241147,51067559,7458550
(주)코리아나화장품,27050,Dec-12,97725699,30996866,10080651,91874297,28412584,8393253
(주)코리아나화장품,27050,Dec-13,95705637,34345511,12097392,90802891,30859557,10483517
(주)코리아나화장품,27050,Dec-14,101113985,34268976,9131878,95875695,29232010,7772632
(주)코리아나화장품,27050,Dec-15,136517442,38710538,13535514,132265577,36825335,12586101
(주)코리아나화장품,27050,Dec-16,124019612,35626287,14691852,117715807,33946738,13398204
(주)코리아나화장품,27050,Dec-17,111708970,37481252,14126301,104418987,34021604,11991557
(주)코리아나화장품,27050,Dec-18,115727727,38009704,13576900,103382174,32255093,11977035
(주)코리아나화장품,27050,Dec-19,117202282,38183955,16476988,104498899,30317657,13797094
(주)코리아센터,290510,Dec-19,251498425,123354009,15866602,60654091,65491263,7300126
(주)코리아써키트,7810,Dec-11,402015466,131364555,39049412,348086886,120422423,34743997
(주)코리아써키트,7810,Dec-12,519497206,142921605,40904290,439777883,119325026,36382295
(주)코리아써키트,7810,Dec-13,547056321,163678659,53509369,461211813,136275280,49670100
(주)코리아써키트,7810,Dec-14,553161676,164655855,40769436,446627051,122727262,37577878
(주)코리아써키트,7810,Dec-15,564337230,195627494,44224241,479113668,152832116,40574059
(주)코리아써키트,7810,Dec-16,545300471,201233974,56272545,473115281,172340307,51249935
(주)코리아써키트,7810,Dec-17,591598882,228841758,70956286,520449531,169041274,66528449
(주)코리아써키트,7810,Dec-18,535824715,232814988,65683527,470282408,147117756,59695533
(주)코리아써키트,7810,Dec-19,543423599,225667204,45358601,464928460,145436417,36181902
(주)코리아에스이,101670,Dec-11,,,,17043512,23971854,2646053
(주)코리아에스이,101670,Dec-12,,,,15021697,18660683,6585808
(주)코리아에스이,101670,Dec-13,,,,15303457,20473333,6700323
(주)코리아에스이,101670,Dec-14,,,,10057353,19791778,7548396
(주)코리아에스이,101670,Dec-15,,,,13625089,19360586,7861089
(주)코리아에스이,101670,Dec-16,,,,14685102,20632567,8412952
(주)코리아에스이,101670,Dec-17,15575053,22404699,7715636,13030513,20028773,7163991
(주)코리아에스이,101670,Dec-18,14292442,21888020,8251666,11525626,21693313,7216365
(주)코리아에스이,101670,Dec-19,13269092,20511200,8640103,11770769,18648750,7455589
(주)코맥스,36690,Dec-11,97232046,49962574,16135488,92576852,42694349,12141934
(주)코맥스,36690,Dec-12,88535834,44544405,14252025,88318606,40616498,12258398
(주)코맥스,36690,Dec-13,101190432,51579955,16475746,100650673,47421042,13691450
(주)코맥스,36690,Dec-14,109601468,51668019,20452103,108511513,48726488,17776221
(주)코맥스,36690,Dec-15,114259254,55148047,21532276,114588992,52528644,19676629
(주)코맥스,36690,Dec-16,131799755,62717404,21656333,130828797,60658827,20004904
(주)코맥스,36690,Dec-17,140191670,69903093,23940482,140251626,66563641,21901952
(주)코맥스,36690,Dec-18,144404504,70704587,26306016,143251522,67124599,23886055
(주)코맥스,36690,Dec-19,143101259,76952225,30644984,141560724,73455721,28392966
(주)코메론,49430,Dec-11,71184833,51124963,16119506,41509338,29261595,8009121
(주)코메론,49430,Dec-12,64721357,45866808,12699233,40747857,26536669,6995007
(주)코메론,49430,Dec-13,57260368,55581951,12444854,44168185,36959668,5682647
(주)코메론,49430,Dec-14,62019224,56744429,14078597,49206110,44988291,6204144
(주)코메론,49430,Dec-15,67912627,63155666,14315657,51961667,49442396,7771465
(주)코메론,49430,Dec-16,68905533,85754282,13843228,57587894,70927735,7062906
(주)코메론,49430,Dec-17,68450794,88090420,14368654,57281934,76701463,7345574
(주)코메론,49430,Dec-18,68746431,96854671,15883018,56263805,76747689,8586669
(주)코메론,49430,Dec-19,66630535,102816185,14298114,53170157,88780271,8184162
(주)코미코,183300,Dec-17,125056374,67378295,5296427,67620643,32146186,1362098
(주)코미코,183300,Dec-18,166567372,116962656,8059255,92016326,53898447,2825038
(주)코미코,183300,Dec-19,173461446,119808828,8539543,86295619,48180684,2147840
(주)코미팜,41960,Dec-11,20300520,28685286,5627979,18579560,28518574,5627979
(주)코미팜,41960,Dec-12,22110189,31591117,6416329,20984014,31368359,6416329
(주)코미팜,41960,Dec-13,26464655,30293038,10682644,25848107,30156590,10682644
(주)코미팜,41960,Dec-14,34454104,42294212,9926979,34454104,42198996,9926979
(주)코미팜,41960,Dec-15,36405104,43593355,11188205,36405104,41431444,11188205
(주)코미팜,41960,Dec-16,37636362,52344925,11297651,37636362,36136536,11297651
(주)코미팜,41960,Dec-17,36641053,53634097,11906162,35612736,38897146,11906162
(주)코미팜,41960,Dec-18,34994051,48743115,13207169,34994051,43153308,13207169
(주)코미팜,41960,Dec-19,35489960,46909364,12267495,36290780,52429319,12267495
(주)코세스,89890,Dec-11,,,,73348583,33027641,14860321
(주)코세스,89890,Dec-12,,,,76703224,22149655,10686022
(주)코세스,89890,Dec-13,,,,33924903,19180086,7922067
(주)코세스,89890,Dec-14,,,,36893090,20105149,11506309
(주)코세스,89890,Dec-15,,,,43068850,17709824,5508831
(주)코세스,89890,Dec-16,,,,27874008,8857972,5128593
(주)코세스,89890,Dec-17,,,,40922185,14347532,5992310
(주)코세스,89890,Dec-18,,,,65510151,21202780,9231005
(주)코세스,89890,Dec-19,,,,65578193,16896367,4664215
(주)코센,9730,Dec-11,,,,71831910,32996474,12734322
(주)코센,9730,Dec-12,,,,57546398,26395413,10762064
(주)코센,9730,Dec-13,,,,54813931,32708285,13168248
(주)코센,9730,Dec-14,60619827,39349590,17461983,60619827,40708899,17461983
(주)코센,9730,Dec-15,57840688,37199997,15240574,57840688,37349484,15240574
(주)코센,9730,Dec-16,53942891,33995036,8387915,53942891,33895696,8387915
(주)코센,9730,Dec-17,57272647,32779767,10377862,57272647,32779704,10377862
(주)코센,9730,Dec-18,54690486,32631602,10946989,54690486,32631595,10946989
(주)코센,9730,Dec-19,58286145,32638370,12150239,54358101,31104686,10934700
(주)코스나인,82660,Dec-11,41948955,8587778,2016248,24317774,9820545,794457
(주)코스나인,82660,Dec-12,144642730,51146864,17081132,57825065,33324712,7675148
(주)코스나인,82660,Dec-13,329560818,101503298,46747308,135510618,50214540,7940103
(주)코스나인,82660,Dec-14,340181128,88505797,38290045,116237160,37404951,6137133
(주)코스나인,82660,Dec-15,263647344,94318875,39139562,60230474,38105293,5739783
(주)코스나인,82660,Dec-16,207265945,93875580,36446073,64929568,49610356,7266281
(주)코스나인,82660,Dec-17,184419003,106329317,41880236,29633121,37204464,3965045
(주)코스나인,82660,Dec-18,87007413,61237170,7691727,7869161,53813912,0
(주)코스나인,82660,Dec-19,,,,18356749,10359712,2951835
(주)코스메카코리아,241710,Dec-16,165176125,101397407,15226288,152174095,91395357,12541129
(주)코스메카코리아,241710,Dec-17,182327850,90526613,15406012,158226664,73025022,11203803
(주)코스메카코리아,241710,Dec-18,303292618,122449782,47246975,206522830,50196100,12133766
(주)코스메카코리아,241710,Dec-19,347017988,138459672,49253904,194650606,59013390,15547832
(주)코스온,69110,Dec-11,,,,12706404,7431734,2858514
(주)코스온,69110,Dec-12,,,,19572843,12025784,2834473
(주)코스온,69110,Dec-13,,,,10590781,13097253,2488171
(주)코스온,69110,Dec-14,,,,26482611,25966251,5359736
(주)코스온,69110,Dec-15,,,,61919904,51109088,10099218
(주)코스온,69110,Dec-16,83065519,65679404,24014545,77287333,59839009,22374752
(주)코스온,69110,Dec-17,100485580,87335695,34134524,85620455,76248671,28586427
(주)코스온,69110,Dec-18,110339643,129903382,32086359,83677255,106755301,25823846
(주)코스온,69110,Dec-19,109273819,95604973,25589651,87425534,76595011,21029624
(주)코썬바이오,204990,Dec-16,,,,28617962,43022298,1286801
(주)코썬바이오,204990,Dec-17,25656055,48642838,2511908,21885626,39322117,1508483
(주)코썬바이오,204990,Dec-18,9538711,25297143,2394665,8109348,24635106,1244231
(주)코썬바이오,204990,Dec-19,2695516,5173126,928214,4971604,3592144,640833
(주)코아스,71950,Dec-11,,,,85674154,72913442,17042143
(주)코아스,71950,Dec-12,76689973,70227879,20216740,76689973,69999092,20083764
(주)코아스,71950,Dec-13,88205985,63960405,22203626,86235377,62700142,22020824
(주)코아스,71950,Dec-14,98865609,65993045,24435616,96549996,64907403,24188236
(주)코아스,71950,Dec-15,96543277,53918865,18777972,95420564,52808933,18303831
(주)코아스,71950,Dec-16,97114676,39500732,16874546,95622309,39195376,16725448
(주)코아스,71950,Dec-17,114066385,37590743,20168072,111953910,36632258,20029929
(주)코아스,71950,Dec-18,108592320,38438820,18357549,105463463,36481178,18167085
(주)코아스,71950,Dec-19,112874041,35843533,16746495,111573398,34135576,16311855
(주)코아시아,45970,Dec-11,225605229,159664332,29134020,2237657,10660784,34569
(주)코아시아,45970,Dec-12,232726081,164010033,35203415,2446883,11129058,8145
(주)코아시아,45970,Dec-13,287641466,183112339,64190339,1045729,14097854,0
(주)코아시아,45970,Dec-14,256190480,146862086,49839972,1197948,7500534,0
(주)코아시아,45970,Dec-15,277561320,165941804,45026011,1768437,7221734,0
(주)코아시아,45970,Dec-16,396061922,147964980,37375294,9429026,5102501,0
(주)코아시아,45970,Dec-17,424250341,155225084,34453238,4759216,4092108,0
(주)코아시아,45970,Dec-18,378373276,134732393,28524423,5486096,4092178,0
(주)코아시아,45970,Dec-19,438868162,133696308,38884575,92228286,42218106,6571300
(주)코아시아옵틱스,196450,Dec-14,34003314,52657324,8766082,34372397,47615629,5742212
(주)코아시아옵틱스,196450,Dec-15,55771549,44403697,7470246,54078161,40058305,3580605
(주)코아시아옵틱스,196450,Dec-16,39695061,29091333,1132314,27291639,27583499,1049330
(주)코아시아옵틱스,196450,Dec-17,14231304,21241886,756741,11299145,19803476,756741
(주)코아시아옵틱스,196450,Dec-18,9054296,15384954,884054,8332433,15311943,884054
(주)코아시아옵틱스,196450,Dec-19,86156042,35572594,9077513,68698817,37523250,5409107
(주)코엔텍,29960,Dec-11,32481918,17747710,38188,26576187,9922591,38188
(주)코엔텍,29960,Dec-12,37954321,29079685,32885,31823757,19728197,32885
(주)코엔텍,29960,Dec-13,38761496,32230049,40501,31718394,21296558,40501
(주)코엔텍,29960,Dec-14,41597450,29196595,51811,34502273,17223326,51811
(주)코엔텍,29960,Dec-15,42298254,27114109,65425,33913775,13109712,65425
(주)코엔텍,29960,Dec-16,55095779,51114217,50163,48583970,36272991,50163
(주)코엔텍,29960,Dec-17,61255105,74921431,38236,53606953,58505500,38236
(주)코엔텍,29960,Dec-18,72239031,114519287,46092,64252487,113495246,46092
(주)코엔텍,29960,Dec-19,,,,71114061,118208593,38162
(주)코오롱,2020,Dec-11,592073843,2255123940,305379168,54420816,6215853,0
(주)코오롱,2020,Dec-12,4713474822,2209070688,213336562,58723557,21102519,0
(주)코오롱,2020,Dec-13,4427687063,1780103745,194700901,62686234,13035713,0
(주)코오롱,2020,Dec-14,4139649552,1547206146,200873458,59152501,6627433,0
(주)코오롱,2020,Dec-15,3820812376,1301171160,153364493,54932379,7588910,0
(주)코오롱,2020,Dec-16,3936858959,1276747098,214481084,52652827,14019886,0
(주)코오롱,2020,Dec-17,4392955166,1433920365,239433033,60369419,25292719,0
(주)코오롱,2020,Dec-18,4324491258,1255533870,177233574,58173002,9702912,0
(주)코오롱,2020,Dec-19,4405957744,1320349301,233114221,60462265,8654107,0
(주)코원플레이,56000,Dec-11,73923620,47314328,20898491,53965470,45398463,19227483
(주)코원플레이,56000,Dec-12,32576529,32931247,13587274,30108280,37597564,12135837
(주)코원플레이,56000,Dec-13,29535151,23610053,10921476,21845946,26145321,9621722
(주)코원플레이,56000,Dec-14,31463462,25696300,8362087,23755138,26940731,6722587
(주)코원플레이,56000,Dec-15,14986884,13483965,4629012,14315823,11566317,4235942
(주)코원플레이,56000,Dec-16,,,,29984912,41481235,4403899
(주)코원플레이,56000,Dec-17,30676039,19500064,4421995,28767652,11616653,0
(주)코원플레이,56000,Dec-18,25727901,20281730,3985188,19715433,10935453,0
(주)코원플레이,56000,Dec-19,19805335,18675445,1667064,14925981,12410398,0
(주)코윈테크,282880,Dec-19,91102339,89227829,202561,91102339,88967402,202561
(주)코이즈,121850,Dec-12,35504279,22143405,1052055,35081512,22250700,820274
(주)코이즈,121850,Dec-13,24137513,27762398,2545175,23850267,28452706,1834951
(주)코이즈,121850,Dec-14,27864355,22630955,4225809,27672251,26116651,1817612
(주)코이즈,121850,Dec-15,26005034,23291318,4466840,22911803,20887777,1879722
(주)코이즈,121850,Dec-16,31440808,23651610,7792256,28975469,19958048,4232155
(주)코이즈,121850,Dec-17,26389826,17075926,5370031,21082535,13923119,3590135
(주)코이즈,121850,Dec-18,19147494,14887486,4980260,17016870,11949311,3070913
(주)코이즈,121850,Dec-19,35464086,17916283,5616937,32361376,13802159,3897547
(주)코콤,15710,Dec-11,80976405,39304632,11209716,80976405,38321110,11209716
(주)코콤,15710,Dec-12,83325226,43004495,11521623,83264613,42479252,11504501
(주)코콤,15710,Dec-13,95237687,42024954,12679148,95215396,42004288,12664249
(주)코콤,15710,Dec-14,103538393,36746243,12563511,103538393,36727584,12548611
(주)코콤,15710,Dec-15,110754965,42184755,15806733,110754965,42181939,15806733
(주)코콤,15710,Dec-16,113892164,45164091,17055663,113892164,45162327,17055663
(주)코콤,15710,Dec-17,143089164,56083032,13552960,143089164,56082045,13552960
(주)코콤,15710,Dec-18,163612643,74380442,14630113,163612643,74379714,14630113
(주)코콤,15710,Dec-19,133903684,73917417,11052806,133903684,73916810,11052806
(주)코텍,52330,Dec-11,,,,160410463,109326917,23930915
(주)코텍,52330,Dec-12,,,,162916100,116361585,33149899
(주)코텍,52330,Dec-13,,,,169811475,124982060,49534953
(주)코텍,52330,Dec-14,,,,148845717,120929969,49746629
(주)코텍,52330,Dec-15,,,,242012570,177581626,53356088
(주)코텍,52330,Dec-16,,,,297954883,219528365,55285312
(주)코텍,52330,Dec-17,,,,327482316,248312129,56130020
(주)코텍,52330,Dec-18,,,,346599584,252552953,64147196
(주)코텍,52330,Dec-19,285258696,242090363,58761603,285254264,237603009,58674752
(주)코퍼스코리아,322780,Dec-19,,,,,,
(주)코프라,126600,Dec-11,,,,84182929,35017787,13378263
(주)코프라,126600,Dec-12,,,,88396764,35693101,14524006
(주)코프라,126600,Dec-13,91297124,47114680,13467287,91297124,46637527,13467287
(주)코프라,126600,Dec-14,105294129,52086982,15771923,106408968,55303227,14292753
(주)코프라,126600,Dec-15,115810321,71992779,13598076,111032727,75515344,10339963
(주)코프라,126600,Dec-16,130126018,88595872,17210838,119147770,85296766,13390137
(주)코프라,126600,Dec-17,134792885,106901891,24379281,121749156,97308414,19395700
(주)코프라,126600,Dec-18,161369458,127469675,43511017,141443988,99144514,28565605
(주)코프라,126600,Dec-19,182893389,118649849,33735663,132583682,94894659,20191818
(주)콘텐트리중앙,36420,Dec-19,554208374,236758745,25552112,73377032,113953174,0
(주)콤텍시스템,31820,Dec-11,180706217,91386256,11707969,178626024,89707058,11332489
(주)콤텍시스템,31820,Dec-12,160422329,97656330,16441898,159020939,95787558,16078596
(주)콤텍시스템,31820,Dec-13,181677649,99579590,12754897,180253440,97848809,12381646
(주)콤텍시스템,31820,Dec-14,186113130,91590512,10563532,184931656,89704977,10172844
(주)콤텍시스템,31820,Dec-15,146291127,76141127,12663587,145313732,74160056,12377627
(주)콤텍시스템,31820,Dec-16,166860474,100747522,8917420,165814378,98797010,8737022
(주)콤텍시스템,31820,Dec-17,143622951,79057846,10136540,142500270,77080576,9975409
(주)콤텍시스템,31820,Dec-18,,,,125165448,87497127,5417707
(주)콤텍시스템,31820,Dec-19,,,,238820532,118868880,13205683
(주)큐로,15590,Dec-11,252763353,164845213,4857808,243654611,161170328,4274268
(주)큐로,15590,Dec-12,282943904,149657523,7877843,263752234,142556211,7302316
(주)큐로,15590,Dec-13,239973517,157033901,6633319,220549121,152840603,5142439
(주)큐로,15590,Dec-14,297335288,188159216,4401006,273526804,176353997,3573638
(주)큐로,15590,Dec-15,,,,223716709,176346292,2836295
(주)큐로,15590,Dec-16,,,,191355119,148976773,6144045
(주)큐로,15590,Dec-17,,,,156189124,114821365,2574901
(주)큐로,15590,Dec-18,,,,90218430,96950418,2107728
(주)큐로,15590,Dec-19,147117472,134715655,1693219,147117472,133176179,1693219
(주)큐로컴,40350,Dec-11,9772527,29454018,773629,9880127,33274264,773629
(주)큐로컴,40350,Dec-12,8382819,28707652,414988,8541652,34559291,414988
(주)큐로컴,40350,Dec-13,22244467,25767123,2393872,13142280,38239370,472831
(주)큐로컴,40350,Dec-14,21349457,24999840,3059874,10903410,33585332,777789
(주)큐로컴,40350,Dec-15,22428307,11128478,4148332,12666448,26297108,533861
(주)큐로컴,40350,Dec-16,18985337,51108883,924879,12319856,18034038,880066
(주)큐로컴,40350,Dec-17,12683664,17450067,635422,11295570,11766016,584683
(주)큐로컴,40350,Dec-18,13915367,9311855,981869,10311666,5232186,652156
(주)큐로컴,40350,Dec-19,15051780,4942838,807308,10211913,6550332,448014
(주)큐로홀딩스,51780,Dec-11,13412815,10275666,3193943,12907240,17398914,3193943
(주)큐로홀딩스,51780,Dec-12,16976025,10859714,3285491,12442391,18899306,3285491
(주)큐로홀딩스,51780,Dec-13,15744162,6383200,2757888,11421749,15997209,2757888
(주)큐로홀딩스,51780,Dec-14,13124034,5636667,2650039,10418215,17133544,2650039
(주)큐로홀딩스,51780,Dec-15,14844731,11590835,2510994,9090041,9108384,2510994
(주)큐로홀딩스,51780,Dec-16,14592405,11363427,3594157,8187689,11507800,3594157
(주)큐로홀딩스,51780,Dec-17,15357486,12832124,2954586,12621098,11060090,2954586
(주)큐로홀딩스,51780,Dec-18,25216642,21567915,3816820,23127655,16890113,3816820
(주)큐로홀딩스,51780,Dec-19,25752114,14138936,4317752,22842965,11949042,4317752
(주)큐리언트,115180,Dec-16,,,,0,25778524,0
(주)큐리언트,115180,Dec-17,,,,0,15187091,0
(주)큐리언트,115180,Dec-18,,,,0,42368976,0
(주)큐리언트,115180,Dec-19,,,,0,18909327,0
(주)큐브엔터테인먼트,182360,Dec-13,,,,,,
(주)큐브엔터테인먼트,182360,Dec-14,,,,,,
(주)큐브엔터테인먼트,182360,Dec-15,22398853,20788619,0,22397556,19983619,0
(주)큐브엔터테인먼트,182360,Dec-16,19465306,15266255,0,19026988,14670846,0
(주)큐브엔터테인먼트,182360,Dec-17,24416090,16493661,0,23463431,16419273,0
(주)큐브엔터테인먼트,182360,Dec-18,34459464,18630419,0,32091553,18412059,0
(주)큐브엔터테인먼트,182360,Dec-19,29829672,15659460,0,28850936,15455258,0
(주)큐에스아이,66310,Dec-11,,,,27156007,25089142,6903219
(주)큐에스아이,66310,Dec-12,26704126,29571245,7330917,26704126,27106635,5513916
(주)큐에스아이,66310,Dec-13,25635539,31560617,6864271,25635539,29419000,4697503
(주)큐에스아이,66310,Dec-14,24217429,34917018,8997279,24217429,31802193,6294346
(주)큐에스아이,66310,Dec-15,25495219,32385505,7089018,25495219,30282777,5109808
(주)큐에스아이,66310,Dec-16,22020600,32256858,7728912,22020600,29501772,5611600
(주)큐에스아이,66310,Dec-17,22628424,27753762,7062245,22628380,25312332,4949677
(주)큐에스아이,66310,Dec-18,18823761,22843625,7035836,18823761,20553619,4989939
(주)큐에스아이,66310,Dec-19,22679509,28988422,6592499,22679509,20985984,5612838
(주)크라운제과,264900,Dec-17,,,,344292781,105653474,28305670
(주)크라운제과,264900,Dec-18,,,,388532243,103699372,26679870
(주)크라운제과,264900,Dec-19,,,,386613876,92517323,28923531
(주)크라운해태홀딩스,5740,Dec-11,1113353731,315486145,76671885,400481779,104298111,28324652
(주)크라운해태홀딩스,5740,Dec-12,1134459198,284462685,69829018,418237574,100827739,29054650
(주)크라운해태홀딩스,5740,Dec-13,1118298354,306751218,74239035,428762601,105142566,29223257
(주)크라운해태홀딩스,5740,Dec-14,1084125414,283787806,71259659,420759939,103728262,28090769
(주)크라운해태홀딩스,5740,Dec-15,1204012618,285082302,73372154,430980191,97724683,27301474
(주)크라운해태홀딩스,5740,Dec-16,1188834513,312917489,73497211,418060902,106098079,28062181
(주)크라운해태홀딩스,5740,Dec-17,1002111628,312707560,78668994,12955223,1701076,0
(주)크라운해태홀딩스,5740,Dec-18,1092084364,280982586,73247300,18172594,1305074,0
(주)크라운해태홀딩스,5740,Dec-19,1055213955,244047734,72734345,17119663,1658264,0
(주)크레버스,96240,Dec-11,103348845,40121131,695400,95923480,39747445,695400
(주)크레버스,96240,Dec-12,112980537,35785995,378667,89607117,30969400,99676
(주)크레버스,96240,Dec-13,125262571,52650296,1338648,84756055,41610916,167404
(주)크레버스,96240,Dec-14,130461470,40164424,1601114,80162154,32601022,301572
(주)크레버스,96240,Dec-15,135508996,49788197,1834768,75049006,33507424,411975
(주)크레버스,96240,Dec-16,138574465,54143448,2105794,71583840,33655440,574466
(주)크레버스,96240,Dec-17,147363632,43158368,2268266,73090572,28072371,702711
(주)크레버스,96240,Dec-18,152690562,45900138,2151346,75944381,31246722,262296
(주)크레버스,96240,Dec-19,174974828,58226462,2034282,87349230,40612903,166373
(주)크리스에프앤씨,110790,Dec-18,257887299,189787341,99778410,255540733,189060522,99097416
(주)크리스에프앤씨,110790,Dec-19,259452905,184531285,106710307,257477444,183342356,105575188
(주)크린앤사이언스,45520,Dec-11,44703043,24190863,7055184,44770109,24033990,6972930
(주)크린앤사이언스,45520,Dec-12,47068217,23204273,6919192,46929232,22921243,6755595
(주)크린앤사이언스,45520,Dec-13,54208174,25269831,8027942,53948570,25003912,7764284
(주)크린앤사이언스,45520,Dec-14,56226928,26370526,8837228,55630258,25716917,8511030
(주)크린앤사이언스,45520,Dec-15,59520256,27691023,9536889,58855232,27061162,9357034
(주)크린앤사이언스,45520,Dec-16,59971176,34639567,7622226,59675152,34268696,7451249
(주)크린앤사이언스,45520,Dec-17,77107947,40988670,12053667,76754464,40800019,11854120
(주)크린앤사이언스,45520,Dec-18,95238575,50070600,15751179,94801718,49951728,15479916
(주)크린앤사이언스,45520,Dec-19,118318802,60597079,20501676,117760212,60467735,20203650
(주)클라우드에어,36170,Dec-11,,,,20387077,40584209,4041183
(주)클라우드에어,36170,Dec-12,65804705,52072845,16222582,63933030,50852149,16161622
(주)클라우드에어,36170,Dec-13,75783205,51692996,16608433,75788423,48546921,16563032
(주)클라우드에어,36170,Dec-14,73979284,55007935,12525385,73979284,51093837,12525385
(주)클라우드에어,36170,Dec-15,20574075,52407535,1729104,20574075,51055953,1729104
(주)클라우드에어,36170,Dec-16,17665255,43995621,1423506,16757319,40296260,1423506
(주)클라우드에어,36170,Dec-17,16593462,69502575,1577694,15570249,69387525,1577694
(주)클라우드에어,36170,Dec-18,14413626,84946855,1499474,14190606,84915791,1499474
(주)클라우드에어,36170,Dec-19,13489259,54285479,1546398,13489259,39075841,1546398
(주)클래시스,214150,Dec-15,,,,,,
(주)클래시스,214150,Dec-16,,,,,,
(주)클래시스,214150,Dec-17,34868166,27683050,5089172,34629233,27228340,4939855
(주)클래시스,214150,Dec-18,47481790,26600328,5906603,46944935,26158138,5883311
(주)클래시스,214150,Dec-19,81133257,57647142,8722734,80095778,57123146,8680200
(주)클리오,237880,Dec-16,193589949,198663845,21585758,196437347,197068649,18765604
(주)클리오,237880,Dec-17,193680144,183286615,22944435,190599980,180174282,18482774
(주)클리오,237880,Dec-18,187378290,117580278,29664948,184440131,115464235,24654627
(주)클리오,237880,Dec-19,250382613,140657411,23727211,247598026,135508682,21422926
(주)키다리스튜디오,20120,Dec-11,,,,4188072,7978320,1876775
(주)키다리스튜디오,20120,Dec-12,,,,9215652,17732940,1470051
(주)키다리스튜디오,20120,Dec-13,,,,22200002,13634030,1691051
(주)키다리스튜디오,20120,Dec-14,22362585,19218710,2943276,20010522,17069881,2943276
(주)키다리스튜디오,20120,Dec-15,28305620,17783384,1219211,23289240,16143684,1219211
(주)키다리스튜디오,20120,Dec-16,,,,25254650,12665956,0
(주)키다리스튜디오,20120,Dec-17,14286729,12138200,0,11903649,10238250,0
(주)키다리스튜디오,20120,Dec-18,,,,19622961,7178926,0
(주)키다리스튜디오,20120,Dec-19,26737870,22268714,0,25189266,20554073,0
(주)키이스트,54780,Dec-11,,,,26141294,13500434,71947
(주)키이스트,54780,Dec-12,33060667,53002285,925562,23894934,17118942,82106
(주)키이스트,54780,Dec-13,69465294,35986278,92501,24170573,15271437,46950
(주)키이스트,54780,Dec-14,88851356,46014481,131063,42979186,23836823,41653
(주)키이스트,54780,Dec-15,106170757,55950671,65350,38041616,27395656,9175
(주)키이스트,54780,Dec-16,93247807,65459935,39758,25549279,23141282,8723
(주)키이스트,54780,Dec-17,106170053,63841810,11719,21429057,18294692,8218
(주)키이스트,54780,Dec-18,103736090,50611373,197598,15148220,16566842,8037
(주)키이스트,54780,Dec-19,100245744,60579844,26365,29066328,36370500,0
(주)타이거일렉,219130,Dec-15,26923156,23035368,4344754,26115950,22281810,3964573
(주)타이거일렉,219130,Dec-16,,,,28000475,20290110,4881578
(주)타이거일렉,219130,Dec-17,,,,33444169,23278274,5523805
(주)타이거일렉,219130,Dec-18,,,,33746373,22014537,6123615
(주)타이거일렉,219130,Dec-19,,,,35062583,27855935,5828812
(주)탑엔지니어링,65130,Dec-11,153516747,104047028,2987854,143262276,96547298,1439133
(주)탑엔지니어링,65130,Dec-12,64130411,78044180,2406298,63572185,68399299,1021643
(주)탑엔지니어링,65130,Dec-13,75998674,74079433,2401050,71940348,58014694,1168647
(주)탑엔지니어링,65130,Dec-14,103819901,76830760,6369157,95273334,59440256,5026909
(주)탑엔지니어링,65130,Dec-15,137506883,96996919,5456229,128253671,82925527,3818924
(주)탑엔지니어링,65130,Dec-16,161030823,95064313,6329315,150212268,82054718,4014579
(주)탑엔지니어링,65130,Dec-17,176055995,246727304,56860537,151177787,85041253,5698785
(주)탑엔지니어링,65130,Dec-18,917583139,310632332,113495453,194208042,121464069,45527775
(주)탑엔지니어링,65130,Dec-19,1305900598,343391274,113415804,216906563,129641635,27341144
(주)탑코미디어,134580,Dec-13,70893414,51710859,7651859,70893414,51552751,7651859
(주)탑코미디어,134580,Dec-14,92581017,65504192,19808276,92578489,64505016,19808276
(주)탑코미디어,134580,Dec-15,107808603,53877260,10581852,107808603,52993394,10581852
(주)탑코미디어,134580,Dec-16,77354544,48961341,11829756,77287004,48155981,11829756
(주)탑코미디어,134580,Dec-17,47048592,32439138,15058731,47048592,32218827,15058731
(주)탑코미디어,134580,Dec-18,44502968,38468829,9913323,44502968,38180449,9913323
(주)탑코미디어,134580,Dec-19,,,,32429047,29293909,8885797
(주)태경비케이,14580,Dec-11,,,,128036408,52565998,6671939
(주)태경비케이,14580,Dec-12,,,,126234142,46697510,6835107
(주)태경비케이,14580,Dec-13,,,,125226073,45359931,5480482
(주)태경비케이,14580,Dec-14,,,,121842345,41590425,5288557
(주)태경비케이,14580,Dec-15,,,,113506581,36381271,6691016
(주)태경비케이,14580,Dec-16,171527282,78809658,16470477,132974930,57915021,13295948
(주)태경비케이,14580,Dec-17,212161978,67409259,16033655,163437678,48663879,13877414
(주)태경비케이,14580,Dec-18,212616333,78412959,27999109,165264531,58726716,25289325
(주)태경비케이,14580,Dec-19,186439233,103098154,22168279,144614854,52038327,20395254
(주)태광,23160,Dec-11,,,,258887936,292154177,160091645
(주)태광,23160,Dec-12,,,,356879823,305454402,132124776
(주)태광,23160,Dec-13,,,,310840198,301537671,143034448
(주)태광,23160,Dec-14,,,,271572719,304785198,159041498
(주)태광,23160,Dec-15,,,,274492535,320090642,149687522
