회사명,거래소코드,회계년도,매출액증가율(IFRS),재고자산증가율(IFRS),자기자본증가율(IFRS)
신대양제지(주),16590,Dec-11,15.66,0.57,4.99
신대양제지(주),16590,Dec-12,-14.53,-30.18,9.19
신대양제지(주),16590,Dec-13,-6.78,-4.07,3.76
신대양제지(주),16590,Dec-14,-5.44,14.31,7.51
신대양제지(주),16590,Dec-15,-1.67,-18.51,-4.48
신대양제지(주),16590,Dec-16,-3.27,-5.97,2.37
신대양제지(주),16590,Dec-17,44.33,25.44,9.66
신대양제지(주),16590,Dec-18,1.55,-4.61,21.57
신대양제지(주),16590,Dec-19,-19.93,-32.25,9.01
신라교역(주),4970,Dec-11,7.88,22.62,6.52
신라교역(주),4970,Dec-12,36.32,3.13,16.19
신라교역(주),4970,Dec-13,-24.3,-4.62,5.17
신라교역(주),4970,Dec-14,-23.48,-24.18,3.6
신라교역(주),4970,Dec-15,10.7,3.6,4.39
신라교역(주),4970,Dec-16,5.1,-5.01,4.66
신라교역(주),4970,Dec-17,33.28,-7.2,3.54
신라교역(주),4970,Dec-18,-14.24,24.99,6.03
신라교역(주),4970,Dec-19,-1.63,-1.47,1.63
신라섬유(주),1000,Dec-11,33.9,69.39,11.26
신라섬유(주),1000,Dec-12,-21.19,41.16,6.71
신라섬유(주),1000,Dec-13,-17.6,97.02,4.31
신라섬유(주),1000,Dec-14,-40.31,7.97,0.82
신라섬유(주),1000,Dec-15,13.85,-63.12,-15.5
신라섬유(주),1000,Dec-16,10.73,-1.54,2.24
신라섬유(주),1000,Dec-17,4.53,-36.53,3.04
신라섬유(주),1000,Dec-18,17.66,-6.97,1.11
신라섬유(주),1000,Dec-19,-11.1,-29.69,1.47
신라에스지(주),25870,Dec-11,95.32,88.8,-8.51
신라에스지(주),25870,Dec-12,57.05,2.54,0.64
신라에스지(주),25870,Dec-13,-12.16,37.51,4.24
신라에스지(주),25870,Dec-14,19.33,9.64,3.01
신라에스지(주),25870,Dec-15,-21.66,-56.33,-15.35
신라에스지(주),25870,Dec-16,25.58,-31.58,3.64
신라에스지(주),25870,Dec-17,-3.68,24.78,2.45
신라에스지(주),25870,Dec-18,-16.2,0.02,-3.27
신라에스지(주),25870,Dec-19,30.71,34.24,-17.37
신라젠(주),215600,Dec-16,254.92,0,136.69
신라젠(주),215600,Dec-17,4.65,0,9.47
신라젠(주),215600,Dec-18,15.17,0,-4.22
신라젠(주),215600,Dec-19,-42.28,0,-78.78
신성델타테크(주),65350,Dec-11,-6.2,-33.59,1.95
신성델타테크(주),65350,Dec-12,-13.04,22.41,2.12
신성델타테크(주),65350,Dec-13,-2.82,38.42,7.77
신성델타테크(주),65350,Dec-14,-0.81,12.62,3.26
신성델타테크(주),65350,Dec-15,10.32,-16.48,6.02
신성델타테크(주),65350,Dec-16,2.45,28.19,-0.53
신성델타테크(주),65350,Dec-17,16.78,18.46,-2.67
신성델타테크(주),65350,Dec-18,-14.62,-29.84,-3.4
신성델타테크(주),65350,Dec-19,-9.96,-17.07,22.85
신성통상(주),5390,Jun-11,15.32,11.03,7.77
신성통상(주),5390,Jun-12,6.55,-5.42,4.95
신성통상(주),5390,Jun-13,10.58,31.85,6.52
신성통상(주),5390,Jun-14,5.99,3.18,2.28
신성통상(주),5390,Jun-15,10.86,11.56,3.54
신성통상(주),5390,Jun-16,9.2,2.72,4.56
신성통상(주),5390,Jun-17,-3.97,-14.1,-1.75
신성통상(주),5390,Jun-18,-5.76,13.04,-8.98
신성통상(주),5390,Jun-19,15.08,15.93,-2.08
신세계건설(주),34300,Dec-11,18.25,-39.72,2.74
신세계건설(주),34300,Dec-12,10.14,-56.85,-1.56
신세계건설(주),34300,Dec-13,-26.42,-15.32,-82.53
신세계건설(주),34300,Dec-14,89.41,51.46,0.93
신세계건설(주),34300,Dec-15,29.86,-25.9,229.33
신세계건설(주),34300,Dec-16,32.48,118.31,37.63
신세계건설(주),34300,Dec-17,-25.99,810.08,24.78
신세계건설(주),34300,Dec-18,1.86,-0.15,22.53
신세계건설(주),34300,Dec-19,-6.28,2.43,0.99
신송홀딩스(주),6880,Dec-13,-1.67,0,18.87
신송홀딩스(주),6880,Dec-14,55.93,0,-0.92
신송홀딩스(주),6880,Dec-15,10.87,0,-0.6
신송홀딩스(주),6880,Dec-16,25,0,-5.4
신송홀딩스(주),6880,Dec-17,-42.35,0,-5.42
신송홀딩스(주),6880,Dec-18,-18.37,0,-9.99
신송홀딩스(주),6880,Dec-19,17,0,-4.16
신신제약(주),2800,Dec-17,6.31,-5.34,51.82
신신제약(주),2800,Dec-18,3.3,46.03,4.89
신신제약(주),2800,Dec-19,6.27,36.28,4.17
신원종합개발(주),17000,Dec-11,-31.27,-26.92,-12.05
신원종합개발(주),17000,Dec-12,-31.46,103.47,2.64
신원종합개발(주),17000,Dec-13,6.19,4.86,11.3
신원종합개발(주),17000,Dec-14,38.98,-47.25,-1.88
신원종합개발(주),17000,Dec-15,-39.07,118.53,-3.94
신원종합개발(주),17000,Dec-16,122.54,-36.74,4.55
신원종합개발(주),17000,Dec-17,66.7,88.46,29.72
신원종합개발(주),17000,Dec-18,12.56,-0.44,19.22
신원종합개발(주),17000,Dec-19,15.79,-42.82,16.93
신일전자(주),2700,Dec-11,20.55,41.84,22.21
신일전자(주),2700,Dec-12,12.16,-26.22,40.84
신일전자(주),2700,Dec-13,33.34,47.48,17.8
신일전자(주),2700,Dec-14,-4.81,111.83,59.08
신일전자(주),2700,Dec-15,-6.37,-18.12,-12.62
신일전자(주),2700,Dec-16,16.57,-14.81,8.88
신일전자(주),2700,Dec-17,16.53,19.01,14.21
신일전자(주),2700,Dec-18,16.72,40.13,17.63
신일전자(주),2700,Dec-19,-13.53,14.7,4.23
신일제약(주),12790,Dec-11,-6.73,-0.05,4.7
신일제약(주),12790,Dec-12,18.33,-4.55,6.08
신일제약(주),12790,Dec-13,11.02,-6.51,12.91
신일제약(주),12790,Dec-14,8.69,16.06,13.96
신일제약(주),12790,Dec-15,-7.18,26.73,10.33
신일제약(주),12790,Dec-16,12.32,19.13,11.53
신일제약(주),12790,Dec-17,1.45,25.81,4.29
신일제약(주),12790,Dec-18,4.58,-0.18,4.68
신일제약(주),12790,Dec-19,13.84,12.53,6.37
신풍제약(주),19170,Dec-11,0.09,-0.36,14.26
신풍제약(주),19170,Dec-12,-5.74,11.51,6.72
신풍제약(주),19170,Dec-13,-2.61,-4.17,0.13
신풍제약(주),19170,Dec-14,1.51,-0.56,-0.22
신풍제약(주),19170,Dec-15,-11.5,2.6,1.49
신풍제약(주),19170,Dec-16,-1.73,-4.91,12.2
신풍제약(주),19170,Dec-17,-3.64,9.33,-2.97
신풍제약(주),19170,Dec-18,0.78,-5.25,0.29
신풍제약(주),19170,Dec-19,1.74,11.14,1.25
신풍제지(주),2870,Dec-11,1.58,21.86,-8.27
신풍제지(주),2870,Dec-12,1.75,-8,-14.04
신풍제지(주),2870,Dec-13,19.64,9.64,-11.87
신풍제지(주),2870,Dec-14,-26.48,41.1,-27.87
신풍제지(주),2870,Dec-15,2.81,-32.23,-29.63
신풍제지(주),2870,Dec-16,15.09,-32.35,0.76
신풍제지(주),2870,Dec-17,8.58,51.31,6.8
신풍제지(주),2870,Dec-18,6.92,9.05,17.3
신풍제지(주),2870,Dec-19,1.18,-46.06,33.58
신화인터텍(주),56700,Dec-11,-44.26,-40.56,-28.67
신화인터텍(주),56700,Dec-12,-13.5,-38.01,2.04
신화인터텍(주),56700,Dec-13,-13.99,-33.46,9.01
신화인터텍(주),56700,Dec-14,-13.18,-17.62,10.46
신화인터텍(주),56700,Dec-15,-11.01,-14.73,12.1
신화인터텍(주),56700,Dec-16,14.96,32.22,4.01
신화인터텍(주),56700,Dec-17,-15.99,-6.79,-3.59
신화인터텍(주),56700,Dec-18,-1.41,36.06,-8.94
신화인터텍(주),56700,Dec-19,39.64,-5.13,3.55
신흥에스이씨(주),243840,Dec-17,20.18,8.88,48.69
신흥에스이씨(주),243840,Dec-18,44.54,92.09,20.26
신흥에스이씨(주),243840,Dec-19,-6.88,-11.38,10.58
쌍용씨앤이(주),3410,Dec-11,12.43,-23.56,-4.87
쌍용씨앤이(주),3410,Dec-12,14.47,60.36,1.06
쌍용씨앤이(주),3410,Dec-13,5.06,-37.26,2.47
쌍용씨앤이(주),3410,Dec-14,-1.01,0.46,6.7
쌍용씨앤이(주),3410,Dec-15,2.1,-16.77,3.87
쌍용씨앤이(주),3410,Dec-16,-0.34,-0.43,31.19
쌍용씨앤이(주),3410,Dec-17,-26.79,30.43,26.39
쌍용씨앤이(주),3410,Dec-18,-3.62,13.71,-0.98
쌍용씨앤이(주),3410,Dec-19,4.91,5.74,-5.8
쌍용자동차(주),3620,Dec-11,31.96,20.11,47.56
쌍용자동차(주),3620,Dec-12,3.27,2.13,-11.55
쌍용자동차(주),3620,Dec-13,21.35,4.8,10.19
쌍용자동차(주),3620,Dec-14,-4.61,-7.06,-12.02
쌍용자동차(주),3620,Dec-15,2.13,-5.39,-7.32
쌍용자동차(주),3620,Dec-16,7.11,-17.85,13
쌍용자동차(주),3620,Dec-17,-3.76,11.69,-5.18
쌍용자동차(주),3620,Dec-18,6.19,-2.94,-10.59
쌍용자동차(주),3620,Dec-19,-2.15,-5.68,-41.67
쌍용정보통신(주),10280,Dec-11,-6,-47.03,13.93
쌍용정보통신(주),10280,Dec-12,-12.98,-52.78,10.19
쌍용정보통신(주),10280,Dec-13,-6.52,43.84,7.78
쌍용정보통신(주),10280,Dec-14,-3.25,-49.38,-27.4
쌍용정보통신(주),10280,Dec-15,1.02,125.18,-16.44
쌍용정보통신(주),10280,Dec-16,20.13,-62.96,-1.76
쌍용정보통신(주),10280,Dec-17,-32.42,15,-7.13
쌍용정보통신(주),10280,Dec-18,-15.11,0.76,68.23
쌍용정보통신(주),10280,Dec-19,-12.55,-88.2,0.88
써니전자(주),4770,Dec-11,-19.97,-18.75,-17.23
써니전자(주),4770,Dec-12,-5.9,13.43,-1.43
써니전자(주),4770,Dec-13,9.71,-3.16,-15.25
써니전자(주),4770,Dec-14,1.6,-32.04,70.86
써니전자(주),4770,Dec-15,-6.31,-1.13,7.04
써니전자(주),4770,Dec-16,-2.92,10.85,26.49
써니전자(주),4770,Dec-17,-9.4,6.16,6.98
써니전자(주),4770,Dec-18,-3.07,-10.91,1.8
써니전자(주),4770,Dec-19,41.51,33.36,27.91
씨비아이(주),13720,Dec-11,8.09,11.12,22.12
씨비아이(주),13720,Dec-12,-3.01,19.49,12.75
씨비아이(주),13720,Dec-13,3.65,-0.25,5.04
씨비아이(주),13720,Dec-14,-0.85,8.98,0.89
씨비아이(주),13720,Dec-15,-14.08,6.85,11.3
씨비아이(주),13720,Dec-16,-0.78,24.15,10.74
씨비아이(주),13720,Dec-17,6.2,4.47,0.53
씨비아이(주),13720,Dec-18,-1.74,16.2,4.77
씨비아이(주),13720,Dec-19,1.37,14.66,2.81
씨아이에스(주),222080,Dec-15,,,
씨아이에스(주),222080,Dec-16,,,
씨아이에스(주),222080,Dec-17,0,0,0
씨아이에스(주),222080,Dec-18,68.95,271.59,-18.32
씨아이에스(주),222080,Dec-19,134.24,5.21,31.62
씨앤지하이테크(주),264660,Dec-18,17.38,-60.08,117.48
씨앤지하이테크(주),264660,Dec-19,45.98,31.76,19.28
씨앤티85(주),56730,Dec-11,27.77,6.61,19.25
씨앤티85(주),56730,Dec-12,-56.36,134.2,-9.54
씨앤티85(주),56730,Dec-13,-21.36,-37.29,-61.6
씨앤티85(주),56730,Dec-14,-58.14,-40.55,-20.57
씨앤티85(주),56730,Dec-15,207.18,0,102.3
씨앤티85(주),56730,Dec-16,-55.74,0,-13.73
씨앤티85(주),56730,Dec-17,83.44,0,113.96
씨앤티85(주),56730,Dec-18,-25.99,-77.47,0.92
씨앤티85(주),56730,Dec-19,-35.73,-96.24,0
씨에스베어링(주),297090,Dec-19,59.61,1.66,69.55
씨에스윈드(주),112610,Dec-14,-1.29,-41.75,113.04
씨에스윈드(주),112610,Dec-15,-13.64,95.07,7.53
씨에스윈드(주),112610,Dec-16,12.36,-68.23,-10.3
씨에스윈드(주),112610,Dec-17,3.94,362.8,-9.44
씨에스윈드(주),112610,Dec-18,99.72,74.91,-2.2
씨에스윈드(주),112610,Dec-19,63.05,-6.27,5.44
씨제이(주),1040,Dec-11,33.33,0,-3.03
씨제이(주),1040,Dec-12,19.58,0,0.09
씨제이(주),1040,Dec-13,-16.3,0,2.34
씨제이(주),1040,Dec-14,9.02,0,0.7
씨제이(주),1040,Dec-15,5.2,0,0.81
씨제이(주),1040,Dec-16,20.06,0,0.82
씨제이(주),1040,Dec-17,27.21,0,0.64
씨제이(주),1040,Dec-18,7.37,0,-2.06
씨제이(주),1040,Dec-19,6.94,0,4.91
씨제이대한통운(주),120,Dec-11,6.98,13.47,1.33
씨제이대한통운(주),120,Dec-12,11.08,-7.51,3.03
씨제이대한통운(주),120,Dec-13,36.19,25.55,-2.37
씨제이대한통운(주),120,Dec-14,20.14,-40.97,0.69
씨제이대한통운(주),120,Dec-15,6.85,9.3,1.25
씨제이대한통운(주),120,Dec-16,11.2,31.65,0.88
씨제이대한통운(주),120,Dec-17,7.07,3.28,0.9
씨제이대한통운(주),120,Dec-18,20.03,9.77,11.59
씨제이대한통운(주),120,Dec-19,5.91,16.25,12.49
씨제이바이오사이언스(주),311690,Dec-19,21.9,-32.33,186.29
씨제이씨지브이(주),79160,Dec-11,9.57,2.9,8.94
씨제이씨지브이(주),79160,Dec-12,21.31,22.86,20.16
씨제이씨지브이(주),79160,Dec-13,16.33,13.75,15.74
씨제이씨지브이(주),79160,Dec-14,11.84,33.91,5.13
씨제이씨지브이(주),79160,Dec-15,3.73,13.57,10.38
씨제이씨지브이(주),79160,Dec-16,1.99,9.81,5.2
씨제이씨지브이(주),79160,Dec-17,1.92,41.47,-3.93
씨제이씨지브이(주),79160,Dec-18,4.57,-19.61,-35.24
씨제이씨지브이(주),79160,Dec-19,7.35,9.32,-22.88
씨제이씨푸드(주),11150,Dec-11,12.86,65.85,10.79
씨제이씨푸드(주),11150,Dec-12,33.08,54.18,17.93
씨제이씨푸드(주),11150,Dec-13,-7.5,-17.45,14.11
씨제이씨푸드(주),11150,Dec-14,1.31,44.61,6.31
씨제이씨푸드(주),11150,Dec-15,3.44,-34.98,5.68
씨제이씨푸드(주),11150,Dec-16,7.43,55.63,10.53
씨제이씨푸드(주),11150,Dec-17,-5.24,-21.48,8.63
씨제이씨푸드(주),11150,Dec-18,-8.46,26.69,2.85
씨제이씨푸드(주),11150,Dec-19,-1.02,0.71,4.19
씨제이제일제당(주),97950,Dec-11,11.57,46.8,-3.8
씨제이제일제당(주),97950,Dec-12,5.66,-7.65,10.76
씨제이제일제당(주),97950,Dec-13,-3.37,-18.67,3.24
씨제이제일제당(주),97950,Dec-14,-4.09,-10.52,4.45
씨제이제일제당(주),97950,Dec-15,4.87,-0.8,3.99
씨제이제일제당(주),97950,Dec-16,7.11,8.07,5.42
씨제이제일제당(주),97950,Dec-17,8.33,5.83,1.66
씨제이제일제당(주),97950,Dec-18,14.78,25.33,46.04
씨제이제일제당(주),97950,Dec-19,-2.7,7.79,-2.66
씨제이프레시웨이(주),51500,Dec-11,60.15,67.18,14.13
씨제이프레시웨이(주),51500,Dec-12,16.42,54.93,36.55
씨제이프레시웨이(주),51500,Dec-13,2.57,-59.3,35.4
씨제이프레시웨이(주),51500,Dec-14,-4.33,37.98,5.41
씨제이프레시웨이(주),51500,Dec-15,-7.75,57.34,7.31
씨제이프레시웨이(주),51500,Dec-16,9.37,14.13,-3.63
씨제이프레시웨이(주),51500,Dec-17,3.17,-29.79,-4.06
씨제이프레시웨이(주),51500,Dec-18,17.24,28.82,1.81
씨제이프레시웨이(주),51500,Dec-19,10.15,-12.49,9.22
씨케이에이치푸드앤헬스리미티드,900120,Jun-11,,,
씨케이에이치푸드앤헬스리미티드,900120,Jun-12,,,
씨케이에이치푸드앤헬스리미티드,900120,Jun-13,,,
씨케이에이치푸드앤헬스리미티드,900120,Jun-14,,,
씨케이에이치푸드앤헬스리미티드,900120,Jun-15,,,
씨케이에이치푸드앤헬스리미티드,900120,Jun-16,,,
씨케이에이치푸드앤헬스리미티드,900120,Jun-17,,,
씨케이에이치푸드앤헬스리미티드,900120,Jun-18,,,
씨케이에이치푸드앤헬스리미티드,900120,Jun-19,,,
씨큐브(주),101240,Dec-11,18.41,24.27,38.11
씨큐브(주),101240,Dec-12,13.07,21.29,1.26
씨큐브(주),101240,Dec-13,15.28,23.91,15.42
씨큐브(주),101240,Dec-14,6.01,13.78,23.4
씨큐브(주),101240,Dec-15,2.93,13.32,6.82
씨큐브(주),101240,Dec-16,23.61,8.72,5.07
씨큐브(주),101240,Dec-17,6.05,9.68,9.91
씨큐브(주),101240,Dec-18,3.03,-1.53,6.71
씨큐브(주),101240,Dec-19,8.11,15.18,7.82
아남전자(주),8700,Dec-11,17.58,-14.31,9.08
아남전자(주),8700,Dec-12,-5.09,4.13,-1.66
아남전자(주),8700,Dec-13,-4.62,-9.67,6.44
아남전자(주),8700,Dec-14,12.89,0,-0.73
아남전자(주),8700,Dec-15,8.43,0,-1.84
아남전자(주),8700,Dec-16,12.08,0,1.33
아남전자(주),8700,Dec-17,5.2,0,-1.79
아남전자(주),8700,Dec-18,9.09,0,-27.38
아남전자(주),8700,Dec-19,26.5,0,6.56
아미코젠(주),92040,Dec-13,42.13,-3.43,160.2
아미코젠(주),92040,Dec-14,16.47,65.43,20.5
아미코젠(주),92040,Dec-15,-20.87,40.39,70.05
아미코젠(주),92040,Dec-16,10.9,5.78,2.29
아미코젠(주),92040,Dec-17,-14.94,22.75,10.07
아미코젠(주),92040,Dec-18,17.08,34.38,36.06
아미코젠(주),92040,Dec-19,39.74,54.95,-3.53
아비코전자(주),36010,Dec-11,-2.55,13.81,2.02
아비코전자(주),36010,Dec-12,-5.71,-2.52,-9.04
아비코전자(주),36010,Dec-13,30.81,3.38,12.22
아비코전자(주),36010,Dec-14,-0.72,-5.86,5.94
아비코전자(주),36010,Dec-15,19.96,48.12,17.48
아비코전자(주),36010,Dec-16,17.89,-18.84,7.87
아비코전자(주),36010,Dec-17,4.31,25.42,7.54
아비코전자(주),36010,Dec-18,-0.85,30.82,6.16
아비코전자(주),36010,Dec-19,-12.1,-30.82,-5.41
아세아(주),2030,Dec-11,14.22,-4.6,-4.4
아세아(주),2030,Dec-12,8.4,22.02,-2.03
아세아(주),2030,Dec-13,-16.03,0,-62.93
아세아(주),2030,Dec-14,-95.1,0,39.25
아세아(주),2030,Dec-15,6.98,0,0.92
아세아(주),2030,Dec-16,-2.46,0,1.22
아세아(주),2030,Dec-17,20.86,0,2.52
아세아(주),2030,Dec-18,3.52,0,1.49
아세아(주),2030,Dec-19,12.56,0,1.67
아세아시멘트(주),183190,Dec-13,,,
아세아시멘트(주),183190,Dec-14,0,0,0
아세아시멘트(주),183190,Dec-15,4.56,-13.64,3.64
아세아시멘트(주),183190,Dec-16,1.68,-7.56,6.24
아세아시멘트(주),183190,Dec-17,3.41,25.23,6.34
아세아시멘트(주),183190,Dec-18,-11.08,-4.4,11.7
아세아시멘트(주),183190,Dec-19,-2.03,12.74,1.18
아세아제지(주),2310,Dec-11,8.79,12.5,0.12
아세아제지(주),2310,Dec-12,-7.64,-6.71,10.7
아세아제지(주),2310,Dec-13,54.48,68.45,93.59
아세아제지(주),2310,Dec-14,-8.83,-27.02,2.32
아세아제지(주),2310,Dec-15,-0.21,1.16,-6.3
아세아제지(주),2310,Dec-16,6.13,-8.92,4.48
아세아제지(주),2310,Dec-17,18.36,22.85,3.35
아세아제지(주),2310,Dec-18,4.06,0.22,13.03
아세아제지(주),2310,Dec-19,-13.62,-7.07,6.92
아시아나아이디티(주),267850,Dec-18,-6.27,0,18.19
아시아나아이디티(주),267850,Dec-19,0.87,0,-6.28
아시아나항공(주),20560,Dec-11,5.78,13.64,0.35
아시아나항공(주),20560,Dec-12,5.76,1.69,15.44
아시아나항공(주),20560,Dec-13,-3.1,10.96,-12.85
아시아나항공(주),20560,Dec-14,1.64,1.21,-2.53
아시아나항공(주),20560,Dec-15,-6.27,12.21,-20.18
아시아나항공(주),20560,Dec-16,3.79,2.67,14.5
아시아나항공(주),20560,Dec-17,7.17,11.37,19.52
아시아나항공(주),20560,Dec-18,7.12,10.73,-12.81
아시아나항공(주),20560,Dec-19,-4.46,-15.43,-16.25
아이쓰리시스템(주),214430,Dec-15,26.1,25.27,132.97
아이쓰리시스템(주),214430,Dec-16,31.11,30.14,8.93
아이쓰리시스템(주),214430,Dec-17,36.19,14.41,14.78
아이쓰리시스템(주),214430,Dec-18,-0.64,23.91,11.16
아이쓰리시스템(주),214430,Dec-19,-25.02,-3.07,-2.47
아이에스동서(주),10780,Dec-11,2.47,77.47,10.81
아이에스동서(주),10780,Dec-12,39.9,86.69,1.15
아이에스동서(주),10780,Dec-13,7.09,-15.99,5.74
아이에스동서(주),10780,Dec-14,17.65,-9.99,10.3
아이에스동서(주),10780,Dec-15,17.44,184.27,30.86
아이에스동서(주),10780,Dec-16,97.28,-29.53,61.06
아이에스동서(주),10780,Dec-17,7.32,-16.9,16.67
아이에스동서(주),10780,Dec-18,-7.64,42.91,-0.32
아이에스동서(주),10780,Dec-19,-48.23,9.07,2.79
아이진(주),185490,Dec-15,-30.06,0,490.68
아이진(주),185490,Dec-16,148.45,0,-28.9
아이진(주),185490,Dec-17,12.65,0,46.76
아이진(주),185490,Dec-18,576.1,0,-1.72
아이진(주),185490,Dec-19,108.59,50.68,-18.46
아이큐어(주),175250,Dec-18,-15.02,15.71,339.56
아이큐어(주),175250,Dec-19,35.49,126.05,13.82
아이크래프트(주),52460,Dec-11,10.07,14.72,0.53
아이크래프트(주),52460,Dec-12,23.45,-80.8,15.02
아이크래프트(주),52460,Dec-13,-13.12,51.34,3.19
아이크래프트(주),52460,Dec-14,2.3,70.27,2.81
아이크래프트(주),52460,Dec-15,27.49,58.39,7.4
아이크래프트(주),52460,Dec-16,16.64,2.88,5.05
아이크래프트(주),52460,Dec-17,14.29,-39.2,-4.2
아이크래프트(주),52460,Dec-18,-25.53,-10.42,-3.04
아이크래프트(주),52460,Dec-19,-3.84,-31.42,-1.61
아이텍(주),119830,Dec-11,8.45,0,2.6
아이텍(주),119830,Dec-12,-9.84,0,-7.25
아이텍(주),119830,Dec-13,3.6,0,0.7
아이텍(주),119830,Dec-14,9.99,0,2.35
아이텍(주),119830,Dec-15,-5.99,0,-2.59
아이텍(주),119830,Dec-16,12.31,0,6.15
아이텍(주),119830,Dec-17,0.26,0,6.31
아이텍(주),119830,Dec-18,19.57,0,41.62
아이텍(주),119830,Dec-19,32.48,0,37.47
아진산업(주),13310,Dec-15,-2.56,-13.32,58.11
아진산업(주),13310,Dec-16,14.72,19.05,7.79
아진산업(주),13310,Dec-17,-14.62,121.24,5.07
아진산업(주),13310,Dec-18,69.01,-0.81,15.01
아진산업(주),13310,Dec-19,28.2,38.17,13.98
안국약품(주),1540,Dec-11,12.03,90.73,3.78
안국약품(주),1540,Dec-12,8.03,6.39,2.59
안국약품(주),1540,Dec-13,6.22,26.24,9.75
안국약품(주),1540,Dec-14,18.07,6.47,-2.95
안국약품(주),1540,Dec-15,18.88,-32.14,7.28
안국약품(주),1540,Dec-16,-12.26,-25.92,0.55
안국약품(주),1540,Dec-17,4.41,0.22,4.5
안국약품(주),1540,Dec-18,0.67,1.34,6.98
안국약품(주),1540,Dec-19,-17.09,13.19,0.81
알리코제약(주),260660,Dec-18,33.6,46.92,208.7
알리코제약(주),260660,Dec-19,21.46,4.34,15.84
알서포트(주),131370,Dec-11,,,
알서포트(주),131370,Dec-12,,,
알서포트(주),131370,Dec-13,0,0,0
알서포트(주),131370,Dec-14,-22.04,-13.77,2
알서포트(주),131370,Dec-15,-5.84,-57.26,-1.76
알서포트(주),131370,Dec-16,18.3,499.57,-3.96
알서포트(주),131370,Dec-17,7.7,-26.93,-7.38
알서포트(주),131370,Dec-18,8.96,648.1,10.13
알서포트(주),131370,Dec-19,8.82,-23.94,11.98
알에스오토메이션(주),140670,Dec-17,23.38,21.56,95.6
알에스오토메이션(주),140670,Dec-18,12.08,7.48,0.4
알에스오토메이션(주),140670,Dec-19,-16.84,-11.16,-0.7
알에프머트리얼즈(주),327260,Dec-19,0,0,0
알에프에이치아이씨(주),218410,Dec-15,,,
알에프에이치아이씨(주),218410,Dec-16,,,
알에프에이치아이씨(주),218410,Dec-17,0,0,0
알에프에이치아이씨(주),218410,Dec-18,63.03,-4.9,27.18
알에프에이치아이씨(주),218410,Dec-19,1.3,8.66,27.16
압타바이오(주),293780,Dec-19,-29.95,0,310.42
애경산업(주),18250,Dec-18,10.76,20.53,160.84
애경산업(주),18250,Dec-19,0.11,13.07,9.27
애경케미칼(주),161000,Dec-12,,,
애경케미칼(주),161000,Dec-13,0,0,0
애경케미칼(주),161000,Dec-14,-3.26,25.65,13.15
애경케미칼(주),161000,Dec-15,-20.95,-33.04,11.36
애경케미칼(주),161000,Dec-16,-2.78,7.15,20.42
애경케미칼(주),161000,Dec-17,8.07,36.47,20.08
애경케미칼(주),161000,Dec-18,10.11,5.62,9.6
애경케미칼(주),161000,Dec-19,-6.48,-7.36,11.36
애니젠(주),196300,Dec-16,12.2,3.69,643.86
애니젠(주),196300,Dec-17,8.99,46.99,3.76
애니젠(주),196300,Dec-18,-9.61,-44.35,-10.48
애니젠(주),196300,Dec-19,52.56,-5.18,-29.92
애머릿지코퍼레이션,900100,Dec-11,31.41,32,-1.84
애머릿지코퍼레이션,900100,Dec-12,-20.2,-2.36,-35.71
애머릿지코퍼레이션,900100,Dec-13,-26.64,-7.2,0
애머릿지코퍼레이션,900100,Dec-14,9.39,-17.47,0
애머릿지코퍼레이션,900100,Dec-15,14.72,7.34,363.34
애머릿지코퍼레이션,900100,Dec-16,-29.55,-21.1,77.22
애머릿지코퍼레이션,900100,Dec-17,-12.52,-15.91,84.99
애머릿지코퍼레이션,900100,Dec-18,-30.13,-93.88,23.33
애머릿지코퍼레이션,900100,Dec-19,-16.32,1416.27,-20.99
앱클론(주),174900,Dec-17,13.21,649.3,45.19
앱클론(주),174900,Dec-18,10.99,-1.37,7.51
앱클론(주),174900,Dec-19,266.64,81.76,89.2
어보브반도체(주),102120,Dec-11,-5.42,8.1,87.6
어보브반도체(주),102120,Dec-12,14.84,4.56,5.89
어보브반도체(주),102120,Dec-13,59.4,37.18,20.79
어보브반도체(주),102120,Dec-14,1.16,-1.61,8.56
어보브반도체(주),102120,Dec-15,6.06,-27.98,7.33
어보브반도체(주),102120,Dec-16,5.98,-10.7,8.2
어보브반도체(주),102120,Dec-17,3.79,35.48,-8.36
어보브반도체(주),102120,Dec-18,1.54,-7.73,6.37
어보브반도체(주),102120,Dec-19,18.92,23.02,14.96
에스넷시스템(주),38680,Dec-11,22.49,-41.33,8.56
에스넷시스템(주),38680,Dec-12,-26.03,5.82,1.11
에스넷시스템(주),38680,Dec-13,45,35.76,4.07
에스넷시스템(주),38680,Dec-14,-0.82,-27.03,3.4
에스넷시스템(주),38680,Dec-15,-11.78,-10.69,-1.27
에스넷시스템(주),38680,Dec-16,-6.65,-47.09,-2.69
에스넷시스템(주),38680,Dec-17,11.51,132.39,0.59
에스넷시스템(주),38680,Dec-18,35.95,-21.23,11.04
에스넷시스템(주),38680,Dec-19,6.62,170.64,-0.43
에스디엔(주),99220,Dec-11,29.29,21.58,2.78
에스디엔(주),99220,Dec-12,-80.04,4.92,-39.22
에스디엔(주),99220,Dec-13,31.33,-32.31,16.97
에스디엔(주),99220,Dec-14,7.24,23.47,-7.81
에스디엔(주),99220,Dec-15,12.35,-13.14,10.73
에스디엔(주),99220,Dec-16,-27.34,-1.39,0.71
