회사명,거래소코드,회계년도,기계장치(IFRS연결,기계장치(IFRS),합계_기말인원
와이엠씨(주),155650,Dec-15,11445616,8327823,152
와이엠씨(주),155650,Dec-16,14969985,11494524,191
와이엠씨(주),155650,Dec-17,16767154,10728075,241
와이엠씨(주),155650,Dec-18,20269083,13056105,231
와이엠씨(주),155650,Dec-19,19738758,13116105,226
와이엠티(주),251370,Dec-17,19591287,12015231,133
와이엠티(주),251370,Dec-18,24556155,14652132,136
와이엠티(주),251370,Dec-19,27682794,15325972,148
와토스코리아(주),79000,Dec-11,,675610,79
와토스코리아(주),79000,Dec-12,,510285,78
와토스코리아(주),79000,Dec-13,,381058,92
와토스코리아(주),79000,Dec-14,,402021,90
와토스코리아(주),79000,Dec-15,,453821,96
와토스코리아(주),79000,Dec-16,,1250359,97
와토스코리아(주),79000,Dec-17,,2305084,111
와토스코리아(주),79000,Dec-18,,2476045,111
와토스코리아(주),79000,Dec-19,,2752245,111
우리바이오(주),82850,Dec-11,125168724,5019640,42
우리바이오(주),82850,Dec-12,95867528,0,35
우리바이오(주),82850,Dec-13,191289312,6765980,116
우리바이오(주),82850,Dec-14,235032140,35238143,175
우리바이오(주),82850,Dec-15,240806167,35250654,136
우리바이오(주),82850,Dec-16,231424130,36330536,158
우리바이오(주),82850,Dec-17,195962539,237222,233
우리바이오(주),82850,Dec-18,182649301,922974,29
우리바이오(주),82850,Dec-19,188560960,6115822,55
우리산업(주),215360,Dec-15,57566661,57566661,357
우리산업(주),215360,Dec-16,59677959,59677959,333
우리산업(주),215360,Dec-17,73638687,70672365,352
우리산업(주),215360,Dec-18,83519823,79538509,348
우리산업(주),215360,Dec-19,86619691,82416795,361
우리산업홀딩스(주),72470,Dec-11,17431907,32588968,294
우리산업홀딩스(주),72470,Dec-12,15986257,34440978,298
우리산업홀딩스(주),72470,Dec-13,18272683,38607815,351
우리산업홀딩스(주),72470,Dec-14,24721759,48341819,354
우리산업홀딩스(주),72470,Dec-15,29275647,0,4
우리산업홀딩스(주),72470,Dec-16,27556625,0,14
우리산업홀딩스(주),72470,Dec-17,38087659,0,15
우리산업홀딩스(주),72470,Dec-18,43485525,0,14
우리산업홀딩스(주),72470,Dec-19,40662826,0,16
우리손에프앤지농업회사법인(주),73560,Dec-16,33989325,17046272,121
우리손에프앤지농업회사법인(주),73560,Dec-17,38108382,17406064,121
우리손에프앤지농업회사법인(주),73560,Dec-18,54874015,18622339,128
우리손에프앤지농업회사법인(주),73560,Dec-19,57514337,19984737,130
우리엔터프라이즈(주),37400,Dec-11,457655,457655,106
우리엔터프라이즈(주),37400,Dec-12,466755,466755,51
우리엔터프라이즈(주),37400,Dec-13,191653788,364477,75
우리엔터프라이즈(주),37400,Dec-14,235425092,392952,67
우리엔터프라이즈(주),37400,Dec-15,241199119,392952,89
우리엔터프라이즈(주),37400,Dec-16,231817082,392952,74
우리엔터프라이즈(주),37400,Dec-17,196376492,413952,52
우리엔터프라이즈(주),37400,Dec-18,183068786,419485,65
우리엔터프라이즈(주),37400,Dec-19,188980445,419485,60
우리이앤엘(주),153490,Dec-13,55812902,17667902,300
우리이앤엘(주),153490,Dec-14,48230321,7484807,152
우리이앤엘(주),153490,Dec-15,49163808,7494427,144
우리이앤엘(주),153490,Dec-16,47900571,6728331,151
우리이앤엘(주),153490,Dec-17,45243495,6670181,131
우리이앤엘(주),153490,Dec-18,41589794,3487731,86
우리이앤엘(주),153490,Dec-19,41218323,3311632,84
우림피티에스(주),101170,Dec-11,29561245,29561245,105
우림피티에스(주),101170,Dec-12,38742346,38742346,113
우림피티에스(주),101170,Dec-13,40560708,40560708,125
우림피티에스(주),101170,Dec-14,,42517973,138
우림피티에스(주),101170,Dec-15,,45916954,127
우림피티에스(주),101170,Dec-16,,47269326,135
우림피티에스(주),101170,Dec-17,,49020109,167
우림피티에스(주),101170,Dec-18,,52523097,191
우림피티에스(주),101170,Dec-19,,55553632,174
우수AMS(주),66590,Dec-11,32684006,25202457,240
우수AMS(주),66590,Dec-12,36192447,26867314,241
우수AMS(주),66590,Dec-13,36558323,27892884,235
우수AMS(주),66590,Dec-14,40660568,30381680,239
우수AMS(주),66590,Dec-15,42411237,31546513,237
우수AMS(주),66590,Dec-16,56649858,44707808,264
우수AMS(주),66590,Dec-17,56817423,44405033,272
우수AMS(주),66590,Dec-18,63339471,49759114,280
우수AMS(주),66590,Dec-19,75668062,56841902,278
우원개발(주),46940,Dec-11,440547,440547,242
우원개발(주),46940,Dec-12,440547,440547,275
우원개발(주),46940,Dec-13,476547,476547,239
우원개발(주),46940,Dec-14,594647,594647,242
우원개발(주),46940,Dec-15,711450,711450,237
우원개발(주),46940,Dec-16,853377,853377,204
우원개발(주),46940,Dec-17,412830,412830,178
우원개발(주),46940,Dec-18,558391,558391,172
우원개발(주),46940,Dec-19,558391,558391,175
우진비앤지(주),18620,Dec-11,,5726207,71
우진비앤지(주),18620,Dec-12,,5791507,80
우진비앤지(주),18620,Dec-13,,7177381,86
우진비앤지(주),18620,Dec-14,,7253281,96
우진비앤지(주),18620,Dec-15,,7499548,105
우진비앤지(주),18620,Dec-16,,7569268,106
우진비앤지(주),18620,Dec-17,,15617269,123
우진비앤지(주),18620,Dec-18,15892104,7600453,96
우진비앤지(주),18620,Dec-19,10234771,7631353,95
원텍(주),336570,Dec-19,,,1
원풍물산(주),8290,Dec-11,,1943153,40
원풍물산(주),8290,Dec-12,,2176051,39
원풍물산(주),8290,Dec-13,2037063,2037063,43
원풍물산(주),8290,Dec-14,2081363,2081363,44
원풍물산(주),8290,Dec-15,,2081363,49
원풍물산(주),8290,Dec-16,,2331863,42
원풍물산(주),8290,Dec-17,,2257963,47
원풍물산(주),8290,Dec-18,,2257963,50
원풍물산(주),8290,Dec-19,,2257963,52
웰바이오텍(주),10600,Dec-11,8251621,0,40
웰바이오텍(주),10600,Dec-12,6163730,0,34
웰바이오텍(주),10600,Dec-13,4492321,0,34
웰바이오텍(주),10600,Dec-14,4084185,0,37
웰바이오텍(주),10600,Dec-15,21952907,0,39
웰바이오텍(주),10600,Dec-16,20890746,0,33
웰바이오텍(주),10600,Dec-17,19982448,0,34
웰바이오텍(주),10600,Dec-18,18730352,0,41
웰바이오텍(주),10600,Dec-19,18351033,192250,37
웹케시(주),53580,Dec-19,,140974,210
위즈코프(주),38620,Dec-11,2840300,2840300,39
위즈코프(주),38620,Dec-12,2840301,2840301,25
위즈코프(주),38620,Dec-13,2847411,2847411,27
위즈코프(주),38620,Dec-14,2332592,2332592,24
위즈코프(주),38620,Dec-15,2339720,2339720,54
위즈코프(주),38620,Dec-16,8825608,2339720,55
위즈코프(주),38620,Dec-17,8916850,2334305,48
위즈코프(주),38620,Dec-18,9636239,2334305,85
위즈코프(주),38620,Dec-19,2334306,2334306,83
윈텍(주),320000,Dec-19,,,1
윙입푸드홀딩스,900340,Dec-18,6148287,,344
윙입푸드홀딩스,900340,Dec-19,10790870,,399
유네코(주),64510,Dec-18,16010195,15076214,118
유네코(주),64510,Dec-19,16010195,15076214,84
유니셈(주),36200,Dec-11,13769811,13680532,351
유니셈(주),36200,Dec-12,15726962,15642771,279
유니셈(주),36200,Dec-13,15951503,15867621,296
유니셈(주),36200,Dec-14,18958513,18866501,354
유니셈(주),36200,Dec-15,4740009,4647232,366
유니셈(주),36200,Dec-16,4781328,4705058,437
유니셈(주),36200,Dec-17,5055237,4978967,539
유니셈(주),36200,Dec-18,5307563,5236638,662
유니셈(주),36200,Dec-19,5308914,5236638,725
유니슨(주),18000,Dec-11,17588144,17322501,221
유니슨(주),18000,Dec-12,18686052,18421696,239
유니슨(주),18000,Dec-13,25871076,25606453,223
유니슨(주),18000,Dec-14,26979298,26714346,194
유니슨(주),18000,Dec-15,26216569,25951414,199
유니슨(주),18000,Dec-16,26994501,26750956,206
유니슨(주),18000,Dec-17,28907178,27203956,189
유니슨(주),18000,Dec-18,43350650,41647428,200
유니슨(주),18000,Dec-19,43639910,41936688,205
유니온머티리얼(주),47400,Dec-11,50499117,50499117,263
유니온머티리얼(주),47400,Dec-12,58651677,56283716,270
유니온머티리얼(주),47400,Dec-13,61987597,59584213,268
유니온머티리얼(주),47400,Dec-14,73665713,71237088,299
유니온머티리얼(주),47400,Dec-15,75855481,73401264,289
유니온머티리얼(주),47400,Dec-16,77480144,75077415,276
유니온머티리얼(주),47400,Dec-17,80634314,78270796,275
유니온머티리얼(주),47400,Dec-18,87833924,86485303,296
유니온머티리얼(주),47400,Dec-19,92529826,91165968,305
유니퀘스트(주),77500,Dec-11,1155758,1155757,107
유니퀘스트(주),77500,Dec-12,1129713,1129712,102
유니퀘스트(주),77500,Dec-13,1129713,1129712,62
유니퀘스트(주),77500,Dec-14,1129713,1129712,169
유니퀘스트(주),77500,Dec-15,1129713,1129712,162
유니퀘스트(주),77500,Dec-16,1499613,1129712,148
유니퀘스트(주),77500,Dec-17,1522970,1129713,157
유니퀘스트(주),77500,Dec-18,1638162,1129713,161
유니퀘스트(주),77500,Dec-19,1540402,1129713,172
유비벨록스(주),89850,Dec-11,957071,957071,385
유비벨록스(주),89850,Dec-12,4806745,4806745,375
유비벨록스(주),89850,Dec-13,6525885,6525885,325
유비벨록스(주),89850,Dec-14,8116693,8116693,251
유비벨록스(주),89850,Dec-15,8418069,8418068,247
유비벨록스(주),89850,Dec-16,10996910,10996911,250
유비벨록스(주),89850,Dec-17,12098492,12098492,261
유비벨록스(주),89850,Dec-18,13926858,12177985,284
유비벨록스(주),89850,Dec-19,18768384,12952646,277
유성기업(주),2920,Dec-11,206660462,133136720,710
유성기업(주),2920,Dec-12,213990797,138246221,706
유성기업(주),2920,Dec-13,224073243,141215974,716
유성기업(주),2920,Dec-14,227270969,144168201,718
유성기업(주),2920,Dec-15,245774659,151434625,702
유성기업(주),2920,Dec-16,251100284,155574599,665
유성기업(주),2920,Dec-17,255006625,159340831,641
유성기업(주),2920,Dec-18,249949046,153764653,634
유성기업(주),2920,Dec-19,245959848,18189000,635
유아이엘(주),49520,Dec-11,26905023,10412251,342
유아이엘(주),49520,Dec-12,31197586,13193696,324
유아이엘(주),49520,Dec-13,44364905,16324817,428
유아이엘(주),49520,Dec-14,50921684,22184598,451
유아이엘(주),49520,Dec-15,54499559,19184246,483
유아이엘(주),49520,Dec-16,61904978,17405170,435
유아이엘(주),49520,Dec-17,63118634,20908333,412
유아이엘(주),49520,Dec-18,62109090,18180566,341
유아이엘(주),49520,Dec-19,71329150,18121495,323
유엔젤(주),72130,Dec-11,16797103,14942408,212
유엔젤(주),72130,Dec-12,17217722,15408796,232
유엔젤(주),72130,Dec-13,17247783,15462737,254
유엔젤(주),72130,Dec-14,11623159,9746454,216
유엔젤(주),72130,Dec-15,11250732,9783954,202
유엔젤(주),72130,Dec-16,11643943,9898374,201
유엔젤(주),72130,Dec-17,8190005,7154540,204
유엔젤(주),72130,Dec-18,8204198,7290715,206
유엔젤(주),72130,Dec-19,8350278,7436665,197
유진기업(주),23410,Dec-11,141961572,133211228,808
유진기업(주),23410,Dec-12,48709358,37749304,628
유진기업(주),23410,Dec-13,51669121,40818577,583
유진기업(주),23410,Dec-14,55774429,43151151,591
유진기업(주),23410,Dec-15,56759355,44410816,610
유진기업(주),23410,Dec-16,57769738,44471978,676
유진기업(주),23410,Dec-17,59240057,44931404,819
유진기업(주),23410,Dec-18,66003747,49112018,680
유진기업(주),23410,Dec-19,67435661,49690432,667
율촌화학(주),8730,Dec-11,,144791836,889
율촌화학(주),8730,Dec-12,,149653793,891
율촌화학(주),8730,Dec-13,,204964080,931
율촌화학(주),8730,Dec-14,,226075724,924
율촌화학(주),8730,Dec-15,,235050972,890
율촌화학(주),8730,Dec-16,,238210626,854
율촌화학(주),8730,Dec-17,,248379936,854
율촌화학(주),8730,Dec-18,281208501,272630485,858
율촌화학(주),8730,Dec-19,283459904,274585227,848
이건산업(주),8250,Dec-11,79536941,18563092,286
이건산업(주),8250,Dec-12,85164779,19022737,273
이건산업(주),8250,Dec-13,88049479,19034387,269
이건산업(주),8250,Dec-14,108674522,20127844,283
이건산업(주),8250,Dec-15,132842269,21273634,281
이건산업(주),8250,Dec-16,143889483,22231828,286
이건산업(주),8250,Dec-17,143952152,22981090,273
이건산업(주),8250,Dec-18,140590663,23049690,258
이건산업(주),8250,Dec-19,146354988,16608740,207
이구산업(주),25820,Dec-11,,68762888,154
이구산업(주),25820,Dec-12,,65815076,148
이구산업(주),25820,Dec-13,,63744731,162
이구산업(주),25820,Dec-14,,60968903,175
이구산업(주),25820,Dec-15,,59925228,177
이구산업(주),25820,Dec-16,,100603448,156
이구산업(주),25820,Dec-17,,106109547,156
이구산업(주),25820,Dec-18,,105131903,176
이구산업(주),25820,Dec-19,,107587889,157
이노시스(주),56090,Dec-15,,5281844,107
이노시스(주),56090,Dec-16,5587075,5587075,109
이노시스(주),56090,Dec-17,6970657,5745145,128
이노시스(주),56090,Dec-18,7301411,6075899,130
이노시스(주),56090,Dec-19,7171410,5945898,130
이니텍(주),53350,Dec-11,70574145,0,185
이니텍(주),53350,Dec-12,88846894,0,235
이니텍(주),53350,Dec-13,101907128,0,260
이니텍(주),53350,Dec-14,118129098,0,265
이니텍(주),53350,Dec-15,133706380,0,276
이니텍(주),53350,Dec-16,148492168,0,291
이니텍(주),53350,Dec-17,147628478,0,273
이니텍(주),53350,Dec-18,147038464,0,259
이니텍(주),53350,Dec-19,144815476,0,249
이스트아시아홀딩스인베스트먼트리미티드,900110,Dec-11,3118817,,
이스트아시아홀딩스인베스트먼트리미티드,900110,Dec-12,2937166,,
이스트아시아홀딩스인베스트먼트리미티드,900110,Dec-13,2974932,,
이스트아시아홀딩스인베스트먼트리미티드,900110,Dec-14,3033266,,
이스트아시아홀딩스인베스트먼트리미티드,900110,Dec-15,3090088,,
이스트아시아홀딩스인베스트먼트리미티드,900110,Dec-16,3035664,,
이스트아시아홀딩스인베스트먼트리미티드,900110,Dec-17,3107199,,
이스트아시아홀딩스인베스트먼트리미티드,900110,Dec-18,3095435,,
이스트아시아홀딩스인베스트먼트리미티드,900110,Dec-19,3180120,,
이엠코리아(주),95190,Dec-11,22480936,14783945,212
이엠코리아(주),95190,Dec-12,28776775,28722745,253
이엠코리아(주),95190,Dec-13,30055607,29994972,292
이엠코리아(주),95190,Dec-14,31371503,31309068,306
이엠코리아(주),95190,Dec-15,34427109,34358325,307
이엠코리아(주),95190,Dec-16,37117557,35641303,253
이엠코리아(주),95190,Dec-17,40927728,39434915,239
이엠코리아(주),95190,Dec-18,43390470,41523697,256
이엠코리아(주),95190,Dec-19,42977301,41543135,262
이연제약(주),102460,Dec-11,,21794644,318
이연제약(주),102460,Dec-12,,23798644,312
이연제약(주),102460,Dec-13,,24014644,306
이연제약(주),102460,Dec-14,,24318844,314
이연제약(주),102460,Dec-15,,24862406,350
이연제약(주),102460,Dec-16,,25016456,340
이연제약(주),102460,Dec-17,25057605,25057605,373
이연제약(주),102460,Dec-18,25390206,25390206,417
이연제약(주),102460,Dec-19,25847766,25847766,476
이원다이애그노믹스(주),245620,Dec-18,3329792,3364442,80
이원다이애그노믹스(주),245620,Dec-19,7501079,3376842,89
이원컴포텍(주),88290,Dec-11,4827536,4827536,84
이원컴포텍(주),88290,Dec-12,,4941836,94
이원컴포텍(주),88290,Dec-13,7228253,5214330,119
이원컴포텍(주),88290,Dec-14,8471425,5470930,147
이원컴포텍(주),88290,Dec-15,8892449,6273861,148
이원컴포텍(주),88290,Dec-16,8722696,6310860,98
이원컴포텍(주),88290,Dec-17,8507030,6571781,89
이원컴포텍(주),88290,Dec-18,6603053,4789787,50
이원컴포텍(주),88290,Dec-19,7093018,5296309,56
이트론(주),96040,Dec-11,0,0,65
이트론(주),96040,Dec-12,0,0,41
이트론(주),96040,Dec-13,2531188,0,44
이트론(주),96040,Dec-14,,0,49
이트론(주),96040,Dec-15,,350000,48
이트론(주),96040,Dec-16,,275500,53
이트론(주),96040,Dec-17,,0,24
이트론(주),96040,Dec-18,,0,43
이트론(주),96040,Dec-19,16300,16300,56
이화공영(주),1840,Dec-11,,0,108
이화공영(주),1840,Dec-12,,0,129
이화공영(주),1840,Dec-13,,0,144
이화공영(주),1840,Dec-14,,0,150
이화공영(주),1840,Dec-15,,0,133
이화공영(주),1840,Dec-16,,0,152
이화공영(주),1840,Dec-17,,0,179
이화공영(주),1840,Dec-18,,0,172
이화공영(주),1840,Dec-19,,0,159
이화산업(주),760,Mar-11,542020,542020,72
이화산업(주),760,Mar-12,542019,542020,72
이화산업(주),760,Mar-13,542019,542020,72
이화산업(주),760,Mar-14,542020,542020,71
이화산업(주),760,Mar-15,558120,558119,66
이화산업(주),760,Mar-16,602660,602659,53
이화산업(주),760,Dec-17,602660,602660,54
이화산업(주),760,Dec-18,602660,602660,54
이화산업(주),760,Dec-19,602660,602660,44
이화전기공업(주),24810,Dec-11,16821420,5295243,170
이화전기공업(주),24810,Dec-12,13137319,5398821,275
이화전기공업(주),24810,Dec-13,6188137,5435737,235
이화전기공업(주),24810,Dec-14,6757783,5523737,239
이화전기공업(주),24810,Dec-15,,5523737,164
이화전기공업(주),24810,Dec-16,,4798426,168
이화전기공업(주),24810,Dec-17,,4806977,180
이화전기공업(주),24810,Dec-18,,4806977,165
이화전기공업(주),24810,Dec-19,,4818477,162
인베니아(주),79950,Dec-11,,5075525,261
인베니아(주),79950,Dec-12,5358225,5358225,213
인베니아(주),79950,Dec-13,5582525,5582525,230
인베니아(주),79950,Dec-14,5965858,5965858,201
인베니아(주),79950,Dec-15,6097969,6097969,191
인베니아(주),79950,Dec-16,6120448,6120448,263
인베니아(주),79950,Dec-17,5581965,5581965,347
인베니아(주),79950,Dec-18,9349278,9349279,329
인베니아(주),79950,Dec-19,9545629,9545629,288
인선이엔티(주),60150,Dec-11,38526812,15229478,384
인선이엔티(주),60150,Dec-12,40147642,30557033,296
인선이엔티(주),60150,Dec-13,27819680,23565618,268
인선이엔티(주),60150,Dec-14,45808425,39210411,343
인선이엔티(주),60150,Dec-15,47201805,27133411,340
인선이엔티(주),60150,Dec-16,50346856,30365907,348
인선이엔티(주),60150,Dec-17,50271948,29970001,339
인선이엔티(주),60150,Dec-18,49632388,29036832,319
인선이엔티(주),60150,Dec-19,52331620,19654774,330
인지컨트롤스(주),23800,Dec-11,242080645,66851966,428
인지컨트롤스(주),23800,Dec-12,126779747,73795216,443
인지컨트롤스(주),23800,Dec-13,145917055,87994190,590
인지컨트롤스(주),23800,Dec-14,166840732,96540212,640
인지컨트롤스(주),23800,Dec-15,183100559,106048351,591
인지컨트롤스(주),23800,Dec-16,184954787,107079910,569
인지컨트롤스(주),23800,Dec-17,195093031,113369286,566
인지컨트롤스(주),23800,Dec-18,205475163,120134270,579
인지컨트롤스(주),23800,Dec-19,218741055,119929436,571
인천도시가스(주),34590,Dec-11,,180685,186
인천도시가스(주),34590,Dec-12,,180685,190
인천도시가스(주),34590,Dec-13,,180685,189
인천도시가스(주),34590,Dec-14,,180685,195
인천도시가스(주),34590,Dec-15,,180685,199
인천도시가스(주),34590,Dec-16,,180685,194
인천도시가스(주),34590,Dec-17,,194135,195
인천도시가스(주),34590,Dec-18,125723,125723,195
인천도시가스(주),34590,Dec-19,125723,125723,198
인크로스(주),216050,Dec-16,0,0,156
인크로스(주),216050,Dec-17,0,0,157
인크로스(주),216050,Dec-18,0,0,168
인크로스(주),216050,Dec-19,0,0,175
인탑스(주),49070,Dec-11,90208986,32836997,718
인탑스(주),49070,Dec-12,111886297,33950305,881
인탑스(주),49070,Dec-13,134567745,47102916,998
인탑스(주),49070,Dec-14,136297030,48235394,915
인탑스(주),49070,Dec-15,141536192,46814359,763
인탑스(주),49070,Dec-16,191687970,51627294,601
인탑스(주),49070,Dec-17,185728182,53059713,591
인탑스(주),49070,Dec-18,190998304,52690225,718
인탑스(주),49070,Dec-19,198536093,49973969,804
인터지스(주),129260,Dec-11,0,0,561
인터지스(주),129260,Dec-12,0,0,592
인터지스(주),129260,Dec-13,0,0,554
인터지스(주),129260,Dec-14,0,0,572
인터지스(주),129260,Dec-15,0,0,577
인터지스(주),129260,Dec-16,0,0,551
인터지스(주),129260,Dec-17,0,0,546
인터지스(주),129260,Dec-18,0,0,441
인터지스(주),129260,Dec-19,0,0,495
인포뱅크(주),39290,Dec-11,,131529,247
인포뱅크(주),39290,Dec-12,,131529,252
인포뱅크(주),39290,Dec-13,2145367,131529,225
인포뱅크(주),39290,Dec-14,2195283,131529,214
인포뱅크(주),39290,Dec-15,2164857,131529,188
인포뱅크(주),39290,Dec-16,2208701,131529,128
인포뱅크(주),39290,Dec-17,2223101,131529,124
인포뱅크(주),39290,Dec-18,2241681,131529,153
인포뱅크(주),39290,Dec-19,2257590,131529,157
인화정공(주),101930,Dec-11,41610859,35438695,77
인화정공(주),101930,Dec-12,39384956,32752084,76
인화정공(주),101930,Dec-13,49437377,38931001,80
인화정공(주),101930,Dec-14,46797761,35794230,75
인화정공(주),101930,Dec-15,41987737,32117904,78
인화정공(주),101930,Dec-16,38325644,28847215,77
인화정공(주),101930,Dec-17,35123130,25303627,75
인화정공(주),101930,Dec-18,31482560,21671393,75
인화정공(주),101930,Dec-19,26732268,18218476,77
일동제약(주),249420,Dec-16,112058429,112058429,1408
일동제약(주),249420,Dec-17,120283620,120283620,1394
일동제약(주),249420,Dec-18,127203267,127203267,1401
일동제약(주),249420,Dec-19,129877569,129877569,1414
일동홀딩스(주),230,Dec-11,69587489,69587489,1342
일동홀딩스(주),230,Dec-12,74330763,74330763,1341
일동홀딩스(주),230,Dec-13,88226268,88226268,1409
일동홀딩스(주),230,Dec-14,102507291,102507291,1441
일동홀딩스(주),230,Dec-15,107582757,107829276,1449
일동홀딩스(주),230,Dec-16,13224102,0,72
일동홀딩스(주),230,Dec-17,14236403,0,73
일동홀딩스(주),230,Dec-18,14596500,0,75
일동홀딩스(주),230,Dec-19,147290656,0,82
일성건설(주),13360,Dec-11,440467,440467,226
일성건설(주),13360,Dec-12,440467,440467,256
일성건설(주),13360,Dec-13,47580,0,252
일성건설(주),13360,Dec-14,60108,11252,258
일성건설(주),13360,Dec-15,58342,9461,274
일성건설(주),13360,Dec-16,51569,9822,340
일성건설(주),13360,Dec-17,46607,8908,386
일성건설(주),13360,Dec-18,1621215,1584905,409
일성건설(주),13360,Dec-19,44492,8439,399
일성신약(주),3120,Dec-11,,11895384,264
일성신약(주),3120,Dec-12,,12222766,247
일성신약(주),3120,Dec-13,,12734238,253
일성신약(주),3120,Dec-14,,13081116,243
일성신약(주),3120,Dec-15,,12978432,247
일성신약(주),3120,Dec-16,,14258419,261
일성신약(주),3120,Dec-17,,14667073,256
일성신약(주),3120,Dec-18,,14955172,248
일성신약(주),3120,Dec-19,,15817345,239
일신방직(주),3200,Dec-11,109161584,109161584,1096
일신방직(주),3200,Dec-12,111834995,111754065,1106
일신방직(주),3200,Dec-13,116655068,116364310,1119
일신방직(주),3200,Dec-14,120413706,120102948,1097
일신방직(주),3200,Dec-15,162006993,123537630,1113
일신방직(주),3200,Dec-16,165878286,124263402,1110
일신방직(주),3200,Dec-17,165300688,127236526,1020
일신방직(주),3200,Dec-18,165256504,115682553,859
일신방직(주),3200,Dec-19,164753809,114854717,716
일양약품(주),7570,Mar-11,,19984037,653
일양약품(주),7570,Mar-12,,19796708,607
일양약품(주),7570,Mar-13,,19976408,574
일양약품(주),7570,Mar-14,,20139147,591
일양약품(주),7570,Mar-15,28889571,45431663,632
일양약품(주),7570,Dec-16,26603840,47351498,615
일양약품(주),7570,Dec-17,24079142,48425986,622
일양약품(주),7570,Dec-18,20448493,48543186,624
일양약품(주),7570,Dec-19,17060155,47092895,631
일정실업(주),8500,Dec-11,27096004,15579539,154
일정실업(주),8500,Dec-12,27096004,17176596,148
일정실업(주),8500,Dec-13,28271170,17221482,142
일정실업(주),8500,Dec-14,28298762,17214234,147
일정실업(주),8500,Dec-15,30356296,19196469,153
일정실업(주),8500,Dec-16,28075433,19511527,144
일정실업(주),8500,Dec-17,27607411,19463229,138
일정실업(주),8500,Dec-18,23834565,19611026,143
일정실업(주),8500,Dec-19,25004397,19957365,124
일진다이아몬드(주),81000,Dec-11,87010886,87003579,391
일진다이아몬드(주),81000,Dec-12,95477029,92344830,395
일진다이아몬드(주),81000,Dec-13,97449360,93819861,402
일진다이아몬드(주),81000,Dec-14,95899471,92952111,432
일진다이아몬드(주),81000,Dec-15,98557420,95316732,420
일진다이아몬드(주),81000,Dec-16,101697586,98137983,434
일진다이아몬드(주),81000,Dec-17,106475632,101349181,434
일진다이아몬드(주),81000,Dec-18,89212374,83914304,400
일진다이아몬드(주),81000,Dec-19,94817197,85535636,388
일진디스플레이(주),20760,Dec-11,,31156740,589
일진디스플레이(주),20760,Dec-12,,30550666,1634
일진디스플레이(주),20760,Dec-13,,89020273,1688
일진디스플레이(주),20760,Dec-14,,92186545,1080
일진디스플레이(주),20760,Dec-15,,54970407,786
일진디스플레이(주),20760,Dec-16,,122644387,450
일진디스플레이(주),20760,Dec-17,,125561905,488
일진디스플레이(주),20760,Dec-18,,126489079,494
일진디스플레이(주),20760,Dec-19,128736463,128630612,399
일진머티리얼즈(주),20150,Dec-11,285465912,285465912,692
일진머티리얼즈(주),20150,Dec-12,188346754,147356314,604
일진머티리얼즈(주),20150,Dec-13,208109844,135418210,510
일진머티리얼즈(주),20150,Dec-14,236510376,143388211,453
일진머티리얼즈(주),20150,Dec-15,246459768,152797629,437
일진머티리얼즈(주),20150,Dec-16,171020246,167094627,452
일진머티리얼즈(주),20150,Dec-17,181588451,176843082,481
일진머티리얼즈(주),20150,Dec-18,196114721,191408389,538
일진머티리얼즈(주),20150,Dec-19,288714524,201157597,513
일진전기(주),103590,Dec-11,39082412,39082412,1015
일진전기(주),103590,Dec-12,47264997,47264997,1114
일진전기(주),103590,Dec-13,69528522,69528522,1065
일진전기(주),103590,Dec-14,64817637,64817637,1000
일진전기(주),103590,Dec-15,165420383,165420383,958
일진전기(주),103590,Dec-16,170747402,170747402,908
일진전기(주),103590,Dec-17,177905149,177905149,833
일진전기(주),103590,Dec-18,185205269,185205269,844
일진전기(주),103590,Dec-19,192967355,192967355,823
일진홀딩스(주),15860,Dec-11,206801000,0,18
일진홀딩스(주),15860,Dec-12,229613000,0,14
일진홀딩스(주),15860,Dec-13,262038000,0,10
일진홀딩스(주),15860,Dec-14,259875000,0,11
일진홀딩스(주),15860,Dec-15,264264000,0,12
일진홀딩스(주),15860,Dec-16,272732000,0,14
일진홀딩스(주),15860,Dec-17,284249000,0,8
일진홀딩스(주),15860,Dec-18,274321000,0,9
일진홀딩스(주),15860,Dec-19,287254000,0,18
잉글우드랩(주),950140,Dec-16,4634034,0,168
잉글우드랩(주),950140,Dec-17,13010332,7429051,
잉글우드랩(주),950140,Dec-18,9154729,8803584,153
잉글우드랩(주),950140,Dec-19,13948274,10374226,158
자이글(주),234920,Dec-16,,17206,64
자이글(주),234920,Dec-17,17206,17206,86
자이글(주),234920,Dec-18,17206,17206,69
자이글(주),234920,Dec-19,,17206,59
자이에스앤디(주),317400,Dec-19,,0,2704
자화전자(주),33240,Dec-11,55166320,29874847,283
자화전자(주),33240,Dec-12,55266571,28062647,276
자화전자(주),33240,Dec-13,70472468,30995350,382
자화전자(주),33240,Dec-14,85070757,35626451,372
자화전자(주),33240,Dec-15,107014617,43858634,420
자화전자(주),33240,Dec-16,124559400,50933420,598
자화전자(주),33240,Dec-17,175064798,16860457,576
자화전자(주),33240,Dec-18,194113131,58273299,544
자화전자(주),33240,Dec-19,203445556,60387704,545
재영솔루텍(주),49630,Dec-11,45175071,22801690,322
재영솔루텍(주),49630,Dec-12,42518622,23850942,298
재영솔루텍(주),49630,Dec-13,45562424,25330572,294
재영솔루텍(주),49630,Dec-14,46968037,26679511,285
