회사명,거래소코드,회계년도,영업활동으로 인한 현금흐름(IFRS연결),매출액(IFRS연결),영업활동으로 인한 현금흐름(IFRS개별),매출액(IFRS개별)
(주)기가레인,49080,Dec-15,-1508026,61576391,-351517,61254807
(주)기가레인,49080,Dec-16,-1748284,75445071,-3279275,70397030
(주)기가레인,49080,Dec-17,-3057024,100131227,-3893464,89874499
(주)기가레인,49080,Dec-18,-9812084,124772205,-9320776,114668638
(주)기가레인,49080,Dec-19,8012780,72769411,8306714,63361399
(주)기산텔레콤,35460,Dec-11,-3853879,65679195,503727,36332290
(주)기산텔레콤,35460,Dec-12,12442975,74315907,7329218,49240507
(주)기산텔레콤,35460,Dec-13,-1989067,79463728,1903830,48367030
(주)기산텔레콤,35460,Dec-14,-933212,74512326,2836990,41612762
(주)기산텔레콤,35460,Dec-15,9032265,79710503,6283220,45712905
(주)기산텔레콤,35460,Dec-16,-2082377,59172319,-1680119,24679656
(주)기산텔레콤,35460,Dec-17,610439,63467585,2647045,29568090
(주)기산텔레콤,35460,Dec-18,-4595324,56445716,-2276209,24864346
(주)기산텔레콤,35460,Dec-19,8214391,67054955,5501406,30545683
(주)까뮤이앤씨,13700,Dec-11,,,-20322130,90048208
(주)까뮤이앤씨,13700,Dec-12,,,3105839,90976586
(주)까뮤이앤씨,13700,Dec-13,,,-10254054,83568532
(주)까뮤이앤씨,13700,Dec-14,,,12949303,123567918
(주)까뮤이앤씨,13700,Dec-15,,,7869800,132370311
(주)까뮤이앤씨,13700,Dec-16,,,-9738971,139708060
(주)까뮤이앤씨,13700,Dec-17,,,8151089,172176860
(주)까뮤이앤씨,13700,Dec-18,,,-6807595,116296828
(주)까뮤이앤씨,13700,Dec-19,,,7627840,283420655
(주)까스텔바작,308100,Dec-19,2054323,81358617,1951782,81068234
(주)나노,187790,Dec-14,,,,
(주)나노,187790,Dec-15,-16345449,29901810,-10073298,14881694
(주)나노,187790,Dec-16,3413,48175171,-237399,18480121
(주)나노,187790,Dec-17,-1534925,73089292,-460060,29944292
(주)나노,187790,Dec-18,3779560,81942719,5871665,34238747
(주)나노,187790,Dec-19,3673949,73694955,1909303,38421023
(주)나노브릭,286750,Dec-19,-1396590,7775408,-1388477,7775408
(주)나노신소재,121600,Dec-11,-2097173,33480756,-2077395,33480756
(주)나노신소재,121600,Dec-12,1069341,23644347,1148914,23644347
(주)나노신소재,121600,Dec-13,2155752,27009014,2106797,26827489
(주)나노신소재,121600,Dec-14,1147862,27926752,1080222,27926752
(주)나노신소재,121600,Dec-15,11682309,43140425,10954501,43140425
(주)나노신소재,121600,Dec-16,6589356,41111800,7393392,41111800
(주)나노신소재,121600,Dec-17,9556458,45568866,9525417,45568866
(주)나노신소재,121600,Dec-18,3946809,52249960,3478436,52249960
(주)나노신소재,121600,Dec-19,11904291,48892961,12314436,48892961
(주)나노엔텍,39860,Dec-11,-5296213,13153879,-5521860,13088091
(주)나노엔텍,39860,Dec-12,-3637073,13435035,-2942544,13561450
(주)나노엔텍,39860,Dec-13,2067659,19084457,3688946,19071599
(주)나노엔텍,39860,Dec-14,-1629368,19498657,-1135277,20255673
(주)나노엔텍,39860,Dec-15,-3537605,24839316,-3239260,18652444
(주)나노엔텍,39860,Dec-16,-3022398,22205895,-11163,19928840
(주)나노엔텍,39860,Dec-17,1706810,23809593,2638359,22133358
(주)나노엔텍,39860,Dec-18,1508481,25796821,2118808,24871160
(주)나노엔텍,39860,Dec-19,4082847,26255836,4092097,25099090
(주)나무가,190510,Dec-15,43344071,403847036,22667048,330071994
(주)나무가,190510,Dec-16,9721204,292613003,13776122,189575941
(주)나무가,190510,Dec-17,-43346810,257564977,-27355164,169353908
(주)나무가,190510,Dec-18,25954757,312824892,4364540,199656907
(주)나무가,190510,Dec-19,10378805,362063863,-25125682,275379664
(주)나스미디어,89600,Dec-13,,,-4849054,24754414
(주)나스미디어,89600,Dec-14,,,733321,29855317
(주)나스미디어,89600,Dec-15,,,17844850,45490455
(주)나스미디어,89600,Dec-16,17117471,69943009,11922078,61749724
(주)나스미디어,89600,Dec-17,14671424,120275391,13087893,84283178
(주)나스미디어,89600,Dec-18,21386625,106607030,19622107,71877991
(주)나스미디어,89600,Dec-19,32417352,117006838,27690940,78372579
(주)나이벡,138610,Dec-11,,,-826487,2702416
(주)나이벡,138610,Dec-12,,,-98195,3875799
(주)나이벡,138610,Dec-13,,,-1814637,2271977
(주)나이벡,138610,Dec-14,,,-903853,4786118
(주)나이벡,138610,Dec-15,,,-2133735,4173528
(주)나이벡,138610,Dec-16,,,-372211,4804232
(주)나이벡,138610,Dec-17,,,563218,6302575
(주)나이벡,138610,Dec-18,,,-2307211,5207877
(주)나이벡,138610,Dec-19,,,-867616,9287488
(주)나이스디앤비,130580,Dec-11,,,3484794,17447086
(주)나이스디앤비,130580,Dec-12,,,3084215,19285428
(주)나이스디앤비,130580,Dec-13,,,4548075,19592150
(주)나이스디앤비,130580,Dec-14,,,4345257,21139275
(주)나이스디앤비,130580,Dec-15,5256603,25675101,5526187,23685546
(주)나이스디앤비,130580,Dec-16,6575052,33964917,3957415,24018056
(주)나이스디앤비,130580,Dec-17,7893693,42282947,6488038,32327045
(주)나이스디앤비,130580,Dec-18,11409223,52040929,9615351,42167015
(주)나이스디앤비,130580,Dec-19,13436099,77330430,9517946,50280560
(주)나이스홀딩스,34310,Dec-11,36347987,194810015,4364308,27906675
(주)나이스홀딩스,34310,Dec-12,37149984,211902144,16095924,32479387
(주)나이스홀딩스,34310,Dec-13,94245708,754166289,6370321,24585959
(주)나이스홀딩스,34310,Dec-14,145729459,936827214,9552606,24855128
(주)나이스홀딩스,34310,Dec-15,86625536,1090840202,7860176,30358130
(주)나이스홀딩스,34310,Dec-16,139624114,1346411434,16928578,33693212
(주)나이스홀딩스,34310,Dec-17,128929274,1450068987,15886450,37458486
(주)나이스홀딩스,34310,Dec-18,248439460,1611892148,24167521,40325277
(주)나이스홀딩스,34310,Dec-19,261018832,1877743691,26795951,44669568
(주)나인테크,267320,Dec-17,,,,
(주)나인테크,267320,Dec-18,,,,
(주)나인테크,267320,Dec-19,,,,
(주)남선알미늄,8350,Dec-11,-2094649,302410988,-2094516,302410988
(주)남선알미늄,8350,Dec-12,,,-3855861,308547177
(주)남선알미늄,8350,Dec-13,,,15754793,353378515
(주)남선알미늄,8350,Dec-14,,,13619840,341293036
(주)남선알미늄,8350,Dec-15,,,-14335410,350317585
(주)남선알미늄,8350,Dec-16,,,41308166,400734305
(주)남선알미늄,8350,Dec-17,,,30268216,400667879
(주)남선알미늄,8350,Dec-18,24209488,347834921,24353843,347834921
(주)남선알미늄,8350,Dec-19,27655489,324782177,27827235,324782177
(주)남성,4270,Dec-11,3187221,66156225,197740,55212184
(주)남성,4270,Dec-12,-5724650,68020409,-4199539,55616541
(주)남성,4270,Dec-13,16382719,73072002,14320713,56628063
(주)남성,4270,Dec-14,-6987144,69059783,-7544776,59274363
(주)남성,4270,Dec-15,-8126763,75864783,-7703096,62237269
(주)남성,4270,Dec-16,6856473,83724292,3352114,70870441
(주)남성,4270,Dec-17,6739380,91991880,16435033,78335735
(주)남성,4270,Dec-18,979658,83251810,-465011,63605003
(주)남성,4270,Dec-19,-7902325,72953026,-4419452,57819890
(주)내츄럴엔도텍,168330,Dec-13,,,25399130,84281121
(주)내츄럴엔도텍,168330,Dec-14,,,10421340,124067457
(주)내츄럴엔도텍,168330,Dec-15,-7349974,44506401,-7009228,44506401
(주)내츄럴엔도텍,168330,Dec-16,-18281888,6556020,-18242260,6556020
(주)내츄럴엔도텍,168330,Dec-17,-7515273,9238808,-7436599,9238808
(주)내츄럴엔도텍,168330,Dec-18,-8151755,8928362,-5418819,8892649
(주)내츄럴엔도텍,168330,Dec-19,-5927644,6580460,-4205698,6615116
(주)네오리진,94860,Dec-11,22157,42947694,1435561,23311768
(주)네오리진,94860,Dec-12,,,3744050,24667502
(주)네오리진,94860,Dec-13,,,2743867,41569623
(주)네오리진,94860,Dec-14,,,-459317,34582751
(주)네오리진,94860,Dec-15,,,-2158231,12413198
(주)네오리진,94860,Dec-16,,,1480802,10654596
(주)네오리진,94860,Dec-17,-146395,9263380,170199,9032026
(주)네오리진,94860,Dec-18,,,-47289,9064462
(주)네오리진,94860,Dec-19,,,1710274,11270250
(주)네오셈,253590,Dec-18,,,,
(주)네오셈,253590,Dec-19,-4882276,27225588,-4325170,25334754
(주)네오오토,212560,Dec-15,,,23075070,115393747
(주)네오오토,212560,Dec-16,,,19523716,140544448
(주)네오오토,212560,Dec-17,,,15020726,128249343
(주)네오오토,212560,Dec-18,,,21477384,115243742
(주)네오오토,212560,Dec-19,,,14000633,118441501
(주)네오위즈,95660,Dec-11,-1709889,667748340,23934493,592103340
(주)네오위즈,95660,Dec-12,95312374,674589550,102308423,588447125
(주)네오위즈,95660,Dec-13,95352925,442897817,95124785,371656266
(주)네오위즈,95660,Dec-14,34355291,201029653,37598948,139550248
(주)네오위즈,95660,Dec-15,15583797,190070606,24686923,125990929
(주)네오위즈,95660,Dec-16,30442632,191038418,31176925,117653566
(주)네오위즈,95660,Dec-17,9081552,174045348,12186865,106849588
(주)네오위즈,95660,Dec-18,38619565,215490230,26107078,155574255
(주)네오위즈,95660,Dec-19,36998118,254498033,21406568,202617148
(주)네오위즈홀딩스,42420,Dec-11,572538,727227250,-395195,13097599
(주)네오위즈홀딩스,42420,Dec-12,105045245,742971136,16340404,19093083
(주)네오위즈홀딩스,42420,Dec-13,103534915,512084970,2724813,3582577
(주)네오위즈홀딩스,42420,Dec-14,51635113,262205577,3723677,1582089
(주)네오위즈홀딩스,42420,Dec-15,16375216,199471968,2264000,634975
(주)네오위즈홀딩스,42420,Dec-16,14797578,201698095,-14505639,543311
(주)네오위즈홀딩스,42420,Dec-17,10655406,184864190,1661337,551698
(주)네오위즈홀딩스,42420,Dec-18,40610066,228327081,3002116,693917
(주)네오위즈홀딩스,42420,Dec-19,32631101,253948130,-2099062,1860715
(주)네오크레마,311390,Dec-19,-1010879,19776649,-987503,18448423
(주)네오티스,85910,Dec-11,,,4839557,29184036
(주)네오티스,85910,Dec-12,,,5049341,34980811
(주)네오티스,85910,Dec-13,5521716,36116964,5249524,36283655
(주)네오티스,85910,Dec-14,6278131,37658799,5483549,37658799
(주)네오티스,85910,Dec-15,6030319,35730680,5749103,35730680
(주)네오티스,85910,Dec-16,1878438,40161938,712928,40161938
(주)네오티스,85910,Dec-17,7739030,43473210,7445746,43473210
(주)네오티스,85910,Dec-18,5218267,45195339,3468514,45195339
(주)네오티스,85910,Dec-19,3202965,42409365,2848803,42566577
(주)네오팜,92730,Dec-11,,,3932956,16944305
(주)네오팜,92730,Dec-12,,,564345,18774372
(주)네오팜,92730,Dec-13,,,2371251,20137821
(주)네오팜,92730,Dec-14,,,6848449,25602822
(주)네오팜,92730,Dec-15,,,6094693,35964570
(주)네오팜,92730,Dec-16,9156580,42368623,9803121,42257057
(주)네오팜,92730,Dec-17,10646058,53633507,11104584,53553213
(주)네오팜,92730,Dec-18,16179233,66274582,16534453,66336414
(주)네오팜,92730,Dec-19,19223990,83240333,18867362,83586492
(주)네오펙트,290660,Dec-18,-8184039,5653093,-5121646,4556630
(주)네오펙트,290660,Dec-19,-13920285,12311251,-8282225,5240117
(주)네온테크,306620,Dec-18,,,,
(주)네온테크,306620,Dec-19,,,,
(주)네이블커뮤니케이션즈,153460,Dec-12,,,6349901,28494249
(주)네이블커뮤니케이션즈,153460,Dec-13,,,-845156,21933881
(주)네이블커뮤니케이션즈,153460,Dec-14,-694535,23696900,-300776,23815420
(주)네이블커뮤니케이션즈,153460,Dec-15,,,1081967,22857730
(주)네이블커뮤니케이션즈,153460,Dec-16,,,5955698,21590435
(주)네이블커뮤니케이션즈,153460,Dec-17,,,-6917389,13473262
(주)네이블커뮤니케이션즈,153460,Dec-18,,,-914367,15833273
(주)네이블커뮤니케이션즈,153460,Dec-19,,,-1958720,12360704
(주)네이처셀,7390,Dec-11,,,2248456,22793853
(주)네이처셀,7390,Dec-12,,,-916669,27205250
(주)네이처셀,7390,Dec-13,,,745362,29208214
(주)네이처셀,7390,Dec-14,,,117389,25355151
(주)네이처셀,7390,Dec-15,,,975505,30553552
(주)네이처셀,7390,Dec-16,,,-2144437,26787767
(주)네이처셀,7390,Dec-17,,,3479316,27215252
(주)네이처셀,7390,Dec-18,,,3699808,26715298
(주)네이처셀,7390,Dec-19,,,357517,23072026
(주)네패스,33640,Dec-11,4299800,276089822,4287942,215792824
(주)네패스,33640,Dec-12,54598468,290541326,44903181,257273977
(주)네패스,33640,Dec-13,10030162,364128942,31537123,229529877
(주)네패스,33640,Dec-14,35823646,328792875,50730619,191486707
(주)네패스,33640,Dec-15,36904097,279220555,44723010,219352855
(주)네패스,33640,Dec-16,44342440,254535006,49106225,223644590
(주)네패스,33640,Dec-17,59710282,285034101,60293558,261721389
(주)네패스,33640,Dec-18,41698053,273317888,44020966,267505341
(주)네패스,33640,Dec-19,89922329,356317076,68965067,343577304
(주)넥센,5720,Dec-11,18292643,281033576,17008153,239883610
(주)넥센,5720,Dec-12,42041317,285150563,31717846,218800500
(주)넥센,5720,Dec-13,23726782,379858452,26459446,223755894
(주)넥센,5720,Dec-14,31030474,354340603,27276838,214828028
(주)넥센,5720,Dec-15,39609203,306141351,29200115,193901062
(주)넥센,5720,Dec-16,22394452,321408358,30353139,192727587
(주)넥센,5720,Dec-17,-14073633,314030027,-16381605,212026557
(주)넥센,5720,Dec-18,135605706,1360025189,26119849,341728815
(주)넥센,5720,Dec-19,323292366,2291341654,30417164,352221398
(주)넥스턴바이오사이언스,89140,Dec-11,,,3449522,27402406
(주)넥스턴바이오사이언스,89140,Dec-12,,,3074659,21342061
(주)넥스턴바이오사이언스,89140,Dec-13,,,1105960,22017749
(주)넥스턴바이오사이언스,89140,Dec-14,,,6478339,20512028
(주)넥스턴바이오사이언스,89140,Dec-15,,,1916264,16181653
(주)넥스턴바이오사이언스,89140,Dec-16,,,15257140,74373034
(주)넥스턴바이오사이언스,89140,Dec-17,,,5083543,43707618
(주)넥스턴바이오사이언스,89140,Dec-18,,,9626670,26649697
(주)넥스턴바이오사이언스,89140,Dec-19,,,2735157,32446754
(주)넥스트아이,137940,Dec-11,,,5141256,17766393
(주)넥스트아이,137940,Dec-12,2848098,25700825,3178092,23002665
(주)넥스트아이,137940,Dec-13,7357705,27906402,7640938,23926935
(주)넥스트아이,137940,Dec-14,3308350,29162012,3066960,26827608
(주)넥스트아이,137940,Dec-15,3539238,26565766,3323282,23004561
(주)넥스트아이,137940,Dec-16,3565646,39439948,2948394,22779239
(주)넥스트아이,137940,Dec-17,-1945947,59482937,361856,26394171
(주)넥스트아이,137940,Dec-18,1116087,87218818,-835112,26390218
(주)넥스트아이,137940,Dec-19,-6463154,87989318,-3800223,24578616
(주)넥스트엔터테인먼트월드,160550,Dec-14,-7990124,61981056,-7083996,54388887
(주)넥스트엔터테인먼트월드,160550,Dec-15,-19363639,82586150,-16253766,76567592
(주)넥스트엔터테인먼트월드,160550,Dec-16,3908954,125723993,3722363,103941613
(주)넥스트엔터테인먼트월드,160550,Dec-17,-21472814,94538544,-22823626,57004350
(주)넥스트엔터테인먼트월드,160550,Dec-18,17697351,161222834,26547360,87625568
(주)넥스트엔터테인먼트월드,160550,Dec-19,-24223314,149180097,-16110147,65461700
(주)넥슨게임즈,225570,Dec-15,,,,
(주)넥슨게임즈,225570,Dec-16,,,,
(주)넥슨게임즈,225570,Dec-17,,,9040262,22407505
(주)넥슨게임즈,225570,Dec-18,,,-10430688,23584094
(주)넥슨게임즈,225570,Dec-19,,,-11432568,28498282
(주)넵튠,217270,Dec-15,,,,
(주)넵튠,217270,Dec-16,869364,18335549,873737,7345180
(주)넵튠,217270,Dec-17,-4972428,20528450,-878098,7112477
(주)넵튠,217270,Dec-18,-13384069,18174243,-3675776,6580514
(주)넵튠,217270,Dec-19,-5943093,18037054,1546987,7858331
(주)노랑풍선,104620,Dec-19,6411000,76779803,6428786,75861593
(주)노루페인트,90350,Dec-11,25186149,387059408,23786392,360300788
(주)노루페인트,90350,Dec-12,-5557404,418644745,-6315034,388476033
(주)노루페인트,90350,Dec-13,15754793,433477073,18284130,397752527
(주)노루페인트,90350,Dec-14,26737511,458147572,20446818,415584075
(주)노루페인트,90350,Dec-15,28906227,461646501,25430195,419623762
(주)노루페인트,90350,Dec-16,44454802,478935529,42491282,432008469
(주)노루페인트,90350,Dec-17,33336696,551409798,31427537,479767969
(주)노루페인트,90350,Dec-18,13983628,614726256,17976429,537142428
(주)노루페인트,90350,Dec-19,59239359,647452120,45995895,564410946
(주)노루홀딩스,320,Dec-11,33689705,547974061,4414019,24611009
(주)노루홀딩스,320,Dec-12,14398689,585634923,6996088,25779927
(주)노루홀딩스,320,Dec-13,47946363,613234216,19663524,39806209
(주)노루홀딩스,320,Dec-14,51267558,669995655,13945246,35964059
(주)노루홀딩스,320,Dec-15,35787887,683481222,13363301,34672425
(주)노루홀딩스,320,Dec-16,54493953,690144458,64149487,81209820
(주)노루홀딩스,320,Dec-17,30675975,771302006,22096391,42261655
(주)노루홀딩스,320,Dec-18,7431567,835993399,7440419,32516984
(주)노루홀딩스,320,Dec-19,57418999,884292309,20648492,29788835
(주)노바렉스,194700,Dec-18,7443528,107311222,8485916,107299812
(주)노바렉스,194700,Dec-19,-1299748,159100863,-426816,159077916
(주)노바텍,285490,Dec-18,6335215,25883507,6473993,25865920
(주)노바텍,285490,Dec-19,5239256,26133499,5517191,24833626
(주)노블엠앤비,106520,Dec-12,6677146,85612148,8091140,83617749
(주)노블엠앤비,106520,Dec-13,20254712,153755286,20754658,152712125
(주)노블엠앤비,106520,Dec-14,5595512,77158349,7109295,77158349
(주)노블엠앤비,106520,Dec-15,-6083066,70713722,-5552439,64856256
(주)노블엠앤비,106520,Dec-16,-11937717,63662855,-7051021,52251867
(주)노블엠앤비,106520,Dec-17,-18282415,60316673,-8648845,55483850
(주)노블엠앤비,106520,Dec-18,-7820339,64349679,292835,58748007
(주)노블엠앤비,106520,Dec-19,1016608,75340573,3877841,64600882
(주)노터스,278650,Dec-19,5182234,46039645,4350617,32452769
(주)녹십자,6280,Dec-11,54855488,767911771,53233256,698866474
(주)녹십자,6280,Dec-12,50756716,811774313,49808775,715596640
(주)녹십자,6280,Dec-13,29689475,888168207,23956630,793754169
(주)녹십자,6280,Dec-14,56763006,975327106,53353499,854258393
(주)녹십자,6280,Dec-15,45243778,1047812247,60913849,912910940
(주)녹십자,6280,Dec-16,-1742285,1197903918,-13246848,1033113771
(주)녹십자,6280,Dec-17,57879006,1287916286,46441288,1098478748
(주)녹십자,6280,Dec-18,14410216,1334877810,12215513,1141422783
(주)녹십자,6280,Dec-19,40291382,1369709727,42703292,1146093542
(주)녹십자엠에스,142280,Dec-14,,,-2217652,81334576
(주)녹십자엠에스,142280,Dec-15,-5445435,89298322,-4378986,89301322
(주)녹십자엠에스,142280,Dec-16,10246662,86162555,9991915,86162555
(주)녹십자엠에스,142280,Dec-17,3107841,98389224,3254569,98107431
(주)녹십자엠에스,142280,Dec-18,-516614,86321905,-277602,86321685
(주)녹십자엠에스,142280,Dec-19,-4107548,94085373,-4529833,94084564
(주)녹십자웰빙,234690,Dec-19,,,5414860,66937567
(주)녹십자홀딩스,5250,Dec-11,116177695,817952804,8858618,34013200
(주)녹십자홀딩스,5250,Dec-12,36796180,856575203,2091107,30842528
(주)녹십자홀딩스,5250,Dec-13,17568308,938298393,-15233225,34467648
(주)녹십자홀딩스,5250,Dec-14,54542863,1044768160,5134136,36775636
(주)녹십자홀딩스,5250,Dec-15,7035743,1132876997,-36377156,47791895
(주)녹십자홀딩스,5250,Dec-16,-805470,1354466206,55425299,98335182
(주)녹십자홀딩스,5250,Dec-17,144482444,1465489007,61226404,115366471
(주)녹십자홀딩스,5250,Dec-18,37643839,1548714795,59735500,140083966
(주)녹십자홀딩스,5250,Dec-19,7650392,1524799074,34191330,63553295
(주)녹원씨엔아이,65560,Dec-11,101462,31094117,-515634,27504233
(주)녹원씨엔아이,65560,Dec-12,-3354747,27705495,-5139488,18312284
(주)녹원씨엔아이,65560,Dec-13,-6761056,15090112,-3694842,12938738
(주)녹원씨엔아이,65560,Dec-14,-8127365,5068245,-7575407,3251585
(주)녹원씨엔아이,65560,Dec-15,-5782631,7329185,-5960666,7489388
(주)녹원씨엔아이,65560,Dec-16,-1849907,3875841,-1819746,3875841
