회사명,거래소코드,회계년도,부가가치(IFRS연결),매출액(IFRS연결),부가가치(IFRS개별),매출액(IFRS개별)
SNT중공업(주),3570,Dec-19,88097.58,375115531,83884.4,295847915
STX엔진(주),77970,Dec-11,328407.25,2089291831,187059.89,1295460490
STX엔진(주),77970,Dec-12,194039.67,1213228474,32902.78,1075021065
STX엔진(주),77970,Dec-13,-342411.91,705046931,-823437.81,705046931
STX엔진(주),77970,Dec-14,43599.98,710985612,62824.95,710738188
STX엔진(주),77970,Dec-15,,,126467.49,633302756
STX엔진(주),77970,Dec-16,64214.2,529846126,66039.11,529846126
STX엔진(주),77970,Dec-17,72143.33,470149443,76971.55,456725746
STX엔진(주),77970,Dec-18,115504.72,577328443,107208.74,566487468
STX엔진(주),77970,Dec-19,101537.6,610607873,90056.74,577489943
STX중공업(주),71970,Dec-11,91560.12,1134046763,86555.08,1113236285
STX중공업(주),71970,Dec-12,84515.91,907549686,80657.02,888656566
STX중공업(주),71970,Dec-13,-252944.03,1099448292,-402483.02,1084749456
STX중공업(주),71970,Dec-14,72887.31,1012751283,70948.14,1002438548
STX중공업(주),71970,Dec-15,197899.71,1057213056,188180.88,1048429670
STX중공업(주),71970,Dec-16,-444073.56,416489347,-447748.51,408131794
STX중공업(주),71970,Dec-17,809247.67,252436194,814222.58,246721178
STX중공업(주),71970,Dec-18,-86433.55,214807699,-85798.42,214807699
STX중공업(주),71970,Dec-19,9361.17,253982739,10552.16,253982739
가온미디어(주),78890,Dec-11,8144.3,127281713,7124.1,123165491
가온미디어(주),78890,Dec-12,20973.21,191938249,21647.3,193908918
가온미디어(주),78890,Dec-13,26608.49,289290419,24256.45,283111680
가온미디어(주),78890,Dec-14,37132.74,343405943,37890.58,341027660
가온미디어(주),78890,Dec-15,39259.59,375795398,35376.61,356107104
가온미디어(주),78890,Dec-16,54132.65,436903297,49064.44,427119276
가온미디어(주),78890,Dec-17,45654.21,528373716,43771.32,519360954
가온미디어(주),78890,Dec-18,47397.79,609809065,26516.92,589729513
가온미디어(주),78890,Dec-19,55866.29,601042248,50148.19,591488593
가온전선(주),500,Dec-11,28675.33,1032656535,28534.77,1032644771
가온전선(주),500,Dec-12,49467.39,1005948717,51090.69,1005948717
가온전선(주),500,Dec-13,60957.36,897424992,58021.2,881767699
가온전선(주),500,Dec-14,51013.91,888691318,45788.23,827172307
가온전선(주),500,Dec-15,46299.37,780951401,43201.98,716430935
가온전선(주),500,Dec-16,48776.62,749444963,41516.53,693341856
가온전선(주),500,Dec-17,49708.36,836979323,43131.17,753750274
가온전선(주),500,Dec-18,49921.17,840654318,43965.01,752555194
가온전선(주),500,Dec-19,54774.47,830264392,49764.75,757146962
감성코퍼레이션(주),36620,Dec-11,,,-12203.08,16595642
감성코퍼레이션(주),36620,Dec-12,,,509.18,8454882
감성코퍼레이션(주),36620,Dec-13,,,-5179.94,8359834
감성코퍼레이션(주),36620,Dec-14,,,-9100.58,11502751
감성코퍼레이션(주),36620,Dec-15,,,-11882.5,17022556
감성코퍼레이션(주),36620,Dec-16,,,11602.9,12002092
감성코퍼레이션(주),36620,Dec-17,,,1226.09,14828772
감성코퍼레이션(주),36620,Dec-18,-3453.6,8920928,-3333.97,9122696
감성코퍼레이션(주),36620,Dec-19,-1617.22,7392646,-1027.39,7479508
강남제비스코(주),860,Dec-11,60785.33,306769066,50231.83,303206146
강남제비스코(주),860,Dec-12,68245.29,331265952,55095.45,323851369
강남제비스코(주),860,Dec-13,84922.25,345011553,60610.34,320478309
강남제비스코(주),860,Dec-14,83643.26,336965180,64614.75,312174275
강남제비스코(주),860,Dec-15,89187.34,293873095,67026.76,269973985
강남제비스코(주),860,Dec-16,90315.08,290286261,69310.45,263219921
강남제비스코(주),860,Dec-17,75277.05,300025162,61140.98,272342779
강남제비스코(주),860,Dec-18,94012.31,307020826,48421.79,259115677
강남제비스코(주),860,Dec-19,87354,332539413,49820,254948075
갤럭시아머니트리(주),94480,Dec-11,-1245.06,193528992,-26927.04,38999294
갤럭시아머니트리(주),94480,Dec-12,29649.13,121099497,10105.24,37136912
갤럭시아머니트리(주),94480,Dec-13,21485.49,125745777,8094.39,35827862
갤럭시아머니트리(주),94480,Dec-14,46101.42,98315242,8648.33,31853595
갤럭시아머니트리(주),94480,Dec-15,9938.15,39584971,10116.33,37575033
갤럭시아머니트리(주),94480,Dec-16,13651.79,53853719,13602.05,53240652
갤럭시아머니트리(주),94480,Dec-17,14940.3,69129594,16183.49,69122271
갤럭시아머니트리(주),94480,Dec-18,17623.52,81383391,17640.38,81383391
갤럭시아머니트리(주),94480,Dec-19,19997.41,85556494,19997.62,85556494
경남스틸(주),39240,Dec-11,,,20316.16,337880729
경남스틸(주),39240,Dec-12,,,17047.82,313154420
경남스틸(주),39240,Dec-13,,,17315.23,305658636
경남스틸(주),39240,Dec-14,,,17725.25,289477648
경남스틸(주),39240,Dec-15,,,20030.97,291240518
경남스틸(주),39240,Dec-16,,,10741.12,265518715
경남스틸(주),39240,Dec-17,,,14382.66,286980520
경남스틸(주),39240,Dec-18,,,16314.36,274946877
경남스틸(주),39240,Dec-19,,,15885.93,318211303
경남제약(주),53950,Dec-11,,,10748.09,44412124
경남제약(주),53950,Dec-12,,,12852.22,40303473
경남제약(주),53950,Dec-13,,,-7931.05,32757109
경남제약(주),53950,Dec-14,,,11897.82,36013812
경남제약(주),53950,Dec-15,,,13790.26,39087217
경남제약(주),53950,Dec-16,,,11745.9,39758131
경남제약(주),53950,Dec-17,,,7309.83,40171227
경남제약(주),53950,Dec-18,22488.78,41432746,22600.7,41467662
경남제약(주),53950,Dec-19,9633.48,44806055,9738.86,44954173
경동제약(주),11040,Dec-11,50947.88,127314231,50881.83,127481498
경동제약(주),11040,Dec-12,49468.34,124672636,48646.32,122700571
경동제약(주),11040,Dec-13,59032.46,133074494,59488.43,132437151
경동제약(주),11040,Dec-14,64590.48,153259968,65427.35,152237086
경동제약(주),11040,Dec-15,56230.08,151893327,56791.76,149325681
경동제약(주),11040,Dec-16,63593.34,158599151,66186.68,157010995
경동제약(주),11040,Dec-17,70250.38,177772468,69249.51,175565925
경동제약(주),11040,Dec-18,61333.38,179316262,58985.97,175237279
경동제약(주),11040,Dec-19,78829.52,176500195,74283.96,175990627
경인전자(주),9140,Dec-11,6958.02,32915330,1223.26,12924385
경인전자(주),9140,Dec-12,4695.71,44190721,678.2,21442651
경인전자(주),9140,Dec-13,6431.05,46578830,1361.89,22395266
경인전자(주),9140,Dec-14,3510.65,34027801,1091.03,20488117
경인전자(주),9140,Dec-15,8015.88,28337543,1408.02,15664232
경인전자(주),9140,Dec-16,10142.18,26574422,349.95,15215858
경인전자(주),9140,Dec-17,2583.76,22018252,-1068.12,8741249
경인전자(주),9140,Dec-18,4446.13,18467479,1108.99,7834328
경인전자(주),9140,Dec-19,4388.36,13310900,642.89,5215908
경창산업(주),24910,Dec-11,98417.24,399835323,93891.89,383335870
경창산업(주),24910,Dec-12,107801.96,423087010,99684.58,402047686
경창산업(주),24910,Dec-13,130643.62,526639874,119997.97,499111497
경창산업(주),24910,Dec-14,148186.88,552775088,137378.39,520926896
경창산업(주),24910,Dec-15,158473.32,598967028,128770.11,513547198
경창산업(주),24910,Dec-16,161775.65,645787378,140191.91,538331209
경창산업(주),24910,Dec-17,120011.35,550283024,97074.02,468698520
경창산업(주),24910,Dec-18,111251.86,596493776,66867.4,500886487
경창산업(주),24910,Dec-19,65091.32,531349032,59100.66,450785699
계룡건설산업(주),13580,Dec-11,191116.34,1742432951,120388.12,1278547084
계룡건설산업(주),13580,Dec-12,183731.49,1544875888,116302.62,1056681591
계룡건설산업(주),13580,Dec-13,78459.41,1584999771,-2186.42,1050639848
계룡건설산업(주),13580,Dec-14,38630.33,1633254734,-43042.95,1074601305
계룡건설산업(주),13580,Dec-15,196855.21,1522160321,117286.51,1124406620
계룡건설산업(주),13580,Dec-16,222094.87,1958513609,135514.29,1418298386
계룡건설산업(주),13580,Dec-17,294338.6,2240832538,178434.16,1481463089
계룡건설산업(주),13580,Dec-18,363308.61,2292657938,216229.96,1533433178
계룡건설산업(주),13580,Dec-19,366394.03,2275710115,242690.9,1649389656
계양전기(주),12200,Dec-11,45507.06,234655339,44053.44,220092997
계양전기(주),12200,Dec-12,47588.5,247421110,46943.56,230796675
계양전기(주),12200,Dec-13,52062.99,260877192,49358.24,242463549
계양전기(주),12200,Dec-14,58074.56,286533015,52143.16,271730762
계양전기(주),12200,Dec-15,66937.42,293584375,63286.37,281439707
계양전기(주),12200,Dec-16,88467.59,339878931,82137.92,317306131
계양전기(주),12200,Dec-17,82589.63,339922486,78583.55,323602676
계양전기(주),12200,Dec-18,85869.18,365071318,80558.21,353546149
계양전기(주),12200,Dec-19,79012.22,375025412,71969.69,365594740
고려산업(주),2140,Dec-11,13052.84,176877638,12843.75,176725355
고려산업(주),2140,Dec-12,17973.45,191116449,14891.75,186853034
고려산업(주),2140,Dec-13,15216.75,202395094,14164.03,198975686
고려산업(주),2140,Dec-14,19302.42,185090600,18419.64,180738229
고려산업(주),2140,Dec-15,17277.98,185420059,16317.41,181565997
고려산업(주),2140,Dec-16,20885.11,172279708,15477.06,165242167
고려산업(주),2140,Dec-17,20650.97,174524412,16949.14,167855863
고려산업(주),2140,Dec-18,17770.99,158429984,13827.94,151001858
고려산업(주),2140,Dec-19,22499.67,192457071,18618.41,186152585
고려신용정보(주),49720,Dec-11,,,26126.62,80609515
고려신용정보(주),49720,Dec-12,27095.9,83357918,27167.68,82050410
고려신용정보(주),49720,Dec-13,23483.34,82423369,23429.54,79191124
고려신용정보(주),49720,Dec-14,24313.4,81646668,24157.59,80535701
고려신용정보(주),49720,Dec-15,27369.84,82837483,26456.08,82347863
고려신용정보(주),49720,Dec-16,28220.43,84869062,28025.2,84493481
고려신용정보(주),49720,Dec-17,,,29913.58,87786993
고려신용정보(주),49720,Dec-18,,,37927.41,103511313
고려신용정보(주),49720,Dec-19,44855.62,116456558,44940.65,116259222
고려아연(주),10130,Dec-11,1207324.78,5556409360,1033907.52,4857562193
고려아연(주),10130,Dec-12,980782.4,5497530087,926064.05,4926649428
고려아연(주),10130,Dec-13,860552.84,4817733929,779065.56,4232415605
고려아연(주),10130,Dec-14,957484.06,4938531768,803400.23,4214904855
고려아연(주),10130,Dec-15,1003528.69,4771442958,870173.18,4087039959
고려아연(주),10130,Dec-16,1183534.61,5847513112,994721.49,5044841798
고려아연(주),10130,Dec-17,1325417.54,6596671357,1053540,5452393303
고려아연(주),10130,Dec-18,1200073.62,6883323140,950416.13,5527738464
고려아연(주),10130,Dec-19,1330897.22,6694810890,1105791.94,5218822665
고려제강(주),2240,Dec-11,282788.22,1120070235,113124.15,525491432
고려제강(주),2240,Dec-12,236429.94,1118626320,192766.17,547093272
고려제강(주),2240,Dec-13,225528.79,1080621027,106486.06,543415683
고려제강(주),2240,Dec-14,529892.4,1341239003,111937.64,557169324
고려제강(주),2240,Dec-15,315626.61,1473202477,113061.81,509762637
고려제강(주),2240,Dec-16,346378.21,1417444526,128289.24,449611059
고려제강(주),2240,Dec-17,364447.46,1550456863,117714.79,459185339
고려제강(주),2240,Dec-18,310297.01,1577235683,107245.89,467174937
고려제강(주),2240,Dec-19,328705.61,1639715935,110314.91,495658416
고려제약(주),14570,Dec-11,,,17048.89,46545751
고려제약(주),14570,Dec-12,,,13345.77,43900158
고려제약(주),14570,Dec-13,,,13855.72,41554805
고려제약(주),14570,Dec-14,,,15000.24,45392248
고려제약(주),14570,Dec-15,,,16272.93,47390586
고려제약(주),14570,Dec-16,,,20531.53,55308133
고려제약(주),14570,Dec-17,,,18019.95,55402563
고려제약(주),14570,Dec-18,,,21058.1,52027667
고려제약(주),14570,Dec-19,,,17916.39,55529402
광동제약(주),9290,Dec-11,83096.27,313986323,80446.42,313293097
광동제약(주),9290,Dec-12,87934.51,332641298,84796.68,331814544
광동제약(주),9290,Dec-13,94737.88,468384620,92404.9,467417083
광동제약(주),9290,Dec-14,102750.83,522274345,101151.04,520972514
광동제약(주),9290,Dec-15,122910.25,955453632,109975.56,572260618
광동제약(주),9290,Dec-16,121753.19,1056428809,110158.55,636317841
광동제약(주),9290,Dec-17,122857.09,1141565921,110424.26,688537398
광동제약(주),9290,Dec-18,125334.81,1180219947,113647.76,697077550
광동제약(주),9290,Dec-19,137679.73,1238254696,124457.9,748889470
광전자(주),17900,Dec-11,45994.82,389845571,35254.73,323121838
광전자(주),17900,Dec-12,61849.69,318555624,54123.55,247425915
광전자(주),17900,Dec-13,35408.88,307661696,23556.44,243823179
광전자(주),17900,Dec-14,12666.51,235622682,11085.76,169793272
광전자(주),17900,Dec-15,50874.86,206228996,48566.61,178084378
광전자(주),17900,Dec-16,54699.15,170928368,48021.1,167087928
광전자(주),17900,Dec-17,52307.8,177386000,45681.45,175514146
광전자(주),17900,Dec-18,58928.15,176929800,52347.62,172091905
광전자(주),17900,Dec-19,58455.38,166182499,44584.82,159105643
광진실업(주),26910,Dec-11,,,14661.05,77397539
광진실업(주),26910,Dec-12,,,9793.32,73294427
광진실업(주),26910,Dec-13,,,6981.04,56242214
광진실업(주),26910,Dec-14,,,8708.62,46726213
광진실업(주),26910,Dec-15,,,7840.64,42106391
광진실업(주),26910,Dec-16,,,7274.71,38235287
광진실업(주),26910,Dec-17,,,7750.22,42494221
광진실업(주),26910,Dec-18,,,7747.05,43646396
광진실업(주),26910,Dec-19,,,5521.18,42982094
국도화학(주),7690,Dec-11,69733.95,874826284,48769.57,647898271
국도화학(주),7690,Dec-12,76255.55,841385314,56615.49,620364704
국도화학(주),7690,Dec-13,81326.5,911946964,58732.37,655660067
국도화학(주),7690,Dec-14,72295.87,977957815,44101.47,668499923
국도화학(주),7690,Dec-15,125521.71,1011877773,96905.42,705926474
국도화학(주),7690,Dec-16,87828.42,952633436,58634.31,628092178
국도화학(주),7690,Dec-17,114615.62,1075981117,77251.92,701100095
국도화학(주),7690,Dec-18,133754.47,1280615690,82365.47,834411310
국도화학(주),7690,Dec-19,116743.43,1121448683,87549.61,854061501
국일신동(주),60480,Dec-14,,,5638.77,33676665
국일신동(주),60480,Dec-15,,,4500.88,30074323
국일신동(주),60480,Dec-16,,,4325.7,27699446
국일신동(주),60480,Dec-17,,,7871.33,33305118
국일신동(주),60480,Dec-18,,,5336.78,29257233
국일신동(주),60480,Dec-19,,,4272.43,28614669
국일제지(주),78130,Dec-11,26943.65,229898811,13588.67,57244830
국일제지(주),78130,Dec-12,17191.31,140597175,4540.26,56469045
국일제지(주),78130,Dec-13,15027.89,107403122,14019.91,52618557
국일제지(주),78130,Dec-14,17132.88,96901970,12372.53,48690355
국일제지(주),78130,Dec-15,,,9352.14,41456781
국일제지(주),78130,Dec-16,,,9488.16,40446022
국일제지(주),78130,Dec-17,,,12457.94,43992705
국일제지(주),78130,Dec-18,,,8853.31,48707045
국일제지(주),78130,Dec-19,-25483.05,83852676,-25628.7,83852676
국제약품(주),2720,Mar-11,42264.64,132045610,42096.49,131308308
국제약품(주),2720,Dec-12,14981.62,126768061,14482.07,122228356
국제약품(주),2720,Dec-13,32132.83,120461297,31981.26,117282673
국제약품(주),2720,Dec-14,27755.94,122426377,25833.45,117519247
국제약품(주),2720,Dec-15,33238.84,117636992,30888.57,111651493
국제약품(주),2720,Dec-16,35929.16,120684006,34350.78,114992377
국제약품(주),2720,Dec-17,35368.48,123310224,34572.58,122290581
국제약품(주),2720,Dec-18,34371.87,107681163,33412.27,106305203
국제약품(주),2720,Dec-19,35198.01,111121601,34458.73,108709297
그랜드코리아레저(주),114090,Dec-11,,,285054.65,524911870
그랜드코리아레저(주),114090,Dec-12,,,305710.69,502404460
그랜드코리아레저(주),114090,Dec-13,,,341529.5,561327447
그랜드코리아레저(주),114090,Dec-14,,,318225.61,540680448
그랜드코리아레저(주),114090,Dec-15,,,298568.05,505663483
그랜드코리아레저(주),114090,Dec-16,,,329818.58,548230023
그랜드코리아레저(주),114090,Dec-17,,,302409.97,501295524
그랜드코리아레저(주),114090,Dec-18,290063.93,480339214,288814.21,480339214
그랜드코리아레저(주),114090,Dec-19,310921.88,490752464,293669.95,490752464
그린케미칼(주),83420,Dec-11,,,26855.08,177400003
그린케미칼(주),83420,Dec-12,,,30567.43,217154053
그린케미칼(주),83420,Dec-13,,,29314.15,242992607
그린케미칼(주),83420,Dec-14,,,36177.54,251617414
그린케미칼(주),83420,Dec-15,,,30890.03,219885612
그린케미칼(주),83420,Dec-16,,,35778.46,243610800
그린케미칼(주),83420,Dec-17,,,35732.5,253655651
그린케미칼(주),83420,Dec-18,,,31380.15,254122105
그린케미칼(주),83420,Dec-19,,,38940.16,231874453
극동유화(주),14530,Dec-11,,,25582.99,315587653
극동유화(주),14530,Dec-12,,,29935.45,333186945
극동유화(주),14530,Dec-13,,,31162.8,306046653
극동유화(주),14530,Dec-14,25270.04,291576813,26314.78,286401863
극동유화(주),14530,Dec-15,33275.61,262018391,32681.37,256079390
극동유화(주),14530,Dec-16,30471.88,239781642,30300.92,234721664
극동유화(주),14530,Dec-17,23238.99,490067711,21486.15,361599601
극동유화(주),14530,Dec-18,36289.98,830880010,34137.46,829436733
극동유화(주),14530,Dec-19,35698.42,795562281,33690.92,792464465
글로벌에스엠테크리미티드,900070,Dec-11,2465.54,89400565,,
글로벌에스엠테크리미티드,900070,Dec-12,22943.46,82825379,,
글로벌에스엠테크리미티드,900070,Dec-13,19352.44,80729012,,
글로벌에스엠테크리미티드,900070,Dec-14,12819.56,69100639,,
글로벌에스엠테크리미티드,900070,Dec-15,21710.69,80988541,,
글로벌에스엠테크리미티드,900070,Dec-16,34409.98,109514967,,
글로벌에스엠테크리미티드,900070,Dec-17,29000.23,104699595,,
글로벌에스엠테크리미티드,900070,Dec-18,31670.74,103471394,,
글로벌에스엠테크리미티드,900070,Dec-19,35730.78,109293207,,
글로벌텍스프리(주),204620,Dec-14,,,,
글로벌텍스프리(주),204620,Dec-15,,,,
글로벌텍스프리(주),204620,Dec-16,,,,
글로벌텍스프리(주),204620,Dec-17,12079.99,32962878,8981.85,28128565
글로벌텍스프리(주),204620,Dec-18,27959.46,41536412,22182.88,33387350
글로벌텍스프리(주),204620,Dec-19,28038.05,59766505,22100.29,48398852
글로본(주),19660,Mar-11,,,,
글로본(주),19660,Mar-12,,,,
글로본(주),19660,Mar-13,,,,
글로본(주),19660,Mar-14,,,,
글로본(주),19660,Mar-15,,,,
글로본(주),19660,Mar-16,,,,
글로본(주),19660,Dec-17,,,-5512.85,7109864
글로본(주),19660,Dec-18,,,4342.95,29814829
글로본(주),19660,Dec-19,,,-4329.63,10307315
금강공업(주),14280,Dec-11,62375.14,305228403,55748.07,289006169
금강공업(주),14280,Dec-12,84308.1,393382320,71289.23,376902952
금강공업(주),14280,Dec-13,123663.58,694265027,92017.92,424978193
금강공업(주),14280,Dec-14,156623.34,711602081,120323.56,452489664
금강공업(주),14280,Dec-15,127030.25,565957188,105811.19,353371950
금강공업(주),14280,Dec-16,161711.6,603160426,131281.26,414980534
금강공업(주),14280,Dec-17,173046.31,613247470,133918.98,436404458
금강공업(주),14280,Dec-18,142420.94,567908394,104309.47,392478465
금강공업(주),14280,Dec-19,129594.79,549727642,79460.06,321519066
금강철강(주),53260,Dec-11,17493.7,289722760,17500.47,289118925
금강철강(주),53260,Dec-12,16571.36,256428227,14810.01,256209766
금강철강(주),53260,Dec-13,16531.19,246772112,15376.84,246531187
금강철강(주),53260,Dec-14,14171.44,200571035,13728.3,200136589
금강철강(주),53260,Dec-15,15919.39,159498224,14659.03,158952119
금강철강(주),53260,Dec-16,15049.64,162710392,14287.12,162071107
금강철강(주),53260,Dec-17,11857.42,197209289,11012.82,196478390
금강철강(주),53260,Dec-18,15277.49,195048267,13033.3,193985799
금강철강(주),53260,Dec-19,13394.08,171338156,12549.76,170313296
금호건설(주),2990,Dec-11,127678.75,1739467052,47684.51,1687757193
금호건설(주),2990,Dec-12,-687695.97,1499864342,-333989.47,1499639378
금호건설(주),2990,Dec-13,5116.26,1434495416,102186.22,1433682096
금호건설(주),2990,Dec-14,199455.2,1523544063,147212.77,1522759522
금호건설(주),2990,Dec-15,-1595.56,1530988130,33213.31,1530257353
금호건설(주),2990,Dec-16,91070.54,1353709568,171601.81,1352983409
금호건설(주),2990,Dec-17,109730.11,1297945639,22299.37,1297393428
금호건설(주),2990,Dec-18,23525.45,1376712465,90999.33,1376234626
금호건설(주),2990,Dec-19,20599.54,1597734215,55864.58,1597271636
금호석유화학(주),11780,Dec-11,1200258.85,6457354166,832913.51,5292118911
금호석유화학(주),11780,Dec-12,517437.46,5883690067,408631.81,4872724692
금호석유화학(주),11780,Dec-13,305084.69,5132132486,244506,4193220007
금호석유화학(주),11780,Dec-14,500481.96,4765671058,384576.36,3766992357
금호석유화학(주),11780,Dec-15,539071.77,3934509038,365367,3159552412
금호석유화학(주),11780,Dec-16,530540.24,3970435497,339669.91,3138617263
금호석유화학(주),11780,Dec-17,733589.26,5064779318,486675.91,3926050763
금호석유화학(주),11780,Dec-18,1053823.84,5584910609,546194.68,3899573264
금호석유화학(주),11780,Dec-19,800367.9,4977931638,566741.07,3699122524
금호전기(주),1210,Dec-11,87295.41,315293392,43980.29,252556751
금호전기(주),1210,Dec-12,-361.13,379789500,-13799.77,201236199
금호전기(주),1210,Dec-13,52813.64,386720348,-2710.82,163017831
금호전기(주),1210,Dec-14,76537.17,447530899,10965.03,160014373
금호전기(주),1210,Dec-15,31737.95,396261336,4659.23,94204691
금호전기(주),1210,Dec-16,68194.69,415189782,-122.2,80856420
금호전기(주),1210,Dec-17,56086.19,338670380,-4312.44,73309553
금호전기(주),1210,Dec-18,-36426.7,77296233,-85050.97,64766878
금호전기(주),1210,Dec-19,799.55,62937827,-26879.67,53797109
금호타이어(주),73240,Dec-11,855757.82,3915875747,698154.58,3247967259
금호타이어(주),73240,Dec-12,937009.28,4070643978,619076.27,3342328372
금호타이어(주),73240,Dec-13,984735.56,3698541596,639193.91,2914256623
금호타이어(주),73240,Dec-14,1020794.75,3437868862,720672.14,2755119349
금호타이어(주),73240,Dec-15,684912.79,3040406690,517118.32,2396367413
금호타이어(주),73240,Dec-16,810203.42,2947227755,671302.87,2353871598
금호타이어(주),73240,Dec-17,782197.05,2876420253,349036.51,2177799855
금호타이어(주),73240,Dec-18,583277.79,2558681155,-45697.16,1881271577
금호타이어(주),73240,Dec-19,699765.17,2369198864,507247.64,1820850830
기아(주),270,Dec-11,9609239,43190942000,6428539,27742277000
기아(주),270,Dec-12,10518807,47242933000,6954476,28007913000
기아(주),270,Dec-13,10532382,47597897000,7648049,28332572000
기아(주),270,Dec-14,9773099,47097049000,7684802,29850115000
기아(주),270,Dec-15,9302466,49521447000,8165055,32699936000
기아(주),270,Dec-16,9880348,52712906000,7670508,31641854000
기아(주),270,Dec-17,8644452,53535680000,6826617,32109883000
기아(주),270,Dec-18,8196334,54169813000,5586592,31912189000
기아(주),270,Dec-19,9339210,58145959000,7342036,33857781000
깨끗한나라(주),4540,Dec-11,66595.4,587818671,66378.72,587779700
깨끗한나라(주),4540,Dec-12,76641.98,633378794,76223.48,633378794
깨끗한나라(주),4540,Dec-13,79807.32,647438803,79892.67,647438803
깨끗한나라(주),4540,Dec-14,74834.95,656459355,74505.34,656459355
깨끗한나라(주),4540,Dec-15,74341.33,678615391,73334.89,677213575
깨끗한나라(주),4540,Dec-16,99028.17,706033015,90209.29,700578128
깨끗한나라(주),4540,Dec-17,64825.34,659937159,55417.39,660597309
깨끗한나라(주),4540,Dec-18,50736.95,626328188,43233.8,623437069
깨끗한나라(주),4540,Dec-19,71548.07,594158567,68716.69,593789315
나노캠텍(주),91970,Dec-11,3698.69,67447067,7166.98,46718285
나노캠텍(주),91970,Dec-12,9492.61,76139455,7566.11,53774777
나노캠텍(주),91970,Dec-13,12164.96,88299473,11734.42,60425768
나노캠텍(주),91970,Dec-14,13393.78,74863882,11285.36,48299035
나노캠텍(주),91970,Dec-15,2861.09,61969343,1291.62,38201509
나노캠텍(주),91970,Dec-16,5686.34,53086259,1396.03,34747904
나노캠텍(주),91970,Dec-17,1232.2,64733832,-2567.75,46304365
나노캠텍(주),91970,Dec-18,14824.33,60743211,11040.67,38669690
나노캠텍(주),91970,Dec-19,-4404.88,47464649,-8674.95,20831129
나라엠앤디(주),51490,Dec-11,40492.13,132391876,26349.33,87185372
나라엠앤디(주),51490,Dec-12,35516.15,132190567,24301.9,96123069
나라엠앤디(주),51490,Dec-13,37712.6,125150941,23854.13,94980427
나라엠앤디(주),51490,Dec-14,40898.19,136508459,28369.32,101558422
나라엠앤디(주),51490,Dec-15,40460.45,129693645,28854.83,99626530
나라엠앤디(주),51490,Dec-16,37133.15,131016323,25432.06,95613415
나라엠앤디(주),51490,Dec-17,39777.94,140866034,26340.6,102137232
나라엠앤디(주),51490,Dec-18,43175.69,141805153,27526.9,92017046
나라엠앤디(주),51490,Dec-19,43853.92,156036235,25835.04,93252387
나무기술(주),242040,Dec-16,,,,
나무기술(주),242040,Dec-17,,,,
나무기술(주),242040,Dec-18,2296.51,65704112,-501.66,46903289
나무기술(주),242040,Dec-19,17100.41,84684742,9895.31,58481259
나이스정보통신(주),36800,Dec-11,,,37217.1,150129607
나이스정보통신(주),36800,Dec-12,,,37197.04,178061322
나이스정보통신(주),36800,Dec-13,,,51837.92,200655055
나이스정보통신(주),36800,Dec-14,,,66419.2,225516768
나이스정보통신(주),36800,Dec-15,,,76205.57,263882885
나이스정보통신(주),36800,Dec-16,87482.56,317066479,84615.2,276593562
나이스정보통신(주),36800,Dec-17,95341.72,366436947,82162.66,243324925
나이스정보통신(주),36800,Dec-18,82541.82,414997500,71249.71,240175109
나이스정보통신(주),36800,Dec-19,82396.78,452922830,60527.47,217676154
나이스평가정보(주),30190,Dec-11,20714.9,231620404,19717.81,116497079
나이스평가정보(주),30190,Dec-12,18800.99,184530540,16868.31,132676592
나이스평가정보(주),30190,Dec-13,106419.05,222183238,76351.05,170695443
나이스평가정보(주),30190,Dec-14,109749.19,279236006,82301.22,220464782
나이스평가정보(주),30190,Dec-15,130999.76,338136731,99843.53,279187643
나이스평가정보(주),30190,Dec-16,144082.84,345547072,111617.55,288665097
나이스평가정보(주),30190,Dec-17,154818.97,360404385,118841.84,301384740
나이스평가정보(주),30190,Dec-18,171833.24,383774178,130646.4,323817190
나이스평가정보(주),30190,Dec-19,190567.88,410914934,142837.4,345645820
남광토건(주),1260,Dec-11,-71430.28,672858229,-62747.47,672858229
남광토건(주),1260,Dec-12,-168317.44,393480205,-161677.91,393480205
남광토건(주),1260,Dec-13,10556.61,284497543,5644.49,284497543
남광토건(주),1260,Dec-14,-35116.27,278638118,-49134.45,278638118
남광토건(주),1260,Dec-15,-27933.79,302388687,-28143.48,302388687
남광토건(주),1260,Dec-16,17882.45,183598711,17882.45,183598711
남광토건(주),1260,Dec-17,17568.28,115611173,17568.28,115611173
남광토건(주),1260,Dec-18,29520.46,157172931,29520.46,157172931
남광토건(주),1260,Dec-19,22289.07,236179654,22289.07,236179654
남양유업(주),3920,Dec-11,205414.24,1205185125,210466.17,1202937339
남양유업(주),3920,Dec-12,208618.51,1365023790,201622.09,1340334900
남양유업(주),3920,Dec-13,95124.25,1229857086,93565.97,1205330531
남양유업(주),3920,Dec-14,156729.74,1151706220,156912.63,1126347186
남양유업(주),3920,Dec-15,194665.28,1215045620,190212.06,1204320758
남양유업(주),3920,Dec-16,199893.94,1239168204,192821.65,1216821786
남양유업(주),3920,Dec-17,170048.18,1166971936,162613.25,1157333564
남양유업(주),3920,Dec-18,167730.16,1079745260,172261.03,1070693438
남양유업(주),3920,Dec-19,219894.54,1030826757,204726.8,1018263416
남해화학(주),25860,Dec-11,,,53435.68,1510056304
