회사명,거래소코드,회계년도,부채(IFRS연결),자산(IFRS연결),부채(IFRS개별),자산(IFRS개별)
(주)주연테크,44380,Dec-13,,,5919080,32224379
(주)주연테크,44380,Dec-14,,,5558892,30633860
(주)주연테크,44380,Dec-15,,,8641300,28466994
(주)주연테크,44380,Dec-16,17553791,50471603,17244623,50050716
(주)주연테크,44380,Dec-17,6525779,55053384,5743793,53180600
(주)주연테크,44380,Dec-18,16038393,60682697,14808291,58467036
(주)주연테크,44380,Dec-19,19012440,61757553,11557880,51214333
(주)중앙디앤엠,51980,Dec-11,33005648,71131871,29542723,70732852
(주)중앙디앤엠,51980,Dec-12,20217500,62644746,16754575,61973493
(주)중앙디앤엠,51980,Dec-13,18895018,61029373,17195903,56281956
(주)중앙디앤엠,51980,Dec-14,7971816,39723229,6226258,36414856
(주)중앙디앤엠,51980,Dec-15,18062645,28807693,16375539,26371598
(주)중앙디앤엠,51980,Dec-16,7051064,19389945,5916572,17797433
(주)중앙디앤엠,51980,Dec-17,11239021,24219333,10910177,24379033
(주)중앙디앤엠,51980,Dec-18,8133142,22243206,7725672,21763141
(주)중앙디앤엠,51980,Dec-19,10503656,34959637,8879446,33330121
(주)중앙백신연구소,72020,Dec-11,,,2325108,42408054
(주)중앙백신연구소,72020,Dec-12,,,6696428,50817284
(주)중앙백신연구소,72020,Dec-13,,,8907660,57030564
(주)중앙백신연구소,72020,Dec-14,,,8609217,60598562
(주)중앙백신연구소,72020,Dec-15,,,7222244,62102501
(주)중앙백신연구소,72020,Dec-16,,,13177448,73542680
(주)중앙백신연구소,72020,Dec-17,,,16947391,81623823
(주)중앙백신연구소,72020,Dec-18,,,11739637,96743996
(주)중앙백신연구소,72020,Dec-19,,,10200164,96567450
(주)중앙에너비스,440,Sep-11,,,13406536,57335168
(주)중앙에너비스,440,Sep-12,,,13797104,57982474
(주)중앙에너비스,440,Sep-13,,,13140459,58030825
(주)중앙에너비스,440,Sep-14,24184864,74326412,17511599,62074618
(주)중앙에너비스,440,Dec-15,26672089,77370624,20121876,64796325
(주)중앙에너비스,440,Dec-16,26750433,77535141,20193174,64566806
(주)중앙에너비스,440,Dec-17,,,15299436,60493562
(주)중앙에너비스,440,Dec-18,,,13480020,58743738
(주)중앙에너비스,440,Dec-19,16451398,61575390,16450714,61525322
(주)지노믹트리,228760,Dec-19,4904387,113725029,4713886,113633385
(주)지누스,13890,Dec-19,380924219,755067850,190029369,468555415
(주)지니뮤직,43610,Dec-11,,,7691443,27840116
(주)지니뮤직,43610,Dec-12,33086335,73049967,25604159,65675123
(주)지니뮤직,43610,Dec-13,,,48289016,82996647
(주)지니뮤직,43610,Dec-14,,,27068955,83386241
(주)지니뮤직,43610,Dec-15,,,30767445,90517674
(주)지니뮤직,43610,Dec-16,,,41952580,110079575
(주)지니뮤직,43610,Dec-17,,,48512460,139493909
(주)지니뮤직,43610,Dec-18,76577922,222002409,76577922,222002409
(주)지니뮤직,43610,Dec-19,,,81194527,233880648
(주)지니틱스,303030,Dec-18,,,,
(주)지니틱스,303030,Dec-19,,,14149155,42753858
(주)지란지교시큐리티,208350,Dec-14,,,,
(주)지란지교시큐리티,208350,Dec-15,,,,
(주)지란지교시큐리티,208350,Dec-16,,,7285445,28133681
(주)지란지교시큐리티,208350,Dec-17,20363795,68111887,14104484,45583939
(주)지란지교시큐리티,208350,Dec-18,15781771,88003510,7281846,41372752
(주)지란지교시큐리티,208350,Dec-19,22189308,98467430,12955534,49049508
(주)지씨셀,144510,Dec-16,,,6416713,54513700
(주)지씨셀,144510,Dec-17,,,7032093,55355541
(주)지씨셀,144510,Dec-18,,,9546672,57268066
(주)지씨셀,144510,Dec-19,20201476,68064636,16856648,64917128
(주)지어소프트,51160,Dec-11,20685595,39302260,19629265,37910748
(주)지어소프트,51160,Dec-12,11672344,30173046,10515933,27770238
(주)지어소프트,51160,Dec-13,16522358,32210700,13878575,24136021
(주)지어소프트,51160,Dec-14,14500879,27814881,11792777,22296057
(주)지어소프트,51160,Dec-15,13325146,26339511,9111562,19282385
(주)지어소프트,51160,Dec-16,21103529,28645178,14535670,18564587
(주)지어소프트,51160,Dec-17,19426056,26928765,11767811,15843595
(주)지어소프트,51160,Dec-18,19135018,28388611,9932563,17228984
(주)지어소프트,51160,Dec-19,33617282,43117466,10368941,18839197
(주)지에스,78930,Dec-11,3635551000,10424837000,740427000,5391715000
(주)지에스,78930,Dec-12,5539444000,12712426000,723700000,5342898000
(주)지에스,78930,Dec-13,5211722000,12636266000,632283000,5380295000
(주)지에스,78930,Dec-14,7854856000,15072770000,1113892000,5896182000
(주)지에스,78930,Dec-15,10925156000,19023008000,1091201000,5856373000
(주)지에스,78930,Dec-16,11420898000,20341172000,1007413000,5850836000
(주)지에스,78930,Dec-17,12341065000,22003689000,1132683000,6201620000
(주)지에스,78930,Dec-18,12105993000,22630978000,918307000,6236061000
(주)지에스,78930,Dec-19,13739728000,24739276000,758728000,6172968000
(주)지에스글로벌,1250,Dec-11,807889403,1066064452,390967309,632929118
(주)지에스글로벌,1250,Dec-12,871082337,1144032690,365744491,619881934
(주)지에스글로벌,1250,Dec-13,443643022,700315672,396988586,661014462
(주)지에스글로벌,1250,Dec-14,604901681,856611062,549725271,819193337
(주)지에스글로벌,1250,Dec-15,597989808,800714753,541070053,743616327
(주)지에스글로벌,1250,Dec-16,972158080,1326423033,661583732,1023567791
(주)지에스글로벌,1250,Dec-17,1010185598,1397854513,747859900,1112934373
(주)지에스글로벌,1250,Dec-18,932911606,1336006542,661480278,1037376749
(주)지에스글로벌,1250,Dec-19,825321064,1205244855,544370551,889870020
(주)지에스리테일,7070,Dec-11,1559426947,2994028838,1184611455,2610007918
(주)지에스리테일,7070,Dec-12,1389360063,2913810618,1334566921,2854221503
(주)지에스리테일,7070,Dec-13,1265470315,2880089786,1213825991,2827722506
(주)지에스리테일,7070,Dec-14,1238543453,2920088717,1196973882,2880508074
(주)지에스리테일,7070,Dec-15,2576478489,4735505772,1796978661,3590748817
(주)지에스리테일,7070,Dec-16,2363836827,4721361657,1504334271,3486438265
(주)지에스리테일,7070,Dec-17,2698930353,5092274321,1831830461,3882471359
(주)지에스리테일,7070,Dec-18,2640531613,5098880173,1808025680,3911090432
(주)지에스리테일,7070,Dec-19,4482562635,7049658160,3401195404,5581930140
(주)지에스이,53050,Dec-11,,,74442680,114853773
(주)지에스이,53050,Dec-12,,,76200870,119020272
(주)지에스이,53050,Dec-13,,,89289943,136042427
(주)지에스이,53050,Dec-14,,,89213477,137122506
(주)지에스이,53050,Dec-15,,,80275392,131095904
(주)지에스이,53050,Dec-16,,,80214719,135258608
(주)지에스이,53050,Dec-17,,,82772457,145461519
(주)지에스이,53050,Dec-18,,,87098487,153465901
(주)지에스이,53050,Dec-19,,,90135859,159269231
(주)지엔씨에너지,119850,Dec-13,25117873,65268669,24904944,64666120
(주)지엔씨에너지,119850,Dec-14,,,29747242,80725643
(주)지엔씨에너지,119850,Dec-15,,,32112039,88801505
(주)지엔씨에너지,119850,Dec-16,,,37338018,98000593
(주)지엔씨에너지,119850,Dec-17,44489073,114247941,37122121,103251521
(주)지엔씨에너지,119850,Dec-18,44338606,127220630,36135165,108366448
(주)지엔씨에너지,119850,Dec-19,49407711,142435514,41709025,118854145
(주)지엔코,65060,Dec-11,41177542,127459878,40563753,130779595
(주)지엔코,65060,Dec-12,52314967,147669180,51578587,156295599
(주)지엔코,65060,Dec-13,70107047,204520490,61499960,175725797
(주)지엔코,65060,Dec-14,81683494,208043121,66398637,178514330
(주)지엔코,65060,Dec-15,77055434,217321791,59383123,181414655
(주)지엔코,65060,Dec-16,57958354,236652625,41281214,201571377
(주)지엔코,65060,Dec-17,84825492,289551147,57643157,207595634
(주)지엔코,65060,Dec-18,110068978,278885406,71488867,186917368
(주)지엔코,65060,Dec-19,100673877,248155717,78757398,172054008
(주)지투알,35000,Dec-11,261392525,366689626,3425252,101896930
(주)지투알,35000,Dec-12,250714003,363912590,2771402,102429927
(주)지투알,35000,Dec-13,286871114,408525165,2338380,98945423
(주)지투알,35000,Dec-14,273057298,398436358,3951083,97427105
(주)지투알,35000,Dec-15,347915149,482838658,6535810,99879541
(주)지투알,35000,Dec-16,360983218,507061896,6562578,96852015
(주)지투알,35000,Dec-17,434159688,591065990,6701007,103271138
(주)지투알,35000,Dec-18,502403907,632827969,5279462,98158988
(주)지투알,35000,Dec-19,360775441,503688015,21343121,106847186
(주)지티지웰니스,219750,Dec-18,9287982,28965936,8435609,28446187
(주)지티지웰니스,219750,Dec-19,25852063,40400462,25585390,46220807
(주)진도,88790,Dec-11,103251096,180096209,102670598,179809824
(주)진도,88790,Dec-12,123478004,191274512,122919998,191145339
(주)진도,88790,Dec-13,115566898,183720537,115002370,184327904
(주)진도,88790,Dec-14,80771133,156519480,80196960,157177480
(주)진도,88790,Dec-15,61868132,150834580,61286977,151536706
(주)진도,88790,Dec-16,53766901,149339658,53233946,148839254
(주)진도,88790,Dec-17,55858152,158369197,55334726,157997847
(주)진도,88790,Dec-18,55996285,160710502,55490689,160381849
(주)진도,88790,Dec-19,45001984,145086134,44488921,144761806
(주)진로발효,18120,Dec-11,,,11986011,117858520
(주)진로발효,18120,Dec-12,,,13090611,62521841
(주)진로발효,18120,Dec-13,,,9881934,65883156
(주)진로발효,18120,Dec-14,,,13977791,78141555
(주)진로발효,18120,Dec-15,,,17550357,91852169
(주)진로발효,18120,Dec-16,16343671,101067728,15548827,99213651
(주)진로발효,18120,Dec-17,16028244,107030438,15420898,105718949
(주)진로발효,18120,Dec-18,14589690,115861699,13920163,114287421
(주)진로발효,18120,Dec-19,11687714,91083610,10867821,89229457
(주)진매트릭스,109820,Dec-11,6881016,22619582,6399996,20594127
(주)진매트릭스,109820,Dec-12,6428435,20346417,5720451,18430087
(주)진매트릭스,109820,Dec-13,6897249,19676768,6542018,17850736
(주)진매트릭스,109820,Dec-14,5162492,17050445,4874175,15256120
(주)진매트릭스,109820,Dec-15,10744743,20781912,10581247,19403078
(주)진매트릭스,109820,Dec-16,5731873,19333902,5653428,18256890
(주)진매트릭스,109820,Dec-17,5798348,17743477,5112665,16343467
(주)진매트릭스,109820,Dec-18,20121445,31518643,19353469,30420878
(주)진매트릭스,109820,Dec-19,,,13206468,28455836
(주)진바이오텍,86060,Dec-11,26788983,46269250,11147280,32036251
(주)진바이오텍,86060,Dec-12,24501940,45775602,10486650,31467345
(주)진바이오텍,86060,Dec-13,25251871,48350789,9090741,30905158
(주)진바이오텍,86060,Dec-14,23922583,47342870,5649549,28976305
(주)진바이오텍,86060,Dec-15,22584370,49210506,2859938,28789903
(주)진바이오텍,86060,Dec-16,22621851,59157362,3775584,39044261
(주)진바이오텍,86060,Dec-17,21487220,59542775,2708658,38091753
(주)진바이오텍,86060,Dec-18,27320572,72627064,3559512,42313954
(주)진바이오텍,86060,Dec-19,24601967,67932582,4230041,39577106
(주)진성티이씨,36890,Dec-11,262312333,314461593,249753823,292763750
(주)진성티이씨,36890,Dec-12,157312110,222332290,150238455,209627064
(주)진성티이씨,36890,Dec-13,101470635,162791361,91588476,148622995
(주)진성티이씨,36890,Dec-14,96590188,168134853,91815880,158397376
(주)진성티이씨,36890,Dec-15,82989655,169680682,79195562,162500451
(주)진성티이씨,36890,Dec-16,69789550,169234374,59169220,152113068
(주)진성티이씨,36890,Dec-17,89439567,192429371,65456130,163332598
(주)진성티이씨,36890,Dec-18,129339430,249946510,62290325,174812208
(주)진성티이씨,36890,Dec-19,135853299,275526028,53251993,180904124
(주)진양홀딩스,100250,Dec-11,158804715,516628401,105376,170756820
(주)진양홀딩스,100250,Dec-12,154878392,507752899,608187,173309461
(주)진양홀딩스,100250,Dec-13,161079201,528198182,1264599,181856232
(주)진양홀딩스,100250,Dec-14,157076399,533931547,1045181,184810334
(주)진양홀딩스,100250,Dec-15,168364272,536626201,1016380,184488833
(주)진양홀딩스,100250,Dec-16,160489410,554262857,192546,182348583
(주)진양홀딩스,100250,Dec-17,152403272,552714840,1524818,188078276
(주)진양홀딩스,100250,Dec-18,137075458,496161913,27521234,237028923
(주)진양홀딩스,100250,Dec-19,141257509,513948279,26254352,237991298
(주)진에어,272450,Dec-17,,,266474327,498274611
(주)진에어,272450,Dec-18,253332359,519526006,253332359,519526006
(주)진에어,272450,Dec-19,,,512670007,704417548
(주)차바이오텍,85660,Dec-11,189560281,475019670,95452788,354100256
(주)차바이오텍,85660,Dec-12,187055679,518469960,76290404,344759724
(주)차바이오텍,85660,Dec-13,173120679,685465596,80772322,390774048
(주)차바이오텍,85660,Dec-14,183430241,620884544,53984802,277390339
(주)차바이오텍,85660,Dec-15,198267913,644831253,54576628,266667720
(주)차바이오텍,85660,Dec-16,390068004,768929187,100037821,319047337
(주)차바이오텍,85660,Dec-17,376402685,785602167,128963343,297631232
(주)차바이오텍,85660,Dec-18,397285091,947531799,86244221,283636589
(주)차바이오텍,85660,Dec-19,496625077,1162923422,80913245,320192650
(주)창해에탄올,4650,Dec-14,165283398,311314288,15936705,106356306
(주)창해에탄올,4650,Dec-15,153950390,343665015,10808247,115097690
(주)창해에탄올,4650,Dec-16,226444077,414543168,67180187,179370471
(주)창해에탄올,4650,Dec-17,201044311,383132532,66946964,168501703
(주)창해에탄올,4650,Dec-18,206824010,365404238,53177749,161229994
(주)창해에탄올,4650,Dec-19,66240955,193042599,45074048,158091079
(주)천보,278280,Dec-19,24633259,235236916,9028765,210937373
(주)천일고속,650,Dec-11,,,13575041,54678596
(주)천일고속,650,Dec-12,,,16051255,57227639
(주)천일고속,650,Dec-13,,,15762141,60338619
(주)천일고속,650,Dec-14,,,16014359,62273002
(주)천일고속,650,Dec-15,,,13886008,63067608
(주)천일고속,650,Dec-16,,,13686846,52541981
(주)천일고속,650,Dec-17,,,20703661,67842442
(주)천일고속,650,Dec-18,,,18525373,80409027
(주)천일고속,650,Dec-19,,,29041015,80044782
(주)체리부로,66360,Dec-17,145845489,255024663,98887847,204540574
(주)체리부로,66360,Dec-18,167258838,268293663,109411493,205008167
(주)체리부로,66360,Dec-19,184503075,280388592,126144116,217017651
(주)초록뱀미디어,47820,Dec-11,4659799,29416979,4441327,28584511
(주)초록뱀미디어,47820,Dec-12,1717780,27916272,1326995,27255612
(주)초록뱀미디어,47820,Dec-13,1527001,25121960,1421601,24860465
(주)초록뱀미디어,47820,Dec-14,5278604,26896001,5270511,26785177
(주)초록뱀미디어,47820,Dec-15,50234793,114401924,38576840,102352547
(주)초록뱀미디어,47820,Dec-16,51939452,124196884,42249104,110227736
(주)초록뱀미디어,47820,Dec-17,29174935,111076858,17347270,99133105
(주)초록뱀미디어,47820,Dec-18,78013739,169114745,72903095,164541543
(주)초록뱀미디어,47820,Dec-19,80231139,186524565,75619286,180301470
(주)초록뱀이앤엠,131100,Dec-11,,,20467586,64111408
(주)초록뱀이앤엠,131100,Dec-12,42357335,86658960,36310226,82166108
(주)초록뱀이앤엠,131100,Dec-13,57804359,101255908,49124491,95417041
(주)초록뱀이앤엠,131100,Dec-14,79921475,123508200,63055851,113772085
(주)초록뱀이앤엠,131100,Dec-15,67736036,102386014,59017793,93550943
(주)초록뱀이앤엠,131100,Dec-16,40276132,51776739,40075313,51752359
(주)초록뱀이앤엠,131100,Dec-17,24946944,30346571,24861516,30335832
(주)초록뱀이앤엠,131100,Dec-18,21342420,52599825,21165557,52505576
(주)초록뱀컴퍼니,52300,Dec-11,4053614,20287478,2357784,21489913
(주)초록뱀컴퍼니,52300,Dec-12,26455231,50359740,10793702,30792695
(주)초록뱀컴퍼니,52300,Dec-13,31365140,54730099,13664647,37831143
(주)초록뱀컴퍼니,52300,Dec-14,7452215,38724966,4523319,36000120
(주)초록뱀컴퍼니,52300,Dec-15,14255651,58338825,13988266,58149374
(주)초록뱀컴퍼니,52300,Dec-16,33712704,108560831,32738303,99565125
(주)초록뱀컴퍼니,52300,Dec-17,34409650,118083662,34215953,113683574
(주)초록뱀컴퍼니,52300,Dec-18,64033461,153849231,62317209,148076955
(주)초록뱀컴퍼니,52300,Dec-19,55461493,142431125,53944355,141477158
(주)초록뱀헬스케어,118000,Dec-11,,,41535592,58089712
(주)초록뱀헬스케어,118000,Dec-12,,,7985029,30389424
(주)초록뱀헬스케어,118000,Dec-13,5923377,21967531,4113012,19814271
(주)초록뱀헬스케어,118000,Dec-14,11357457,19672574,10073903,19121988
(주)초록뱀헬스케어,118000,Dec-15,10219626,16405118,8837163,16844156
(주)초록뱀헬스케어,118000,Dec-16,15408397,28844768,12394242,29456774
(주)초록뱀헬스케어,118000,Dec-17,18031936,36741415,4568425,23040074
(주)초록뱀헬스케어,118000,Dec-18,42929193,61440300,30859805,49381964
(주)초록뱀헬스케어,118000,Dec-19,33869690,69804708,24909186,60409225
(주)칩스앤미디어,94360,Dec-13,4616429,17773546,4610771,18023644
(주)칩스앤미디어,94360,Dec-14,3778245,19427600,3771206,19664010
(주)칩스앤미디어,94360,Dec-15,2227518,27612999,2170496,27810373
(주)칩스앤미디어,94360,Dec-16,2437433,31641419,2369737,31748862
(주)칩스앤미디어,94360,Dec-17,2486200,29007462,2457394,29206913
(주)칩스앤미디어,94360,Dec-18,3313395,31857435,3275167,32078719
(주)칩스앤미디어,94360,Dec-19,3766816,35860269,3757842,36098846
(주)카나리아바이오,16790,Dec-18,,,37225485,94051474
(주)카나리아바이오,16790,Dec-19,,,37921585,97377192
(주)카스,16920,Dec-11,63052478,105053108,56749071,104875852
(주)카스,16920,Dec-12,72738417,113300349,65545488,113418622
(주)카스,16920,Dec-13,76791890,117374422,69407159,114727539
(주)카스,16920,Dec-14,93070923,130907852,85057482,127855414
(주)카스,16920,Dec-15,95093633,129570571,85908322,126417282
(주)카스,16920,Dec-16,89595200,121662181,79795454,120099217
(주)카스,16920,Dec-17,79082572,116218525,71422616,118562088
(주)카스,16920,Dec-18,81958478,122741403,77340096,127522433
(주)카스,16920,Dec-19,87004138,129321340,80764370,130119299
(주)카이노스메드,284620,Dec-18,,,,
(주)카이노스메드,284620,Dec-19,,,,
(주)카카오,35720,Dec-17,1841608650,6349428455,1399168270,4956877856
(주)카카오,35720,Dec-18,2332384541,7959542105,1451495629,6202838879
(주)카카오,35720,Dec-19,2997138004,8737255756,1626049789,6484360617
(주)카프로,6380,Dec-11,,,374467695,887539265
(주)카프로,6380,Dec-12,,,277629823,734636253
(주)카프로,6380,Dec-13,,,284690242,643433406
(주)카프로,6380,Dec-14,,,216922437,498408333
(주)카프로,6380,Dec-15,,,177140469,437356251
(주)카프로,6380,Dec-16,,,221913267,473850324
(주)카프로,6380,Dec-17,,,198579599,462168690
(주)카프로,6380,Dec-18,,,163407758,433099364
(주)카프로,6380,Dec-19,,,179881327,364396473
(주)캐리소프트,317530,Dec-19,3383563,21133741,3359295,21784622
(주)캐스텍코리아,71850,Dec-14,111311592,208916770,91544793,184624822
(주)캐스텍코리아,71850,Dec-15,124480494,229525463,104430716,203901458
(주)캐스텍코리아,71850,Dec-16,134281521,243371092,112942995,217766044
(주)캐스텍코리아,71850,Dec-17,153962163,261098687,131318045,238562123
(주)캐스텍코리아,71850,Dec-18,164498805,290374346,130137166,258107077
(주)캐스텍코리아,71850,Dec-19,171272718,292991021,135390733,259233643
(주)캠시스,50110,Dec-11,45572778,124662007,42477167,128586068
(주)캠시스,50110,Dec-12,85414043,158755302,74707437,160450806
(주)캠시스,50110,Dec-13,137638192,225439735,122152009,220680014
(주)캠시스,50110,Dec-14,149964906,243011788,121214522,217365315
(주)캠시스,50110,Dec-15,159199655,258329414,123369301,232832371
(주)캠시스,50110,Dec-16,166367891,255517072,141236065,246285543
(주)캠시스,50110,Dec-17,190498033,256174816,151058675,216896457
(주)캠시스,50110,Dec-18,220914932,323293107,156064656,233595526
(주)캠시스,50110,Dec-19,300358573,432593959,212265412,318210958
(주)컴투스,78340,Dec-11,5249276,75253802,5519879,77084061
(주)컴투스,78340,Dec-12,9275612,100424365,8179488,101153193
(주)컴투스,78340,Dec-13,10373753,118273996,9528073,119553679
(주)컴투스,78340,Dec-14,39112081,249689387,37585888,248982434
(주)컴투스,78340,Dec-15,73141779,582147905,72094981,579284560
(주)컴투스,78340,Dec-16,77003279,711986084,76504086,706449728
(주)컴투스,78340,Dec-17,77379483,838310852,75282244,830072450
(주)컴투스,78340,Dec-18,64804161,909300696,64300248,901686976
(주)컴투스,78340,Dec-19,79534537,1004978011,76316231,993733892
(주)컴투스홀딩스,63080,Dec-11,9608876,77893415,9469257,77557375
(주)컴투스홀딩스,63080,Dec-12,8627229,99383970,8269371,97041540
(주)컴투스홀딩스,63080,Dec-13,12721831,179245827,12345692,175060338
(주)컴투스홀딩스,63080,Dec-14,32776800,226440965,30473878,207446045
(주)컴투스홀딩스,63080,Dec-15,119535318,331942511,113187740,287623306
(주)컴투스홀딩스,63080,Dec-16,91203538,327582214,68232414,231075450
(주)컴투스홀딩스,63080,Dec-17,93552469,338029216,64737931,206670519
(주)컴투스홀딩스,63080,Dec-18,110210307,354106374,76990619,182377281
(주)컴투스홀딩스,63080,Dec-19,144488124,399323374,102430778,198900359
(주)케스피온,79190,Dec-11,31501265,66510911,31214494,63483087
(주)케스피온,79190,Dec-12,44998301,77206051,43203309,72482157
(주)케스피온,79190,Dec-13,,,54641471,92444485
(주)케스피온,79190,Dec-14,68214835,105448478,60559723,98089191
(주)케스피온,79190,Dec-15,62378324,106282803,54792388,96604732
(주)케스피온,79190,Dec-16,62656633,107043378,53100533,97760408
(주)케스피온,79190,Dec-17,58702291,110999149,50770469,107131238
(주)케스피온,79190,Dec-18,57473559,87298957,42117373,79682458
(주)케스피온,79190,Dec-19,19719385,49571438,15069164,53059247
(주)케어랩스,263700,Dec-18,60590150,124608857,57477666,116800344
(주)케어랩스,263700,Dec-19,59641464,127113197,54601593,118810469
(주)케어젠,214370,Dec-15,,,8305799,249422702
(주)케어젠,214370,Dec-16,10980927,230681995,10942667,226036810
(주)케어젠,214370,Dec-17,11425606,221822603,11427116,218425390
(주)케어젠,214370,Dec-18,14266471,218938148,12570621,218845344
(주)케어젠,214370,Dec-19,14970962,231847041,12251175,231762639
(주)케이비지,318000,Dec-19,,,2471504,28156723
(주)케이사인,192250,Dec-14,6560647,45455854,6553227,45624681
(주)케이사인,192250,Dec-15,5435529,53622665,5430706,52888784
(주)케이사인,192250,Dec-16,24509045,77613827,24501200,77141186
(주)케이사인,192250,Dec-17,24779413,73192849,24186618,71381046
(주)케이사인,192250,Dec-18,18355377,70392703,16825069,68349854
(주)케이사인,192250,Dec-19,10714904,66893962,9800918,64068712
(주)케이씨,29460,Dec-11,52426471,252532666,32265145,214166667
(주)케이씨,29460,Dec-12,30497508,238289794,21312318,210118351
(주)케이씨,29460,Dec-13,65541119,305909308,44664678,250893732
(주)케이씨,29460,Dec-14,89714149,352438882,56722011,283647330
(주)케이씨,29460,Dec-15,101004226,403859116,68434361,328158540
(주)케이씨,29460,Dec-16,132804074,472905030,68430429,354850862
(주)케이씨,29460,Dec-17,128454407,376126457,39525210,195432205
(주)케이씨,29460,Dec-18,157504318,572109826,73609117,380873827
(주)케이씨,29460,Dec-19,173166658,680451758,72526371,459377957
(주)케이씨씨,2380,Dec-11,2316788751,7342270308,2145443358,7088110720
(주)케이씨씨,2380,Dec-12,1862087730,6823989638,1709003174,6577994367
(주)케이씨씨,2380,Dec-13,1958474227,7051729096,1822741200,6812823452
(주)케이씨씨,2380,Dec-14,2425226276,8654534051,2262421551,8345235449
(주)케이씨씨,2380,Dec-15,2799757667,8668411154,2675097705,8391078322
(주)케이씨씨,2380,Dec-16,3195442999,9162368432,3052727598,8861405637
(주)케이씨씨,2380,Dec-17,3677520040,9543776838,3497996721,9207335730
(주)케이씨씨,2380,Dec-18,3224071784,8965418419,3065027920,8659579067
(주)케이씨씨,2380,Dec-19,4928994647,9382221503,4760353044,9199571692
(주)케이씨씨건설,21320,Dec-11,703029412,1122535084,684112208,1104073489
(주)케이씨씨건설,21320,Dec-12,657490818,1079961586,647648990,1068815098
(주)케이씨씨건설,21320,Dec-13,837738213,1117763492,835909085,1115656091
(주)케이씨씨건설,21320,Dec-14,744119573,1129961182,742968941,1129225515
(주)케이씨씨건설,21320,Dec-15,539220775,838081524,538640742,837655500
(주)케이씨씨건설,21320,Dec-16,592742982,902760270,592171500,902355294
(주)케이씨씨건설,21320,Dec-17,603946082,942080848,603410805,941683141
(주)케이씨씨건설,21320,Dec-18,615539948,969157830,615111995,968810495
(주)케이씨씨건설,21320,Dec-19,,,661659130,1039194851
(주)케이씨아이,36670,Dec-11,,,19816511,51991277
(주)케이씨아이,36670,Dec-12,,,19546530,53005558
(주)케이씨아이,36670,Dec-13,,,16629857,54223309
(주)케이씨아이,36670,Dec-14,,,15856934,56195856
(주)케이씨아이,36670,Dec-15,,,11443486,55610968
(주)케이씨아이,36670,Dec-16,,,13391532,60366478
(주)케이씨아이,36670,Dec-17,,,13727113,62710014
(주)케이씨아이,36670,Dec-18,,,10220513,65743049
(주)케이씨아이,36670,Dec-19,,,13198941,78286906
(주)케이씨에스,115500,Dec-11,,,5319746,21156718
(주)케이씨에스,115500,Dec-12,,,3370398,20447253
(주)케이씨에스,115500,Dec-13,,,4632677,21978884
(주)케이씨에스,115500,Dec-14,,,6723101,24899545
(주)케이씨에스,115500,Dec-15,,,4802952,22368470
(주)케이씨에스,115500,Dec-16,,,9741568,27451612
(주)케이씨에스,115500,Dec-17,,,10311675,28510219
(주)케이씨에스,115500,Dec-18,,,11708486,31138899
(주)케이씨에스,115500,Dec-19,,,14832238,35524836
(주)케이씨텍,281820,Dec-17,,,61631220,266588205
(주)케이씨텍,281820,Dec-18,,,56551179,313520781
(주)케이씨텍,281820,Dec-19,,,49076929,337558340
(주)케이씨티,89150,Dec-11,,,11498340,47224280
(주)케이씨티,89150,Dec-12,,,13376055,50940172
(주)케이씨티,89150,Dec-13,,,8894208,48036790
(주)케이씨티,89150,Dec-14,,,7183714,46576353
(주)케이씨티,89150,Dec-15,,,26596778,65057969
(주)케이씨티,89150,Dec-16,,,24301102,63372429
(주)케이씨티,89150,Dec-17,,,22416469,62835903
(주)케이씨티,89150,Dec-18,,,25117810,64250968
(주)케이씨티,89150,Dec-19,,,21549440,58441872
(주)케이씨티시,9070,Dec-11,124209744,272587475,99765032,242779137
(주)케이씨티시,9070,Dec-12,147458541,295561993,119923065,266554091
(주)케이씨티시,9070,Dec-13,151823888,304139270,123761597,247376071
(주)케이씨티시,9070,Dec-14,168627350,333591386,142262694,270808971
(주)케이씨티시,9070,Dec-15,191533277,363554474,169654562,307779002
(주)케이씨티시,9070,Dec-16,163607139,342137467,141367313,292244036
(주)케이씨티시,9070,Dec-17,186469360,370846592,167220603,323430336
(주)케이씨티시,9070,Dec-18,186398298,376041366,158394207,322395964
(주)케이씨티시,9070,Dec-19,227018311,424339574,180394801,349952499
(주)케이씨피드,25880,Dec-11,34475094,81240263,29069336,75470549
(주)케이씨피드,25880,Dec-12,61058532,110047372,47147168,98008356
(주)케이씨피드,25880,Dec-13,55598056,105049068,39581403,92450674
(주)케이씨피드,25880,Dec-14,76560453,123114940,58714351,107568168
(주)케이씨피드,25880,Dec-15,55573803,99714046,39477181,89037755
(주)케이씨피드,25880,Dec-16,54176468,106278382,40501290,98361982
(주)케이씨피드,25880,Dec-17,46889847,105511178,46598640,105559310
(주)케이씨피드,25880,Dec-18,45840971,105192756,45691366,104917586
(주)케이씨피드,25880,Dec-19,49028192,101474747,46901306,99506267
(주)케이아이엔엑스,93320,Dec-11,2141370,32515059,2013424,32125583
(주)케이아이엔엑스,93320,Dec-12,2253659,36721776,2053788,35257017
(주)케이아이엔엑스,93320,Dec-13,2585745,42421760,2358968,39792146
(주)케이아이엔엑스,93320,Dec-14,2748867,47792241,2337405,43419933
