회사명,거래소코드,회계년도,매출액(IFRS연결),매출원가(IFRS연결),판관비(IFRS연결),당기자본(IFRS연결),전기자본(IFRS연결),매출액(IFRS개별),매출원가(IFRS연결),판관비(IFRS개별),당기자본(IFRS개별),전기자본(IFRS개별)
한국정보통신(주),25770,Dec-14,227078373,179543124,23095319,98305949,98305949,226055675,179377054,21637233,100910137,100910137
한국정보통신(주),25770,Dec-15,271599514,214000257,25191207,119533638,119533638,268799794,213699714,23562936,121628163,121628163
한국정보통신(주),25770,Dec-16,336422790,278709816,21504983,147060352,147060352,333129563,278645327,19608737,148098834,148098834
한국정보통신(주),25770,Dec-17,376594860,325574425,13251308,167396615,167396615,373961730,325302440,11449776,168449229,168449229
한국정보통신(주),25770,Dec-18,443528825,398742367,11239952,184562600,184562600,440800501,397936204,9082942,186469063,186469063
한국정보통신(주),25770,Dec-19,498756811,452855851,11672185,202265843,202265843,494677892,452610022,9234859,202334812,202334812
한국조선해양(주),9540,Dec-11,53711665784,46784445382,2391481670,18176519067,18176519067,25019604058,21171984098,1234777901,14719276689,14719276689
한국조선해양(주),9540,Dec-12,54973701392,50330946876,2649589875,18741351195,18741351195,25055014302,22242660398,1527703804,15189935503,15189935503
한국조선해양(주),9540,Dec-13,54188096316,50932984966,2453128334,19029591757,19029591757,24282737183,22176255337,1371686848,15580311511,15580311511
한국조선해양(주),9540,Dec-14,52582404205,53299441785,2532417385,16638575662,16578239139,23463461064,24053489027,1333222550,13773204814,13773204814
한국조선해양(주),9540,Dec-15,46317640151,44814940955,3087605116,15426103573,15426103573,24472344053,24386489137,1762244404,12371788827,12371788827
한국조선해양(주),9540,Dec-16,39320377292,34852183108,2918549751,17786561649,17786561649,19541421822,17404627895,1757641003,13819537087,13819537087
한국조선해양(주),9540,Dec-17,15468835510,14434935998,1019253882,12372037982,12372037982,10105838945,9301322684,790650978,10495374750,10495374750
한국조선해양(주),9540,Dec-18,13119891213,12763180484,879230742,13110963372,13110963372,8066701721,7748004886,652442357,11398537924,11398537924
한국조선해양(주),9540,Dec-19,15182553166,14191186947,701198605,12926315162,12926315162,3356828769,3160262335,171961641,10861690982,10861690982
한국주강(주),25890,Dec-11,,,,,,44414471,39336403,3508647,73798818,73798818
한국주강(주),25890,Dec-12,,,,,,46845156,43112179,3519510,71305805,71305805
한국주강(주),25890,Dec-13,,,,,,35097159,33845686,3703259,72813316,72813316
한국주강(주),25890,Dec-14,,,,,,37779006,34822266,2801713,66477319,66477319
한국주강(주),25890,Dec-15,,,,,,35572028,31060165,2749758,66122587,66122587
한국주강(주),25890,Dec-16,,,,,,26502235,24429387,2277356,62698279,62698279
한국주강(주),25890,Dec-17,,,,,,29920640,29509181,2500078,56345214,56345214
한국주강(주),25890,Dec-18,,,,,,39136733,45034890,2977286,45162766,45162766
한국주강(주),25890,Dec-19,,,,,,36271402,38447102,2727630,32212273,32212273
한국주철관공업(주),970,Mar-11,268256436,197186681,68241518,212776151,212776151,125280462,111131929,13257892,208201614,208201614
한국주철관공업(주),970,Mar-12,317632431,246760354,64507913,215393957,215393957,149960000,131325820,14831604,210694323,210694323
한국주철관공업(주),970,Mar-13,327030444,256674596,63175929,218445139,218445139,149021969,123362748,17045512,216696059,216696059
한국주철관공업(주),970,Mar-14,326485090,263205621,56775460,219139936,219139936,138997688,119248791,15431475,216351723,216351723
한국주철관공업(주),970,Mar-15,315476202,243847631,61284489,224351087,224351087,112465952,95218554,15429699,214792514,214792514
한국주철관공업(주),970,Mar-16,333283123,259342660,60803863,235419081,235419081,120331768,101862908,15406444,215215060,215215060
한국주철관공업(주),970,Mar-17,387317849,294855815,67162121,255096611,255096611,125944556,105283133,18000276,216240552,216240552
한국주철관공업(주),970,Mar-18,420668007,336778585,64706611,261919891,261919891,129365970,105361068,16826522,214519489,214519489
한국주철관공업(주),970,Mar-19,417368939,341828741,68939166,268919643,268919643,126369362,105237670,17634193,219722742,219722742
한국지역난방공사,71320,Dec-11,2133973904,2015810702,55313829,1380336568,1380336568,1980925659,1857968932,52550131,1400703614,1400703614
한국지역난방공사,71320,Dec-12,2809566616,2497381789,68468075,1523131408,1523131408,2599999573,2303464121,65393699,1551754006,1551754006
한국지역난방공사,71320,Dec-13,2878599260,2569627224,79270439,1600531220,,2657793605,2368363906,76042583,1628021183,1600531220
한국지역난방공사,71320,Dec-14,,,,,,2369114794,2208690289,74866547,1633131474,1633131474
한국지역난방공사,71320,Dec-15,,,,,,2001945770,1713938145,78071979,1721654077,1721654077
한국지역난방공사,71320,Dec-16,,,,,,1719867258,1480139152,78072090,1805003172,1805003172
한국지역난방공사,71320,Dec-17,,,,,1829732553,1834422362,1625866797,88759525,1829732553,1829732553
한국지역난방공사,71320,Dec-18,2487330695,2374123518,98685702,1560152486,1560152486,2487330695,2374123518,98684172,1560152486,1560152486
한국지역난방공사,71320,Dec-19,2367906315,2223267722,102425534,1529393588,1529393588,2367906315,2223267722,103682127,1529393588,1529393588
한국철강(주),104700,Dec-11,,,,,,1020601374,973310335,43951274,674020515,674020515
한국철강(주),104700,Dec-12,,,,,,987039948,921998113,49508134,680820131,680820131
한국철강(주),104700,Dec-13,,,,,,821095617,780399023,39353979,686717446,686717446
한국철강(주),104700,Dec-14,,,,,,747148004,698807716,35876649,690828974,690828974
한국철강(주),104700,Dec-15,,,,,,684536729,581873259,37534552,728816347,728816347
한국철강(주),104700,Dec-16,,,,,,663369314,570297416,40031551,768948038,768948038
한국철강(주),104700,Dec-17,,,,,,738870356,656543299,36225124,718280671,718280671
한국철강(주),104700,Dec-18,,,,,,777466326,715009837,37042526,717250259,717250259
한국철강(주),104700,Dec-19,,,,,,719102311,672690607,34198614,724936549,724936549
한국컴퓨터(주),54040,Dec-11,333658671,316994880,8894173,65612818,65612818,333612349,317219700,7869781,66501248,66501248
한국컴퓨터(주),54040,Dec-12,423231669,409445050,6324940,69804666,69804666,423217553,410777291,5454073,70011199,70011199
한국컴퓨터(주),54040,Dec-13,409866724,386051947,8355538,80295565,80295565,409843305,386470180,7734654,80363840,80363840
한국컴퓨터(주),54040,Dec-14,363256675,350391618,4519264,85047945,85047945,363260616,350884788,3997309,85047945,85047945
한국컴퓨터(주),54040,Dec-15,295914165,282775069,4186808,92161282,92161282,295918807,281889777,3595777,92157881,92157881
한국컴퓨터(주),54040,Dec-16,235604156,224402744,3752069,97093599,97093599,235604156,224402744,3697416,97161943,97161943
한국컴퓨터(주),54040,Dec-17,221319648,211358795,6592676,94670193,94670193,162132936,153784287,4817111,100887163,100887163
한국컴퓨터(주),54040,Dec-18,114184162,113230927,6258534,86490764,86490764,35947819,31782944,4080022,100137845,100137845
한국컴퓨터(주),54040,Dec-19,110390879,98691682,4508337,93995744,93995744,33177976,29913802,2905663,98053420,98053420
한국콜마(주),161890,Mar-13,177779159,142338667,21397330,97807112,97807112,174038123,140520201,20676623,99459862,99459862
한국콜마(주),161890,Dec-14,461252660,360470008,53938880,179796644,179796644,439080476,346570152,49970681,175960089,175960089
한국콜마(주),161890,Dec-15,535846082,409570654,65555869,220683680,220683680,506556491,390804277,60809341,213974404,213974404
한국콜마(주),161890,Dec-16,667469194,513950323,80088914,287686856,287686856,619588216,479268798,70315815,260660580,260660580
한국콜마(주),161890,Dec-17,821615970,643808078,110831834,332636543,332636543,681624683,535935942,84392476,297128491,297128491
한국콜마(주),161890,Dec-18,1357865265,1000870348,267027522,809826828,809826828,891722289,742236085,78479847,441275424,441275424
한국콜마(주),161890,Dec-19,1540720629,1108456556,314454027,847872907,847872907,854579664,736577863,60004168,483880560,483880560
한국콜마홀딩스(주),24720,Mar-11,271660480,220253831,31693965,123201733,123201733,259596086,214063460,29313683,118514178,118514178
한국콜마홀딩스(주),24720,Mar-12,324517641,263956817,39345419,139347044,139347044,302557950,250711101,36772984,124125079,124125079
한국콜마홀딩스(주),24720,Mar-13,106625624,85601747,8010488,184210176,184210176,4344322,2557760,2210374,153656146,153656146
한국콜마홀딩스(주),24720,Dec-14,222474429,171996394,22763544,229504581,229504581,13317927,0,8883841,155834221,155834221
한국콜마홀딩스(주),24720,Dec-15,299567095,227206233,27259704,267823763,267823763,14783287,0,9150681,154243798,154243798
한국콜마홀딩스(주),24720,Dec-16,330438589,249385649,32320626,319079336,319079336,17131304,0,9766964,159820286,159820286
한국콜마홀딩스(주),24720,Dec-17,490565263,382473889,46293315,392222729,392222729,22246566,0,15004988,163677178,163677178
한국콜마홀딩스(주),24720,Dec-18,561696121,430074277,48133032,495422341,495422341,27419481,193607,16571290,215505048,215505048
한국콜마홀딩스(주),24720,Dec-19,593433802,455419312,45013229,603778421,600634851,29509196,0,22043883,236100847,229884462
한국타이어앤테크놀로지(주),161390,Dec-12,2317223404,1561773167,446858055,3221485621,3221485621,1365375638,955580970,269006913,2648682668,2648682668
한국타이어앤테크놀로지(주),161390,Dec-13,7069237653,4710850601,1327380556,3924135810,3924135810,3912520075,2684892724,763225998,3065265325,3065265325
한국타이어앤테크놀로지(주),161390,Dec-14,6680847701,4280800825,1368410313,4516473178,4516473178,3667465152,2463249810,760635007,3395184685,3395184685
한국타이어앤테크놀로지(주),161390,Dec-15,6428172502,4084045633,1459136782,5140788202,5140788202,3358416967,2229179664,817778682,3682306629,3682306629
한국타이어앤테크놀로지(주),161390,Dec-16,6621762292,4045028258,1473506275,5961479320,5961479320,3312163223,2146707772,807637290,4050999058,4050999058
한국타이어앤테크놀로지(주),161390,Dec-17,6812857982,4492383668,1527042543,6373506245,6373506245,3266619241,2264159840,839616137,4307603818,4307603818
한국타이어앤테크놀로지(주),161390,Dec-18,6795088816,4691443619,1400994596,6790312968,6790312968,3193229260,2295365671,742018900,4494572075,4494572075
한국타이어앤테크놀로지(주),161390,Dec-19,6883268577,4961117131,1378186615,7187217114,7187217114,3173056806,2360726492,714940775,4668068350,4668068350
한국프랜지공업(주),10100,Dec-11,972446959,910683375,50939599,249396299,249396299,596582632,554626640,38518943,191796572,191796572
한국프랜지공업(주),10100,Dec-12,954220342,882000825,51884103,255858915,255858915,646635992,601419428,35615965,187220229,187220229
한국프랜지공업(주),10100,Dec-13,969217837,893546890,59018307,265315719,265315719,735293464,682865564,43731789,191335395,191335395
한국프랜지공업(주),10100,Dec-14,973043630,910506720,55883488,262864137,262864137,710988217,670565094,36630206,187766941,187766941
한국프랜지공업(주),10100,Dec-15,1132480679,1068277545,52430427,275431898,275431898,833341370,795090859,33561607,191821847,191821847
한국프랜지공업(주),10100,Dec-16,1156423644,1094578973,50477171,288746716,249621685,865513147,830472418,31457933,198348999,198348999
한국프랜지공업(주),10100,Dec-17,985022795,955343190,46770250,222774858,222774858,764872012,750499508,31081647,179571360,179571360
한국프랜지공업(주),10100,Dec-18,793671742,745656698,46015355,220378356,220378356,540075842,511258584,28497256,178549498,178549498
한국프랜지공업(주),10100,Dec-19,954039223,886659174,52517895,228131227,228131227,610103377,572677763,33923751,187227541,187227541
한국항공우주산업(주),47810,Dec-11,1286127802,1099778595,81870545,845567953,845567953,1285657361,1102309853,78453842,846462625,846462625
한국항공우주산업(주),47810,Dec-12,1534606239,1310613965,98206854,887335811,887335811,1534544625,1312554190,95656851,888189250,888189250
한국항공우주산업(주),47810,Dec-13,2016338618,1773848950,117924525,961562401,904225381,2016309231,1776694675,115695142,961707834,904370814
한국항공우주산업(주),47810,Dec-14,2328613261,2012401818,126869930,1000700394,1000700394,2328613261,2014582733,124688996,1000753560,1000753560
한국항공우주산업(주),47810,Dec-15,3039736651,2531358620,128674819,1214449867,1214449867,3039736651,2534343746,125715903,1214325139,1214325139
한국항공우주산업(주),47810,Dec-16,2946330610,2489732134,136506067,1445575603,1445575603,2946330610,2492449076,133784169,1445122884,1445122884
한국항공우주산업(주),47810,Dec-17,2072249142,2097187494,183934902,1140405157,1140405157,2072249142,2099529358,181660405,1138858167,1138858167
한국항공우주산업(주),47810,Dec-18,2786023511,2411539106,228101885,1052906093,1052906093,2786108140,2415104305,220007342,1049313587,1049313587
한국항공우주산업(주),47810,Dec-19,3110157575,2630153574,204439573,1183160662,1183160662,3108623557,2625186931,200134456,1187061321,1187061321
한국화장품(주),123690,Dec-11,70283225,25128195,62734492,59730907,59730907,50519054,17067858,36409274,76951496,76951496
한국화장품(주),123690,Dec-12,73399936,29909721,60124817,40095560,40095560,39466648,16918609,29728527,70352634,70352634
한국화장품(주),123690,Dec-13,68668703,28512824,53263897,23894240,23894240,35769690,14824151,23466911,23894240,23894240
한국화장품(주),123690,Dec-14,76333757,33178395,54048107,50441772,50441772,32762645,15010605,22428703,50441772,50441772
한국화장품(주),123690,Dec-15,98446610,40624697,63278709,41479891,41479891,27409929,12246112,19559552,45557767,45557767
한국화장품(주),123690,Dec-16,160754824,71650401,73396848,55692395,55692395,21325545,11053934,15831255,55692395,55692395
한국화장품(주),123690,Dec-17,151256004,67280686,76385779,59311610,59311610,19966960,9609098,17490327,59311610,59311610
한국화장품(주),123690,Dec-18,153882571,70180409,91187489,52778098,52778098,31145251,13097947,25136197,54051189,54051189
한국화장품(주),123690,Dec-19,131196339,58467691,90122819,35193457,35193457,25498289,10725614,19850402,35700493,35700493
한라아이엠에스(주),92460,Dec-11,39206261,26873021,8639236,50295230,50295230,39194481,26865447,7789024,50349605,50349605
한라아이엠에스(주),92460,Dec-12,38750472,29061939,9142981,53513421,53513421,38095564,29016585,8174518,54652132,54652132
한라아이엠에스(주),92460,Dec-13,34631069,26733812,9474608,54881355,54881355,34167389,26584930,8844408,53698133,53698133
한라아이엠에스(주),92460,Dec-14,42117511,30016009,9919468,58607050,58607050,41393042,29669951,9319564,57558077,57558077
한라아이엠에스(주),92460,Dec-15,47092328,32416132,10456711,65750842,65750842,45926792,32238376,9834013,64086002,64086002
한라아이엠에스(주),92460,Dec-16,42513062,29504980,10568952,69402297,69402297,41635145,29390341,9972930,67772220,67772220
한라아이엠에스(주),92460,Dec-17,35378782,25440922,10565964,73477272,73477272,34577553,25120453,10039738,71518860,71518860
한라아이엠에스(주),92460,Dec-18,32886900,22139063,11037467,76512255,76512255,31985154,21941132,10449873,74715374,74715374
한라아이엠에스(주),92460,Dec-19,48373035,34519039,12650725,80931717,80931717,47381801,34347483,12061318,78747769,78747769
한미반도체(주),42700,Dec-11,175815566,124443277,34357882,169789986,169789986,133725834,86800129,28036246,168318832,168318832
한미반도체(주),42700,Dec-12,173393986,118274411,33946676,183034689,183034689,142759173,89250407,29378587,183590611,183590611
한미반도체(주),42700,Dec-13,191549551,139200030,38888904,182717293,,113199223,67224343,32260385,183643679,182717293
한미반도체(주),42700,Dec-14,,,,,204953051,192309639,105824860,37400118,204953051,200491768
한미반도체(주),42700,Dec-15,117791354,63251287,31798409,193961276,193961276,117791354,63251287,31193356,209955867,209955867
한미반도체(주),42700,Dec-16,166268022,91469234,36244330,209344806,209344806,165570146,91495362,35350465,204792613,204792613
한미반도체(주),42700,Dec-17,197300043,108814402,36830476,206173287,206173287,196426640,108819595,36148005,215127571,215127571
한미반도체(주),42700,Dec-18,217114860,120278001,40047933,215557067,215557067,215756077,119001491,40741541,210661463,210661463
한미반도체(주),42700,Dec-19,120377520,70270546,36381612,219705202,219705202,119171028,69023973,35755472,216792006,216792006
한미사이언스(주),8930,Dec-11,17345556,0,14273028,372254088,372254088,15074907,0,12122382,381039200,381039200
한미사이언스(주),8930,Dec-12,20179239,0,16031708,393892844,393892844,17976545,0,13865311,390315434,390315434
한미사이언스(주),8930,Dec-13,220395816,0,213573183,409065759,409065759,22544205,0,15595864,400027493,400027493
한미사이언스(주),8930,Dec-14,532886463,0,523593170,417711809,417711809,22730103,0,16106020,398515298,398515298
한미사이언스(주),8930,Dec-15,776628551,0,629559500,584249645,584249645,173495980,0,21518313,504066541,504066541
한미사이언스(주),8930,Dec-16,665284666,0,650217355,647563850,647563850,35644471,0,21120146,564138433,564138433
한미사이언스(주),8930,Dec-17,652324368,0,638352571,665152242,665152242,29934830,0,21519071,565300062,565300062
한미사이언스(주),8930,Dec-18,707995356,0,696998475,653093925,653093925,29993665,0,20923707,556228457,556228457
한미사이언스(주),8930,Dec-19,816618824,0,800473627,645687132,645687132,34892677,0,24776839,533354181,533354181
한미약품(주),128940,Dec-11,606192087,271856794,313143039,378222433,378222433,512496775,259058399,251725736,300725938,300725938
한미약품(주),128940,Dec-12,674005087,279326076,346535663,409343168,409343168,543793074,261644343,260968653,314500220,314500220
한미약품(주),128940,Dec-13,730133510,313679683,354558582,462915049,462915049,562757345,276616243,251625758,343339337,343339337
한미약품(주),128940,Dec-14,761279849,338776803,388051032,589246166,589246166,582023313,298977180,279403252,439901902,439901902
한미약품(주),128940,Dec-15,1317534519,398250966,707483578,744807934,744807934,1113238541,358109503,574865295,565292653,565292653
한미약품(주),128940,Dec-16,882724835,421869255,434083715,734516954,734516954,687781954,381249339,310934179,535338306,535338306
한미약품(주),128940,Dec-17,916586235,398182018,436240540,792424262,792424262,702635601,345478795,310202491,573740227,573740227
한미약품(주),128940,Dec-18,1015962250,475046696,457341977,789256471,789256471,795016146,428989072,322758062,554838838,554838838
한미약품(주),128940,Dec-19,1113649784,481167542,528604396,822261425,822261425,863646889,438374578,372412549,545447088,545447088
한성기업(주),3680,Dec-11,268381814,219918106,39062742,62103113,64265919,268378114,219915914,38864708,60244697,60244697
한성기업(주),3680,Dec-12,273041271,224250588,42375522,65848843,,272904317,225343103,41554447,61707551,61707551
한성기업(주),3680,Dec-13,283729216,235696854,44600460,68305231,68305231,283729216,236098147,44504277,63831713,63831713
한성기업(주),3680,Dec-14,287168218,239194107,46579802,54583522,,287155156,239404058,46498606,50248175,54583522
한성기업(주),3680,Dec-15,,,,,,291547287,242592286,44226051,53423088,53423088
한성기업(주),3680,Dec-16,,,,,,320682777,266931022,45887007,53048941,53048941
한성기업(주),3680,Dec-17,,,,,,322797363,268119517,47964990,56136002,56136002
한성기업(주),3680,Dec-18,,,,,54003000,286868465,245145075,40955952,54003000,54003000
한성기업(주),3680,Dec-19,270094563,230596419,47752716,49864809,,270094563,230596419,47752716,49864809,49864809
한세실업(주),105630,Dec-11,995211168,802918736,119264613,188667108,188667108,972372814,815269403,82793461,192013344,192013344
한세실업(주),105630,Dec-12,1129564400,906179115,160303634,234357421,234357421,1075533925,914673331,100351506,239319212,239319212
한세실업(주),105630,Dec-13,1238324336,1010426722,168090891,272098156,272098156,1174745298,994412882,113551972,289082890,289082890
한세실업(주),105630,Dec-14,1313177834,1042749439,177283446,330889640,330889640,1242366308,1024585234,120314305,358317011,358317011
한세실업(주),105630,Dec-15,1586508100,1225861247,218287881,425603115,425603115,1464200813,1187244746,136166384,448741342,448741342
한세실업(주),105630,Dec-16,1547654905,1247182560,218860581,563612203,563612203,1421975960,1203488075,132596209,473342073,473342073
한세실업(주),105630,Dec-17,1711333452,1320957880,333834746,573578531,573578531,1354626972,1180521417,124458989,495800296,495800296
한세실업(주),105630,Dec-18,1712686107,1325960874,348096216,492657657,492657657,1316638247,1157208937,131587580,409729746,409729746
한세실업(주),105630,Dec-19,1922418715,1520708043,342710811,455003687,455003687,1533976205,1324411458,131769611,403788700,403788700
한세엠케이(주),69640,Dec-11,245443024,93606103,133779075,130042915,130042915,239249329,94335445,126809646,129895822,129895822
한세엠케이(주),69640,Dec-12,259402309,105004175,142574566,137003970,137003970,251655849,104843418,135204159,135619421,135619421
한세엠케이(주),69640,Dec-13,259260970,106584861,142036252,143609955,143609955,252015608,106666348,134976107,141972556,141972556
한세엠케이(주),69640,Dec-14,261005406,111322208,143606400,147906986,147906986,254218825,111758341,135375938,147041159,147041159
한세엠케이(주),69640,Dec-15,289706298,120589205,163657198,151800717,151800717,262617606,116324789,143045536,148969551,148969551
한세엠케이(주),69640,Dec-16,318481385,126350812,181870752,155698283,155698283,266913606,115585077,145060941,153081260,153081260
한세엠케이(주),69640,Dec-17,328898003,134302439,185062906,158579455,158579455,267470772,118260123,145467135,151638836,151638836
한세엠케이(주),69640,Dec-18,322990487,131291937,189293825,148511750,148511750,251305863,112651545,142289822,137945235,137945235
한세엠케이(주),69640,Dec-19,307486038,145174697,186195673,100600209,100600209,232347080,116227110,136912047,97850117,97850117
한세예스24홀딩스(주),16450,Dec-11,1351122900,1084591987,189780168,283176777,283176777,3412923,0,2145721,118692489,118692489
한세예스24홀딩스(주),16450,Dec-12,1470986929,1174336659,227377256,331650867,331650867,4812000,0,2177118,119053424,119053424
한세예스24홀딩스(주),16450,Dec-13,1570867786,1273626904,234699835,371920263,371920263,5868200,0,2415716,119967253,119967253
한세예스24홀딩스(주),16450,Dec-14,1728424959,1350687618,264002026,446263927,446263927,7032089,0,2832728,117366145,117366145
한세예스24홀딩스(주),16450,Dec-15,2086033712,1582234484,341038911,549245557,549245557,8561439,0,3297202,118180512,118180512
한세예스24홀딩스(주),16450,Dec-16,2239987018,1714081761,439818817,679999649,679999649,9550329,0,2993877,118548658,118548658
한세예스24홀딩스(주),16450,Dec-17,2462296817,1807937994,575917761,701223896,701223896,11708588,0,4191314,113304587,113304587
한세예스24홀딩스(주),16450,Dec-18,2521499429,1883506213,581512342,617737294,617737294,15783843,0,8158787,104387306,104387306
한세예스24홀딩스(주),16450,Dec-19,2770973543,2090587824,582706614,595905875,595905875,18299229,0,5655050,99068949,99068949
한솔로지스틱스(주),9180,Dec-11,391259787,361454637,20775708,97862999,97862999,357072057,331497135,18186277,96483563,96483563
한솔로지스틱스(주),9180,Dec-12,434698631,399843708,22824543,105736857,105736857,390132661,360282293,19602360,105780286,105780286
한솔로지스틱스(주),9180,Dec-13,462404820,430506719,23144121,106863991,106863991,409502190,385066267,19855911,114988543,114988543
한솔로지스틱스(주),9180,Dec-14,438958518,410469895,22828241,107324270,107324270,384169637,363012344,19055804,116016518,116016518
한솔로지스틱스(주),9180,Dec-15,374865357,355270617,18954904,40426610,40426610,368604566,349583490,18512981,40174107,40174107
한솔로지스틱스(주),9180,Dec-16,384707101,360147109,19502702,44026368,44026368,375425808,351906399,18503481,43334729,43334729
한솔로지스틱스(주),9180,Dec-17,355266669,333317090,19647846,47195826,47195826,340619078,320622316,18452599,46086929,46086929
한솔로지스틱스(주),9180,Dec-18,434161853,405909460,24349119,56287959,56287959,335103423,317450737,19204083,51983436,51983436
한솔로지스틱스(주),9180,Dec-19,460730203,422952739,28257954,47055195,47055195,326149969,301127963,20181493,40926547,40926547
한솔아이원스(주),114810,Dec-13,,,,,,60274487,34766085,16249942,44710701,44710701
한솔아이원스(주),114810,Dec-14,,,,,,69141343,41981799,21498083,49692638,49692638
한솔아이원스(주),114810,Dec-15,,,,,,69362194,42872805,19409622,82173122,82173122
한솔아이원스(주),114810,Dec-16,,,,,,84990677,60018528,18835453,89126628,89126628
한솔아이원스(주),114810,Dec-17,,,,,,129568011,89822540,28632529,122194683,120132153
한솔아이원스(주),114810,Dec-18,,,,,119535733,170603193,127446008,38667318,119535733,119535733
한솔아이원스(주),114810,Dec-19,122297432,97972420,26462863,111971019,111971019,122297432,97972420,26462863,111970993,111970993
한솔인티큐브(주),70590,Dec-11,62603072,42457517,18593862,27385844,27385844,61308729,41945493,17824175,26630681,26630681
한솔인티큐브(주),70590,Dec-12,56923360,39834448,19747283,25106139,25106139,54269989,38623642,18428485,24387690,24387690
한솔인티큐브(주),70590,Dec-13,67411440,46280991,18489728,27652592,,64710275,45049970,17266531,26306132,27652592
한솔인티큐브(주),70590,Dec-14,,,,,,64844603,44644952,17086501,27952736,27952736
한솔인티큐브(주),70590,Dec-15,,,,,,70923627,49147073,17471545,31018628,24286405
한솔인티큐브(주),70590,Dec-16,,,,,,77132900,60980018,11447731,23324019,23324019
한솔인티큐브(주),70590,Dec-17,,,,,,46301777,36158889,11790165,27710687,27710687
한솔인티큐브(주),70590,Dec-18,,,,,,63736088,52152380,11389428,24470419,25192508
한솔인티큐브(주),70590,Dec-19,,,,,,58966376,49816961,10162072,23671032,23671032
한솔제지(주),213500,Dec-15,1511653095,1209761375,226848214,351708396,351708396,1349589229,1099306277,175097866,340867673,340867673
한솔제지(주),213500,Dec-16,1530538822,1188220355,220203658,446991653,446991653,1348565318,1056146197,176018881,434649388,434649388
한솔제지(주),213500,Dec-17,1757140296,1456093910,233508872,544402061,544402061,1539435142,1283548846,192841457,538998100,538998100
한솔제지(주),213500,Dec-18,1792348189,1471064905,209927855,587513335,587513335,1738953743,1451306106,166811516,579228928,579228928
한솔제지(주),213500,Dec-19,1912587773,1571134979,236151297,612074423,612074423,1640023159,1372041358,174979886,594800400,594800400
한솔테크닉스(주),4710,Dec-11,968191932,939305963,58160445,186824003,186824003,890101317,864290976,46312489,184319979,184319979
한솔테크닉스(주),4710,Dec-12,558799105,543829398,52750246,145985690,145985690,548668064,541102469,45609015,147626663,147626663
한솔테크닉스(주),4710,Dec-13,510940158,465508916,54280485,170328307,170328307,505767754,466593144,45904228,182958263,182958263
한솔테크닉스(주),4710,Dec-14,567791008,511008722,48181455,201542294,201542294,562113480,514484692,43582315,211530504,211530504
한솔테크닉스(주),4710,Dec-15,652333136,581297731,54565606,258422529,258422529,519929470,467013538,44648514,232635085,232635085
한솔테크닉스(주),4710,Dec-16,807638506,726433265,57964494,215226007,215226007,467769600,414091939,43287998,179783025,179783025
한솔테크닉스(주),4710,Dec-17,935255304,834439080,70360108,213351318,213351318,584556918,514062995,53799313,186336324,186336324
한솔테크닉스(주),4710,Dec-18,841899162,751245738,75093939,201851320,201851320,517946789,456650046,55428350,167355204,167355204
한솔테크닉스(주),4710,Dec-19,972243352,855294130,91482839,261842265,261842265,591257597,506520105,71528901,214767938,214767938
한솔피엔에스(주),10420,Dec-11,,,,,,199671157,187020926,12296301,34596105,34596105
한솔피엔에스(주),10420,Dec-12,,,,,,194278765,175421641,16053875,36342735,36342735
한솔피엔에스(주),10420,Dec-13,,,,,,225954834,205725375,15806246,39655015,39655015
한솔피엔에스(주),10420,Dec-14,,,,,,265564903,242715729,18752879,41334712,41334712
한솔피엔에스(주),10420,Dec-15,,,,,,242797604,221812995,19367406,43340053,43340053
한솔피엔에스(주),10420,Dec-16,,,,,,234145212,217840290,15043141,33149204,33422126
한솔피엔에스(주),10420,Dec-17,,,,,,223778152,204584998,15757115,35945938,35945938
한솔피엔에스(주),10420,Dec-18,,,,,,248350804,225788883,17551110,38488341,38488341
한솔피엔에스(주),10420,Dec-19,,,,,,233891948,212496698,17411948,41057928,41057928
한솔홀딩스(주),4150,Dec-11,1765901437,1462259233,173716618,775298132,775298132,1541804879,1284024428,157229758,753278933,753278933
한솔홀딩스(주),4150,Dec-12,1779381328,1460860928,201262107,772041438,791784563,1482493774,1207997037,170990496,775461858,775461858
한솔홀딩스(주),4150,Dec-13,1976572225,1617180164,226257856,837606214,811862428,1399118728,1138805794,160534834,813395304,813395304
한솔홀딩스(주),4150,Dec-14,780595558,662028356,67637506,446265770,446265771,0,0,5899700,475477633,475477633
한솔홀딩스(주),4150,Dec-15,920610294,780684698,80391139,568585095,568585095,21647563,0,12020919,579032843,579032843
한솔홀딩스(주),4150,Dec-16,794637175,656555883,75735600,621127350,618360962,24224216,0,12065443,574511728,574511728
한솔홀딩스(주),4150,Dec-17,883680613,811083687,72947116,523099460,523099460,27405999,0,12453322,430267855,430267855
한솔홀딩스(주),4150,Dec-18,698723654,598436019,62171296,431960813,431960813,25282758,0,14176530,383198443,383198443
한솔홀딩스(주),4150,Dec-19,541615975,481150130,48665848,456130400,456130400,26351916,0,14824184,389974946,389974946
한스바이오메드(주),42520,Sep-11,15008037,9436671,4936996,20459654,20459654,15009766,9441111,4893150,20474011,20474011
한스바이오메드(주),42520,Sep-12,17579468,10131804,4298675,24038268,24038268,17588386,10184051,4126057,24189240,24189240
한스바이오메드(주),42520,Sep-13,20065666,11768280,4403073,29308873,29308873,20042168,11821279,4152570,29620321,29620321
