회사명,거래소코드,회계년도,장기차입금(IFRS연결),단기차입금(IFRS연결),자산(IFRS연결),장기차입금(IFRS개별),단기차입금(IFRS개별),자산(IFRS개별)
(주)아이디스,143160,Dec-18,0,0,165464307,0,0,165365287
(주)아이디스,143160,Dec-19,0,0,170723399,0,0,170335082
(주)아이디스홀딩스,54800,Dec-11,25340000,2214407,175578802,25340000,0,167220542
(주)아이디스홀딩스,54800,Dec-12,23540500,2046781,225677679,23540500,0,204829980
(주)아이디스홀딩스,54800,Dec-13,19049700,2345876,513226607,19049700,0,207008943
(주)아이디스홀딩스,54800,Dec-14,11869700,1395713,454275223,11869700,0,180803674
(주)아이디스홀딩스,54800,Dec-15,6551200,5269361,544009362,6551200,5000000,182201893
(주)아이디스홀딩스,54800,Dec-16,6486276,5479940,554231531,3630200,5000000,180379160
(주)아이디스홀딩스,54800,Dec-17,36950000,68503900,774739599,36950000,68200000,278781262
(주)아이디스홀딩스,54800,Dec-18,0,68650000,800007201,0,68200000,279615838
(주)아이디스홀딩스,54800,Dec-19,72300000,27994000,799552850,72300000,27700000,262808987
(주)아이마켓코리아,122900,Dec-11,,,,0,0,563407460
(주)아이마켓코리아,122900,Dec-12,2202118,956282,683328318,0,0,677432901
(주)아이마켓코리아,122900,Dec-13,0,15396594,791732913,0,8015706,771887683
(주)아이마켓코리아,122900,Dec-14,9009,8487639,1090486207,0,0,859086773
(주)아이마켓코리아,122900,Dec-15,0,14153678,1266305616,0,0,941549876
(주)아이마켓코리아,122900,Dec-16,0,10479674,1334064598,0,0,967829771
(주)아이마켓코리아,122900,Dec-17,0,10948686,1086927962,0,0,738805608
(주)아이마켓코리아,122900,Dec-18,0,20014244,1078276076,0,0,747474981
(주)아이마켓코리아,122900,Dec-19,0,17830000,1096877066,0,0,762129580
(주)아이비김영,339950,Dec-19,,,,,,
(주)아이센스,99190,Dec-13,21419750,1403854,141414881,20786570,1403854,139140678
(주)아이센스,99190,Dec-14,27935211,869851,163510080,19581291,869851,153265267
(주)아이센스,99190,Dec-15,25318905,0,179799993,17114905,0,172291229
(주)아이센스,99190,Dec-16,23006979,0,217575304,20256052,0,201790020
(주)아이센스,99190,Dec-17,37875523,0,234077006,28274273,0,229745557
(주)아이센스,99190,Dec-18,34420472,0,252048100,24842582,0,232933819
(주)아이센스,99190,Dec-19,19932243,0,270042338,19932243,0,255471343
(주)아이스크림에듀,289010,Dec-19,,,,0,0,95666665
(주)아이씨디,40910,Sep-11,,,,5500000,0,144807008
(주)아이씨디,40910,Sep-12,,,,4675000,0,117738562
(주)아이씨디,40910,Sep-13,,,,3125000,0,124274686
(주)아이씨디,40910,Sep-14,,,,1875000,0,111902828
(주)아이씨디,40910,Sep-15,,,,625000,3382871,108292148
(주)아이씨디,40910,Dec-16,9179000,16870000,241202452,9179000,16870000,241210734
(주)아이씨디,40910,Dec-17,9052600,24870000,237851633,9052600,24870000,237830610
(주)아이씨디,40910,Dec-18,6058920,16870000,191224177,6058920,16870000,186850780
(주)아이씨디,40910,Dec-19,5165240,7100000,203772358,5165240,5000000,194048979
(주)아이앤씨테크놀로지,52860,Dec-11,,,,0,0,92693074
(주)아이앤씨테크놀로지,52860,Dec-12,0,0,85273316,0,0,84161292
(주)아이앤씨테크놀로지,52860,Dec-13,0,0,85206557,0,0,85956724
(주)아이앤씨테크놀로지,52860,Dec-14,687500,0,71961066,0,0,70409708
(주)아이앤씨테크놀로지,52860,Dec-15,12355870,0,54584146,12000000,0,50321946
(주)아이앤씨테크놀로지,52860,Dec-16,14144310,0,59436360,14000000,2000000,56954918
(주)아이앤씨테크놀로지,52860,Dec-17,2061050,650000,62120310,2000000,0,59500034
(주)아이앤씨테크놀로지,52860,Dec-18,200000,10900000,63155378,0,10000000,60806364
(주)아이앤씨테크놀로지,52860,Dec-19,366500,10700000,72454410,0,10000000,66575669
(주)아이에스시,95340,Dec-11,416680,6500000,83823224,416680,6500000,79876783
(주)아이에스시,95340,Dec-12,249880,4800000,89091124,249880,4800000,88955783
(주)아이에스시,95340,Dec-13,83320,1400000,105423852,83320,1400000,109851244
(주)아이에스시,95340,Dec-14,2530385,0,177187525,0,0,142889147
(주)아이에스시,95340,Dec-15,1944020,15600000,195258868,0,0,168135123
(주)아이에스시,95340,Dec-16,1296013,12000000,196506637,0,0,177200365
(주)아이에스시,95340,Dec-17,1378136,10800000,211233455,0,0,195314543
(주)아이에스시,95340,Dec-18,3708171,10000000,216779737,0,0,200606522
(주)아이에스시,95340,Dec-19,2917671,10000000,208455083,0,0,196776621
(주)아이에스이커머스,69920,Dec-11,0,1500000,26246932,0,950000,26896475
(주)아이에스이커머스,69920,Dec-12,2389400,11223499,46791923,0,5900000,38234759
(주)아이에스이커머스,69920,Dec-13,5189680,9204940,46835533,0,5900000,33309793
(주)아이에스이커머스,69920,Dec-14,411367,5999052,45802089,0,5900000,34059380
(주)아이에스이커머스,69920,Dec-15,0,11287553,81591661,0,5880000,52496786
(주)아이에스이커머스,69920,Dec-16,6832250,9695547,88774842,0,5880000,56705549
(주)아이에스이커머스,69920,Dec-17,,,,0,0,97041544
(주)아이에스이커머스,69920,Dec-18,,,,0,1500000,81502850
(주)아이에스이커머스,69920,Dec-19,3659761,2805346,78983800,0,1500000,57924121
(주)아이에이,38880,Dec-11,0,14822040,66911187,0,14822040,67394554
(주)아이에이,38880,Dec-12,5000000,19702486,60034631,5000000,19702486,59439521
(주)아이에이,38880,Dec-13,5000000,10750243,67217496,5000000,10750243,66648509
(주)아이에이,38880,Dec-14,4258280,3600000,51846139,4166650,3400000,49988015
(주)아이에이,38880,Dec-15,2000000,7272500,56812923,2000000,7100000,50431960
(주)아이에이,38880,Dec-16,10340741,9599152,88070436,2000000,6800000,77751067
(주)아이에이,38880,Dec-17,9122956,15098800,85018705,1666660,11600000,79707977
(주)아이에이,38880,Dec-18,1925182,14971244,105948882,833330,11300000,99045782
(주)아이에이,38880,Dec-19,0,13032826,109347269,0,12805000,124143730
(주)아이에이치큐,3560,Dec-11,0,2263918,56076290,0,2263918,49310759
(주)아이에이치큐,3560,Dec-12,0,0,45827243,0,0,43873042
(주)아이에이치큐,3560,Dec-13,0,0,81340956,0,0,65404930
(주)아이에이치큐,3560,Dec-14,0,10500000,80461000,0,10500000,61133102
(주)아이에이치큐,3560,Dec-15,0,5500000,255675961,0,5500000,252266523
(주)아이에이치큐,3560,Dec-16,0,2000000,256634714,0,2000000,256378419
(주)아이에이치큐,3560,Dec-17,0,0,255079898,0,0,255261812
(주)아이에이치큐,3560,Dec-18,0,0,231274872,0,0,233661063
(주)아이에이치큐,3560,Dec-19,0,0,165807959,0,0,165426813
(주)아이엘사이언스,307180,Dec-18,,,,,,
(주)아이엘사이언스,307180,Dec-19,,,,6440000,1792564,27215219
(주)아이엠,101390,Dec-11,0,53393850,208336699,0,6220725,81445029
(주)아이엠,101390,Dec-12,5352920,38847445,184879498,0,5882350,114604967
(주)아이엠,101390,Dec-13,4748850,40506392,179046743,0,1360823,99874722
(주)아이엠,101390,Dec-14,4204440,33431519,143345450,0,9000000,94351510
(주)아이엠,101390,Dec-15,2373300,48285727,159276301,0,18263796,124954341
(주)아이엠,101390,Dec-16,1359563,52294638,147659419,0,17000000,129047930
(주)아이엠,101390,Dec-17,5506462,43263580,136172605,1775547,16800000,121616353
(주)아이엠,101390,Dec-18,6700368,30784040,122051136,3000000,19575087,100014099
(주)아이엠,101390,Dec-19,5150231,24902220,117389823,2850000,13440000,100222500
(주)아이엠비씨,52220,Dec-11,,,,0,0,56034381
(주)아이엠비씨,52220,Dec-12,,,,0,0,59246441
(주)아이엠비씨,52220,Dec-13,,,,0,0,67600747
(주)아이엠비씨,52220,Dec-14,0,0,74350231,0,0,71053071
(주)아이엠비씨,52220,Dec-15,500064,0,68370451,0,0,66145583
(주)아이엠비씨,52220,Dec-16,500064,0,70835540,0,0,67371861
(주)아이엠비씨,52220,Dec-17,0,0,65406293,0,0,62105451
(주)아이엠비씨,52220,Dec-18,0,0,62433022,0,0,59721218
(주)아이엠비씨,52220,Dec-19,0,0,66610004,0,0,63356556
(주)아이오케이컴퍼니,78860,Dec-11,,,,125000,2026000,8477725
(주)아이오케이컴퍼니,78860,Dec-12,,,,0,1186000,16634320
(주)아이오케이컴퍼니,78860,Dec-13,0,1786000,12180299,0,1786000,12692888
(주)아이오케이컴퍼니,78860,Dec-14,0,2318800,12332037,0,2248800,12179775
(주)아이오케이컴퍼니,78860,Dec-15,,,,0,2278800,68751053
(주)아이오케이컴퍼니,78860,Dec-16,,,,0,850000,86769270
(주)아이오케이컴퍼니,78860,Dec-17,0,850000,84844704,0,850000,85408291
(주)아이오케이컴퍼니,78860,Dec-18,26527,2620000,136720227,0,2000000,128020087
(주)아이오케이컴퍼니,78860,Dec-19,0,0,156580009,0,0,136083850
(주)아이윈,90150,Dec-11,13659289,10430000,81802910,12852700,10430000,80869457
(주)아이윈,90150,Dec-12,21577019,18680000,101573926,21225700,18680000,101500450
(주)아이윈,90150,Dec-13,17845325,19170000,104504892,17617710,19170000,101914126
(주)아이윈,90150,Dec-14,13064031,18032000,101188791,12950810,18032000,97934655
(주)아이윈,90150,Dec-15,23204067,12153000,98294411,23181610,12153000,95603248
(주)아이윈,90150,Dec-16,15987410,9163000,97376932,15987410,9163000,93205508
(주)아이윈,90150,Dec-17,11765610,13367000,97244600,11765610,13367000,94053668
(주)아이윈,90150,Dec-18,16016120,23375000,100355064,16016120,16650000,92746464
(주)아이윈,90150,Dec-19,20433400,9605000,96723157,17333400,7045000,85047178
(주)아이윈플러스,123010,Dec-16,,,,3761520,5300000,28068902
(주)아이윈플러스,123010,Dec-17,,,,2039520,3960000,21820800
(주)아이윈플러스,123010,Dec-18,,,,1865680,5240000,17628041
(주)아이윈플러스,123010,Dec-19,,,,3005360,2899700,28829937
(주)아이즈비전,31310,Dec-11,0,11673646,89498303,0,5000000,66270470
(주)아이즈비전,31310,Dec-12,0,9086531,94254680,0,1000000,64840048
(주)아이즈비전,31310,Dec-13,0,11974363,100918539,0,0,66253990
(주)아이즈비전,31310,Dec-14,0,10246462,101772733,0,0,68069726
(주)아이즈비전,31310,Dec-15,0,14911482,109937433,0,0,70494336
(주)아이즈비전,31310,Dec-16,3000000,13676207,114884572,0,0,72891802
(주)아이즈비전,31310,Dec-17,0,16304474,130894359,0,0,75270980
(주)아이즈비전,31310,Dec-18,0,4457546,150804865,0,0,83864348
(주)아이즈비전,31310,Dec-19,0,1148336,157431620,0,0,76450854
(주)아이컴포넌트,59100,Dec-11,,,,7538340,8948195,54682604
(주)아이컴포넌트,59100,Dec-12,,,,9087500,14033846,61097119
(주)아이컴포넌트,59100,Dec-13,,,,8009300,12005123,54632145
(주)아이컴포넌트,59100,Dec-14,,,,691820,10782540,53554324
(주)아이컴포넌트,59100,Dec-15,,,,249340,10898000,60353026
(주)아이컴포넌트,59100,Dec-16,,,,2106860,16198000,69364376
(주)아이컴포넌트,59100,Dec-17,,,,2000000,16398000,56512382
(주)아이컴포넌트,59100,Dec-18,,,,0,16255497,53507098
(주)아이컴포넌트,59100,Dec-19,,,,2700000,13762668,49844304
(주)아이톡시,52770,Dec-11,,,,0,12899412,42405524
(주)아이톡시,52770,Dec-12,1128465,6199275,35296797,0,6199275,32166106
(주)아이톡시,52770,Dec-13,508880,7779459,33184352,0,7779459,31291645
(주)아이톡시,52770,Dec-14,392421,7581914,26475140,0,7581914,25119917
(주)아이톡시,52770,Dec-15,,,,0,6800000,31377632
(주)아이톡시,52770,Dec-16,,,,0,6500000,24141850
(주)아이톡시,52770,Dec-17,,,,0,5770000,15293908
(주)아이톡시,52770,Dec-18,350000,2681652,15432012,0,2514100,8251476
(주)아이톡시,52770,Dec-19,0,0,8560505,0,0,8573109
(주)아이티센,124500,Mar-15,7000000,7960478,129422108,7000000,6660478,90277213
(주)아이티센,124500,Dec-16,6595517,28987107,158288305,6556667,16700000,82954351
(주)아이티센,124500,Dec-17,6036667,20717057,172136603,6036667,16650000,82325904
(주)아이티센,124500,Dec-18,33003325,60189166,403417388,2516667,40866381,123439579
(주)아이티센,124500,Dec-19,30702467,42234200,392923342,996667,17800000,133509589
(주)아이티엑스에이아이,99520,Dec-11,,,,4362600,10649816,45986342
(주)아이티엑스에이아이,99520,Dec-12,,,,4225897,9229775,50614189
(주)아이티엑스에이아이,99520,Dec-13,,,,1000000,8717937,56459310
(주)아이티엑스에이아이,99520,Dec-14,,,,8700000,2169369,49546449
(주)아이티엑스에이아이,99520,Dec-15,,,,11700000,4160192,41600895
(주)아이티엑스에이아이,99520,Dec-16,,,,644571,3057938,25572865
(주)아이티엑스에이아이,99520,Dec-17,,,,1137143,5805065,27909280
(주)아이티엑스에이아이,99520,Dec-18,,,,0,3127886,20596414
(주)아이티엑스에이아이,99520,Dec-19,0,2915045,22007317,0,2915045,21640097
(주)아이티엠반도체,84850,Dec-19,31278669,55832510,430519931,22712500,29204820,395101942
(주)아즈텍더블유비이,32080,Dec-11,,,,1035150,41997580,122469317
(주)아즈텍더블유비이,32080,Dec-12,,,,819950,16259713,103244216
(주)아즈텍더블유비이,32080,Dec-13,,,,555750,1629493,83024906
(주)아즈텍더블유비이,32080,Dec-14,,,,286650,1887364,87283599
(주)아즈텍더블유비이,32080,Dec-15,,,,203000,3052841,87781842
(주)아즈텍더블유비이,32080,Dec-16,,,,287500,2671325,93020451
(주)아즈텍더블유비이,32080,Dec-17,,,,3954339,5485768,101593818
(주)아즈텍더블유비이,32080,Dec-18,,,,1753427,6557229,105938029
(주)아즈텍더블유비이,32080,Dec-19,,,,8308730,9116319,117389875
(주)아진엑스텍,59120,Dec-14,,,,0,500000,29326634
(주)아진엑스텍,59120,Dec-15,,,,500000,0,28002873
(주)아진엑스텍,59120,Dec-16,,,,500000,10000,41100358
(주)아진엑스텍,59120,Dec-17,,,,500000,0,46145660
(주)아진엑스텍,59120,Dec-18,,,,0,500000,46712263
(주)아진엑스텍,59120,Dec-19,,,,0,500000,48167634
(주)아톤,158430,Dec-19,0,400000,58962831,0,0,55935145
(주)아프리카티비,67160,Dec-11,6200000,3000000,58477913,6200000,3000000,56106490
(주)아프리카티비,67160,Dec-12,,,,3995000,0,56622824
(주)아프리카티비,67160,Dec-13,4455000,5000000,57689535,4455000,5000000,57424961
(주)아프리카티비,67160,Dec-14,3115000,3000000,62241816,3115000,3000000,62829985
(주)아프리카티비,67160,Dec-15,1175000,0,68044829,1175000,0,70877466
(주)아프리카티비,67160,Dec-16,0,0,83426397,0,0,89753460
(주)아프리카티비,67160,Dec-17,0,0,103442156,0,0,107453290
(주)아프리카티비,67160,Dec-18,0,1093000,157544019,0,0,156547288
(주)아프리카티비,67160,Dec-19,8100000,1983700,228549555,0,1000000,217039521
(주)안랩,53800,Dec-11,0,0,172303715,0,0,174432069
(주)안랩,53800,Dec-12,0,0,184885607,0,0,186424656
(주)안랩,53800,Dec-13,0,0,183994247,0,0,187222355
(주)안랩,53800,Dec-14,0,0,188119129,0,0,187875137
(주)안랩,53800,Dec-15,0,0,194606731,0,0,193720594
(주)안랩,53800,Dec-16,0,0,214599052,0,0,213794704
(주)안랩,53800,Dec-17,0,0,223620399,0,0,222453370
(주)안랩,53800,Dec-18,0,0,244773950,0,0,242051757
(주)안랩,53800,Dec-19,0,0,260216804,0,0,256804581
(주)안트로젠,65660,Dec-16,,,,0,0,35427915
(주)안트로젠,65660,Dec-17,,,,0,0,60298401
(주)안트로젠,65660,Dec-18,,,,0,0,101441141
(주)안트로젠,65660,Dec-19,,,,0,0,84593765
(주)알로이스,297570,Dec-18,,,,,,
(주)알로이스,297570,Dec-19,,,,411130,2857082,21853390
(주)알루코,1780,Dec-11,34883384,194664864,466389224,18564379,122765679,313941542
(주)알루코,1780,Dec-12,26443757,166490521,448021732,12187500,119769784,343724465
(주)알루코,1780,Dec-13,24780446,167461685,441481955,12637500,120409612,345783811
(주)알루코,1780,Dec-14,48118718,147728765,432549332,28087500,104706667,340956232
(주)알루코,1780,Dec-15,26850505,109669283,429140447,2322220,74035664,338779061
(주)알루코,1780,Dec-16,17042572,119626882,439409021,3192360,68071237,334451787
(주)알루코,1780,Dec-17,20364177,158744634,477572307,500000,90531771,348182986
(주)알루코,1780,Dec-18,42627755,261077104,744332478,11918150,110756731,394815945
(주)알루코,1780,Dec-19,29142360,272755825,772552137,8421963,88856014,376568313
(주)알에프세미,96610,Dec-11,5607500,6373772,60357163,5607500,6373772,61344243
(주)알에프세미,96610,Dec-12,4420780,9716512,68834411,4420780,9716512,70069133
(주)알에프세미,96610,Dec-13,5054650,11900000,78883917,5054650,11900000,79743894
(주)알에프세미,96610,Dec-14,6634290,16988800,87638101,6634290,16988800,87690774
(주)알에프세미,96610,Dec-15,7557280,15057080,89437401,7557280,14300000,88822472
(주)알에프세미,96610,Dec-16,2692540,16274958,90145433,2692540,15541217,90146801
(주)알에프세미,96610,Dec-17,6327800,22999717,93638264,6327800,22999717,96051216
(주)알에프세미,96610,Dec-18,10193060,25450000,104988723,10193060,25450000,107103978
(주)알에프세미,96610,Dec-19,5859880,24780000,102545695,5859880,24780000,105031599
(주)알에프텍,61040,Dec-11,3433167,17202075,159127735,0,11892192,115300762
(주)알에프텍,61040,Dec-12,5375055,16299328,211170615,0,10386709,139911696
(주)알에프텍,61040,Dec-13,5325479,28223407,216208846,0,17905450,145665903
(주)알에프텍,61040,Dec-14,0,41867194,200605068,0,30908171,163647176
(주)알에프텍,61040,Dec-15,0,19247814,176819976,0,9930000,153683212
(주)알에프텍,61040,Dec-16,0,13802857,175342562,0,12000000,149594458
(주)알에프텍,61040,Dec-17,0,18583474,185953928,0,14300000,152284034
(주)알에프텍,61040,Dec-18,0,17934779,177047175,0,14000000,124079133
(주)알에프텍,61040,Dec-19,0,14034100,254270323,0,14000000,191326521
(주)알엔투테크놀로지,148250,Dec-16,,,,2769800,880000,27140499
(주)알엔투테크놀로지,148250,Dec-17,,,,4673450,880000,35450020
(주)알엔투테크놀로지,148250,Dec-18,,,,6464150,764701,38868023
(주)알엔투테크놀로지,148250,Dec-19,,,,5825350,500000,50518526
(주)알테오젠,196170,Dec-14,0,0,37958283,0,0,37768174
(주)알테오젠,196170,Dec-15,0,0,39385454,0,0,39141975
(주)알테오젠,196170,Dec-16,0,0,47949615,0,0,46805862
(주)알테오젠,196170,Dec-17,0,0,43013380,0,0,41274016
(주)알테오젠,196170,Dec-18,1500000,300000,71380650,0,0,67081671
(주)알테오젠,196170,Dec-19,1000000,3100000,85979112,0,0,79536561
(주)알톤스포츠,123750,Dec-11,0,16911033,73196256,0,14351079,64876657
(주)알톤스포츠,123750,Dec-12,0,12215317,64110797,0,9266054,56896446
(주)알톤스포츠,123750,Dec-13,0,7427048,67371866,0,6057696,60200819
(주)알톤스포츠,123750,Dec-14,0,11649013,76274859,0,11649013,67330408
(주)알톤스포츠,123750,Dec-15,0,14512498,70743959,0,5117200,54333363
(주)알톤스포츠,123750,Dec-16,0,22056902,81903772,0,14845474,66162908
(주)알톤스포츠,123750,Dec-17,0,23200763,59131622,0,16945231,49029050
(주)알톤스포츠,123750,Dec-18,0,20281607,53806357,0,14333057,48302262
(주)알톤스포츠,123750,Dec-19,0,8329210,33706229,0,2700000,24581097
(주)알티캐스트,85810,Dec-13,0,0,108113000,0,0,107862414
(주)알티캐스트,85810,Dec-14,0,465213,110036508,0,465213,109740651
(주)알티캐스트,85810,Dec-15,0,2572561,113685290,0,2572561,108756963
(주)알티캐스트,85810,Dec-16,0,0,170945346,0,0,103803105
(주)알티캐스트,85810,Dec-17,0,949110,171544134,0,0,106331567
(주)알티캐스트,85810,Dec-18,0,1013180,164474400,0,0,101835049
(주)알티캐스트,85810,Dec-19,0,1701552,169930839,0,0,95090420
(주)알파홀딩스,117670,Dec-11,,,,6230000,0,39078151
(주)알파홀딩스,117670,Dec-12,3465000,0,41210785,3465000,0,41347869
(주)알파홀딩스,117670,Dec-13,,,,0,0,38372719
(주)알파홀딩스,117670,Dec-14,0,0,66721029,0,0,67392982
(주)알파홀딩스,117670,Dec-15,,,,0,0,66699507
(주)알파홀딩스,117670,Dec-16,0,0,73894609,0,0,73886717
(주)알파홀딩스,117670,Dec-17,0,0,63151264,0,1000000,67409488
(주)알파홀딩스,117670,Dec-18,1480000,100000,102095474,1480000,241000,105442123
(주)알파홀딩스,117670,Dec-19,4840000,14700000,134595649,4840000,14840000,133776939
(주)애니플러스,310200,Dec-18,,,,,,
(주)애니플러스,310200,Dec-19,,,,,,
(주)애드바이오텍,179530,Dec-19,,,,,,
(주)액션스퀘어,205500,Dec-14,,,,,,
(주)액션스퀘어,205500,Dec-15,,,,0,0,35883611
(주)액션스퀘어,205500,Dec-16,,,,0,0,28514117
(주)액션스퀘어,205500,Dec-17,0,0,24963687,0,0,24636039
(주)액션스퀘어,205500,Dec-18,0,0,21132895,0,0,20926474
(주)액션스퀘어,205500,Dec-19,0,0,30255626,0,0,30870534
(주)액토즈소프트,52790,Dec-11,0,0,121236908,0,0,125422865
(주)액토즈소프트,52790,Dec-12,0,42800000,225833789,0,42800000,226660423
(주)액토즈소프트,52790,Dec-13,0,3481800,232029942,0,0,221846069
(주)액토즈소프트,52790,Dec-14,0,0,161276991,0,0,159210975
(주)액토즈소프트,52790,Dec-15,0,0,149330425,0,0,159627155
(주)액토즈소프트,52790,Dec-16,0,0,147737258,0,0,140470575
(주)액토즈소프트,52790,Dec-17,0,8182500,143736510,0,8182500,150265224
(주)액토즈소프트,52790,Dec-18,0,8138000,127196835,0,8138000,117710189
(주)액토즈소프트,52790,Dec-19,0,9187000,175372734,0,8287000,165726567
(주)액트로,290740,Dec-18,0,200000,89041422,0,200000,85806816
(주)액트로,290740,Dec-19,0,1000000,99003423,0,1000000,87495654
(주)앤디포스,238090,Dec-16,,,,651350,3335,88789864
(주)앤디포스,238090,Dec-17,,,,34270,0,92726264
(주)앤디포스,238090,Dec-18,0,785707,130369260,0,0,118791037
(주)앤디포스,238090,Dec-19,1080000,8575000,189924143,0,8000000,180062104
(주)앤씨앤,92600,Dec-11,,,,0,6343150,74336180
(주)앤씨앤,92600,Dec-12,0,5891050,77728028,0,5891050,77728948
(주)앤씨앤,92600,Dec-13,0,6502523,57554674,0,6502523,57558696
(주)앤씨앤,92600,Dec-14,0,4322087,56150455,0,4322087,56145766
(주)앤씨앤,92600,Dec-15,391630,4790171,67503519,0,4102000,65823023
(주)앤씨앤,92600,Dec-16,1336470,2519386,65331021,0,1853985,63671211
(주)앤씨앤,92600,Dec-17,916480,2615700,60379404,0,1535700,58644204
(주)앤씨앤,92600,Dec-18,2061640,2080000,54329936,0,0,52426532
(주)앤씨앤,92600,Dec-19,2900000,4833600,71516824,0,2315600,78739999
(주)야스,255440,Dec-17,0,0,126152861,0,0,125982691
(주)야스,255440,Dec-18,0,0,236578169,0,0,236987042
(주)야스,255440,Dec-19,1500000,0,214004929,0,0,212394252
(주)어스앤에어로스페이스,263540,Dec-17,,,,8585000,3660000,61475210
(주)어스앤에어로스페이스,263540,Dec-18,,,,10964940,8140000,70479383
(주)어스앤에어로스페이스,263540,Dec-19,,,,10560350,7902000,41897759
(주)얼라인드제네틱스,238120,Dec-16,0,0,25860714,0,0,26060933
(주)얼라인드제네틱스,238120,Dec-17,0,0,24307065,0,0,25187654
(주)얼라인드제네틱스,238120,Dec-18,0,0,23000867,0,0,23054467
(주)얼라인드제네틱스,238120,Dec-19,0,0,24619170,0,0,24461132
(주)에너토크,19990,Dec-11,,,,0,0,28586781
(주)에너토크,19990,Dec-12,,,,0,0,31616562
(주)에너토크,19990,Dec-13,,,,0,0,33420446
(주)에너토크,19990,Dec-14,,,,0,0,36813000
(주)에너토크,19990,Dec-15,,,,0,0,37716319
(주)에너토크,19990,Dec-16,0,0,42870809,0,0,42835616
(주)에너토크,19990,Dec-17,0,0,42508123,0,0,42797803
(주)에너토크,19990,Dec-18,0,0,43548601,0,0,44313228
(주)에너토크,19990,Dec-19,0,0,42867117,0,0,44109277
(주)에넥스,11090,Dec-11,10000000,17662890,119599167,10000000,17662890,118121783
(주)에넥스,11090,Dec-12,0,10309572,93219208,0,10309572,89972455
(주)에넥스,11090,Dec-13,5000000,12438152,107777389,5000000,12438152,107095102
(주)에넥스,11090,Dec-14,5000000,9900000,125570430,5000000,9900000,125002263
(주)에넥스,11090,Dec-15,0,10500000,126285552,0,10500000,125211851
(주)에넥스,11090,Dec-16,0,13500000,152746917,0,13500000,151414321
(주)에넥스,11090,Dec-17,0,13500000,171431594,0,13500000,169821831
(주)에넥스,11090,Dec-18,0,13500000,155415491,0,13500000,153789827
(주)에넥스,11090,Dec-19,0,13500000,132037408,0,13500000,130783877
(주)에스디생명공학,217480,Dec-17,1897367,1815660,128073431,0,0,126080836
(주)에스디생명공학,217480,Dec-18,6276685,16448121,150157174,4894110,14040971,139407312
(주)에스디생명공학,217480,Dec-19,7504083,14278700,137235392,6966750,13450000,125357556
(주)에스디시스템,121890,Dec-11,,,,0,0,43541136
(주)에스디시스템,121890,Dec-12,,,,0,0,41118686
(주)에스디시스템,121890,Dec-13,,,,0,0,34268674
(주)에스디시스템,121890,Dec-14,,,,375000,0,43012334
(주)에스디시스템,121890,Dec-15,,,,125000,1000000,42174707
(주)에스디시스템,121890,Dec-16,,,,0,1000000,42236507
(주)에스디시스템,121890,Dec-17,,,,0,9057007,35094048
(주)에스디시스템,121890,Dec-18,,,,0,6414520,34753913
(주)에스디시스템,121890,Dec-19,,,,0,1750000,24820711
(주)에스비에스,34120,Dec-11,288800,58807920,860880009,288800,58807920,848933837
(주)에스비에스,34120,Dec-12,228000,53526350,827393202,228000,53526350,824819398
(주)에스비에스,34120,Dec-13,0,22688950,804265037,0,22688950,801536224
(주)에스비에스,34120,Dec-14,0,54207104,798563400,0,54207104,799643924
(주)에스비에스,34120,Dec-15,0,41784640,934369946,0,41784640,933033828
(주)에스비에스,34120,Dec-16,0,69647020,894153403,0,69647020,895673723
(주)에스비에스,34120,Dec-17,116640,10083617,1092031606,0,9771168,1043991727
(주)에스비에스,34120,Dec-18,0,26266190,957646531,0,26149550,901859062
(주)에스비에스,34120,Dec-19,0,6367900,1247762888,0,6367900,1076011718
(주)에스비에스콘텐츠허브,46140,Dec-11,0,0,165574497,0,0,166941706
(주)에스비에스콘텐츠허브,46140,Dec-12,0,0,172338241,0,0,172314275
(주)에스비에스콘텐츠허브,46140,Dec-13,0,0,203084253,0,0,203210561
(주)에스비에스콘텐츠허브,46140,Dec-14,0,0,220630106,0,0,220820275
(주)에스비에스콘텐츠허브,46140,Dec-15,0,0,223891016,0,0,224520000
(주)에스비에스콘텐츠허브,46140,Dec-16,0,0,239635541,0,0,240014775
(주)에스비에스콘텐츠허브,46140,Dec-17,0,0,211510721,0,0,205045922
(주)에스비에스콘텐츠허브,46140,Dec-18,0,0,212504969,0,0,210641869
(주)에스비에스콘텐츠허브,46140,Dec-19,0,0,197100484,0,0,197213142
(주)에스씨디,42110,Dec-11,,,,0,2000000,65643542
(주)에스씨디,42110,Dec-12,,,,0,2000000,71276885
(주)에스씨디,42110,Dec-13,,,,0,0,80848080
(주)에스씨디,42110,Dec-14,,,,0,0,91874960
(주)에스씨디,42110,Dec-15,0,902423,110854905,0,0,109002354
(주)에스씨디,42110,Dec-16,0,866300,118406948,0,0,115698115
(주)에스씨디,42110,Dec-17,0,818250,120553513,0,0,117064333
(주)에스씨디,42110,Dec-18,0,813800,129128866,0,0,121029169
(주)에스씨디,42110,Dec-19,0,0,139154002,0,0,129808209
(주)에스아이리소스,65420,Dec-11,5518495,2122248,54084154,0,1195000,48345092
(주)에스아이리소스,65420,Dec-12,9404171,1071100,51080770,3000000,1071100,47724153
(주)에스아이리소스,65420,Dec-13,9175038,1882950,49379847,3000000,1882950,47233774
