회사명,거래소코드,회계년도,현금및현금성자산(IFRS연결),유동부채(IFRS연결),현금및현금성자산(IFRS개별),유동부채(IFRS개별)
에이치디씨현대이피(주),89470,Dec-17,22949932,292904893,10431299,237164070
에이치디씨현대이피(주),89470,Dec-18,17280706,261197053,5982350,212248056
에이치디씨현대이피(주),89470,Dec-19,30656023,217135089,11798649,184537366
에이치에스디엔진(주),82740,Dec-11,325415227,1216980979,320469577,1207088088
에이치에스디엔진(주),82740,Dec-12,94835220,717758283,94678542,710931856
에이치에스디엔진(주),82740,Dec-13,41595115,538142917,41258747,527886845
에이치에스디엔진(주),82740,Dec-14,44998938,529674787,40970490,513205062
에이치에스디엔진(주),82740,Dec-15,45482382,530319316,43734483,516006741
에이치에스디엔진(주),82740,Dec-16,72820704,672775012,71428048,662425148
에이치에스디엔진(주),82740,Dec-17,72235836,526315397,70450917,521501479
에이치에스디엔진(주),82740,Dec-18,59806017,490257811,58972161,488831759
에이치에스디엔진(주),82740,Dec-19,21128921,620724987,20359389,619009152
에이치엘비(주),28300,Dec-11,3549105,29254510,2027896,11184036
에이치엘비(주),28300,Dec-12,1357719,18644404,902977,5072529
에이치엘비(주),28300,Dec-13,1246705,18179305,1049089,17077533
에이치엘비(주),28300,Dec-14,10195388,22346628,10043781,21207163
에이치엘비(주),28300,Dec-15,4367551,24441072,3491893,23280495
에이치엘비(주),28300,Dec-16,9368628,15423828,8018202,12654472
에이치엘비(주),28300,Dec-17,7346888,42332831,6970486,37164060
에이치엘비(주),28300,Dec-18,30225830,20917581,13746388,10073128
에이치엘비(주),28300,Dec-19,40855235,67698778,13329161,10054066
에이치엘비글로벌(주),3580,Dec-11,4385983,24686930,3076377,15069859
에이치엘비글로벌(주),3580,Dec-12,2132566,20390350,1739870,14672606
에이치엘비글로벌(주),3580,Dec-13,2341814,22350312,1388701,17482956
에이치엘비글로벌(주),3580,Dec-14,5050696,23126206,3292603,17405051
에이치엘비글로벌(주),3580,Dec-15,,,2592550,18589408
에이치엘비글로벌(주),3580,Dec-16,,,4693829,11161790
에이치엘비글로벌(주),3580,Dec-17,,,3443798,9695681
에이치엘비글로벌(주),3580,Dec-18,21902002,62377170,20843662,57620694
에이치엘비글로벌(주),3580,Dec-19,18616757,31399540,18156841,29272439
에이치엘비생명과학(주),67630,Dec-11,,,2120514,27613158
에이치엘비생명과학(주),67630,Dec-12,747475,23901201,586509,22824654
에이치엘비생명과학(주),67630,Dec-13,2309467,29656975,2309467,27746633
에이치엘비생명과학(주),67630,Dec-14,2491271,15231731,319510,12718549
에이치엘비생명과학(주),67630,Dec-15,15598832,14532922,15342754,10955974
에이치엘비생명과학(주),67630,Dec-16,4203150,36721095,1329131,4865142
에이치엘비생명과학(주),67630,Dec-17,13444638,36550926,5070342,7505636
에이치엘비생명과학(주),67630,Dec-18,16863505,48638695,15695321,23638358
에이치엘비생명과학(주),67630,Dec-19,36768747,39844715,26889298,10221992
에이치엘비제약(주),47920,Dec-15,,,5489177,6955369
에이치엘비제약(주),47920,Dec-16,,,3833171,6858347
에이치엘비제약(주),47920,Dec-17,,,5369472,17741176
에이치엘비제약(주),47920,Dec-18,3050132,16223556,1562648,14428447
에이치엘비제약(주),47920,Dec-19,2743841,23091634,2743106,24184020
에이치엘비테라퓨틱스(주),115450,Dec-11,9225787,41180958,2315538,21565737
에이치엘비테라퓨틱스(주),115450,Dec-12,7986267,32532028,3160486,15339044
에이치엘비테라퓨틱스(주),115450,Dec-13,3854633,23738624,2178650,13743191
에이치엘비테라퓨틱스(주),115450,Dec-14,1894670,30808252,1355658,6622057
에이치엘비테라퓨틱스(주),115450,Dec-15,5776265,4545938,3137508,4163353
에이치엘비테라퓨틱스(주),115450,Dec-16,4283471,13073035,3431605,12739491
에이치엘비테라퓨틱스(주),115450,Dec-17,5407080,16804904,3039157,16438405
에이치엘비테라퓨틱스(주),115450,Dec-18,16654052,23685877,14507543,23227862
에이치엘비테라퓨틱스(주),115450,Dec-19,43198156,60107619,40924494,59710760
에이치엠엠(주),11200,Dec-11,679372000,1847885000,589638000,1851395000
에이치엠엠(주),11200,Dec-12,778075000,2069425000,624894000,1854801000
에이치엠엠(주),11200,Dec-13,868455000,4369680000,614139000,3773266000
에이치엠엠(주),11200,Dec-14,450866000,3869042000,293117000,3649478000
에이치엠엠(주),11200,Dec-15,203569000,3212153000,118764000,3137329000
에이치엠엠(주),11200,Dec-16,533674000,810295000,452275000,803416000
에이치엠엠(주),11200,Dec-17,676365000,680218000,568566000,643832000
에이치엠엠(주),11200,Dec-18,562901000,1105603000,277333000,1085425000
에이치엠엠(주),11200,Dec-19,645092000,1683674000,413634000,1644247000
에이케이홀딩스(주),6840,Dec-11,74101681,371846821,48044412,163829115
에이케이홀딩스(주),6840,Dec-12,16236293,151177557,8550677,5228565
에이케이홀딩스(주),6840,Dec-13,104844519,1351772260,2424304,87779216
에이케이홀딩스(주),6840,Dec-14,134948969,1273322616,962,37578163
에이케이홀딩스(주),6840,Dec-15,274036505,1232855273,1771781,53165665
에이케이홀딩스(주),6840,Dec-16,388368229,1314767741,1825761,49806004
에이케이홀딩스(주),6840,Dec-17,330383570,1307593984,2338287,50854184
에이케이홀딩스(주),6840,Dec-18,511412915,1331030391,2651013,41856055
에이케이홀딩스(주),6840,Dec-19,284885465,1565481508,2422230,93390214
에이테크솔루션(주),71670,Dec-11,355222,81651344,278686,71458547
에이테크솔루션(주),71670,Dec-12,422560,109151443,399153,98637154
에이테크솔루션(주),71670,Dec-13,420999,93647042,152893,82707694
에이테크솔루션(주),71670,Dec-14,388161,103576600,272665,91389269
에이테크솔루션(주),71670,Dec-15,1273012,99476298,1069719,86911664
에이테크솔루션(주),71670,Dec-16,1984614,80890726,1757553,65383836
에이테크솔루션(주),71670,Dec-17,405135,89378854,192287,74166559
에이테크솔루션(주),71670,Dec-18,852886,103318049,153299,84041513
에이테크솔루션(주),71670,Dec-19,545465,113185763,295929,93362983
에이프로젠제약(주),3060,Dec-11,12774739,34067475,12521434,28553257
에이프로젠제약(주),3060,Dec-12,14204052,18826230,13867792,11938129
에이프로젠제약(주),3060,Dec-13,17973141,9544634,16064498,8187198
에이프로젠제약(주),3060,Dec-14,9332040,10399388,8393582,8847053
에이프로젠제약(주),3060,Dec-15,17928062,9885038,15191559,7194316
에이프로젠제약(주),3060,Dec-16,26216124,45150062,24028314,41966679
에이프로젠제약(주),3060,Dec-17,23784457,33969562,22528004,31534276
에이프로젠제약(주),3060,Dec-18,21630495,62042788,19814437,60079502
에이프로젠제약(주),3060,Dec-19,30296955,10814790,11770070,33842453
에이피시스템(주),265520,Dec-17,62725995,342537438,62719670,342537438
에이피시스템(주),265520,Dec-18,34483471,291103024,33037904,290814590
에이피시스템(주),265520,Dec-19,30046318,286807571,27776141,285970845
에이피에스홀딩스(주),54620,Dec-11,48917536,165828498,46476619,163447005
에이피에스홀딩스(주),54620,Dec-12,41959288,100990615,41349134,100162635
에이피에스홀딩스(주),54620,Dec-13,32927362,56939361,31857939,55601270
에이피에스홀딩스(주),54620,Dec-14,18347672,60178015,17831811,58759325
에이피에스홀딩스(주),54620,Dec-15,7502070,157801626,4805861,133685760
에이피에스홀딩스(주),54620,Dec-16,105480125,295503323,96009598,273445328
에이피에스홀딩스(주),54620,Dec-17,8092489,21478413,1931152,4285818
에이피에스홀딩스(주),54620,Dec-18,11880428,20784120,6424347,4404454
에이피에스홀딩스(주),54620,Dec-19,5910962,43557314,1626755,7673193
에이피위성(주),211270,Dec-16,,,47733992,5112018
에이피위성(주),211270,Dec-17,,,45693973,21208348
에이피위성(주),211270,Dec-18,,,51814820,17916585
에이피위성(주),211270,Dec-19,,,53920380,19525561
에이피티씨(주),89970,Dec-18,,,15774132,11072338
에이피티씨(주),89970,Dec-19,41333484,5793140,18369011,5793025
에코바이오홀딩스(주),38870,Dec-11,918566,34846042,554662,9867850
에코바이오홀딩스(주),38870,Dec-12,3677869,53080652,2520466,15313199
에코바이오홀딩스(주),38870,Dec-13,1629928,62947567,1004735,29639899
에코바이오홀딩스(주),38870,Dec-14,493596,67456599,335731,34200161
에코바이오홀딩스(주),38870,Dec-15,3729978,49279474,3683143,23297081
에코바이오홀딩스(주),38870,Dec-16,596163,31806313,248488,12404656
에코바이오홀딩스(주),38870,Dec-17,1508180,24408983,969092,16430441
에코바이오홀딩스(주),38870,Dec-18,1162040,63235225,824208,32137343
에코바이오홀딩스(주),38870,Dec-19,5789823,10343642,6434896,6580018
에코캡(주),128540,Dec-18,19591601,36257731,17328608,33215340
에코캡(주),128540,Dec-19,14338995,40952956,11159483,35657034
에코플라스틱(주),38110,Dec-11,19093476,175634778,18974438,122992923
에코플라스틱(주),38110,Dec-12,1901013,269902875,123258,111855606
에코플라스틱(주),38110,Dec-13,3374008,253119736,293515,128861020
에코플라스틱(주),38110,Dec-14,5456481,340109471,1075884,148004552
에코플라스틱(주),38110,Dec-15,6932612,341283646,110225,171511341
에코플라스틱(주),38110,Dec-16,4033715,370690028,91172,163746225
에코플라스틱(주),38110,Dec-17,7574487,376712375,375184,154894211
에코플라스틱(주),38110,Dec-18,6468734,418719379,321124,173462963
에코플라스틱(주),38110,Dec-19,6822787,439243978,248908,207590804
에프엔에스테크(주),83500,Dec-17,,,7459675,12152057
에프엔에스테크(주),83500,Dec-18,,,15917274,13609471
에프엔에스테크(주),83500,Dec-19,,,22173446,21055327
엑스큐어(주),70300,Dec-11,,,4323275,3187995
엑스큐어(주),70300,Dec-12,,,3979191,1897414
엑스큐어(주),70300,Dec-13,,,2764861,1707484
엑스큐어(주),70300,Dec-14,,,2682522,2248755
엑스큐어(주),70300,Dec-15,,,3994759,4066621
엑스큐어(주),70300,Dec-16,,,1341087,3406819
엑스큐어(주),70300,Dec-17,,,2504889,2708135
엑스큐어(주),70300,Dec-18,,,1587050,2374808
엑스큐어(주),70300,Dec-19,,,1839924,1855865
엔브이에이치코리아(주),67570,Dec-13,86515048,174304306,57188068,93432380
엔브이에이치코리아(주),67570,Dec-14,49640426,159037526,14306263,75389950
엔브이에이치코리아(주),67570,Dec-15,70035285,215121061,55668064,128692123
엔브이에이치코리아(주),67570,Dec-16,61148298,257867116,46188613,91526999
엔브이에이치코리아(주),67570,Dec-17,100809504,221809658,46850206,79923441
엔브이에이치코리아(주),67570,Dec-18,85049154,364176844,184480,164036787
엔브이에이치코리아(주),67570,Dec-19,76665644,437600737,3767386,174764693
엔시트론(주),101400,Dec-11,4247000,11293088,4209867,11293088
엔시트론(주),101400,Dec-12,4404681,15057580,2965992,14855561
엔시트론(주),101400,Dec-13,2901256,19471428,1005986,18138007
엔시트론(주),101400,Dec-14,4613583,28810357,3526440,25737771
엔시트론(주),101400,Dec-15,1242718,19822623,439459,18893005
엔시트론(주),101400,Dec-16,1442570,15827230,855709,15907963
엔시트론(주),101400,Dec-17,639756,13527992,155963,14335383
엔시트론(주),101400,Dec-18,580958,9770139,264947,8044871
엔시트론(주),101400,Dec-19,694962,9109702,214922,7741488
엔에이치엔(주),181710,Dec-13,276890605,119680670,141044249,65488752
엔에이치엔(주),181710,Dec-14,208224121,152020248,37032555,39799803
엔에이치엔(주),181710,Dec-15,260398763,232901428,47715570,93024525
엔에이치엔(주),181710,Dec-16,301465055,267565458,82127661,116146930
엔에이치엔(주),181710,Dec-17,368068177,396358599,62588338,141945215
엔에이치엔(주),181710,Dec-18,385498125,562479428,8772347,109956140
엔에이치엔(주),181710,Dec-19,457386793,532787711,14842283,49479348
엔에이치엔한국사이버결제(주),60250,Dec-11,26828751,35845402,25868966,35844302
엔에이치엔한국사이버결제(주),60250,Dec-12,29643029,39225372,28361632,38886853
엔에이치엔한국사이버결제(주),60250,Dec-13,26565612,42901810,22278859,42549005
엔에이치엔한국사이버결제(주),60250,Dec-14,72546897,64799097,72133814,64583218
엔에이치엔한국사이버결제(주),60250,Dec-15,63770358,67620467,63471353,67229154
엔에이치엔한국사이버결제(주),60250,Dec-16,65096020,88103050,59869101,85325857
엔에이치엔한국사이버결제(주),60250,Dec-17,68993237,97789708,66589795,97049598
엔에이치엔한국사이버결제(주),60250,Dec-18,88771902,145915288,86544506,144968728
엔에이치엔한국사이버결제(주),60250,Dec-19,126940972,179874224,125626020,179575095
엔피씨(주),4250,Dec-11,17698406,81998956,13678716,73485227
엔피씨(주),4250,Dec-12,10261157,83539108,4625564,70915936
엔피씨(주),4250,Dec-13,6537986,87419276,4626581,70459306
엔피씨(주),4250,Dec-14,7789259,91347704,777765,80685881
엔피씨(주),4250,Dec-15,5276002,120119718,492032,103016384
엔피씨(주),4250,Dec-16,47353919,140659938,41125808,118209827
엔피씨(주),4250,Dec-17,52845043,119201699,46976082,100816145
엔피씨(주),4250,Dec-18,39638639,122451650,29465592,92928401
엔피씨(주),4250,Dec-19,47835337,99474773,28740950,70344110
엘브이엠씨홀딩스(주),900140,Dec-11,4762282,16155235,,
엘브이엠씨홀딩스(주),900140,Dec-12,15631311,27014541,,
엘브이엠씨홀딩스(주),900140,Dec-13,95267501,46385728,,
엘브이엠씨홀딩스(주),900140,Dec-14,26031927,84999242,,
엘브이엠씨홀딩스(주),900140,Dec-15,13840146,156434872,,
엘브이엠씨홀딩스(주),900140,Dec-16,8138966,250391737,,
엘브이엠씨홀딩스(주),900140,Dec-17,23595200,175773250,,
엘브이엠씨홀딩스(주),900140,Dec-18,26124076,227045129,,
엘브이엠씨홀딩스(주),900140,Dec-19,12047721,280278660,,
엘비세미콘(주),61970,Dec-11,,,1725809,41505817
엘비세미콘(주),61970,Dec-12,,,6262366,59656992
엘비세미콘(주),61970,Dec-13,,,7884748,86119311
엘비세미콘(주),61970,Dec-14,,,8104650,76612582
엘비세미콘(주),61970,Dec-15,,,7475307,89855061
엘비세미콘(주),61970,Dec-16,,,15069489,75759636
엘비세미콘(주),61970,Dec-17,,,23577680,92401432
엘비세미콘(주),61970,Dec-18,11749905,147457844,8891809,124103221
엘비세미콘(주),61970,Dec-19,27831617,187744742,16285637,153250365
엘아이지넥스원(주),79550,Dec-15,34855778,1129887428,34550918,1129695015
엘아이지넥스원(주),79550,Dec-16,12285454,1129808129,11632566,1129649084
엘아이지넥스원(주),79550,Dec-17,89260774,1138936901,88864496,1139036590
엘아이지넥스원(주),79550,Dec-18,,,53258076,1305868768
엘아이지넥스원(주),79550,Dec-19,28650469,1237491234,27569615,1235666498
엘에스전선아시아(주),229640,Dec-16,28473318,138184068,5683816,321633
엘에스전선아시아(주),229640,Dec-17,29968276,136569958,1606502,354655
엘에스전선아시아(주),229640,Dec-18,9168769,189516864,351919,354140
엘에스전선아시아(주),229640,Dec-19,22475797,191705559,105540,10579251
엘지디스플레이(주),34220,Dec-11,1517977000,9911434000,604890000,9485333000
엘지디스플레이(주),34220,Dec-12,2338661000,9206158000,1400566000,9132943000
엘지디스플레이(주),34220,Dec-13,1021870000,6788919000,253059000,6754175000
엘지디스플레이(주),34220,Dec-14,889839000,7549556000,100558000,7550330000
엘지디스플레이(주),34220,Dec-15,751662000,6606712000,108044000,6505979000
엘지디스플레이(주),34220,Dec-16,1558696000,7058219000,259467000,6176344000
엘지디스플레이(주),34220,Dec-17,2602560000,8978682000,566408000,7394605000
엘지디스플레이(주),34220,Dec-18,2365022000,9954483000,473283000,7416630000
엘지디스플레이(주),34220,Dec-19,3336003000,10984976000,1105245000,9140483000
엘지전자(주),66570,Dec-11,2345465000,14214522000,1364211000,8871191000
엘지전자(주),66570,Dec-12,1832190000,12815912000,1114246000,8360961000
엘지전자(주),66570,Dec-13,2645270000,15014004000,1298349000,9346331000
엘지전자(주),66570,Dec-14,2244406000,15754349000,913208000,10044114000
엘지전자(주),66570,Dec-15,2710156000,14779691000,678221000,9750390000
엘지전자(주),66570,Dec-16,3015137000,15744364000,1181725000,10543126000
엘지전자(주),66570,Dec-17,3350597000,17536470000,1586258000,11475924000
엘지전자(주),66570,Dec-18,4270388000,17135029000,1109883000,10758238000
엘지전자(주),66570,Dec-19,4777368000,17657916000,918795000,10540720000
엘컴텍(주),37950,Dec-11,3079119,150596648,593376,116672938
엘컴텍(주),37950,Dec-12,1181762,135681893,587651,119737253
엘컴텍(주),37950,Dec-13,6605927,28332263,3218975,14157198
엘컴텍(주),37950,Dec-14,4548941,30355645,2857883,21968127
엘컴텍(주),37950,Dec-15,7556999,19650052,2124967,16201251
엘컴텍(주),37950,Dec-16,7503565,10724710,4016529,6864764
엘컴텍(주),37950,Dec-17,7836749,11128718,1758101,4837584
엘컴텍(주),37950,Dec-18,5276991,5151004,2292323,3757410
엘컴텍(주),37950,Dec-19,5283904,7113286,4571611,5972481
엘티씨(주),170920,Dec-13,,,18528948,7593010
엘티씨(주),170920,Dec-14,15127671,8750283,10569430,7737773
엘티씨(주),170920,Dec-15,22338136,28683000,18037176,14894187
엘티씨(주),170920,Dec-16,23447795,26650483,18799305,13933653
엘티씨(주),170920,Dec-17,13924133,31500816,12323091,16984424
엘티씨(주),170920,Dec-18,26940853,49427163,7158408,25957405
엘티씨(주),170920,Dec-19,22533646,51983221,12061415,31161246
엠에프엠코리아(주),323230,Dec-19,,,,
엠케이전자(주),33160,Dec-11,34745622,183205684,23896363,156206515
엠케이전자(주),33160,Dec-12,30476340,155134475,20707583,112552467
엠케이전자(주),33160,Dec-13,30884701,189667213,7696445,107309004
엠케이전자(주),33160,Dec-14,26991440,213152633,7970007,99744942
엠케이전자(주),33160,Dec-15,48911973,400868901,6603497,118357362
엠케이전자(주),33160,Dec-16,46704482,511062208,6884311,143319369
엠케이전자(주),33160,Dec-17,35032202,292113294,10724863,128304395
엠케이전자(주),33160,Dec-18,39371131,328957909,12349003,169807819
엠케이전자(주),33160,Dec-19,27613409,337541775,4820219,177363218
영보화학(주),14440,Dec-11,6552219,40558912,3515937,39226356
영보화학(주),14440,Dec-12,5937913,57919091,3652534,49440309
영보화학(주),14440,Dec-13,9489749,65371719,7257874,58092260
영보화학(주),14440,Dec-14,10828037,63739368,5667796,54820399
영보화학(주),14440,Dec-15,17174609,61172297,8176449,51064111
영보화학(주),14440,Dec-16,24957334,63875625,10739233,46481858
영보화학(주),14440,Dec-17,36739677,35224207,29532349,29144794
영보화학(주),14440,Dec-18,29369435,32246184,14289544,21177370
영보화학(주),14440,Dec-19,31693453,33567904,24076437,18907664
영신금속공업(주),7530,Dec-11,,,1610708,37400233
영신금속공업(주),7530,Dec-12,,,3782254,42878539
영신금속공업(주),7530,Dec-13,2330906,46103544,2091377,46096301
영신금속공업(주),7530,Dec-14,4690520,48291282,1360772,42831533
영신금속공업(주),7530,Dec-15,5381936,48729387,2773088,48623825
영신금속공업(주),7530,Dec-16,2386520,61347830,1977436,58694869
영신금속공업(주),7530,Dec-17,1315450,75009809,940933,67403532
영신금속공업(주),7530,Dec-18,8933465,67303827,8879558,63433155
영신금속공업(주),7530,Dec-19,8873301,74047702,8253232,69397163
영진약품(주),3520,Dec-11,,,6627973,37534218
영진약품(주),3520,Dec-12,,,2670008,38379682
영진약품(주),3520,Dec-13,,,8449861,39397705
영진약품(주),3520,Dec-14,,,1139092,42950067
영진약품(주),3520,Dec-15,,,4523038,42220015
영진약품(주),3520,Dec-16,,,1669606,42918060
영진약품(주),3520,Dec-17,,,4185003,37468910
영진약품(주),3520,Dec-18,,,1833736,38102514
영진약품(주),3520,Dec-19,,,651873,39787136
영풍정밀(주),36560,Dec-11,,,8887224,27800681
영풍정밀(주),36560,Dec-12,,,8386177,25545632
영풍정밀(주),36560,Dec-13,,,10270583,16885094
영풍정밀(주),36560,Dec-14,,,13855916,16097765
영풍정밀(주),36560,Dec-15,,,7962274,13029076
영풍정밀(주),36560,Dec-16,,,14643766,13722107
영풍정밀(주),36560,Dec-17,,,13595363,11450291
영풍정밀(주),36560,Dec-18,,,17032166,13905236
영풍정밀(주),36560,Dec-19,,,19389385,14655971
영풍제지(주),6740,Dec-11,,,5747353,7768220
영풍제지(주),6740,Dec-12,,,21797157,10074043
영풍제지(주),6740,Dec-13,,,11986145,8299437
영풍제지(주),6740,Dec-14,,,9288803,13093809
영풍제지(주),6740,Dec-15,,,7178533,15972651
영풍제지(주),6740,Dec-16,,,9394796,18445386
영풍제지(주),6740,Dec-17,,,8284377,29495599
영풍제지(주),6740,Dec-18,,,14599719,26003876
영풍제지(주),6740,Dec-19,11793314,17013787,11237840,17011405
영화금속(주),12280,Dec-11,1078906,68863744,702549,47352384
영화금속(주),12280,Dec-12,845864,49750701,813896,33668645
영화금속(주),12280,Dec-13,969192,41630771,791303,30193699
영화금속(주),12280,Dec-14,,,486435,37423322
영화금속(주),12280,Dec-15,,,4205133,37720976
영화금속(주),12280,Dec-16,,,6092293,40950070
영화금속(주),12280,Dec-17,,,3483960,54458412
영화금속(주),12280,Dec-18,,,10647964,77482984
영화금속(주),12280,Dec-19,,,5925871,64349858
영화테크(주),265560,Dec-17,13254203,12373418,10883375,9085868
영화테크(주),265560,Dec-18,3388640,8913460,2516235,6907755
영화테크(주),265560,Dec-19,1877609,9214201,1500173,8423873
예스이십사(주),53280,Dec-11,15805765,62102857,15805765,62102857
예스이십사(주),53280,Dec-12,,,32438925,68628214
예스이십사(주),53280,Dec-13,,,10778292,70098741
예스이십사(주),53280,Dec-14,12687093,182134912,10682461,77169508
예스이십사(주),53280,Dec-15,17691995,86390629,16675076,80559283
예스이십사(주),53280,Dec-16,39272068,104259164,36852313,97883257
예스이십사(주),53280,Dec-17,7316178,118033126,6063748,112502231
예스이십사(주),53280,Dec-18,10807527,127604992,7581063,123659332
예스이십사(주),53280,Dec-19,7201295,152981229,5098891,146656437
오가닉티코스메틱스홀딩스컴퍼니리미티드,900300,Dec-15,25162712,26953981,,
오가닉티코스메틱스홀딩스컴퍼니리미티드,900300,Dec-16,102944115,27189426,,
오가닉티코스메틱스홀딩스컴퍼니리미티드,900300,Dec-17,118306496,27987942,,
오가닉티코스메틱스홀딩스컴퍼니리미티드,900300,Dec-18,124261894,27014582,,
오가닉티코스메틱스홀딩스컴퍼니리미티드,900300,Dec-19,102829540,23991068,,
오로라월드(주),39830,Dec-11,11160006,64682185,4439925,51007441
오로라월드(주),39830,Dec-12,5626877,63414877,1989845,40287472
오로라월드(주),39830,Dec-13,8697193,86970855,5207486,49966690
오로라월드(주),39830,Dec-14,8534459,67845469,6123083,50036353
오로라월드(주),39830,Dec-15,17339671,81435188,12154790,49367460
오로라월드(주),39830,Dec-16,15147378,82197654,10387760,52096046
오로라월드(주),39830,Dec-17,16761367,93328573,12011930,62145168
오로라월드(주),39830,Dec-18,7856205,83870395,3374355,59931188
오로라월드(주),39830,Dec-19,11128272,111465750,4055444,78282218
오상자이엘(주),53980,Dec-11,3406239,23682562,2942830,18645342
오상자이엘(주),53980,Dec-12,3031135,17174304,2563464,20824593
오상자이엘(주),53980,Dec-13,5470348,21914074,5183861,25315894
오상자이엘(주),53980,Dec-14,3945731,26550051,3385445,30977080
오상자이엘(주),53980,Dec-15,7903401,21972420,7556597,27394590
오상자이엘(주),53980,Dec-16,11003550,32964111,10502780,38600836
오상자이엘(주),53980,Dec-17,6835796,31009620,4596391,32725607
오상자이엘(주),53980,Dec-18,9862021,34105364,6282946,33198096
오상자이엘(주),53980,Dec-19,7489347,36047817,5202512,33841791
오성첨단소재(주),52420,Dec-11,106685580,190445418,14445776,56822440
오성첨단소재(주),52420,Dec-12,3546147,155973915,3504088,155922476
오성첨단소재(주),52420,Dec-13,3807624,197101169,3713687,196981333
오성첨단소재(주),52420,Dec-14,5140891,19396609,5072124,19267009
오성첨단소재(주),52420,Dec-15,4917173,22041180,4895912,21981947
오성첨단소재(주),52420,Dec-16,16528712,9294352,16499579,9195805
오성첨단소재(주),52420,Dec-17,31852638,25338286,28518641,25221295
오성첨단소재(주),52420,Dec-18,34344684,6399850,34252322,6393123
오성첨단소재(주),52420,Dec-19,72570064,9741347,71577528,9562831
오션브릿지(주),241790,Dec-16,,,25075418,4870885
오션브릿지(주),241790,Dec-17,14010791,17736784,7790904,14701257
오션브릿지(주),241790,Dec-18,21033010,26492784,18270702,19654369
오션브릿지(주),241790,Dec-19,15692166,13038160,13901524,7785739
오스템임플란트(주),48260,Dec-11,17650843,161945254,8724814,132764992
오스템임플란트(주),48260,Dec-12,31911976,187992919,21850754,136471172
오스템임플란트(주),48260,Dec-13,42470253,198941774,24817008,144326458
오스템임플란트(주),48260,Dec-14,70316174,252349907,52003381,181481606
오스템임플란트(주),48260,Dec-15,87221405,243932811,53621505,187561925
오스템임플란트(주),48260,Dec-16,75581732,324868246,28503471,229537243
오스템임플란트(주),48260,Dec-17,111039981,352273769,60010859,265296923
오스템임플란트(주),48260,Dec-18,111453868,479642954,59250854,340279206
오스템임플란트(주),48260,Dec-19,122643375,531560995,60304761,372018492
올리패스(주),244460,Dec-19,29985274,21623398,25955657,13028204
올릭스(주),226950,Dec-18,2812753,314094,2603051,312712
올릭스(주),226950,Dec-19,4954473,2754476,4845757,3410114
옴니시스템(주),57540,Dec-11,3061588,29540579,2586978,17403346
옴니시스템(주),57540,Dec-12,8155450,19929823,7895948,10341989
옴니시스템(주),57540,Dec-13,6686606,17738112,5475540,9977171
옴니시스템(주),57540,Dec-14,3874253,18467570,2747690,12954439
옴니시스템(주),57540,Dec-15,9768648,21311537,4669017,16548723
옴니시스템(주),57540,Dec-16,8331975,25862805,4150423,21940501
옴니시스템(주),57540,Dec-17,15318348,45292218,13299677,42675659
옴니시스템(주),57540,Dec-18,19915211,28507287,16804946,25825641
옴니시스템(주),57540,Dec-19,14961236,35154559,11856114,32628191
옵티시스(주),109080,Dec-11,,,3693018,3150720
옵티시스(주),109080,Dec-12,,,1593449,2092886
옵티시스(주),109080,Dec-13,,,4042973,5391851
옵티시스(주),109080,Dec-14,,,6934831,4747895
옵티시스(주),109080,Dec-15,,,7077066,4810189
옵티시스(주),109080,Dec-16,,,8343180,6018027
옵티시스(주),109080,Dec-17,,,5800089,3823578
옵티시스(주),109080,Dec-18,,,11461287,3294086
옵티시스(주),109080,Dec-19,,,9466826,3878854
와이더블유(주),51390,Dec-11,6234663,4256155,5957388,4004906
와이더블유(주),51390,Dec-12,9008144,9014919,8140591,8241889
와이더블유(주),51390,Dec-13,6990344,8218250,6090058,8137315
와이더블유(주),51390,Dec-14,2453729,14010305,1803825,13971724
와이더블유(주),51390,Dec-15,6806218,11201360,6521400,11193947
와이더블유(주),51390,Dec-16,3008424,5286924,2647998,5176432
와이더블유(주),51390,Dec-17,7426296,19681498,7234976,19628997
와이더블유(주),51390,Dec-18,2547723,12839174,2013010,12784758
와이더블유(주),51390,Dec-19,308952,17510413,90934,17463430
와이아이케이(주),232140,Dec-15,,,,
와이아이케이(주),232140,Dec-16,,,,
와이아이케이(주),232140,Dec-17,5207911,41714479,4011364,40116740
와이아이케이(주),232140,Dec-18,22939966,23780291,20122622,4150096
와이아이케이(주),232140,Dec-19,23026945,76697101,20497834,54317699
와이엠씨(주),155650,Dec-12,,,1990985,6726216
와이엠씨(주),155650,Dec-13,7633774,6064277,5258721,6183370
와이엠씨(주),155650,Dec-14,7045837,7142214,6510832,5876268
와이엠씨(주),155650,Dec-15,10333489,10318103,9580576,6540064
와이엠씨(주),155650,Dec-16,21732003,42168694,20360310,38297693
와이엠씨(주),155650,Dec-17,39761631,148505867,31014248,144665252
와이엠씨(주),155650,Dec-18,39593102,88797759,35096899,85535299
와이엠씨(주),155650,Dec-19,18972246,44484457,16689297,44405439
와이엠티(주),251370,Dec-17,22422478,24209113,9013510,20806912
와이엠티(주),251370,Dec-18,27605310,25975523,7844819,19431898
와이엠티(주),251370,Dec-19,41750906,45463225,23867698,34337767
와토스코리아(주),79000,Dec-11,,,2719684,3629202
와토스코리아(주),79000,Dec-12,,,3152093,2110519
와토스코리아(주),79000,Dec-13,,,3060288,2361597
