회사명,거래소코드,회계년도,매출액(IFRS연결),매출채권(IFRS연결),재고자산(IFRS연결),매출액(IFRS개별),매출채권(IFRS개별),재고자산(IFRS개별)
대동금속(주),20400,Dec-14,,,,60523408,10671339,5235891
대동금속(주),20400,Dec-15,,,,59822981,7846050,4842350
대동금속(주),20400,Dec-16,,,,61096103,10424345,5206530
대동금속(주),20400,Dec-17,,,,74709305,12334480,7713574
대동금속(주),20400,Dec-18,,,,80862657,13764297,8653123
대동금속(주),20400,Dec-19,,,,88529123,15220615,10840810
대동기어(주),8830,Dec-11,,,,132310704,25933817,21594216
대동기어(주),8830,Dec-12,,,,115116115,23080474,13358975
대동기어(주),8830,Dec-13,,,,117973433,30563916,19679103
대동기어(주),8830,Dec-14,,,,127512682,36465694,21075311
대동기어(주),8830,Dec-15,,,,114853907,27411204,25455533
대동기어(주),8830,Dec-16,,,,92871384,21958430,27840894
대동기어(주),8830,Dec-17,,,,113492983,29229818,27185151
대동기어(주),8830,Dec-18,,,,131996658,20534299,28858861
대동기어(주),8830,Dec-19,,,,143079332,26902503,28040832
대림비앤코(주),5750,Dec-11,88647733,42212719,18281930,88522467,42011266,17201569
대림비앤코(주),5750,Dec-12,101527269,41333909,23808890,100101321,41015261,21679480
대림비앤코(주),5750,Dec-13,116283003,48566364,20443431,115385690,49543633,15760000
대림비앤코(주),5750,Dec-14,147479703,53146762,25591335,141868409,52312399,20592614
대림비앤코(주),5750,Dec-15,180938863,59888111,37842589,171601003,58455163,33065306
대림비앤코(주),5750,Dec-16,209090130,65355059,38141257,196442878,65068630,33590159
대림비앤코(주),5750,Dec-17,232886930,66447438,35634675,218856107,64901020,31796832
대림비앤코(주),5750,Dec-18,247179477,51041602,41157871,238215856,56363840,40629316
대림비앤코(주),5750,Dec-19,236449075,54854076,49194400,234711849,55976474,48603328
대림통상(주),6570,Dec-11,174219994,64006746,42905400,143241074,81918327,29700241
대림통상(주),6570,Dec-12,163626776,59325222,40277450,141653955,76590773,28659487
대림통상(주),6570,Dec-13,160796628,64857193,40873842,140058989,70780598,29712460
대림통상(주),6570,Dec-14,166403320,57452787,46047492,151672628,71987041,33604543
대림통상(주),6570,Dec-15,167699118,52640375,45303983,151353000,69232396,32952551
대림통상(주),6570,Dec-16,174368925,55176291,43489558,158197468,65832265,31167830
대림통상(주),6570,Dec-17,197246677,61541524,46664685,183331404,71376300,35446868
대림통상(주),6570,Dec-18,201252856,57660576,47261414,184186211,68539289,36140841
대림통상(주),6570,Dec-19,183586182,46050069,51144765,161928026,45812211,38431295
대모엔지니어링(주),317850,Dec-19,44996482,7345657,12595919,42446435,10210649,9400956
대보마그네틱(주),290670,Dec-18,,,,20620188,2684581,4940475
대보마그네틱(주),290670,Dec-19,,,,23870075,3312694,4662549
대봉엘에스(주),78140,Dec-11,37982328,13458524,6510624,37278932,13102618,6197327
대봉엘에스(주),78140,Dec-12,44374579,16867349,7677121,41788710,16211422,7337004
대봉엘에스(주),78140,Dec-13,43776592,16491598,8634881,39207562,15587102,8320740
대봉엘에스(주),78140,Dec-14,52151988,19344649,9314110,47696178,18632094,9020755
대봉엘에스(주),78140,Dec-15,58647401,19445993,10112417,53413684,18850911,9924453
대봉엘에스(주),78140,Dec-16,71038610,23786510,10248886,63361641,22842257,10022757
대봉엘에스(주),78140,Dec-17,65651788,22668956,11638546,56676287,21945238,11477865
대봉엘에스(주),78140,Dec-18,71823251,22789572,12695016,61335475,21708842,12581848
대봉엘에스(주),78140,Dec-19,69536921,22371019,15085373,56626774,20942101,15024791
대상(주),1680,Dec-11,2163798448,220465549,285519984,1392912797,135402368,169709347
대상(주),1680,Dec-12,2479678735,220242327,276212303,1552521213,124810507,167809142
대상(주),1680,Dec-13,2542303381,227734471,230388213,1570275468,120491648,132514756
대상(주),1680,Dec-14,2588779872,233886476,243254927,1601116619,125535382,152569800
대상(주),1680,Dec-15,2635005301,254661337,284854551,1648286248,147728027,182322504
대상(주),1680,Dec-16,2855008996,296946484,293864662,1852714894,229038963,195219748
대상(주),1680,Dec-17,2968804984,289549915,317868327,2190129354,243548903,211410112
대상(주),1680,Dec-18,2956761916,270129449,322021661,2235924263,240335747,221480983
대상(주),1680,Dec-19,2963985753,271198110,344784436,2457055173,246634943,258487737
대상홀딩스(주),84690,Dec-11,283260535,28374314,5343227,7809759,0,0
대상홀딩스(주),84690,Dec-12,329925025,23273825,6503815,7938136,0,0
대상홀딩스(주),84690,Dec-13,2841948881,254496291,244654507,9517752,0,0
대상홀딩스(주),84690,Dec-14,2959090982,257080012,257785233,20389276,0,0
대상홀딩스(주),84690,Dec-15,3051680257,277474513,305831980,14789937,0,0
대상홀딩스(주),84690,Dec-16,3318085289,329198000,313628674,16769656,0,0
대상홀딩스(주),84690,Dec-17,3383674056,315266000,349769433,18053725,0,0
대상홀딩스(주),84690,Dec-18,3398030852,290191708,352836592,20469465,0,0
대상홀딩스(주),84690,Dec-19,3552513453,328602901,376947451,29831693,0,0
대성산업(주),128820,Dec-11,1276500157,75303900,192637751,1262534677,74309516,34170677
대성산업(주),128820,Dec-12,1370151115,80898966,187726155,1297804488,78144548,33276368
대성산업(주),128820,Dec-13,1359109931,74771288,53194732,1184323459,72638450,32373089
대성산업(주),128820,Dec-14,1122811401,64748851,36455090,1057488002,61248441,22881260
대성산업(주),128820,Dec-15,947122909,48159249,36522131,801103057,27463356,21452421
대성산업(주),128820,Dec-16,782990235,38559369,32942664,746039943,36233419,23439925
대성산업(주),128820,Dec-17,900318240,48395259,36962899,367866808,32917749,21123461
대성산업(주),128820,Dec-18,945461187,44773088,31638756,850774931,28794475,15476543
대성산업(주),128820,Dec-19,869910394,37410410,44796188,770149886,25131658,28523974
대성에너지(주),117580,Dec-11,,,,877970518,177569456,560323
대성에너지(주),117580,Dec-12,,,,979741965,204192227,547741
대성에너지(주),117580,Dec-13,,,,1019467172,199495241,860240
대성에너지(주),117580,Dec-14,,,,1066912239,217958435,1466574
대성에너지(주),117580,Dec-15,,,,875355097,155811156,2100116
대성에너지(주),117580,Dec-16,,,,738562283,148718598,2451934
대성에너지(주),117580,Dec-17,,,,765978290,166524583,1279151
대성에너지(주),117580,Dec-18,770982770,164137003,504402,770679358,164137004,485127
대성에너지(주),117580,Dec-19,774850381,164403338,657749,773995689,162479471,606963
대성홀딩스(주),16710,Dec-11,1070452367,198258201,3137284,41108530,3981933,889521
대성홀딩스(주),16710,Dec-12,1184174355,229333535,2723399,40455039,3092817,1203925
대성홀딩스(주),16710,Dec-13,1273880778,228463882,4445935,50912845,3616278,1877887
대성홀딩스(주),16710,Dec-14,1274774945,250189250,3362017,33159601,2920371,1254734
대성홀딩스(주),16710,Dec-15,1055983949,179314520,4112769,28419000,2404675,1743208
대성홀딩스(주),16710,Dec-16,890214428,169374643,2837827,28450063,1723880,67405
대성홀딩스(주),16710,Dec-17,903125372,189272849,1589342,25265696,2284549,0
대성홀딩스(주),16710,Dec-18,909829098,187321335,721525,23262223,2363859,0
대성홀딩스(주),16710,Dec-19,918567910,187183063,838456,16602895,1616830,0
대아티아이(주),45390,Dec-11,64811243,36210997,242473,49280368,27840136,242473
대아티아이(주),45390,Dec-12,56178580,39047250,319086,40255056,31404138,319086
대아티아이(주),45390,Dec-13,64108860,34306404,305700,46053732,27252949,305700
대아티아이(주),45390,Dec-14,84913972,31159396,412038,64796760,24163736,412038
대아티아이(주),45390,Dec-15,82628497,44071983,645797,57045400,33880939,645797
대아티아이(주),45390,Dec-16,99036870,23252240,1664406,78046983,16965135,1664406
대아티아이(주),45390,Dec-17,85793071,25107794,4211657,72213346,20918521,4211657
대아티아이(주),45390,Dec-18,102692723,19718708,2371702,86938638,14956592,2371702
대아티아이(주),45390,Dec-19,114212328,28840958,3100125,96315450,22763804,3100125
대양전기공업(주),108380,Dec-11,,,,92439336,13901842,10765118
대양전기공업(주),108380,Dec-12,139137961,16994490,17462205,118174622,15413363,15382862
대양전기공업(주),108380,Dec-13,145574700,22097722,14266628,125304827,15699098,11286402
대양전기공업(주),108380,Dec-14,139940370,32283954,9048484,119063409,21660796,7274089
대양전기공업(주),108380,Dec-15,154238950,40477784,12394504,132599030,25987256,9944023
대양전기공업(주),108380,Dec-16,174947504,34681227,12719786,152735017,26632939,11227499
대양전기공업(주),108380,Dec-17,143063987,26106790,9320990,120118833,18949048,7106697
대양전기공업(주),108380,Dec-18,122939671,16329506,22496054,102905608,19913950,21055032
대양전기공업(주),108380,Dec-19,176919531,19772898,30817727,154347915,19772898,28818768
대양제지공업(주),6580,Dec-11,212741344,32816799,15115563,143487940,18427812,8505180
대양제지공업(주),6580,Dec-12,192928892,26712854,12105931,121907275,13765038,6883464
대양제지공업(주),6580,Dec-13,184869536,25551287,11145206,119470907,14018769,4331609
대양제지공업(주),6580,Dec-14,177046147,21741326,8492879,110444036,11176903,4689039
대양제지공업(주),6580,Dec-15,173965644,21018810,5804575,107757450,10428684,2530901
대양제지공업(주),6580,Dec-16,195138324,32287438,8179206,122454390,17236500,4115751
대양제지공업(주),6580,Dec-17,262916771,41633927,9777308,168407132,20325234,4262660
대양제지공업(주),6580,Dec-18,281771470,35837364,9286960,166660602,17052985,4187621
대양제지공업(주),6580,Dec-19,259449752,32502591,8040374,142434607,13604133,3682779
대영포장(주),14160,Dec-11,,,,228640516,47376548,13918561
대영포장(주),14160,Dec-12,,,,234219301,36323946,10901126
대영포장(주),14160,Dec-13,,,,223635578,37771616,12076080
대영포장(주),14160,Dec-14,,,,246574728,36271099,9574906
대영포장(주),14160,Dec-15,,,,244205122,38041413,11020068
대영포장(주),14160,Dec-16,,,,267108952,44764958,13340738
대영포장(주),14160,Dec-17,,,,312071269,48807691,14060740
대영포장(주),14160,Dec-18,,,,300056836,39919160,13886217
대영포장(주),14160,Dec-19,,,,270087084,37097564,11682892
대우전자부품(주),9320,Dec-11,22744147,23010257,3233680,17299341,43434570,2042803
대우전자부품(주),9320,Dec-12,24194499,24794065,3950175,20210123,43445923,2574049
대우전자부품(주),9320,Dec-13,26642356,19663214,4134074,20673836,38771464,2583093
대우전자부품(주),9320,Dec-14,31811240,41080000,4302191,28091570,40101318,3896454
대우전자부품(주),9320,Dec-15,48539620,43635042,6682994,46262775,42233582,6362468
대우전자부품(주),9320,Dec-16,53567978,45007695,6375817,50327048,42678016,5997012
대우전자부품(주),9320,Dec-17,58020484,43235951,6660242,56268226,44167187,6119608
대우전자부품(주),9320,Dec-18,,,,62630106,18163758,7474213
대우전자부품(주),9320,Dec-19,,,,53430109,18916686,11025025
대우조선해양(주),42660,Dec-11,13863375851,0,752127124,12217733768,0,517081019
대우조선해양(주),42660,Dec-12,13543536273,321944000,1198198771,12051119103,0,664985151
대우조선해양(주),42660,Dec-13,14584829821,440568000,1181813162,13359585515,0,827521105
대우조선해양(주),42660,Dec-14,15575355130,0,2019225464,13948547762,0,1637920026
대우조선해양(주),42660,Dec-15,15443611051,0,2014005065,13802894508,0,1737936761
대우조선해양(주),42660,Dec-16,12819220834,0,1071061945,11385449714,0,922725314
대우조선해양(주),42660,Dec-17,11101818030,0,743358871,10634033270,0,724178386
대우조선해양(주),42660,Dec-18,9644383547,0,1345634251,9599758587,0,1333868009
대우조선해양(주),42660,Dec-19,8358744819,0,1159031230,8317581776,0,1150475681
대원강업(주),430,Dec-11,996447093,201617138,124489326,720125402,150248101,28542046
대원강업(주),430,Dec-12,1000413534,192758341,116186463,737525624,157156282,28738429
대원강업(주),430,Dec-13,1010584395,205185308,117058334,800871403,187123093,33470607
대원강업(주),430,Dec-14,1029406905,190075192,107189050,776872676,161682545,25490443
대원강업(주),430,Dec-15,1013035744,207877004,112281467,773296717,164998437,38171410
대원강업(주),430,Dec-16,1076116262,257377585,99611205,834440831,206495567,21997631
대원강업(주),430,Dec-17,1028166498,211048709,92333584,770723903,165006365,18115545
대원강업(주),430,Dec-18,995413421,168613299,93165318,709572300,97435216,31733477
대원강업(주),430,Dec-19,960215102,154612356,78995014,683068052,86437419,27601088
대원미디어(주),48910,Dec-11,100224191,15737054,10282113,44508357,4718187,4391295
대원미디어(주),48910,Dec-12,75033160,13080486,8697713,34159680,5215533,4015359
대원미디어(주),48910,Dec-13,76980201,9668054,5749630,23627533,1631936,2428816
대원미디어(주),48910,Dec-14,80223684,10883571,4606578,21979377,2027809,1260541
대원미디어(주),48910,Dec-15,91413284,11572639,4767411,29637331,3585144,2751318
대원미디어(주),48910,Dec-16,94993117,19384805,5021726,45442713,5963815,2770995
대원미디어(주),48910,Dec-17,120735136,19848349,7308065,65863620,7393592,4534910
대원미디어(주),48910,Dec-18,163374645,19794823,14321821,113364396,8966917,10788932
대원미디어(주),48910,Dec-19,191545738,21808494,15462001,143824679,10945789,10900173
대원산업(주),5710,Dec-11,565198347,103678606,32798908,451065610,83837492,21656029
대원산업(주),5710,Dec-12,646714932,114911898,20959022,503206391,95703454,15210057
대원산업(주),5710,Dec-13,671262141,98170575,18995732,486059610,64661451,12589218
대원산업(주),5710,Dec-14,712950004,121577496,23137618,526794815,87179555,15946703
대원산업(주),5710,Dec-15,773527207,81055757,18402018,614426570,123460826,13868988
대원산업(주),5710,Dec-16,823571833,167334142,20887553,613515432,122682306,14824025
대원산업(주),5710,Dec-17,797044137,118702088,21018163,659699891,86012941,13757270
대원산업(주),5710,Dec-18,696997678,102989750,17954123,585136571,120173168,12597625
대원산업(주),5710,Dec-19,660965709,104343731,21035428,546043740,81281917,13527184
대원전선(주),6340,Dec-11,484625965,130438567,23208140,480689535,129545289,22926306
대원전선(주),6340,Dec-12,448936351,148843053,23897113,447201860,148535304,23897113
대원전선(주),6340,Dec-13,479182542,120745632,25774317,475383399,120034428,24972992
대원전선(주),6340,Dec-14,414740441,108052854,30300620,404801357,105357456,30290028
대원전선(주),6340,Dec-15,443672416,108533174,19175449,431517022,105812865,18815163
대원전선(주),6340,Dec-16,422371146,122807568,20303186,410938730,120448119,18908738
대원전선(주),6340,Dec-17,505050946,121493344,34874439,495564298,132628902,30594256
대원전선(주),6340,Dec-18,429504479,115181590,28580189,424027248,114579368,27246134
대원전선(주),6340,Dec-19,401312381,120220264,24812300,396226799,125614934,20746034
대원제약(주),3220,Dec-11,138874713,33832998,15030743,137929016,33736371,14747925
대원제약(주),3220,Dec-12,138168465,31697053,18740088,134014444,31601534,17692035
대원제약(주),3220,Dec-13,158878874,30461483,24084802,154433943,30396032,23233483
대원제약(주),3220,Dec-14,181984511,28393297,32369581,178259413,28331446,31291720
대원제약(주),3220,Dec-15,216187083,30244814,31338783,213001002,30137626,30512961
대원제약(주),3220,Dec-16,240722374,32631264,40564457,238448562,32508055,39337492
대원제약(주),3220,Dec-17,265462478,43723940,37205997,263359982,43559815,36187161
대원제약(주),3220,Dec-18,286652511,39454062,44303710,283583708,39091070,43402428
대원제약(주),3220,Dec-19,317827567,41933650,52158639,315309102,41511039,51035553
대원화성(주),24890,Dec-11,120190563,25415341,17338826,115754238,28040375,13103942
대원화성(주),24890,Dec-12,120545969,26904826,20047597,117040163,29468076,13830467
대원화성(주),24890,Dec-13,108178448,31087737,20271762,109483790,34825434,12183767
대원화성(주),24890,Dec-14,131565869,40399117,20950359,129437870,42510695,12532627
대원화성(주),24890,Dec-15,144638525,48166487,19021288,142323012,49231099,11176208
대원화성(주),24890,Dec-16,124361109,49452729,21559885,121765035,51270047,12911108
대원화성(주),24890,Dec-17,118378910,45847026,20032349,113536053,47539638,11119213
대원화성(주),24890,Dec-18,114627062,45500262,20196485,110524820,47096197,11140178
대원화성(주),24890,Dec-19,133052794,25034123,19808668,127849798,26991121,9582404
대정화금(주),120240,Dec-11,,,,56194678,11507150,7600624
대정화금(주),120240,Dec-12,,,,55332645,10680623,6997861
대정화금(주),120240,Dec-13,,,,57678601,12356422,6986625
대정화금(주),120240,Dec-14,,,,60580443,13166025,7711708
대정화금(주),120240,Dec-15,,,,57889099,11451303,7646392
대정화금(주),120240,Dec-16,,,,60942765,13048540,8239165
대정화금(주),120240,Dec-17,,,,66494216,13094584,8601457
대정화금(주),120240,Dec-18,,,,73830487,12969421,8885097
대정화금(주),120240,Dec-19,,,,79606764,13449038,9072083
대주산업(주),3310,Dec-11,88301561,10971152,12856755,87710059,10828282,12843767
대주산업(주),3310,Dec-12,89896796,16097141,10858398,88147016,15844637,10766638
대주산업(주),3310,Dec-13,89435685,14951797,7889350,87794968,14867432,7889350
대주산업(주),3310,Dec-14,77628403,14942700,8705762,77628403,14763813,8705762
대주산업(주),3310,Dec-15,84355640,14725546,10394315,84355640,14511810,10394315
대주산업(주),3310,Dec-16,85050936,15652995,9858407,85050936,15386114,9858407
대주산업(주),3310,Dec-17,85513866,15864678,9744289,85513866,15598206,9744289
대주산업(주),3310,Dec-18,84052001,17682280,12598932,84052001,17415808,12598932
대주산업(주),3310,Dec-19,84291438,19506067,9904123,84291438,19239595,9904123
대주전자재료(주),78600,Dec-11,147011126,20529915,22440517,109002672,13193437,14877759
대주전자재료(주),78600,Dec-12,105162273,14971542,19298111,83208225,8628642,13060649
대주전자재료(주),78600,Dec-13,79627554,14678214,12734116,57452041,8463492,7580718
대주전자재료(주),78600,Dec-14,70649625,14718815,9297201,49604708,7868407,4672238
대주전자재료(주),78600,Dec-15,57523292,16558253,9678511,37904904,9951474,4960392
대주전자재료(주),78600,Dec-16,67911464,18510034,10242268,48840326,10556690,5810449
대주전자재료(주),78600,Dec-17,93390771,16585115,14896885,71998264,10886318,9992450
대주전자재료(주),78600,Dec-18,102935678,18598313,16025911,80559314,11112028,10652661
대주전자재료(주),78600,Dec-19,116384306,23834067,22466779,87204973,14446589,12412638
대창단조(주),15230,Dec-11,368345160,45444091,42834489,338129322,42658646,25319110
대창단조(주),15230,Dec-12,312275610,32219341,35755036,279125128,26328138,20349294
대창단조(주),15230,Dec-13,258338704,28563808,31599659,212547375,22752000,16069889
대창단조(주),15230,Dec-14,245077944,35117197,38089278,198805855,26983974,18879464
대창단조(주),15230,Dec-15,231334846,31031634,38009734,183890069,24189639,17389161
대창단조(주),15230,Dec-16,213390559,41722486,45449966,171257097,41949043,22227662
대창단조(주),15230,Dec-17,257646211,50793680,53747833,217913966,48322387,29909866
대창단조(주),15230,Dec-18,320500099,58597458,66779177,272946424,56792003,36997165
대창단조(주),15230,Dec-19,277253876,35064888,65191009,217336146,33588118,30182399
대한광통신(주),10170,Dec-11,,,,66721071,20528722,17464660
대한광통신(주),10170,Dec-12,,,,101728662,23530059,20578819
대한광통신(주),10170,Dec-13,,,,106410075,27990986,17485719
대한광통신(주),10170,Dec-14,105998720,30383297,21254692,106097894,30527260,21124448
대한광통신(주),10170,Dec-15,108989776,29330164,17095964,107845102,29810525,17073112
대한광통신(주),10170,Dec-16,116472058,28050738,18253268,116012489,29816167,18123558
대한광통신(주),10170,Dec-17,139662357,38930602,19512989,135510913,41725184,18184357
대한광통신(주),10170,Dec-18,167149773,48694929,35194944,143756511,51265572,33287633
대한광통신(주),10170,Dec-19,154296022,35640763,45671099,124571031,38773536,42474821
대한그린파워(주),60900,Dec-11,30046199,9613910,4668014,29973299,9529411,4239062
대한그린파워(주),60900,Dec-12,47253972,51348032,5503167,26714143,10203377,5391904
대한그린파워(주),60900,Dec-13,137293372,49709349,5726534,20265218,8035171,5553787
대한그린파워(주),60900,Dec-14,,,,12295493,4930904,72738
대한그린파워(주),60900,Dec-15,,,,15617278,4804044,1741987
대한그린파워(주),60900,Dec-16,,,,33182396,10010969,1670541
대한그린파워(주),60900,Dec-17,,,,32140229,8262167,3628422
대한그린파워(주),60900,Dec-18,29637049,2784900,1416958,28079682,2509939,1416958
대한그린파워(주),60900,Dec-19,15698121,2759237,853063,13795480,2509939,853063
대한뉴팜(주),54670,Dec-11,,,,44522698,44450180,5568315
대한뉴팜(주),54670,Dec-12,,,,48010226,45930148,6452535
대한뉴팜(주),54670,Dec-13,,,,56702396,45962815,7305983
대한뉴팜(주),54670,Dec-14,,,,71940407,41751937,9366863
대한뉴팜(주),54670,Dec-15,,,,90230294,40023686,11157407
대한뉴팜(주),54670,Dec-16,,,,109403129,45204898,12072374
대한뉴팜(주),54670,Dec-17,,,,130816029,41049929,13048339
대한뉴팜(주),54670,Dec-18,,,,119527949,39581062,12110052
대한뉴팜(주),54670,Dec-19,,,,134097440,35720503,12932040
대한방직(주),1070,Dec-11,291651073,40449119,77217756,286063131,50280036,60097638
대한방직(주),1070,Dec-12,275069272,37860138,57671351,259438525,50487273,45034653
대한방직(주),1070,Dec-13,285425177,38602956,74807117,269900175,46165262,62022756
대한방직(주),1070,Dec-14,244388081,35972607,52757965,234702605,45561401,42523758
대한방직(주),1070,Dec-15,244388849,35209744,61976750,234303020,44989459,51273816
대한방직(주),1070,Dec-16,245581675,31747264,57833480,236833616,41654999,48820897
대한방직(주),1070,Dec-17,208620668,30019848,52154957,203060834,40403005,43585419
대한방직(주),1070,Dec-18,209061757,30959928,42592858,205745710,43821691,37195763
대한방직(주),1070,Dec-19,156304223,32117994,39187120,150793037,44632522,38135230
대한약품공업(주),23910,Dec-11,,,,85220877,36347428,8269693
대한약품공업(주),23910,Dec-12,,,,96562596,39110017,10187277
대한약품공업(주),23910,Dec-13,,,,106802763,42581383,8556488
대한약품공업(주),23910,Dec-14,,,,111709242,45459545,11737292
대한약품공업(주),23910,Dec-15,,,,124276380,46074094,13341709
대한약품공업(주),23910,Dec-16,,,,139436904,49936782,12477878
대한약품공업(주),23910,Dec-17,,,,144439321,51860236,16913253
대한약품공업(주),23910,Dec-18,,,,158720344,42138101,20837076
대한약품공업(주),23910,Dec-19,,,,168761722,37321969,19950839
대한유화(주),6650,Dec-11,2024561500,185443368,160399888,2016393274,186468444,160179248
대한유화(주),6650,Dec-12,2082914255,179312432,185664856,2075256478,178817591,185401654
대한유화(주),6650,Dec-13,1965963556,196222770,180684661,1957803507,195705247,180334586
대한유화(주),6650,Dec-14,2053406683,156379009,168394252,2046146336,156104658,168081281
대한유화(주),6650,Dec-15,1726962269,140243337,128749128,1717483712,139083263,128452283
대한유화(주),6650,Dec-16,1596377042,178035072,138732617,1583906573,175740244,138498610
대한유화(주),6650,Dec-17,1779426202,213254541,174202030,1769074977,209370633,173751270
대한유화(주),6650,Dec-18,2553976806,190801467,167642526,2539542876,188330958,167340958
대한유화(주),6650,Dec-19,2074296475,188298665,161411347,2059165682,185748553,160817190
대한전선(주),1440,Dec-11,3111535139,599494000,354974742,2578239969,498524000,180506815
대한전선(주),1440,Dec-12,2529855021,342933658,455441716,1982801358,292285690,171575833
대한전선(주),1440,Dec-13,2513455497,269229524,404943710,1910024553,225529717,127759971
대한전선(주),1440,Dec-14,2117901173,281030679,353702226,1617496059,237788991,127060516
대한전선(주),1440,Dec-15,1688712586,223969000,166372993,1360382694,188478000,116253024
대한전선(주),1440,Dec-16,1374010600,277937000,194945256,1201174113,272085374,157882361
대한전선(주),1440,Dec-17,1587602185,308689398,221403226,1465408989,287091673,171571640
대한전선(주),1440,Dec-18,1648815011,307375950,207709235,1528860215,282753623,174139098
대한전선(주),1440,Dec-19,1554739981,295660542,201282173,1394967712,230910494,167453300
대한제강(주),84010,Dec-11,905338573,213897073,94309408,902417071,213109422,94309408
대한제강(주),84010,Dec-12,1049230725,215541201,117296345,1045132862,214918606,117296345
대한제강(주),84010,Dec-13,1042331533,0,129409846,1032492372,0,128880107
대한제강(주),84010,Dec-14,1044104181,0,100470282,1025980536,0,98192890
대한제강(주),84010,Dec-15,889656320,0,63351681,854402351,0,60593552
대한제강(주),84010,Dec-16,897912293,0,75319194,843242879,0,69988418
대한제강(주),84010,Dec-17,1228533936,0,122276501,1141087903,0,112639039
대한제강(주),84010,Dec-18,1135523822,0,112077252,1025388703,0,103471408
대한제강(주),84010,Dec-19,1021712426,0,106788491,883278810,0,103310358
대한제당(주),1790,Dec-11,1435276070,456768384,218862997,1243820378,121434446,211767286
대한제당(주),1790,Dec-12,1513887735,448099422,215045551,1322819319,129283912,207534001
대한제당(주),1790,Dec-13,1389726712,454689907,187007790,1190727597,156398665,178843019
대한제당(주),1790,Dec-14,1345882788,444966844,227995348,1158582618,162708434,219271743
대한제당(주),1790,Dec-15,1330415946,461227539,211262088,1127440598,156885328,204374665
대한제당(주),1790,Dec-16,1264247251,127976273,223297944,1144286584,128056952,214301856
대한제당(주),1790,Dec-17,1274536938,129705090,200171755,1153582884,127393193,192605481
대한제당(주),1790,Dec-18,1210088269,138816480,197325384,1105428362,135254373,191518829
대한제당(주),1790,Dec-19,1204394671,131166679,212178426,1111606644,131958179,206997432
대한제분(주),1130,Dec-11,751745754,94543346,133963458,349707912,35097438,49733332
대한제분(주),1130,Dec-12,890062052,106900028,148163352,379636361,34445634,56999935
대한제분(주),1130,Dec-13,864748565,116521610,114711885,367082980,36789443,44508395
대한제분(주),1130,Dec-14,869712984,90728968,131950063,364204380,33265258,54397191
대한제분(주),1130,Dec-15,825841281,81562236,123802320,340671199,27253558,55921512
대한제분(주),1130,Dec-16,807518333,79363018,89450496,302367877,25522080,41006767
대한제분(주),1130,Dec-17,810844359,77838749,108545088,286386535,24522394,52088250
대한제분(주),1130,Dec-18,864585836,90683076,117102667,305132946,26427109,43671488
대한제분(주),1130,Dec-19,933866093,116599146,119286946,318994504,28570638,51604135
대한해운(주),5880,Dec-11,800866444,204833858,32374820,757150326,201206397,29605722
대한해운(주),5880,Dec-12,,,,595612977,159137911,24399794
대한해운(주),5880,Dec-13,,,,535466465,69445077,26133853
대한해운(주),5880,Dec-14,580301616,71388883,28924596,565262938,70080643,28262139
대한해운(주),5880,Dec-15,531692718,75586746,36713735,500141787,74042574,35602831
대한해운(주),5880,Dec-16,540314590,166437715,93548081,513451299,85721053,56707810
대한해운(주),5880,Dec-17,1560743884,169431429,48406352,726762509,119357084,28235977
대한해운(주),5880,Dec-18,1284595553,171410782,65689196,787415449,113340469,40155155
대한해운(주),5880,Dec-19,1005657249,83299232,59121331,605936390,56686510,37729542
대한화섬(주),3830,Dec-11,,,,234501726,34911657,24895589
대한화섬(주),3830,Dec-12,,,,344891578,41627287,22476089
대한화섬(주),3830,Dec-13,,,,216414071,20241347,35212836
대한화섬(주),3830,Dec-14,,,,143115506,20260836,22267960
대한화섬(주),3830,Dec-15,,,,135360924,14120043,19092703
대한화섬(주),3830,Dec-16,,,,104629274,12125126,11324278
대한화섬(주),3830,Dec-17,,,,110839358,13548503,13511530
대한화섬(주),3830,Dec-18,,,,107660512,12270453,17665367
대한화섬(주),3830,Dec-19,,,,114236034,14601485,16553670
대화제약(주),67080,Dec-11,142037407,46250450,14406518,62025455,28754038,9627611
대화제약(주),67080,Dec-12,143167740,45638610,14563716,60173545,25177222,9324964
대화제약(주),67080,Dec-13,127997863,33736499,18205601,55491735,17472984,11088385
대화제약(주),67080,Dec-14,134930630,33625297,18988724,67700733,19521843,11988429
대화제약(주),67080,Dec-15,139079925,32823990,20927327,72190550,18859874,12151202
대화제약(주),67080,Dec-16,142288247,33584260,18575700,81959815,18549183,9603609
대화제약(주),67080,Dec-17,122199862,29954970,13511460,85802226,16992244,8113378
대화제약(주),67080,Dec-18,110142606,21681373,14558703,79981413,12457545,8788770
대화제약(주),67080,Dec-19,114609566,20508959,17162267,87314425,13825947,13384452
더이앤엠(주),89230,Dec-11,,,,116310277,24974905,45478164
더이앤엠(주),89230,Dec-12,,,,138318583,37291704,40822151
더이앤엠(주),89230,Dec-13,,,,62834586,16780393,52155752
더이앤엠(주),89230,Dec-14,67587936,8439809,20802218,67468113,8439809,20802218
더이앤엠(주),89230,Dec-15,24744323,2718365,2190443,24708819,1593080,2190443
더이앤엠(주),89230,Dec-16,15331347,3757737,82849,8561810,3757737,82849
더이앤엠(주),89230,Dec-17,13590205,1415018,0,13590205,1415018,0
더이앤엠(주),89230,Dec-18,30860280,5315173,73576,27149614,4869095,73576
