회사명,거래소코드,회계년도,매출액(IFRS연결),매출채권(IFRS연결),재고자산(IFRS연결),매출액(IFRS개별),매출채권(IFRS개별),재고자산(IFRS개별)
더이앤엠(주),89230,Dec-19,44757416,6448139,0,31037210,5865880,0
덕산네오룩스(주),213420,Dec-15,,,,40317126,2568225,9081396
덕산네오룩스(주),213420,Dec-16,,,,42330697,2264267,6630850
덕산네오룩스(주),213420,Dec-17,,,,100405838,6637124,17882849
덕산네오룩스(주),213420,Dec-18,,,,90692656,7770441,23455389
덕산네오룩스(주),213420,Dec-19,,,,97873418,10698174,23211884
덕산하이메탈(주),77360,Dec-11,,,,129440287,8828251,12609771
덕산하이메탈(주),77360,Dec-12,,,,143831541,12115999,11801002
덕산하이메탈(주),77360,Dec-13,124391310,9604516,13760246,116525709,8057544,11311319
덕산하이메탈(주),77360,Dec-14,58210488,7859738,6941180,53411323,7319018,4557402
덕산하이메탈(주),77360,Dec-15,61102257,7431098,5932307,51429078,5306268,4778371
덕산하이메탈(주),77360,Dec-16,42828124,4749173,4963919,42828124,4680294,4954804
덕산하이메탈(주),77360,Dec-17,45074162,5738673,4927927,45074162,5669794,4927927
덕산하이메탈(주),77360,Dec-18,47754014,9090112,6858147,47754014,9021233,6858147
덕산하이메탈(주),77360,Dec-19,51758113,9421720,8261549,51758113,9352841,8261549
덕양산업(주),24900,Dec-11,,,,814690295,117689808,1728033
덕양산업(주),24900,Dec-12,,,,906316946,109249122,1499998
덕양산업(주),24900,Dec-13,,,,836617172,106538387,2010729
덕양산업(주),24900,Dec-14,,,,811901189,90524429,2468007
덕양산업(주),24900,Dec-15,956709477,170810138,6689160,815922074,111131264,2696328
덕양산업(주),24900,Dec-16,1050169762,182415026,7279950,823616333,128449173,2668364
덕양산업(주),24900,Dec-17,1046535624,173926577,8099831,914027609,119812521,2968793
덕양산업(주),24900,Dec-18,1292215903,211619003,9489613,1171523331,185640217,3613336
덕양산업(주),24900,Dec-19,1359423501,197679769,11585339,1256666020,182751381,3669206
덕우전자(주),263600,Dec-17,115728832,10010153,6503456,109583770,7983077,5370134
덕우전자(주),263600,Dec-18,88409012,8856172,10259264,77446060,4068423,8339642
덕우전자(주),263600,Dec-19,129391206,13406467,11170783,104242328,7254726,8377650
데브시스터즈(주),194480,Dec-14,,,,69496102,3886231,179977
데브시스터즈(주),194480,Dec-15,19546497,1286487,614497,19546497,1286487,614497
데브시스터즈(주),194480,Dec-16,15220748,2902300,253734,15021977,2902300,253734
데브시스터즈(주),194480,Dec-17,17580168,3285399,123249,17145132,3253892,123249
데브시스터즈(주),194480,Dec-18,35707620,3386777,178666,36740143,3698767,178666
데브시스터즈(주),194480,Dec-19,37596925,3562574,197943,38422642,3664384,197114
도이치모터스(주),67990,Dec-11,342190264,2195617,18450355,340864922,2103099,18450355
도이치모터스(주),67990,Dec-12,394694807,2808334,28410917,392728834,2656533,28410917
도이치모터스(주),67990,Dec-13,436958810,3875297,26027518,436166638,3750670,26027518
도이치모터스(주),67990,Dec-14,534775460,5837136,25618426,524655434,5731383,25291546
도이치모터스(주),67990,Dec-15,662318536,8502728,42593268,640132716,8021840,42096307
도이치모터스(주),67990,Dec-16,673399127,12400957,78356264,655139981,11611228,76786341
도이치모터스(주),67990,Dec-17,950183846,18862635,63665636,933119638,16725302,62765126
도이치모터스(주),67990,Dec-18,1058333175,14004029,107330280,903848074,10826305,31680824
도이치모터스(주),67990,Dec-19,1208710144,12598374,50681367,896692398,11254704,31654910
동국산업(주),5160,Dec-11,508093871,119115803,155298421,379372785,93671888,76940516
동국산업(주),5160,Dec-12,501942810,81400739,133597360,352155929,67613341,92542544
동국산업(주),5160,Dec-13,489792993,92637362,154330225,330412813,67994258,80748894
동국산업(주),5160,Dec-14,679003991,110574230,154936803,348321186,73398914,89122145
동국산업(주),5160,Dec-15,736113394,104428614,150491087,350208469,61883852,79711764
동국산업(주),5160,Dec-16,754931361,127951430,165035864,353056998,76843612,77035401
동국산업(주),5160,Dec-17,784363917,107926396,156178774,382352944,80533269,83686921
동국산업(주),5160,Dec-18,757801859,121601154,161967079,357553216,65027269,86658279
동국산업(주),5160,Dec-19,673704707,115157948,165710722,332716284,61173483,82957340
동국제강(주),1230,Dec-11,8841939944,1401354874,1785715551,5909399295,853885047,1385573181
동국제강(주),1230,Dec-12,7870715841,1308836000,1179853216,4969375388,776403000,792918489
동국제강(주),1230,Dec-13,6690855233,1340703062,1090218850,4011641842,834783702,770598215
동국제강(주),1230,Dec-14,6068531496,1275276855,1202895649,3604166681,713271743,825424371
동국제강(주),1230,Dec-15,5720334279,1180452678,570901324,4489569246,1019772313,472930455
동국제강(주),1230,Dec-16,5006583137,761457499,595879805,4464952576,732778000,469724054
동국제강(주),1230,Dec-17,6049348883,839874396,771104391,5423677518,749474000,636570136
동국제강(주),1230,Dec-18,5964930871,823560390,879409330,5364845570,738628397,735735630
동국제강(주),1230,Dec-19,5658431459,714181269,775128569,5055408636,578732535,639861067
동국제약(주),86450,Dec-11,,,,160341075,73266410,21019208
동국제약(주),86450,Dec-12,,,,180296025,78972367,26998485
동국제약(주),86450,Dec-13,213086062,82226933,32634916,210829907,80974774,30841608
동국제약(주),86450,Dec-14,226014178,83928803,31466786,222770401,82560977,29769232
동국제약(주),86450,Dec-15,259929995,90332496,32521937,256505233,88368530,29910617
동국제약(주),86450,Dec-16,309690117,90589780,45243189,304408150,88189732,42255056
동국제약(주),86450,Dec-17,354767876,103579889,50702963,323278620,69719235,41697079
동국제약(주),86450,Dec-18,400807087,102689630,63511202,353839107,72256244,55801033
동국제약(주),86450,Dec-19,482280354,106049373,60867107,428612725,74868430,52189909
동부건설(주),5960,Dec-11,2349200551,282053000,50210275,1417257268,82978000,48681238
동부건설(주),5960,Dec-12,2484677333,536394000,48285203,1523027177,295118000,45419107
동부건설(주),5960,Dec-13,1997706059,411486000,6193567,1001297431,165297070,3961599
동부건설(주),5960,Dec-14,894423134,116654000,1396000,842502143,116189961,1396000
동부건설(주),5960,Dec-15,698187491,38830303,1224529,644193772,35691826,1224529
동부건설(주),5960,Dec-16,585523904,64068623,1118575,527064705,58734988,1118575
동부건설(주),5960,Dec-17,701488711,70627016,890271,639986679,67614367,890271
동부건설(주),5960,Dec-18,898151330,64445473,511960,842159931,60849266,511960
동부건설(주),5960,Dec-19,1155368352,45863872,68559960,1097927763,41619099,1513629
동성제약(주),2210,Dec-11,78442098,48623668,11175595,78442098,48623668,11159995
동성제약(주),2210,Dec-12,,,,84581021,51382504,11641005
동성제약(주),2210,Dec-13,,,,75175284,49362110,12686741
동성제약(주),2210,Dec-14,,,,73157942,49004856,12785237
동성제약(주),2210,Dec-15,,,,74660371,43712690,10963641
동성제약(주),2210,Dec-16,,,,79720855,44414965,14867532
동성제약(주),2210,Dec-17,,,,82385234,42770022,16332300
동성제약(주),2210,Dec-18,,,,91912686,40856688,17359875
동성제약(주),2210,Dec-19,,,,86536755,35380316,23283521
동신건설(주),25950,Dec-11,,,,46159327,2934046,8240175
동신건설(주),25950,Dec-12,,,,42051436,2075797,21469590
동신건설(주),25950,Dec-13,,,,87161631,1893608,339369
동신건설(주),25950,Dec-14,,,,50483624,1894185,3167115
동신건설(주),25950,Dec-15,,,,69842400,3833881,5170793
동신건설(주),25950,Dec-16,,,,65096067,3570860,16464899
동신건설(주),25950,Dec-17,,,,52599292,2131779,26606800
동신건설(주),25950,Dec-18,,,,27086796,914812,25876722
동신건설(주),25950,Dec-19,,,,24021434,582775,25737599
동아쏘시오홀딩스(주),640,Dec-11,1055699080,166137133,154945623,907293510,144725929,120392517
동아쏘시오홀딩스(주),640,Dec-12,1105996372,170784074,183160263,930979508,136976775,131245964
동아쏘시오홀딩스(주),640,Dec-13,570870107,79022373,107518145,73515209,9391566,0
동아쏘시오홀딩스(주),640,Dec-14,630625194,86560705,122792078,72197305,7749069,0
동아쏘시오홀딩스(주),640,Dec-15,704734520,84766750,154736753,48855138,7539787,0
동아쏘시오홀딩스(주),640,Dec-16,726165505,111592358,85588550,55252587,38374652,0
동아쏘시오홀딩스(주),640,Dec-17,690264582,83616391,77260517,82666277,8420453,0
동아쏘시오홀딩스(주),640,Dec-18,707495924,92838197,81362122,71071217,4739843,0
동아쏘시오홀딩스(주),640,Dec-19,769685605,93405009,74668823,67674092,1698865,0
동아에스티(주),170900,Dec-13,500967484,98554061,93109132,495823073,97220821,91557282
동아에스티(주),170900,Dec-14,578640116,88459882,86662577,568093687,86968442,84578716
동아에스티(주),170900,Dec-15,580996640,99079059,96623081,567910907,95537123,93058449
동아에스티(주),170900,Dec-16,560535398,130137368,105873067,560278128,130114660,105873067
동아에스티(주),170900,Dec-17,555026781,94636388,98550262,554767229,94665450,98550262
동아에스티(주),170900,Dec-18,567433761,88431586,103101052,567246558,88533257,103095232
동아에스티(주),170900,Dec-19,612310602,89682855,114577416,612249373,89701327,114577369
동아타이어공업(주),282690,Dec-17,,,,28346256,32637592,27491420
동아타이어공업(주),282690,Dec-18,,,,161313790,32049495,26750938
동아타이어공업(주),282690,Dec-19,155994364,25103844,18972635,155994364,25103844,18972635
동아화성(주),41930,Dec-11,168323344,42111917,16963059,121782963,48632950,4149542
동아화성(주),41930,Dec-12,180687020,41778677,13980854,123479800,41138482,3478586
동아화성(주),41930,Dec-13,195116397,43948120,14647281,124222510,36165516,3784542
동아화성(주),41930,Dec-14,194061097,49592166,17682138,129100773,46298210,5068515
동아화성(주),41930,Dec-15,211426813,59188080,18332915,132757411,54243828,5250726
동아화성(주),41930,Dec-16,240105023,62036627,20415460,137378722,63350096,4893527
동아화성(주),41930,Dec-17,255025462,61610755,20007523,133365467,58222203,4944369
동아화성(주),41930,Dec-18,253377256,61435643,23952486,132936301,64410592,6036350
동아화성(주),41930,Dec-19,288514645,66842587,25209570,140994126,68528566,5009999
동양이엔피(주),79960,Dec-11,474566687,66124194,58169448,366901736,68676957,32135576
동양이엔피(주),79960,Dec-12,552322736,68006888,33854015,416474273,59424119,16590271
동양이엔피(주),79960,Dec-13,595763086,61783892,47645359,484055035,68925290,24013616
동양이엔피(주),79960,Dec-14,477372601,46978272,34984541,369780266,53662745,18755364
동양이엔피(주),79960,Dec-15,464070303,45016761,40621208,398102930,53101163,30158923
동양이엔피(주),79960,Dec-16,440562193,48097686,37342241,370874521,54713276,24409070
동양이엔피(주),79960,Dec-17,424716584,41234661,39198894,360305712,38278584,26791110
동양이엔피(주),79960,Dec-18,391106836,56457672,41475820,334817658,54212920,32974610
동양이엔피(주),79960,Dec-19,482668665,48399007,54975501,464578791,65083095,43566732
동양철관(주),8970,Dec-11,226104084,52654042,29439206,204398660,51093312,24373502
동양철관(주),8970,Dec-12,256422624,57369172,25480325,228669023,55117734,19825428
동양철관(주),8970,Dec-13,222637264,56583718,24283168,194397261,54375764,18079978
동양철관(주),8970,Dec-14,199833884,44440466,25787555,172710400,41971124,19104891
동양철관(주),8970,Dec-15,171320554,42018195,17990383,143833900,40135214,14414217
동양철관(주),8970,Dec-16,129306247,32100488,22693620,103877268,29895143,18898124
동양철관(주),8970,Dec-17,147138452,34895741,16798545,116927366,32447525,12766236
동양철관(주),8970,Dec-18,161996515,30626007,16733277,130500313,27576587,12093885
동양철관(주),8970,Dec-19,163430408,38588765,29756678,129112272,35326482,24825475
동양파일(주),228340,Dec-16,,,,120941189,35641283,3500317
동양파일(주),228340,Dec-17,,,,88578287,17983226,5126001
동양파일(주),228340,Dec-18,,,,67930079,8694105,6297153
동양파일(주),228340,Dec-19,,,,53169205,17364199,4855215
동양피스톤(주),92780,Dec-17,294191369,44381070,56848319,242641910,45640251,33708160
동양피스톤(주),92780,Dec-18,332214345,38971457,67196505,275006857,54666988,36838161
동양피스톤(주),92780,Dec-19,364751922,48972918,78935706,289321822,53569772,43264863
동원산업(주),6040,Dec-11,1327216488,101837755,392824557,628947658,55122947,112088373
동원산업(주),6040,Dec-12,1543621060,94044603,390451995,779756298,56452867,105366884
동원산업(주),6040,Dec-13,1443800405,104922792,364228619,693812778,64916139,93958595
동원산업(주),6040,Dec-14,1383949310,143593578,338936979,672335591,88669943,83507886
동원산업(주),6040,Dec-15,1359734458,145430478,414348675,639346599,99708992,81515631
동원산업(주),6040,Dec-16,1576385545,135057265,406528530,829999736,122665159,75857805
동원산업(주),6040,Dec-17,2381067232,297728800,396198432,917357060,122380600,105134288
동원산업(주),6040,Dec-18,2444610140,288855153,492612971,921593614,102444581,147339636
동원산업(주),6040,Dec-19,2682595085,295628710,506468197,703153873,79440387,140088703
동원수산(주),30720,Dec-11,114139109,5317408,30151367,113892445,4784423,21820765
동원수산(주),30720,Dec-12,118079111,9435072,44751444,110931490,9195223,33175154
동원수산(주),30720,Dec-13,116957940,8477250,37683835,104785859,6466422,27116775
동원수산(주),30720,Dec-14,110175047,4195894,24328049,104783690,4022925,24173592
동원수산(주),30720,Dec-15,118465536,6435399,25855038,116484197,6159629,25600401
동원수산(주),30720,Dec-16,133122130,4970897,25648096,105749004,4386085,25080221
동원수산(주),30720,Dec-17,161702450,7739714,28247734,108671661,5331767,27382492
동원수산(주),30720,Dec-18,142021040,6741019,28477514,97686311,4998003,27837683
동원수산(주),30720,Dec-19,163985443,7957670,26495044,108074421,4512161,25423096
동원시스템즈(주),14820,Dec-11,465849463,56538168,61318368,462689999,56538168,27599079
동원시스템즈(주),14820,Dec-12,418147286,70847495,50412640,409973517,70878297,22117368
동원시스템즈(주),14820,Dec-13,549307221,98160030,59233662,296764686,63498177,24459687
동원시스템즈(주),14820,Dec-14,754599079,163249361,121368934,329415788,65095805,33432885
동원시스템즈(주),14820,Dec-15,1218348271,191180585,114531570,366755676,61674546,33033922
동원시스템즈(주),14820,Dec-16,1300758723,225434413,134103282,406713926,83866189,39846201
동원시스템즈(주),14820,Dec-17,1283193348,209795657,152231981,427632293,95095643,58629791
동원시스템즈(주),14820,Dec-18,1026318923,197835400,165338304,523309035,86730075,69830206
동원시스템즈(주),14820,Dec-19,1042352585,191158235,152416838,519372094,81798824,53116232
동일고무벨트(주),163560,Dec-12,,,,56454128,62793663,21491398
동일고무벨트(주),163560,Dec-13,,,,223370016,61301558,21628535
동일고무벨트(주),163560,Dec-14,,,,249107621,70087502,23313629
동일고무벨트(주),163560,Dec-15,254375388,76861032,25708891,253436243,73538261,23670485
동일고무벨트(주),163560,Dec-16,234447615,81919935,26413448,228435292,78812630,24023883
동일고무벨트(주),163560,Dec-17,259785016,75334898,29164369,253367343,72284750,26652049
동일고무벨트(주),163560,Dec-18,262958904,82138939,31164989,257028413,80015006,28324626
동일고무벨트(주),163560,Dec-19,261909973,85216093,27690339,256409873,83207214,24866964
동일금속(주),109860,Dec-11,,,,100885969,8337288,10329631
동일금속(주),109860,Dec-12,109026097,5860725,9653491,109026097,5860725,9653491
동일금속(주),109860,Dec-13,87242894,5739681,8452086,87242894,5739681,8220723
동일금속(주),109860,Dec-14,73255074,6052782,9293550,73255073,6052781,8857379
동일금속(주),109860,Dec-15,75674178,5359437,9752245,75674178,5348127,9051277
동일금속(주),109860,Dec-16,59020844,4575525,10052912,59020844,4576632,9197579
