회사명,거래소코드,회계년도,유형자산(IFRS연결),건설중인자산(IFRS연결),유형자산(IFRS개별),건설중인자산(IFRS개별),합계_기말인원
성우전자(주),81580,Dec-17,0,81103,15588220,0,158
성우전자(주),81580,Dec-18,0,0,14755176,0,110
성우전자(주),81580,Dec-19,0,3605107,16043925,0,108
성우테크론(주),45300,Dec-11,0,146826,22928107,146826,246
성우테크론(주),45300,Dec-12,3632681,246099,22635349,246099,236
성우테크론(주),45300,Dec-13,0,52681,32997447,52680,210
성우테크론(주),45300,Dec-14,0,386517,32919632,386516,234
성우테크론(주),45300,Dec-15,0,378948,31836804,378948,239
성우테크론(주),45300,Dec-16,0,103347,31263377,103347,236
성우테크론(주),45300,Dec-17,0,137315,30994597,137315,248
성우테크론(주),45300,Dec-18,0,316093,30562761,316093,230
성우테크론(주),45300,Dec-19,0,154613,29752355,154613,226
성창기업지주(주),180,Dec-11,0,3647910,13962084,127941,69
성창기업지주(주),180,Dec-12,0,1865221,14116628,0,78
성창기업지주(주),180,Dec-13,0,3883988,14175689,2118,71
성창기업지주(주),180,Dec-14,0,2149452,14141327,90220,91
성창기업지주(주),180,Dec-15,0,2382363,14034942,117709,66
성창기업지주(주),180,Dec-16,0,4192790,214483826,158824,67
성창기업지주(주),180,Dec-17,0,2075948,214323063,0,75
성창기업지주(주),180,Dec-18,0,9859164,214281948,0,40
성창기업지주(주),180,Dec-19,389197,3613839,255904565,0,38
성호전자(주),43260,Dec-11,0,6354057,14711736,0,120
성호전자(주),43260,Dec-12,337121,26620,14272478,0,113
성호전자(주),43260,Dec-13,3065721,79696,18176225,0,113
성호전자(주),43260,Dec-14,0,77698,17782439,0,115
성호전자(주),43260,Dec-15,0,266450,17531893,0,83
성호전자(주),43260,Dec-16,0,0,17645531,0,77
성호전자(주),43260,Dec-17,0,8720,17241736,0,75
성호전자(주),43260,Dec-18,0,130698,22126199,0,63
성호전자(주),43260,Dec-19,0,3541,21964415,0,69
세기상사(주),2420,Dec-11,0,0,42317583,0,43
세기상사(주),2420,Dec-12,0,0,41891972,0,44
세기상사(주),2420,Dec-13,0,0,41581873,0,45
세기상사(주),2420,Dec-14,0,0,41171839,0,43
세기상사(주),2420,Dec-15,0,0,40758465,0,41
세기상사(주),2420,Dec-16,0,0,40317393,0,38
세기상사(주),2420,Dec-17,,,40897454,0,38
세기상사(주),2420,Dec-18,,,40184824,0,32
세기상사(주),2420,Dec-19,,,39735731,0,21
세명전기공업(주),17510,Dec-11,,,40337507,6753000,97
세명전기공업(주),17510,Dec-12,,,42148425,9117000,94
세명전기공업(주),17510,Dec-13,,,44109080,0,99
세명전기공업(주),17510,Dec-14,,,42239680,0,91
세명전기공업(주),17510,Dec-15,,,42081639,0,90
세명전기공업(주),17510,Dec-16,,,44153287,1109270,84
세명전기공업(주),17510,Dec-17,,,44526296,0,82
세명전기공업(주),17510,Dec-18,,,31965130,0,79
세명전기공업(주),17510,Dec-19,,,31650991,0,75
세방(주),4360,Dec-11,0,1251236,193666037,1245627,819
세방(주),4360,Dec-12,0,1148220,196506840,1148220,790
세방(주),4360,Dec-13,0,2083965,228019745,2083965,773
세방(주),4360,Dec-14,0,227463,225019579,227463,740
세방(주),4360,Dec-15,0,1770879,222378932,1770879,725
세방(주),4360,Dec-16,0,180074,230956549,180074,716
세방(주),4360,Dec-17,0,4862197,237080006,4862197,750
세방(주),4360,Dec-18,0,28267439,267841341,28267439,721
세방(주),4360,Dec-19,0,966253,281596936,966253,717
세방전지(주),4490,Dec-11,,,171362129,10017195,764
세방전지(주),4490,Dec-12,,,198085771,12324727,818
세방전지(주),4490,Dec-13,,,200080527,3926713,817
세방전지(주),4490,Dec-14,,,212992648,14724988,865
세방전지(주),4490,Dec-15,0,10975684,247369757,10261684,915
세방전지(주),4490,Dec-16,0,13901500,288048022,13455700,921
세방전지(주),4490,Dec-17,0,4114382,293365338,4114382,918
세방전지(주),4490,Dec-18,0,4356147,291827775,4332447,1067
세방전지(주),4490,Dec-19,0,3294043,227845816,1734309,1074
세원이앤씨(주),91090,Dec-11,0,900220,186584056,900220,544
세원이앤씨(주),91090,Dec-12,0,40709,180459856,40709,552
세원이앤씨(주),91090,Dec-13,0,187525,159486934,187524,579
세원이앤씨(주),91090,Dec-14,0,696056,153307224,696056,530
세원이앤씨(주),91090,Dec-15,0,352000,151397888,352000,532
세원이앤씨(주),91090,Dec-16,0,308100,241894483,308100,441
세원이앤씨(주),91090,Dec-17,0,277200,237186301,277200,398
세원이앤씨(주),91090,Dec-18,27000000,447400,201773973,447400,355
세원이앤씨(주),91090,Dec-19,27000000,3139200,200863656,3139200,354
세종공업(주),33530,Dec-11,0,12703218,84202659,3833476,827
세종공업(주),33530,Dec-12,0,2646829,91690287,3017287,835
세종공업(주),33530,Dec-13,0,9831162,94831282,2728280,829
세종공업(주),33530,Dec-14,0,25127092,93409894,7194288,838
세종공업(주),33530,Dec-15,0,16714563,93858036,2094692,827
세종공업(주),33530,Dec-16,0,16166623,100389148,4457847,815
세종공업(주),33530,Dec-17,0,11670538,102757727,5837843,818
세종공업(주),33530,Dec-18,0,6095768,98944490,2018860,844
세종공업(주),33530,Dec-19,0,14526191,104480791,6494195,833
세종텔레콤(주),36630,Dec-11,0,20400,72780916,20400,261
세종텔레콤(주),36630,Dec-12,0,987150,65725731,987150,236
세종텔레콤(주),36630,Dec-13,0,0,53312185,0,222
세종텔레콤(주),36630,Dec-14,0,0,27595641,0,220
세종텔레콤(주),36630,Dec-15,0,23600,83596271,23600,286
세종텔레콤(주),36630,Dec-16,0,1039810,108019938,1039810,271
세종텔레콤(주),36630,Dec-17,0,117800,108699079,117800,277
세종텔레콤(주),36630,Dec-18,0,1264995,108573764,1264995,282
세종텔레콤(주),36630,Dec-19,0,19786398,126550736,19786398,453
세하(주),27970,Dec-11,,,105819121,271231,277
세하(주),27970,Dec-12,,,106692183,527950,273
세하(주),27970,Dec-13,,,104715659,687200,268
세하(주),27970,Dec-14,,,102430574,471191,258
세하(주),27970,Dec-15,,,115540175,1505588,216
세하(주),27970,Dec-16,,,115033972,751306,217
세하(주),27970,Dec-17,,,115813019,73800,222
세하(주),27970,Dec-18,,,120715261,23100,221
세하(주),27970,Dec-19,,,129016989,14250,246
소니드(주),60230,Dec-11,10283404,540000,40588610,540000,143
소니드(주),60230,Dec-12,0,158100,35718435,158100,96
소니드(주),60230,Dec-13,0,4000,47549879,4000,167
소니드(주),60230,Dec-14,0,162200,36543402,162200,186
소니드(주),60230,Dec-15,0,82259,31898745,82259,138
소니드(주),60230,Dec-16,0,114300,28992092,114300,115
소니드(주),60230,Dec-17,0,0,32728149,0,133
소니드(주),60230,Dec-18,0,23250,25529150,23250,80
소니드(주),60230,Dec-19,0,72850,24361346,72850,87
소프트캠프(주),258790,Dec-17,,,,,1
소프트캠프(주),258790,Dec-18,,,,,1
소프트캠프(주),258790,Dec-19,0,0,317901,0,116
솔루스첨단소재(주),336370,Dec-19,0,130662000,30852039,1816000,226
솔브레인홀딩스(주),36830,Dec-11,0,55144603,182299092,54938505,967
솔브레인홀딩스(주),36830,Dec-12,0,7266904,205617265,6951991,1230
솔브레인홀딩스(주),36830,Dec-13,0,52989741,241145591,46361244,1353
솔브레인홀딩스(주),36830,Dec-14,0,11326307,232558139,7473933,963
솔브레인홀딩스(주),36830,Dec-15,0,42611241,214998524,5902985,965
솔브레인홀딩스(주),36830,Dec-16,0,8979771,211931384,5878178,1079
솔브레인홀딩스(주),36830,Dec-17,0,17529125,199348171,7896105,1089
솔브레인홀딩스(주),36830,Dec-18,0,28606036,179714651,9090045,1140
솔브레인홀딩스(주),36830,Dec-19,0,35193815,229145400,32424335,1243
송원산업(주),4430,Dec-11,0,4792000,415601000,4630000,447
송원산업(주),4430,Dec-12,0,3803000,411977000,1980000,467
송원산업(주),4430,Dec-13,0,3882000,411718000,1900000,535
송원산업(주),4430,Dec-14,0,20847000,398597000,4239000,548
송원산업(주),4430,Dec-15,0,23719000,389983000,3161000,540
송원산업(주),4430,Dec-16,0,10537000,387903000,8165000,578
송원산업(주),4430,Dec-17,0,4315000,399474000,3763000,630
송원산업(주),4430,Dec-18,0,3498000,397110000,2545000,661
송원산업(주),4430,Dec-19,0,14251000,389537000,7272000,678
스튜디오드래곤(주),253450,Dec-17,0,0,886727,0,79
스튜디오드래곤(주),253450,Dec-18,0,0,726713,0,98
스튜디오드래곤(주),253450,Dec-19,0,0,1008691,0,124
시그네틱스(주),33170,Dec-11,,,175430331,0,154
시그네틱스(주),33170,Dec-12,,,182903412,0,197
시그네틱스(주),33170,Dec-13,,,173170233,0,205
시그네틱스(주),33170,Dec-14,,,146294712,60000,158
시그네틱스(주),33170,Dec-15,0,2647248,148290773,2647248,169
시그네틱스(주),33170,Dec-16,0,4754486,148461407,4754486,146
시그네틱스(주),33170,Dec-17,0,2825389,149852543,2825389,151
시그네틱스(주),33170,Dec-18,0,1435050,135610230,1435050,162
시그네틱스(주),33170,Dec-19,0,473250,106360140,473250,142
신대양제지(주),16590,Dec-11,0,7315429,188632104,22200,147
신대양제지(주),16590,Dec-12,0,9016597,182565830,3150000,158
신대양제지(주),16590,Dec-13,0,10247047,166434510,22200,168
신대양제지(주),16590,Dec-14,0,63150,156166927,0,168
신대양제지(주),16590,Dec-15,0,2035067,150949392,1960067,169
신대양제지(주),16590,Dec-16,0,96600,172932877,96600,172
신대양제지(주),16590,Dec-17,0,9715783,167045264,0,177
신대양제지(주),16590,Dec-18,0,6343102,160128543,42600,167
신대양제지(주),16590,Dec-19,0,10004329,118068147,0,148
신라교역(주),4970,Dec-11,0,18499355,100879365,18499355,514
신라교역(주),4970,Dec-12,0,0,96668822,0,561
신라교역(주),4970,Dec-13,0,0,92247823,0,544
신라교역(주),4970,Dec-14,0,0,87919947,0,552
신라교역(주),4970,Dec-15,4742128,0,78992429,0,553
신라교역(주),4970,Dec-16,0,0,75277129,0,548
신라교역(주),4970,Dec-17,0,0,71936531,0,529
신라교역(주),4970,Dec-18,0,14761133,138959524,14761133,572
신라교역(주),4970,Dec-19,0,1104580,138075676,1104580,622
신라섬유(주),1000,Dec-11,,,13840377,0,18
신라섬유(주),1000,Dec-12,,,13955150,0,18
신라섬유(주),1000,Dec-13,,,13846790,0,18
신라섬유(주),1000,Dec-14,,,13792930,15300,18
신라섬유(주),1000,Dec-15,,,13751472,0,11
신라섬유(주),1000,Dec-16,,,13656047,0,11
신라섬유(주),1000,Dec-17,,,12520011,0,11
신라섬유(주),1000,Dec-18,,,4771233,0,12
신라섬유(주),1000,Dec-19,,,4700565,0,11
신라에스지(주),25870,Dec-11,,,11084842,0,176
신라에스지(주),25870,Dec-12,,,12312591,494550,169
신라에스지(주),25870,Dec-13,1631380,0,12511962,0,172
신라에스지(주),25870,Dec-14,1631380,0,12792084,0,179
신라에스지(주),25870,Dec-15,1631380,0,12490014,0,187
신라에스지(주),25870,Dec-16,0,0,11948268,0,185
신라에스지(주),25870,Dec-17,0,0,12402712,0,199
신라에스지(주),25870,Dec-18,0,251550,13075348,251550,185
신라에스지(주),25870,Dec-19,0,35200,12995416,35200,159
신라젠(주),215600,Dec-16,0,295126,1371922,295126,35
신라젠(주),215600,Dec-17,0,0,1211127,0,42
신라젠(주),215600,Dec-18,0,0,1242493,0,55
신라젠(주),215600,Dec-19,0,615955,1720846,615955,54
신성델타테크(주),65350,Dec-11,0,3854081,84231278,213910,461
신성델타테크(주),65350,Dec-12,0,1087280,82005814,1947298,413
신성델타테크(주),65350,Dec-13,0,10677742,81722984,767717,419
신성델타테크(주),65350,Dec-14,0,1002042,83488143,1002700,417
신성델타테크(주),65350,Dec-15,0,2389555,80506284,1203889,391
신성델타테크(주),65350,Dec-16,0,9707823,81805795,4496558,391
신성델타테크(주),65350,Dec-17,0,6286846,85533073,5895459,373
신성델타테크(주),65350,Dec-18,0,10173282,84240732,236100,454
신성델타테크(주),65350,Dec-19,0,11567954,73316883,687400,291
신세계건설(주),34300,Dec-11,,,226243503,102544949,414
신세계건설(주),34300,Dec-12,,,315353539,13318499,426
신세계건설(주),34300,Dec-13,,,311139932,1439890,429
신세계건설(주),34300,Dec-14,,,305717743,834451,511
신세계건설(주),34300,Dec-15,,,302448870,2577176,648
신세계건설(주),34300,Dec-16,,,299461243,497267,687
신세계건설(주),34300,Dec-17,,,298586662,3459832,711
신세계건설(주),34300,Dec-18,,,292746051,2158900,774
신세계건설(주),34300,Dec-19,,,288840177,1362052,743
신송홀딩스(주),6880,Dec-13,0,299035,121583,0,8
신송홀딩스(주),6880,Dec-14,0,6682792,76273,0,24
신송홀딩스(주),6880,Dec-15,0,586419,32816,0,24
신송홀딩스(주),6880,Dec-16,9521750,14523971,182487,0,21
신송홀딩스(주),6880,Dec-17,0,263607,139434,0,12
신송홀딩스(주),6880,Dec-18,0,455000,96382,0,9
신송홀딩스(주),6880,Dec-19,0,0,53329,0,11
신신제약(주),2800,Dec-17,0,15123689,28704349,15123689,287
신신제약(주),2800,Dec-18,0,44683359,58248972,44683359,305
신신제약(주),2800,Dec-19,0,66872661,79827359,66872661,307
신원종합개발(주),17000,Dec-11,,,530136,0,77
신원종합개발(주),17000,Dec-12,,,499394,0,80
신원종합개발(주),17000,Dec-13,,,411213,0,81
신원종합개발(주),17000,Dec-14,,,364081,0,80
신원종합개발(주),17000,Dec-15,,,313838,0,80
신원종합개발(주),17000,Dec-16,,,461909,0,110
신원종합개발(주),17000,Dec-17,0,0,446830,0,131
신원종합개발(주),17000,Dec-18,0,0,398407,0,166
신원종합개발(주),17000,Dec-19,0,0,351776,0,137
신일전자(주),2700,Dec-11,0,0,1838419,0,81
신일전자(주),2700,Dec-12,0,1460,1791872,1460,92
신일전자(주),2700,Dec-13,0,6148988,15497584,6148988,109
신일전자(주),2700,Dec-14,0,0,23009651,0,121
신일전자(주),2700,Dec-15,0,0,22908534,0,120
신일전자(주),2700,Dec-16,0,0,21838123,0,117
신일전자(주),2700,Dec-17,,,21098667,0,120
신일전자(주),2700,Dec-18,,,28862039,1209374,126
신일전자(주),2700,Dec-19,,,30788600,10180070,133
신일제약(주),12790,Dec-11,,,12406386,0,295
신일제약(주),12790,Dec-12,,,15545900,0,291
신일제약(주),12790,Dec-13,,,14957380,0,290
신일제약(주),12790,Dec-14,,,14763188,0,307
신일제약(주),12790,Dec-15,,,17449868,0,331
신일제약(주),12790,Dec-16,,,16981635,0,351
신일제약(주),12790,Dec-17,,,25269579,0,361
신일제약(주),12790,Dec-18,,,24288888,794400,374
신일제약(주),12790,Dec-19,,,27421933,150000,375
신풍제약(주),19170,Dec-11,0,74315877,146606212,74315877,874
신풍제약(주),19170,Dec-12,0,85716176,159685073,85716176,835
신풍제약(주),19170,Dec-13,0,44090861,159275176,44090861,835
신풍제약(주),19170,Dec-14,0,43020813,157883523,43020813,828
신풍제약(주),19170,Dec-15,0,43093562,150423373,43093562,840
신풍제약(주),19170,Dec-16,0,42684528,142865655,42684528,793
신풍제약(주),19170,Dec-17,0,450718,136015681,450718,765
신풍제약(주),19170,Dec-18,0,751100,127569828,751100,767
신풍제약(주),19170,Dec-19,0,3528800,127042482,3528800,767
신풍제지(주),2870,Dec-11,0,1117401,81471254,1117401,185
신풍제지(주),2870,Dec-12,0,965058,77678165,965058,206
신풍제지(주),2870,Dec-13,0,2091072,74575567,2091072,197
신풍제지(주),2870,Dec-14,0,878216,74590395,878216,215
신풍제지(주),2870,Dec-15,4209500,571000,59148881,571000,192
신풍제지(주),2870,Dec-16,2821580,571000,52310429,571000,156
신풍제지(주),2870,Dec-17,1137854,571000,55132720,571000,174
신풍제지(주),2870,Dec-18,0,1149451,49427296,578500,168
신풍제지(주),2870,Dec-19,22661726,0,20826644,0,168
신화인터텍(주),56700,Dec-11,0,5105505,123870982,5105506,473
신화인터텍(주),56700,Dec-12,1500000,3554592,111766415,3550847,386
신화인터텍(주),56700,Dec-13,0,7501247,111118593,7090343,400
신화인터텍(주),56700,Dec-14,0,9907591,127556476,9881659,403
신화인터텍(주),56700,Dec-15,0,1102249,114670653,1102248,316
신화인터텍(주),56700,Dec-16,0,1201318,114788349,1201319,356
신화인터텍(주),56700,Dec-17,0,5241042,110578091,5241042,378
신화인터텍(주),56700,Dec-18,0,5831244,107706039,5831244,357
신화인터텍(주),56700,Dec-19,7050000,3924781,95718208,3924780,375
신흥에스이씨(주),243840,Dec-17,0,19283810,50383364,9294561,790
신흥에스이씨(주),243840,Dec-18,0,49532463,86592888,16288212,1367
신흥에스이씨(주),243840,Dec-19,0,31122839,83564059,3072300,1544
쌍용씨앤이(주),3410,Dec-11,0,10561525,1717684797,6953128,1065
쌍용씨앤이(주),3410,Dec-12,0,23766902,1653944399,7449798,1015
쌍용씨앤이(주),3410,Dec-13,0,40885193,1631552741,9534773,993
쌍용씨앤이(주),3410,Dec-14,5964376,47162849,1591548809,13404277,983
쌍용씨앤이(주),3410,Dec-15,0,30054610,1556377058,15926100,996
쌍용씨앤이(주),3410,Dec-16,162346142,36973618,1545195392,24163108,904
쌍용씨앤이(주),3410,Dec-17,16858415,87508843,1715672691,80345543,1255
쌍용씨앤이(주),3410,Dec-18,27511769,17114498,1733373552,11384693,1245
쌍용씨앤이(주),3410,Dec-19,18372430,49300104,1717044574,43379050,1233
쌍용자동차(주),3620,Dec-11,0,31748336,1038426146,31748336,4318
쌍용자동차(주),3620,Dec-12,0,37322042,1051358996,37322042,4365
쌍용자동차(주),3620,Dec-13,0,70917106,1084035359,70917106,4789
쌍용자동차(주),3620,Dec-14,0,131569206,1173658635,131569206,4829
쌍용자동차(주),3620,Dec-15,0,40866774,1187781726,40866774,4773
쌍용자동차(주),3620,Dec-16,0,103179053,1198961457,103179053,4833
쌍용자동차(주),3620,Dec-17,0,87441686,1239668891,87441686,4911
쌍용자동차(주),3620,Dec-18,0,110855937,1227206439,110625296,5003
쌍용자동차(주),3620,Dec-19,0,12720188,1141386612,12717610,5003
쌍용정보통신(주),10280,Dec-11,0,0,1428867,0,390
쌍용정보통신(주),10280,Dec-12,0,0,1098152,0,382
쌍용정보통신(주),10280,Dec-13,0,0,1178897,0,426
쌍용정보통신(주),10280,Dec-14,0,0,1035327,0,489
쌍용정보통신(주),10280,Dec-15,0,0,1645412,0,514
쌍용정보통신(주),10280,Dec-16,0,0,2048591,0,512
쌍용정보통신(주),10280,Dec-17,0,0,1790396,0,398
쌍용정보통신(주),10280,Dec-18,0,0,1363722,0,305
쌍용정보통신(주),10280,Dec-19,0,0,2266021,0,320
써니전자(주),4770,Dec-11,0,205911,5284413,205911,85
써니전자(주),4770,Dec-12,0,0,5019550,0,85
써니전자(주),4770,Dec-13,0,28700,4892274,28700,83
써니전자(주),4770,Dec-14,0,1280044,6037854,1280044,80
써니전자(주),4770,Dec-15,0,0,5763299,0,80
써니전자(주),4770,Dec-16,0,100000,5764352,100000,77
써니전자(주),4770,Dec-17,0,0,5504339,0,69
써니전자(주),4770,Dec-18,0,0,5200574,0,64
써니전자(주),4770,Dec-19,0,0,5438440,0,56
씨비아이(주),13720,Dec-11,,,17286458,1208975,128
씨비아이(주),13720,Dec-12,,,19490629,1515153,129
씨비아이(주),13720,Dec-13,,,24365872,1404882,128
씨비아이(주),13720,Dec-14,,,24100490,0,116
씨비아이(주),13720,Dec-15,,,26301697,3820390,112
씨비아이(주),13720,Dec-16,,,25482306,3580664,114
씨비아이(주),13720,Dec-17,,,23906083,0,98
씨비아이(주),13720,Dec-18,,,23658495,1520021,109
씨비아이(주),13720,Dec-19,,,24666031,4735312,104
씨아이에스(주),222080,Dec-15,,,,,
씨아이에스(주),222080,Dec-16,,,,,1
씨아이에스(주),222080,Dec-17,0,743706,10706711,743706,78
씨아이에스(주),222080,Dec-18,0,4571522,21766204,4571522,94
씨아이에스(주),222080,Dec-19,,,24235435,0,124
씨앤지하이테크(주),264660,Dec-18,,,5371330,0,102
씨앤지하이테크(주),264660,Dec-19,,,5041073,6520,110
씨앤티85(주),56730,Dec-11,0,0,645453,0,57
씨앤티85(주),56730,Dec-12,0,0,18817240,0,55
씨앤티85(주),56730,Dec-13,0,0,18614721,0,63
씨앤티85(주),56730,Dec-14,0,0,17977533,0,56
씨앤티85(주),56730,Dec-15,0,0,17084036,0,16
씨앤티85(주),56730,Dec-16,,,16685827,0,20
씨앤티85(주),56730,Dec-17,0,0,6885424,0,27
씨앤티85(주),56730,Dec-18,0,0,7413329,0,36
씨앤티85(주),56730,Dec-19,263863,0,6553498,0,16
씨에스베어링(주),297090,Dec-19,0,18119710,31379588,55750,127
씨에스윈드(주),112610,Dec-14,0,4062332,875618,0,78
씨에스윈드(주),112610,Dec-15,0,2387887,3393173,0,95
씨에스윈드(주),112610,Dec-16,0,113285,3394832,0,93
씨에스윈드(주),112610,Dec-17,0,12612789,2996996,0,69
씨에스윈드(주),112610,Dec-18,0,4667739,9354820,289487,65
씨에스윈드(주),112610,Dec-19,0,47889245,9560899,741975,85
씨제이(주),1040,Dec-11,22982786,595251082,12053526,0,108
씨제이(주),1040,Dec-12,11838175,745497533,9160510,0,48
씨제이(주),1040,Dec-13,61772163,587276328,8912812,0,43
씨제이(주),1040,Dec-14,63045535,684701726,6950599,0,48
씨제이(주),1040,Dec-15,6623190,220496680,6452260,0,56
씨제이(주),1040,Dec-16,6496114,453696961,6237647,0,34
씨제이(주),1040,Dec-17,171069046,1098934235,30148496,3054125,28
씨제이(주),1040,Dec-18,2246600,1132344368,71981904,46629585,58
씨제이(주),1040,Dec-19,514473539,1129531468,55511110,1183629,65
씨제이대한통운(주),120,Dec-11,0,136459543,1210972437,118048461,4088
씨제이대한통운(주),120,Dec-12,0,211787989,1338583896,193192563,4094
씨제이대한통운(주),120,Dec-13,0,73730905,1509025918,50561216,5496
씨제이대한통운(주),120,Dec-14,7767491,27411245,1473540315,5031368,5301
씨제이대한통운(주),120,Dec-15,2165656,30765898,1477773559,22328578,5393
씨제이대한통운(주),120,Dec-16,2165656,149116273,1587436338,131705075,5412
씨제이대한통운(주),120,Dec-17,1740786,357785383,1906255008,311885257,5543
씨제이대한통운(주),120,Dec-18,1720201,224313852,2635921214,160907727,6350
씨제이대한통운(주),120,Dec-19,465109,288899085,2767790774,231776350,6358
씨제이바이오사이언스(주),311690,Dec-19,0,0,1728491,0,76
씨제이씨지브이(주),79160,Dec-11,1618182,24763122,343006304,15647717,981
씨제이씨지브이(주),79160,Dec-12,0,17966711,347233307,5711153,1076
씨제이씨지브이(주),79160,Dec-13,0,33728043,399331264,16384347,1470
씨제이씨지브이(주),79160,Dec-14,0,36108929,411787872,13864965,1482
씨제이씨지브이(주),79160,Dec-15,0,25976195,419832416,13719039,1466
씨제이씨지브이(주),79160,Dec-16,784264,51743887,419606869,18719221,1525
씨제이씨지브이(주),79160,Dec-17,0,49557727,454513395,22009703,1529
씨제이씨지브이(주),79160,Dec-18,0,88210679,317610726,48619359,7302
씨제이씨지브이(주),79160,Dec-19,0,33928981,274133699,9409557,7068
씨제이씨푸드(주),11150,Dec-11,0,63200,31895470,63200,283
씨제이씨푸드(주),11150,Dec-12,,,40346445,0,308
씨제이씨푸드(주),11150,Dec-13,,,40084632,1584,301
씨제이씨푸드(주),11150,Dec-14,,,43180926,995395,330
씨제이씨푸드(주),11150,Dec-15,,,64453196,4293916,398
씨제이씨푸드(주),11150,Dec-16,,,67236266,3728510,402
씨제이씨푸드(주),11150,Dec-17,,,74051222,442728,384
씨제이씨푸드(주),11150,Dec-18,,,72998159,31450,453
씨제이씨푸드(주),11150,Dec-19,,,75662717,337300,462
씨제이제일제당(주),97950,Dec-11,0,543530991,2194273747,76083668,5576
씨제이제일제당(주),97950,Dec-12,0,632262436,2246501032,181972250,6002
씨제이제일제당(주),97950,Dec-13,0,529006006,2307823030,176030149,5991
씨제이제일제당(주),97950,Dec-14,0,611729955,2122374848,223603620,4794
씨제이제일제당(주),97950,Dec-15,0,164430098,2401780578,46670309,5122
씨제이제일제당(주),97950,Dec-16,0,342168251,2525291495,104657004,5396
씨제이제일제당(주),97950,Dec-17,0,957304751,2846373068,259844823,6052
씨제이제일제당(주),97950,Dec-18,2245917,896806230,3374008275,346411829,7384
씨제이제일제당(주),97950,Dec-19,509387147,939205494,2926684776,316645410,7379
씨제이프레시웨이(주),51500,Dec-11,4868774,6045597,55255162,5781212,1279
씨제이프레시웨이(주),51500,Dec-12,0,8713964,69419879,6057610,1497
씨제이프레시웨이(주),51500,Dec-13,0,5497297,70076861,5495115,1772
씨제이프레시웨이(주),51500,Dec-14,0,9124611,78855379,9124611,2413
씨제이프레시웨이(주),51500,Dec-15,0,2631507,72871205,2631507,2844
씨제이프레시웨이(주),51500,Dec-16,0,1537734,73545067,1380055,3149
씨제이프레시웨이(주),51500,Dec-17,0,10252207,79356727,3558846,3545
씨제이프레시웨이(주),51500,Dec-18,0,1109188,89172577,991607,6387
씨제이프레시웨이(주),51500,Dec-19,0,7556121,107405508,6985221,6972
씨큐브(주),101240,Dec-11,,,22772688,1161336,99
씨큐브(주),101240,Dec-12,,,21844430,116021,114
씨큐브(주),101240,Dec-13,,,21645045,186968,125
씨큐브(주),101240,Dec-14,,,23416460,270871,123
씨큐브(주),101240,Dec-15,,,24795598,1933021,141
씨큐브(주),101240,Dec-16,,,24173041,1567978,155
씨큐브(주),101240,Dec-17,,,23681813,2317209,157
씨큐브(주),101240,Dec-18,,,32673413,9164435,164
씨큐브(주),101240,Dec-19,,,38042668,9687199,173
아남전자(주),8700,Dec-11,0,214526,25550474,0,148
아남전자(주),8700,Dec-12,0,0,25577405,0,145
아남전자(주),8700,Dec-13,0,1058472,45726277,0,161
아남전자(주),8700,Dec-14,0,0,15604476,0,162
아남전자(주),8700,Dec-15,0,0,15175675,0,160
아남전자(주),8700,Dec-16,0,0,14535288,0,143
아남전자(주),8700,Dec-17,0,0,13514010,0,121
아남전자(주),8700,Dec-18,0,0,13838394,0,124
아남전자(주),8700,Dec-19,0,0,13579099,0,121
아미코젠(주),92040,Dec-13,,,13927063,276273,75
아미코젠(주),92040,Dec-14,0,213145,16841588,213145,106
아미코젠(주),92040,Dec-15,0,4577739,17937830,214350,113
아미코젠(주),92040,Dec-16,0,1470740,21936409,71910,133
아미코젠(주),92040,Dec-17,0,821839,22030541,81710,143
아미코젠(주),92040,Dec-18,0,3313268,22801506,236110,169
아미코젠(주),92040,Dec-19,0,6846556,28071580,944516,182
아비코전자(주),36010,Dec-11,0,0,20876492,0,133
아비코전자(주),36010,Dec-12,0,46549,20821433,46549,135
아비코전자(주),36010,Dec-13,0,1160096,24316082,116372,161
아비코전자(주),36010,Dec-14,0,0,20411182,232743,161
아비코전자(주),36010,Dec-15,0,0,17460673,0,156
아비코전자(주),36010,Dec-16,0,0,16820392,0,166
아비코전자(주),36010,Dec-17,0,0,15413806,0,174
아비코전자(주),36010,Dec-18,0,432600,13698644,0,376
아비코전자(주),36010,Dec-19,0,49000,12245400,0,386
아세아(주),2030,Dec-11,0,13210629,343622769,2666542,463
아세아(주),2030,Dec-12,0,18632984,341427594,4630462,469
아세아(주),2030,Dec-13,0,10228024,1230609,822445,10
아세아(주),2030,Dec-14,0,15656899,510876,0,11
아세아(주),2030,Dec-15,2700065,35057149,466996,0,11
아세아(주),2030,Dec-16,0,91139084,3368331,0,11
아세아(주),2030,Dec-17,5120313,44361598,3295101,0,12
아세아(주),2030,Dec-18,0,43346883,3917146,0,14
아세아(주),2030,Dec-19,0,20889782,3802736,0,12
아세아시멘트(주),183190,Dec-13,0,8100875,336626396,7350874,465
아세아시멘트(주),183190,Dec-14,0,13097825,340764175,11964792,469
아세아시멘트(주),183190,Dec-15,0,32589450,364210427,31144033,464
아세아시멘트(주),183190,Dec-16,0,45614207,387712150,44246610,463
아세아시멘트(주),183190,Dec-17,5120313,35493413,394171748,33808382,491
