회사명,거래소코드,회계년도,매출액(IFRS연결),유동자산(IFRS연결),유동부채(IFRS연결),매출액(IFRS개별),유동자산(IFRS개별),유동부채(IFRS개별)
제이엔케이히터(주),126880,Dec-17,119417582,81328675,78968599,96715708,77571316,74369168
제이엔케이히터(주),126880,Dec-18,150460311,133518265,122721275,114644019,128437573,118918390
제이엔케이히터(주),126880,Dec-19,225530641,102598927,85610803,197512325,92726285,75253964
제이엠아이(주),33050,Dec-11,343586465,133179323,104717931,34390375,61160945,17535268
제이엠아이(주),33050,Dec-12,220845769,76426183,91270207,28061050,47276937,25390829
제이엠아이(주),33050,Dec-13,247780946,90483868,102411424,17743451,17166824,8154882
제이엠아이(주),33050,Dec-14,194798104,76484889,81801532,21082148,19369434,6638931
제이엠아이(주),33050,Dec-15,120816202,67677403,68814899,13976083,19159902,6741798
제이엠아이(주),33050,Dec-16,111661318,69049186,62577738,16685967,20597112,6058985
제이엠아이(주),33050,Dec-17,117723560,70102799,60641477,15146855,20327342,4651094
제이엠아이(주),33050,Dec-18,124753911,67752984,58666840,11276792,21788575,5282778
제이엠아이(주),33050,Dec-19,70128873,47578003,40329929,11948797,19626317,3402760
제이엠티(주),94970,Dec-11,126189197,32940561,50000229,97374511,37272790,42510600
제이엠티(주),94970,Dec-12,160265598,30567248,44735518,157695459,39414658,44472429
제이엠티(주),94970,Dec-13,151863315,46143733,51985166,150969115,52840777,52135245
제이엠티(주),94970,Dec-14,156169850,42197340,37213028,155240340,47449315,37079046
제이엠티(주),94970,Dec-15,89467727,22030050,9426767,88876737,22602023,9331865
제이엠티(주),94970,Dec-16,96453932,28022707,19353966,99569337,36717241,18204675
제이엠티(주),94970,Dec-17,148025185,64742457,50995862,115432823,66552708,49955554
제이엠티(주),94970,Dec-18,147040181,56885764,31276721,102773155,53154802,26289489
제이엠티(주),94970,Dec-19,83264957,41272960,13839925,54807237,39277394,12010264
제이준코스메틱(주),25620,Dec-11,,,,57607367,25105770,43840984
제이준코스메틱(주),25620,Dec-12,,,,50422207,21966877,36357081
제이준코스메틱(주),25620,Dec-13,30094731,46824734,69742648,30094731,20659557,42940948
제이준코스메틱(주),25620,Dec-14,,,,7148923,874656,6271518
제이준코스메틱(주),25620,Dec-15,8011257,27474068,16174980,8011257,21560502,11592341
제이준코스메틱(주),25620,Dec-16,83423744,87301309,28894963,80888163,86175053,27371739
제이준코스메틱(주),25620,Dec-17,,,,129713291,77184041,17790729
제이준코스메틱(주),25620,Dec-18,132015284,137129532,41290600,131786245,135243124,38879808
제이준코스메틱(주),25620,Dec-19,52618530,54861367,68180973,40813125,52745109,63630754
제일약품(주),271980,Dec-17,,,,371591763,298602582,206456956
제일약품(주),271980,Dec-18,,,,627074758,273355962,194556097
제일약품(주),271980,Dec-19,,,,671406875,264134194,208519278
제일연마공업(주),1560,Dec-11,87697880,51372492,18389307,73921178,43054003,9975848
제일연마공업(주),1560,Dec-12,86097284,52737690,17162576,73560830,43828588,6945452
제일연마공업(주),1560,Dec-13,85918549,43857418,24377336,72997377,33785132,13362722
제일연마공업(주),1560,Dec-14,88242569,49868944,28396170,75357493,37707415,15527790
제일연마공업(주),1560,Dec-15,86575558,52497450,27907796,73257206,39725239,17058063
제일연마공업(주),1560,Dec-16,86409643,54086344,25167932,72035073,40979491,12831180
제일연마공업(주),1560,Dec-17,82451325,54026585,22138579,70962538,42266539,10575763
제일연마공업(주),1560,Dec-18,82191790,53556544,17772595,70561407,46813367,9141700
제일연마공업(주),1560,Dec-19,81071833,54206280,14183946,69029654,45927545,9748680
제일파마홀딩스(주),2620,Dec-11,,,,462853352,257724250,130577734
제일파마홀딩스(주),2620,Dec-12,,,,426819209,226000345,121243355
제일파마홀딩스(주),2620,Dec-13,,,,451968239,238654513,129968173
제일파마홀딩스(주),2620,Dec-14,,,,512736239,253796832,143118944
제일파마홀딩스(주),2620,Dec-15,,,,594715655,289194166,175029982
제일파마홀딩스(주),2620,Dec-16,617279880,312749806,193554339,616093302,293252073,188651240
제일파마홀딩스(주),2620,Dec-17,44440577,38523418,15367628,3878015,9300410,1983299
제일파마홀딩스(주),2620,Dec-18,142736343,337927936,280976703,13062295,37229196,76332942
제일파마홀딩스(주),2620,Dec-19,731140380,313620339,313828871,15296455,21794581,100367762
조광아이엘아이(주),44060,Dec-11,17815008,18022133,5398230,17743944,17426734,5059402
조광아이엘아이(주),44060,Dec-12,22609560,16887025,4085762,22131586,15816566,3493470
조광아이엘아이(주),44060,Dec-13,20830732,19048181,7754845,20591147,18080557,6944310
조광아이엘아이(주),44060,Dec-14,26663062,22863386,4996852,26616575,22546869,4435105
조광아이엘아이(주),44060,Dec-15,31254241,34748891,14525001,31232603,34898906,14508743
조광아이엘아이(주),44060,Dec-16,24499975,27514444,8568053,24499975,27813729,8544685
조광아이엘아이(주),44060,Dec-17,20369538,22867669,3326102,20324881,22998203,3316508
조광아이엘아이(주),44060,Dec-18,24602135,28428854,3843913,24602135,28579489,3833745
조광아이엘아이(주),44060,Dec-19,24534303,31327326,34574411,24534303,31469314,33404284
조광페인트(주),4910,Dec-11,166766165,81726106,73243168,164439693,81186879,73017597
조광페인트(주),4910,Dec-12,172960466,83285181,76018270,170006324,82558775,75926898
조광페인트(주),4910,Dec-13,184561296,89599921,75625421,180594468,88216000,75295233
조광페인트(주),4910,Dec-14,193792839,88984633,76554564,189183817,86801643,76254780
조광페인트(주),4910,Dec-15,189482109,86970158,58965246,183399145,83338158,58613872
조광페인트(주),4910,Dec-16,188696551,93696168,45432533,183378684,88584616,45057810
조광페인트(주),4910,Dec-17,201245024,97393635,59887584,196287605,92113069,59571411
조광페인트(주),4910,Dec-18,209481335,103233907,93599296,204432755,98031008,93130919
조광페인트(주),4910,Dec-19,203361940,98377420,94144437,198162872,92627077,93774769
조광피혁(주),4700,Dec-11,180544035,112873505,41339697,181946237,109313700,38589985
조광피혁(주),4700,Dec-12,193883303,113408507,36366169,195974888,111234614,33660178
조광피혁(주),4700,Dec-13,189728876,115195829,39909227,185292196,110613449,35171241
조광피혁(주),4700,Dec-14,198169502,101396508,29049879,195012611,97958502,25315816
조광피혁(주),4700,Dec-15,181883465,90943621,18957955,180546466,90854656,18961985
조광피혁(주),4700,Dec-16,198566058,102077050,18040624,198566058,102077050,18040624
조광피혁(주),4700,Dec-17,174294405,83713895,15698526,174294405,83713895,15698526
조광피혁(주),4700,Dec-18,,,,127668738,82401305,10518637
조광피혁(주),4700,Dec-19,,,,108240350,85635650,10680211
조선내화(주),480,Dec-11,770365715,340488376,272623211,465542305,206339035,158915583
조선내화(주),480,Dec-12,835634819,365537167,254991827,498488730,205248593,139718101
조선내화(주),480,Dec-13,848218991,345872618,227453031,491739130,199299106,116717800
조선내화(주),480,Dec-14,856202386,339335900,268804089,491717569,199195849,150396223
조선내화(주),480,Dec-15,728337552,336561288,227007626,468201028,221800787,122027165
조선내화(주),480,Dec-16,714499502,350504448,281048713,455717223,222316442,157259434
조선내화(주),480,Dec-17,694333852,353404569,289248716,439188095,215996672,180789086
조선내화(주),480,Dec-18,789176793,369512835,286589528,504868202,228770434,189544215
조선내화(주),480,Dec-19,757153217,365763790,280419993,467931121,199697232,167908663
조선선재(주),120030,Dec-11,,,,75614865,33801768,10624713
조선선재(주),120030,Dec-12,,,,73414643,39042790,8964021
조선선재(주),120030,Dec-13,,,,72233523,49151540,10180096
조선선재(주),120030,Dec-14,,,,70928954,62510238,11632869
조선선재(주),120030,Dec-15,,,,66334460,76838934,11913338
조선선재(주),120030,Dec-16,,,,63087575,88834017,11994534
조선선재(주),120030,Dec-17,,,,66010846,99318397,13319586
조선선재(주),120030,Dec-18,,,,62709302,101990387,11381004
조선선재(주),120030,Dec-19,,,,64043540,107947196,9128652
조아제약(주),34940,Dec-11,,,,38922205,36508404,10293618
조아제약(주),34940,Dec-12,,,,41032148,38264025,9933814
조아제약(주),34940,Dec-13,43913344,42870872,10825213,43270036,42012643,10742683
조아제약(주),34940,Dec-14,43087208,41905155,19319337,41647903,40981640,19151012
조아제약(주),34940,Dec-15,50120387,41759100,20854014,48681916,40841876,20635821
조아제약(주),34940,Dec-16,55550555,44727768,24069954,53967907,44227109,24201808
조아제약(주),34940,Dec-17,58865464,52746012,16497446,57172020,52447045,16376107
조아제약(주),34940,Dec-18,63089935,53438139,24327774,61640171,53058274,24194359
조아제약(주),34940,Dec-19,67536605,53801503,23382434,66476463,53352361,22790799
조일알미늄(주),18470,Dec-11,,,,396286962,175921787,108256121
조일알미늄(주),18470,Dec-12,,,,359008369,149575393,63994452
조일알미늄(주),18470,Dec-13,,,,326176058,157565421,74150941
조일알미늄(주),18470,Dec-14,,,,309041275,158478854,93343293
조일알미늄(주),18470,Dec-15,,,,271779373,127095175,81327474
조일알미늄(주),18470,Dec-16,,,,273427164,133968451,98389765
조일알미늄(주),18470,Dec-17,,,,299165112,144859120,113355508
조일알미늄(주),18470,Dec-18,,,,317744416,155083980,135928647
조일알미늄(주),18470,Dec-19,,,,311766941,151468984,135946367
주성엔지니어링(주),36930,Dec-11,319177988,297904584,188013693,304759055,299486188,173218479
주성엔지니어링(주),36930,Dec-12,80017000,188197605,193898129,76836352,183635359,185756591
주성엔지니어링(주),36930,Dec-13,153698605,171518658,262983321,151643955,171138959,262317324
주성엔지니어링(주),36930,Dec-14,141962582,115694315,177400101,140412172,116181385,177250884
주성엔지니어링(주),36930,Dec-15,175637905,133368962,144722736,175677910,133045517,144497948
주성엔지니어링(주),36930,Dec-16,268011411,163860312,113925386,266960505,162763522,113717597
주성엔지니어링(주),36930,Dec-17,272687423,142001009,64071609,272535493,140492312,63845765
주성엔지니어링(주),36930,Dec-18,263006104,134047262,61082174,262699926,131791374,60221785
주성엔지니어링(주),36930,Dec-19,254580906,103291365,123501762,254491427,102149331,123379117
줌인터넷(주),239340,Dec-16,,,,,,
줌인터넷(주),239340,Dec-17,,,,,,
줌인터넷(주),239340,Dec-18,,,,,,
줌인터넷(주),239340,Dec-19,24679947,28377670,5071292,24679947,24995580,5063764
지나인제약(주),78650,Dec-11,50802585,28415237,55147166,51372612,26544831,55031938
지나인제약(주),78650,Dec-12,86465720,36956491,60356959,87383577,36345643,60168763
지나인제약(주),78650,Dec-13,129048858,30822299,59040858,129825921,29072849,59215274
지나인제약(주),78650,Dec-14,81327428,27435875,73795482,83684493,34954640,65951595
지나인제약(주),78650,Dec-15,87049065,26511801,82993455,89671877,32214417,71200847
지나인제약(주),78650,Dec-16,93027788,25450218,80376178,94977197,30618364,70818342
지나인제약(주),78650,Dec-17,82030966,25580356,47383334,83867144,27800034,39009792
지나인제약(주),78650,Dec-18,77858950,25318770,30781978,79598994,26790156,23798983
지나인제약(주),78650,Dec-19,67739920,23392632,40620028,70072220,28852648,32533717
지니언스(주),263860,Dec-17,20812400,26712604,4021160,20812400,26438113,4013382
지니언스(주),263860,Dec-18,21445361,25903704,3234763,21347638,25542713,3212741
지니언스(주),263860,Dec-19,24925858,27953328,6446401,24874819,27603219,6362554
지더블유바이텍(주),36180,Dec-11,,,,15853734,9663584,2574716
지더블유바이텍(주),36180,Dec-12,,,,15420896,7338930,1892612
지더블유바이텍(주),36180,Dec-13,,,,17662495,9839216,2277151
지더블유바이텍(주),36180,Dec-14,,,,18454752,10734039,2674379
지더블유바이텍(주),36180,Dec-15,,,,24595018,12342942,3789005
지더블유바이텍(주),36180,Dec-16,,,,28818348,17558580,4085520
지더블유바이텍(주),36180,Dec-17,,,,34982098,28828649,6026322
지더블유바이텍(주),36180,Dec-18,,,,38971643,29054282,5640002
지더블유바이텍(주),36180,Dec-19,44570859,72745268,74535435,44565634,72062119,74052845
지에스건설(주),6360,Dec-11,9052234348,7782408373,5346016947,8524883693,7422082777,4971774138
지에스건설(주),6360,Dec-12,9289550356,7555281918,5080648153,8530989163,7032214479,4662080518
지에스건설(주),6360,Dec-13,9565758140,8414467007,6136911751,7861809394,7503602900,5625701523
지에스건설(주),6360,Dec-14,9487551635,8652947214,6127182858,8353332345,7667877015,5569057763
지에스건설(주),6360,Dec-15,10572620348,9549473789,7139321408,9069842908,8393249845,6204643787
지에스건설(주),6360,Dec-16,11035596403,9736512655,7224983499,9996138506,8752317729,6447573042
지에스건설(주),6360,Dec-17,11679456006,9582340457,8581252537,10811746537,8478218371,7770098504
지에스건설(주),6360,Dec-18,13139372923,7828165281,6359727442,11786013253,7005877419,5754106108
지에스건설(주),6360,Dec-19,10416589202,7328856815,5800889904,9485125995,5997754351,4918003544
지에이치신소재(주),130500,Dec-13,53114706,26200099,16430823,44633443,24602480,14966572
지에이치신소재(주),130500,Dec-14,51506190,26293171,17138039,43224809,22999295,13750459
지에이치신소재(주),130500,Dec-15,56083236,23805655,12253393,45591777,21720408,9888860
지에이치신소재(주),130500,Dec-16,55030268,26367204,13795904,45695312,24903503,11937195
지에이치신소재(주),130500,Dec-17,54476127,35973696,9949621,43104718,33394918,7775996
지에이치신소재(주),130500,Dec-18,65263335,24534139,34387933,53965476,22138069,32191462
지에이치신소재(주),130500,Dec-19,67174274,20363645,29962548,56124331,18388012,27120147
지엔원에너지(주),270520,Dec-17,,,,,,
지엔원에너지(주),270520,Dec-18,,,,,,
지엔원에너지(주),270520,Dec-19,,,,,,
지엘팜텍(주),204840,Dec-14,,,,,,
지엘팜텍(주),204840,Dec-15,,,,,,
지엘팜텍(주),204840,Dec-16,,,,4635602,9004732,2813828
지엘팜텍(주),204840,Dec-17,,,,2413833,9700687,4454604
지엘팜텍(주),204840,Dec-18,7998087,8979287,5603292,3761456,5778729,1818999
지엘팜텍(주),204840,Dec-19,10608166,6347697,16159346,4301246,1393819,9484437
지엠비코리아(주),13870,Dec-12,436611664,177247479,123765277,424322402,165792470,117599499
지엠비코리아(주),13870,Dec-13,462808878,184047804,123698201,447993663,162995633,111911923
지엠비코리아(주),13870,Dec-14,459426467,195178806,144651378,453519547,167226702,131010428
지엠비코리아(주),13870,Dec-15,467536890,199444455,157098650,446880190,163296267,134965130
지엠비코리아(주),13870,Dec-16,495119071,205288948,160907677,456011513,161356049,132433491
지엠비코리아(주),13870,Dec-17,466838914,214641128,158603715,434288749,168744062,131132368
지엠비코리아(주),13870,Dec-18,457196869,208836555,164602439,429749976,164608245,135576749
지엠비코리아(주),13870,Dec-19,477535110,214917594,172990758,440353831,165377219,135665593
진양산업(주),3780,Dec-11,37103410,16040628,5281563,34869034,13213874,4594286
진양산업(주),3780,Dec-12,36355443,16678824,5201925,28225792,12759642,3835218
진양산업(주),3780,Dec-13,36170247,15086749,3136914,26269746,10873705,2165490
진양산업(주),3780,Dec-14,38465076,15618876,3358242,27229761,10857827,2375966
진양산업(주),3780,Dec-15,43726798,18417170,3852505,30609987,12297824,2716979
진양산업(주),3780,Dec-16,42415293,17265272,8835764,29595265,10871951,8069131
진양산업(주),3780,Dec-17,44821948,16806465,8733400,31375208,11677428,7810759
진양산업(주),3780,Dec-18,59350306,19833705,12615780,45253103,14208787,12020712
진양산업(주),3780,Dec-19,61838250,23920365,10633717,46870873,14360769,9684774
진양제약(주),7370,Dec-11,,,,36261681,37644511,6353597
진양제약(주),7370,Dec-12,,,,37144640,40521047,7501793
진양제약(주),7370,Dec-13,,,,40234569,44015623,10085683
진양제약(주),7370,Dec-14,,,,45236833,44989644,11716802
진양제약(주),7370,Dec-15,,,,40148932,40878953,11220573
진양제약(주),7370,Dec-16,,,,36132341,26193986,11027502
진양제약(주),7370,Dec-17,,,,43449787,31429112,27246934
진양제약(주),7370,Dec-18,,,,46862706,29836411,23153341
진양제약(주),7370,Dec-19,,,,47351256,28082027,19926066
진양폴리우레탄(주),10640,Dec-11,,,,22422027,7898525,4717387
진양폴리우레탄(주),10640,Dec-12,,,,21694188,7924523,4073036
진양폴리우레탄(주),10640,Dec-13,,,,21586876,7757307,4685801
진양폴리우레탄(주),10640,Dec-14,,,,22326509,6295959,4160972
진양폴리우레탄(주),10640,Dec-15,,,,19045030,3491496,8254119
진양폴리우레탄(주),10640,Dec-16,,,,17315570,5225670,14499736
진양폴리우레탄(주),10640,Dec-17,,,,23646888,6568534,14159086
진양폴리우레탄(주),10640,Dec-18,,,,30104369,7134376,12969564
진양폴리우레탄(주),10640,Dec-19,35112975,8273836,7340071,31905400,7749228,6704863
진양화학(주),51630,Dec-11,,,,62756797,9913813,11158566
진양화학(주),51630,Dec-12,,,,64375840,11442344,11174721
진양화학(주),51630,Dec-13,,,,70268217,14904350,13132061
진양화학(주),51630,Dec-14,,,,79319654,16180927,12556554
진양화학(주),51630,Dec-15,,,,70795247,12979950,8796914
진양화학(주),51630,Dec-16,,,,57610216,14353480,9051211
진양화학(주),51630,Dec-17,,,,49592413,13239475,8281459
진양화학(주),51630,Dec-18,,,,49730594,12812786,7578081
진양화학(주),51630,Dec-19,,,,44531589,10466303,8107181
진원생명과학(주),11000,Dec-11,27737197,22370885,5602789,20684006,20826238,5066469
진원생명과학(주),11000,Dec-12,19410461,26678448,12726455,13919169,24589292,12296633
진원생명과학(주),11000,Dec-13,20657216,19496802,6406543,15834737,17420380,6252113
진원생명과학(주),11000,Dec-14,24625226,29440074,4275927,20217648,28469168,5167647
진원생명과학(주),11000,Dec-15,28364785,35281502,6690674,24124655,29895442,7723836
진원생명과학(주),11000,Dec-16,31371459,52910146,28677637,25725396,45636273,29196557
진원생명과학(주),11000,Dec-17,27171386,34652890,8568210,22095218,29656054,8400712
진원생명과학(주),11000,Dec-18,34292568,38183342,18812465,28845356,30925572,17928517
진원생명과학(주),11000,Dec-19,41241251,36595937,22652882,34617979,27613196,21506043
진흥기업(주),2780,Dec-11,556396652,608091665,480482994,547347375,607868944,480256760
진흥기업(주),2780,Dec-12,466811943,488662140,330092343,466811943,488663711,330092013
진흥기업(주),2780,Dec-13,479647462,439639958,399949036,479223825,439629717,399937749
진흥기업(주),2780,Dec-14,638101515,394931856,269901747,638101515,394932367,269901682
진흥기업(주),2780,Dec-15,727826358,334989360,430394434,727826358,334985711,430390780
진흥기업(주),2780,Dec-16,646578598,208023245,242110302,646578598,208050031,242137082
진흥기업(주),2780,Dec-17,573309875,210500746,186525219,573309875,210492004,186575906
진흥기업(주),2780,Dec-18,,,,671155390,286361415,228546159
진흥기업(주),2780,Dec-19,,,,546534147,218281825,148572283
차이나크리스탈신소재홀딩스,900250,Dec-14,56045768,118763629,13760767,,,
차이나크리스탈신소재홀딩스,900250,Dec-15,64435515,113512391,20070886,,,
차이나크리스탈신소재홀딩스,900250,Dec-16,65044270,158914119,17797743,,,
차이나크리스탈신소재홀딩스,900250,Dec-17,71468293,167788670,20792325,,,
차이나크리스탈신소재홀딩스,900250,Dec-18,76036380,183149135,37776944,,,
차이나크리스탈신소재홀딩스,900250,Dec-19,84592473,145201005,29632174,,,
참엔지니어링(주),9310,Dec-11,211373238,116025076,97440196,200445609,77684654,75239005
참엔지니어링(주),9310,Dec-12,86043032,88046317,95350951,50862143,50877419,85934741
참엔지니어링(주),9310,Dec-13,135905970,104945933,87459852,90037123,58904285,73401280
참엔지니어링(주),9310,Dec-14,133932056,310862543,116396153,80514667,73320013,90227919
참엔지니어링(주),9310,Dec-15,196878931,300346363,138763350,128772679,69605733,116096286
참엔지니어링(주),9310,Dec-16,184833038,282400197,153074014,110415318,91835937,130915908
참엔지니어링(주),9310,Dec-17,276337276,403758463,118978844,211234796,80811821,98874907
참엔지니어링(주),9310,Dec-18,221539927,429434431,109780101,143597228,91144101,84236881
참엔지니어링(주),9310,Dec-19,112514202,167720555,84993401,49382528,55528565,65045265
참존글로벌(주),158310,Dec-13,,,,25051035,22121082,6767380
참존글로벌(주),158310,Dec-14,,,,12578344,16212008,4678272
참존글로벌(주),158310,Dec-15,6963732,12031695,6012658,6963732,11987948,6008997
참존글로벌(주),158310,Dec-16,5153311,20984816,13767089,3796332,16316994,9240967
참존글로벌(주),158310,Dec-17,13466507,21677221,13195632,10050862,17476541,7606562
참존글로벌(주),158310,Dec-18,4861421,14684434,23974579,4310908,16974496,23858381
참존글로벌(주),158310,Dec-19,10075086,45497379,44727118,5253550,45852166,44618377
참좋은여행(주),94850,Dec-11,,,,54787189,36056875,33264674
참좋은여행(주),94850,Dec-12,,,,61934288,55491411,35838226
참좋은여행(주),94850,Dec-13,,,,71337754,38920852,32048496
참좋은여행(주),94850,Dec-14,,,,75533219,45039414,42032169
참좋은여행(주),94850,Dec-15,,,,79163688,48499029,37077524
참좋은여행(주),94850,Dec-16,,,,73515202,69533271,65161231
참좋은여행(주),94850,Dec-17,,,,56507195,64815516,68039148
참좋은여행(주),94850,Dec-18,,,,65012579,69415357,68115886
참좋은여행(주),94850,Dec-19,,,,62056608,114804044,47207655
카페24(주),42000,Dec-18,165386969,113137709,31627501,134561019,96162134,28243315
카페24(주),42000,Dec-19,217244740,101058494,58174841,147946664,61074415,35319709
커머스마이너 (주),223310,Dec-15,,,,59356194,32939425,4606429
커머스마이너 (주),223310,Dec-16,,,,32856768,28178397,4567001
커머스마이너 (주),223310,Dec-17,15183138,28149784,40259221,14673045,19249717,39281010
커머스마이너 (주),223310,Dec-18,16095117,19862764,35406088,12104742,17032438,33955269
커머스마이너 (주),223310,Dec-19,9051494,12668659,8701365,9051494,11864042,8654257
컨버즈(주),109070,Dec-11,,,,119580484,85135815,89643606
컨버즈(주),109070,Dec-12,,,,91020427,61476190,67230632
컨버즈(주),109070,Dec-13,,,,56437351,32116990,32791105
컨버즈(주),109070,Dec-14,,,,50354166,27396715,47389230
컨버즈(주),109070,Dec-15,,,,48044075,27088649,15103469
컨버즈(주),109070,Dec-16,45974763,51784166,39033107,45974763,29043978,23598078
컨버즈(주),109070,Dec-17,90655773,42109712,49666069,63031654,33775124,41946536
컨버즈(주),109070,Dec-18,89102572,41999205,62280428,73829905,33812511,49870645
컨버즈(주),109070,Dec-19,45782646,19537759,29402606,43613941,18790192,28306067
컬러레이홀딩스,900310,Dec-16,40289983,39912989,10688667,,,
컬러레이홀딩스,900310,Dec-17,47726790,95792969,10614290,,,
컬러레이홀딩스,900310,Dec-18,48244029,109091779,8450921,,,
컬러레이홀딩스,900310,Dec-19,50860783,113628684,9158664,,,
케이디켐(주),221980,Dec-15,45924423,48520483,5223650,45509733,48461162,5218744
케이디켐(주),221980,Dec-16,47698743,50883227,5547666,47380810,50714664,5433868
케이디켐(주),221980,Dec-17,50987523,52257464,5043494,50221511,51998090,4955848
케이디켐(주),221980,Dec-18,49983326,46557312,5789032,49831496,46478786,5764965
케이디켐(주),221980,Dec-19,48784053,39572806,3098389,48212800,38545219,3121925
케이만금세기차륜집단유한공사,900280,Dec-15,77805568,42465220,8175754,,,
케이만금세기차륜집단유한공사,900280,Dec-16,91005044,88779680,9256589,,,
케이만금세기차륜집단유한공사,900280,Dec-17,106115277,77829291,26781299,,,
케이만금세기차륜집단유한공사,900280,Dec-18,121631102,103273265,20183034,,,
케이만금세기차륜집단유한공사,900280,Dec-19,113144422,147238222,15426464,,,
케이비아이동국실업(주),1620,Dec-11,342579338,120916843,125770073,234948150,61614950,75675870
케이비아이동국실업(주),1620,Dec-12,393422497,125321452,104585614,261817457,65329861,58655984
케이비아이동국실업(주),1620,Dec-13,465193044,200560848,218286258,257558805,77900425,95563051
케이비아이동국실업(주),1620,Dec-14,672331468,223400687,260319311,295917846,76126863,118257941
케이비아이동국실업(주),1620,Dec-15,622316659,236769621,325159847,323652797,84571835,160759788
케이비아이동국실업(주),1620,Dec-16,625956922,287498629,341639046,277009090,102274184,174911052
케이비아이동국실업(주),1620,Dec-17,601955432,191214416,312496518,285298563,75615004,138139800
케이비아이동국실업(주),1620,Dec-18,650873646,203354328,340614932,335019066,97439627,174153975
케이비아이동국실업(주),1620,Dec-19,615578390,211073363,338648056,340566056,111623776,206163999
케이비아이메탈(주),24840,Dec-11,,,,433686881,117367749,89466487
케이비아이메탈(주),24840,Dec-12,,,,527053257,108251317,82650213
케이비아이메탈(주),24840,Dec-13,566237826,142445222,105854423,470006681,96327745,77128787
케이비아이메탈(주),24840,Dec-14,480672986,112022773,85275934,397145357,77573817,65093810
케이비아이메탈(주),24840,Dec-15,,,,457572264,72849736,56227312
케이비아이메탈(주),24840,Dec-16,,,,358349653,108283767,94506446
케이비아이메탈(주),24840,Dec-17,471145212,142638098,89831675,459640265,138058441,88799827
케이비아이메탈(주),24840,Dec-18,463758285,145989539,103205441,449113544,140984618,101951718
케이비아이메탈(주),24840,Dec-19,494785993,160577117,106330266,477661145,153684741,104338071
케이씨그린홀딩스(주),9440,Dec-11,320436617,191345231,167175668,15194242,8369315,21394729
케이씨그린홀딩스(주),9440,Dec-12,502629849,261351434,211248653,13500644,7489954,22713007
케이씨그린홀딩스(주),9440,Dec-13,487271569,217982111,157622932,22966151,6497489,18706443
케이씨그린홀딩스(주),9440,Dec-14,384115294,207807472,159986711,24141326,6681457,8978645
케이씨그린홀딩스(주),9440,Dec-15,377659976,178230019,148669917,19765711,6404656,960494
케이씨그린홀딩스(주),9440,Dec-16,391371451,168246790,152108904,14927783,7852860,461635
케이씨그린홀딩스(주),9440,Dec-17,352407287,226898804,179270959,16626754,22552974,2716139
케이씨그린홀딩스(주),9440,Dec-18,534720764,341833126,275668146,12902209,11236096,6637590
케이씨그린홀딩스(주),9440,Dec-19,698943263,438092461,381704495,13683527,12818711,7021434
케이씨코트렐(주),119650,Dec-11,,,,211359393,130964266,96278085
케이씨코트렐(주),119650,Dec-12,,,,332119561,189156111,146468489
케이씨코트렐(주),119650,Dec-13,290868493,122647207,82879629,290177500,121644592,82655622
케이씨코트렐(주),119650,Dec-14,209675820,124814548,98160911,208060068,123543334,98678126
케이씨코트렐(주),119650,Dec-15,186774294,80518043,68658549,184368511,76404899,65591036
케이씨코트렐(주),119650,Dec-16,179277597,84883592,65309678,171196746,78279306,61074326
케이씨코트렐(주),119650,Dec-17,168470463,105650601,88213812,150656419,96457972,82378827
케이씨코트렐(주),119650,Dec-18,182043908,142005959,119098390,152841374,132063752,110994397
케이씨코트렐(주),119650,Dec-19,300551682,240910194,215464036,281259841,219411383,196625120
케이알모터스(주),40,Dec-11,127720215,73022140,50166608,124258626,79792677,50782520
케이알모터스(주),40,Dec-12,97926654,61684604,43762954,96940269,69697488,44035066
케이알모터스(주),40,Dec-13,99553272,59697762,45952706,97370568,59697762,45952706
케이알모터스(주),40,Dec-14,79745683,67036044,70095533,79567593,69021427,70046458
케이알모터스(주),40,Dec-15,80658560,81382259,75282965,80853364,84081110,75192836
케이알모터스(주),40,Dec-16,84775354,77204566,71057453,84083884,18257755,71035686
케이알모터스(주),40,Dec-17,41661895,43267628,44738171,21638025,8513802,57314916
케이알모터스(주),40,Dec-18,36563363,86949763,70633781,27598514,39468461,73458781
케이알모터스(주),40,Dec-19,132579261,52699087,86361469,37365836,5406004,89693830
케이에이치건설(주),226360,Dec-15,,,,,,
케이에이치건설(주),226360,Dec-16,,,,,,
케이에이치건설(주),226360,Dec-17,,,,35293973,34216268,5591197
케이에이치건설(주),226360,Dec-18,38610580,31938133,6068431,38651216,31433205,6055183
케이에이치건설(주),226360,Dec-19,31699278,30596760,58425463,31455061,28023385,58258691
케이에이치전자(주),111870,Dec-11,77361507,70499979,12104528,73970301,66330621,11955821
케이에이치전자(주),111870,Dec-12,73793464,70702228,7698754,68595769,65103082,5924401
케이에이치전자(주),111870,Dec-13,67343727,78665386,10603531,66967378,69808911,5119583
케이에이치전자(주),111870,Dec-14,53413030,77868116,10170472,52188039,71366637,5364339
케이에이치전자(주),111870,Dec-15,59962019,81247089,10749045,59224982,75061527,8003436
케이에이치전자(주),111870,Dec-16,57243847,79058025,8846249,56917365,72904072,6789907
케이에이치전자(주),111870,Dec-17,47361093,76749163,7409416,47157690,69674454,4791168
케이에이치전자(주),111870,Dec-18,40686889,97591512,46732923,40608212,87740338,45809791
