회사명,거래소코드,회계년도,통계청 한국표준산업분류 10차(소분류),종업원수증가율,R & D 투자효율,무형자산처리무형자산개발비(천원),경상개발비(천원)
(주)이지,037370,2015/12,  토목 건설업,-3,0.43,0,386218
(주)이지,037370,2016/12,  토목 건설업,4.12,0.52,0,488746
(주)이지,037370,2017/12,  토목 건설업,12.87,1.05,0,1065080
(주)이지,037370,2018/12,  토목 건설업,-7.02,1.24,0,947118
(주)이지,037370,2019/12,  토목 건설업,-13.21,1.37,0,601629
(주)이지홀딩스,035810,2011/12,  동물용 사료 및 조제식품 제조업,1151.2,0.81,0,771029
(주)이지홀딩스,035810,2012/12,  동물용 사료 및 조제식품 제조업,-90.6,0.8,0,1020664
(주)이지홀딩스,035810,2013/12,  동물용 사료 및 조제식품 제조업,23.81,0.77,0,877185
(주)이지홀딩스,035810,2014/12,  동물용 사료 및 조제식품 제조업,7.14,0.89,0,1128701
(주)이지홀딩스,035810,2015/12,  동물용 사료 및 조제식품 제조업,11.28,0.82,0,1068717
(주)이지홀딩스,035810,2016/12,  동물용 사료 및 조제식품 제조업,13.82,0.78,0,1030706
(주)이지홀딩스,035810,2017/12,  동물용 사료 및 조제식품 제조업,0.4,0.9,0,1265332
(주)이지홀딩스,035810,2018/12,  동물용 사료 및 조제식품 제조업,7.26,0.81,0,1264150
(주)이지홀딩스,035810,2019/12,  동물용 사료 및 조제식품 제조업,-0.38,0.98,0,1519005
(주)이큐셀,160600,2015/12,  특수 목적용 기계 제조업,0,5.33,0,2976402
(주)이큐셀,160600,2016/12,  특수 목적용 기계 제조업,21.74,3.7,0,2462653
(주)이큐셀,160600,2017/12,  특수 목적용 기계 제조업,32.14,3.98,2133312,2406789
(주)이큐셀,160600,2018/12,  특수 목적용 기계 제조업,27.03,1.54,0,1727710
(주)이큐셀,160600,2019/12,  특수 목적용 기계 제조업,-8.51,2.15,0,1990763
(주)이크레더블,092130,2011/09,  기타 정보 서비스업,-2.29,0,131000,0
(주)이크레더블,092130,2012/09,  기타 정보 서비스업,-10.94,0,,0
(주)이크레더블,092130,2013/12,  기타 정보 서비스업,0,0,347000,0
(주)이크레더블,092130,2014/12,  기타 정보 서비스업,-5.83,0,238337,0
(주)이크레더블,092130,2015/12,  기타 정보 서비스업,25.66,0,649031,0
(주)이크레더블,092130,2016/12,  기타 정보 서비스업,12.68,0,99755,0
(주)이크레더블,092130,2017/12,  기타 정보 서비스업,7.5,0,344120,0
(주)이크레더블,092130,2018/12,  기타 정보 서비스업,1.74,0,469950,0
(주)이크레더블,092130,2019/12,  기타 정보 서비스업,0.57,0,,0
(주)이퓨쳐,134060,2011/12,"  서적, 잡지 및 기타 인쇄물 출판업",0,26.35,191572,2036359
(주)이퓨쳐,134060,2012/12,"  서적, 잡지 및 기타 인쇄물 출판업",4.35,17.79,1220803,1314798
(주)이퓨쳐,134060,2013/12,"  서적, 잡지 및 기타 인쇄물 출판업",-4.17,9.84,1215685,824885
(주)이퓨쳐,134060,2014/12,"  서적, 잡지 및 기타 인쇄물 출판업",-4.35,11.75,824011,938736
(주)이퓨쳐,134060,2015/12,"  서적, 잡지 및 기타 인쇄물 출판업",2.27,9.68,827147,724263
(주)이퓨쳐,134060,2016/12,"  서적, 잡지 및 기타 인쇄물 출판업",0,10.48,1520628,893196
(주)이퓨쳐,134060,2017/12,"  서적, 잡지 및 기타 인쇄물 출판업",6.67,14.44,730836,1239309
(주)이퓨쳐,134060,2018/12,"  서적, 잡지 및 기타 인쇄물 출판업",2.08,13.21,435634,1297918
(주)이퓨쳐,134060,2019/12,"  서적, 잡지 및 기타 인쇄물 출판업",0,14.38,615512,1536597
(주)인디에프,014990,2011/12,  봉제의복 제조업,-33.52,0,,0
(주)인디에프,014990,2012/12,  봉제의복 제조업,-10.55,0,,0
(주)인디에프,014990,2013/12,  봉제의복 제조업,-16.98,0,,0
(주)인디에프,014990,2014/12,  봉제의복 제조업,3.13,0,,0
(주)인디에프,014990,2015/12,  봉제의복 제조업,-20.66,0,,0
(주)인디에프,014990,2016/12,  봉제의복 제조업,-7.29,0,0,0
(주)인디에프,014990,2017/12,  봉제의복 제조업,-12.36,0,0,0
(주)인디에프,014990,2018/12,  봉제의복 제조업,0.85,0,0,0
(주)인디에프,014990,2019/12,  봉제의복 제조업,2.97,0,0,0
(주)인바디,041830,2011/12,  의료용 기기 제조업,22.86,18.34,0,4371278
(주)인바디,041830,2012/12,  의료용 기기 제조업,3.1,9.85,895079,2289213
(주)인바디,041830,2013/12,  의료용 기기 제조업,13.53,9.95,0,2710807
(주)인바디,041830,2014/12,  의료용 기기 제조업,10.6,9.17,0,3392417
(주)인바디,041830,2015/12,  의료용 기기 제조업,-0.6,9.37,0,4880020
(주)인바디,041830,2016/12,  의료용 기기 제조업,15.66,9.14,0,5378133
(주)인바디,041830,2017/12,  의료용 기기 제조업,1.04,10.75,0,7250497
(주)인바디,041830,2018/12,  의료용 기기 제조업,-5.15,7.18,0,4979161
(주)인바디,041830,2019/12,  의료용 기기 제조업,15.22,6.7,0,4824467
(주)인바이오젠,101140,2011/12,  기계장비 및 관련 물품 도매업,-41.51,0.25,0,29814
(주)인바이오젠,101140,2012/12,  기계장비 및 관련 물품 도매업,12.9,0.13,0,12777
(주)인바이오젠,101140,2013/12,  기계장비 및 관련 물품 도매업,11.43,0.11,0,8749
(주)인바이오젠,101140,2014/12,  기계장비 및 관련 물품 도매업,-15.38,0.17,0,20541
(주)인바이오젠,101140,2015/12,  기계장비 및 관련 물품 도매업,-24.24,0,,0
(주)인바이오젠,101140,2016/12,  기계장비 및 관련 물품 도매업,-16,0,,0
(주)인바이오젠,101140,2017/12,  기계장비 및 관련 물품 도매업,14.29,0,,0
(주)인바이오젠,101140,2018/12,  기계장비 및 관련 물품 도매업,-25,0,,0
(주)인바이오젠,101140,2019/12,  기계장비 및 관련 물품 도매업,155.56,0,,0
(주)인산가,277410,2017/12,  기타 식품 제조업,,,,
(주)인산가,277410,2018/12,  기타 식품 제조업,0,0.52,0,131066
(주)인산가,277410,2019/12,  기타 식품 제조업,7.19,0.55,0,143266
(주)인성정보,033230,2011/12,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",6.96,0.45,408000,360105
(주)인성정보,033230,2012/12,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",1.18,0.57,146000,563524
(주)인성정보,033230,2013/12,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",2.92,0.98,734000,968091
(주)인성정보,033230,2014/12,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",14.77,1.06,965000,1111468
(주)인성정보,033230,2015/12,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",-5.94,0.73,809000,783014
(주)인성정보,033230,2016/12,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",-12.11,0.92,191000,911743
(주)인성정보,033230,2017/12,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",4.79,1.11,0,974830
(주)인성정보,033230,2018/12,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",16.57,0.97,0,977321
(주)인성정보,033230,2019/12,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",0,1.18,0,1117656
(주)인스코비,006490,2011/12,  전기 통신업,-2.94,0,,0
(주)인스코비,006490,2012/12,  전기 통신업,115.15,0.43,0,34433
(주)인스코비,006490,2013/12,  전기 통신업,-21.13,2.81,0,344320
(주)인스코비,006490,2014/12,  전기 통신업,-41.07,3.29,0,797926
(주)인스코비,006490,2015/12,  전기 통신업,66.67,3.34,0,321126
(주)인스코비,006490,2016/12,  전기 통신업,-16.36,7.99,0,1167682
(주)인스코비,006490,2017/12,  전기 통신업,10.87,3.34,0,695039
(주)인스코비,006490,2018/12,  전기 통신업,3.92,4.82,0,1412445
(주)인스코비,006490,2019/12,  전기 통신업,1.89,2.51,0,1158892
(주)인지디스플레이,037330,2011/12,  전자부품 제조업,-7.07,0.02,0,42107
(주)인지디스플레이,037330,2012/12,  전자부품 제조업,-31.92,0.01,0,12424
(주)인지디스플레이,037330,2013/12,  전자부품 제조업,-16.15,0.02,58429,15710
(주)인지디스플레이,037330,2014/12,  전자부품 제조업,5.19,0.01,0,10546
(주)인지디스플레이,037330,2015/12,  전자부품 제조업,-27.82,0,94342,3581
(주)인지디스플레이,037330,2016/12,  전자부품 제조업,-31.22,0,74403,2321
(주)인지디스플레이,037330,2017/12,  전자부품 제조업,26.24,0.02,0,17685
(주)인지디스플레이,037330,2018/12,  전자부품 제조업,13.48,0.01,0,5487
(주)인지디스플레이,037330,2019/12,  전자부품 제조업,120.3,0.07,0,82910
(주)인콘,083640,2011/12,  통신 및 방송 장비 제조업,-9.21,2.74,1060000,723118
(주)인콘,083640,2012/12,  통신 및 방송 장비 제조업,102.9,3.16,0,1136619
(주)인콘,083640,2013/12,  통신 및 방송 장비 제조업,15.71,4.36,0,1825220
(주)인콘,083640,2014/12,  통신 및 방송 장비 제조업,-26.54,4.62,1596000,1783332
(주)인콘,083640,2015/12,  통신 및 방송 장비 제조업,6.72,4.54,0,1637264
(주)인콘,083640,2016/12,  통신 및 방송 장비 제조업,0,4.62,0,1669430
(주)인콘,083640,2017/12,  통신 및 방송 장비 제조업,-9.45,2.74,642409,1207721
(주)인콘,083640,2018/12,  통신 및 방송 장비 제조업,9.57,4.01,434435,1645230
(주)인콘,083640,2019/12,  통신 및 방송 장비 제조업,-15.08,4.3,382000,1323249
(주)인터로조,119610,2011/12,  의료용 기기 제조업,13.99,4.77,0,1167587
(주)인터로조,119610,2012/12,  의료용 기기 제조업,50.31,5.23,0,1572609
(주)인터로조,119610,2013/12,  의료용 기기 제조업,61.63,4.21,0,1689608
(주)인터로조,119610,2014/12,  의료용 기기 제조업,10.1,3.93,0,1786805
(주)인터로조,119610,2015/12,  의료용 기기 제조업,7.11,3.57,0,2126257
(주)인터로조,119610,2016/12,  의료용 기기 제조업,6,3.43,0,2546010
(주)인터로조,119610,2017/12,  의료용 기기 제조업,0.61,4.38,0,3518459
(주)인터로조,119610,2018/12,  의료용 기기 제조업,9.64,5.17,0,4047946
(주)인터로조,119610,2019/12,  의료용 기기 제조업,2.2,4.15,0,3818105
(주)인터엠,017250,2011/09,  영상 및 음향기기 제조업,-14.39,6.4,2885000,4491287
(주)인터엠,017250,2012/09,  영상 및 음향기기 제조업,-1.68,6.28,3434000,4496173
(주)인터엠,017250,2013/09,  영상 및 음향기기 제조업,6.84,6.63,3041000,5064690
(주)인터엠,017250,2014/09,  영상 및 음향기기 제조업,13.6,6.95,3683000,5603383
(주)인터엠,017250,2015/09,  영상 및 음향기기 제조업,1.76,7.5,2811868,6354703
(주)인터엠,017250,2016/09,  영상 및 음향기기 제조업,-15.92,6.29,3294000,5541597
(주)인터엠,017250,2017/09,  영상 및 음향기기 제조업,32.92,7.89,2575000,7766179
(주)인터엠,017250,2018/09,  영상 및 음향기기 제조업,-7.12,7.28,2609000,7423053
(주)인터엠,017250,2019/09,  영상 및 음향기기 제조업,11.67,10.37,0,8911583
(주)인터플렉스,051370,2011/12,  전자부품 제조업,16.69,0,0,0
(주)인터플렉스,051370,2012/12,  전자부품 제조업,83.43,0,0,0
(주)인터플렉스,051370,2013/12,  전자부품 제조업,-4.25,0,0,0
(주)인터플렉스,051370,2014/12,  전자부품 제조업,-35.81,0,0,0
(주)인터플렉스,051370,2015/12,  전자부품 제조업,-14.2,0,0,0
(주)인터플렉스,051370,2016/12,  전자부품 제조업,-5.86,0,,0
(주)인터플렉스,051370,2017/12,  전자부품 제조업,26.28,0,,0
(주)인터플렉스,051370,2018/12,  전자부품 제조업,-57.76,0,,0
(주)인터플렉스,051370,2019/12,  전자부품 제조업,10.2,0,,0
(주)인텍플러스,064290,2011/12,  특수 목적용 기계 제조업,4.62,8.4,283332,2428900
(주)인텍플러스,064290,2012/12,  특수 목적용 기계 제조업,14.71,12.72,0,3415519
(주)인텍플러스,064290,2013/12,  특수 목적용 기계 제조업,3.21,22.21,682824,3419943
(주)인텍플러스,064290,2014/12,  특수 목적용 기계 제조업,-7.45,24.15,174153,3032775
(주)인텍플러스,064290,2015/12,  특수 목적용 기계 제조업,-6.04,9.51,0,2192249
(주)인텍플러스,064290,2016/12,  특수 목적용 기계 제조업,1.43,12.38,672502,2071186
(주)인텍플러스,064290,2017/12,  특수 목적용 기계 제조업,6.34,8.62,605208,2096089
(주)인텍플러스,064290,2018/12,  특수 목적용 기계 제조업,5.96,16.04,149138,2584372
(주)인텍플러스,064290,2019/12,  특수 목적용 기계 제조업,11.25,7.47,38391,2994957
(주)인텔리안테크놀로지스,189300,2016/12,  통신 및 방송 장비 제조업,0,2.49,3494200,1798875
(주)인텔리안테크놀로지스,189300,2017/12,  통신 및 방송 장비 제조업,13.72,3.19,6302489,2398428
(주)인텔리안테크놀로지스,189300,2018/12,  통신 및 방송 장비 제조업,8.17,5.1,7106391,5025493
(주)인텔리안테크놀로지스,189300,2019/12,  통신 및 방송 장비 제조업,16.19,8.96,7031405,8821034
(주)인트로메딕,150840,2013/12,  의료용 기기 제조업,0,5.86,1389797,575821
(주)인트로메딕,150840,2014/12,  의료용 기기 제조업,3.39,9.21,1090534,994069
(주)인트로메딕,150840,2015/12,  의료용 기기 제조업,3.28,15.36,0,1251023
(주)인트로메딕,150840,2016/12,  의료용 기기 제조업,-12.7,14.69,447594,1228684
(주)인트로메딕,150840,2017/12,  의료용 기기 제조업,-7.27,12.62,262000,1136707
(주)인트로메딕,150840,2018/12,  의료용 기기 제조업,39.22,12.94,0,1205109
(주)인트로메딕,150840,2019/12,  의료용 기기 제조업,-23.94,10.18,182070,872968
(주)인트론바이오테크놀로지,048530,2011/12,  기초 의약물질 및 생물학적 제제 제조업,9.21,4.54,1171000,388061
(주)인트론바이오테크놀로지,048530,2012/12,  기초 의약물질 및 생물학적 제제 제조업,-2.41,4.84,2020000,395260
(주)인트론바이오테크놀로지,048530,2013/12,  기초 의약물질 및 생물학적 제제 제조업,-9.88,4.53,1191000,420261
(주)인트론바이오테크놀로지,048530,2014/12,  기초 의약물질 및 생물학적 제제 제조업,30.14,3.67,1261000,366607
(주)인트론바이오테크놀로지,048530,2015/12,  기초 의약물질 및 생물학적 제제 제조업,6.32,3.62,1967000,428343
(주)인트론바이오테크놀로지,048530,2016/12,  기초 의약물질 및 생물학적 제제 제조업,4.95,4.15,2681000,424030
(주)인트론바이오테크놀로지,048530,2017/12,  기초 의약물질 및 생물학적 제제 제조업,8.49,14.75,3225000,3500580
(주)인트론바이오테크놀로지,048530,2018/12,  기초 의약물질 및 생물학적 제제 제조업,0,17.78,0,3659557
(주)인트론바이오테크놀로지,048530,2019/12,  기초 의약물질 및 생물학적 제제 제조업,-8.7,26.98,0,2252499
(주)인팩,023810,2011/12,  자동차 신품 부품 제조업,1.8,0,609302,0
(주)인팩,023810,2012/12,  자동차 신품 부품 제조업,4.72,0,454625,0
(주)인팩,023810,2013/12,  자동차 신품 부품 제조업,3.38,0,89202,0
(주)인팩,023810,2014/12,  자동차 신품 부품 제조업,8.99,0.84,274205,1214223
(주)인팩,023810,2015/12,  자동차 신품 부품 제조업,-1,1,654997,1407761
(주)인팩,023810,2016/12,  자동차 신품 부품 제조업,-0.51,0.51,1265953,753614
(주)인팩,023810,2017/12,  자동차 신품 부품 제조업,-1.52,1,1464037,1450056
(주)인팩,023810,2018/12,  자동차 신품 부품 제조업,-7.47,0.81,1438251,1042066
(주)인팩,023810,2019/12,  자동차 신품 부품 제조업,-3.62,1.11,380164,1387390
(주)인포마크,175140,2015/12,  통신 및 방송 장비 제조업,0,2.1,0,1098399
(주)인포마크,175140,2016/12,  통신 및 방송 장비 제조업,9.57,3.28,3106187,2086197
(주)인포마크,175140,2017/12,  통신 및 방송 장비 제조업,-3.88,5.37,0,3027597
(주)인포마크,175140,2018/12,  통신 및 방송 장비 제조업,7.07,1.78,1411786,2004312
(주)인포마크,175140,2019/12,  통신 및 방송 장비 제조업,4.72,3.35,4002116,2485905
(주)인포바인,115310,2011/12,  전기 통신업,23.4,0,0,0
(주)인포바인,115310,2012/12,  전기 통신업,13.79,0,0,0
(주)인포바인,115310,2013/12,  전기 통신업,-7.58,0,0,0
(주)인포바인,115310,2014/12,  전기 통신업,0,0,0,0
(주)인포바인,115310,2015/12,  전기 통신업,9.84,0,0,0
(주)인포바인,115310,2016/12,  전기 통신업,-1.49,0,,0
(주)인포바인,115310,2017/12,  전기 통신업,-3.03,8.16,0,1778081
(주)인포바인,115310,2018/12,  전기 통신업,-3.13,7.11,0,1427995
(주)인포바인,115310,2019/12,  전기 통신업,19.35,9.53,0,1818620
(주)인피니트헬스케어,071200,2011/12,  소프트웨어 개발 및 공급업,18.15,6.31,0,3122268
(주)인피니트헬스케어,071200,2012/12,  소프트웨어 개발 및 공급업,15.7,9.22,3661133,4220176
(주)인피니트헬스케어,071200,2013/12,  소프트웨어 개발 및 공급업,-17.11,16.87,1902026,6350633
(주)인피니트헬스케어,071200,2014/12,  소프트웨어 개발 및 공급업,-10.68,15.1,939470,4873759
(주)인피니트헬스케어,071200,2015/12,  소프트웨어 개발 및 공급업,2.39,8.99,1090445,2908101
(주)인피니트헬스케어,071200,2016/12,  소프트웨어 개발 및 공급업,10.12,10.54,1108557,4027561
(주)인피니트헬스케어,071200,2017/12,  소프트웨어 개발 및 공급업,2.12,12.03,0,4629558
(주)인피니트헬스케어,071200,2018/12,  소프트웨어 개발 및 공급업,-7.27,17.66,0,6273136
(주)인피니트헬스케어,071200,2019/12,  소프트웨어 개발 및 공급업,1.12,16.11,0,6306007
(주)일승,333430,2019/12,  선박 및 보트 건조업,,,,
(주)일신바이오베이스,068330,2011/12,  일반 목적용 기계 제조업,5.97,4.05,0,364446
(주)일신바이오베이스,068330,2012/12,  일반 목적용 기계 제조업,-14.08,3.07,0,375435
(주)일신바이오베이스,068330,2013/12,  일반 목적용 기계 제조업,-8.2,5.17,0,492669
(주)일신바이오베이스,068330,2014/12,  일반 목적용 기계 제조업,1.79,4.86,0,559327
(주)일신바이오베이스,068330,2015/12,  일반 목적용 기계 제조업,-3.51,4.68,0,586649
(주)일신바이오베이스,068330,2016/12,  일반 목적용 기계 제조업,-10.91,3.96,0,516909
(주)일신바이오베이스,068330,2017/12,  일반 목적용 기계 제조업,4.08,3.61,0,453402
(주)일신바이오베이스,068330,2018/12,  일반 목적용 기계 제조업,-21.57,3.12,0,471668
(주)일신바이오베이스,068330,2019/12,  일반 목적용 기계 제조업,20,3.37,473359,585850
(주)일신석재,007110,2011/12,"  건축자재, 철물 및 난방장치 도매업",-6.67,0,,0
(주)일신석재,007110,2012/12,"  건축자재, 철물 및 난방장치 도매업",-10.71,0,,0
(주)일신석재,007110,2013/12,"  건축자재, 철물 및 난방장치 도매업",4,0,,0
(주)일신석재,007110,2014/12,"  건축자재, 철물 및 난방장치 도매업",0,0,,0
(주)일신석재,007110,2015/12,"  건축자재, 철물 및 난방장치 도매업",0,0,,0
(주)일신석재,007110,2016/12,"  건축자재, 철물 및 난방장치 도매업",0,0,,0
(주)일신석재,007110,2017/12,"  건축자재, 철물 및 난방장치 도매업",0,0,,0
(주)일신석재,007110,2018/12,"  건축자재, 철물 및 난방장치 도매업",3.85,0,,0
(주)일신석재,007110,2019/12,"  건축자재, 철물 및 난방장치 도매업",0,0,,0
(주)일야,058450,2011/12,  플라스틱제품 제조업,2.52,0.7,0,396292
(주)일야,058450,2012/12,  플라스틱제품 제조업,-0.82,1.01,0,505028
(주)일야,058450,2013/12,  플라스틱제품 제조업,11.57,0.15,0,121344
(주)일야,058450,2014/12,  플라스틱제품 제조업,11.85,1,0,1076958
(주)일야,058450,2015/12,  플라스틱제품 제조업,-21.19,1.4,0,917357
(주)일야,058450,2016/12,  플라스틱제품 제조업,-6.72,1.07,0,788390
(주)일야,058450,2017/12,  플라스틱제품 제조업,54.05,0.57,0,244774
(주)일야,058450,2018/12,  플라스틱제품 제조업,-52.63,0.54,0,154597
(주)일야,058450,2019/12,  플라스틱제품 제조업,-17.28,0.82,0,227811
(주)일지테크,019540,2011/12,  자동차 신품 부품 제조업,23.05,0,0,0
(주)일지테크,019540,2012/12,  자동차 신품 부품 제조업,16.01,0,0,0
(주)일지테크,019540,2013/12,  자동차 신품 부품 제조업,15.63,0,0,0
(주)일지테크,019540,2014/12,  자동차 신품 부품 제조업,1.8,0,0,0
(주)일지테크,019540,2015/12,  자동차 신품 부품 제조업,-5.75,0,0,0
(주)일지테크,019540,2016/12,  자동차 신품 부품 제조업,-18.54,0,0,0
(주)일지테크,019540,2017/12,  자동차 신품 부품 제조업,6.05,0,0,0
(주)일지테크,019540,2018/12,  자동차 신품 부품 제조업,11.41,0,0,0
(주)일지테크,019540,2019/12,  자동차 신품 부품 제조업,-7.32,0,0,0
(주)일진파워,094820,2011/12,  전기 및 통신 공사업,20.05,0,980000,0
(주)일진파워,094820,2012/12,  전기 및 통신 공사업,4.93,0,,0
(주)일진파워,094820,2013/12,  전기 및 통신 공사업,-14.83,0,424000,0
(주)일진파워,094820,2014/12,  전기 및 통신 공사업,9.34,0,0,0
(주)일진파워,094820,2015/12,  전기 및 통신 공사업,-3.5,0,,0
(주)일진파워,094820,2016/12,  전기 및 통신 공사업,25.55,0,,0
(주)일진파워,094820,2017/12,  전기 및 통신 공사업,6.73,0,,0
(주)일진파워,094820,2018/12,  전기 및 통신 공사업,4.5,0,,0
(주)일진파워,094820,2019/12,  전기 및 통신 공사업,0.14,0,,0
(주)잇츠한불,226320,2015/12,  기타 화학제품 제조업,0,0,,0
(주)잇츠한불,226320,2016/12,  기타 화학제품 제조업,26.6,0,,0
(주)잇츠한불,226320,2017/12,  기타 화학제품 제조업,134.45,1.4,38000,2187797
(주)잇츠한불,226320,2018/12,  기타 화학제품 제조업,3.58,0.72,219122,1021980
(주)잇츠한불,226320,2019/12,  기타 화학제품 제조업,-21.8,3.72,284757,3822696
(주)잉크테크,049550,2011/12,  기타 화학제품 제조업,9.76,8.93,2685841,4974215
(주)잉크테크,049550,2012/12,  기타 화학제품 제조업,3.06,5.59,2877999,4432835
(주)잉크테크,049550,2013/12,  기타 화학제품 제조업,10.24,5.3,4655939,4592612
(주)잉크테크,049550,2014/12,  기타 화학제품 제조업,1.71,7.07,5027825,5908870
(주)잉크테크,049550,2015/12,  기타 화학제품 제조업,-10.58,6.04,4436906,4403513
(주)잉크테크,049550,2016/12,  기타 화학제품 제조업,-5.38,6.92,3267627,4991774
(주)잉크테크,049550,2017/12,  기타 화학제품 제조업,-25.28,9.58,283922,5327856
(주)잉크테크,049550,2018/12,  기타 화학제품 제조업,-6.84,8.07,205467,4386037
(주)잉크테크,049550,2019/12,  기타 화학제품 제조업,-3.67,7.06,0,3936655
(주)자비스,254120,2016/12,  특수 목적용 기계 제조업,,,,
(주)자비스,254120,2017/12,  특수 목적용 기계 제조업,,,,
(주)자비스,254120,2018/12,  특수 목적용 기계 제조업,,,,
(주)자비스,254120,2019/12,  특수 목적용 기계 제조업,0,4.05,1866997,690778
(주)자연과환경,043910,2011/12,  환경 정화 및 복원업,-17.28,0.37,122075,126186
(주)자연과환경,043910,2012/12,  환경 정화 및 복원업,26.87,0.08,60789,33380
(주)자연과환경,043910,2013/12,  환경 정화 및 복원업,-11.76,0.27,414388,96501
(주)자연과환경,043910,2014/12,  환경 정화 및 복원업,-69.33,0.51,0,52350
(주)자연과환경,043910,2015/12,  환경 정화 및 복원업,65.22,3.75,0,259576
(주)자연과환경,043910,2016/12,  환경 정화 및 복원업,2.63,2.72,0,249688
(주)자연과환경,043910,2017/12,  환경 정화 및 복원업,43.59,1.93,0,255161
(주)자연과환경,043910,2018/12,  환경 정화 및 복원업,-7.14,1.1,0,271470
(주)자연과환경,043910,2019/12,  환경 정화 및 복원업,7.69,3.12,0,980081
(주)장원테크,174880,2016/12,  통신 및 방송 장비 제조업,0,2.19,0,860729
(주)장원테크,174880,2017/12,  통신 및 방송 장비 제조업,-32.76,3.94,0,816106
(주)장원테크,174880,2018/12,  통신 및 방송 장비 제조업,17.95,2.21,0,621163
(주)장원테크,174880,2019/12,  통신 및 방송 장비 제조업,-3.62,2.49,0,504362
(주)정다운,208140,2014/12,"  도축, 육류 가공 및 저장 처리업",,,,
(주)정다운,208140,2015/12,"  도축, 육류 가공 및 저장 처리업",,,,
(주)정다운,208140,2016/12,"  도축, 육류 가공 및 저장 처리업",0,0,,0
(주)정다운,208140,2017/12,"  도축, 육류 가공 및 저장 처리업",0,0,,0
(주)정다운,208140,2018/12,"  도축, 육류 가공 및 저장 처리업",-0.53,0,,0
(주)정다운,208140,2019/12,"  도축, 육류 가공 및 저장 처리업",120.11,0,,0
(주)정상제이엘에스,040420,2011/12,  일반 교습 학원,-8.04,0.02,1649851,13446
(주)정상제이엘에스,040420,2012/12,  일반 교습 학원,0.38,0.04,2995007,34405
(주)정상제이엘에스,040420,2013/12,  일반 교습 학원,-2.27,0.01,4924389,5689
(주)정상제이엘에스,040420,2014/12,  일반 교습 학원,-3.49,0.02,1493323,13008
(주)정상제이엘에스,040420,2015/12,  일반 교습 학원,5.22,0.01,989423,11537
(주)정상제이엘에스,040420,2016/12,  일반 교습 학원,-3.82,0.02,654258,12107
(주)정상제이엘에스,040420,2017/12,  일반 교습 학원,0.79,0.01,835356,7008
(주)정상제이엘에스,040420,2018/12,  일반 교습 학원,4.72,0.01,1237157,6672
(주)정상제이엘에스,040420,2019/12,  일반 교습 학원,91.73,0,491223,2949
(주)정원엔시스,045510,2011/12,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",-21.23,0.12,0,211686
(주)정원엔시스,045510,2012/12,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",-10.18,0.3,0,411078
(주)정원엔시스,045510,2013/12,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",-7.33,0.36,0,425926
(주)정원엔시스,045510,2014/12,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",5.76,0.32,0,414464
(주)정원엔시스,045510,2015/12,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",-4.08,0.45,0,605622
(주)정원엔시스,045510,2016/12,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",1.42,0.33,0,510888
(주)정원엔시스,045510,2017/12,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",-5.59,0,,0
(주)정원엔시스,045510,2018/12,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",0,0,,0
(주)정원엔시스,045510,2019/12,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",4.44,0,,0
(주)제넥신,095700,2011/12,  자연과학 및 공학 연구개발업,6.67,207.85,0,5531679
(주)제넥신,095700,2012/12,  자연과학 및 공학 연구개발업,60.42,4.53,6764321,283314
(주)제넥신,095700,2013/12,  자연과학 및 공학 연구개발업,19.48,7.32,8128656,421001
(주)제넥신,095700,2014/12,  자연과학 및 공학 연구개발업,17.39,2.74,10529114,455542
(주)제넥신,095700,2015/12,  자연과학 및 공학 연구개발업,17.59,2.29,18036492,745253
(주)제넥신,095700,2016/12,  자연과학 및 공학 연구개발업,-3.94,42.33,10705030,4804996
(주)제넥신,095700,2017/12,  자연과학 및 공학 연구개발업,3.28,122.74,0,34923940
(주)제넥신,095700,2018/12,  자연과학 및 공학 연구개발업,23.81,253.98,0,32715990
(주)제넥신,095700,2019/12,  자연과학 및 공학 연구개발업,3.21,357.86,0,40449463
(주)제넨바이오,072520,2011/12,  생활용품 도매업,0.75,1.76,0,2527369
(주)제넨바이오,072520,2012/12,  생활용품 도매업,23.25,0.3,0,602848
(주)제넨바이오,072520,2013/12,  생활용품 도매업,-23.82,0.5,0,1021833
(주)제넨바이오,072520,2014/12,  생활용품 도매업,-19.84,1.44,0,1477056
(주)제넨바이오,072520,2015/12,  생활용품 도매업,-39.21,1.84,0,1287933
