,회사명,거래소코드,회계년도,자산(*)(IFRS)(천원),자본(*)(IFRS)(천원),자본율(개별),자산(*)(IFRS)(천원)(연결),자본(*)(IFRS)(천원)(연결),자본율(연결)
1585,(주)아미노로직스,74430,15-Dec,"58,755","48,278",82.17,"55,027","48,275",87.73
1586,(주)아미노로직스,74430,16-Dec,"52,753","44,551",84.45,"49,026","44,548",90.87
1587,(주)아미노로직스,74430,17-Dec,"53,099","45,145",85.02,"49,371","45,142",91.43
1588,(주)아미노로직스,74430,18-Dec,"56,858","53,191",93.55,"56,859","53,188",93.54
1589,(주)아미노로직스,74430,19-Dec,"57,772","51,855",89.76,"57,774","51,852",89.75
1590,(주)아센디오,12170,11-Dec,"39,570","29,712",75.09,"39,570","29,712",75.09
1591,(주)아센디오,12170,12-Dec,"52,748","33,588",63.68,"51,427","32,244",62.7
1592,(주)아센디오,12170,13-Dec,"69,078","40,884",59.19,"116,541","46,461",39.87
1593,(주)아센디오,12170,14-Dec,"68,958","35,697",51.77,"72,695","35,697",49.11
1594,(주)아센디오,12170,15-Dec,"69,095","43,773",63.35,"69,095","43,773",63.35
1595,(주)아센디오,12170,16-Dec,"95,172","71,603",75.24,"95,172","71,603",75.24
1596,(주)아센디오,12170,17-Dec,"111,289","52,215",46.92,"123,960","51,422",41.48
1597,(주)아센디오,12170,18-Dec,"95,676","59,159",61.83,"124,157","52,239",42.07
1598,(주)아센디오,12170,19-Dec,"48,830",-439,-0.9,"56,810","-9,494",-16.71
1599,(주)아스타,246720,17-Dec,"15,460","14,675",94.92,"23,647","14,428",61.01
1600,(주)아스타,246720,18-Dec,"32,928","31,971",97.09,"38,218","33,248",87
1601,(주)아스타,246720,19-Dec,"16,905","15,764",93.25,"25,811","15,107",58.53
1602,(주)아이씨디,40910,11-Sep,"144,807","90,030",62.17,"144,807","90,030",62.17
1603,(주)아이씨디,40910,12-Sep,"117,739","97,609",82.9,"117,739","97,609",82.9
1604,(주)아이씨디,40910,13-Sep,"124,275","105,421",84.83,"124,275","105,421",84.83
1605,(주)아이씨디,40910,14-Sep,"111,903","93,898",83.91,"111,903","93,898",83.91
1606,(주)아이씨디,40910,15-Sep,"108,292","88,036",81.3,"108,292","88,036",81.3
1607,(주)아이씨디,40910,16-Dec,"241,211","112,705",46.72,"241,202","112,691",46.72
1608,(주)아이씨디,40910,17-Dec,"237,831","135,677",57.05,"237,852","135,762",57.08
1609,(주)아이씨디,40910,18-Dec,"186,851","130,699",69.95,"191,224","131,399",68.71
1610,(주)아이씨디,40910,19-Dec,"194,049","144,467",74.45,"203,772","147,055",72.17
1611,(주)아이앤씨테크놀로지,52860,11-Dec,"92,693","88,933",95.94,"92,693","88,933",95.94
1612,(주)아이앤씨테크놀로지,52860,12-Dec,"84,161","79,861",94.89,"85,273","80,362",94.24
1613,(주)아이앤씨테크놀로지,52860,13-Dec,"85,957","72,180",83.97,"85,207","71,075",83.41
1614,(주)아이앤씨테크놀로지,52860,14-Dec,"70,410","57,656",81.89,"71,961","56,047",77.89
1615,(주)아이앤씨테크놀로지,52860,15-Dec,"50,322","29,085",57.8,"54,584","29,493",54.03
1616,(주)아이앤씨테크놀로지,52860,16-Dec,"56,955","32,556",57.16,"59,436","31,364",52.77
1617,(주)아이앤씨테크놀로지,52860,17-Dec,"59,500","40,155",67.49,"62,120","39,708",63.92
1618,(주)아이앤씨테크놀로지,52860,18-Dec,"60,806","44,025",72.4,"63,155","43,262",68.5
1619,(주)아이앤씨테크놀로지,52860,19-Dec,"66,576","52,515",78.88,"72,454","55,109",76.06
1620,(주)아이에스이커머스,69920,11-Dec,"26,896","14,696",54.64,"26,247","13,127",50.01
1621,(주)아이에스이커머스,69920,12-Dec,"38,235","15,431",40.36,"46,792","14,451",30.88
1622,(주)아이에스이커머스,69920,13-Dec,"33,310","10,907",32.74,"46,836","8,871",18.94
1623,(주)아이에스이커머스,69920,14-Dec,"34,059","11,845",34.78,"45,802","16,020",34.98
1624,(주)아이에스이커머스,69920,15-Dec,"52,497","36,942",70.37,"81,592","44,812",54.92
1625,(주)아이에스이커머스,69920,16-Dec,"56,706","38,757",68.35,"88,775","46,429",52.3
1626,(주)아이에스이커머스,69920,17-Dec,"97,042","75,629",77.93,"97,042","75,629",77.93
1627,(주)아이에스이커머스,69920,18-Dec,"81,503","62,405",76.57,"81,503","62,405",76.57
1628,(주)아이에스이커머스,69920,19-Dec,"57,924","32,641",56.35,"78,984","49,468",62.63
1629,(주)아이에이,38880,11-Dec,"67,395","24,632",36.55,"66,911","24,149",36.09
1630,(주)아이에이,38880,12-Dec,"59,440","8,237",13.86,"60,035","8,454",14.08
1631,(주)아이에이,38880,13-Dec,"66,649","12,730",19.1,"67,217","12,909",19.2
1632,(주)아이에이,38880,14-Dec,"49,988","10,197",20.4,"51,846","11,138",21.48
1633,(주)아이에이,38880,15-Dec,"50,432","26,088",51.73,"56,813","28,224",49.68
1634,(주)아이에이,38880,16-Dec,"77,751","49,022",63.05,"88,070","42,997",48.82
1635,(주)아이에이,38880,17-Dec,"79,708","47,607",59.73,"85,019","34,760",40.88
1636,(주)아이에이,38880,18-Dec,"99,046","56,868",57.42,"105,949","45,242",42.7
1637,(주)아이에이,38880,19-Dec,"124,144","82,242",66.25,"109,347","59,865",54.75
1638,(주)아이에이치큐,3560,11-Dec,"49,311","23,910",48.49,"56,076","29,423",52.47
1639,(주)아이에이치큐,3560,12-Dec,"43,873","34,492",78.62,"45,827","35,038",76.46
1640,(주)아이에이치큐,3560,13-Dec,"65,405","36,132",55.24,"81,341","43,606",53.61
1641,(주)아이에이치큐,3560,14-Dec,"61,133","34,543",56.5,"80,461","41,524",51.61
1642,(주)아이에이치큐,3560,15-Dec,"252,267","218,919",86.78,"255,676","215,040",84.11
1643,(주)아이에이치큐,3560,16-Dec,"256,378","228,266",89.03,"256,635","221,558",86.33
1644,(주)아이에이치큐,3560,17-Dec,"255,262","233,118",91.32,"255,080","227,725",89.28
1645,(주)아이에이치큐,3560,18-Dec,"233,661","209,718",89.75,"231,275","204,580",88.46
1646,(주)아이에이치큐,3560,19-Dec,"165,427","137,520",83.13,"165,808","136,851",82.54
1647,(주)아이엠,101390,11-Dec,"81,445","57,006",69.99,"208,337","74,322",35.67
1648,(주)아이엠,101390,12-Dec,"114,605","56,059",48.91,"184,879","69,473",37.58
1649,(주)아이엠,101390,13-Dec,"99,875","57,276",57.35,"179,047","64,184",35.85
1650,(주)아이엠,101390,14-Dec,"94,352","55,578",58.9,"143,345","53,010",36.98
1651,(주)아이엠,101390,15-Dec,"124,954","57,710",46.18,"159,276","55,950",35.13
1652,(주)아이엠,101390,16-Dec,"129,048","65,449",50.72,"147,659","51,510",34.88
1653,(주)아이엠,101390,17-Dec,"121,616","47,275",38.87,"136,173","47,450",34.85
1654,(주)아이엠,101390,18-Dec,"100,014","47,167",47.16,"122,051","47,077",38.57
1655,(주)아이엠,101390,19-Dec,"100,223","32,773",32.7,"117,390","32,695",27.85
1656,(주)아이오케이컴퍼니,78860,11-Dec,"8,478","4,316",50.91,"8,478","4,316",50.91
1657,(주)아이오케이컴퍼니,78860,12-Dec,"16,634","6,515",39.17,"16,634","6,515",39.17
1658,(주)아이오케이컴퍼니,78860,13-Dec,"12,693","6,441",50.74,"12,180","5,931",48.69
1659,(주)아이오케이컴퍼니,78860,14-Dec,"12,180","7,972",65.45,"12,332","7,972",64.64
1660,(주)아이오케이컴퍼니,78860,15-Dec,"68,751","48,829",71.02,"68,751","48,829",71.02
1661,(주)아이오케이컴퍼니,78860,16-Dec,"86,769","79,409",91.52,"86,769","79,409",91.52
1662,(주)아이오케이컴퍼니,78860,17-Dec,"85,408","70,342",82.36,"84,845","69,650",82.09
1663,(주)아이오케이컴퍼니,78860,18-Dec,"128,020","90,155",70.42,"136,720","92,178",67.42
1664,(주)아이오케이컴퍼니,78860,19-Dec,"136,084","101,679",74.72,"156,580","110,775",70.75
1665,(주)아이윈,90150,11-Dec,"80,869","32,654",40.38,"81,803","33,975",41.53
1666,(주)아이윈,90150,12-Dec,"101,500","36,496",35.96,"101,574","38,018",37.43
1667,(주)아이윈,90150,13-Dec,"101,914","37,528",36.82,"104,505","40,172",38.44
1668,(주)아이윈,90150,14-Dec,"97,935","36,906",37.68,"101,189","40,804",40.32
1669,(주)아이윈,90150,15-Dec,"95,603","36,866",38.56,"98,294","41,680",42.4
1670,(주)아이윈,90150,16-Dec,"93,206","37,437",40.17,"97,377","43,267",44.43
1671,(주)아이윈,90150,17-Dec,"94,054","35,246",37.47,"97,245","39,630",40.75
1672,(주)아이윈,90150,18-Dec,"92,746","31,651",34.13,"100,355","37,045",36.91
1673,(주)아이윈,90150,19-Dec,"85,047","38,614",45.4,"96,723","44,220",45.72
1674,(주)아이컴포넌트,59100,11-Dec,"54,683","25,029",45.77,"54,683","25,029",45.77
1675,(주)아이컴포넌트,59100,12-Dec,"61,097","25,671",42.02,"61,097","25,671",42.02
1676,(주)아이컴포넌트,59100,13-Dec,"54,632","22,887",41.89,"54,632","22,887",41.89
1677,(주)아이컴포넌트,59100,14-Dec,"53,554","26,554",49.58,"53,554","26,554",49.58
1678,(주)아이컴포넌트,59100,15-Dec,"60,353","32,898",54.51,"60,353","32,898",54.51
1679,(주)아이컴포넌트,59100,16-Dec,"69,364","41,159",59.34,"69,364","41,159",59.34
1680,(주)아이컴포넌트,59100,17-Dec,"56,512","33,166",58.69,"56,512","33,166",58.69
1681,(주)아이컴포넌트,59100,18-Dec,"53,507","30,040",56.14,"53,507","30,040",56.14
1682,(주)아이컴포넌트,59100,19-Dec,"49,844","28,715",57.61,"49,844","28,715",57.61
1683,(주)아이톡시,52770,11-Dec,"42,406","13,599",32.07,"42,406","13,599",32.07
1684,(주)아이톡시,52770,12-Dec,"32,166","14,966",46.53,"35,297","15,307",43.37
1685,(주)아이톡시,52770,13-Dec,"31,292","15,111",48.29,"33,184","15,744",47.44
1686,(주)아이톡시,52770,14-Dec,"25,120","9,508",37.85,"26,475","9,864",37.26
1687,(주)아이톡시,52770,15-Dec,"31,378","10,610",33.81,"31,378","10,610",33.81
1688,(주)아이톡시,52770,16-Dec,"24,142","8,873",36.75,"24,142","8,873",36.75
1689,(주)아이톡시,52770,17-Dec,"15,294",242,1.58,"15,294",242,1.58
1690,(주)아이톡시,52770,18-Dec,"8,251","-2,279",-27.62,"15,432",730,4.73
1691,(주)아이톡시,52770,19-Dec,"8,573","5,141",59.97,"8,561","5,128",59.9
1692,(주)아이티엑스에이아이,99520,11-Dec,"45,986","21,287",46.29,"45,986","21,287",46.29
1693,(주)아이티엑스에이아이,99520,12-Dec,"50,614","24,569",48.54,"50,614","24,569",48.54
1694,(주)아이티엑스에이아이,99520,13-Dec,"56,459","36,334",64.35,"56,459","36,334",64.35
1695,(주)아이티엑스에이아이,99520,14-Dec,"49,546","34,173",68.97,"49,546","34,173",68.97
1696,(주)아이티엑스에이아이,99520,15-Dec,"41,601","21,140",50.82,"41,601","21,140",50.82
1697,(주)아이티엑스에이아이,99520,16-Dec,"25,573","14,342",56.08,"25,573","14,342",56.08
1698,(주)아이티엑스에이아이,99520,17-Dec,"27,909","17,168",61.51,"27,909","17,168",61.51
1699,(주)아이티엑스에이아이,99520,18-Dec,"20,596","14,817",71.94,"20,596","14,817",71.94
1700,(주)아이티엑스에이아이,99520,19-Dec,"21,640","9,799",45.28,"22,007","9,831",44.67
1701,(주)안트로젠,65660,16-Dec,"35,428","34,024",96.04,"35,428","34,024",96.04
1702,(주)안트로젠,65660,17-Dec,"60,298","48,768",80.88,"60,298","48,768",80.88
1703,(주)안트로젠,65660,18-Dec,"101,441","56,073",55.28,"101,441","56,073",55.28
1704,(주)안트로젠,65660,19-Dec,"84,594","68,394",80.85,"84,594","68,394",80.85
1705,(주)알루코,1780,11-Dec,"313,942","139,056",44.29,"466,389","137,118",29.4
1706,(주)알루코,1780,12-Dec,"343,724","138,959",40.43,"448,022","134,754",30.08
1707,(주)알루코,1780,13-Dec,"345,784","142,097",41.09,"441,482","137,176",31.07
1708,(주)알루코,1780,14-Dec,"340,956","142,353",41.75,"432,549","136,743",31.61
1709,(주)알루코,1780,15-Dec,"338,779","173,938",51.34,"429,140","164,228",38.27
1710,(주)알루코,1780,16-Dec,"334,452","206,561",61.76,"439,409","201,252",45.8
1711,(주)알루코,1780,17-Dec,"348,183","214,571",61.63,"477,572","207,496",43.45
1712,(주)알루코,1780,18-Dec,"394,816","223,769",56.68,"744,332","280,741",37.72
1713,(주)알루코,1780,19-Dec,"376,568","207,703",55.16,"772,552","285,857",37
1714,(주)알에프세미,96610,11-Dec,"61,344","40,843",66.58,"60,357","40,212",66.62
1715,(주)알에프세미,96610,12-Dec,"70,069","45,093",64.36,"68,834","44,156",64.15
1716,(주)알에프세미,96610,13-Dec,"79,744","50,049",62.76,"78,884","49,098",62.24
1717,(주)알에프세미,96610,14-Dec,"87,691","51,979",59.28,"87,638","51,823",59.13
1718,(주)알에프세미,96610,15-Dec,"88,822","54,223",61.05,"89,437","53,788",60.14
1719,(주)알에프세미,96610,16-Dec,"90,147","55,144",61.17,"90,145","54,035",59.94
1720,(주)알에프세미,96610,17-Dec,"96,051","54,151",56.38,"93,638","52,011",55.54
1721,(주)알에프세미,96610,18-Dec,"107,104","55,191",51.53,"104,989","52,720",50.21
1722,(주)알에프세미,96610,19-Dec,"105,032","52,552",50.03,"102,546","49,861",48.62
1723,(주)알테오젠,196170,14-Dec,"37,768","35,636",94.36,"37,958","35,825",94.38
1724,(주)알테오젠,196170,15-Dec,"39,142","38,308",97.87,"39,385","38,551",97.88
1725,(주)알테오젠,196170,16-Dec,"46,806","45,296",96.77,"47,950","45,229",94.33
1726,(주)알테오젠,196170,17-Dec,"41,274","39,548",95.82,"43,013","39,845",92.63
1727,(주)알테오젠,196170,18-Dec,"67,082","66,078",98.5,"71,381","66,696",93.44
1728,(주)알테오젠,196170,19-Dec,"79,537","71,129",89.43,"85,979","70,204",81.65
1729,(주)알톤스포츠,123750,11-Dec,"64,877","38,778",59.77,"73,196","40,761",55.69
1730,(주)알톤스포츠,123750,12-Dec,"56,896","40,209",70.67,"64,111","42,476",66.25
1731,(주)알톤스포츠,123750,13-Dec,"60,201","43,201",71.76,"67,372","46,395",68.86
1732,(주)알톤스포츠,123750,14-Dec,"67,330","50,940",75.66,"76,275","55,370",72.59
1733,(주)알톤스포츠,123750,15-Dec,"54,333","46,649",85.86,"70,744","51,670",73.04
1734,(주)알톤스포츠,123750,16-Dec,"66,163","48,436",73.21,"81,904","52,248",63.79
1735,(주)알톤스포츠,123750,17-Dec,"49,029","29,436",60.04,"59,132","30,395",51.4
1736,(주)알톤스포츠,123750,18-Dec,"48,302","27,942",57.85,"53,806","28,125",52.27
1737,(주)알톤스포츠,123750,19-Dec,"24,581","14,110",57.4,"33,706","15,866",47.07
1738,(주)알파홀딩스,117670,11-Dec,"39,078","25,501",65.26,"39,078","25,501",65.26
1739,(주)알파홀딩스,117670,12-Dec,"41,348","28,029",67.79,"41,211","27,970",67.87
1740,(주)알파홀딩스,117670,13-Dec,"38,373","30,908",80.55,"38,373","30,908",80.55
1741,(주)알파홀딩스,117670,14-Dec,"67,393","34,542",51.25,"66,721","32,778",49.13
1742,(주)알파홀딩스,117670,15-Dec,"66,700","33,737",50.58,"66,700","33,737",50.58
1743,(주)알파홀딩스,117670,16-Dec,"73,887","45,106",61.05,"73,895","46,537",62.98
1744,(주)알파홀딩스,117670,17-Dec,"67,409","47,334",70.22,"63,151","43,797",69.35
1745,(주)알파홀딩스,117670,18-Dec,"105,442","50,962",48.33,"102,095","47,089",46.12
1746,(주)알파홀딩스,117670,19-Dec,"133,777","63,798",47.69,"134,596","61,491",45.69
1747,(주)액션스퀘어,205500,14-Dec,"22,566,628","20,479,051",90.75,"22,566,628","20,479,051",90.75
1748,(주)액션스퀘어,205500,15-Dec,"35,884","28,643",79.82,"35,884","28,643",79.82
1749,(주)액션스퀘어,205500,16-Dec,"28,514","23,688",83.07,"28,514","23,688",83.07
1750,(주)액션스퀘어,205500,17-Dec,"24,636","13,193",53.55,"24,964","13,479",53.99
1751,(주)액션스퀘어,205500,18-Dec,"20,926","11,917",56.95,"21,133","12,087",57.19
1752,(주)액션스퀘어,205500,19-Dec,"30,871","21,005",68.04,"30,256","20,200",66.76
1753,(주)앤씨앤,92600,11-Dec,"74,336","65,232",87.75,"74,336","65,232",87.75
1754,(주)앤씨앤,92600,12-Dec,"77,729","67,644",87.03,"77,728","67,643",87.03
1755,(주)앤씨앤,92600,13-Dec,"57,559","48,502",84.26,"57,555","48,498",84.26
1756,(주)앤씨앤,92600,14-Dec,"56,146","46,874",83.49,"56,150","46,879",83.49
1757,(주)앤씨앤,92600,15-Dec,"65,823","55,701",84.62,"67,504","55,583",82.34
1758,(주)앤씨앤,92600,16-Dec,"63,671","56,943",89.43,"65,331","55,923",85.6
1759,(주)앤씨앤,92600,17-Dec,"58,644","52,813",90.06,"60,379","48,118",79.69
1760,(주)앤씨앤,92600,18-Dec,"52,427","42,086",80.28,"54,330","32,832",60.43
1761,(주)앤씨앤,92600,19-Dec,"78,740","57,310",72.78,"71,517","41,232",57.65
1762,(주)어스앤에어로스페이스,263540,17-Dec,"61,475","41,740",67.9,"61,475","41,740",67.9
1763,(주)어스앤에어로스페이스,263540,18-Dec,"70,479","39,543",56.11,"70,479","39,543",56.11
1764,(주)어스앤에어로스페이스,263540,19-Dec,"41,898","3,019",7.21,"41,898","3,019",7.21
1765,(주)에스디시스템,121890,11-Dec,"43,541","30,579",70.23,"43,541","30,579",70.23
1766,(주)에스디시스템,121890,12-Dec,"41,119","30,555",74.31,"41,119","30,555",74.31
1767,(주)에스디시스템,121890,13-Dec,"34,269","25,036",73.06,"34,269","25,036",73.06
1768,(주)에스디시스템,121890,14-Dec,"43,012","28,304",65.8,"43,012","28,304",65.8
1769,(주)에스디시스템,121890,15-Dec,"42,175","30,300",71.84,"42,175","30,300",71.84
1770,(주)에스디시스템,121890,16-Dec,"42,237","23,101",54.69,"42,237","23,101",54.69
1771,(주)에스디시스템,121890,17-Dec,"35,094","13,980",39.84,"35,094","13,980",39.84
1772,(주)에스디시스템,121890,18-Dec,"34,754","16,754",48.21,"34,754","16,754",48.21
1773,(주)에스디시스템,121890,19-Dec,"24,821","6,311",25.43,"24,821","6,311",25.43
1774,(주)에스앤더블류,103230,11-Dec,"95,588","52,024",54.43,"95,588","52,024",54.43
1775,(주)에스앤더블류,103230,12-Dec,"85,866","55,064",64.13,"85,866","55,064",64.13
1776,(주)에스앤더블류,103230,13-Dec,"77,677","55,362",71.27,"77,677","55,362",71.27
1777,(주)에스앤더블류,103230,14-Dec,"76,989","55,150",71.63,"76,989","55,150",71.63
1778,(주)에스앤더블류,103230,15-Dec,"72,345","57,344",79.26,"72,345","57,344",79.26
1779,(주)에스앤더블류,103230,16-Dec,"70,214","56,255",80.12,"70,214","56,255",80.12
1780,(주)에스앤더블류,103230,17-Dec,"64,140","52,441",81.76,"64,140","52,441",81.76
1781,(주)에스앤더블류,103230,18-Dec,"57,862","42,223",72.97,"57,862","42,223",72.97
1782,(주)에스앤더블류,103230,19-Dec,"55,567","38,951",70.1,"55,567","38,951",70.1
1783,(주)에스앤에스텍,101490,11-Dec,"112,793","62,895",55.76,"131,193","65,874",50.21
1784,(주)에스앤에스텍,101490,12-Dec,"113,075","66,999",59.25,"134,404","62,032",46.15
1785,(주)에스앤에스텍,101490,13-Dec,"101,034","58,200",57.6,"128,650","53,400",41.51
1786,(주)에스앤에스텍,101490,14-Dec,"85,747","48,633",56.72,"86,299","49,186",56.99
1787,(주)에스앤에스텍,101490,15-Dec,"96,314","65,581",68.09,"96,314","65,581",68.09
1788,(주)에스앤에스텍,101490,16-Dec,"120,974","75,144",62.12,"120,974","75,144",62.12
1789,(주)에스앤에스텍,101490,17-Dec,"120,963","78,360",64.78,"120,963","78,360",64.78
1790,(주)에스앤에스텍,101490,18-Dec,"123,813","79,668",64.35,"123,813","79,668",64.35
1791,(주)에스앤에스텍,101490,19-Dec,"135,575","88,584",65.34,"135,575","88,584",65.34
1792,(주)에스에너지,95910,11-Dec,"143,040","65,475",45.77,"152,988","63,654",41.61
1793,(주)에스에너지,95910,12-Dec,"164,548","76,514",46.5,"167,822","74,473",44.38
1794,(주)에스에너지,95910,13-Dec,"162,411","83,983",51.71,"186,534","81,360",43.62
1795,(주)에스에너지,95910,14-Dec,"194,020","88,084",45.4,"223,974","83,232",37.16
1796,(주)에스에너지,95910,15-Dec,"220,813","88,304",39.99,"279,521","88,474",31.65
1797,(주)에스에너지,95910,16-Dec,"280,637","93,596",33.35,"345,541","93,712",27.12
1798,(주)에스에너지,95910,17-Dec,"227,790","100,548",44.14,"301,905","102,025",33.79
1799,(주)에스에너지,95910,18-Dec,"210,250","110,245",52.44,"320,447","123,027",38.39
1800,(주)에스에너지,95910,19-Dec,"207,601","107,948",52,"327,670","118,815",36.26
1801,(주)에스에이티,60540,11-Dec,"42,772","24,864",58.13,"55,048","29,597",53.77
1802,(주)에스에이티,60540,12-Dec,"42,828","33,215",77.55,"52,373","37,055",70.75
1803,(주)에스에이티,60540,13-Dec,"50,033","37,311",74.57,"49,564","35,596",71.82
1804,(주)에스에이티,60540,14-Dec,"62,071","47,067",75.83,"63,590","45,980",72.31
1805,(주)에스에이티,60540,15-Dec,"63,217","52,067",82.36,"85,656","54,528",63.66
1806,(주)에스에이티,60540,16-Dec,"68,109","62,705",92.07,"93,367","66,476",71.2
