,회사명,거래소코드,회계년도,자산(*)(IFRS)(천원),자본(*)(IFRS)(천원),자본율(개별),자산(*)(IFRS)(천원)(연결),자본(*)(IFRS)(천원)(연결),자본율(연결)
3002,(주)지어소프트,51160,18-Dec,"17,229","7,296",42.35,"28,389","9,254",32.6
3003,(주)지어소프트,51160,19-Dec,"18,839","8,470",44.96,"43,117","9,500",22.03
3004,(주)지엔코,65060,11-Dec,"130,780","90,216",68.98,"127,460","86,282",67.69
3005,(주)지엔코,65060,12-Dec,"156,296","104,717",67,"147,669","95,354",64.57
3006,(주)지엔코,65060,13-Dec,"175,726","114,226",65,"204,520","134,413",65.72
3007,(주)지엔코,65060,14-Dec,"178,514","112,116",62.81,"208,043","126,360",60.74
3008,(주)지엔코,65060,15-Dec,"181,415","122,032",67.27,"217,322","140,266",64.54
3009,(주)지엔코,65060,16-Dec,"201,571","160,290",79.52,"236,653","178,694",75.51
3010,(주)지엔코,65060,17-Dec,"207,596","149,952",72.23,"289,551","204,726",70.7
3011,(주)지엔코,65060,18-Dec,"186,917","115,429",61.75,"278,885","168,816",60.53
3012,(주)지엔코,65060,19-Dec,"172,054","93,297",54.23,"248,156","147,482",59.43
3013,(주)지티지웰니스,219750,18-Dec,"28,446","20,011",70.35,"28,966","19,678",67.93
3014,(주)지티지웰니스,219750,19-Dec,"46,221","20,635",44.64,"40,400","14,548",36.01
3015,(주)진매트릭스,109820,11-Dec,"20,594","14,194",68.92,"22,620","15,739",69.58
3016,(주)진매트릭스,109820,12-Dec,"18,430","12,710",68.96,"20,346","13,918",68.41
3017,(주)진매트릭스,109820,13-Dec,"17,851","11,309",63.35,"19,677","12,780",64.95
3018,(주)진매트릭스,109820,14-Dec,"15,256","10,382",68.05,"17,050","11,888",69.72
3019,(주)진매트릭스,109820,15-Dec,"19,403","8,822",45.47,"20,782","10,037",48.3
3020,(주)진매트릭스,109820,16-Dec,"18,257","12,603",69.03,"19,334","13,602",70.35
3021,(주)진매트릭스,109820,17-Dec,"16,343","11,231",68.72,"17,743","11,945",67.32
3022,(주)진매트릭스,109820,18-Dec,"30,421","11,067",36.38,"31,519","11,397",36.16
3023,(주)진매트릭스,109820,19-Dec,"28,456","15,249",53.59,"28,456","15,249",53.59
3024,(주)진바이오텍,86060,11-Dec,"32,036","20,889",65.2,"46,269","19,480",42.1
3025,(주)진바이오텍,86060,12-Dec,"31,467","20,981",66.68,"45,776","21,274",46.47
3026,(주)진바이오텍,86060,13-Dec,"30,905","21,814",70.58,"48,351","23,099",47.77
3027,(주)진바이오텍,86060,14-Dec,"28,976","23,327",80.5,"47,343","23,420",49.47
3028,(주)진바이오텍,86060,15-Dec,"28,790","25,930",90.07,"49,211","26,626",54.11
3029,(주)진바이오텍,86060,16-Dec,"39,044","35,269",90.33,"59,157","36,536",61.76
3030,(주)진바이오텍,86060,17-Dec,"38,092","35,383",92.89,"59,543","38,056",63.91
3031,(주)진바이오텍,86060,18-Dec,"42,314","38,754",91.59,"72,627","45,306",62.38
3032,(주)진바이오텍,86060,19-Dec,"39,577","35,347",89.31,"67,933","43,331",63.78
3033,(주)체리부로,66360,17-Dec,"204,541","105,653",51.65,"255,025","109,179",42.81
3034,(주)체리부로,66360,18-Dec,"205,008","95,597",46.63,"268,294","101,035",37.66
3035,(주)체리부로,66360,19-Dec,"217,018","90,874",41.87,"280,389","95,886",34.2
3036,(주)체시스,33250,11-Jun,"89,712","30,436",33.93,"88,635","28,929",32.64
3037,(주)체시스,33250,12-Jun,"96,400","38,209",39.64,"91,725","33,174",36.17
3038,(주)체시스,33250,13-Jun,"99,743","38,748",38.85,"94,631","32,275",34.11
3039,(주)체시스,33250,14-Jun,"97,449","34,072",34.96,"89,060","25,191",28.29
3040,(주)체시스,33250,15-Jun,"87,974","26,642",30.28,"86,354","25,034",28.99
3041,(주)체시스,33250,16-Jun,"88,371","36,264",41.04,"91,063","33,869",37.19
3042,(주)체시스,33250,17-Jun,"83,621","31,897",38.14,"84,912","29,457",34.69
3043,(주)체시스,33250,18-Jun,"83,336","27,652",33.18,"90,967","28,460",31.29
3044,(주)체시스,33250,19-Jun,"83,089","25,873",31.14,"88,630","26,703",30.13
3045,(주)초록뱀미디어,47820,11-Dec,"28,585","24,143",84.46,"29,417","24,757",84.16
3046,(주)초록뱀미디어,47820,12-Dec,"27,256","25,929",95.13,"27,916","26,198",93.85
3047,(주)초록뱀미디어,47820,13-Dec,"24,860","23,439",94.28,"25,122","23,595",93.92
3048,(주)초록뱀미디어,47820,14-Dec,"26,785","21,515",80.32,"26,896","21,617",80.37
3049,(주)초록뱀미디어,47820,15-Dec,"102,353","63,776",62.31,"114,402","64,167",56.09
3050,(주)초록뱀미디어,47820,16-Dec,"110,228","67,979",61.67,"124,197","72,257",58.18
3051,(주)초록뱀미디어,47820,17-Dec,"99,133","81,786",82.5,"111,077","81,902",73.73
3052,(주)초록뱀미디어,47820,18-Dec,"164,542","91,638",55.69,"169,115","91,101",53.87
3053,(주)초록뱀미디어,47820,19-Dec,"180,301","104,682",58.06,"186,525","106,293",56.99
3054,(주)초록뱀이앤엠,131100,11-Dec,"64,111","43,644",68.08,"64,111","43,644",68.08
3055,(주)초록뱀이앤엠,131100,12-Dec,"82,166","45,856",55.81,"86,659","44,302",51.12
3056,(주)초록뱀이앤엠,131100,13-Dec,"95,417","46,293",48.52,"101,256","43,452",42.91
3057,(주)초록뱀이앤엠,131100,14-Dec,"113,772","50,716",44.58,"123,508","43,587",35.29
3058,(주)초록뱀이앤엠,131100,15-Dec,"93,551","34,533",36.91,"102,386","34,650",33.84
3059,(주)초록뱀이앤엠,131100,16-Dec,"51,752","11,677",22.56,"51,777","11,501",22.21
3060,(주)초록뱀이앤엠,131100,17-Dec,"30,336","5,474",18.04,"30,347","5,400",17.79
3061,(주)초록뱀이앤엠,131100,18-Dec,"52,506","31,340",59.69,"52,600","31,257",59.42
3062,(주)초록뱀컴퍼니,52300,11-Dec,"21,490","19,132",89.03,"20,287","16,234",80.02
3063,(주)초록뱀컴퍼니,52300,12-Dec,"30,793","19,999",64.95,"50,360","23,905",47.47
3064,(주)초록뱀컴퍼니,52300,13-Dec,"37,831","24,166",63.88,"54,730","23,365",42.69
3065,(주)초록뱀컴퍼니,52300,14-Dec,"36,000","31,477",87.44,"38,725","31,273",80.76
3066,(주)초록뱀컴퍼니,52300,15-Dec,"58,149","44,161",75.94,"58,339","44,083",75.56
3067,(주)초록뱀컴퍼니,52300,16-Dec,"99,565","66,827",67.12,"108,561","74,848",68.95
3068,(주)초록뱀컴퍼니,52300,17-Dec,"113,684","79,468",69.9,"118,084","83,674",70.86
3069,(주)초록뱀컴퍼니,52300,18-Dec,"148,077","85,760",57.92,"153,849","89,816",58.38
3070,(주)초록뱀컴퍼니,52300,19-Dec,"141,477","87,533",61.87,"142,431","86,970",61.06
3071,(주)초록뱀헬스케어,118000,11-Dec,"58,090","16,554",28.5,"58,090","16,554",28.5
3072,(주)초록뱀헬스케어,118000,12-Dec,"30,389","22,404",73.72,"30,389","22,404",73.72
3073,(주)초록뱀헬스케어,118000,13-Dec,"19,814","15,701",79.24,"21,968","16,044",73.03
3074,(주)초록뱀헬스케어,118000,14-Dec,"19,122","9,048",47.32,"19,673","8,315",42.27
3075,(주)초록뱀헬스케어,118000,15-Dec,"16,844","8,007",47.54,"16,405","6,185",37.7
3076,(주)초록뱀헬스케어,118000,16-Dec,"29,457","17,063",57.93,"28,845","13,436",46.58
3077,(주)초록뱀헬스케어,118000,17-Dec,"23,040","18,472",80.17,"36,741","18,709",50.92
3078,(주)초록뱀헬스케어,118000,18-Dec,"49,382","18,522",37.51,"61,440","18,511",30.13
3079,(주)초록뱀헬스케어,118000,19-Dec,"60,409","35,500",58.77,"69,805","35,935",51.48
3080,(주)카스,16920,11-Dec,"104,876","48,127",45.89,"105,053","42,001",39.98
3081,(주)카스,16920,12-Dec,"113,419","47,873",42.21,"113,300","40,562",35.8
3082,(주)카스,16920,13-Dec,"114,728","45,320",39.5,"117,374","40,583",34.58
3083,(주)카스,16920,14-Dec,"127,855","42,798",33.47,"130,908","37,837",28.9
3084,(주)카스,16920,15-Dec,"126,417","40,509",32.04,"129,571","34,477",26.61
3085,(주)카스,16920,16-Dec,"120,099","40,304",33.56,"121,662","32,067",26.36
3086,(주)카스,16920,17-Dec,"118,562","47,139",39.76,"116,219","37,136",31.95
3087,(주)카스,16920,18-Dec,"127,522","50,182",39.35,"122,741","40,783",33.23
3088,(주)카스,16920,19-Dec,"130,119","49,355",37.93,"129,321","42,317",32.72
3089,(주)카이노스메드,284620,18-Dec,"10,599,449","9,827,389",92.72,"10,599,449","9,827,389",92.72
3090,(주)카이노스메드,284620,19-Dec,"10,697,358","9,907,471",92.62,"10,697,358","9,907,471",92.62
3091,(주)카프로,6380,11-Dec,"887,539","513,072",57.81,"887,539","513,072",57.81
3092,(주)카프로,6380,12-Dec,"734,636","457,006",62.21,"734,636","457,006",62.21
3093,(주)카프로,6380,13-Dec,"643,433","358,743",55.75,"643,433","358,743",55.75
3094,(주)카프로,6380,14-Dec,"498,408","281,486",56.48,"498,408","281,486",56.48
3095,(주)카프로,6380,15-Dec,"437,356","260,216",59.5,"437,356","260,216",59.5
3096,(주)카프로,6380,16-Dec,"473,850","251,937",53.17,"473,850","251,937",53.17
3097,(주)카프로,6380,17-Dec,"462,169","263,589",57.03,"462,169","263,589",57.03
3098,(주)카프로,6380,18-Dec,"433,099","269,692",62.27,"433,099","269,692",62.27
3099,(주)카프로,6380,19-Dec,"364,396","184,515",50.64,"364,396","184,515",50.64
3100,(주)컴투스홀딩스,63080,11-Dec,"77,557","68,088",87.79,"77,893","68,285",87.67
3101,(주)컴투스홀딩스,63080,12-Dec,"97,042","88,772",91.48,"99,384","90,757",91.32
3102,(주)컴투스홀딩스,63080,13-Dec,"175,060","162,715",92.95,"179,246","166,524",92.9
3103,(주)컴투스홀딩스,63080,14-Dec,"207,446","176,972",85.31,"226,441","193,664",85.53
3104,(주)컴투스홀딩스,63080,15-Dec,"287,623","174,436",60.65,"331,943","212,407",63.99
3105,(주)컴투스홀딩스,63080,16-Dec,"231,075","162,843",70.47,"327,582","236,379",72.16
3106,(주)컴투스홀딩스,63080,17-Dec,"206,671","141,933",68.68,"338,029","244,477",72.32
3107,(주)컴투스홀딩스,63080,18-Dec,"182,377","105,387",57.79,"354,106","243,896",68.88
3108,(주)컴투스홀딩스,63080,19-Dec,"198,900","96,470",48.5,"399,323","254,835",63.82
3109,(주)케스피온,79190,11-Dec,"63,483","32,269",50.83,"66,511","35,010",52.64
3110,(주)케스피온,79190,12-Dec,"72,482","29,279",40.39,"77,206","32,208",41.72
3111,(주)케스피온,79190,13-Dec,"92,444","37,803",40.89,"92,444","37,803",40.89
3112,(주)케스피온,79190,14-Dec,"98,089","37,529",38.26,"105,448","37,234",35.31
3113,(주)케스피온,79190,15-Dec,"96,605","41,812",43.28,"106,283","43,904",41.31
3114,(주)케스피온,79190,16-Dec,"97,760","44,660",45.68,"107,043","44,387",41.47
3115,(주)케스피온,79190,17-Dec,"107,131","56,361",52.61,"110,999","52,297",47.11
3116,(주)케스피온,79190,18-Dec,"79,682","37,565",47.14,"87,299","29,825",34.16
3117,(주)케스피온,79190,19-Dec,"53,059","37,990",71.6,"49,571","29,852",60.22
3118,(주)케이씨씨건설,21320,11-Dec,"1,104,073","419,961",38.04,"1,122,535","419,506",37.37
3119,(주)케이씨씨건설,21320,12-Dec,"1,068,815","421,166",39.4,"1,079,962","422,471",39.12
3120,(주)케이씨씨건설,21320,13-Dec,"1,115,656","279,747",25.07,"1,117,763","280,025",25.05
3121,(주)케이씨씨건설,21320,14-Dec,"1,129,226","386,257",34.21,"1,129,961","385,842",34.15
3122,(주)케이씨씨건설,21320,15-Dec,"837,656","299,015",35.7,"838,082","298,861",35.66
3123,(주)케이씨씨건설,21320,16-Dec,"902,355","310,184",34.37,"902,760","310,017",34.34
3124,(주)케이씨씨건설,21320,17-Dec,"941,683","338,272",35.92,"942,081","338,135",35.89
3125,(주)케이씨씨건설,21320,18-Dec,"968,810","353,699",36.51,"969,158","353,618",36.49
3126,(주)케이씨씨건설,21320,19-Dec,"1,039,195","377,536",36.33,"1,039,195","377,536",36.33
3127,(주)케이씨피드,25880,11-Dec,"75,471","46,401",61.48,"81,240","46,765",57.56
3128,(주)케이씨피드,25880,12-Dec,"98,008","50,861",51.89,"110,047","48,989",44.52
3129,(주)케이씨피드,25880,13-Dec,"92,451","52,869",57.19,"105,049","49,451",47.07
3130,(주)케이씨피드,25880,14-Dec,"107,568","48,854",45.42,"123,115","46,554",37.81
3131,(주)케이씨피드,25880,15-Dec,"89,038","49,561",55.66,"99,714","44,140",44.27
3132,(주)케이씨피드,25880,16-Dec,"98,362","57,861",58.82,"106,278","52,102",49.02
3133,(주)케이씨피드,25880,17-Dec,"105,559","58,961",55.86,"105,511","58,621",55.56
3134,(주)케이씨피드,25880,18-Dec,"104,918","59,226",56.45,"105,193","59,352",56.42
3135,(주)케이씨피드,25880,19-Dec,"99,506","52,605",52.87,"101,475","52,447",51.68
3136,(주)케이에스피,73010,11-Dec,"86,596","71,188",82.21,"86,596","71,188",82.21
3137,(주)케이에스피,73010,12-Dec,"84,402","68,613",81.29,"84,402","68,613",81.29
3138,(주)케이에스피,73010,13-Dec,"86,163","70,323",81.62,"86,163","70,323",81.62
3139,(주)케이에스피,73010,14-Dec,"112,241","69,343",61.78,"112,241","69,343",61.78
3140,(주)케이에스피,73010,15-Dec,"111,207","66,835",60.1,"111,207","66,835",60.1
3141,(주)케이에스피,73010,16-Dec,"57,517","9,719",16.9,"57,517","9,719",16.9
3142,(주)케이에스피,73010,17-Dec,"46,288","8,249",17.82,"46,288","8,249",17.82
3143,(주)케이에스피,73010,18-Dec,"40,607","21,149",52.08,"40,607","21,149",52.08
3144,(주)케이에스피,73010,19-Dec,"44,248","22,774",51.47,"44,248","22,774",51.47
3145,(주)케이에이치바텍,60720,11-Dec,"284,573","205,435",72.19,"366,216","195,609",53.41
3146,(주)케이에이치바텍,60720,12-Dec,"284,225","211,866",74.54,"404,288","188,351",46.59
3147,(주)케이에이치바텍,60720,13-Dec,"282,564","243,034",86.01,"444,121","245,331",55.24
3148,(주)케이에이치바텍,60720,14-Dec,"400,437","275,574",68.82,"576,287","266,393",46.23
3149,(주)케이에이치바텍,60720,15-Dec,"323,738","283,143",87.46,"455,396","281,846",61.89
3150,(주)케이에이치바텍,60720,16-Dec,"285,264","251,394",88.13,"414,589","250,845",60.5
3151,(주)케이에이치바텍,60720,17-Dec,"241,234","209,278",86.75,"320,081","208,559",65.16
3152,(주)케이에이치바텍,60720,18-Dec,"223,198","175,257",78.52,"298,635","174,398",58.4
3153,(주)케이에이치바텍,60720,19-Dec,"223,518","185,566",83.02,"283,444","184,506",65.09
3154,(주)케이에이치필룩스,33180,11-Dec,"59,959","35,313",58.9,"89,954","56,176",62.45
3155,(주)케이에이치필룩스,33180,12-Dec,"57,582","35,313",61.33,"88,648","56,729",63.99
3156,(주)케이에이치필룩스,33180,13-Dec,"59,719","36,656",61.38,"94,998","60,492",63.68
3157,(주)케이에이치필룩스,33180,14-Dec,"58,941","37,180",63.08,"101,017","65,546",64.89
3158,(주)케이에이치필룩스,33180,15-Dec,"59,457","38,867",65.37,"104,530","67,111",64.2
3159,(주)케이에이치필룩스,33180,16-Dec,"109,978","46,398",42.19,"165,554","79,429",47.98
3160,(주)케이에이치필룩스,33180,17-Dec,"134,631","64,995",48.28,"191,797","93,719",48.86
3161,(주)케이에이치필룩스,33180,18-Dec,"269,791","146,324",54.24,"304,127","160,030",52.62
3162,(주)케이에이치필룩스,33180,19-Dec,"387,706","257,138",66.32,"416,768","272,385",65.36
3163,(주)케이엑스하이텍,52900,11-Dec,"81,179","32,281",39.77,"81,710","32,890",40.25
3164,(주)케이엑스하이텍,52900,12-Dec,"70,089","37,887",54.06,"75,674","32,879",43.45
3165,(주)케이엑스하이텍,52900,13-Dec,"62,373","8,784",14.08,"68,727","6,440",9.37
3166,(주)케이엑스하이텍,52900,14-Dec,"51,717","35,129",67.93,"54,449","36,056",66.22
3167,(주)케이엑스하이텍,52900,15-Dec,"46,424","34,636",74.61,"49,704","37,059",74.56
3168,(주)케이엑스하이텍,52900,16-Dec,"60,040","45,726",76.16,"63,405","48,520",76.52
3169,(주)케이엑스하이텍,52900,17-Dec,"64,115","50,847",79.31,"65,718","51,951",79.05
3170,(주)케이엑스하이텍,52900,18-Dec,"75,326","64,168",85.19,"76,992","65,641",85.26
3171,(주)케이엑스하이텍,52900,19-Dec,"73,508","62,273",84.72,"75,447","63,665",84.38
3172,(주)케이엔더블유,105330,11-Dec,"53,635","35,735",66.63,"54,713","35,974",65.75
3173,(주)케이엔더블유,105330,12-Dec,"49,756","32,717",65.75,"51,722","33,056",63.91
3174,(주)케이엔더블유,105330,13-Dec,"48,377","32,400",66.97,"51,732","33,533",64.82
3175,(주)케이엔더블유,105330,14-Dec,"53,851","38,232",71,"62,962","41,580",66.04
3176,(주)케이엔더블유,105330,15-Dec,"49,356","36,889",74.74,"65,281","42,121",64.52
3177,(주)케이엔더블유,105330,16-Dec,"47,451","35,935",75.73,"68,208","41,044",60.17
3178,(주)케이엔더블유,105330,17-Dec,"50,252","35,375",70.4,"68,884","37,441",54.35
3179,(주)케이엔더블유,105330,18-Dec,"48,911","33,992",69.5,"69,366","39,565",57.04
3180,(주)케이엔더블유,105330,19-Dec,"39,846","26,550",66.63,"67,089","33,520",49.96
3181,(주)케이엠더블유,32500,11-Dec,"197,363","28,253",14.32,"206,931","13,410",6.48
3182,(주)케이엠더블유,32500,12-Dec,"224,660","53,304",23.73,"235,096","47,993",20.41
3183,(주)케이엠더블유,32500,13-Dec,"211,362","77,654",36.74,"250,898","86,971",34.66
3184,(주)케이엠더블유,32500,14-Dec,"243,854","70,559",28.93,"295,509","101,870",34.47
3185,(주)케이엠더블유,32500,15-Dec,"286,431","42,797",14.94,"320,606","59,696",18.62
3186,(주)케이엠더블유,32500,16-Dec,"207,289","46,444",22.41,"208,300","45,563",21.87
3187,(주)케이엠더블유,32500,17-Dec,"214,741","51,719",24.08,"213,355","51,304",24.05
3188,(주)케이엠더블유,32500,18-Dec,"278,865","86,200",30.91,"273,498","86,219",31.52
3189,(주)케이엠더블유,32500,19-Dec,"394,226","214,209",54.34,"427,047","216,783",50.76
3190,(주)케이이씨,92220,11-Dec,"407,392","133,229",32.7,"479,026","166,495",34.76
3191,(주)케이이씨,92220,12-Dec,"372,923","124,146",33.29,"409,366","154,620",37.77
3192,(주)케이이씨,92220,13-Dec,"352,339","135,159",38.36,"376,185","155,880",41.44
3193,(주)케이이씨,92220,14-Dec,"340,155","151,388",44.51,"346,624","151,370",43.67
3194,(주)케이이씨,92220,15-Dec,"339,887","150,222",44.2,"340,459","150,985",44.35
3195,(주)케이이씨,92220,16-Dec,"382,440","201,136",52.59,"383,109","202,200",52.78
3196,(주)케이이씨,92220,17-Dec,"365,079","219,348",60.08,"359,839","222,638",61.87
3197,(주)케이이씨,92220,18-Dec,"360,748","219,585",60.87,"351,174","225,405",64.19
3198,(주)케이이씨,92220,19-Dec,"357,280","208,446",58.34,"334,213","213,961",64.02
3199,(주)케이티알파,36030,11-Dec,"202,346","171,003",84.51,"249,730","180,353",72.22
3200,(주)케이티알파,36030,12-Dec,"190,519","158,877",83.39,"249,231","169,719",68.1
3201,(주)케이티알파,36030,13-Dec,"211,037","178,816",84.73,"293,665","191,021",65.05
3202,(주)케이티알파,36030,14-Dec,"226,995","195,566",86.15,"226,995","195,566",86.15
3203,(주)케이티알파,36030,15-Dec,"235,757","201,819",85.6,"235,757","201,819",85.6
3204,(주)케이티알파,36030,16-Dec,"249,202","202,261",81.16,"249,202","202,261",81.16
3205,(주)케이티알파,36030,17-Dec,"258,240","205,297",79.5,"258,240","205,297",79.5
3206,(주)케이티알파,36030,18-Dec,"272,769","206,889",75.85,"272,769","206,889",75.85
3207,(주)케이티알파,36030,19-Dec,"279,818","205,049",73.28,"279,818","205,049",73.28
3208,(주)케이프,64820,11-Dec,"169,832","100,694",59.29,"169,832","100,694",59.29
3209,(주)케이프,64820,12-Dec,"183,489","104,091",56.73,"184,397","104,839",56.86
3210,(주)케이프,64820,13-Dec,"189,388","92,248",48.71,"195,507","90,393",46.24
3211,(주)케이프,64820,14-Dec,"161,355","93,243",57.79,"159,761","91,125",57.04
3212,(주)케이프,64820,15-Dec,"155,448","89,369",57.49,"155,384","88,983",57.27
3213,(주)케이프,64820,16-Dec,"214,857","125,251",58.3,"1,469,791","161,908",11.02
3214,(주)케이프,64820,17-Dec,"211,074","133,384",63.19,"1,323,297","171,730",12.98
3215,(주)케이프,64820,18-Dec,"220,345","143,467",65.11,"2,219,167","182,706",8.23
3216,(주)케이프,64820,19-Dec,"223,469","152,771",68.36,"1,949,681","192,520",9.87
3217,(주)케이피엠테크,42040,11-Dec,"80,318","21,714",27.04,"90,855","20,566",22.64
3218,(주)케이피엠테크,42040,12-Dec,"64,800","2,803",4.33,"85,166",518,0.61
3219,(주)케이피엠테크,42040,13-Dec,"36,572","2,500",6.84,"36,984","1,976",5.34
3220,(주)케이피엠테크,42040,14-Dec,"50,246","7,033",14,"50,501","6,599",13.07
3221,(주)케이피엠테크,42040,15-Dec,"36,117","9,119",25.25,"35,542","8,405",23.65
3222,(주)케이피엠테크,42040,16-Dec,"83,032","46,666",56.2,"83,271","46,372",55.69
3223,(주)케이피엠테크,42040,17-Dec,"130,402","85,250",65.37,"121,782","76,505",62.82
3224,(주)케이피엠테크,42040,18-Dec,"165,953","133,051",80.17,"199,152","136,753",68.67
3225,(주)케이피엠테크,42040,19-Dec,"148,280","113,078",76.26,"162,105","106,814",65.89
3226,(주)켐온,217600,15-Dec,"14,852,836","13,487,574",90.81,"14,852,836","13,487,574",90.81
3227,(주)켐온,217600,16-Dec,"15,004,346","13,600,194",90.64,"15,004,346","13,600,194",90.64
3228,(주)켐온,217600,17-Dec,"39,463","33,144",83.99,"39,463","33,144",83.99
3229,(주)켐온,217600,18-Dec,"42,473","34,052",80.17,"42,473","34,052",80.17
3230,(주)켐온,217600,19-Dec,"44,622","37,122",83.19,"44,622","37,122",83.19
3231,(주)켐트로닉스,89010,11-Dec,"151,263","48,299",31.93,"169,037","50,586",29.93
3232,(주)켐트로닉스,89010,12-Dec,"169,146","75,912",44.88,"183,194","75,251",41.08
3233,(주)켐트로닉스,89010,13-Dec,"198,123","99,096",50.02,"218,954","93,902",42.89
3234,(주)켐트로닉스,89010,14-Dec,"203,205","88,511",43.56,"222,796","85,476",38.37
3235,(주)켐트로닉스,89010,15-Dec,"205,824","82,687",40.17,"234,894","79,154",33.7
3236,(주)켐트로닉스,89010,16-Dec,"194,365","84,615",43.53,"226,428","77,434",34.2
3237,(주)켐트로닉스,89010,17-Dec,"192,638","82,276",42.71,"220,668","75,134",34.05
3238,(주)켐트로닉스,89010,18-Dec,"202,953","86,490",42.62,"231,561","78,747",34.01
3239,(주)켐트로닉스,89010,19-Dec,"223,364","89,550",40.09,"294,088","99,357",33.78
3240,(주)코다코,46070,11-Dec,"168,601","39,031",23.15,"168,601","39,031",23.15
3241,(주)코다코,46070,12-Dec,"190,484","48,847",25.64,"190,484","48,847",25.64
3242,(주)코다코,46070,13-Dec,"232,227","60,996",26.27,"251,476","60,336",23.99
3243,(주)코다코,46070,14-Dec,"265,385","70,930",26.73,"287,239","70,349",24.49
3244,(주)코다코,46070,15-Dec,"296,397","76,802",25.91,"317,285","83,773",26.4
3245,(주)코다코,46070,16-Dec,"326,454","104,540",32.02,"383,369","112,424",29.33
3246,(주)코다코,46070,17-Dec,"373,945","113,605",30.38,"417,417","111,445",26.7
3247,(주)코다코,46070,18-Dec,"346,822","94,079",27.13,"393,660","88,717",22.54
3248,(주)코다코,46070,19-Dec,"302,185","51,899",17.17,"330,178","30,391",9.2
3249,(주)코데즈컴바인,47770,11-Dec,"197,171","69,669",35.33,"192,631","63,453",32.94
3250,(주)코데즈컴바인,47770,12-Dec,"180,903","55,650",30.76,"176,409","48,783",27.65
3251,(주)코데즈컴바인,47770,13-Dec,"137,663","36,868",26.78,"133,178","29,159",21.89
3252,(주)코데즈컴바인,47770,14-Dec,"70,188","6,651",9.48,"70,993","5,229",7.37
3253,(주)코데즈컴바인,47770,15-Dec,"29,204","23,841",81.64,"29,138","22,088",75.8
3254,(주)코데즈컴바인,47770,16-Dec,"29,049","25,408",87.47,"29,021","23,881",82.29
3255,(주)코데즈컴바인,47770,17-Dec,"31,569","27,607",87.45,"31,579","26,473",83.83
3256,(주)코데즈컴바인,47770,18-Dec,"35,837","31,958",89.18,"64,409","35,472",55.07
3257,(주)코데즈컴바인,47770,19-Dec,"44,274","38,891",87.84,"71,634","42,397",59.19
3258,(주)코디,80530,11-Dec,"46,365","27,923",60.22,"46,365","27,923",60.22
3259,(주)코디,80530,12-Dec,"49,196","25,228",51.28,"59,948","24,494",40.86
3260,(주)코디,80530,13-Dec,"57,718","30,430",52.72,"73,198","28,447",38.86
3261,(주)코디,80530,14-Dec,"50,231","34,971",69.62,"71,869","34,985",48.68
3262,(주)코디,80530,15-Dec,"45,493","30,296",66.59,"61,654","38,271",62.07
3263,(주)코디,80530,16-Dec,"75,090","38,218",50.9,"86,511","48,151",55.66
3264,(주)코디,80530,17-Dec,"41,279","22,533",54.59,"42,502","22,852",53.77
3265,(주)코디,80530,18-Dec,"76,095","31,532",41.44,"81,954","31,898",38.92
3266,(주)코디,80530,19-Dec,"70,681","29,571",41.84,"75,932","27,854",36.68
3267,(주)코디엠,224060,15-Dec,"20,083","12,282",61.16,"20,083","12,282",61.16
3268,(주)코디엠,224060,16-Dec,"66,364","15,631",23.55,"68,182","15,882",23.29
3269,(주)코디엠,224060,17-Dec,"63,642","58,188",91.43,"60,951","55,282",90.7
3270,(주)코디엠,224060,18-Dec,"93,249","56,474",60.56,"93,911","56,411",60.07
3271,(주)코디엠,224060,19-Dec,"99,756","58,648",58.79,"117,031","65,612",56.06
3272,(주)코렌텍,104540,13-Dec,"60,396","44,891",74.33,"60,228","44,484",73.86
3273,(주)코렌텍,104540,14-Dec,"70,867","48,946",69.07,"70,513","48,304",68.5
3274,(주)코렌텍,104540,15-Dec,"73,097","58,168",79.58,"71,518","56,267",78.68
3275,(주)코렌텍,104540,16-Dec,"99,566","64,609",64.89,"97,044","61,732",63.61
3276,(주)코렌텍,104540,17-Dec,"104,082","58,092",55.81,"100,578","54,320",54.01
3277,(주)코렌텍,104540,18-Dec,"61,570","22,614",36.73,"64,260","24,086",37.48
3278,(주)코렌텍,104540,19-Dec,"60,804","28,336",46.6,"62,779","29,939",47.69
3279,(주)코미팜,41960,11-Dec,"63,862","39,032",61.12,"64,118","39,237",61.19
3280,(주)코미팜,41960,12-Dec,"75,455","39,543",52.41,"76,977","40,565",52.7
3281,(주)코미팜,41960,13-Dec,"108,553","44,470",40.97,"108,797","44,720",41.1
3282,(주)코미팜,41960,14-Dec,"123,833","52,770",42.61,"124,398","53,159",42.73
3283,(주)코미팜,41960,15-Dec,"132,664","75,587",56.98,"133,389","76,130",57.07
3284,(주)코미팜,41960,16-Dec,"129,363","79,129",61.17,"149,843","99,301",66.27
3285,(주)코미팜,41960,17-Dec,"130,077","88,618",68.13,"149,268","107,304",71.89
3286,(주)코미팜,41960,18-Dec,"124,823","83,127",66.6,"139,904","97,987",70.04
3287,(주)코미팜,41960,19-Dec,"117,267","68,354",58.29,"125,644","76,166",60.62
3288,(주)코세스,89890,11-Dec,"51,223","17,713",34.58,"51,223","17,713",34.58
3289,(주)코세스,89890,12-Dec,"44,658","23,726",53.13,"44,658","23,726",53.13
