,Unnamed: 0,구분,코드,산업명,2011년,2011년.mid,2012년,2012년.mid,2013년,2013년.mid,2014년,2014년.mid,2015년,2015년.mid,2016년,2016년.mid,2017년,2017년.mid,2018년,2018년.mid,2019년,2019년.mid,2012년 감소율,2013년 감소율,2014년 감소율,2015년 감소율,2016년 감소율,2017년 감소율,2018년 감소율,2019년 감소율
1658,1658,(주)피제이전자,6140,"  의료, 정밀, 광학기기 및 시계 제조업",87.91,0.0,88.52,35.05,89.29,48.57,91.99,50.39,92.29,49.29,92.12,56.81,91.14,64.32,92.49,63.41,92.17,64.46,-0.69,-0.87,-3.02,-0.33,0.18,1.06,-1.48,0.35
1659,1659,(주)하이로닉,149980,"  의료, 정밀, 광학기기 및 시계 제조업",0.0,0.0,0.0,35.05,0.0,48.57,32.77,50.39,32.87,49.29,36.86,56.81,37.89,64.32,43.01,63.41,41.12,64.46,,,-inf,-0.31,-12.14,-2.79,-13.51,4.39
1660,1660,(주)휴비츠,65510,"  의료, 정밀, 광학기기 및 시계 제조업",62.32,0.0,62.97,35.05,68.24,48.57,70.05,50.39,64.98,49.29,60.38,56.81,63.8,64.32,63.41,63.41,60.92,64.46,-1.04,-8.37,-2.65,7.24,7.08,-5.66,0.61,3.93
1661,1661,대한광통신(주),10170,"  의료, 정밀, 광학기기 및 시계 제조업",84.33,0.0,82.2,35.05,89.55,48.57,88.4,50.39,89.44,49.29,88.21,56.81,77.92,64.32,77.91,63.41,92.68,64.46,2.53,-8.94,1.28,-1.18,1.38,11.67,0.01,-18.96
1662,1662,디엑스앤브이엑스(주),180400,"  의료, 정밀, 광학기기 및 시계 제조업",0.0,0.0,0.0,35.05,0.0,48.57,0.0,50.39,49.09,49.29,60.32,56.81,86.18,64.32,115.68,63.41,86.69,64.46,,,,-inf,-22.88,-42.87,-34.23,25.06
1663,1663,미래산업(주),25560,"  의료, 정밀, 광학기기 및 시계 제조업",83.22,0.0,95.47,35.05,77.42,48.57,87.41,50.39,72.9,49.29,86.37,56.81,89.3,64.32,102.7,63.41,81.08,64.46,-14.72,18.91,-12.9,16.6,-18.48,-3.39,-15.01,21.05
1664,1664,에스비더블유생명과학(주),151910,"  의료, 정밀, 광학기기 및 시계 제조업",0.0,0.0,88.31,35.05,93.2,48.57,92.98,50.39,102.39,49.29,168.79,56.81,146.78,64.32,100.77,63.41,109.13,64.46,-inf,-5.54,0.24,-10.12,-64.85,13.04,31.35,-8.3
1665,1665,오스템임플란트(주),48260,"  의료, 정밀, 광학기기 및 시계 제조업",48.6,0.0,47.85,35.05,48.57,48.57,50.39,50.39,49.6,49.29,49.17,56.81,50.86,64.32,52.84,63.41,53.18,64.46,1.54,-1.5,-3.75,1.57,0.87,-3.44,-3.89,-0.64
1666,1666,옴니시스템(주),57540,"  의료, 정밀, 광학기기 및 시계 제조업",79.2,0.0,68.97,35.05,72.5,48.57,76.01,50.39,73.82,49.29,77.94,56.81,84.83,64.32,81.68,63.41,81.95,64.46,12.92,-5.12,-4.84,2.88,-5.58,-8.84,3.71,-0.33
1667,1667,이노시스(주),56090,"  의료, 정밀, 광학기기 및 시계 제조업",0.0,0.0,0.0,35.05,0.0,48.57,0.0,50.39,35.53,49.29,46.12,56.81,70.67,64.32,66.95,63.41,53.71,64.46,,,,-inf,-29.81,-53.23,5.26,19.78
1668,1668,지나인제약(주),78650,"  의료, 정밀, 광학기기 및 시계 제조업",95.2,0.0,86.5,35.05,83.13,48.57,100.07,50.39,96.19,49.29,99.19,56.81,102.74,64.32,84.18,63.41,89.18,64.46,9.14,3.9,-20.38,3.88,-3.12,-3.58,18.07,-5.94
1669,1669,한화시스템(주),272210,"  의료, 정밀, 광학기기 및 시계 제조업",0.0,0.0,0.0,35.05,0.0,48.57,0.0,50.39,0.0,49.29,0.0,56.81,0.0,64.32,0.0,63.41,84.54,64.46,,,,,,,,-inf
1670,1670,해성옵틱스(주),76610,"  의료, 정밀, 광학기기 및 시계 제조업",0.0,0.0,0.0,35.05,87.12,48.57,94.07,50.39,94.38,49.29,96.72,56.81,95.73,64.32,87.92,63.41,81.5,64.46,,-inf,-7.98,-0.33,-2.48,1.02,8.16,7.3
1671,1671,(주)나이스디앤비,130580,  사업지원 서비스업,0.0,0.0,0.0,16.675,0.0,24.03,0.0,3.835,0.0,3.72,0.0,1.06,0.0,0.0,0.0,1.985,0.0,2.785,,,,,,,,
1672,1672,(주)나이스홀딩스,34310,  사업지원 서비스업,0.0,0.0,0.0,16.675,0.0,24.03,0.0,3.835,0.0,3.72,0.0,1.06,0.0,0.0,0.0,1.985,0.0,2.785,,,,,,,,
1673,1673,(주)노랑풍선,104620,  사업지원 서비스업,0.0,0.0,0.0,16.675,0.0,24.03,0.0,3.835,0.0,3.72,0.0,1.06,0.0,0.0,0.0,1.985,0.0,2.785,,,,,,,,
1674,1674,(주)레드캡투어,38390,  사업지원 서비스업,58.37,0.0,64.96,16.675,66.58,24.03,66.66,3.835,69.94,3.72,73.56,1.06,0.0,0.0,16.57,1.985,16.2,2.785,-11.29,-2.49,-0.12,-4.92,-5.18,100.0,-inf,2.23
1675,1675,(주)모두투어네트워크,80160,  사업지원 서비스업,0.0,0.0,0.0,16.675,0.0,24.03,0.0,3.835,0.0,3.72,0.0,1.06,0.0,0.0,22.01,1.985,15.33,2.785,,,,,,,-inf,30.35
1676,1676,(주)세중,39310,  사업지원 서비스업,61.1,0.0,59.4,16.675,58.02,24.03,60.89,3.835,59.99,3.72,59.22,1.06,27.59,0.0,0.0,1.985,0.0,2.785,2.78,2.32,-4.95,1.48,1.28,53.41,100.0,
1677,1677,(주)쎌마테라퓨틱스,15540,  사업지원 서비스업,100.67,0.0,102.88,16.675,108.86,24.03,124.48,3.835,98.89,3.72,99.02,1.06,97.98,0.0,98.51,1.985,99.94,2.785,-2.2,-5.81,-14.35,20.56,-0.13,1.05,-0.54,-1.45
1678,1678,(주)에스엠컬처앤콘텐츠,48550,  사업지원 서비스업,0.0,0.0,33.35,16.675,74.23,24.03,86.82,3.835,85.74,3.72,83.86,1.06,104.95,0.0,75.69,1.985,66.03,2.785,-inf,-122.58,-16.96,1.24,2.19,-25.15,27.88,12.76
1679,1679,(주)키이스트,54780,  사업지원 서비스업,82.89,0.0,74.99,16.675,83.44,24.03,79.06,3.835,82.13,3.72,85.57,1.06,86.82,0.0,87.11,1.985,96.07,2.785,9.53,-11.27,5.25,-3.88,-4.19,-1.46,-0.33,-10.29
1680,1680,(주)하나투어,39130,  사업지원 서비스업,0.0,0.0,0.0,16.675,0.0,24.03,0.0,3.835,0.0,3.72,0.0,1.06,0.0,0.0,0.0,1.985,0.0,2.785,,,,,,,,
1681,1681,(주)한국코퍼레이션,50540,  사업지원 서비스업,90.91,0.0,88.56,16.675,89.12,24.03,90.28,3.835,92.09,3.72,89.73,1.06,91.9,0.0,93.55,1.985,94.71,2.785,2.58,-0.63,-1.3,-2.0,2.56,-2.42,-1.8,-1.24
1682,1682,고려신용정보(주),49720,  사업지원 서비스업,0.0,0.0,0.0,16.675,0.0,24.03,0.0,3.835,0.0,3.72,0.0,1.06,0.0,0.0,0.0,1.985,0.0,2.785,,,,,,,,
1683,1683,롯데관광개발(주),32350,  사업지원 서비스업,50.39,0.0,50.16,16.675,48.06,24.03,51.85,3.835,48.26,3.72,46.51,1.06,54.65,0.0,55.25,1.985,64.87,2.785,0.46,4.19,-7.89,6.92,3.63,-17.5,-1.1,-17.41
1684,1684,에스씨아이평가정보(주),36120,  사업지원 서비스업,0.0,0.0,0.0,16.675,0.0,24.03,0.0,3.835,0.0,3.72,0.0,1.06,0.0,0.0,0.0,1.985,0.0,2.785,,,,,,,,
1685,1685,엘에스전선아시아(주),229640,  사업지원 서비스업,0.0,0.0,0.0,16.675,0.0,24.03,0.0,3.835,0.0,3.72,0.0,1.06,0.0,0.0,0.0,1.985,0.0,2.785,,,,,,,,
1686,1686,차이나크리스탈신소재홀딩스,900250,  사업지원 서비스업,0.0,0.0,0.0,16.675,0.0,24.03,0.0,3.835,0.0,3.72,0.0,1.06,0.0,0.0,0.0,1.985,0.0,2.785,,,,,,,,
1687,1687,한국기업평가(주),34950,  사업지원 서비스업,0.0,0.0,0.0,16.675,0.0,24.03,0.0,3.835,0.0,3.72,0.0,1.06,0.0,0.0,0.0,1.985,0.0,2.785,,,,,,,,
1688,1688,한국전자금융(주),63570,  사업지원 서비스업,81.66,0.0,81.71,16.675,82.55,24.03,7.67,3.835,7.44,3.72,2.12,1.06,3.71,0.0,3.97,1.985,5.57,2.785,-0.06,-1.03,90.71,3.0,71.51,-75.0,-7.01,-40.3
1689,1689,한전산업개발(주),130660,  사업지원 서비스업,87.2,0.0,87.08,16.675,88.53,24.03,91.68,3.835,87.3,3.72,90.2,1.06,89.15,0.0,90.87,1.985,88.44,2.785,0.14,-1.67,-3.56,4.78,-3.32,1.16,-1.93,2.67
1690,1690,효성아이티엑스(주),94280,  사업지원 서비스업,92.38,0.0,91.86,16.675,91.41,24.03,91.33,3.835,92.08,3.72,92.13,1.06,91.98,0.0,91.17,1.985,89.82,2.785,0.56,0.49,0.09,-0.82,-0.05,0.16,0.88,1.48
1691,1691,(주)네오리진,94860,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",73.28,76.05,71.56,72.2,75.47,75.75,82.21,79.68,59.57,81.79,49.72,82.04,44.61,83.55,56.52,84.35,58.2,82.22,2.35,-5.46,-8.93,27.54,16.54,10.28,-26.7,-2.97
1692,1692,(주)더존비즈온,12510,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",47.15,76.05,45.68,72.2,47.29,75.75,45.45,79.68,44.19,81.79,41.32,82.04,41.45,83.55,44.71,84.35,44.12,82.22,3.12,-3.52,3.89,2.77,6.49,-0.31,-7.86,1.32
1693,1693,(주)데이타솔루션,263800,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",0.0,76.05,0.0,72.2,0.0,75.75,0.0,79.68,0.0,81.79,0.0,82.04,84.86,83.55,90.75,84.35,86.42,82.22,,,,,,-inf,-6.94,4.77
1694,1694,(주)디비아이엔씨,12030,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",89.83,76.05,88.77,72.2,88.9,75.75,88.44,79.68,88.67,81.79,86.45,82.04,87.61,83.55,88.64,84.35,79.15,82.22,1.18,-0.15,0.52,-0.26,2.5,-1.34,-1.18,10.71
1695,1695,(주)로지시스,67730,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",0.0,76.05,0.0,72.2,0.0,75.75,0.0,79.68,93.07,81.79,91.58,82.04,90.11,83.55,89.66,84.35,89.37,82.22,,,,-inf,1.6,1.61,0.5,0.32
1696,1696,(주)룽투코리아,60240,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",17.16,76.05,11.44,72.2,14.38,75.75,18.25,79.68,24.57,81.79,19.44,82.04,33.73,83.55,30.53,84.35,29.02,82.22,33.33,-25.7,-26.91,-34.63,20.88,-73.51,9.49,4.95
1697,1697,(주)리노스,39980,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",49.45,76.05,65.5,72.2,55.26,75.75,53.6,79.68,51.27,81.79,56.98,82.04,57.17,83.55,54.88,84.35,64.38,82.22,-32.46,15.63,3.0,4.35,-11.14,-0.33,4.01,-17.31
1698,1698,(주)링네트,42500,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",85.5,76.05,86.09,72.2,86.17,75.75,87.47,79.68,87.49,81.79,89.62,82.04,90.13,83.55,90.42,84.35,86.18,82.22,-0.69,-0.09,-1.51,-0.02,-2.43,-0.57,-0.32,4.69
1699,1699,(주)시티랩스,139050,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",79.16,76.05,80.14,72.2,87.76,75.75,89.14,79.68,90.23,81.79,90.04,82.04,93.17,83.55,84.35,84.35,94.19,82.22,-1.24,-9.51,-1.57,-1.22,0.21,-3.48,9.47,-11.67
1700,1700,(주)아이티센,124500,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",0.0,76.05,0.0,72.2,0.0,75.75,0.0,79.68,87.94,81.79,88.63,82.04,86.48,83.55,87.32,84.35,85.67,82.22,,,,-inf,-0.78,2.43,-0.97,1.89
1701,1701,(주)오파스넷,173130,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",0.0,76.05,0.0,72.2,0.0,75.75,0.0,79.68,0.0,81.79,0.0,82.04,0.0,83.55,84.27,84.35,86.99,82.22,,,,,,,-inf,-3.23
1702,1702,(주)윈스,136540,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",50.48,76.05,48.22,72.2,58.03,75.75,61.96,79.68,57.97,81.79,61.88,82.04,57.9,83.55,50.86,84.35,52.76,82.22,4.48,-20.34,-6.77,6.44,-6.74,6.43,12.16,-3.74
1703,1703,(주)이씨에스텔레콤,67010,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",76.05,76.05,72.2,72.2,75.75,75.75,73.93,79.68,75.44,81.79,78.62,82.04,74.93,83.55,77.96,84.35,79.84,82.22,5.06,-4.92,2.4,-2.04,-4.22,4.69,-4.04,-2.41
1704,1704,(주)인성정보,33230,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",87.11,76.05,88.73,72.2,87.18,75.75,90.23,79.68,94.14,81.79,88.56,82.04,87.68,83.55,87.58,84.35,87.28,82.22,-1.86,1.75,-3.5,-4.33,5.93,0.99,0.11,0.34
1705,1705,(주)정원엔시스,45510,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",93.38,76.05,91.55,72.2,90.36,75.75,89.85,79.68,90.49,81.79,92.82,82.04,92.33,83.55,91.57,84.35,93.49,82.22,1.96,1.3,0.56,-0.71,-2.57,0.53,0.82,-2.1
1706,1706,(주)제이엘케이,322510,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",0.0,76.05,0.0,72.2,0.0,75.75,0.0,79.68,0.0,81.79,0.0,82.04,0.0,83.55,0.0,84.35,24.61,82.22,,,,,,,,-inf
1707,1707,(주)케이씨에스,115500,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",81.27,76.05,80.4,72.2,83.34,75.75,78.95,79.68,81.79,81.79,86.57,82.04,86.57,83.55,79.06,84.35,82.22,82.22,1.07,-3.66,5.27,-3.6,-5.84,0.0,8.68,-4.0
1708,1708,(주)케이씨티,89150,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",81.03,76.05,78.29,72.2,80.18,75.75,83.49,79.68,84.83,81.79,78.03,82.04,77.29,83.55,81.26,84.35,77.08,82.22,3.38,-2.41,-4.13,-1.6,8.02,0.95,-5.14,5.14
1709,1709,(주)콤텍시스템,31820,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",91.59,76.05,89.24,72.2,90.36,75.75,91.11,79.68,90.02,81.79,89.29,82.04,89.47,83.55,85.57,84.35,87.42,82.22,2.57,-1.26,-0.83,1.2,0.81,-0.2,4.36,-2.16
1710,1710,(주)큐로컴,40350,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",84.23,76.05,81.99,72.2,82.91,75.75,83.7,79.68,78.16,81.79,85.29,82.04,83.55,83.55,88.79,84.35,80.2,82.22,2.66,-1.12,-0.95,6.62,-9.12,2.04,-6.27,9.67
1711,1711,(주)티에스넥스젠,43220,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",92.2,76.05,102.42,72.2,84.45,75.75,86.76,79.68,102.73,81.79,89.21,82.04,109.88,83.55,118.24,84.35,77.03,82.22,-11.08,17.55,-2.74,-18.41,13.16,-23.17,-7.61,34.85
1712,1712,(주)포스코아이씨티,22100,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",88.54,76.05,88.91,72.2,88.14,75.75,88.69,79.68,89.0,81.79,86.74,82.04,86.15,83.55,87.8,84.35,86.45,82.22,-0.42,0.87,-0.62,-0.35,2.54,0.68,-1.92,1.54
1713,1713,(주)플랜티넷,75130,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",0.0,76.05,0.0,72.2,0.0,75.75,0.0,79.68,0.0,81.79,0.0,82.04,0.0,83.55,0.0,84.35,0.0,82.22,,,,,,,,
1714,1714,대신정보통신(주),20180,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",84.28,76.05,85.55,72.2,87.22,75.75,89.47,79.68,89.63,81.79,91.01,82.04,92.7,83.55,94.38,84.35,93.42,82.22,-1.51,-1.95,-2.58,-0.18,-1.54,-1.86,-1.81,1.02
1715,1715,롯데정보통신(주),286940,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",0.0,76.05,0.0,72.2,0.0,75.75,0.0,79.68,0.0,81.79,0.0,82.04,0.0,83.55,90.43,84.35,90.75,82.22,,,,,,,-inf,-0.35
1716,1716,비케이탑스(주),30790,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",92.11,76.05,95.93,72.2,92.8,75.75,88.66,79.68,92.5,81.79,93.37,82.04,94.66,83.55,105.76,84.35,100.03,82.22,-4.15,3.26,4.46,-4.33,-0.94,-1.38,-11.73,5.42
1717,1717,삼성에스디에스(주),18260,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",0.0,76.05,0.0,72.2,0.0,75.75,79.68,79.68,79.86,81.79,78.12,82.04,77.74,83.55,76.03,84.35,75.11,82.22,,,-inf,-0.23,2.18,0.49,2.2,1.21
1718,1718,쌍용정보통신(주),10280,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",88.93,76.05,87.2,72.2,88.61,75.75,92.95,79.68,92.4,81.79,90.52,82.04,93.04,83.55,88.73,84.35,87.94,82.22,1.95,-1.62,-4.9,0.59,2.03,-2.78,4.63,0.89
1719,1719,아시아나아이디티(주),267850,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",0.0,76.05,0.0,72.2,0.0,75.75,0.0,79.68,0.0,81.79,0.0,82.04,0.0,83.55,89.18,84.35,90.33,82.22,,,,,,,-inf,-1.29
1720,1720,아이크래프트(주),52460,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",84.2,76.05,78.78,72.2,82.26,75.75,82.45,79.68,81.79,81.79,82.04,82.04,84.95,83.55,82.85,84.35,80.29,82.22,6.44,-4.42,-0.23,0.8,-0.31,-3.55,2.47,3.09
1721,1721,에스넷시스템(주),38680,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",89.76,76.05,88.4,72.2,88.93,75.75,89.02,79.68,91.62,81.79,92.16,82.04,89.57,83.55,86.13,84.35,87.87,82.22,1.52,-0.6,-0.1,-2.92,-0.59,2.81,3.84,-2.02
1722,1722,에스케이(주),34730,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",0.0,76.05,0.0,72.2,0.0,75.75,0.0,79.68,0.0,81.79,0.0,82.04,0.0,83.55,0.0,84.35,0.0,82.22,,,,,,,,
1723,1723,에스트래픽(주),234300,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",0.0,76.05,0.0,72.2,0.0,75.75,0.0,79.68,0.0,81.79,0.0,82.04,82.7,83.55,83.66,84.35,80.52,82.22,,,,,,-inf,-1.16,3.75
1724,1724,에이피에스홀딩스(주),54620,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",79.89,76.05,84.24,72.2,83.64,75.75,86.75,79.68,88.04,81.79,87.72,82.04,0.0,83.55,0.0,84.35,0.0,82.22,-5.44,0.71,-3.72,-1.49,0.36,100.0,,
1725,1725,오상자이엘(주),53980,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",87.03,76.05,87.06,72.2,87.34,75.75,86.22,79.68,87.05,81.79,88.82,82.04,87.59,83.55,89.86,84.35,92.14,82.22,-0.03,-0.32,1.28,-0.96,-2.03,1.38,-2.59,-2.54
1726,1726,위즈코프(주),38620,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",70.38,76.05,71.76,72.2,67.04,75.75,66.55,79.68,69.04,81.79,72.57,82.04,72.33,83.55,73.76,84.35,73.83,82.22,-1.96,6.58,0.73,-3.74,-5.11,0.33,-1.98,-0.09
1727,1727,한솔인티큐브(주),70590,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",68.42,76.05,71.17,72.2,69.62,75.75,68.85,79.68,69.3,81.79,79.06,82.04,78.09,83.55,81.83,84.35,84.48,82.22,-4.02,2.18,1.11,-0.65,-14.08,1.23,-4.79,-3.24
1728,1728,(주)네오크레마,311390,  식료품 제조업,0.0,72.41,0.0,73.05,0.0,72.785,0.0,72.72,0.0,72.09,0.0,71.455,0.0,72.655,0.0,74.955,77.61,79.39,,,,,,,,-inf
1729,1729,(주)노바렉스,194700,  식료품 제조업,0.0,72.41,0.0,73.05,0.0,72.785,0.0,72.72,0.0,72.09,0.0,71.455,0.0,72.655,80.77,74.955,82.04,79.39,,,,,,,-inf,-1.57
1730,1730,(주)농심,4370,  식료품 제조업,74.28,72.41,73.24,73.05,72.56,72.785,72.43,72.72,70.85,72.09,70.81,71.455,69.27,72.655,73.31,74.955,73.94,79.39,1.4,0.93,0.18,2.18,0.06,2.17,-5.83,-0.86
1731,1731,(주)뉴트리,270870,  식료품 제조업,0.0,72.41,0.0,73.05,0.0,72.785,0.0,72.72,0.0,72.09,0.0,71.455,0.0,72.655,25.18,74.955,24.37,79.39,,,,,,,-inf,3.22
1732,1732,(주)동우팜투테이블,88910,  식료품 제조업,90.39,72.41,94.04,73.05,89.21,72.785,90.84,72.72,91.67,72.09,89.41,71.455,86.27,72.655,86.96,74.955,92.04,79.39,-4.04,5.14,-1.83,-0.91,2.47,3.51,-0.8,-5.84
1733,1733,(주)동원에프앤비,49770,  식료품 제조업,72.18,72.41,74.09,73.05,72.11,72.785,69.16,72.72,68.75,72.09,69.39,71.455,70.14,72.655,71.45,74.955,70.28,79.39,-2.65,2.67,4.09,0.59,-0.93,-1.08,-1.87,1.64
1734,1734,(주)마니커,27740,  식료품 제조업,91.76,72.41,97.41,73.05,91.9,72.785,95.14,72.72,95.31,72.09,93.22,71.455,91.78,72.655,91.56,74.955,97.12,79.39,-6.16,5.66,-3.53,-0.18,2.19,1.54,0.24,-6.07
1735,1735,(주)마니커에프앤지,195500,  식료품 제조업,0.0,72.41,0.0,73.05,0.0,72.785,0.0,72.72,0.0,72.09,0.0,71.455,0.0,72.655,0.0,74.955,85.73,79.39,,,,,,,,-inf
1736,1736,(주)비피도,238200,  식료품 제조업,0.0,72.41,0.0,73.05,0.0,72.785,0.0,72.72,0.0,72.09,0.0,71.455,0.0,72.655,54.79,74.955,58.05,79.39,,,,,,,-inf,-5.95
1737,1737,(주)빙그레,5180,  식료품 제조업,70.02,72.41,68.19,73.05,71.2,72.785,71.43,72.72,72.09,72.09,69.8,71.455,71.75,72.655,74.72,74.955,74.43,79.39,2.61,-4.41,-0.32,-0.92,3.18,-2.79,-4.14,0.39
1738,1738,(주)사조대림,3960,  식료품 제조업,80.87,72.41,81.77,73.05,80.62,72.785,80.07,72.72,79.97,72.09,78.68,71.455,77.71,72.655,80.32,74.955,82.61,79.39,-1.11,1.41,0.68,0.12,1.61,1.23,-3.36,-2.85
1739,1739,(주)삼양사,145990,  식료품 제조업,91.56,72.41,88.08,73.05,86.62,72.785,85.08,72.72,82.55,72.09,79.82,71.455,83.19,72.655,82.93,74.955,82.93,79.39,3.8,1.66,1.78,2.97,3.31,-4.22,0.31,0.0
1740,1740,(주)선진,136490,  식료품 제조업,83.42,72.41,81.66,73.05,83.48,72.785,85.33,72.72,84.99,72.09,83.85,71.455,85.52,72.655,85.48,74.955,83.48,79.39,2.11,-2.23,-2.22,0.4,1.34,-1.99,0.05,2.34
1741,1741,(주)에스피씨삼립,5610,  식료품 제조업,72.64,72.41,73.57,73.05,76.89,72.785,78.97,72.72,76.02,72.09,74.92,71.455,73.62,72.655,75.86,74.955,76.17,79.39,-1.28,-4.51,-2.71,3.74,1.45,1.74,-3.04,-0.41
1742,1742,(주)에이치엘사이언스,239610,  식료품 제조업,0.0,72.41,0.0,73.05,0.0,72.785,0.0,72.72,0.0,72.09,34.2,71.455,29.96,72.655,29.58,74.955,24.42,79.39,,,,,-inf,12.4,1.27,17.44
1743,1743,(주)엠에스씨,9780,  식료품 제조업,81.41,72.41,80.15,73.05,79.88,72.785,78.75,72.72,78.4,72.09,76.91,71.455,77.37,72.655,78.36,74.955,78.44,79.39,1.55,0.34,1.41,0.44,1.9,-0.6,-1.28,-0.1
1744,1744,(주)오뚜기,7310,  식료품 제조업,78.58,72.41,78.32,73.05,78.74,72.785,77.51,72.72,76.47,72.09,76.68,71.455,77.09,72.655,79.02,74.955,79.31,79.39,0.33,-0.54,1.56,1.34,-0.27,-0.53,-2.5,-0.37
1745,1745,(주)오리온,271560,  식료품 제조업,0.0,72.41,0.0,73.05,0.0,72.785,0.0,72.72,0.0,72.09,0.0,71.455,53.8,72.655,53.11,74.955,52.66,79.39,,,,,,-inf,1.28,0.85
1746,1746,(주)오리온홀딩스,1800,  식료품 제조업,60.75,72.41,60.77,73.05,59.5,72.785,58.91,72.72,52.04,72.09,53.88,71.455,0.0,72.655,0.0,74.955,0.0,79.39,-0.03,2.09,0.99,11.66,-3.54,100.0,,
1747,1747,(주)우성,6980,  식료품 제조업,83.96,72.41,85.48,73.05,85.31,72.785,83.26,72.72,83.3,72.09,82.3,71.455,82.58,72.655,83.64,74.955,83.75,79.39,-1.81,0.2,2.4,-0.05,1.2,-0.34,-1.28,-0.13
1748,1748,(주)우양,103840,  식료품 제조업,0.0,72.41,0.0,73.05,0.0,72.785,0.0,72.72,0.0,72.09,0.0,71.455,0.0,72.655,0.0,74.955,86.11,79.39,,,,,,,,-inf
1749,1749,(주)이지홀딩스,35810,  식료품 제조업,70.79,72.41,70.28,73.05,67.28,72.785,64.9,72.72,63.38,72.09,64.28,71.455,67.53,72.655,67.56,74.955,67.61,79.39,0.72,4.27,3.54,2.34,-1.42,-5.06,-0.04,-0.07
1750,1750,(주)조흥,2600,  식료품 제조업,86.12,72.41,88.55,73.05,89.43,72.785,88.84,72.72,87.95,72.09,82.68,71.455,84.14,72.655,86.83,74.955,87.71,79.39,-2.82,-0.99,0.66,1.0,5.99,-1.77,-3.2,-1.01
1751,1751,(주)진바이오텍,86060,  식료품 제조업,79.8,72.41,84.28,73.05,82.25,72.785,80.57,72.72,76.46,72.09,74.65,71.455,73.52,72.655,74.76,74.955,81.14,79.39,-5.61,2.41,2.04,5.1,2.37,1.51,-1.69,-8.53
1752,1752,(주)체리부로,66360,  식료품 제조업,0.0,72.41,0.0,73.05,0.0,72.785,0.0,72.72,0.0,72.09,0.0,71.455,87.94,72.655,91.77,74.955,95.94,79.39,,,,,,-inf,-4.36,-4.54
1753,1753,(주)카나리아바이오,16790,  식료품 제조업,0.0,72.41,0.0,73.05,0.0,72.785,0.0,72.72,0.0,72.09,0.0,71.455,0.0,72.655,86.36,74.955,84.66,79.39,,,,,,,-inf,1.97
1754,1754,(주)케이씨피드,25880,  식료품 제조업,86.44,72.41,87.89,73.05,88.67,72.785,88.43,72.72,85.77,72.09,82.85,71.455,83.24,72.655,86.08,74.955,85.39,79.39,-1.68,-0.89,0.27,3.01,3.4,-0.47,-3.41,0.8
1755,1755,(주)코썬바이오,204990,  식료품 제조업,0.0,72.41,0.0,73.05,0.0,72.785,0.0,72.72,0.0,72.09,55.57,71.455,54.74,72.655,74.5,74.955,89.06,79.39,,,,,-inf,1.49,-36.1,-19.54
1756,1756,(주)크라운제과,264900,  식료품 제조업,0.0,72.41,0.0,73.05,0.0,72.785,0.0,72.72,0.0,72.09,0.0,71.455,59.13,72.655,63.44,74.955,63.76,79.39,,,,,,-inf,-7.29,-0.5
1757,1757,(주)크라운해태홀딩스,5740,  식료품 제조업,56.9,72.41,59.02,73.05,57.15,72.785,57.49,72.72,57.44,72.09,58.42,71.455,0.0,72.655,0.0,74.955,0.0,79.39,-3.73,3.17,-0.59,0.09,-1.71,100.0,,
