회사명,거래소코드,회계년도,이자보상배율(이자비용),이자보상배율(이자비용)(IFRS연결),이보배,,,,,,,,,,,,,,,,,,,,
(주)바이넥스,53030,14-Dec,2.71,,,,,,,,,,,,,,,,,,,,,,
(주)바이넥스,53030,15-Dec,2.52,,,,,,,,,,,,,,,,,,,,,,
(주)바이넥스,53030,16-Dec,-1.08,-0.99,,,,,,,,,,,,,,,,,,,,,
(주)바이넥스,53030,17-Dec,-3.9,-3.9,,,,,,,,,,,,,,,,,,,,,
(주)바이넥스,53030,18-Dec,3.69,3.37,,,,,,,,,,,,,,,,,,,,,
(주)바이넥스,53030,19-Dec,5.71,5.37,,,,,,,,,,,,,,,,,,,,,
(주)바이브컴퍼니,301300,02-Dec,,,,,,,,,,,,,,,,,,,,,,,
(주)바이브컴퍼니,301300,03-Dec,2.37,,,,,,,,,,,,,,,,,,,,,,
(주)바이브컴퍼니,301300,04-Dec,4.25,,,,,,,,,,,,,,,,,,,,,,
(주)바이브컴퍼니,301300,05-Dec,9.96,,,,,,,,,,,,,,,,,,,,,,
(주)바이브컴퍼니,301300,06-Dec,-30.24,,,,,,,,,,,,,,,,,,,,,,
(주)바이브컴퍼니,301300,16-Dec,-0.32,,,,,,,,,,,,,,,,,,,,,,
(주)바이브컴퍼니,301300,17-Dec,3.9,,,,,,,,,,,,,,,,,,,,,,
(주)바이브컴퍼니,301300,18-Dec,3.22,,,,,,,,,,,,,,,,,,,,,,
(주)바이브컴퍼니,301300,19-Dec,-0.85,,,,,,,,,,,,,,,,,,,,,,
(주)바이오니아,64550,01-Dec,,,,,,,,,,,,,,,,,,,,,,,
(주)바이오니아,64550,02-Dec,-2.07,,,,,,,,,,,,,,,,,,,,,,
(주)바이오니아,64550,03-Dec,-4.09,,,,,,,,,,,,,,,,,,,,,,
(주)바이오니아,64550,04-Dec,-1.8,,,,,,,,,,,,,,,,,,,,,,
(주)바이오니아,64550,05-Dec,-1.14,,,,,,,,,,,,,,,,,,,,,,
(주)바이오니아,64550,06-Dec,-11.71,,,,,,,,,,,,,,,,,,,,,,
(주)바이오니아,64550,07-Dec,-4.11,,,,,,,,,,,,,,,,,,,,,,
(주)바이오니아,64550,08-Dec,-0.32,,,,,,,,,,,,,,,,,,,,,,
(주)바이오니아,64550,09-Dec,7.07,,,,,,,,,,,,,,,,,,,,,,
(주)바이오니아,64550,10-Dec,-0.13,-0.5,,,,,,,,,,,,,,,,,,,,,
(주)바이오니아,64550,11-Dec,-1.16,-3.43,,,,,,,,,,,,,,,,,,,,,
(주)바이오니아,64550,12-Dec,-1.17,-2.45,,,,,,,,,,,,,,,,,,,,,
(주)바이오니아,64550,13-Dec,-2.93,-1.5,,,,,,,,,,,,,,,,,,,,,
(주)바이오니아,64550,14-Dec,-3.47,-3.26,,,,,,,,,,,,,,,,,,,,,
(주)바이오니아,64550,15-Dec,-0.53,-1.6,,,,,,,,,,,,,,,,,,,,,
(주)바이오니아,64550,16-Dec,-6.74,-6.55,,,,,,,,,,,,,,,,,,,,,
(주)바이오니아,64550,17-Dec,-4.8,-5.88,,,,,,,,,,,,,,,,,,,,,
(주)바이오니아,64550,18-Dec,-17.3,-15.68,,,,,,,,,,,,,,,,,,,,,
(주)바이오니아,64550,19-Dec,-15.24,-9.11,,,,,,,,,,,,,,,,,,,,,
(주)바이오다인,314930,14-Dec,,,,,,,,,,,,,,,,,,,,,,,
(주)바이오다인,314930,15-Dec,-6.84,,,,,,,,,,,,,,,,,,,,,,
(주)바이오다인,314930,18-Dec,,,,,,,,,,,,,,,,,,,,,,,
(주)바이오다인,314930,19-Dec,-4.49,,,,,,,,,,,,,,,,,,,,,,
(주)바이오로그디바이스,208710,14-Dec,,,,,,,,,,,,,,,,,,,,,,,
(주)바이오로그디바이스,208710,15-Dec,-5.41,20.95,,,,,,,,,,,,,,,,,,,,,
(주)바이오로그디바이스,208710,16-Dec,12.81,33.64,,,,,,,,,,,,,,,,,,,,,
(주)바이오로그디바이스,208710,17-Dec,3.13,9.96,,,,,,,,,,,,,,,,,,,,,
(주)바이오로그디바이스,208710,18-Dec,1.18,6.72,,,,,,,,,,,,,,,,,,,,,
(주)바이오로그디바이스,208710,19-Dec,0.35,5.93,,,,,,,,,,,,,,,,,,,,,
(주)바이오솔루션,86820,06-Dec,,,,,,,,,,,,,,,,,,,,,,,
(주)바이오솔루션,86820,07-Dec,1.9,,,,,,,,,,,,,,,,,,,,,,
(주)바이오솔루션,86820,08-Dec,-40.13,,,,,,,,,,,,,,,,,,,,,,
(주)바이오솔루션,86820,09-Dec,999999999,,,,,,,,,,,,,,,,,,,,,,
(주)바이오솔루션,86820,10-Dec,999999999,,,,,,,,,,,,,,,,,,,,,,
(주)바이오솔루션,86820,13-Dec,56.98,,,,,,,,,,,,,,,,,,,,,,
(주)바이오솔루션,86820,14-Dec,-34.08,,,,,,,,,,,,,,,,,,,,,,
(주)바이오솔루션,86820,15-Dec,-17.98,,,,,,,,,,,,,,,,,,,,,,
(주)바이오솔루션,86820,16-Dec,999999999,,,,,,,,,,,,,,,,,,,,,,
(주)바이오솔루션,86820,17-Dec,999999999,,,,,,,,,,,,,,,,,,,,,,
(주)바이오솔루션,86820,18-Dec,999999999,,,,,,,,,,,,,,,,,,,,,,
(주)바이오솔루션,86820,19-Dec,-35.51,,,,,,,,,,,,,,,,,,,,,,
(주)바이오스마트,38460,Dec-00,3.53,,,,,,,,,,,,,,,,,,,,,,
(주)바이오스마트,38460,01-Dec,5.66,,,,,,,,,,,,,,,,,,,,,,
(주)바이오스마트,38460,02-Dec,2.04,,,,,,,,,,,,,,,,,,,,,,
(주)바이오스마트,38460,03-Dec,-11.88,,,,,,,,,,,,,,,,,,,,,,
(주)바이오스마트,38460,04-Dec,-5.72,,,,,,,,,,,,,,,,,,,,,,
(주)바이오스마트,38460,05-Dec,-3.43,,,,,,,,,,,,,,,,,,,,,,
(주)바이오스마트,38460,06-Dec,2.34,,,,,,,,,,,,,,,,,,,,,,
(주)바이오스마트,38460,07-Dec,14.61,,,,,,,,,,,,,,,,,,,,,,
(주)바이오스마트,38460,08-Dec,2.26,,,,,,,,,,,,,,,,,,,,,,
(주)바이오스마트,38460,09-Dec,3.22,,,,,,,,,,,,,,,,,,,,,,
(주)바이오스마트,38460,10-Dec,5.62,-5.81,,,,,,,,,,,,,,,,,,,,,
(주)바이오스마트,38460,11-Dec,999999999,1.9,,,,,,,,,,,,,,,,,,,,,
(주)바이오스마트,38460,12-Dec,6.52,4.1,,,,,,,,,,,,,,,,,,,,,
(주)바이오스마트,38460,13-Dec,4.04,2.08,,,,,,,,,,,,,,,,,,,,,
(주)바이오스마트,38460,14-Dec,3.09,1.66,,,,,,,,,,,,,,,,,,,,,
(주)바이오스마트,38460,15-Dec,14.7,3.67,,,,,,,,,,,,,,,,,,,,,
(주)바이오스마트,38460,16-Dec,9.81,1.12,,,,,,,,,,,,,,,,,,,,,
(주)바이오스마트,38460,17-Dec,7.59,2.74,,,,,,,,,,,,,,,,,,,,,
(주)바이오스마트,38460,18-Dec,20.77,7.59,,,,,,,,,,,,,,,,,,,,,
(주)바이오스마트,38460,19-Dec,24.76,1.96,,,,,,,,,,,,,,,,,,,,,
(주)바이오에프디엔씨,251120,16-Dec,,,,,,,,,,,,,,,,,,,,,,,
(주)바이오에프디엔씨,251120,19-Dec,,,,,,,,,,,,,,,,,,,,,,,
(주)바이오톡스텍,86040,02-Dec,,,,,,,,,,,,,,,,,,,,,,,
(주)바이오톡스텍,86040,03-Dec,-2.99,,,,,,,,,,,,,,,,,,,,,,
(주)바이오톡스텍,86040,04-Dec,-1.08,,,,,,,,,,,,,,,,,,,,,,
(주)바이오톡스텍,86040,05-Dec,0.83,,,,,,,,,,,,,,,,,,,,,,
(주)바이오톡스텍,86040,06-Dec,3.85,,,,,,,,,,,,,,,,,,,,,,
(주)바이오톡스텍,86040,07-Dec,3.02,,,,,,,,,,,,,,,,,,,,,,
(주)바이오톡스텍,86040,08-Dec,-1.17,,,,,,,,,,,,,,,,,,,,,,
(주)바이오톡스텍,86040,09-Dec,3.23,,,,,,,,,,,,,,,,,,,,,,
(주)바이오톡스텍,86040,10-Dec,2.25,2.37,,,,,,,,,,,,,,,,,,,,,
(주)바이오톡스텍,86040,11-Dec,7.83,7.02,,,,,,,,,,,,,,,,,,,,,
(주)바이오톡스텍,86040,12-Dec,1.67,0.47,,,,,,,,,,,,,,,,,,,,,
(주)바이오톡스텍,86040,13-Dec,-2.01,-4.06,,,,,,,,,,,,,,,,,,,,,
(주)바이오톡스텍,86040,14-Dec,-6.77,-8.78,,,,,,,,,,,,,,,,,,,,,
(주)바이오톡스텍,86040,15-Dec,-7.83,-7.32,,,,,,,,,,,,,,,,,,,,,
(주)바이오톡스텍,86040,16-Dec,3.35,4.52,,,,,,,,,,,,,,,,,,,,,
(주)바이오톡스텍,86040,17-Dec,4.63,4.47,,,,,,,,,,,,,,,,,,,,,
(주)바이오톡스텍,86040,18-Dec,3.05,2.91,,,,,,,,,,,,,,,,,,,,,
(주)바이오톡스텍,86040,19-Dec,0.08,-0.23,,,,,,,,,,,,,,,,,,,,,
(주)바텍,43150,01-Dec,,,,,,,,,,,,,,,,,,,,,,,
(주)바텍,43150,02-Dec,2.72,,,,,,,,,,,,,,,,,,,,,,
(주)바텍,43150,03-Dec,2.3,,,,,,,,,,,,,,,,,,,,,,
(주)바텍,43150,04-Dec,4.17,,,,,,,,,,,,,,,,,,,,,,
(주)바텍,43150,05-Dec,6.8,,,,,,,,,,,,,,,,,,,,,,
(주)바텍,43150,06-Dec,13.35,,,,,,,,,,,,,,,,,,,,,,
(주)바텍,43150,07-Dec,59.18,,,,,,,,,,,,,,,,,,,,,,
(주)바텍,43150,08-Dec,14.39,,,,,,,,,,,,,,,,,,,,,,
(주)바텍,43150,09-Dec,8.26,,,,,,,,,,,,,,,,,,,,,,
(주)바텍,43150,10-Dec,11.85,8.38,,,,,,,,,,,,,,,,,,,,,
(주)바텍,43150,11-Dec,3.47,0.5,,,,,,,,,,,,,,,,,,,,,
(주)바텍,43150,12-Dec,2.42,4.28,,,,,,,,,,,,,,,,,,,,,
(주)바텍,43150,13-Dec,4.6,4.9,,,,,,,,,,,,,,,,,,,,,
(주)바텍,43150,14-Dec,7.75,11.05,,,,,,,,,,,,,,,,,,,,,
(주)바텍,43150,15-Dec,13.75,18.99,,,,,,,,,,,,,,,,,,,,,
(주)바텍,43150,16-Dec,10.68,15.25,,,,,,,,,,,,,,,,,,,,,
(주)바텍,43150,17-Dec,18.2,22.69,,,,,,,,,,,,,,,,,,,,,
(주)바텍,43150,18-Dec,22.25,23.77,,,,,,,,,,,,,,,,,,,,,
(주)바텍,43150,19-Dec,26.7,25.23,,,,,,,,,,,,,,,,,,,,,
(주)박셀바이오,323990,19-Dec,,,,,,,,,,,,,,,,,,,,,,,
(주)방림,3610,Sep-00,0.28,,,,,,,,,,,,,,,,,,,,,,
(주)방림,3610,01-Sep,0.13,,,,,,,,,,,,,,,,,,,,,,
(주)방림,3610,02-Sep,0.29,,,,,,,,,,,,,,,,,,,,,,
(주)방림,3610,03-Sep,0.1,,,,,,,,,,,,,,,,,,,,,,
(주)방림,3610,04-Sep,-2.17,,,,,,,,,,,,,,,,,,,,,,
(주)방림,3610,05-Sep,-4.74,,,,,,,,,,,,,,,,,,,,,,
(주)방림,3610,06-Sep,4.4,,,,,,,,,,,,,,,,,,,,,,
(주)방림,3610,07-Sep,0.4,0.52,,,,,,,,,,,,,,,,,,,,,
(주)방림,3610,08-Sep,-3.43,-2.23,,,,,,,,,,,,,,,,,,,,,
(주)방림,3610,09-Sep,3.25,2.85,,,,,,,,,,,,,,,,,,,,,
(주)방림,3610,10-Sep,1.24,3.45,,,,,,,,,,,,,,,,,,,,,
(주)방림,3610,11-Sep,4.63,3.51,,,,,,,,,,,,,,,,,,,,,
(주)방림,3610,12-Sep,3.58,-3.87,,,,,,,,,,,,,,,,,,,,,
(주)방림,3610,13-Sep,3.84,1.62,,,,,,,,,,,,,,,,,,,,,
(주)방림,3610,14-Sep,6.47,2.89,,,,,,,,,,,,,,,,,,,,,
(주)방림,3610,15-Sep,12.85,4.63,,,,,,,,,,,,,,,,,,,,,
(주)방림,3610,16-Sep,15.82,7.12,,,,,,,,,,,,,,,,,,,,,
(주)방림,3610,17-Sep,7.83,6.36,,,,,,,,,,,,,,,,,,,,,
(주)방림,3610,18-Sep,-1.95,1.61,,,,,,,,,,,,,,,,,,,,,
(주)방림,3610,19-Sep,-2.89,2.01,,,,,,,,,,,,,,,,,,,,,
(주)배럴,267790,16-Dec,,,,,,,,,,,,,,,,,,,,,,,
(주)배럴,267790,17-Dec,30.8,,,,,,,,,,,,,,,,,,,,,,
(주)배럴,267790,18-Dec,69.48,64.94,,,,,,,,,,,,,,,,,,,,,
(주)배럴,267790,19-Dec,84.94,67.47,,,,,,,,,,,,,,,,,,,,,
(주)백금티앤에이,46310,Dec-00,,,,,,,,,,,,,,,,,,,,,,,
(주)백금티앤에이,46310,01-Dec,45.53,,,,,,,,,,,,,,,,,,,,,,
(주)백금티앤에이,46310,02-Dec,12.6,,,,,,,,,,,,,,,,,,,,,,
(주)백금티앤에이,46310,03-Dec,13.04,,,,,,,,,,,,,,,,,,,,,,
(주)백금티앤에이,46310,04-Dec,10.51,,,,,,,,,,,,,,,,,,,,,,
(주)백금티앤에이,46310,05-Dec,-13.2,,,,,,,,,,,,,,,,,,,,,,
(주)백금티앤에이,46310,06-Dec,2.21,,,,,,,,,,,,,,,,,,,,,,
(주)백금티앤에이,46310,07-Dec,5.1,3.07,,,,,,,,,,,,,,,,,,,,,
(주)백금티앤에이,46310,08-Dec,10,5.75,,,,,,,,,,,,,,,,,,,,,
(주)백금티앤에이,46310,09-Dec,5.89,7.26,,,,,,,,,,,,,,,,,,,,,
(주)백금티앤에이,46310,10-Dec,1.72,6.39,,,,,,,,,,,,,,,,,,,,,
(주)백금티앤에이,46310,11-Dec,-1.07,0.32,,,,,,,,,,,,,,,,,,,,,
(주)백금티앤에이,46310,12-Dec,-2.44,1.42,,,,,,,,,,,,,,,,,,,,,
(주)백금티앤에이,46310,13-Dec,-1.76,-2.64,,,,,,,,,,,,,,,,,,,,,
(주)백금티앤에이,46310,14-Dec,0.67,0.39,,,,,,,,,,,,,,,,,,,,,
(주)백금티앤에이,46310,15-Dec,1.01,0.74,,,,,,,,,,,,,,,,,,,,,
(주)백금티앤에이,46310,16-Dec,-2.44,-2.03,,,,,,,,,,,,,,,,,,,,,
(주)백금티앤에이,46310,17-Dec,1.09,4.84,,,,,,,,,,,,,,,,,,,,,
(주)백금티앤에이,46310,18-Dec,2.09,5.16,,,,,,,,,,,,,,,,,,,,,
(주)백금티앤에이,46310,19-Dec,1.77,15.99,,,,,,,,,,,,,,,,,,,,,
(주)백산,35150,Dec-00,0.9,,,,,,,,,,,,,,,,,,,,,,
(주)백산,35150,01-Dec,0.11,,,,,,,,,,,,,,,,,,,,,,
(주)백산,35150,02-Dec,2.24,,,,,,,,,,,,,,,,,,,,,,
(주)백산,35150,03-Dec,1.67,,,,,,,,,,,,,,,,,,,,,,
(주)백산,35150,04-Dec,0.85,,,,,,,,,,,,,,,,,,,,,,
(주)백산,35150,05-Dec,1.35,,,,,,,,,,,,,,,,,,,,,,
(주)백산,35150,06-Dec,0.76,,,,,,,,,,,,,,,,,,,,,,
(주)백산,35150,07-Dec,-0.54,-0.11,,,,,,,,,,,,,,,,,,,,,
(주)백산,35150,08-Dec,1.54,0.73,,,,,,,,,,,,,,,,,,,,,
(주)백산,35150,09-Dec,2.77,2.34,,,,,,,,,,,,,,,,,,,,,
(주)백산,35150,10-Dec,2.3,2.56,,,,,,,,,,,,,,,,,,,,,
(주)백산,35150,11-Dec,2.88,3.11,,,,,,,,,,,,,,,,,,,,,
(주)백산,35150,12-Dec,6.68,7.43,,,,,,,,,,,,,,,,,,,,,
(주)백산,35150,13-Dec,3.97,6.33,,,,,,,,,,,,,,,,,,,,,
(주)백산,35150,14-Dec,5.42,6.48,,,,,,,,,,,,,,,,,,,,,
(주)백산,35150,15-Dec,13.12,14.64,,,,,,,,,,,,,,,,,,,,,
(주)백산,35150,16-Dec,25.83,22.85,,,,,,,,,,,,,,,,,,,,,
(주)백산,35150,17-Dec,37.15,27.87,,,,,,,,,,,,,,,,,,,,,
(주)백산,35150,18-Dec,13.12,8.76,,,,,,,,,,,,,,,,,,,,,
(주)백산,35150,19-Dec,17.56,8.21,,,,,,,,,,,,,,,,,,,,,
(주)버킷스튜디오,66410,01-Dec,,,,,,,,,,,,,,,,,,,,,,,
(주)버킷스튜디오,66410,02-Dec,34.41,,,,,,,,,,,,,,,,,,,,,,
(주)버킷스튜디오,66410,03-Dec,21.73,,,,,,,,,,,,,,,,,,,,,,
(주)버킷스튜디오,66410,04-Dec,-18.52,,,,,,,,,,,,,,,,,,,,,,
(주)버킷스튜디오,66410,05-Dec,5.13,,,,,,,,,,,,,,,,,,,,,,
(주)버킷스튜디오,66410,06-Dec,-13.2,,,,,,,,,,,,,,,,,,,,,,
(주)버킷스튜디오,66410,07-Dec,-974.53,,,,,,,,,,,,,,,,,,,,,,
(주)버킷스튜디오,66410,08-Dec,-1006.64,,,,,,,,,,,,,,,,,,,,,,
(주)버킷스튜디오,66410,09-Dec,-1.78,,,,,,,,,,,,,,,,,,,,,,
(주)버킷스튜디오,66410,10-Dec,-4.94,,,,,,,,,,,,,,,,,,,,,,
(주)버킷스튜디오,66410,11-Dec,1.18,,,,,,,,,,,,,,,,,,,,,,
(주)버킷스튜디오,66410,12-Dec,-92.52,,,,,,,,,,,,,,,,,,,,,,
(주)버킷스튜디오,66410,13-Dec,999999999,,,,,,,,,,,,,,,,,,,,,,
(주)버킷스튜디오,66410,14-Dec,999999999,,,,,,,,,,,,,,,,,,,,,,
(주)버킷스튜디오,66410,15-Dec,999999999,,,,,,,,,,,,,,,,,,,,,,
(주)버킷스튜디오,66410,16-Dec,-4493653,,,,,,,,,,,,,,,,,,,,,,
(주)버킷스튜디오,66410,17-Dec,60.48,,,,,,,,,,,,,,,,,,,,,,
(주)버킷스튜디오,66410,18-Dec,-4.34,,,,,,,,,,,,,,,,,,,,,,
(주)버킷스튜디오,66410,19-Dec,0.71,,,,,,,,,,,,,,,,,,,,,,
(주)베노홀딩스,206400,14-Dec,,,,,,,,,,,,,,,,,,,,,,,
(주)베노홀딩스,206400,15-Dec,999999999,999999999,,,,,,,,,,,,,,,,,,,,,
(주)베노홀딩스,206400,16-Dec,999999999,-5670.94,,,,,,,,,,,,,,,,,,,,,
(주)베노홀딩스,206400,17-Dec,-1537.93,-1589.2,,,,,,,,,,,,,,,,,,,,,
(주)베노홀딩스,206400,18-Dec,-8.33,-8.56,,,,,,,,,,,,,,,,,,,,,
(주)베노홀딩스,206400,19-Dec,3.86,3.63,,,,,,,,,,,,,,,,,,,,,
(주)베셀,177350,09-Dec,,,,,,,,,,,,,,,,,,,,,,,
(주)베셀,177350,10-Dec,10.69,,,,,,,,,,,,,,,,,,,,,,
(주)베셀,177350,11-Dec,4.61,,,,,,,,,,,,,,,,,,,,,,
(주)베셀,177350,12-Dec,3.28,,,,,,,,,,,,,,,,,,,,,,
(주)베셀,177350,13-Dec,4.72,2.4,,,,,,,,,,,,,,,,,,,,,
(주)베셀,177350,14-Dec,4.3,4.31,,,,,,,,,,,,,,,,,,,,,
(주)베셀,177350,15-Dec,13.65,13.73,,,,,,,,,,,,,,,,,,,,,
(주)베셀,177350,16-Dec,6.32,6.37,,,,,,,,,,,,,,,,,,,,,
(주)베셀,177350,17-Dec,20.61,20.69,,,,,,,,,,,,,,,,,,,,,
(주)베셀,177350,18-Dec,2.77,3.11,,,,,,,,,,,,,,,,,,,,,
(주)베셀,177350,19-Dec,-3.74,-3.72,,,,,,,,,,,,,,,,,,,,,
(주)베스파,299910,18-Dec,,,,,,,,,,,,,,,,,,,,,,,
(주)베스파,299910,19-Dec,17.78,-62.84,,,,,,,,,,,,,,,,,,,,,
(주)벽산,7210,Dec-00,1.46,,,,,,,,,,,,,,,,,,,,,,
(주)벽산,7210,01-Dec,2.06,,,,,,,,,,,,,,,,,,,,,,
(주)벽산,7210,02-Dec,3.28,,,,,,,,,,,,,,,,,,,,,,
(주)벽산,7210,03-Dec,10.4,,,,,,,,,,,,,,,,,,,,,,
(주)벽산,7210,04-Dec,14.13,,,,,,,,,,,,,,,,,,,,,,
(주)벽산,7210,05-Dec,2.33,,,,,,,,,,,,,,,,,,,,,,
(주)벽산,7210,06-Dec,3.72,,,,,,,,,,,,,,,,,,,,,,
(주)벽산,7210,07-Dec,4.47,5.38,,,,,,,,,,,,,,,,,,,,,
(주)벽산,7210,08-Dec,1.64,2.33,,,,,,,,,,,,,,,,,,,,,
(주)벽산,7210,09-Dec,3.02,4.05,,,,,,,,,,,,,,,,,,,,,
(주)벽산,7210,10-Dec,4.17,4.29,,,,,,,,,,,,,,,,,,,,,
(주)벽산,7210,11-Dec,5.3,4.88,,,,,,,,,,,,,,,,,,,,,
(주)벽산,7210,12-Dec,3.81,3.41,,,,,,,,,,,,,,,,,,,,,
(주)벽산,7210,13-Dec,6.39,5.75,,,,,,,,,,,,,,,,,,,,,
(주)벽산,7210,14-Dec,10.26,11.47,,,,,,,,,,,,,,,,,,,,,
(주)벽산,7210,15-Dec,16.56,18.81,,,,,,,,,,,,,,,,,,,,,
(주)벽산,7210,16-Dec,17.73,19.67,,,,,,,,,,,,,,,,,,,,,
(주)벽산,7210,17-Dec,10.84,13.23,,,,,,,,,,,,,,,,,,,,,
(주)벽산,7210,18-Dec,6.81,5.73,,,,,,,,,,,,,,,,,,,,,
(주)벽산,7210,19-Dec,-2.15,-1.5,,,,,,,,,,,,,,,,,,,,,
(주)보광산업,225530,06-Dec,,,,,,,,,,,,,,,,,,,,,,,
(주)보광산업,225530,07-Dec,1.37,,,,,,,,,,,,,,,,,,,,,,
(주)보광산업,225530,08-Dec,2.27,,,,,,,,,,,,,,,,,,,,,,
(주)보광산업,225530,09-Dec,2.01,,,,,,,,,,,,,,,,,,,,,,
(주)보광산업,225530,10-Dec,1.5,,,,,,,,,,,,,,,,,,,,,,
(주)보광산업,225530,11-Dec,2.78,,,,,,,,,,,,,,,,,,,,,,
(주)보광산업,225530,12-Dec,3.18,,,,,,,,,,,,,,,,,,,,,,
(주)보광산업,225530,13-Dec,8.18,,,,,,,,,,,,,,,,,,,,,,
(주)보광산업,225530,14-Dec,7.34,,,,,,,,,,,,,,,,,,,,,,
(주)보광산업,225530,15-Dec,12.18,,,,,,,,,,,,,,,,,,,,,,
(주)보광산업,225530,16-Dec,14.88,,,,,,,,,,,,,,,,,,,,,,
(주)보광산업,225530,17-Dec,14.44,,,,,,,,,,,,,,,,,,,,,,
(주)보광산업,225530,18-Dec,5.3,,,,,,,,,,,,,,,,,,,,,,
(주)보광산업,225530,19-Dec,9.5,,,,,,,,,,,,,,,,,,,,,,
(주)보라티알,250000,15-Dec,,,,,,,,,,,,,,,,,,,,,,,
(주)보라티알,250000,16-Dec,27.52,,,,,,,,,,,,,,,,,,,,,,
(주)보라티알,250000,17-Dec,67.3,65.84,,,,,,,,,,,,,,,,,,,,,
(주)보라티알,250000,18-Dec,45.03,47.12,,,,,,,,,,,,,,,,,,,,,
(주)보라티알,250000,19-Dec,10.47,11.94,,,,,,,,,,,,,,,,,,,,,
(주)보락,2760,Dec-00,-0.78,,,,,,,,,,,,,,,,,,,,,,
(주)보락,2760,01-Dec,-2.42,,,,,,,,,,,,,,,,,,,,,,
(주)보락,2760,02-Dec,-2.97,,,,,,,,,,,,,,,,,,,,,,
(주)보락,2760,03-Dec,-3.88,,,,,,,,,,,,,,,,,,,,,,
(주)보락,2760,04-Dec,-6.08,,,,,,,,,,,,,,,,,,,,,,
(주)보락,2760,05-Dec,93.17,,,,,,,,,,,,,,,,,,,,,,
(주)보락,2760,06-Dec,21.95,,,,,,,,,,,,,,,,,,,,,,
(주)보락,2760,07-Dec,-93.6,,,,,,,,,,,,,,,,,,,,,,
(주)보락,2760,08-Dec,6.6,,,,,,,,,,,,,,,,,,,,,,
(주)보락,2760,09-Dec,5.73,,,,,,,,,,,,,,,,,,,,,,
(주)보락,2760,10-Dec,5.98,,,,,,,,,,,,,,,,,,,,,,
(주)보락,2760,11-Dec,12.59,,,,,,,,,,,,,,,,,,,,,,
(주)보락,2760,12-Dec,22.93,,,,,,,,,,,,,,,,,,,,,,
(주)보락,2760,13-Dec,7.04,,,,,,,,,,,,,,,,,,,,,,
(주)보락,2760,14-Dec,7.35,,,,,,,,,,,,,,,,,,,,,,
(주)보락,2760,15-Dec,21.13,,,,,,,,,,,,,,,,,,,,,,
(주)보락,2760,16-Dec,37.72,,,,,,,,,,,,,,,,,,,,,,
(주)보락,2760,17-Dec,35.19,,,,,,,,,,,,,,,,,,,,,,
(주)보락,2760,18-Dec,44.26,,,,,,,,,,,,,,,,,,,,,,
(주)보락,2760,19-Dec,7.13,,,,,,,,,,,,,,,,,,,,,,
(주)보령,3850,Dec-00,3.51,,,,,,,,,,,,,,,,,,,,,,
(주)보령,3850,01-Dec,7.73,,,,,,,,,,,,,,,,,,,,,,
(주)보령,3850,02-Dec,10.44,,,,,,,,,,,,,,,,,,,,,,
(주)보령,3850,03-Dec,8.97,,,,,,,,,,,,,,,,,,,,,,
(주)보령,3850,04-Dec,12.49,,,,,,,,,,,,,,,,,,,,,,
(주)보령,3850,05-Dec,5.59,,,,,,,,,,,,,,,,,,,,,,
(주)보령,3850,06-Dec,1.96,,,,,,,,,,,,,,,,,,,,,,
(주)보령,3850,07-Dec,12.35,,,,,,,,,,,,,,,,,,,,,,
(주)보령,3850,08-Dec,14.66,,,,,,,,,,,,,,,,,,,,,,
(주)보령,3850,09-Dec,24.5,,,,,,,,,,,,,,,,,,,,,,
(주)보령,3850,10-Dec,17.09,,,,,,,,,,,,,,,,,,,,,,
(주)보령,3850,11-Dec,2.81,,,,,,,,,,,,,,,,,,,,,,
(주)보령,3850,12-Dec,1.38,,,,,,,,,,,,,,,,,,,,,,
(주)보령,3850,13-Dec,11.49,,,,,,,,,,,,,,,,,,,,,,
(주)보령,3850,14-Dec,21.29,,,,,,,,,,,,,,,,,,,,,,
(주)보령,3850,15-Dec,23.42,,,,,,,,,,,,,,,,,,,,,,
(주)보령,3850,16-Dec,22.85,,,,,,,,,,,,,,,,,,,,,,
(주)보령,3850,17-Dec,4.38,2.82,,,,,,,,,,,,,,,,,,,,,
(주)보령,3850,18-Dec,259.21,258.48,,,,,,,,,,,,,,,,,,,,,
(주)보령,3850,19-Dec,629.32,628.75,,,,,,,,,,,,,,,,,,,,,
(주)본느,226340,15-Dec,,,,,,,,,,,,,,,,,,,,,,,
(주)본느,226340,16-Dec,,,,,,,,,,,,,,,,,,,,,,,
(주)본느,226340,17-Dec,,,,,,,,,,,,,,,,,,,,,,,
(주)본느,226340,18-Dec,21.93,19.4,,,,,,,,,,,,,,,,,,,,,
(주)본느,226340,19-Dec,198.13,74.98,,,,,,,,,,,,,,,,,,,,,
(주)부-스타,8470,Dec-00,3.78,,,,,,,,,,,,,,,,,,,,,,
(주)부-스타,8470,01-Dec,9.99,,,,,,,,,,,,,,,,,,,,,,
(주)부-스타,8470,02-Dec,5.98,,,,,,,,,,,,,,,,,,,,,,
(주)부-스타,8470,03-Dec,50.62,,,,,,,,,,,,,,,,,,,,,,
(주)부-스타,8470,04-Dec,20.11,,,,,,,,,,,,,,,,,,,,,,
(주)부-스타,8470,05-Dec,79.84,,,,,,,,,,,,,,,,,,,,,,
(주)부-스타,8470,06-Dec,82.96,,,,,,,,,,,,,,,,,,,,,,
(주)부-스타,8470,07-Dec,0.96,,,,,,,,,,,,,,,,,,,,,,
