회사명,거래소코드,회계년도,이자보상배율(이자비용),이자보상배율(이자비용)(IFRS연결),이보배,,,,,,,,,,,,,,,,,,,,
(주)파이오링크,170790,12-Dec,27.02,,,,,,,,,,,,,,,,,,,,,,
(주)파이오링크,170790,13-Dec,76.75,62.05,,,,,,,,,,,,,,,,,,,,,
(주)파이오링크,170790,14-Dec,87.91,36.61,,,,,,,,,,,,,,,,,,,,,
(주)파이오링크,170790,15-Dec,-106,-62.26,,,,,,,,,,,,,,,,,,,,,
(주)파이오링크,170790,16-Dec,7507.03,13.32,,,,,,,,,,,,,,,,,,,,,
(주)파이오링크,170790,17-Dec,-12480.51,-33.84,,,,,,,,,,,,,,,,,,,,,
(주)파이오링크,170790,18-Dec,759.78,,,,,,,,,,,,,,,,,,,,,,
(주)파이오링크,170790,19-Dec,76.74,,,,,,,,,,,,,,,,,,,,,,
(주)파인디앤씨,49120,Dec-00,,,,,,,,,,,,,,,,,,,,,,,
(주)파인디앤씨,49120,01-Dec,43.13,,,,,,,,,,,,,,,,,,,,,,
(주)파인디앤씨,49120,02-Dec,58.73,,,,,,,,,,,,,,,,,,,,,,
(주)파인디앤씨,49120,03-Dec,32.19,,,,,,,,,,,,,,,,,,,,,,
(주)파인디앤씨,49120,04-Dec,17.22,,,,,,,,,,,,,,,,,,,,,,
(주)파인디앤씨,49120,05-Dec,9.11,,,,,,,,,,,,,,,,,,,,,,
(주)파인디앤씨,49120,06-Dec,5.15,,,,,,,,,,,,,,,,,,,,,,
(주)파인디앤씨,49120,07-Dec,0.15,5.13,,,,,,,,,,,,,,,,,,,,,
(주)파인디앤씨,49120,08-Dec,0.64,1.22,,,,,,,,,,,,,,,,,,,,,
(주)파인디앤씨,49120,09-Dec,-2.63,,,,,,,,,,,,,,,,,,,,,,
(주)파인디앤씨,49120,10-Dec,1.51,2.25,,,,,,,,,,,,,,,,,,,,,
(주)파인디앤씨,49120,11-Dec,-5.24,-1.96,,,,,,,,,,,,,,,,,,,,,
(주)파인디앤씨,49120,12-Dec,-2.61,-1,,,,,,,,,,,,,,,,,,,,,
(주)파인디앤씨,49120,13-Dec,-2.72,-1.51,,,,,,,,,,,,,,,,,,,,,
(주)파인디앤씨,49120,14-Dec,2.59,8.25,,,,,,,,,,,,,,,,,,,,,
(주)파인디앤씨,49120,15-Dec,9.95,2.71,,,,,,,,,,,,,,,,,,,,,
(주)파인디앤씨,49120,16-Dec,6.44,1.84,,,,,,,,,,,,,,,,,,,,,
(주)파인디앤씨,49120,17-Dec,1.04,-3.4,,,,,,,,,,,,,,,,,,,,,
(주)파인디앤씨,49120,18-Dec,0.48,1,,,,,,,,,,,,,,,,,,,,,
(주)파인디앤씨,49120,19-Dec,0.94,-0.23,,,,,,,,,,,,,,,,,,,,,
(주)파인디지털,38950,Dec-00,18.54,,,,,,,,,,,,,,,,,,,,,,
(주)파인디지털,38950,01-Dec,13.7,,,,,,,,,,,,,,,,,,,,,,
(주)파인디지털,38950,02-Dec,-4.68,,,,,,,,,,,,,,,,,,,,,,
(주)파인디지털,38950,03-Dec,197.2,,,,,,,,,,,,,,,,,,,,,,
(주)파인디지털,38950,04-Dec,-528.91,,,,,,,,,,,,,,,,,,,,,,
(주)파인디지털,38950,05-Dec,-16.24,,,,,,,,,,,,,,,,,,,,,,
(주)파인디지털,38950,06-Dec,-3.05,,,,,,,,,,,,,,,,,,,,,,
(주)파인디지털,38950,07-Dec,-3.38,-4.77,,,,,,,,,,,,,,,,,,,,,
(주)파인디지털,38950,08-Dec,-14.86,,,,,,,,,,,,,,,,,,,,,,
(주)파인디지털,38950,09-Dec,16.08,,,,,,,,,,,,,,,,,,,,,,
(주)파인디지털,38950,10-Dec,100022.3,30.49,,,,,,,,,,,,,,,,,,,,,
(주)파인디지털,38950,11-Dec,1816.17,23.72,,,,,,,,,,,,,,,,,,,,,
(주)파인디지털,38950,12-Dec,999999999,74.18,,,,,,,,,,,,,,,,,,,,,
(주)파인디지털,38950,13-Dec,999999999,418.95,,,,,,,,,,,,,,,,,,,,,
(주)파인디지털,38950,14-Dec,999999999,999999999,,,,,,,,,,,,,,,,,,,,,
(주)파인디지털,38950,15-Dec,-4175.16,-2612.97,,,,,,,,,,,,,,,,,,,,,
(주)파인디지털,38950,16-Dec,-40163.09,-33579.62,,,,,,,,,,,,,,,,,,,,,
(주)파인디지털,38950,17-Dec,999999999,999999999,,,,,,,,,,,,,,,,,,,,,
(주)파인디지털,38950,18-Dec,999999999,999999999,,,,,,,,,,,,,,,,,,,,,
(주)파인디지털,38950,19-Dec,342.07,-18.69,,,,,,,,,,,,,,,,,,,,,
(주)파인테크닉스,106240,09-Dec,,,,,,,,,,,,,,,,,,,,,,,
(주)파인테크닉스,106240,10-Dec,1.61,3.08,,,,,,,,,,,,,,,,,,,,,
(주)파인테크닉스,106240,11-Dec,-0.57,9.55,,,,,,,,,,,,,,,,,,,,,
(주)파인테크닉스,106240,12-Dec,1.81,4.11,,,,,,,,,,,,,,,,,,,,,
(주)파인테크닉스,106240,13-Dec,-6.67,-1.68,,,,,,,,,,,,,,,,,,,,,
(주)파인테크닉스,106240,14-Dec,5.51,2.81,,,,,,,,,,,,,,,,,,,,,
(주)파인테크닉스,106240,15-Dec,2.77,2.11,,,,,,,,,,,,,,,,,,,,,
(주)파인테크닉스,106240,16-Dec,0.24,0.23,,,,,,,,,,,,,,,,,,,,,
(주)파인테크닉스,106240,17-Dec,-8.87,-7.63,,,,,,,,,,,,,,,,,,,,,
(주)파인테크닉스,106240,18-Dec,-7.29,-6.75,,,,,,,,,,,,,,,,,,,,,
(주)파인테크닉스,106240,19-Dec,5.79,3.86,,,,,,,,,,,,,,,,,,,,,
(주)파인텍,131760,09-Dec,,,,,,,,,,,,,,,,,,,,,,,
(주)파인텍,131760,10-Dec,2.41,,,,,,,,,,,,,,,,,,,,,,
(주)파인텍,131760,11-Dec,0.31,,,,,,,,,,,,,,,,,,,,,,
(주)파인텍,131760,12-Dec,0.71,-0.07,,,,,,,,,,,,,,,,,,,,,
(주)파인텍,131760,13-Dec,2.54,2.38,,,,,,,,,,,,,,,,,,,,,
(주)파인텍,131760,14-Dec,4.77,2.82,,,,,,,,,,,,,,,,,,,,,
(주)파인텍,131760,15-Dec,5.27,4.95,,,,,,,,,,,,,,,,,,,,,
(주)파인텍,131760,16-Dec,-4.03,-2.94,,,,,,,,,,,,,,,,,,,,,
(주)파인텍,131760,17-Dec,1.34,1.95,,,,,,,,,,,,,,,,,,,,,
(주)파인텍,131760,18-Dec,-0.56,0.07,,,,,,,,,,,,,,,,,,,,,
(주)파인텍,131760,19-Dec,0.14,1.16,,,,,,,,,,,,,,,,,,,,,
(주)파커스,65690,01-Dec,,,,,,,,,,,,,,,,,,,,,,,
(주)파커스,65690,02-Dec,125.62,,,,,,,,,,,,,,,,,,,,,,
(주)파커스,65690,03-Dec,45691.67,,,,,,,,,,,,,,,,,,,,,,
(주)파커스,65690,04-Dec,999999999,,,,,,,,,,,,,,,,,,,,,,
(주)파커스,65690,05-Dec,999999999,,,,,,,,,,,,,,,,,,,,,,
(주)파커스,65690,06-Dec,999999999,,,,,,,,,,,,,,,,,,,,,,
(주)파커스,65690,07-Dec,999999999,999999999,,,,,,,,,,,,,,,,,,,,,
(주)파커스,65690,08-Dec,999999999,999999999,,,,,,,,,,,,,,,,,,,,,
(주)파커스,65690,09-Dec,645.64,766.81,,,,,,,,,,,,,,,,,,,,,
(주)파커스,65690,10-Dec,21.66,75.73,,,,,,,,,,,,,,,,,,,,,
(주)파커스,65690,11-Dec,8.98,12.95,,,,,,,,,,,,,,,,,,,,,
(주)파커스,65690,12-Dec,11.43,6.79,,,,,,,,,,,,,,,,,,,,,
(주)파커스,65690,13-Dec,7.46,0.85,,,,,,,,,,,,,,,,,,,,,
(주)파커스,65690,14-Dec,5.77,4.82,,,,,,,,,,,,,,,,,,,,,
(주)파커스,65690,15-Dec,17.47,17.22,,,,,,,,,,,,,,,,,,,,,
(주)파커스,65690,16-Dec,47.54,39.71,,,,,,,,,,,,,,,,,,,,,
(주)파커스,65690,17-Dec,0.88,-3.38,,,,,,,,,,,,,,,,,,,,,
(주)파커스,65690,18-Dec,2.22,2.33,,,,,,,,,,,,,,,,,,,,,
(주)파커스,65690,19-Dec,-5.57,-3.39,,,,,,,,,,,,,,,,,,,,,
(주)파크시스템스,140860,Dec-00,-6.12,,,,,,,,,,,,,,,,,,,,,,
(주)파크시스템스,140860,01-Dec,4.34,,,,,,,,,,,,,,,,,,,,,,
(주)파크시스템스,140860,06-Dec,13.8,,,,,,,,,,,,,,,,,,,,,,
(주)파크시스템스,140860,07-Dec,12.32,,,,,,,,,,,,,,,,,,,,,,
(주)파크시스템스,140860,08-Dec,0.15,,,,,,,,,,,,,,,,,,,,,,
(주)파크시스템스,140860,09-Dec,15.45,,,,,,,,,,,,,,,,,,,,,,
(주)파크시스템스,140860,10-Dec,24.3,4.02,,,,,,,,,,,,,,,,,,,,,
(주)파크시스템스,140860,11-Dec,5.38,3.55,,,,,,,,,,,,,,,,,,,,,
(주)파크시스템스,140860,12-Dec,5.59,2.61,,,,,,,,,,,,,,,,,,,,,
(주)파크시스템스,140860,13-Dec,-0.27,-2.44,,,,,,,,,,,,,,,,,,,,,
(주)파크시스템스,140860,14-Dec,1.37,-0.14,,,,,,,,,,,,,,,,,,,,,
(주)파크시스템스,140860,15-Dec,4.26,3.63,,,,,,,,,,,,,,,,,,,,,
(주)파크시스템스,140860,16-Dec,7758.69,8225.88,,,,,,,,,,,,,,,,,,,,,
(주)파크시스템스,140860,17-Dec,40968.97,4480.93,,,,,,,,,,,,,,,,,,,,,
(주)파크시스템스,140860,18-Dec,14788.95,7133.14,,,,,,,,,,,,,,,,,,,,,
(주)파크시스템스,140860,19-Dec,373.79,122.13,,,,,,,,,,,,,,,,,,,,,
(주)파트론,91700,03-Dec,,,,,,,,,,,,,,,,,,,,,,,
(주)파트론,91700,04-Dec,4.6,,,,,,,,,,,,,,,,,,,,,,
(주)파트론,91700,05-Dec,3.23,,,,,,,,,,,,,,,,,,,,,,
(주)파트론,91700,06-Dec,7.93,,,,,,,,,,,,,,,,,,,,,,
(주)파트론,91700,07-Dec,42.36,38.87,,,,,,,,,,,,,,,,,,,,,
(주)파트론,91700,08-Dec,46.3,39.02,,,,,,,,,,,,,,,,,,,,,
(주)파트론,91700,09-Dec,197.78,59.63,,,,,,,,,,,,,,,,,,,,,
(주)파트론,91700,10-Dec,148,26.78,,,,,,,,,,,,,,,,,,,,,
(주)파트론,91700,11-Dec,57.02,14.55,,,,,,,,,,,,,,,,,,,,,
(주)파트론,91700,12-Dec,63.86,25.89,,,,,,,,,,,,,,,,,,,,,
(주)파트론,91700,13-Dec,79.11,22.34,,,,,,,,,,,,,,,,,,,,,
(주)파트론,91700,14-Dec,42.01,13.63,,,,,,,,,,,,,,,,,,,,,
(주)파트론,91700,15-Dec,71.15,24.99,,,,,,,,,,,,,,,,,,,,,
(주)파트론,91700,16-Dec,32.08,32.73,,,,,,,,,,,,,,,,,,,,,
(주)파트론,91700,17-Dec,11.43,8.86,,,,,,,,,,,,,,,,,,,,,
(주)파트론,91700,18-Dec,36.92,23.73,,,,,,,,,,,,,,,,,,,,,
(주)파트론,91700,19-Dec,87.9,73.38,,,,,,,,,,,,,,,,,,,,,
(주)판타지오,32800,Dec-00,-2.11,,,,,,,,,,,,,,,,,,,,,,
(주)판타지오,32800,01-Dec,-8.63,,,,,,,,,,,,,,,,,,,,,,
(주)판타지오,32800,02-Dec,-79.96,,,,,,,,,,,,,,,,,,,,,,
(주)판타지오,32800,03-Dec,-52.58,,,,,,,,,,,,,,,,,,,,,,
(주)판타지오,32800,04-Dec,-71.42,,,,,,,,,,,,,,,,,,,,,,
(주)판타지오,32800,05-Dec,-11.63,,,,,,,,,,,,,,,,,,,,,,
(주)판타지오,32800,06-Dec,-28.99,,,,,,,,,,,,,,,,,,,,,,
(주)판타지오,32800,07-Dec,-13.84,,,,,,,,,,,,,,,,,,,,,,
(주)판타지오,32800,08-Dec,-11.15,,,,,,,,,,,,,,,,,,,,,,
(주)판타지오,32800,09-Dec,-66.51,,,,,,,,,,,,,,,,,,,,,,
(주)판타지오,32800,10-Dec,999999999,,,,,,,,,,,,,,,,,,,,,,
(주)판타지오,32800,11-Dec,999999999,,,,,,,,,,,,,,,,,,,,,,
(주)판타지오,32800,12-Dec,999999999,-10.91,,,,,,,,,,,,,,,,,,,,,
(주)판타지오,32800,13-Dec,-1311.83,-10.88,,,,,,,,,,,,,,,,,,,,,
(주)판타지오,32800,14-Dec,-68.93,-17.4,,,,,,,,,,,,,,,,,,,,,
(주)판타지오,32800,15-Dec,26.23,2.58,,,,,,,,,,,,,,,,,,,,,
(주)판타지오,32800,16-Dec,-19.03,-11.06,,,,,,,,,,,,,,,,,,,,,
(주)판타지오,32800,17-Dec,-61.36,-99.89,,,,,,,,,,,,,,,,,,,,,
(주)판타지오,32800,18-Dec,-12.17,14.21,,,,,,,,,,,,,,,,,,,,,
(주)판타지오,32800,19-Dec,4.13,1.4,,,,,,,,,,,,,,,,,,,,,
(주)팜스빌,318010,12-Dec,,,,,,,,,,,,,,,,,,,,,,,
(주)팜스빌,318010,13-Dec,23.77,,,,,,,,,,,,,,,,,,,,,,
(주)팜스빌,318010,14-Dec,46.49,,,,,,,,,,,,,,,,,,,,,,
(주)팜스빌,318010,15-Dec,101.55,,,,,,,,,,,,,,,,,,,,,,
(주)팜스빌,318010,16-Dec,16.23,,,,,,,,,,,,,,,,,,,,,,
(주)팜스빌,318010,17-Dec,14.82,,,,,,,,,,,,,,,,,,,,,,
(주)팜스빌,318010,18-Dec,33.42,32.95,,,,,,,,,,,,,,,,,,,,,
(주)팜스빌,318010,19-Dec,1634.13,1609.68,,,,,,,,,,,,,,,,,,,,,
(주)팜스코,36580,Dec-00,1.72,,,,,,,,,,,,,,,,,,,,,,
(주)팜스코,36580,01-Dec,3.6,,,,,,,,,,,,,,,,,,,,,,
(주)팜스코,36580,02-Dec,6.11,,,,,,,,,,,,,,,,,,,,,,
(주)팜스코,36580,03-Dec,9.07,,,,,,,,,,,,,,,,,,,,,,
(주)팜스코,36580,04-Dec,-1.8,,,,,,,,,,,,,,,,,,,,,,
(주)팜스코,36580,05-Dec,2.27,,,,,,,,,,,,,,,,,,,,,,
(주)팜스코,36580,06-Dec,2.64,,,,,,,,,,,,,,,,,,,,,,
(주)팜스코,36580,07-Dec,1.25,,,,,,,,,,,,,,,,,,,,,,
(주)팜스코,36580,08-Dec,3.05,,,,,,,,,,,,,,,,,,,,,,
(주)팜스코,36580,09-Dec,1.67,,,,,,,,,,,,,,,,,,,,,,
(주)팜스코,36580,10-Dec,2.61,2.17,,,,,,,,,,,,,,,,,,,,,
(주)팜스코,36580,11-Dec,4.71,5,,,,,,,,,,,,,,,,,,,,,
(주)팜스코,36580,12-Dec,2.86,2.6,,,,,,,,,,,,,,,,,,,,,
(주)팜스코,36580,13-Dec,1.04,0.76,,,,,,,,,,,,,,,,,,,,,
(주)팜스코,36580,14-Dec,6.34,5.37,,,,,,,,,,,,,,,,,,,,,
(주)팜스코,36580,15-Dec,7.57,6.31,,,,,,,,,,,,,,,,,,,,,
(주)팜스코,36580,16-Dec,7.25,6.35,,,,,,,,,,,,,,,,,,,,,
(주)팜스코,36580,17-Dec,6.63,6.13,,,,,,,,,,,,,,,,,,,,,
(주)팜스코,36580,18-Dec,3.89,2.15,,,,,,,,,,,,,,,,,,,,,
(주)팜스코,36580,19-Dec,1.15,1.09,,,,,,,,,,,,,,,,,,,,,
(주)팜스토리,27710,Dec-00,2.54,,,,,,,,,,,,,,,,,,,,,,
(주)팜스토리,27710,01-Dec,2.9,,,,,,,,,,,,,,,,,,,,,,
(주)팜스토리,27710,02-Dec,7.35,,,,,,,,,,,,,,,,,,,,,,
(주)팜스토리,27710,03-Dec,3.68,,,,,,,,,,,,,,,,,,,,,,
(주)팜스토리,27710,04-Dec,1.62,,,,,,,,,,,,,,,,,,,,,,
(주)팜스토리,27710,05-Dec,1.83,,,,,,,,,,,,,,,,,,,,,,
(주)팜스토리,27710,06-Dec,1.36,,,,,,,,,,,,,,,,,,,,,,
(주)팜스토리,27710,07-Dec,1.96,1.23,,,,,,,,,,,,,,,,,,,,,
(주)팜스토리,27710,08-Dec,2.37,2.44,,,,,,,,,,,,,,,,,,,,,
(주)팜스토리,27710,09-Dec,1.02,0.99,,,,,,,,,,,,,,,,,,,,,
(주)팜스토리,27710,10-Dec,0.79,1.45,,,,,,,,,,,,,,,,,,,,,
(주)팜스토리,27710,11-Dec,1.94,0.85,,,,,,,,,,,,,,,,,,,,,
(주)팜스토리,27710,12-Dec,2.59,1.21,,,,,,,,,,,,,,,,,,,,,
(주)팜스토리,27710,13-Dec,3.01,0.92,,,,,,,,,,,,,,,,,,,,,
(주)팜스토리,27710,14-Dec,3.15,1.19,,,,,,,,,,,,,,,,,,,,,
(주)팜스토리,27710,15-Dec,2.53,1.28,,,,,,,,,,,,,,,,,,,,,
(주)팜스토리,27710,16-Dec,2.72,1.62,,,,,,,,,,,,,,,,,,,,,
(주)팜스토리,27710,17-Dec,2.81,1.83,,,,,,,,,,,,,,,,,,,,,
(주)팜스토리,27710,18-Dec,2.11,1.82,,,,,,,,,,,,,,,,,,,,,
(주)팜스토리,27710,19-Dec,2.74,1.07,,,,,,,,,,,,,,,,,,,,,
(주)팬스타엔터프라이즈,54300,Dec-00,,,,,,,,,,,,,,,,,,,,,,,
(주)팬스타엔터프라이즈,54300,01-Dec,23.07,,,,,,,,,,,,,,,,,,,,,,
(주)팬스타엔터프라이즈,54300,02-Dec,10.59,,,,,,,,,,,,,,,,,,,,,,
(주)팬스타엔터프라이즈,54300,03-Dec,4.93,,,,,,,,,,,,,,,,,,,,,,
(주)팬스타엔터프라이즈,54300,04-Dec,4.88,,,,,,,,,,,,,,,,,,,,,,
(주)팬스타엔터프라이즈,54300,05-Dec,3.82,,,,,,,,,,,,,,,,,,,,,,
(주)팬스타엔터프라이즈,54300,06-Dec,5.18,,,,,,,,,,,,,,,,,,,,,,
(주)팬스타엔터프라이즈,54300,07-Dec,0.85,,,,,,,,,,,,,,,,,,,,,,
(주)팬스타엔터프라이즈,54300,08-Dec,1.08,,,,,,,,,,,,,,,,,,,,,,
(주)팬스타엔터프라이즈,54300,09-Dec,-0.58,-3.16,,,,,,,,,,,,,,,,,,,,,
(주)팬스타엔터프라이즈,54300,10-Dec,-1.97,-2.05,,,,,,,,,,,,,,,,,,,,,
(주)팬스타엔터프라이즈,54300,11-Dec,-1.96,-2.15,,,,,,,,,,,,,,,,,,,,,
(주)팬스타엔터프라이즈,54300,12-Dec,1.06,1.01,,,,,,,,,,,,,,,,,,,,,
(주)팬스타엔터프라이즈,54300,13-Dec,-1.44,,,,,,,,,,,,,,,,,,,,,,
(주)팬스타엔터프라이즈,54300,14-Dec,0.45,,,,,,,,,,,,,,,,,,,,,,
(주)팬스타엔터프라이즈,54300,15-Dec,-0.28,,,,,,,,,,,,,,,,,,,,,,
(주)팬스타엔터프라이즈,54300,16-Dec,-2.33,,,,,,,,,,,,,,,,,,,,,,
(주)팬스타엔터프라이즈,54300,17-Dec,3.11,,,,,,,,,,,,,,,,,,,,,,
(주)팬스타엔터프라이즈,54300,18-Dec,0.96,,,,,,,,,,,,,,,,,,,,,,
(주)팬스타엔터프라이즈,54300,19-Dec,2,,,,,,,,,,,,,,,,,,,,,,
(주)팬엔터테인먼트,68050,03-Dec,,,,,,,,,,,,,,,,,,,,,,,
(주)팬엔터테인먼트,68050,04-Dec,13.82,,,,,,,,,,,,,,,,,,,,,,
(주)팬엔터테인먼트,68050,05-Dec,13.96,,,,,,,,,,,,,,,,,,,,,,
(주)팬엔터테인먼트,68050,06-Dec,21.91,,,,,,,,,,,,,,,,,,,,,,
(주)팬엔터테인먼트,68050,07-Dec,-34.19,,,,,,,,,,,,,,,,,,,,,,
(주)팬엔터테인먼트,68050,08-Dec,-85.93,,,,,,,,,,,,,,,,,,,,,,
(주)팬엔터테인먼트,68050,09-Dec,220.2,,,,,,,,,,,,,,,,,,,,,,
(주)팬엔터테인먼트,68050,10-Dec,2.04,-2.14,,,,,,,,,,,,,,,,,,,,,
(주)팬엔터테인먼트,68050,11-Dec,9.62,1.84,,,,,,,,,,,,,,,,,,,,,
(주)팬엔터테인먼트,68050,12-Dec,2.1,2.1,,,,,,,,,,,,,,,,,,,,,
(주)팬엔터테인먼트,68050,13-Dec,-0.02,-0.17,,,,,,,,,,,,,,,,,,,,,
(주)팬엔터테인먼트,68050,14-Dec,0.85,0.67,,,,,,,,,,,,,,,,,,,,,
(주)팬엔터테인먼트,68050,15-Dec,-6.21,-6.42,,,,,,,,,,,,,,,,,,,,,
(주)팬엔터테인먼트,68050,16-Dec,3.45,3.23,,,,,,,,,,,,,,,,,,,,,
(주)팬엔터테인먼트,68050,17-Dec,-0.98,-1.27,,,,,,,,,,,,,,,,,,,,,
(주)팬엔터테인먼트,68050,18-Dec,-1.49,-2.47,,,,,,,,,,,,,,,,,,,,,
(주)팬엔터테인먼트,68050,19-Dec,2.54,2.34,,,,,,,,,,,,,,,,,,,,,
(주)팬젠,222110,12-Dec,,,,,,,,,,,,,,,,,,,,,,,
(주)팬젠,222110,13-Dec,-0.71,,,,,,,,,,,,,,,,,,,,,,
(주)팬젠,222110,14-Dec,-2.11,,,,,,,,,,,,,,,,,,,,,,
(주)팬젠,222110,15-Dec,-3.05,,,,,,,,,,,,,,,,,,,,,,
(주)팬젠,222110,16-Dec,-38.48,,,,,,,,,,,,,,,,,,,,,,
(주)팬젠,222110,17-Dec,-3891370,,,,,,,,,,,,,,,,,,,,,,
(주)팬젠,222110,18-Dec,-5.89,,,,,,,,,,,,,,,,,,,,,,
(주)팬젠,222110,19-Dec,-6.57,,,,,,,,,,,,,,,,,,,,,,
(주)퍼시스,16800,Dec-00,999999999,,,,,,,,,,,,,,,,,,,,,,
(주)퍼시스,16800,01-Dec,999999999,,,,,,,,,,,,,,,,,,,,,,
(주)퍼시스,16800,02-Dec,999999999,,,,,,,,,,,,,,,,,,,,,,
(주)퍼시스,16800,03-Dec,999999999,,,,,,,,,,,,,,,,,,,,,,
(주)퍼시스,16800,04-Dec,999999999,,,,,,,,,,,,,,,,,,,,,,
(주)퍼시스,16800,05-Dec,999999999,,,,,,,,,,,,,,,,,,,,,,
(주)퍼시스,16800,06-Dec,999999999,,,,,,,,,,,,,,,,,,,,,,
(주)퍼시스,16800,07-Dec,999999999,999999999,,,,,,,,,,,,,,,,,,,,,
(주)퍼시스,16800,08-Dec,999999999,310125.07,,,,,,,,,,,,,,,,,,,,,
(주)퍼시스,16800,09-Dec,999999999,,,,,,,,,,,,,,,,,,,,,,
(주)퍼시스,16800,10-Dec,999999999,999999999,,,,,,,,,,,,,,,,,,,,,
(주)퍼시스,16800,11-Dec,999999999,999999999,,,,,,,,,,,,,,,,,,,,,
(주)퍼시스,16800,12-Dec,999999999,,,,,,,,,,,,,,,,,,,,,,
(주)퍼시스,16800,13-Dec,999999999,,,,,,,,,,,,,,,,,,,,,,
(주)퍼시스,16800,14-Dec,999999999,,,,,,,,,,,,,,,,,,,,,,
(주)퍼시스,16800,15-Dec,999999999,,,,,,,,,,,,,,,,,,,,,,
(주)퍼시스,16800,16-Dec,999999999,,,,,,,,,,,,,,,,,,,,,,
(주)퍼시스,16800,17-Dec,999999999,,,,,,,,,,,,,,,,,,,,,,
(주)퍼시스,16800,18-Dec,999999999,,,,,,,,,,,,,,,,,,,,,,
(주)퍼시스,16800,19-Dec,212.33,,,,,,,,,,,,,,,,,,,,,,
(주)펄어비스,263750,15-Dec,,,,,,,,,,,,,,,,,,,,,,,
(주)펄어비스,263750,17-Jun,350.23,395.83,,,,,,,,,,,,,,,,,,,,,
(주)펄어비스,263750,18-Dec,168.75,104.14,,,,,,,,,,,,,,,,,,,,,
(주)펄어비스,263750,19-Dec,44.3,23.92,,,,,,,,,,,,,,,,,,,,,
(주)펩트론,87010,02-Dec,,,,,,,,,,,,,,,,,,,,,,,
(주)펩트론,87010,05-Dec,-1.23,,,,,,,,,,,,,,,,,,,,,,
(주)펩트론,87010,06-Dec,-3.74,,,,,,,,,,,,,,,,,,,,,,
(주)펩트론,87010,07-Dec,5.12,,,,,,,,,,,,,,,,,,,,,,
(주)펩트론,87010,08-Dec,2.65,,,,,,,,,,,,,,,,,,,,,,
(주)펩트론,87010,09-Dec,2.31,,,,,,,,,,,,,,,,,,,,,,
(주)펩트론,87010,10-Dec,0.29,,,,,,,,,,,,,,,,,,,,,,
(주)펩트론,87010,11-Dec,-0.21,,,,,,,,,,,,,,,,,,,,,,
(주)펩트론,87010,12-Dec,-1.02,,,,,,,,,,,,,,,,,,,,,,
(주)펩트론,87010,13-Dec,-1.47,,,,,,,,,,,,,,,,,,,,,,
(주)펩트론,87010,14-Dec,-4.42,,,,,,,,,,,,,,,,,,,,,,
(주)펩트론,87010,15-Dec,-30.89,,,,,,,,,,,,,,,,,,,,,,
(주)펩트론,87010,16-Dec,-51.71,,,,,,,,,,,,,,,,,,,,,,
(주)펩트론,87010,17-Dec,999999999,,,,,,,,,,,,,,,,,,,,,,
(주)펩트론,87010,18-Dec,999999999,,,,,,,,,,,,,,,,,,,,,,
(주)펩트론,87010,19-Dec,999999999,,,,,,,,,,,,,,,,,,,,,,
(주)포메탈,119500,Dec-00,1.99,,,,,,,,,,,,,,,,,,,,,,
(주)포메탈,119500,01-Dec,0.76,,,,,,,,,,,,,,,,,,,,,,
(주)포메탈,119500,02-Dec,1.47,,,,,,,,,,,,,,,,,,,,,,
(주)포메탈,119500,03-Dec,2.39,,,,,,,,,,,,,,,,,,,,,,
(주)포메탈,119500,04-Dec,4.28,,,,,,,,,,,,,,,,,,,,,,
(주)포메탈,119500,05-Dec,2.84,,,,,,,,,,,,,,,,,,,,,,
(주)포메탈,119500,06-Dec,7.23,,,,,,,,,,,,,,,,,,,,,,
(주)포메탈,119500,07-Dec,9.87,,,,,,,,,,,,,,,,,,,,,,
(주)포메탈,119500,08-Dec,15.54,,,,,,,,,,,,,,,,,,,,,,
(주)포메탈,119500,09-Dec,11.88,,,,,,,,,,,,,,,,,,,,,,
(주)포메탈,119500,10-Dec,12.82,,,,,,,,,,,,,,,,,,,,,,
(주)포메탈,119500,11-Dec,55.93,,,,,,,,,,,,,,,,,,,,,,
(주)포메탈,119500,12-Dec,3.04,,,,,,,,,,,,,,,,,,,,,,
(주)포메탈,119500,13-Dec,1.31,,,,,,,,,,,,,,,,,,,,,,
(주)포메탈,119500,14-Dec,1.77,,,,,,,,,,,,,,,,,,,,,,
(주)포메탈,119500,15-Dec,1.95,,,,,,,,,,,,,,,,,,,,,,
(주)포메탈,119500,16-Dec,13.55,,,,,,,,,,,,,,,,,,,,,,
(주)포메탈,119500,17-Dec,21.73,,,,,,,,,,,,,,,,,,,,,,
(주)포메탈,119500,18-Dec,11.24,,,,,,,,,,,,,,,,,,,,,,
(주)포메탈,119500,19-Dec,9.97,,,,,,,,,,,,,,,,,,,,,,
(주)포스코아이씨티,22100,Dec-00,8.47,,,,,,,,,,,,,,,,,,,,,,
(주)포스코아이씨티,22100,01-Dec,10.4,,,,,,,,,,,,,,,,,,,,,,
(주)포스코아이씨티,22100,02-Dec,6.5,,,,,,,,,,,,,,,,,,,,,,
(주)포스코아이씨티,22100,03-Dec,4.3,,,,,,,,,,,,,,,,,,,,,,
(주)포스코아이씨티,22100,04-Dec,6.95,,,,,,,,,,,,,,,,,,,,,,
(주)포스코아이씨티,22100,05-Dec,7.22,,,,,,,,,,,,,,,,,,,,,,
(주)포스코아이씨티,22100,06-Dec,8.48,,,,,,,,,,,,,,,,,,,,,,
