,회사명,거래소코드,회계년도,영업활동으로 인한 현금흐름(간접법)(*)(IFRS)(천원),투자활동으로 인한 현금흐름(*)(IFRS)(천원),재무활동으로 인한 현금흐름(*)(IFRS)(천원),영업활동으로 인한 현금흐름(간접법)(*)(IFRS연결)(천원),투자활동으로 인한 현금흐름(*)(IFRS연결)(천원),재무활동으로 인한 현금흐름(*)(IFRS연결)(천원),영업활동,투자활동,재무활동,영업활동(연결),투자활동(연결),재무활동(연결),기업수명
1184,(주)동방아그로,7590,2019/12,3716363.0,-1597743.0,-3875302.0,3796400.0,-2325674.0,-3875302.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
1185,(주)동서,26960,2016/12,97406234.0,-34293470.0,-66512590.0,106473070.0,-43739494.0,-68200090.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
1186,(주)동서,26960,2017/12,95960686.0,-21437336.0,-75103932.0,111445725.0,-27746573.0,-78624504.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
1187,(주)동서,26960,2018/12,86882827.0,-16660522.0,-75320659.0,95372753.0,-26465499.0,-77564800.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
1188,(주)동서,26960,2019/12,123217348.0,-57600306.0,-69257822.0,106779240.0,-25556284.0,-85371223.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
1189,(주)동성케미컬,102260,2011/12,1111591.0,-9159913.0,8652232.0,31568109.0,-8940696.0,-13888199.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0
1190,(주)동성케미컬,102260,2012/12,-571408.0,-7322523.0,-812111.0,-26049080.0,-76831873.0,91105821.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1191,(주)동성케미컬,102260,2013/12,-1169058.0,17150605.0,3417879.0,61455811.0,9205601.0,-39684326.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0
1192,(주)동성케미컬,102260,2014/12,3394999.0,-27377531.0,4683648.0,62340312.0,-46037842.0,-35594158.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0
1193,(주)동성케미컬,102260,2015/12,5741402.0,23024722.0,-21246918.0,49657822.0,-33322841.0,-20196963.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
1194,(주)동성케미컬,102260,2016/12,30698367.0,-15337383.0,-8692362.0,78305380.0,-49732325.0,-17773913.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
1195,(주)동성케미컬,102260,2017/12,20038316.0,-26070504.0,7568410.0,47209495.0,-35290161.0,-4135915.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0
1196,(주)동성케미컬,102260,2018/12,13474417.0,-7458505.0,-12981080.0,47656277.0,-18861650.0,-40448701.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
1197,(주)동성케미컬,102260,2019/12,18528583.0,-8814041.0,-9993200.0,45562486.0,-7794760.0,-5827177.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
1198,(주)동성화인텍,33500,2011/12,11816537.0,169230.0,-11792794.0,,,,1.0,1.0,0.0,8.0,8.0,8.0,0.0
1199,(주)동성화인텍,33500,2012/12,-42417450.0,-7756913.0,52259205.0,,,,0.0,0.0,1.0,8.0,8.0,8.0,1.0
1200,(주)동성화인텍,33500,2013/12,48109164.0,-10950556.0,-36578425.0,,,,1.0,0.0,0.0,8.0,8.0,8.0,3.0
1201,(주)동성화인텍,33500,2014/12,33503691.0,-11112369.0,-17021362.0,,,,1.0,0.0,0.0,8.0,8.0,8.0,3.0
1202,(주)동성화인텍,33500,2015/12,4890181.0,-4877719.0,-4595360.0,4905506.0,-4627675.0,-4595360.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
1203,(주)동성화인텍,33500,2016/12,13896168.0,-6571802.0,-9628594.0,11821313.0,-4757966.0,-9024313.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
1204,(주)동성화인텍,33500,2017/12,24306820.0,-6355758.0,-7067170.0,20323127.0,-4360161.0,-4331855.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
1205,(주)동성화인텍,33500,2018/12,15667417.0,-37305.0,-14406280.0,18209020.0,862713.0,-18613274.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0
1206,(주)동성화인텍,33500,2019/12,-748907.0,-14761117.0,22788605.0,-5524210.0,-7752832.0,22208135.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1207,(주)동아엘텍,88130,2011/12,721109.0,-7998851.0,-454748.0,4307684.0,-7488714.0,-224876.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
1208,(주)동아엘텍,88130,2012/12,3001293.0,-1342493.0,10544768.0,10609133.0,-5955283.0,10138310.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0
1209,(주)동아엘텍,88130,2013/12,9764039.0,2193232.0,12716203.0,11902468.0,-7774164.0,18524701.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
1210,(주)동아엘텍,88130,2014/12,2133839.0,-15236426.0,-7920503.0,4129156.0,-19707412.0,-5055803.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
1211,(주)동아엘텍,88130,2015/12,14692657.0,5545046.0,-6117538.0,15448706.0,4736124.0,-5817538.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
1212,(주)동아엘텍,88130,2016/12,13615022.0,295591.0,1750703.0,15982440.0,-843738.0,1750703.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
1213,(주)동아엘텍,88130,2017/12,-2738494.0,10024735.0,242760.0,9139388.0,-9764043.0,41518024.0,0.0,1.0,1.0,1.0,0.0,1.0,4.0
1214,(주)동아엘텍,88130,2018/12,-17025705.0,-11515617.0,-653960.0,-16203890.0,-11326005.0,-3255802.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1215,(주)동아엘텍,88130,2019/12,46988723.0,-1440012.0,-7378959.0,45470991.0,-19930647.0,-8849525.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
1216,(주)동아지질,28100,2011/12,-10213610.0,6361376.0,5569454.0,-9861587.0,6355043.0,5569454.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0
1217,(주)동아지질,28100,2012/12,35039018.0,-6090425.0,4595546.0,34932265.0,-6228323.0,4595546.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0
1218,(주)동아지질,28100,2013/12,-1746147.0,-7084018.0,8423500.0,-2072144.0,-6368101.0,7824383.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1219,(주)동아지질,28100,2014/12,30135014.0,-53826755.0,-3311500.0,29987755.0,-18824233.0,-3444093.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
1220,(주)동아지질,28100,2015/12,17149674.0,-25031219.0,7152178.0,16251926.0,-22132697.0,5622088.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0
1221,(주)동아지질,28100,2016/12,50820231.0,-40619905.0,3306273.0,51552442.0,-34709693.0,2792701.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0
1222,(주)동아지질,28100,2017/12,38070616.0,2557622.0,-17372303.0,38056321.0,-16659823.0,-17334947.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
1223,(주)동아지질,28100,2018/12,53298173.0,-39497969.0,-9770994.0,53487076.0,-39497969.0,-9683751.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
1224,(주)동아지질,28100,2019/12,16210255.0,-32425832.0,34262008.0,16030066.0,-36795155.0,33727302.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0
1225,(주)동양,1520,2011/12,-97654036.0,-174465482.0,218170085.0,-119428928.0,-268368033.0,375231820.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1226,(주)동양,1520,2012/12,-32016073.0,-8035159.0,32233449.0,-3178256.0,85352922.0,-115817591.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
1227,(주)동양,1520,2013/12,48263512.0,-58572213.0,59775383.0,195522030.0,-184839001.0,-16494774.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0
1228,(주)동양,1520,2014/12,54231354.0,358155637.0,-416556586.0,58061659.0,320811590.0,-418353280.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
1229,(주)동양,1520,2015/12,33553920.0,454709979.0,-289673786.0,37567400.0,453533204.0,-291808009.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
1230,(주)동양,1520,2016/12,-129369742.0,47085336.0,-156339428.0,-131992217.0,37719281.0,-126885261.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0
1231,(주)동양,1520,2017/12,-5789587.0,20413851.0,-10390390.0,-7793063.0,17131350.0,-22071035.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0
1232,(주)동양,1520,2018/12,38295832.0,-24319703.0,-10022820.0,23815633.0,523102.0,-13929924.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0
1233,(주)동양,1520,2019/12,34366799.0,-50962520.0,1678483.0,29688418.0,-43753654.0,-2277823.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0
1234,(주)동양고속,84670,2011/12,17106592.0,-95837576.0,46072616.0,15587388.0,-94354102.0,45699911.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0
1235,(주)동양고속,84670,2012/12,14326563.0,41393780.0,-42032695.0,14326969.0,34341762.0,-44995656.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
1236,(주)동양고속,84670,2013/12,21965271.0,-21339619.0,-12784981.0,18399184.0,-16744942.0,-12822023.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
1237,(주)동양고속,84670,2014/12,21781517.0,-8870606.0,-5334512.0,20289584.0,-7284440.0,-5334512.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
1238,(주)동양고속,84670,2015/12,20548464.0,-12284146.0,-4691032.0,18947043.0,-10341431.0,-4441032.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
1239,(주)동양고속,84670,2016/12,17489791.0,-10375993.0,-9265098.0,14759919.0,-7881723.0,-9265098.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
1240,(주)동양고속,84670,2017/12,17752391.0,-3167488.0,-22791918.0,15298821.0,-490878.0,-22791918.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
1241,(주)동양고속,84670,2018/12,9414782.0,13507378.0,-21845597.0,7886099.0,13220673.0,-21845597.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
1242,(주)동양고속,84670,2019/12,17662189.0,38924545.0,-43664356.0,14993374.0,39403633.0,-43034991.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
1243,(주)동양에스텍,60380,2011/12,-7425993.0,-1998069.0,8745876.0,-6786147.0,-2292459.0,8470876.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1244,(주)동양에스텍,60380,2012/12,6838667.0,-4936542.0,-1633674.0,7733717.0,-8517558.0,366326.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0
1245,(주)동양에스텍,60380,2013/12,21885662.0,-309902.0,-21176638.0,22054902.0,-644203.0,-20706638.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
1246,(주)동양에스텍,60380,2014/12,3894750.0,2538561.0,-7148057.0,5780585.0,1460421.0,-7618057.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
1247,(주)동양에스텍,60380,2015/12,9899696.0,-3013588.0,-6582579.0,10726499.0,-3579913.0,-6787579.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
1248,(주)동양에스텍,60380,2016/12,674604.0,-5680116.0,5066366.0,783056.0,-13939021.0,12154780.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0
1249,(주)동양에스텍,60380,2017/12,-9357962.0,5632197.0,4399152.0,-7483554.0,4756197.0,3857718.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0
1250,(주)동양에스텍,60380,2018/12,-3552299.0,-4021308.0,7087234.0,-921904.0,-3631177.0,5295237.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1251,(주)동양에스텍,60380,2019/12,6007380.0,-6900268.0,1146726.0,11122736.0,-4017523.0,-2320552.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0
1252,(주)동우팜투테이블,88910,2011/12,13680919.0,-12315011.0,-3228280.0,,,,1.0,0.0,0.0,8.0,8.0,8.0,3.0
1253,(주)동우팜투테이블,88910,2012/12,4668625.0,-6444981.0,7382800.0,,,,1.0,0.0,1.0,8.0,8.0,8.0,2.0
1254,(주)동우팜투테이블,88910,2013/12,11378616.0,4140656.0,-736939.0,,,,1.0,1.0,0.0,8.0,8.0,8.0,0.0
1255,(주)동우팜투테이블,88910,2014/12,-526224.0,-13884301.0,1953369.0,,,,0.0,0.0,1.0,8.0,8.0,8.0,1.0
1256,(주)동우팜투테이블,88910,2015/12,3240803.0,1170169.0,-7230190.0,,,,1.0,1.0,0.0,8.0,8.0,8.0,0.0
1257,(주)동우팜투테이블,88910,2016/12,13010857.0,-6803686.0,1602500.0,,,,1.0,0.0,1.0,8.0,8.0,8.0,2.0
1258,(주)동우팜투테이블,88910,2017/12,22035616.0,-29475777.0,7945164.0,,,,1.0,0.0,1.0,8.0,8.0,8.0,2.0
1259,(주)동우팜투테이블,88910,2018/12,19537164.0,-14943008.0,-5798758.0,,,,1.0,0.0,0.0,8.0,8.0,8.0,3.0
1260,(주)동우팜투테이블,88910,2019/12,6952508.0,-2516431.0,-2686315.0,6952508.0,-2494652.0,-2686315.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
1261,(주)동운아나텍,94170,2015/12,9161849.0,-6148305.0,1043800.0,,,,1.0,0.0,1.0,8.0,8.0,8.0,2.0
1262,(주)동운아나텍,94170,2016/12,-62783.0,-1722568.0,-807448.0,,,,0.0,0.0,0.0,8.0,8.0,8.0,0.0
1263,(주)동운아나텍,94170,2017/12,326861.0,-4334796.0,2358268.0,,,,1.0,0.0,1.0,8.0,8.0,8.0,2.0
1264,(주)동운아나텍,94170,2018/12,-4240453.0,-136841.0,7572667.0,,,,0.0,0.0,1.0,8.0,8.0,8.0,1.0
1265,(주)동운아나텍,94170,2019/12,-7451057.0,7393193.0,1817812.0,,,,0.0,1.0,1.0,8.0,8.0,8.0,4.0
1266,(주)동원개발,13120,2011/12,28264726.0,11293487.0,-34997154.0,,,,1.0,1.0,0.0,8.0,8.0,8.0,0.0
1267,(주)동원개발,13120,2012/12,-4627632.0,-638000.0,29169600.0,,,,0.0,0.0,1.0,8.0,8.0,8.0,1.0
1268,(주)동원개발,13120,2013/12,-4980083.0,2541946.0,-12791081.0,,,,0.0,1.0,0.0,8.0,8.0,8.0,4.0
1269,(주)동원개발,13120,2014/12,88514442.0,6451656.0,-33927559.0,,,,1.0,1.0,0.0,8.0,8.0,8.0,0.0
1270,(주)동원개발,13120,2015/12,27353553.0,-14469271.0,-4581890.0,,,,1.0,0.0,0.0,8.0,8.0,8.0,3.0
1271,(주)동원개발,13120,2016/12,55381990.0,-44065673.0,-7679796.0,,,,1.0,0.0,0.0,8.0,8.0,8.0,3.0
1272,(주)동원개발,13120,2017/12,138759073.0,-41508170.0,-10511246.0,,,,1.0,0.0,0.0,8.0,8.0,8.0,3.0
1273,(주)동원개발,13120,2018/12,108403430.0,16111436.0,-13562673.0,,,,1.0,1.0,0.0,8.0,8.0,8.0,0.0
1274,(주)동원개발,13120,2019/12,126764362.0,25036317.0,-19940077.0,,,,1.0,1.0,0.0,8.0,8.0,8.0,0.0
1275,(주)동원에프앤비,49770,2011/12,-11955456.0,-13758214.0,27500693.0,14001168.0,-30906774.0,20495825.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
1276,(주)동원에프앤비,49770,2012/12,29216253.0,-91754364.0,68612253.0,74635289.0,-112773081.0,44874702.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0
1277,(주)동원에프앤비,49770,2013/12,75751666.0,21258535.0,-94876023.0,121224616.0,-1090209.0,-116934629.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
1278,(주)동원에프앤비,49770,2014/12,77725291.0,-7256357.0,-64085171.0,100658646.0,-20682373.0,-80886241.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
1279,(주)동원에프앤비,49770,2015/12,53544433.0,-48761415.0,-3959106.0,88054325.0,-57063535.0,-24021063.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
1280,(주)동원에프앤비,49770,2016/12,88074387.0,-21510913.0,-29599979.0,104591611.0,-54393940.0,-17356419.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
1281,(주)동원에프앤비,49770,2017/12,12135618.0,-175281571.0,149810835.0,49656141.0,-232946417.0,180102796.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0
1282,(주)동원에프앤비,49770,2018/12,47682217.0,-44819507.0,-39436740.0,26133525.0,-84325208.0,16394039.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0
1283,(주)동원에프앤비,49770,2019/12,79518848.0,-118805117.0,53850248.0,134244815.0,-159971702.0,38992003.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0
1284,(주)동일기연,32960,2011/12,13600229.0,18965394.0,-34081615.0,13782424.0,18883979.0,-34741944.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
1285,(주)동일기연,32960,2012/12,7657212.0,-2643606.0,-4089632.0,4564508.0,-4502753.0,-4089632.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
1286,(주)동일기연,32960,2013/12,8097081.0,-1595452.0,-199815.0,7630261.0,-264807.0,-199815.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
1287,(주)동일기연,32960,2014/12,8799765.0,-11952136.0,-139038.0,6891366.0,-11141893.0,310962.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0
1288,(주)동일기연,32960,2015/12,3321095.0,10683525.0,-10802406.0,1467735.0,11344188.0,-10352406.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
1289,(주)동일기연,32960,2016/12,5992449.0,-4307241.0,-1205974.0,8435431.0,-7666150.0,194026.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0
1290,(주)동일기연,32960,2017/12,1992658.0,-6738247.0,-1205292.0,2035294.0,-5957338.0,-1405292.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
1291,(주)동일기연,32960,2018/12,2160254.0,10421516.0,-8121074.0,459162.0,11475461.0,-8121074.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
1292,(주)동일기연,32960,2019/12,5908116.0,-4585896.0,-6100694.0,4681321.0,-4434817.0,-5368263.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
1293,(주)동진쎄미켐,5290,2011/12,1171915.0,-24966889.0,22181032.0,6146079.0,-62109281.0,52239114.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0
1294,(주)동진쎄미켐,5290,2012/12,25834739.0,-44843974.0,20266434.0,27001671.0,-68892810.0,38441923.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0
1295,(주)동진쎄미켐,5290,2013/12,19177400.0,-32681197.0,7788350.0,41484930.0,-57055531.0,24797311.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0
1296,(주)동진쎄미켐,5290,2014/12,18584476.0,-20114106.0,-559505.0,38134972.0,-37172931.0,-5590523.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
1297,(주)동진쎄미켐,5290,2015/12,57023832.0,-30386767.0,-13881001.0,60181673.0,-38631953.0,5749765.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0
1298,(주)동진쎄미켐,5290,2016/12,73393029.0,-36334736.0,-26706825.0,111225861.0,-69209395.0,-35420265.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
1299,(주)동진쎄미켐,5290,2017/12,78733175.0,-39764903.0,-24589238.0,81190641.0,-49350146.0,-17231888.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
1300,(주)동진쎄미켐,5290,2018/12,36888883.0,-68516370.0,21914004.0,62329884.0,-73501430.0,24588531.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0
1301,(주)동진쎄미켐,5290,2019/12,87630676.0,-57761577.0,-1795899.0,108747151.0,-80140906.0,-381857.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
1302,(주)두산,150,2011/12,183521508.0,-142459345.0,-100192201.0,299878131.0,-285564412.0,5790491.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0
1303,(주)두산,150,2012/12,207441940.0,-90911575.0,-133140934.0,282780837.0,-65220372.0,-130225446.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
1304,(주)두산,150,2013/12,231349135.0,-227561380.0,-42303034.0,383361559.0,-1138625719.0,-270131147.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
1305,(주)두산,150,2014/12,246653679.0,-168518602.0,-76477237.0,646789842.0,-610987492.0,425808870.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0
1306,(주)두산,150,2015/12,210439628.0,-67040772.0,-79548427.0,-17769699.0,-445760279.0,1113711689.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0
1307,(주)두산,150,2016/12,167166167.0,-266940200.0,89936652.0,924981103.0,1061184916.0,-2253768742.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0
1308,(주)두산,150,2017/12,203947049.0,-70053484.0,-233457727.0,677021774.0,-556021973.0,289891405.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0
1309,(주)두산,150,2018/12,80359284.0,-6131842.0,-38030376.0,1021890995.0,-943080497.0,10792259.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0
1310,(주)두산,150,2019/12,142453384.0,-311717669.0,241949673.0,784166128.0,-935836350.0,-344463697.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0
1311,(주)두산테스나,131970,2013/12,36770204.0,-25034284.0,-4568596.0,,,,1.0,0.0,0.0,8.0,8.0,8.0,3.0
1312,(주)두산테스나,131970,2014/12,22195653.0,-926181.0,-16464648.0,,,,1.0,0.0,0.0,8.0,8.0,8.0,3.0
1313,(주)두산테스나,131970,2015/12,13081602.0,-9015494.0,-9340290.0,,,,1.0,0.0,0.0,8.0,8.0,8.0,3.0
1314,(주)두산테스나,131970,2016/12,12849868.0,-3362768.0,-8636370.0,,,,1.0,0.0,0.0,8.0,8.0,8.0,3.0
1315,(주)두산테스나,131970,2017/12,21872099.0,-19752442.0,3269942.0,,,,1.0,0.0,1.0,8.0,8.0,8.0,2.0
1316,(주)두산테스나,131970,2018/12,32442348.0,-29973667.0,-439033.0,,,,1.0,0.0,0.0,8.0,8.0,8.0,3.0
1317,(주)두산테스나,131970,2019/12,43554968.0,-124817521.0,161991225.0,,,,1.0,0.0,1.0,8.0,8.0,8.0,2.0
1318,(주)두올,16740,2016/12,8496072.0,-5234615.0,-762667.0,11548160.0,-7507233.0,-1931147.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
1319,(주)두올,16740,2017/12,21389144.0,-46745703.0,22083213.0,61328664.0,-47551373.0,5365870.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0
1320,(주)두올,16740,2018/12,23325847.0,-6295183.0,-4763720.0,38958769.0,-9569145.0,-23949126.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
1321,(주)두올,16740,2019/12,12163729.0,-4545088.0,-2426895.0,21445743.0,-17131733.0,1292668.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0
1322,(주)듀오백,73190,2011/12,3323469.0,-4386379.0,-1355271.0,2453537.0,-3779977.0,-1409812.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
1323,(주)듀오백,73190,2012/12,675215.0,-99444.0,-1164506.0,767095.0,684946.0,-2355657.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0
1324,(주)듀오백,73190,2013/12,-558335.0,241074.0,-346586.0,-1024948.0,879030.0,-478045.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0
1325,(주)듀오백,73190,2014/12,-150598.0,1394818.0,0.0,-516724.0,2563289.0,-852211.0,0.0,1.0,9.0,0.0,1.0,0.0,0.0
1326,(주)듀오백,73190,2015/12,-1729285.0,1284598.0,0.0,-1870094.0,1385526.0,0.0,0.0,1.0,9.0,0.0,1.0,9.0,0.0
1327,(주)듀오백,73190,2016/12,-3909085.0,2939702.0,0.0,-4062993.0,3110779.0,0.0,0.0,1.0,9.0,0.0,1.0,9.0,0.0
1328,(주)듀오백,73190,2017/12,-81964.0,1930653.0,0.0,924.0,2139460.0,80000.0,0.0,1.0,9.0,1.0,1.0,1.0,0.0
1329,(주)듀오백,73190,2018/12,-1099208.0,-563041.0,0.0,-1563016.0,-328481.0,160000.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0
1330,(주)듀오백,73190,2019/12,-543155.0,319795.0,-325376.0,-737743.0,245823.0,-331749.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0
1331,(주)드래곤플라이,30350,2011/12,12178139.0,-16969483.0,517026.0,10467967.0,-15642062.0,517026.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0
1332,(주)드래곤플라이,30350,2012/12,9420075.0,-20757806.0,11884422.0,8869699.0,-20660374.0,11884422.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0
1333,(주)드래곤플라이,30350,2013/12,6580064.0,-8169125.0,1778795.0,5819135.0,-7453518.0,1778795.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0
1334,(주)드래곤플라이,30350,2014/12,2244250.0,-3526159.0,2903139.0,1804701.0,-3086866.0,2903139.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0
1335,(주)드래곤플라이,30350,2015/12,2116194.0,-2465099.0,-729609.0,1197869.0,-1549570.0,-729609.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
1336,(주)드래곤플라이,30350,2016/12,1666472.0,-5315058.0,7807354.0,1651247.0,-5312621.0,7807354.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0
1337,(주)드래곤플라이,30350,2017/12,-5273494.0,5089367.0,-5220666.0,,,,0.0,1.0,0.0,8.0,8.0,8.0,4.0
1338,(주)드래곤플라이,30350,2018/12,-8897284.0,39079117.0,-20395119.0,,,,0.0,1.0,0.0,8.0,8.0,8.0,4.0
1339,(주)드래곤플라이,30350,2019/12,-1488095.0,-1941991.0,-776067.0,-1577761.0,-1380321.0,-776067.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1340,(주)드림시큐리티,203650,2014/12,,,,,,,8.0,8.0,8.0,8.0,8.0,8.0,0.0
1341,(주)드림시큐리티,203650,2015/12,,,,,,,8.0,8.0,8.0,8.0,8.0,8.0,0.0
1342,(주)드림시큐리티,203650,2016/12,,,,,,,8.0,8.0,8.0,8.0,8.0,8.0,0.0
1343,(주)드림시큐리티,203650,2017/12,-1542355.0,6722457.0,-4681528.0,-648654.0,6894184.0,-4956528.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0
1344,(주)드림시큐리티,203650,2018/12,3031248.0,-789142.0,0.0,3163415.0,-1082551.0,-300000.0,1.0,0.0,9.0,1.0,0.0,0.0,0.0
1345,(주)드림시큐리티,203650,2019/12,3227624.0,-54250587.0,47861384.0,2341753.0,-53011317.0,47494159.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0
1346,(주)드림어스컴퍼니,60570,2011/12,-6102932.0,3364299.0,4044130.0,-6449588.0,5600414.0,2174089.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0
1347,(주)드림어스컴퍼니,60570,2012/12,-7301403.0,8954287.0,-12030253.0,-16437886.0,23618566.0,-13271864.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0
1348,(주)드림어스컴퍼니,60570,2013/12,4423275.0,-1023787.0,-2559994.0,-1643167.0,73000.0,-2559994.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0
1349,(주)드림어스컴퍼니,60570,2014/12,-7627832.0,-1193528.0,28386519.0,-7521157.0,-1200408.0,28386519.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
