회사명,거래소코드,회계년도,매출액(수익)(요약)(IFRS)(백만원),매출원가(요약)(IFRS)(백만원),매출액(수익)(요약)(IFRS연결)(백만원),매출원가(요약)(IFRS연결)(백만원),통계청 한국표준산업분류 10차(소분류)
아이에스동서(주),010780,2019/12,789732,616942,964112,735161,"  내화, 비내화 요업제품 제조업"
아이에스동서(주),010780,2020/12,931924,662690,1200413,856885,"  내화, 비내화 요업제품 제조업"
아이진(주),185490,2015/12,108,0,,,  자연과학 및 공학 연구개발업
아이진(주),185490,2016/12,267,0,,,  자연과학 및 공학 연구개발업
아이진(주),185490,2017/12,301,204,,,  자연과학 및 공학 연구개발업
아이진(주),185490,2018/12,2035,1273,,,  자연과학 및 공학 연구개발업
아이진(주),185490,2019/12,4245,2308,4245,2308,  자연과학 및 공학 연구개발업
아이진(주),185490,2020/12,3363,1810,3363,1810,  자연과학 및 공학 연구개발업
아이큐어(주),175250,2018/12,30315,19893,33320,22045,  의약품 제조업
아이큐어(주),175250,2019/12,41074,25322,60922,42712,  의약품 제조업
아이큐어(주),175250,2020/12,48874,40715,90144,72047,  의약품 제조업
아이크래프트(주),052460,2005/12,,,,,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업"
아이크래프트(주),052460,2006/12,,,,,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업"
아이크래프트(주),052460,2007/12,83408,66496,,,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업"
아이크래프트(주),052460,2008/12,60615,56266,,,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업"
아이크래프트(주),052460,2009/12,34579,32105,,,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업"
아이크래프트(주),052460,2010/12,44183,37640,,,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업"
아이크래프트(주),052460,2011/12,48631,40948,,,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업"
아이크래프트(주),052460,2012/12,60036,47296,,,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업"
아이크래프트(주),052460,2013/12,52159,42908,52171,42790,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업"
아이크래프트(주),052460,2014/12,53358,43996,53407,43101,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업"
아이크래프트(주),052460,2015/12,68026,55641,68367,55044,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업"
아이크래프트(주),052460,2016/12,79343,65093,79856,64273,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업"
아이크래프트(주),052460,2017/12,90680,77029,92532,77080,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업"
아이크래프트(주),052460,2018/12,67530,55948,73150,60092,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업"
아이크래프트(주),052460,2019/12,64937,52139,73758,58880,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업"
아이크래프트(주),052460,2020/12,80545,66294,96284,78271,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업"
아이텍(주),119830,2010/12,21915,15966,,,"  그 외 기타 전문, 과학 및 기술 서비스업"
아이텍(주),119830,2011/12,23767,19218,,,"  그 외 기타 전문, 과학 및 기술 서비스업"
아이텍(주),119830,2012/12,21429,20016,,,"  그 외 기타 전문, 과학 및 기술 서비스업"
아이텍(주),119830,2013/12,22200,19267,,,"  그 외 기타 전문, 과학 및 기술 서비스업"
아이텍(주),119830,2014/12,24416,21450,,,"  그 외 기타 전문, 과학 및 기술 서비스업"
아이텍(주),119830,2015/12,22954,22044,,,"  그 외 기타 전문, 과학 및 기술 서비스업"
아이텍(주),119830,2016/12,25780,21329,,,"  그 외 기타 전문, 과학 및 기술 서비스업"
아이텍(주),119830,2017/12,25848,20894,,,"  그 외 기타 전문, 과학 및 기술 서비스업"
아이텍(주),119830,2018/12,30905,25413,30905,25413,"  그 외 기타 전문, 과학 및 기술 서비스업"
아이텍(주),119830,2019/12,40942,31795,47026,38139,"  그 외 기타 전문, 과학 및 기술 서비스업"
아이텍(주),119830,2020/12,40122,31769,45569,37448,"  그 외 기타 전문, 과학 및 기술 서비스업"
아진산업(주),013310,2015/12,130823,90431,337731,267966,  자동차 신품 부품 제조업
아진산업(주),013310,2016/12,150087,118471,505966,417965,  자동차 신품 부품 제조업
아진산업(주),013310,2017/12,128150,99673,427927,360016,  자동차 신품 부품 제조업
아진산업(주),013310,2018/12,216584,188738,396945,343890,  자동차 신품 부품 제조업
아진산업(주),013310,2019/12,277655,230368,440798,368725,  자동차 신품 부품 제조업
아진산업(주),013310,2020/12,263541,222607,440704,380596,  자동차 신품 부품 제조업
안국약품(주),001540,2000/12,,,,,  의약품 제조업
안국약품(주),001540,2001/12,,,,,  의약품 제조업
안국약품(주),001540,2002/12,,,,,  의약품 제조업
안국약품(주),001540,2003/12,,,,,  의약품 제조업
안국약품(주),001540,2004/12,,,,,  의약품 제조업
안국약품(주),001540,2005/12,,,,,  의약품 제조업
안국약품(주),001540,2006/12,,,,,  의약품 제조업
안국약품(주),001540,2007/12,64128,21121,,,  의약품 제조업
안국약품(주),001540,2008/12,75910,25150,,,  의약품 제조업
안국약품(주),001540,2009/12,100530,37506,,,  의약품 제조업
안국약품(주),001540,2010/12,108204,44685,112796,46801,  의약품 제조업
안국약품(주),001540,2011/12,121222,60720,129946,64953,  의약품 제조업
안국약품(주),001540,2012/12,130954,74316,140828,78859,  의약품 제조업
안국약품(주),001540,2013/12,139102,78506,154100,85175,  의약품 제조업
안국약품(주),001540,2014/12,164231,96281,167936,98163,  의약품 제조업
안국약품(주),001540,2015/12,195231,114542,197736,116626,  의약품 제조업
안국약품(주),001540,2016/12,171294,101398,174002,103616,  의약품 제조업
안국약품(주),001540,2017/12,178850,88175,183600,91423,  의약품 제조업
안국약품(주),001540,2018/12,180053,83909,185746,87959,  의약품 제조업
안국약품(주),001540,2019/12,149280,72789,155852,77858,  의약품 제조업
안국약품(주),001540,2020/12,131884,51094,143364,58471,  의약품 제조업
알리코제약(주),260660,2018/12,95338,36457,,,  의료용품 및 기타 의약 관련제품 제조업
알리코제약(주),260660,2019/12,115793,42323,,,  의료용품 및 기타 의약 관련제품 제조업
알리코제약(주),260660,2020/12,124809,45001,,,  의료용품 및 기타 의약 관련제품 제조업
알서포트(주),131370,2011/12,,,,,  소프트웨어 개발 및 공급업
알서포트(주),131370,2012/12,,,,,  소프트웨어 개발 및 공급업
알서포트(주),131370,2013/12,21001,0,21512,0,  소프트웨어 개발 및 공급업
알서포트(주),131370,2014/12,16373,0,20749,0,  소프트웨어 개발 및 공급업
알서포트(주),131370,2015/12,15417,0,18531,0,  소프트웨어 개발 및 공급업
알서포트(주),131370,2016/12,18239,0,21431,0,  소프트웨어 개발 및 공급업
알서포트(주),131370,2017/12,19642,0,23077,0,  소프트웨어 개발 및 공급업
알서포트(주),131370,2018/12,21402,0,24705,0,  소프트웨어 개발 및 공급업
알서포트(주),131370,2019/12,23291,0,28487,0,  소프트웨어 개발 및 공급업
알서포트(주),131370,2020/12,36459,0,46357,0,  소프트웨어 개발 및 공급업
알에스오토메이션(주),140670,2017/12,81354,68240,87447,73802,  전자부품 제조업
알에스오토메이션(주),140670,2018/12,91178,79880,98664,86695,  전자부품 제조업
알에스오토메이션(주),140670,2019/12,75826,65720,82170,71515,  전자부품 제조업
알에스오토메이션(주),140670,2020/12,93256,83997,98750,89080,  전자부품 제조업
알에프머트리얼즈(주),327260,2019/12,16211,12008,,,  전자부품 제조업
알에프머트리얼즈(주),327260,2020/12,10327,9318,18213,15555,  전자부품 제조업
알에프에이치아이씨(주),218410,2015/12,,,,,  통신 및 방송 장비 제조업
알에프에이치아이씨(주),218410,2016/12,,,,,  통신 및 방송 장비 제조업
알에프에이치아이씨(주),218410,2017/12,60032,40405,62055,41045,  통신 및 방송 장비 제조업
알에프에이치아이씨(주),218410,2018/12,97868,59917,108101,61430,  통신 및 방송 장비 제조업
알에프에이치아이씨(주),218410,2019/12,99144,64368,107769,68222,  통신 및 방송 장비 제조업
알에프에이치아이씨(주),218410,2020/12,54484,38283,70452,50212,  통신 및 방송 장비 제조업
압타바이오(주),293780,2019/12,1019,0,,,  자연과학 및 공학 연구개발업
압타바이오(주),293780,2020/12,341,0,,,  자연과학 및 공학 연구개발업
애경산업(주),018250,2018/12,697333,345641,699584,344614,  기타 화학제품 제조업
애경산업(주),018250,2019/12,698096,361106,701337,361453,  기타 화학제품 제조업
애경산업(주),018250,2020/12,583711,327874,588136,330249,  기타 화학제품 제조업
애경케미칼(주),161000,2012/12,320523,299285,413888,388756,  기초 화학물질 제조업
애경케미칼(주),161000,2013/12,975935,894515,1176144,1092886,  기초 화학물질 제조업
애경케미칼(주),161000,2014/12,944153,858007,1161070,1068457,  기초 화학물질 제조업
애경케미칼(주),161000,2015/12,746340,673314,912105,833492,  기초 화학물질 제조업
애경케미칼(주),161000,2016/12,725561,605207,867743,740446,  기초 화학물질 제조업
애경케미칼(주),161000,2017/12,784132,659779,959818,828737,  기초 화학물질 제조업
애경케미칼(주),161000,2018/12,863421,769567,1031358,932562,  기초 화학물질 제조업
애경케미칼(주),161000,2019/12,807463,718335,1017022,921269,  기초 화학물질 제조업
애경케미칼(주),161000,2020/12,718100,620407,908852,802639,  기초 화학물질 제조업
애니젠(주),196300,2016/12,4177,2668,,,  기초 의약물질 및 생물학적 제제 제조업
애니젠(주),196300,2017/12,4552,2220,,,  기초 의약물질 및 생물학적 제제 제조업
애니젠(주),196300,2018/12,4114,5198,,,  기초 의약물질 및 생물학적 제제 제조업
애니젠(주),196300,2019/12,6277,4468,,,  기초 의약물질 및 생물학적 제제 제조업
애니젠(주),196300,2020/12,8516,4763,,,  기초 의약물질 및 생물학적 제제 제조업
애머릿지코퍼레이션,900100,2010/12,62728,55167,88802,78404,  자동차 부품 및 내장품 판매업
애머릿지코퍼레이션,900100,2011/12,82430,74015,109731,99433,  자동차 부품 및 내장품 판매업
애머릿지코퍼레이션,900100,2012/12,65778,59079,93047,81546,  자동차 부품 및 내장품 판매업
애머릿지코퍼레이션,900100,2013/12,48257,42831,69957,59849,  자동차 부품 및 내장품 판매업
애머릿지코퍼레이션,900100,2014/12,52787,45133,66180,55372,  자동차 부품 및 내장품 판매업
애머릿지코퍼레이션,900100,2015/12,60557,54282,74093,65399,  자동차 부품 및 내장품 판매업
애머릿지코퍼레이션,900100,2016/12,42661,37636,61683,56294,  자동차 부품 및 내장품 판매업
애머릿지코퍼레이션,900100,2017/12,37320,34817,37592,35402,  자동차 부품 및 내장품 판매업
애머릿지코퍼레이션,900100,2018/12,26074,19345,27003,19826,  자동차 부품 및 내장품 판매업
애머릿지코퍼레이션,900100,2019/12,21819,11492,39830,19541,  자동차 부품 및 내장품 판매업
애머릿지코퍼레이션,900100,2020/12,29220,13364,74152,43843,  자동차 부품 및 내장품 판매업
앱클론(주),174900,2017/12,3532,1523,,,  의료용품 및 기타 의약 관련제품 제조업
앱클론(주),174900,2018/12,3921,1655,,,  의료용품 및 기타 의약 관련제품 제조업
앱클론(주),174900,2019/12,14375,1376,,,  의료용품 및 기타 의약 관련제품 제조업
앱클론(주),174900,2020/12,2771,1558,,,  의료용품 및 기타 의약 관련제품 제조업
어보브반도체(주),102120,2009/12,34693,28346,,,  반도체 제조업
어보브반도체(주),102120,2010/12,50554,40658,51175,40228,  반도체 제조업
어보브반도체(주),102120,2011/12,47812,40554,67906,55116,  반도체 제조업
어보브반도체(주),102120,2012/12,54907,44862,73675,57032,  반도체 제조업
어보브반도체(주),102120,2013/12,87521,68374,88349,67303,  반도체 제조업
어보브반도체(주),102120,2014/12,88539,70409,92017,71067,  반도체 제조업
어보브반도체(주),102120,2015/12,93909,74526,96919,74285,  반도체 제조업
어보브반도체(주),102120,2016/12,99524,78646,103201,78872,  반도체 제조업
어보브반도체(주),102120,2017/12,103292,80991,105824,80717,  반도체 제조업
어보브반도체(주),102120,2018/12,104878,82176,109543,83469,  반도체 제조업
어보브반도체(주),102120,2019/12,124723,90783,126806,89398,  반도체 제조업
어보브반도체(주),102120,2020/12,137877,103163,144190,103300,  반도체 제조업
에스넷시스템(주),038680,2000/12,,,,,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업"
에스넷시스템(주),038680,2001/12,,,,,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업"
에스넷시스템(주),038680,2002/12,,,,,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업"
에스넷시스템(주),038680,2003/12,,,,,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업"
에스넷시스템(주),038680,2004/12,,,,,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업"
에스넷시스템(주),038680,2005/12,,,,,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업"
에스넷시스템(주),038680,2006/12,,,,,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업"
에스넷시스템(주),038680,2007/12,83396,73152,107821,89866,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업"
에스넷시스템(주),038680,2008/12,82372,73509,110234,94159,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업"
에스넷시스템(주),038680,2009/12,82321,73115,114301,97503,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업"
에스넷시스템(주),038680,2010/12,101722,91498,144787,125113,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업"
에스넷시스템(주),038680,2011/12,124598,111835,169359,147124,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업"
에스넷시스템(주),038680,2012/12,92165,81473,141833,121054,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업"
에스넷시스템(주),038680,2013/12,133637,118848,188808,163062,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업"
에스넷시스템(주),038680,2014/12,132547,117993,217651,188228,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업"
에스넷시스템(주),038680,2015/12,116935,107132,197936,176304,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업"
에스넷시스템(주),038680,2016/12,109164,100600,209358,187090,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업"
에스넷시스템(주),038680,2017/12,121734,109040,213418,187090,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업"
에스넷시스템(주),038680,2018/12,165494,142535,270809,234148,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업"
에스넷시스템(주),038680,2019/12,176443,155044,316779,276982,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업"
에스넷시스템(주),038680,2020/12,203011,181767,326487,287122,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업"
에스디엔(주),099220,2009/12,100552,87330,91427,79045,  기계장비 및 관련 물품 도매업
에스디엔(주),099220,2010/12,115543,94115,104246,82833,  기계장비 및 관련 물품 도매업
에스디엔(주),099220,2011/12,149383,123472,150018,123860,  기계장비 및 관련 물품 도매업
에스디엔(주),099220,2012/12,29810,26848,29662,27048,  기계장비 및 관련 물품 도매업
에스디엔(주),099220,2013/12,39149,26985,39843,27409,  기계장비 및 관련 물품 도매업
에스디엔(주),099220,2014/12,41982,31278,42295,31459,  기계장비 및 관련 물품 도매업
에스디엔(주),099220,2015/12,47165,31584,48182,32061,  기계장비 및 관련 물품 도매업
에스디엔(주),099220,2016/12,34268,23828,36207,24715,  기계장비 및 관련 물품 도매업
에스디엔(주),099220,2017/12,50699,37009,52642,37900,  기계장비 및 관련 물품 도매업
에스디엔(주),099220,2018/12,58916,44451,60887,45350,  기계장비 및 관련 물품 도매업
에스디엔(주),099220,2019/12,62982,46973,65024,47683,  기계장비 및 관련 물품 도매업
에스디엔(주),099220,2020/12,78730,65156,80001,64657,  기계장비 및 관련 물품 도매업
에스맥(주),097780,2008/12,142015,129827,146170,133351,  자동차 신품 부품 제조업
에스맥(주),097780,2009/12,143156,139963,148210,142363,  자동차 신품 부품 제조업
에스맥(주),097780,2010/12,205319,188249,221483,200438,  자동차 신품 부품 제조업
에스맥(주),097780,2011/12,470009,427106,446499,396406,  자동차 신품 부품 제조업
에스맥(주),097780,2012/12,448138,411094,485404,435521,  자동차 신품 부품 제조업
에스맥(주),097780,2013/12,547801,492368,556456,489965,  자동차 신품 부품 제조업
에스맥(주),097780,2014/12,275786,272177,234948,224162,  자동차 신품 부품 제조업
에스맥(주),097780,2015/12,220073,220892,199648,212723,  자동차 신품 부품 제조업
에스맥(주),097780,2016/12,111542,103212,139482,133339,  자동차 신품 부품 제조업
에스맥(주),097780,2017/12,118508,106878,168218,144634,  자동차 신품 부품 제조업
에스맥(주),097780,2018/12,83404,66815,141386,113561,  자동차 신품 부품 제조업
에스맥(주),097780,2019/12,74766,60609,168040,140389,  자동차 신품 부품 제조업
에스맥(주),097780,2020/12,97622,88698,216346,182197,  자동차 신품 부품 제조업
에스비더블유생명과학(주),151910,2012/12,96810,85491,132053,116197,  전자부품 제조업
에스비더블유생명과학(주),151910,2013/12,216007,201309,230467,210122,  전자부품 제조업
에스비더블유생명과학(주),151910,2014/12,172379,160285,189046,170929,  전자부품 제조업
에스비더블유생명과학(주),151910,2015/12,85989,88042,90289,88851,  전자부품 제조업
에스비더블유생명과학(주),151910,2016/12,39712,67030,39675,66486,  전자부품 제조업
에스비더블유생명과학(주),151910,2017/12,31351,46019,35770,47030,  전자부품 제조업
에스비더블유생명과학(주),151910,2018/12,58999,59456,61102,60030,  전자부품 제조업
에스비더블유생명과학(주),151910,2019/12,48803,53259,52623,56349,  전자부품 제조업
에스비더블유생명과학(주),151910,2020/12,39906,36523,56967,50728,  전자부품 제조업
에스비아이핀테크솔루션즈(주),950110,2013/03,26972,5010,63824,35995,  소프트웨어 개발 및 공급업
에스비아이핀테크솔루션즈(주),950110,2014/03,17441,4617,53060,36270,  소프트웨어 개발 및 공급업
에스비아이핀테크솔루션즈(주),950110,2015/03,16480,4342,58335,41752,  소프트웨어 개발 및 공급업
에스비아이핀테크솔루션즈(주),950110,2016/03,16925,4898,68959,49818,  소프트웨어 개발 및 공급업
에스비아이핀테크솔루션즈(주),950110,2017/03,21419,6307,85693,62965,  소프트웨어 개발 및 공급업
에스비아이핀테크솔루션즈(주),950110,2018/03,23744,7112,130428,79602,  소프트웨어 개발 및 공급업
에스비아이핀테크솔루션즈(주),950110,2019/03,21437,7575,78810,22435,  소프트웨어 개발 및 공급업
에스비아이핀테크솔루션즈(주),950110,2020/03,30566,7816,94661,26316,  소프트웨어 개발 및 공급업
에스씨아이평가정보(주),036120,2000/12,,,,,  기타 정보 서비스업
에스씨아이평가정보(주),036120,2001/12,,,,,  기타 정보 서비스업
에스씨아이평가정보(주),036120,2002/12,,,,,  기타 정보 서비스업
에스씨아이평가정보(주),036120,2003/12,,,,,  기타 정보 서비스업
에스씨아이평가정보(주),036120,2004/12,,,,,  기타 정보 서비스업
에스씨아이평가정보(주),036120,2005/12,,,,,  기타 정보 서비스업
에스씨아이평가정보(주),036120,2006/12,,,,,  기타 정보 서비스업
에스씨아이평가정보(주),036120,2007/12,32491,16167,,,  기타 정보 서비스업
에스씨아이평가정보(주),036120,2008/12,36068,0,,,  기타 정보 서비스업
에스씨아이평가정보(주),036120,2009/12,39424,0,,,  기타 정보 서비스업
에스씨아이평가정보(주),036120,2010/12,41166,0,,,  기타 정보 서비스업
에스씨아이평가정보(주),036120,2011/12,40797,0,,,  기타 정보 서비스업
에스씨아이평가정보(주),036120,2012/12,36756,0,,,  기타 정보 서비스업
에스씨아이평가정보(주),036120,2013/12,37028,0,,,  기타 정보 서비스업
에스씨아이평가정보(주),036120,2014/12,36917,0,,,  기타 정보 서비스업
에스씨아이평가정보(주),036120,2015/12,35888,0,,,  기타 정보 서비스업
에스씨아이평가정보(주),036120,2016/12,33945,0,35281,0,  기타 정보 서비스업
에스씨아이평가정보(주),036120,2017/12,39916,0,42769,0,  기타 정보 서비스업
에스씨아이평가정보(주),036120,2018/12,46528,0,49864,0,  기타 정보 서비스업
에스씨아이평가정보(주),036120,2019/12,48709,0,52570,0,  기타 정보 서비스업
에스씨아이평가정보(주),036120,2020/12,47301,0,50926,0,  기타 정보 서비스업
에스씨엠생명과학(주),298060,2020/12,320,43,,,  의약품 제조업
에스엔유프리시젼(주),080000,2005/12,,,,,  특수 목적용 기계 제조업
에스엔유프리시젼(주),080000,2006/12,,,,,  특수 목적용 기계 제조업
에스엔유프리시젼(주),080000,2007/12,18481,17095,24018,22788,  특수 목적용 기계 제조업
에스엔유프리시젼(주),080000,2008/12,71804,52848,86715,63399,  특수 목적용 기계 제조업
에스엔유프리시젼(주),080000,2009/12,34023,26821,,,  특수 목적용 기계 제조업
에스엔유프리시젼(주),080000,2010/12,87031,67493,,,  특수 목적용 기계 제조업
에스엔유프리시젼(주),080000,2011/12,77413,72174,,,  특수 목적용 기계 제조업
에스엔유프리시젼(주),080000,2012/12,44216,44160,,,  특수 목적용 기계 제조업
에스엔유프리시젼(주),080000,2013/12,101386,66956,,,  특수 목적용 기계 제조업
에스엔유프리시젼(주),080000,2014/12,83360,73753,,,  특수 목적용 기계 제조업
에스엔유프리시젼(주),080000,2015/12,70032,51233,,,  특수 목적용 기계 제조업
에스엔유프리시젼(주),080000,2016/12,57863,56760,,,  특수 목적용 기계 제조업
에스엔유프리시젼(주),080000,2017/12,116216,91302,,,  특수 목적용 기계 제조업
에스엔유프리시젼(주),080000,2018/12,82551,57969,82573,58060,  특수 목적용 기계 제조업
에스엔유프리시젼(주),080000,2019/12,64233,46253,64349,45866,  특수 목적용 기계 제조업
에스엔유프리시젼(주),080000,2020/12,101697,85275,101854,85056,  특수 목적용 기계 제조업
에스엔케이폴리텍(주),091340,2007/12,14614,8006,,,  전자부품 제조업
에스엔케이폴리텍(주),091340,2008/12,15267,8067,,,  전자부품 제조업
에스엔케이폴리텍(주),091340,2009/12,14559,8230,,,  전자부품 제조업
에스엔케이폴리텍(주),091340,2010/12,20311,12054,,,  전자부품 제조업
에스엔케이폴리텍(주),091340,2011/12,15603,10820,,,  전자부품 제조업
에스엔케이폴리텍(주),091340,2012/12,14053,11265,,,  전자부품 제조업
에스엔케이폴리텍(주),091340,2013/12,13466,10994,15923,12584,  전자부품 제조업
에스엔케이폴리텍(주),091340,2014/12,21634,14391,22478,14925,  전자부품 제조업
에스엔케이폴리텍(주),091340,2015/12,23670,15031,25585,16217,  전자부품 제조업
에스엔케이폴리텍(주),091340,2016/12,30431,22115,63431,51085,  전자부품 제조업
에스엔케이폴리텍(주),091340,2017/12,23928,18812,178587,153334,  전자부품 제조업
에스엔케이폴리텍(주),091340,2018/12,20918,16991,282148,234706,  전자부품 제조업
에스엔케이폴리텍(주),091340,2019/12,25934,19088,338044,275324,  전자부품 제조업
에스엔케이폴리텍(주),091340,2020/12,17608,16709,254973,218463,  전자부품 제조업
에스엘(주),005850,2000/03,,,,,  자동차 신품 부품 제조업
에스엘(주),005850,2001/03,,,,,  자동차 신품 부품 제조업
에스엘(주),005850,2002/03,,,,,  자동차 신품 부품 제조업
에스엘(주),005850,2003/03,,,,,  자동차 신품 부품 제조업
에스엘(주),005850,2004/03,,,,,  자동차 신품 부품 제조업
에스엘(주),005850,2005/03,,,,,  자동차 신품 부품 제조업
에스엘(주),005850,2006/03,,,,,  자동차 신품 부품 제조업
에스엘(주),005850,2007/03,286248,256719,880568,789990,  자동차 신품 부품 제조업
에스엘(주),005850,2008/03,327038,282420,774878,689774,  자동차 신품 부품 제조업
에스엘(주),005850,2009/03,321606,272359,868987,773467,  자동차 신품 부품 제조업
에스엘(주),005850,2010/03,353467,303774,984124,829803,  자동차 신품 부품 제조업
에스엘(주),005850,2011/03,525579,453374,966091,818457,  자동차 신품 부품 제조업
에스엘(주),005850,2012/12,578105,520508,1162487,1018012,  자동차 신품 부품 제조업
에스엘(주),005850,2013/12,577338,518485,1241661,1119351,  자동차 신품 부품 제조업
에스엘(주),005850,2014/12,561760,491296,1359380,1209538,  자동차 신품 부품 제조업
에스엘(주),005850,2015/12,593584,507943,1395133,1219126,  자동차 신품 부품 제조업
에스엘(주),005850,2016/12,638837,552211,1620581,1403824,  자동차 신품 부품 제조업
에스엘(주),005850,2017/12,720851,640014,1489428,1321407,  자동차 신품 부품 제조업
에스엘(주),005850,2018/12,735140,677094,1598634,1465522,  자동차 신품 부품 제조업
에스엘(주),005850,2019/12,1407091,1283281,2262212,2052544,  자동차 신품 부품 제조업
에스엘(주),005850,2020/12,1739395,1550864,2505017,2250232,  자동차 신품 부품 제조업
에스와이(주),109610,2015/12,165624,147863,261725,227323,"  구조용 금속제품, 탱크 및 증기발생기 제조업"
에스와이(주),109610,2016/12,181798,166155,306117,270335,"  구조용 금속제품, 탱크 및 증기발생기 제조업"
에스와이(주),109610,2017/12,298642,275458,393503,348807,"  구조용 금속제품, 탱크 및 증기발생기 제조업"
에스와이(주),109610,2018/12,343028,315311,419929,375258,"  구조용 금속제품, 탱크 및 증기발생기 제조업"
에스와이(주),109610,2019/12,294915,280347,380109,350995,"  구조용 금속제품, 탱크 및 증기발생기 제조업"
에스와이(주),109610,2020/12,224937,209006,310073,290314,"  구조용 금속제품, 탱크 및 증기발생기 제조업"
에스지씨에너지(주),005090,2000/12,,,,,  전기업
에스지씨에너지(주),005090,2001/12,,,,,  전기업
에스지씨에너지(주),005090,2002/12,,,,,  전기업
에스지씨에너지(주),005090,2003/12,,,,,  전기업
에스지씨에너지(주),005090,2004/12,,,,,  전기업
에스지씨에너지(주),005090,2005/12,,,,,  전기업
에스지씨에너지(주),005090,2006/12,,,,,  전기업
에스지씨에너지(주),005090,2007/12,200296,170515,640022,563404,  전기업
에스지씨에너지(주),005090,2008/12,226742,195691,967804,859038,  전기업
에스지씨에너지(주),005090,2009/12,242480,198526,892208,780680,  전기업
에스지씨에너지(주),005090,2010/12,261603,221904,,,  전기업
에스지씨에너지(주),005090,2011/12,280724,246350,,,  전기업
에스지씨에너지(주),005090,2012/12,285221,249621,,,  전기업
에스지씨에너지(주),005090,2013/12,288199,249325,290032,251096,  전기업
에스지씨에너지(주),005090,2014/12,283830,249815,297812,261132,  전기업
에스지씨에너지(주),005090,2015/12,296449,251172,310295,263765,  전기업
에스지씨에너지(주),005090,2016/12,278127,245657,297459,263196,  전기업
에스지씨에너지(주),005090,2017/12,310928,300996,319961,305346,  전기업
에스지씨에너지(주),005090,2018/12,335600,337803,346781,344670,  전기업
에스지씨에너지(주),005090,2019/12,273590,249748,284245,253885,  전기업
에스지씨에너지(주),005090,2020/12,69991,63338,106548,93009,  전기업
에스지씨이테크건설(주),016250,2000/12,,,,,  건물 건설업
에스지씨이테크건설(주),016250,2001/12,,,,,  건물 건설업
에스지씨이테크건설(주),016250,2002/12,,,,,  건물 건설업
에스지씨이테크건설(주),016250,2003/12,,,,,  건물 건설업
에스지씨이테크건설(주),016250,2004/12,,,,,  건물 건설업
에스지씨이테크건설(주),016250,2005/12,,,,,  건물 건설업
에스지씨이테크건설(주),016250,2006/12,,,,,  건물 건설업
에스지씨이테크건설(주),016250,2007/12,440006,393181,439887,393062,  건물 건설업
에스지씨이테크건설(주),016250,2008/12,692472,642810,741291,663559,  건물 건설업
에스지씨이테크건설(주),016250,2009/12,582248,545279,651215,583394,  건물 건설업
에스지씨이테크건설(주),016250,2010/12,663877,615610,666755,616139,  건물 건설업
에스지씨이테크건설(주),016250,2011/12,670297,606441,699060,631595,  건물 건설업
에스지씨이테크건설(주),016250,2012/12,695595,636988,785542,724385,  건물 건설업
에스지씨이테크건설(주),016250,2013/12,504101,489979,667502,619175,  건물 건설업
에스지씨이테크건설(주),016250,2014/12,677699,629208,877234,766659,  건물 건설업
에스지씨이테크건설(주),016250,2015/12,788563,717590,1100688,956070,  건물 건설업
에스지씨이테크건설(주),016250,2016/12,843579,777892,1191570,1050365,  건물 건설업
에스지씨이테크건설(주),016250,2017/12,841221,781659,1465751,1272387,  건물 건설업
