,회사명,거래소코드,회계년도,[제조]자본(*)(IFRS연결),[제조]당기순이익(손실)(IFRS연결),[제조]자본(*)(IFRS),[제조]당기순이익(손실)(IFRS),[제조]자본(*)(IFRS연결2),[제조]자본(*)(IFRS2),자기자본순이익률(개별),자기자본순이익률(연결)
11344,두산밥캣(주),241560,2019/12,3979066276.0,272115865.0,3035480646.0,110633425.0,3739603088.0,3035937407.0,0.036444014902032314,0.07050849107986225
11346,두산에너빌리티(주),34020,2011/12,4796928019.0,261695342.0,3644681757.0,171582246.0,5176204214.0,3575209219.0,0.047530425755836235,0.052480070630985684
11347,두산에너빌리티(주),34020,2012/12,4509579244.0,14732131.0,3289451489.0,-205978994.0,4796928019.0,3644681757.0,-0.05941016322950538,0.003165984957336405
11348,두산에너빌리티(주),34020,2013/12,7911794202.0,18662826.0,4476769288.0,438036868.0,4509579244.0,3289451489.0,0.11280566972735702,0.0030049536923004126
11349,두산에너빌리티(주),34020,2014/12,7677001720.0,-85475347.0,4740588535.0,-48323274.0,7911794202.0,4476769288.0,-0.01048527678494141,-0.01096625389512877
11350,두산에너빌리티(주),34020,2015/12,7026107672.0,-1750899330.0,4473991620.0,-451146064.0,7677001720.0,4740588535.0,-0.09792004766602413,-0.23816721801072485
11351,두산에너빌리티(주),34020,2016/12,6822830916.0,-215524786.0,4292042700.0,-231494535.0,7026107672.0,4473991620.0,-0.05281625112323311,-0.03112509809044147
11352,두산에너빌리티(주),34020,2017/12,6565948060.0,-109688011.0,4468202370.0,15779777.0,6822830916.0,4292042700.0,0.0036025880266840524,-0.01638506561302129
11353,두산에너빌리티(주),34020,2018/12,6218429560.0,-421725112.0,3940657026.0,-725087511.0,6565948060.0,4468202370.0,-0.17245799384989502,-0.0659750712213396
11354,두산에너빌리티(주),34020,2019/12,6201992985.0,-104367151.0,3440707384.0,-495190677.0,6218429560.0,3940657026.0,-0.13417320958416143,-0.016805732755366575
11355,두산퓨얼셀(주),336260,2019/12,,,166770553.0,11870980.0,,,,
11357,디씨엠(주),24090,2011/12,138698000.0,16556000.0,126880000.0,15125000.0,126344000.0,115585000.0,0.12476027467881963,0.1249311429886584
11358,디씨엠(주),24090,2012/12,142963916.0,11283887.0,132881413.0,12728175.0,138698000.0,126880000.0,0.09799896645927161,0.08012362594309697
11359,디씨엠(주),24090,2013/12,138672773.0,2798492.0,128993827.0,3348150.0,142963916.0,132881413.0,0.02557057322410473,0.0198730641944168
11360,디씨엠(주),24090,2014/12,135568250.0,185144.0,126457641.0,666720.0,138672773.0,128993827.0,0.005219934770545143,0.0013502283354594983
11361,디씨엠(주),24090,2015/12,138579003.0,4452084.0,129571602.0,4492695.0,135568250.0,126457641.0,0.0350951707496944,0.032479508375741414
11362,디씨엠(주),24090,2016/12,154457549.0,20833743.0,140835247.0,16453210.0,138579003.0,129571602.0,0.1216922578762049,0.14219211124214975
11363,디씨엠(주),24090,2017/12,161146623.0,14057199.0,146442930.0,12349438.0,154457549.0,140835247.0,0.08597546899637977,0.08908119883789116
11364,디씨엠(주),24090,2018/12,162831751.0,7187522.0,147571666.0,6190140.0,161146623.0,146442930.0,0.042107705428338665,0.04437038133909518
11365,디씨엠(주),24090,2019/12,,,174718658.0,23461524.0,162831751.0,147571666.0,0.14559248139264647,
11367,디아이동일(주),1530,2011/12,586403450.0,17392359.0,488396058.0,1236180.0,587821169.0,501880464.0,0.002496635985074884,0.02962356387113018
11368,디아이동일(주),1530,2012/12,561109541.0,-5288493.0,472189371.0,-9301642.0,586403450.0,488396058.0,-0.01936661065051404,-0.00921731264304266
11369,디아이동일(주),1530,2013/12,568538802.0,14777664.0,475402207.0,2193130.0,561109541.0,472189371.0,0.004628850764226611,0.026163299564101603
11370,디아이동일(주),1530,2014/12,560754767.0,4214217.0,449118703.0,-19884706.0,568538802.0,475402207.0,-0.04301623854024026,0.007463457006545656
11371,디아이동일(주),1530,2015/12,546617476.0,-7462619.0,438220425.0,-10055465.0,560754767.0,449118703.0,-0.022664311045686242,-0.013478067645587536
11372,디아이동일(주),1530,2016/12,542390763.0,1088501.0,467037894.0,662237.0,546617476.0,438220425.0,0.0014630895648250872,0.0019990684386364866
11373,디아이동일(주),1530,2017/12,521160318.0,-4101891.0,458827773.0,-5606021.0,542390763.0,467037894.0,-0.012109793460998917,-0.007713575912391931
11374,디아이동일(주),1530,2018/12,512624784.0,13824872.0,445680189.0,12123939.0,521160318.0,458827773.0,0.02680781045463036,0.026746123489792755
11375,디아이동일(주),1530,2019/12,525505838.0,26344950.0,452575766.0,7325070.0,512624784.0,445680189.0,0.016309538409906784,0.05075459569672534
11376,디아이티(주),110990,2018/12,162904730.0,7553878.0,163504893.0,8067980.0,,,,
11377,디아이티(주),110990,2019/12,172375225.0,13165567.0,173284389.0,13444479.0,162904730.0,163504893.0,0.07983911435756438,0.07853476954803337
11378,디에스알(주),155660,2013/12,105707874.0,6593786.0,99821556.0,6572051.0,,,,
11379,디에스알(주),155660,2014/12,112617458.0,6813828.0,106245645.0,6627558.0,105707874.0,99821556.0,0.06432423954746684,0.062419032528941716
11380,디에스알(주),155660,2015/12,122254008.0,9987442.0,115071689.0,9353436.0,112617458.0,106245645.0,0.08452510999432154,0.08504602257645039
11381,디에스알(주),155660,2016/12,133507540.0,10743310.0,127169096.0,11014758.0,122254008.0,115071689.0,0.09094057385918726,0.08401036108836814
11382,디에스알(주),155660,2017/12,140880707.0,11030447.0,137506500.0,12630856.0,133507540.0,127169096.0,0.09544405446431865,0.08040028769891154
11383,디에스알(주),155660,2018/12,147476069.0,8019140.0,144932974.0,8788314.0,140880707.0,137506500.0,0.06223148539074251,0.055619570389426186
11384,디에스알(주),155660,2019/12,155336107.0,8785194.0,152499918.0,8763937.0,147476069.0,144932974.0,0.05893051666928619,0.058024047223253
11386,디에스알제강(주),69730,2011/12,,,100177471.0,9433793.0,,91115409.0,0.09863193026316505,
11387,디에스알제강(주),69730,2012/12,,,100280544.0,1236450.0,,100177471.0,0.01233624906442379,
11388,디에스알제강(주),69730,2013/12,,,101350337.0,1814361.0,,100280544.0,0.017996856344638993,
11389,디에스알제강(주),69730,2014/12,,,108793327.0,7298960.0,,101350337.0,0.06946638181772637,
11390,디에스알제강(주),69730,2015/12,,,118069130.0,9867098.0,,108793327.0,0.08698749127979338,
11391,디에스알제강(주),69730,2016/12,,,126432772.0,8688443.0,,118069130.0,0.07107055551657836,
11392,디에스알제강(주),69730,2017/12,,,130056304.0,5015164.0,,126432772.0,0.03910625807704964,
11393,디에스알제강(주),69730,2018/12,,,136143557.0,7386782.0,,130056304.0,0.05549801545538748,
11394,디에스알제강(주),69730,2019/12,,,141859092.0,6757020.0,,136143557.0,0.04861119147105681,
11395,디엑스앤브이엑스(주),180400,2015/12,,,21558531.0,615403.0,,,,
11396,디엑스앤브이엑스(주),180400,2016/12,,,29052341.0,-479523.0,,21558531.0,-0.018949406759875626,
11397,디엑스앤브이엑스(주),180400,2017/12,,,29792897.0,-3742998.0,,29052341.0,-0.1272149838190815,
11398,디엑스앤브이엑스(주),180400,2018/12,24353367.0,-11348090.0,24353582.0,-11347875.0,,29792897.0,-0.419154678552598,
11399,디엑스앤브이엑스(주),180400,2019/12,23557471.0,-17222856.0,23923450.0,-16257105.0,24353367.0,24353582.0,-0.6734923141091192,-0.7189544879177442
11401,디엘(주),210,2011/12,4637398379.0,379837529.0,4358722564.0,431367721.0,4240126895.0,4027297546.0,0.10287781697198911,0.08557284091602577
11402,디엘(주),210,2012/12,4918544080.0,400787862.0,4816771644.0,488972525.0,4637398379.0,4358722564.0,0.106582275333719,0.08388243519037289
11403,디엘(주),210,2013/12,4870335255.0,-10332432.0,4952921603.0,165852375.0,4918544080.0,4816771644.0,0.03395242221160396,-0.0021110551364253794
11404,디엘(주),210,2014/12,4465255062.0,-440509288.0,4471990441.0,-472115250.0,4870335255.0,4952921603.0,-0.10018454236940144,-0.0943720264154775
11405,디엘(주),210,2015/12,4805769313.0,216969093.0,4586345653.0,127070759.0,4465255062.0,4471990441.0,0.02805609279261967,0.04680585105246258
11406,디엘(주),210,2016/12,5145374073.0,293195326.0,4615181975.0,37541447.0,4805769313.0,4586345653.0,0.008159829219174953,0.058926962385546316
11407,디엘(주),210,2017/12,5694306459.0,507998796.0,4647686384.0,103005804.0,5145374073.0,4615181975.0,0.022240584667257497,0.0937294774509873
11408,디엘(주),210,2018/12,6050244102.0,678088774.0,5101842205.0,713297502.0,5694306459.0,4647686384.0,0.14632451107529135,0.11547292005395625
11409,디엘(주),210,2019/12,6736706809.0,710307662.0,5446622030.0,396878717.0,6050244102.0,5101842205.0,0.07524862542229589,0.1110988330124825
11411,디엘건설(주),1880,2011/12,,,76184126.0,-46394322.0,,121747777.0,-0.4687907436528815,
11412,디엘건설(주),1880,2012/12,,,40843721.0,-35197524.0,,76184126.0,-0.6015239090914831,
11413,디엘건설(주),1880,2013/12,,,114400711.0,8399036.0,,40843721.0,0.10820402241543839,
11414,디엘건설(주),1880,2014/12,,,142391567.0,28817979.0,,114400711.0,0.2244458378923684,
11415,디엘건설(주),1880,2015/12,,,183156762.0,40060549.0,,142391567.0,0.2461112248559568,
11416,디엘건설(주),1880,2016/12,,,258364547.0,74911487.0,,183156762.0,0.33933350655109606,
11417,디엘건설(주),1880,2017/12,,,322570260.0,64609091.0,,258364547.0,0.22243146811480347,
11418,디엘건설(주),1880,2018/12,,,367621012.0,64533986.0,,322570260.0,0.1870031935147392,
11419,디엘건설(주),1880,2019/12,,,457842612.0,95096422.0,,367621012.0,0.23040729896536302,
11421,디와이(주),13570,2011/12,297561389.0,42139569.0,233321765.0,23884513.0,258011519.0,218376943.0,0.10575417895594247,0.15169771021304013
11422,디와이(주),13570,2012/12,314217595.0,41485675.0,259151249.0,43900635.0,297561389.0,233321765.0,0.1782864593672944,0.13562307985394934
11423,디와이(주),13570,2013/12,339905814.0,31900200.0,281458690.0,31412083.0,314217595.0,259151249.0,0.11620978725661202,0.09753572356863932
11424,디와이(주),13570,2014/12,277379432.0,52006353.0,203807683.0,31472147.0,339905814.0,281458690.0,0.12971080936613755,0.1685002301188971
11425,디와이(주),13570,2015/12,392234195.0,16244880.0,233837863.0,2637418.0,277379432.0,203807683.0,0.012052758329682623,0.04852015952178345
11426,디와이(주),13570,2016/12,404086493.0,21950235.0,229464458.0,-1525063.0,392234195.0,233837863.0,-0.006583446405829683,0.05512913410583149
11427,디와이(주),13570,2017/12,432531856.0,40876970.0,225753592.0,-145751.0,404086493.0,229464458.0,-0.0006403568575543083,0.09771951583146546
11428,디와이(주),13570,2018/12,445841538.0,22669610.0,215460718.0,-6729000.0,432531856.0,225753592.0,-0.030502183848026145,0.051617251057128444
11429,디와이(주),13570,2019/12,474329397.0,32061559.0,213903694.0,2608040.0,445841538.0,215460718.0,0.012148375259382234,0.0696860937038834
11430,디와이씨(주),310870,2018/12,,,,,,,,
11431,디와이씨(주),310870,2019/12,,,,,,,,
11432,디와이파워(주),210540,2015/12,92570447.0,1456100.0,114960488.0,5948653.0,,,,
11433,디와이파워(주),210540,2016/12,100500155.0,9603346.0,121892801.0,8610341.0,92570447.0,114960488.0,0.07270611302340835,0.09948014768193451
11434,디와이파워(주),210540,2017/12,128145587.0,30535098.0,138624154.0,18764665.0,100500155.0,121892801.0,0.1440571497544181,0.26709526915222415
11435,디와이파워(주),210540,2018/12,150181906.0,25501849.0,148445768.0,12670119.0,128145587.0,138624154.0,0.08827200642775804,0.18325066435316184
11436,디와이파워(주),210540,2019/12,167046288.0,19083324.0,157348053.0,11559988.0,150181906.0,148445768.0,0.07560641979093488,0.12031291266626824
11438,디와이피엔에프(주),104460,2011/12,56223183.0,7599177.0,55259487.0,7531559.0,46700688.0,45817428.0,0.14902629349144658,0.14766597731249342
11439,디와이피엔에프(주),104460,2012/12,52666211.0,1765036.0,53194220.0,3233795.0,56223183.0,55259487.0,0.059634568323238595,0.032418878187530364
11440,디와이피엔에프(주),104460,2013/12,52783623.0,689521.0,53431168.0,810586.0,52666211.0,53194220.0,0.015204371401677807,0.01307770669416132
11441,디와이피엔에프(주),104460,2014/12,56796156.0,3675953.0,57064375.0,4086286.0,52783623.0,53431168.0,0.07396291088410688,0.06709181262356807
11442,디와이피엔에프(주),104460,2015/12,57360041.0,1522985.0,59592247.0,3881158.0,56796156.0,57064375.0,0.06653986603520887,0.026682476116473994
11443,디와이피엔에프(주),104460,2016/12,56602701.0,-363746.0,58220950.0,-151706.0,57360041.0,59592247.0,-0.002575365135028124,-0.006383595087594505
11444,디와이피엔에프(주),104460,2017/12,52734941.0,-2843948.0,54528881.0,-2675744.0,56602701.0,58220950.0,-0.047463379346439995,-0.05202138893758108
11445,디와이피엔에프(주),104460,2018/12,47655003.0,10014201.0,50843664.0,11264870.0,52734941.0,54528881.0,0.21381034310218094,0.19950605809681496
11446,디와이피엔에프(주),104460,2019/12,67284294.0,21072336.0,70634625.0,21230318.0,47655003.0,50843664.0,0.3495327136193036,0.36666895570102537
11447,디젠스(주),113810,2012/12,33514229.0,3007716.0,33705652.0,1938241.0,,,,
11448,디젠스(주),113810,2013/12,31144784.0,-2135156.0,32801875.0,-874909.0,33514229.0,33705652.0,-0.02631007464764101,-0.06604356920820922
11449,디젠스(주),113810,2014/12,26228669.0,-5883787.0,30941946.0,-2761601.0,31144784.0,32801875.0,-0.08664686103457776,-0.20510485921075727
11450,디젠스(주),113810,2015/12,28351237.0,1824896.0,31934015.0,1058372.0,26228669.0,30941946.0,0.03366539399692038,0.06687061718281449
11451,디젠스(주),113810,2016/12,33035170.0,2162227.0,36561787.0,1652004.0,28351237.0,31934015.0,0.04823664959788339,0.07044644264649665
11452,디젠스(주),113810,2017/12,26731274.0,-6510307.0,31768639.0,-5418655.0,33035170.0,36561787.0,-0.15860152840258893,-0.21785826842902015
11453,디젠스(주),113810,2018/12,22631749.0,-9780481.0,26599719.0,-11854078.0,26731274.0,31768639.0,-0.4061816506813503,-0.3962675057400759
11454,디젠스(주),113810,2019/12,19483513.0,-2953430.0,29173340.0,2180337.0,22631749.0,26599719.0,0.07818602884952033,-0.14025461838513553
11456,디케이락(주),105740,2011/12,,,44547125.0,7878765.0,,37544701.0,0.19195004871739604,
11457,디케이락(주),105740,2012/12,,,63678598.0,7539474.0,,44547125.0,0.1393286880606009,
11458,디케이락(주),105740,2013/12,,,67883284.0,5392878.0,,63678598.0,0.08198237845214164,
11459,디케이락(주),105740,2014/12,,,73865809.0,5692458.0,,67883284.0,0.08031738164278765,
11460,디케이락(주),105740,2015/12,,,76074437.0,4024478.0,,73865809.0,0.05368109106610376,
11461,디케이락(주),105740,2016/12,,,77482861.0,2604488.0,,76074437.0,0.03392203475734511,
11462,디케이락(주),105740,2017/12,,,77142955.0,485651.0,,77482861.0,0.006281628935752876,
11463,디케이락(주),105740,2018/12,,,84725942.0,5600659.0,,77142955.0,0.06919994024546915,
11464,디케이락(주),105740,2019/12,,,92910653.0,8496242.0,,84725942.0,0.09565869014771422,
11466,라온시큐어(주),42510,2011/12,5179792.0,-22366365.0,5242183.0,-24364272.0,26906160.0,28327498.0,-1.4515641063136704,-1.394153117227128
11467,라온시큐어(주),42510,2012/12,10988910.0,2446812.0,10986108.0,2444010.0,5179792.0,5242183.0,0.3012036202703045,0.3026602877584113
11468,라온시큐어(주),42510,2013/12,11220105.0,-424275.0,11198496.0,-443081.0,10988910.0,10986108.0,-0.0399449095417705,-0.03820745764726621
11469,라온시큐어(주),42510,2014/12,10012382.0,-1457721.0,9986449.0,-1462045.0,11220105.0,11198496.0,-0.13802679213941788,-0.13731043377066474
11470,라온시큐어(주),42510,2015/12,10702479.0,690098.0,10602295.0,615846.0,10012382.0,9986449.0,0.059823561845249035,0.06662830129538402
11471,라온시큐어(주),42510,2016/12,12409569.0,1707089.0,12468377.0,1866081.0,10702479.0,10602295.0,0.16177084048527066,0.14772286731145592
11472,라온시큐어(주),42510,2017/12,15969692.0,3435123.0,15777820.0,3309444.0,12409569.0,12468377.0,0.23432846552758943,0.24208685349488135
11473,라온시큐어(주),42510,2018/12,20278602.0,3785321.0,19490131.0,3736350.0,15969692.0,15777820.0,0.21188358802018298,0.2088551257060539
11474,라온시큐어(주),42510,2019/12,22856626.0,2532706.0,21456421.0,1966290.0,20278602.0,19490131.0,0.09604178637556589,0.1174309777613787
11475,라온피플(주),300120,2019/12,,,62779693.0,8434788.0,,,,
11476,램테크놀러지(주),171010,2013/12,25366245.0,2090101.0,27583571.0,2849888.0,,,,
11477,램테크놀러지(주),171010,2014/12,21913079.0,-3637830.0,24808682.0,-2800003.0,25366245.0,27583571.0,-0.10688614593459075,-0.15388671800806628
11478,램테크놀러지(주),171010,2015/12,20211489.0,-2057489.0,23658324.0,-1368152.0,21913079.0,24808682.0,-0.05645704626359631,-0.09768593947361075
11479,램테크놀러지(주),171010,2016/12,17062885.0,-3253086.0,20742670.0,-3311477.0,20211489.0,23658324.0,-0.14916229127663222,-0.17454812252514287
11480,램테크놀러지(주),171010,2017/12,17644457.0,925183.0,21631266.0,860438.0,17062885.0,20742670.0,0.04061166279195777,0.053313388273870124
11481,램테크놀러지(주),171010,2018/12,18915898.0,1499299.0,22722994.0,1281896.0,17644457.0,21631266.0,0.05780261016641919,0.0820177484600464
11482,램테크놀러지(주),171010,2019/12,35608153.0,3174112.0,38961831.0,2832213.0,18915898.0,22722994.0,0.09182851698128348,0.11642979352359567
11483,로스웰인터내셔널유한회사,900260,2015/12,65188315.0,17739947.0,,,,,,
11484,로스웰인터내셔널유한회사,900260,2016/12,187398684.0,31211423.0,,,65188315.0,,,0.24713404192271987
11485,로스웰인터내셔널유한회사,900260,2017/12,198889448.0,30072219.0,,,187398684.0,,,0.15569838423097088
11486,로스웰인터내셔널유한회사,900260,2018/12,208825023.0,12705681.0,,,198889448.0,,,0.06232636761131787
11487,로스웰인터내셔널유한회사,900260,2019/12,256930396.0,2774421.0,,,208825023.0,,,0.011913639162618095
11489,로체시스템즈(주),71280,2011/12,,,40503579.0,3417648.0,,37471703.0,0.0876597791592469,
11490,로체시스템즈(주),71280,2012/12,,,41020597.0,677070.0,,40503579.0,0.016610287480857213,
11491,로체시스템즈(주),71280,2013/12,,,45688955.0,4010377.0,,41020597.0,0.0925013890049853,
11492,로체시스템즈(주),71280,2014/12,,,41967020.0,-2707201.0,,45688955.0,-0.06176877275051701,
11493,로체시스템즈(주),71280,2015/12,,,43533229.0,1727158.0,,41967020.0,0.04040123906539734,
11494,로체시스템즈(주),71280,2016/12,,,48381391.0,4056272.0,,43533229.0,0.08826173681618876,
11495,로체시스템즈(주),71280,2017/12,67296345.0,3317235.0,67335333.0,3330439.0,,48381391.0,0.05756193028762204,
11496,로체시스템즈(주),71280,2018/12,64570164.0,-1358814.0,64619265.0,-1337810.0,67296345.0,67335333.0,-0.020276822790214557,-0.02060893262898163
11497,로체시스템즈(주),71280,2019/12,65371638.0,1196799.0,65303308.0,1097343.0,64570164.0,64619265.0,0.01689226090065196,0.018420538757804823
11499,롯데관광개발(주),32350,2011/12,89972699.0,-10436768.0,87726889.0,-10634403.0,100550261.0,98461797.0,-0.11423253720153544,-0.10955916284315549
11500,롯데관광개발(주),32350,2012/12,8616055.0,-80473193.0,6088734.0,-80963703.0,89972699.0,87726889.0,-1.7260174885797006,-1.6325024860340562
11501,롯데관광개발(주),32350,2013/12,114487362.0,-3780837.0,110801372.0,-4944759.0,8616055.0,6088734.0,-0.08460526162924345,-0.061425378631041576
11502,롯데관광개발(주),32350,2014/12,115090049.0,839710.0,110836651.0,274663.0,114487362.0,110801372.0,0.0024784826744281147,0.007315266744601454
11503,롯데관광개발(주),32350,2015/12,165229021.0,-49895848.0,160510954.0,-50381537.0,115090049.0,110836651.0,-0.37134314857873907,-0.3559932472664097
11504,롯데관광개발(주),32350,2016/12,166141994.0,1519734.0,162808396.0,2904202.0,165229021.0,160510954.0,0.01796491301866096,0.009172401514960505
11505,롯데관광개발(주),32350,2017/12,172464368.0,3379268.0,169476977.0,3352750.0,166141994.0,162808396.0,0.020179943340449116,0.01995986123851979
11506,롯데관광개발(주),32350,2018/12,280949796.0,-112874122.0,289598111.0,-101338410.0,172464368.0,169476977.0,-0.4414894759002911,-0.49788529323490655
11507,롯데관광개발(주),32350,2019/12,298380706.0,-14094196.0,314787326.0,-6335892.0,280949796.0,289598111.0,-0.02096639532365172,-0.048656840788956074
11509,롯데쇼핑(주),23530,2011/12,14679004823.0,1012600450.0,13215108109.0,742936627.0,13641998121.0,12564234509.0,0.05763813592990977,0.07150879875280168
11510,롯데쇼핑(주),23530,2012/12,15718324811.0,1157637944.0,14190764598.0,1018214685.0,14679004823.0,13215108109.0,0.07430631353256836,0.0761670816442481
11511,롯데쇼핑(주),23530,2013/12,16925242414.0,880634147.0,15456271737.0,618470648.0,15718324811.0,14190764598.0,0.0417222579020393,0.0539545289845387
11512,롯데쇼핑(주),23530,2014/12,17543876633.0,615724154.0,15964763648.0,545317075.0,16925242414.0,15456271737.0,0.03471031863325086,0.035726132319218014
11513,롯데쇼핑(주),23530,2015/12,17087842275.0,-345501285.0,15531707264.0,-304411961.0,17543876633.0,15964763648.0,-0.019329909173031862,-0.019952881109819152
11514,롯데쇼핑(주),23530,2016/12,17264041893.0,246874755.0,15505754250.0,51783337.0,17087842275.0,15531707264.0,0.0033368281086159192,0.014373287578209326
11515,롯데쇼핑(주),23530,2017/12,13351352592.0,-20636693.0,12511986316.0,369637683.0,17264041893.0,15505754250.0,0.02638597371042557,-0.0013481252387658072
11516,롯데쇼핑(주),23530,2018/12,12427372865.0,-464996591.0,11572207022.0,-502918275.0,13351352592.0,12511986316.0,-0.04176334809657058,-0.03607599543861344
11517,롯데쇼핑(주),23530,2019/12,11791008349.0,-816477652.0,10665641822.0,-753701310.0,12427372865.0,11572207022.0,-0.06778545130756713,-0.06742627798161968
11519,롯데정밀화학(주),4000,2011/12,1088724832.0,73426691.0,1085618888.0,73798524.0,1042602599.0,1039087704.0,0.0694670259676024,0.06890230936083701
11520,롯데정밀화학(주),4000,2012/12,1153355079.0,73275981.0,1158356150.0,81303563.0,1088724832.0,1085618888.0,0.0724638747073264,0.06536429022043005
11521,롯데정밀화학(주),4000,2013/12,1126500663.0,3340492.0,1135196516.0,7036855.0,1153355079.0,1158356150.0,0.006136205289126768,0.0029304415524725774
11522,롯데정밀화학(주),4000,2014/12,1195800753.0,58682517.0,1197280637.0,41501204.0,1126500663.0,1135196516.0,0.03558551812318652,0.05053824330958424
11523,롯데정밀화학(주),4000,2015/12,1163580104.0,89979153.0,1124550342.0,44152629.0,1195800753.0,1197280637.0,0.038032595308911156,0.0762735297550988
11524,롯데정밀화학(주),4000,2016/12,1111664150.0,-43547467.0,1075259102.0,-33053896.0,1163580104.0,1124550342.0,-0.030051599323891256,-0.038279377630284085
11525,롯데정밀화학(주),4000,2017/12,1192706043.0,89230835.0,1134881360.0,69737649.0,1111664150.0,1075259102.0,0.06310698365016404,0.07744487866668044
11526,롯데정밀화학(주),4000,2018/12,1377898005.0,214923353.0,1278098074.0,172842805.0,1192706043.0,1134881360.0,0.1432609019078776,0.16721622543714285
11527,롯데정밀화학(주),4000,2019/12,1493112848.0,168371662.0,1420869122.0,195608215.0,1377898005.0,1278098074.0,0.14495042050892715,0.11729085720735867
11528,롯데정보통신(주),286940,2018/12,366495654.0,23369599.0,379131621.0,31421028.0,,,,
11529,롯데정보통신(주),286940,2019/12,390410050.0,53000369.0,388918912.0,36888399.0,366495654.0,379131621.0,0.09605721867261564,0.14004483972021964
11530,롯데제과(주),280360,2017/12,827206136.0,1947992.0,825130645.0,2991422.0,,,,
11531,롯데제과(주),280360,2018/12,1257909872.0,8418505.0,1195505100.0,16815029.0,827206136.0,825130645.0,0.016643305495914605,0.008074855276829279
11532,롯데제과(주),280360,2019/12,1300790529.0,41628672.0,1196397385.0,11059278.0,1257909872.0,1195505100.0,0.009247264944415157,0.03253891857267114
11534,롯데지주(주),4990,2011/12,2614989591.0,100361433.0,2565170932.0,127203726.0,2691939878.0,2610890435.0,0.04915077970712939,0.03782278757848703
11535,롯데지주(주),4990,2012/12,2801604700.0,89776244.0,2783908363.0,102925069.0,2614989591.0,2565170932.0,0.038483284065804826,0.033148594551070096
11536,롯데지주(주),4990,2013/12,2966539595.0,55173479.0,2935513253.0,73146973.0,2801604700.0,2783908363.0,0.025578451078120346,0.019130408733993017
11537,롯데지주(주),4990,2014/12,2620204207.0,1667069.0,2675714992.0,27540104.0,2966539595.0,2935513253.0,0.009816069779211057,0.0005967945046641321
11538,롯데지주(주),4990,2015/12,2702520404.0,79163818.0,2797324064.0,36831003.0,2620204207.0,2675714992.0,0.01345906821535388,0.029745599776625376
11539,롯데지주(주),4990,2016/12,2562064096.0,75239401.0,2618416200.0,30594086.0,2702520404.0,2797324064.0,0.01129821022007565,0.0285832247540143
11540,롯데지주(주),4990,2017/12,7489833299.0,495280820.0,4945201618.0,-20822520.0,2562064096.0,2618416200.0,-0.005505968308035418,0.09854474245755072
11541,롯데지주(주),4990,2018/12,8433467615.0,110709371.0,5266870159.0,-629299356.0,7489833299.0,4945201618.0,-0.12324616781823468,0.013905329252763502
11542,롯데지주(주),4990,2019/12,7792536691.0,-411644597.0,5400513258.0,210792688.0,8433467615.0,5266870159.0,0.03952097337460876,-0.0507388743694322
11544,롯데칠성음료(주),5300,2011/12,2143946295.0,77128046.0,2138949818.0,52387874.0,2187501620.0,2181649058.0,0.024250283584992535,0.03561305480917921
11545,롯데칠성음료(주),5300,2012/12,2268415176.0,82950862.0,2276168115.0,87931304.0,2143946295.0,2138949818.0,0.039831916308632836,0.037599304837189755
11546,롯데칠성음료(주),5300,2013/12,2425888296.0,103493317.0,2420522923.0,91346372.0,2268415176.0,2276168115.0,0.03889818225679932,0.044093151462108966
11547,롯데칠성음료(주),5300,2014/12,2316617962.0,20553075.0,2289360603.0,26587299.0,2425888296.0,2420522923.0,0.011290002758339973,0.008667600581582616
11548,롯데칠성음료(주),5300,2015/12,2362596613.0,100295430.0,2357999605.0,86494328.0,2316617962.0,2289360603.0,0.0372229928943782,0.0428684893126535
11549,롯데칠성음료(주),5300,2016/12,2372740760.0,69143930.0,2313306056.0,9389442.0,2362596613.0,2357999605.0,0.004020050359106655,0.02920338069014708
11550,롯데칠성음료(주),5300,2017/12,1312793660.0,121535609.0,1279111662.0,151579124.0,2372740760.0,2313306056.0,0.08438836232240184,0.06595277381780631
11551,롯데칠성음료(주),5300,2018/12,1237415049.0,-50013438.0,1191959913.0,-54568101.0,1312793660.0,1279111662.0,-0.0441655365648403,-0.039223015609268705
11552,롯데칠성음료(주),5300,2019/12,1228004888.0,-144005704.0,1209076770.0,-112293698.0,1237415049.0,1191959913.0,-0.09353767794975418,-0.11682042628018223
11554,롯데케미칼(주),11170,2011/12,6157775172.0,1132553551.0,5090295526.0,748633828.0,5067470493.0,4404107728.0,0.15770002768412011,0.20178686236351515
11555,롯데케미칼(주),11170,2012/12,6084114787.0,316144805.0,6124358094.0,343035975.0,6157775172.0,5090295526.0,0.06117638343965188,0.05164967273171353
11556,롯데케미칼(주),11170,2013/12,6294458723.0,285824983.0,6434921872.0,338810946.0,6084114787.0,6124358094.0,0.05395388062328668,0.046180601144242835
11557,롯데케미칼(주),11170,2014/12,6468998769.0,143653052.0,6619395621.0,225561335.0,6294458723.0,6434921872.0,0.03455735393611359,0.022510052952350916
11558,롯데케미칼(주),11170,2015/12,7555586075.0,990655495.0,7471314446.0,870346257.0,6468998769.0,6619395621.0,0.12353476196182953,0.14127412768639955
11559,롯데케미칼(주),11170,2016/12,9400817170.0,1837184919.0,8685865449.0,1304125928.0,7555586075.0,7471314446.0,0.16142989512712855,0.21669512012127193
