,회사명,거래소코드,회계년도,총자본증가율,유형자산증가율,유동자산증가율,재고자산증가율,자기자본증가율,매출액증가율,정상영업이익증가율,순이익증가율,매출액총이익률,매출액순이익률,총자본순이익률,자기자본순이익률,매출원가 대 매출액비율,금융비용부담률,금융비용 대 총비용비율,이자부담률,지급이자율,차입금평균이자율,매출액정상영업이익률,유동자산구성비율,재고자산 대 유동자산비율,당좌자산구성비율,자기자본구성비율,타인자본구성비율,자기자본배율,유동비율,당좌비율,현금비율,재고자산 대 순운전자본비율,매출채권 대 매입채무비율,부채비율,유동부채비율,단기차입금 대 총차입금비율,순운전자본비율,차입금비율,CASH FLOW 대 부채비율,CASH FLOW 대 차입금비율,CASH FLOW 대 매출액비율,총자본회전률,자기자본회전률,타인자본회전률,매입채무회전률,유동자산회전률,당좌자산회전률,재고자산회전률,매출채권회전률,유형자산회전율,순운전자본회전률,운전자본회전률,노동장비율,기계장비율,자본집약도,총자본투자효율,설비투자효율,기계투자효율,부가가치율,이자보상배율
2921,에이치엠엠(주),11200,2014,-17.83,-2.28,-31.07,-27.05,27.46,-16.82,0.0,0.0,2.24,0.32,0.27,7.04,97.76,3.63,3.34,5.39,4.76,22.46,12.34,19.69,9.44,90.56,65.23,42.18,36.98,11.65,0.0,73.91,959.87,564.38,57.13,-30.79,771.4,1.43,1.78,1.39,0.84,9.87,0.92,10.35,35.26,3.39,3.85,28.4,12.05,30.29,1.57,1.11,0.03,2647.18,25.33,4997.51,5.08,8.88,1015.85,5.45,-0.82
2922,에이치엠엠(주),11200,2015,-18.21,-19.48,-29.46,-52.88,-68.77,-14.9,0.0,0.0,1.44,-11.8,-10.3,-171.63,98.56,4.33,4.06,5.52,5.28,19.37,8.24,17.78,3.85,96.15,15.7,35.84,32.89,6.34,0.0,72.66,2499.12,1404.93,50.91,-34.68,2124.05,-1.05,-1.23,-1.04,0.87,12.62,0.94,10.17,35.91,4.15,4.64,38.95,13.86,26.33,1.5,1.17,0.02,2497.87,26.08,4664.62,1.0,1.78,142.35,1.03,-0.95
2923,에이치엠엠(주),11200,2016,-25.99,-33.56,12.06,24.52,410.52,-20.52,0.0,0.0,-11.27,-9.99,-8.86,-81.1,111.27,3.96,3.96,7.55,5.21,29.33,9.16,26.64,21.63,78.37,105.48,159.2,144.62,65.86,24.63,78.54,362.31,85.18,6.59,10.91,268.83,-11.54,-15.55,-8.68,0.89,7.77,1.0,9.51,38.39,3.76,4.12,43.04,12.62,28.93,1.61,1.42,0.02,1946.12,27.69,3850.57,3.95,7.63,416.98,3.79,-4.31
2924,에이치엠엠(주),11200,2017,-18.09,-29.85,7.5,-4.61,-5.59,9.67,0.0,0.0,-2.02,-23.68,-29.77,-129.27,102.02,3.05,4.99,8.08,7.2,38.49,8.13,35.36,24.9,75.1,57.06,203.86,187.29,99.43,15.95,85.58,301.64,75.84,7.75,19.61,229.2,-16.9,-22.24,-9.09,1.26,5.44,1.63,12.16,30.01,3.76,4.11,43.56,14.87,24.55,2.6,2.41,0.02,1006.66,21.31,2684.95,-19.69,-49.2,-541.92,-14.11,-2.45
2925,에이치엠엠(주),11200,2018,14.41,8.6,26.03,16.7,16.06,3.86,0.0,0.0,-5.3,-15.14,-20.47,-81.8,105.3,2.98,5.38,7.04,7.57,42.4,7.53,39.21,25.23,74.77,65.8,158.07,146.18,50.91,20.48,104.24,296.42,106.34,20.21,15.58,229.82,-11.23,-14.49,-6.63,1.35,5.39,1.8,13.34,27.36,3.33,3.61,42.77,14.03,26.01,3.14,2.12,0.02,0.0,0.0,0.0,-7.64,-20.3,-252.94,-6.03,-3.32
2926,에이치엠엠(주),11200,2019,73.73,16.69,-18.34,2.84,4.86,5.57,0.0,0.0,-0.07,-10.7,-10.46,-55.46,100.07,7.03,8.47,7.73,10.64,19.93,9.48,18.04,15.23,84.77,68.4,84.77,76.73,38.31,0.0,100.35,556.71,154.42,17.95,-3.58,483.24,-0.14,-0.17,-0.16,0.98,5.18,1.2,12.36,29.53,3.47,3.79,41.33,12.11,30.15,2.93,1.85,0.02,0.0,0.0,0.0,7.4,50.84,418.99,9.61,-0.74
2927,에이프로젠제약(주),3060,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.41,-9.1,-3.92,-6.21,50.59,4.77,5.58,8.41,8.41,55.85,8.63,51.03,63.17,36.83,299.25,190.72,174.26,37.49,18.14,3382.04,58.3,46.36,87.21,26.57,42.92,-9.09,-12.35,-7.77,0.43,0.68,1.17,43.58,8.38,0.77,0.84,8.94,1.29,283.28,2.52,0.51,0.0,75.06,0.28,595.7,9.06,54.35,1393.94,21.03,0.31
2928,에이프로젠제약(주),3060,2012,-19.99,-37.01,-0.21,36.4,-6.78,-32.63,0.0,0.0,30.65,-73.65,-23.75,-35.03,69.35,5.95,5.96,21.61,13.13,69.65,11.79,61.44,73.6,26.4,115.41,344.39,303.77,75.45,16.62,1676.57,35.87,27.48,83.33,49.43,20.09,-11.28,-20.14,-8.21,0.32,0.48,1.0,26.01,14.03,0.52,0.58,5.1,1.07,341.31,2.08,0.37,0.0,3.14,0.36,528.01,-11.6,-90.35,-906.94,-31.97,-5.51
2929,에이프로젠제약(주),3060,2013,-15.93,69.08,-33.05,-25.31,-17.89,-12.52,0.0,0.0,28.55,-70.58,-24.34,-33.43,71.45,-1.17,-1.49,2.97,2.6,55.46,13.16,48.16,72.26,27.74,83.42,454.75,394.92,188.31,16.87,1947.51,38.4,16.88,22.16,43.27,18.93,-7.72,-15.65,-5.67,0.34,0.47,1.28,28.86,12.65,0.55,0.62,4.42,1.64,222.13,1.75,0.43,0.0,103.59,7.06,457.69,-14.61,-56.07,-528.01,-38.71,-42.64
2930,에이프로젠제약(주),3060,2014,8.39,6.54,11.93,16.81,10.8,12.01,0.0,0.0,32.81,-13.28,-5.39,-6.56,67.19,1.77,2.64,9.58,10.87,57.27,13.73,49.41,73.22,26.78,80.54,467.17,403.02,89.74,17.47,3595.83,36.57,16.74,40.27,45.01,22.63,-18.97,-30.66,-13.02,0.41,0.56,1.49,70.2,5.2,0.72,0.83,5.35,2.76,132.32,1.51,0.59,0.0,184.96,13.65,840.9,8.87,33.51,279.71,22.75,-3.98
2931,에이프로젠제약(주),3060,2015,0.46,11.18,1.14,-2.7,11.06,21.85,0.0,0.0,37.4,3.85,1.83,4.2,62.6,-0.34,-0.69,3.41,2.6,57.66,13.21,50.04,79.49,20.51,171.83,497.09,431.43,181.37,16.53,2083.2,25.8,14.59,52.22,46.06,12.79,-14.51,-29.26,-6.29,0.47,0.62,2.01,81.03,4.5,0.83,0.95,6.13,3.11,117.23,1.69,0.68,0.0,184.8,13.68,848.38,15.46,61.31,1002.87,32.67,-2.94
2932,에이프로젠제약(주),3060,2016,51.01,3.33,69.05,25.02,16.15,9.42,-241.91,0.0,42.21,-10.8,-4.46,-5.24,57.79,8.38,10.86,11.3,18.32,64.55,9.77,58.24,60.7,39.3,198.84,183.98,166.01,58.06,21.4,2851.23,64.73,57.8,97.08,29.46,47.42,2.27,3.1,2.6,0.41,0.6,1.3,75.16,4.86,0.67,0.75,6.04,3.1,117.7,1.73,0.47,0.0,0.0,0.0,0.0,9.84,49.54,237.86,28.7,-0.06
2933,에이프로젠제약(주),3060,2017,22.99,-30.0,-20.54,8.9,-3.16,4.48,0.0,0.0,40.85,-36.64,-11.77,-20.68,59.15,15.4,10.84,17.5,20.38,41.71,13.39,36.12,49.19,50.81,184.0,194.31,168.3,70.02,27.58,3328.01,103.28,43.63,51.8,20.24,66.34,-5.27,-8.21,-9.19,0.32,0.59,0.7,91.31,4.0,0.62,0.7,5.44,2.96,123.21,2.09,0.4,0.0,0.0,0.0,0.0,2.37,20.63,586.53,8.13,-0.16
2934,에이프로젠제약(주),3060,2018,37.14,-4.61,32.24,-4.95,93.31,-1.53,0.0,0.0,41.37,-2.68,-0.65,-1.06,58.63,10.62,6.56,19.48,16.52,40.21,9.62,36.34,69.34,30.66,279.03,140.69,127.15,34.86,33.27,2086.28,44.22,41.22,0.0,11.63,25.25,-5.71,-9.99,-8.37,0.24,0.4,0.62,75.85,4.81,0.59,0.67,5.27,2.92,124.82,2.56,0.36,0.0,0.0,0.0,0.0,7.95,99.54,2115.7,37.99,-0.11
2935,에이프로젠제약(주),3060,2019,68.29,17.58,144.65,4.28,63.67,12.13,0.0,0.0,40.39,-6.81,-1.19,-4.19,59.61,-0.15,-0.18,86.07,15.88,58.46,4.1,56.06,95.17,4.83,203.88,1974.57,1893.59,280.14,4.32,2452.76,5.08,3.11,94.1,55.5,1.11,5.79,26.47,2.01,0.17,0.2,1.21,81.87,4.46,0.34,0.36,5.93,3.65,100.06,2.7,0.27,0.0,0.0,0.0,0.0,3.36,60.26,677.52,24.12,-0.59
2936,엑스큐어(주),70300,2011,59.13,8.04,70.4,71.29,79.43,52.2,585.24,697.96,52.57,18.92,22.85,28.57,47.43,-1.71,-10.34,7.79,7.79,82.62,9.8,74.52,83.63,16.37,717.49,685.44,618.23,125.23,11.48,183.95,19.57,14.41,0.0,70.56,1.63,70.07,842.62,11.66,1.21,1.51,6.04,21.03,17.35,1.5,1.66,15.33,11.82,30.88,39.3,1.26,0.16,11.09,0.0,426.61,33.43,1285.96,0.0,33.98,188.86
2937,엑스큐어(주),70300,2012,-9.33,33.07,-14.32,42.31,-2.89,-49.94,0.0,0.0,50.05,-4.04,-2.09,-2.41,49.95,-4.16,-15.87,3.89,3.89,78.08,16.28,65.36,89.57,10.43,696.73,986.79,826.1,209.72,18.12,111.62,11.64,8.83,0.0,70.16,1.68,92.44,642.24,17.75,0.52,0.6,3.81,14.28,25.55,0.64,0.74,5.02,9.32,39.18,16.25,0.57,19.95,14.08,0.0,368.95,15.05,394.59,0.0,27.72,-136.49
2938,엑스큐어(주),70300,2013,7.85,25.72,-54.62,-42.28,10.05,44.87,0.0,0.0,59.3,11.05,8.36,9.24,40.7,-1.26,-10.1,0.0,0.96,32.86,20.71,26.05,91.4,8.6,766.74,497.67,394.61,161.93,25.92,556.14,9.41,7.22,0.0,26.25,0.0,20.75,0.0,2.45,0.76,0.84,7.99,27.89,13.09,1.39,1.68,7.85,9.23,39.56,18.27,1.22,0.0,14.94,0.0,335.88,30.04,675.34,0.0,41.17,763.63
2939,엑스큐어(주),70300,2014,-8.03,-10.3,-27.1,-0.51,-12.64,-44.01,0.0,0.0,50.21,-27.38,-11.65,-13.06,49.79,-0.65,-2.56,0.0,0.0,26.04,28.26,18.68,86.81,13.19,669.82,275.48,197.62,119.29,44.37,100.7,15.19,10.89,0.0,16.59,0.0,29.67,0.0,8.81,0.43,0.48,3.94,11.13,32.78,1.44,1.89,6.02,4.64,78.68,9.68,1.13,0.0,17.2,0.0,396.46,2.9,66.85,0.0,6.53,-1339.68
2940,엑스큐어(주),70300,2015,11.47,-18.22,79.48,139.13,7.36,55.18,0.0,0.0,54.0,12.85,8.37,9.84,46.0,-0.29,-1.27,0.0,0.0,41.93,37.66,26.14,83.62,16.38,719.13,273.41,170.45,98.23,59.37,86.91,19.59,18.34,0.0,26.6,0.0,-9.11,0.0,-2.41,0.65,0.77,4.38,8.12,44.95,1.89,2.88,5.52,8.88,41.09,17.48,1.39,0.16,13.18,0.0,414.3,27.07,850.57,0.0,43.78,0.0
2941,엑스큐어(주),70300,2016,-32.57,-22.86,-25.35,-43.15,-36.26,-0.34,0.0,0.0,37.1,-48.0,-35.33,-43.21,62.9,0.06,0.23,2.89,5.77,46.42,28.68,33.11,79.04,20.96,458.39,243.61,173.75,39.36,48.65,203.02,26.51,24.11,0.0,27.37,7.08,-54.32,-203.53,-12.46,0.74,0.9,4.04,8.1,45.08,1.68,2.54,4.98,6.49,56.23,21.86,1.22,0.3,0.0,0.0,0.0,-22.97,-630.91,0.0,-25.13,-107.34
2942,엑스큐어(주),70300,2017,68.22,-6.18,218.13,-74.27,92.99,-7.52,0.0,0.0,44.89,35.73,22.51,26.07,55.11,-0.74,-3.4,0.0,1.78,87.79,2.32,85.75,90.68,9.32,740.54,974.95,952.33,92.49,2.58,85.64,10.27,9.93,0.0,78.78,0.0,-32.6,0.0,-6.05,0.63,0.73,4.61,9.4,38.82,0.87,0.95,10.1,7.03,51.9,23.95,0.74,0.13,0.0,0.0,0.0,32.6,1605.45,0.0,64.89,-210.13
2943,엑스큐어(주),70300,2018,-19.11,-18.62,-20.49,-59.84,-19.51,-11.15,0.0,0.0,50.3,-36.65,-18.09,-19.99,49.7,-2.38,-12.37,0.0,0.0,86.29,1.17,85.28,90.24,9.76,596.05,883.97,873.61,66.83,1.32,314.33,10.82,10.82,0.0,76.53,0.0,1.45,0.0,0.26,0.49,0.55,5.19,10.05,36.3,0.57,0.58,31.27,6.63,55.07,24.24,0.51,0.04,0.0,0.0,0.0,9.25,452.81,0.0,16.76,999999999.0
2944,엑스큐어(주),70300,2019,3.92,26.75,2.59,103.77,6.19,-1.23,0.0,0.0,52.4,9.7,5.18,5.68,47.6,-2.37,-14.47,7.64,15.27,85.19,2.33,83.21,92.21,7.79,632.95,1160.49,1133.48,99.14,2.55,332.02,8.45,7.96,85.54,77.85,0.86,-22.77,-224.05,-3.38,0.53,0.59,6.1,19.35,18.86,0.62,0.63,35.49,6.01,60.75,23.53,0.57,0.05,0.0,0.0,0.0,22.7,910.96,0.0,43.28,31.66
2945,엔시트론(주),101400,2011,30.46,101.42,6.33,-15.73,42.67,6.47,-10.49,1.39,29.36,4.87,6.18,11.0,70.64,0.37,1.07,2.29,2.41,48.92,24.61,36.88,58.35,41.65,590.03,183.97,138.69,37.52,53.93,154.22,71.37,45.57,57.37,22.33,56.87,23.32,29.26,8.66,1.27,2.26,2.9,30.85,11.83,2.36,3.27,8.52,16.06,22.73,5.29,1.45,0.0,59.99,0.0,598.18,26.93,264.41,0.0,24.01,8.62
2946,엔시트론(주),101400,2012,2.34,5.49,-6.21,22.2,2.19,3.59,-69.73,-93.08,25.1,1.37,1.57,2.8,74.9,0.29,0.81,2.61,2.68,44.84,32.07,30.46,58.33,41.67,602.64,129.42,87.91,29.25,141.09,88.81,71.45,59.4,80.92,10.19,58.97,32.67,39.59,11.99,1.15,1.97,2.76,25.01,14.59,2.45,3.41,8.68,20.68,17.65,3.99,1.48,0.23,180.64,0.0,676.12,24.37,87.27,0.0,21.47,0.49
2947,엔시트론(주),101400,2013,-13.75,4.61,-14.3,-12.61,-44.5,-18.84,0.0,0.0,15.22,-28.1,-27.8,-57.06,84.78,0.75,1.45,2.74,3.03,44.55,32.7,29.98,37.5,62.5,334.47,85.77,57.72,14.9,0.0,98.05,166.67,138.52,81.17,-7.39,132.02,0.52,0.66,0.31,0.99,2.03,1.93,15.59,23.41,2.21,3.27,6.84,16.51,22.11,3.08,1.13,0.13,195.42,0.0,671.87,2.6,7.35,108.48,2.43,-17.06
2948,엔시트론(주),101400,2014,5.95,-77.67,51.28,91.01,-26.07,57.71,0.0,0.0,14.76,-5.83,-9.54,-30.07,85.24,1.27,3.05,4.6,4.66,63.61,41.29,37.35,26.16,73.84,247.28,87.7,51.49,16.01,0.0,63.65,282.23,277.26,99.79,-8.92,183.05,-16.45,-25.37,-7.64,1.64,5.17,2.39,11.78,30.99,3.01,4.84,7.95,15.98,22.84,7.77,1.4,0.08,22.0,0.0,1137.23,22.22,297.54,823.73,13.97,-5.16
2949,엔시트론(주),101400,2015,-17.61,5.71,-26.27,-8.25,19.49,-10.53,0.0,0.0,13.94,-13.32,-20.77,-65.95,86.06,1.91,4.35,9.09,7.2,56.93,51.38,27.68,37.94,62.06,184.81,93.98,45.7,6.27,0.0,81.17,163.59,159.68,0.0,-3.65,100.59,-17.51,-28.48,-6.3,1.56,4.96,2.28,8.69,42.02,2.57,4.73,5.65,12.24,29.81,18.52,1.22,0.11,37.04,0.0,907.0,13.52,141.14,598.32,7.83,-3.0
2950,엔시트론(주),101400,2016,5.71,-25.25,9.01,-26.24,-1.55,-26.04,0.0,0.0,22.38,-3.14,-3.9,-10.67,77.62,2.26,4.42,6.16,7.18,58.71,34.76,38.3,35.34,64.66,177.66,128.31,83.7,9.11,157.58,195.37,182.94,129.46,65.9,12.95,142.82,-1.44,-1.85,-0.77,1.24,3.39,1.96,9.15,39.89,2.15,3.75,5.03,7.17,50.92,15.26,1.12,0.33,0.0,0.0,0.0,18.02,269.15,804.4,14.92,0.0
2951,엔시트론(주),101400,2017,15.55,-10.43,-2.98,-5.1,28.82,-37.18,0.0,-190325.27,15.11,-33.26,-23.42,-62.43,84.89,5.59,6.3,7.21,7.99,49.29,34.0,32.53,39.4,60.6,194.04,145.63,96.11,4.73,108.52,295.93,153.8,85.9,52.33,15.44,137.65,-12.81,-14.31,-11.82,0.7,1.88,1.13,10.65,34.26,1.31,2.0,3.82,4.84,75.39,11.82,0.76,0.0,0.0,0.0,0.0,-0.05,-1.0,-3.86,-0.08,-3.72
2952,엔시트론(주),101400,2018,-20.66,5.34,-38.2,-53.45,-63.16,-38.02,0.0,0.0,1.3,-109.49,-49.7,-164.72,98.7,13.61,9.48,12.13,11.46,38.39,25.61,28.56,29.14,70.86,56.07,124.62,92.7,5.95,129.63,289.86,243.22,105.73,37.48,7.59,209.95,-17.97,-20.82,-24.82,0.45,1.3,0.7,16.62,21.97,1.02,1.48,3.31,5.66,64.5,7.55,0.59,0.0,0.0,0.0,0.0,-30.65,-448.62,-1974.53,-59.74,-4.5
2953,엔시트론(주),101400,2019,10.26,383.73,-26.5,-22.9,169.82,-32.78,0.0,0.0,16.13,-91.99,-30.17,-90.47,83.87,20.01,11.1,16.17,13.62,25.59,26.87,18.71,51.54,48.46,115.64,98.24,71.84,7.63,0.0,161.32,94.04,50.55,49.13,-0.46,78.29,-21.46,-25.77,-33.25,0.33,0.8,0.55,10.48,34.84,1.04,1.4,3.96,5.05,72.24,1.69,0.55,0.0,0.0,0.0,0.0,-7.0,-22.97,-527.73,-22.37,-2.55
2954,오성첨단소재(주),52420,2011,26.81,-21.73,118.85,89.27,103.19,9.1,520.12,-76.64,15.33,64.44,19.61,54.72,84.67,9.8,4.78,8.24,8.83,26.47,15.36,22.41,41.72,58.28,2416.26,101.19,85.65,56.02,1301.85,190.58,139.68,62.7,49.65,0.31,93.36,9.93,14.86,21.27,0.3,0.81,0.49,17.25,21.16,1.41,1.68,8.76,8.57,42.6,0.51,0.59,12.63,381.07,171.58,1223.26,32.25,104.22,198.44,118.52,0.3
2955,오성첨단소재(주),52420,2012,-61.53,-49.72,-58.83,-2.14,-88.78,-47.14,0.0,0.0,-22.12,-269.93,-56.07,-167.32,122.12,13.76,4.3,8.42,6.77,28.33,36.5,17.99,12.17,87.83,253.04,50.87,32.3,2.27,0.0,212.09,721.71,457.61,55.43,-27.36,560.21,-1.49,-1.93,-3.51,0.21,0.62,0.31,13.21,27.63,0.77,0.98,3.58,6.58,55.43,0.41,0.34,0.0,607.3,386.54,1037.72,-100.32,-167.59,-263.37,-268.36,-2.23
2956,오성첨단소재(주),52420,2013,-27.2,-28.59,-47.8,-58.31,-301.14,28.5,0.0,0.0,-6.95,-573.49,-318.88,0.0,106.95,15.97,8.29,30.21,16.44,20.32,29.15,14.39,0.0,133.62,-497.28,21.02,14.89,1.93,0.0,226.65,0.0,0.0,1.18,-76.36,0.0,-8.14,-31.04,-16.47,0.56,0.0,0.52,17.89,20.4,2.23,3.38,6.56,8.15,44.78,0.92,0.57,0.0,477.32,273.79,804.36,-348.61,-586.11,-1022.09,-528.27,-1.04
2957,오성첨단소재(주),52420,2014,-20.05,-21.09,-14.27,21.41,0.0,-13.41,0.0,0.0,-9.48,-46.14,-29.3,-242.01,109.48,8.22,5.94,38.04,20.01,21.79,41.29,12.79,69.31,30.69,182.11,183.07,107.48,26.5,90.99,115.19,44.27,17.17,0.0,9.89,22.54,-11.51,-22.6,-4.94,0.64,0.0,0.72,13.25,27.55,3.03,4.64,8.71,8.1,45.07,1.07,0.79,0.28,404.7,206.26,707.4,-11.32,-19.66,-38.57,-15.84,-2.34
2958,오성첨단소재(주),52420,2015,-41.34,-63.41,53.41,-80.17,-48.48,-56.34,0.0,0.0,14.91,-108.39,-42.64,-64.41,85.09,0.09,0.11,19.72,12.04,56.98,5.34,53.94,60.88,39.12,93.82,247.15,233.96,22.31,8.97,585.81,64.27,37.87,0.0,33.92,19.23,-1.21,-4.05,-0.89,0.39,0.59,1.16,9.11,40.06,1.13,1.4,5.79,5.48,66.59,0.77,0.77,0.46,229.75,57.19,623.97,1.53,4.17,16.77,2.88,0.29
2959,오성첨단소재(주),52420,2016,-32.97,-5.0,-51.21,-25.73,-27.83,-11.59,0.0,-369.52,12.7,-55.25,-31.11,-49.58,87.3,4.77,7.22,27.95,23.22,41.47,8.13,38.1,65.55,34.45,58.31,285.96,262.72,177.84,12.5,312.11,52.56,22.13,0.0,26.97,18.93,-3.5,-9.73,-1.72,0.56,0.9,1.51,28.97,12.6,1.11,1.18,17.75,6.92,52.77,1.31,0.8,0.0,0.0,0.0,0.0,4.38,8.4,37.6,6.24,-0.78
2960,오성첨단소재(주),52420,2017,74.06,27.88,93.91,28.04,81.6,-0.62,0.0,0.0,17.82,2.37,1.21,1.79,82.18,3.08,4.81,6.75,10.65,46.2,5.37,43.72,68.39,31.61,74.69,203.39,192.48,125.71,10.56,828.19,46.23,33.22,74.75,23.49,38.87,-14.86,-17.67,-11.72,0.51,0.76,1.56,31.62,11.54,1.14,1.22,18.15,6.55,55.71,1.17,0.79,0.0,0.0,0.0,0.0,9.18,25.12,78.65,22.92,0.53
2961,오성첨단소재(주),52420,2018,32.44,-2.07,13.0,83.03,73.55,-1.31,418.46,-30.92,12.85,12.47,4.24,5.27,87.15,0.44,0.77,18.0,7.71,39.42,8.69,35.99,89.61,10.39,531.27,909.93,830.85,536.65,9.76,179.17,11.59,4.83,18.05,35.09,6.1,10.3,19.56,3.58,0.34,0.42,1.74,20.97,17.41,0.8,0.87,11.27,6.49,56.27,1.04,0.62,0.0,493.36,151.03,1764.53,4.9,17.3,57.05,16.41,0.5
2962,오성첨단소재(주),52420,2019,54.39,-35.29,86.27,-20.18,31.64,51.02,169.76,166.3,12.47,21.91,7.77,9.68,87.53,-1.98,-3.81,0.81,1.38,47.56,3.72,45.79,76.41,23.59,561.41,1113.55,1072.08,744.97,4.09,557.7,30.87,5.59,13.87,43.29,27.65,13.77,15.37,11.12,0.35,0.43,1.93,27.06,13.49,0.8,0.85,14.64,8.84,41.28,1.93,0.73,0.0,0.0,0.0,0.0,4.46,40.02,91.39,15.29,4.98
2963,우진비앤지(주),18620,2011,-2.27,-3.02,-4.16,-1.29,2.54,-5.93,-39.99,-29.66,32.09,4.05,2.8,4.18,67.91,1.23,2.59,5.41,5.07,42.84,61.26,16.6,68.75,31.25,887.01,190.83,73.93,9.56,128.7,311.91,45.46,32.65,84.79,20.39,27.14,13.75,23.03,6.14,0.69,1.03,2.1,14.38,25.39,1.6,4.03,2.65,5.57,65.57,1.29,1.06,0.0,194.51,22.12,363.45,6.82,12.75,112.05,9.75,3.88
2964,우진비앤지(주),18620,2012,1.44,-1.18,6.92,-0.41,4.6,17.79,74.38,77.05,33.37,6.0,4.91,7.03,66.63,0.87,2.35,5.77,5.2,45.15,57.06,19.39,70.89,29.11,927.8,205.2,88.12,10.81,111.29,230.55,41.07,31.04,90.79,23.15,21.33,18.72,36.05,6.71,0.82,1.17,2.71,16.28,22.42,1.86,4.55,3.15,6.15,59.32,1.55,1.24,0.0,166.08,17.6,327.21,26.31,51.84,489.19,32.39,7.83
2965,우진비앤지(주),18620,2013,4.62,4.5,-0.74,-1.02,2.34,-3.39,-52.47,-56.99,31.59,2.95,2.26,3.23,68.41,0.46,1.19,3.85,4.19,42.84,56.89,18.47,69.34,30.66,863.22,180.78,77.93,4.05,127.33,375.58,44.21,34.17,98.49,19.14,24.93,14.56,25.82,5.95,0.77,1.09,2.57,15.33,23.81,1.74,4.06,3.06,5.22,69.86,1.47,1.15,0.0,165.83,28.98,318.45,24.69,47.42,271.32,32.91,4.22
2966,우진비앤지(주),18620,2014,6.12,10.7,2.19,9.12,8.85,7.5,35.46,10.9,35.52,3.72,2.91,4.14,64.48,0.66,1.74,4.04,3.91,41.25,60.75,16.19,71.13,28.87,432.06,239.23,93.9,10.93,104.38,333.17,40.59,24.24,66.15,24.01,21.44,11.0,20.83,4.18,0.78,1.11,2.63,19.56,18.66,1.86,4.52,3.16,5.51,66.22,1.47,1.25,0.0,164.44,22.84,302.73,25.73,47.36,341.0,33.85,4.76
2967,우진비앤지(주),18620,2015,45.35,52.55,46.14,5.69,5.96,6.43,-57.05,0.0,27.92,1.5,0.99,1.66,72.08,0.89,1.45,1.42,2.25,41.48,43.94,23.25,51.85,48.15,449.27,249.04,139.62,44.54,73.42,449.79,92.85,32.12,30.97,24.82,78.38,-0.22,-0.26,-0.19,0.66,1.1,1.64,22.22,16.43,1.59,3.24,3.14,5.71,63.95,1.18,1.13,0.0,157.25,19.56,402.3,14.02,35.88,288.41,25.2,-0.004
2968,우진비앤지(주),18620,2016,37.65,54.66,10.91,-4.75,1.07,3.1,-50.27,0.0,27.65,0.72,0.35,0.8,72.35,0.68,0.59,0.95,1.19,33.42,37.73,20.81,38.07,61.93,412.8,173.48,108.03,50.5,89.08,348.95,162.65,50.6,20.24,14.16,131.18,1.75,2.17,2.6,0.48,1.1,0.86,19.49,18.73,1.31,2.21,3.22,4.99,73.1,0.79,0.88,0.0,149.01,16.37,548.54,10.87,40.01,364.21,26.07,0.46
2969,우진비앤지(주),18620,2017,4.29,20.24,-26.92,20.68,4.07,-5.37,0.0,0.0,22.15,-18.27,-7.06,-18.55,77.85,4.65,2.9,3.55,3.65,23.42,62.3,8.83,37.99,62.01,384.27,57.39,21.64,1.37,0.0,187.92,163.19,107.41,63.51,-17.39,133.21,1.71,2.1,2.81,0.39,1.02,0.62,11.87,30.75,1.36,2.63,2.83,4.77,76.6,0.56,0.66,0.0,359.71,72.7,492.99,6.6,9.05,44.76,17.45,-3.14
2970,우진비앤지(주),18620,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.02,-23.58,-11.04,-25.02,93.98,4.59,3.85,4.72,4.72,27.47,52.61,13.02,44.15,55.85,326.97,77.11,36.54,8.95,0.0,393.21,126.49,80.69,63.17,-8.16,106.52,-11.1,-13.18,-13.23,0.47,1.06,0.84,22.36,16.32,1.71,3.6,3.24,5.69,64.19,0.66,0.74,0.0,121.16,11.69,491.59,5.51,7.86,41.16,11.75,-3.6
2971,우진비앤지(주),18620,2019,41.77,-59.86,183.93,27.24,2.84,5.42,0.0,0.0,28.02,-45.7,-18.67,-47.55,71.98,2.47,1.83,4.7,3.64,55.02,23.58,42.05,45.46,54.54,210.0,152.16,116.28,16.16,68.78,220.42,119.97,79.54,55.68,18.86,46.19,-6.0,-15.58,-9.39,0.41,0.91,0.74,14.21,25.68,0.94,1.36,3.01,5.22,69.98,1.0,0.51,0.0,118.0,9.04,614.54,13.43,80.56,843.83,38.56,2.41
2972,웰바이오텍(주),10600,2011,12.01,-11.12,26.32,38.74,6.7,37.94,0.0,0.0,11.7,1.42,2.53,4.14,88.3,0.97,4.03,8.27,8.84,68.62,61.54,26.39,55.76,44.24,689.06,195.84,75.31,16.78,125.76,134.8,79.34,62.84,62.47,33.58,37.9,4.14,8.68,1.09,1.78,3.11,4.16,16.86,21.65,2.74,6.7,4.63,11.68,31.24,12.6,1.75,0.0,1.19,0.0,1368.45,23.59,188.7,203.03,14.01,2.86
