,회사명,거래소코드,회계년도,이자보상배율
236,(주)다날,64260,16-Dec,1.74
237,(주)다날,64260,17-Dec,6.12
238,(주)다날,64260,18-Dec,1.85
239,(주)다날,64260,19-Dec,1.85
240,(주)다산네트웍스,39560,11-Dec,-1.06
241,(주)다산네트웍스,39560,12-Dec,1.56
242,(주)다산네트웍스,39560,13-Dec,2.41
243,(주)다산네트웍스,39560,14-Dec,0.98
244,(주)다산네트웍스,39560,15-Dec,0.09
245,(주)다산네트웍스,39560,16-Dec,-2.88
246,(주)다산네트웍스,39560,17-Dec,0.01
247,(주)다산네트웍스,39560,18-Dec,3.2
248,(주)다산네트웍스,39560,19-Dec,-0.03
249,(주)다이나믹디자인,145210,15-Dec,2.92
250,(주)다이나믹디자인,145210,16-Dec,-453.35
251,(주)다이나믹디자인,145210,17-Dec,-0.96
252,(주)다이나믹디자인,145210,18-Dec,-4.73
253,(주)다이나믹디자인,145210,19-Dec,-2.21
254,(주)대구백화점,6370,11-Mar,11111111.11
255,(주)대구백화점,6370,12-Mar,11111111.11
256,(주)대구백화점,6370,13-Mar,11111111.11
257,(주)대구백화점,6370,14-Mar,11111111.11
258,(주)대구백화점,6370,15-Mar,2.42
259,(주)대구백화점,6370,16-Mar,0.98
260,(주)대구백화점,6370,17-Mar,-9.26
261,(주)대구백화점,6370,18-Dec,-3.05
262,(주)대구백화점,6370,19-Dec,-2.12
263,(주)대성엘텍,25440,11-Dec,-1.38
264,(주)대성엘텍,25440,12-Dec,0.62
265,(주)대성엘텍,25440,13-Dec,-0.49
266,(주)대성엘텍,25440,14-Dec,1.98
267,(주)대성엘텍,25440,15-Dec,1.25
268,(주)대성엘텍,25440,16-Dec,2.04
269,(주)대성엘텍,25440,17-Dec,1.5
270,(주)대성엘텍,25440,18-Dec,-1.03
271,(주)대성엘텍,25440,19-Dec,-4.24
272,(주)대양금속,9190,11-Dec,-1.84
273,(주)대양금속,9190,12-Dec,-2.2
274,(주)대양금속,9190,13-Dec,-0.66
275,(주)대양금속,9190,14-Dec,-1.83
276,(주)대양금속,9190,15-Dec,-0.99
277,(주)대양금속,9190,16-Dec,1.66
278,(주)대양금속,9190,17-Dec,3.54
279,(주)대양금속,9190,18-Dec,2.76
280,(주)대양금속,9190,19-Dec,1.16
281,(주)대창,12800,11-Dec,1.4
282,(주)대창,12800,12-Dec,0.57
